HEROP_ID,MhMinDis
140US01125012101,1.319973693
140US01125010105,15.3624851
140US01125012102,1.460633336
140US01097990000,11.68732985
140US01047956400,1.092495467
140US01069040205,2.684385326
140US01001020502,1.925031719
140US01051031001,4.268236079
140US01115040104,8.109094932
140US01073011002,6.270823382
140US01073012913,6.356384322
140US01117030330,2.991807417
140US01097007600,3.404509093
140US01031011100,2.595916518
140US01001020600,2.142373726
140US01121011200,14.23490406
140US01089000403,4.464945631
140US01089011201,9.563548342
140US01089011026,6.848740175
140US01089010503,7.183002017
140US01089011023,5.085880111
140US01073004502,0.715621489
140US01073012918,7.143418165
140US01073012805,4.187063778
140US01073011003,7.885942263
140US01073012919,6.93084799
140US01117030352,3.837035855
140US01097007203,25.68573339
140US01097006410,2.899109371
140US01097000802,1.834517467
140US01009050302,7.723207848
140US01049960302,5.379667145
140US01031011205,3.851521789
140US01059973702,10.28386735
140US01077010902,1.356569671
140US01101003303,1.232602487
140US01047957301,6.48882847
140US01091973002,13.43646128
140US01081040202,2.47728421
140US01081042009,2.369087837
140US01081042007,4.010956988
140US01053969802,25.3356779
140US01065040402,1.7636209
140US01113030601,1.07839561
140US01083020103,12.581747
140US01115040208,0.859626289
140US01063060000,12.41334547
140US01089011013,4.326621225
140US01089000701,3.687408838
140US01039961700,10.97650282
140US01055000500,2.445692248
140US01011952500,8.378774985
140US01073000400,2.179779386
140US01073013902,5.185088008
140US01073000300,1.327623516
140US01073005000,1.193316503
140US01103005500,11.65432786
140US01125011200,1.403732887
140US01083020900,2.242544891
140US01111000100,18.95188721
140US01023956900,12.76763139
140US01063060101,3.679754726
140US01099075901,35.93882444
140US01125012408,2.846128984
140US01101005614,2.657567963
140US01031011206,4.494977036
140US01099075600,16.11804203
140US01089001302,2.585273003
140US01097006803,3.159458738
140US01003010706,3.092168965
140US01073004902,0.238095275
140US01097003703,3.553840459
140US01097005400,7.791877164
140US01097003405,6.244309429
