HEROP_ID,HivMinDis
140US01117030218,2.651797986
140US01117030351,7.358002083
140US01009050702,11.6385281
140US01009050501,22.77322313
140US01089010801,16.3892072
140US01089010403,15.70048035
140US01089011202,5.310662488
140US01089010102,19.40379701
140US01089010101,25.82986654
140US01089000203,13.13426749
140US01107050300,13.85090512
140US01107050100,17.27436565
140US01119011600,21.12932072
140US01127021700,10.51408266
140US01127021800,10.82449171
140US01127021600,14.70941469
140US01127020400,2.128362251
140US01065040000,17.44866866
140US01099076000,36.53821799
140US01073013400,3.907285415
140US01073013100,4.288899766
140US01073005702,2.985805001
140US01073010706,1.924306253
140US01073011205,6.486083601
140US01073011803,2.903097375
140US01073000100,2.188341627
140US01073001902,0.786871496
140US01073010702,1.43311303
140US01073004701,0.728866983
140US01073002200,0.295115869
140US01073002306,1.191551534
140US01073010801,1.663537681
140US01073012907,6.127147152
140US01073014409,5.745726189
140US01073012200,16.49055347
140US01073012500,6.45808388
140US01073012403,8.117575819
140US01103005101,17.72710111
140US01103005109,16.38901722
140US01103005303,21.73220373
140US01125012800,1.976215725
140US01125012305,2.871226944
140US01125010802,2.93562591
140US01125010404,1.110669305
140US01125012501,4.725277308
140US01125010302,8.540380228
140US01125010201,9.28658265
140US01125010804,1.758633472
140US01125012600,2.676123396
140US01133965800,30.38420704
140US01091973100,19.38861963
140US01095030903,20.16914324
140US01095030401,31.16289115
140US01073000800,0.901446025
140US01073003001,1.964588886
140US01073002900,1.668546304
140US01073005907,1.379384991
140US01073014404,3.036744282
140US01073010703,1.88650456
140US01073011209,4.613222906
140US01073013601,2.65316594
140US01073010200,1.031924871
140US01073005701,3.975591133
140US01073003802,3.848219875
140US01073005103,0.849944522
140US01079979800,36.70200289
140US01079979700,32.25115155
140US01083020402,15.93544291
140US01083020700,11.4429236
140US01071950200,26.45095732
140US01089010902,22.27217475
140US01089001902,14.39598111
140US01089002100,10.01658742
140US01089002912,15.7412009
140US01089000302,10.7041149
140US01089000502,8.923305249
140US01089000601,8.652476225
