"HEROP_ID","GEOID","TotTracts","HospCtTmDr","HospCtTmDr2","HospTmDrP","HospTmDrP2","HospAvTmDr","HospAvTmDr2"
"050US13201","13201",3,3,2,100,66.67,9.7,19.4
"050US13205","13205",7,7,2,100,28.57,15.4,30.79
"050US13207","13207",5,5,3,100,60,11.94,23.89
"050US13209","13209",3,2,0,66.67,0,23.72,47.43
"050US13211","13211",6,6,6,100,100,10.88,21.75
"050US13213","13213",10,9,7,90,70,13.43,26.87
"050US13215","13215",59,58,58,98.31,98.31,5.7,11.4
"050US13217","13217",22,22,21,100,95.45,9.68,19.35
"050US13219","13219",11,11,6,100,54.55,14.53,29.07
"050US13221","13221",6,4,0,66.67,0,24.65,49.3
"050US13223","13223",33,33,26,100,78.79,11.23,22.45
"050US13225","13225",8,5,4,62.5,50,18.76,37.53
"050US13227","13227",9,8,6,88.89,66.67,9.62,19.24
"050US13229","13229",6,6,2,100,33.33,18.57,37.14
"050US13231","13231",5,4,2,80,40,20.85,41.71
"050US13233","13233",8,8,5,100,62.5,12.13,24.26
"050US13235","13235",4,4,0,100,0,21.51,43.02
"050US13237","13237",8,8,5,100,62.5,13.45,26.9
"050US13239","13239",1,0,0,0,0,34.17,68.34
"050US13241","13241",8,8,2,100,25,18.02,36.03
"050US13243","13243",2,0,0,0,0,43.81,87.62
"050US13245","13245",56,56,53,100,94.64,6.07,12.14
"050US13247","13247",24,24,23,100,95.83,7.49,14.99
"050US13249","13249",2,2,1,100,50,14.19,28.38
"050US13251","13251",6,6,3,100,50,14.42,28.84
"050US13253","13253",3,3,2,100,66.67,8.62,17.25
"050US13255","13255",17,17,15,100,88.24,9.8,19.59
"050US13257","13257",8,8,7,100,87.5,11.47,22.93
"050US13259","13259",2,0,0,0,0,39.34,78.69
"050US13261","13261",8,8,5,100,62.5,11.73,23.47
"050US13263","13263",3,3,0,100,0,24.94,49.87
"050US13265","13265",1,1,0,100,0,29.26,58.52
"050US13267","13267",7,7,4,100,57.14,13,26.01
"050US13269","13269",4,1,0,25,0,30.62,61.24
"050US13271","13271",5,2,0,40,0,30.68,61.36
"050US13273","13273",4,2,0,50,0,30.21,60.42
"050US13275","13275",14,14,10,100,71.43,10.68,21.36
"050US13277","13277",12,12,12,100,100,6.36,12.72
"050US13279","13279",9,9,5,100,55.56,14.16,28.32
"050US13281","13281",4,4,3,100,75,10.63,21.25
"050US13283","13283",2,2,0,100,0,23.99,47.98
"050US13285","13285",18,18,12,100,66.67,12.77,25.54
"050US13287","13287",3,2,0,66.67,0,25.46,50.92
"050US13289","13289",3,3,0,100,0,21.72,43.45
"050US13291","13291",8,7,2,87.5,25,19.16,38.31
"050US13293","13293",8,8,7,100,87.5,10.08,20.16
"050US13295","13295",18,15,8,83.33,44.44,18.52,37.04
"050US13297","13297",20,20,13,100,65,12.69,25.38
"050US13299","13299",10,9,6,90,60,11.89,23.78
"050US13301","13301",2,2,0,100,0,27.31,54.62
"050US13303","13303",5,4,2,80,40,15.99,31.99
"050US13305","13305",7,7,5,100,71.43,13.5,27.01
"050US13307","13307",2,1,0,50,0,32.94,65.89
"050US13309","13309",2,0,0,0,0,34.74,69.47
"050US13311","13311",9,6,1,66.67,11.11,25.44,50.88
"050US13313","13313",22,22,20,100,90.91,9.22,18.45
"050US13315","13315",4,4,0,100,0,26.67,53.34
"050US13317","13317",4,4,2,100,50,12.55,25.1
"050US13319","13319",3,2,0,66.67,0,25.22,50.45
"050US13321","13321",6,6,2,100,33.33,16.9,33.79
"050US15001","15001",43,28,17,65.12,39.53,22.03,44.06
"050US15003","15003",329,307,253,93.31,76.9,9.42,18.83
"050US15005","15005",1,0,0,0,0,NA,NA
"050US15007","15007",18,16,10,88.89,55.56,16.12,32.23
"050US15009","15009",45,32,17,71.11,37.78,20.61,41.23
"050US16001","16001",129,128,121,99.22,93.8,7.44,14.88
"050US16003","16003",2,0,0,0,0,44.05,88.1
"050US16005","16005",24,23,18,95.83,75,13.4,26.8
"050US16007","16007",2,2,1,100,50,8.84,17.68
"050US16009","16009",2,1,1,50,50,31.44,62.88
"050US16011","16011",10,7,5,70,50,20.1,40.21
"050US16013","16013",8,2,1,25,12.5,48.59,97.18
"050US16015","16015",3,0,0,0,0,48.45,96.91
"050US16017","16017",16,12,7,75,43.75,22.52,45.04
"050US16019","16019",24,23,22,95.83,91.67,9.15,18.31
"050US16021","16021",2,1,1,50,50,24.33,48.66
"050US16023","16023",1,1,1,100,100,0,0
"050US16025","16025",1,0,0,0,0,74.31,148.62
"050US16027","16027",54,54,50,100,92.59,7.44,14.88
"050US16029","16029",2,1,1,50,50,27.9,55.79
"050US16031","16031",6,4,3,66.67,50,21.4,42.8
"050US16033","16033",1,0,0,0,0,66.25,132.5
"050US16035","16035",3,2,1,66.67,33.33,12.66,25.33
"050US16037","16037",1,0,0,0,0,NA,NA
"050US16039","16039",7,5,3,71.43,42.86,24.48,48.97
"050US16041","16041",2,1,1,50,50,16.38,32.76
"050US16043","16043",4,0,0,0,0,45.13,90.27
"050US16045","16045",4,3,2,75,50,16.32,32.65
"050US16047","16047",4,4,1,100,25,19.21,38.42
"050US16049","16049",6,2,2,33.33,33.33,31.92,63.84
"050US16051","16051",6,5,0,83.33,0,25.03,50.07
"050US16053","16053",6,5,5,83.33,83.33,13.95,27.9
"050US16055","16055",39,36,28,92.31,71.79,11.77,23.54
"050US16057","16057",9,6,4,66.67,44.44,20.85,41.7
"050US16059","16059",3,1,1,33.33,33.33,0,0
"050US16061","16061",3,0,0,0,0,55.61,111.21
"050US16063","16063",1,0,0,0,0,37.68,75.36
"050US16065","16065",11,10,1,90.91,9.09,25.71,51.42
"050US16067","16067",5,4,3,80,60,17.16,34.31
"050US16069","16069",10,8,7,80,70,16.02,32.05
"050US16071","16071",1,1,1,100,100,0,0
"050US16073","16073",3,2,0,66.67,0,22.5,44.99
"050US16075","16075",5,4,2,80,40,20.13,40.25
"050US16077","16077",2,1,1,50,50,36.17,72.34
"050US16079","16079",3,2,1,66.67,33.33,19.2,38.41
"050US16081","16081",7,7,2,100,28.57,16.69,33.38
"050US16083","16083",17,16,13,94.12,76.47,10.61,21.22
"050US16085","16085",4,2,2,50,50,21.18,42.36
"050US16087","16087",3,1,1,33.33,33.33,30.33,60.66
"050US17001","17001",19,18,14,94.74,73.68,10.02,20.05
"050US17003","17003",4,1,0,25,0,29.72,59.43
"050US17005","17005",4,4,3,100,75,10.32,20.64
"050US17007","17007",10,10,3,100,30,15.89,31.79
"050US17009","17009",2,2,0,100,0,24.62,49.24
"050US17011","17011",10,9,4,90,40,18.17,36.34
"050US17013","17013",2,0,0,0,0,42.17,84.34
"050US17015","17015",6,3,0,50,0,27.78,55.56
"050US17017","17017",5,4,0,80,0,20.41,40.82
"050US17019","17019",48,48,40,100,83.33,7.7,15.41
"050US17021","17021",10,9,6,90,60,12.92,25.83
"050US17023","17023",4,2,0,50,0,31.47,62.94
"050US17025","17025",4,4,3,100,75,8.73,17.46
"050US17027","17027",9,9,2,100,22.22,17.42,34.84
"050US17029","17029",13,13,11,100,84.62,10.7,21.4
"050US17031","17031",1331,1331,1331,100,100,3.91,7.82
"050US17033","17033",6,6,4,100,66.67,10.47,20.94
"050US17035","17035",3,2,0,66.67,0,28.04,56.09
"050US17037","17037",23,23,19,100,82.61,9.77,19.55
"050US17039","17039",5,4,3,80,60,15.51,31.02
"050US17041","17041",5,2,0,40,0,29.68,59.37
"050US17043","17043",219,219,219,100,100,6.62,13.25
"050US17045","17045",5,4,3,80,60,16.32,32.65
"050US17047","17047",3,2,0,66.67,0,25.5,50.99
"050US17049","17049",8,8,4,100,50,13.66,27.32
"050US17051","17051",7,7,2,100,28.57,16.02,32.03
"050US17053","17053",5,1,1,20,20,35.93,71.85
"050US17055","17055",12,12,5,100,41.67,14.83,29.66
"050US17057","17057",12,11,6,91.67,50,16.02,32.05
"050US17059","17059",2,1,0,50,0,29.26,58.51
"050US17061","17061",5,5,1,100,20,16.79,33.58
"050US17063","17063",10,10,5,100,50,14.59,29.18
"050US17065","17065",3,3,2,100,66.67,8.33,16.67
"050US17067","17067",7,3,1,42.86,14.29,26.01,52.02
"050US17069","17069",2,1,1,50,50,18.6,37.21
"050US17071","17071",3,3,0,100,0,22.02,44.04
"050US17073","17073",14,14,10,100,71.43,10.67,21.35
"050US17075","17075",9,6,2,66.67,22.22,22.98,45.96
"050US17077","17077",17,17,13,100,76.47,11.19,22.38
"050US17079","17079",3,2,0,66.67,0,27.86,55.73
"050US17081","17081",11,11,7,100,63.64,11.56,23.13
"050US17083","17083",6,6,5,100,83.33,13.26,26.52
"050US17085","17085",7,5,3,71.43,42.86,18.52,37.04
"050US17087","17087",4,3,0,75,0,25.87,51.74
"050US17089","17089",104,104,99,100,95.19,6.75,13.5
"050US17091","17091",30,30,21,100,70,10.19,20.39
"050US17093","17093",21,21,16,100,76.19,11.65,23.29
"050US17095","17095",16,16,12,100,75,10.48,20.97
"050US17097","17097",159,159,133,100,83.65,9.24,18.49
"050US17099","17099",28,22,7,78.57,25,21.16,42.33
"050US17101","17101",5,5,4,100,80,7.65,15.3
"050US17103","17103",9,9,5,100,55.56,12.84,25.67
"050US17105","17105",10,8,4,80,40,17.65,35.3
"050US17107","17107",8,8,7,100,87.5,9.64,19.28
"050US17109","17109",11,11,8,100,72.73,11.39,22.78
"050US17111","17111",64,64,48,100,75,10.61,21.22
"050US17113","17113",47,46,38,97.87,80.85,8.26,16.51
"050US17115","17115",37,37,32,100,86.49,7.07,14.15
"050US17117","17117",13,13,7,100,53.85,14.42,28.83
"050US17119","17119",63,63,57,100,90.48,7.4,14.79
"050US17121","17121",12,12,9,100,75,10.19,20.37
"050US17123","17123",5,1,0,20,0,37.49,74.99
"050US17125","17125",6,6,2,100,33.33,19.75,39.5
"050US17127","17127",4,4,3,100,75,8.28,16.57
"050US17129","17129",3,1,0,33.33,0,30.69,61.38
"050US17131","17131",4,4,2,100,50,12.66,25.32
"050US17133","17133",7,6,1,85.71,14.29,21.29,42.57
"050US17135","17135",8,8,6,100,75,11.98,23.97
"050US17137","17137",10,10,6,100,60,14.99,29.99
"050US17139","17139",4,3,0,75,0,28.34,56.67
"050US17141","17141",13,11,3,84.62,23.08,20.92,41.84
"050US17143","17143",49,48,42,97.96,85.71,7.69,15.38
"050US17145","17145",6,6,4,100,66.67,9.73,19.47
"050US17147","17147",4,4,1,100,25,14.02,28.03
"050US17149","17149",5,4,1,80,20,18.53,37.05
"050US17151","17151",2,2,0,100,0,25.1,50.21
"050US17153","17153",2,1,0,50,0,28.45,56.9
"050US17155","17155",2,2,0,100,0,23.31,46.62
"050US17157","17157",10,10,8,100,80,9.43,18.86
"050US17159","17159",5,5,5,100,100,6.07,12.15
"050US17161","17161",43,43,39,100,90.7,6.37,12.74
"050US17163","17163",68,68,57,100,83.82,8.68,17.36
"050US17165","17165",9,9,8,100,88.89,7.29,14.58
"050US17167","17167",54,54,48,100,88.89,7.43,14.87
"050US17169","17169",3,3,2,100,66.67,10.86,21.72
"050US17171","17171",2,1,0,50,0,30.2,60.39
"050US17173","17173",6,6,3,100,50,16.16,32.32
"050US17175","17175",2,2,1,100,50,17.52,35.04
"050US17177","17177",13,13,8,100,61.54,10.52,21.04
"050US17179","17179",30,30,25,100,83.33,9.41,18.81
"050US17181","17181",5,5,3,100,60,11.54,23.08
"050US17183","17183",24,17,12,70.83,50,16.83,33.67
"050US17185","17185",4,4,4,100,100,7.85,15.7
"050US17187","17187",5,5,4,100,80,7.71,15.42
"050US17189","17189",4,4,2,100,50,11.1,22.2
"050US17191","17191",5,5,2,100,40,14.61,29.23
"050US17193","17193",5,1,0,20,0,32.13,64.26
"050US17195","17195",19,19,15,100,78.95,8.83,17.67
"050US17197","17197",172,172,154,100,89.53,9.65,19.31
"050US17199","17199",18,18,16,100,88.89,8.01,16.02
"050US17201","17201",80,80,70,100,87.5,7.2,14.41
"050US17203","17203",9,8,2,88.89,22.22,20.12,40.25
"050US18001","18001",7,7,4,100,57.14,11.83,23.66
"050US18003","18003",96,96,90,100,93.75,6.37,12.75
"050US18005","18005",16,16,13,100,81.25,8.72,17.45
"050US18007","18007",3,0,0,0,0,32.92,65.84
"050US18009","18009",4,4,0,100,0,28.5,57
"050US18011","18011",11,11,8,100,72.73,12.74,25.49
"050US18013","18013",5,2,0,40,0,30.05,60.09
"050US18015","18015",7,7,0,100,0,21.67,43.33
"050US18017","18017",11,11,8,100,72.73,9.34,18.69
"050US18019","18019",27,27,21,100,77.78,7.8,15.59
"050US18021","18021",6,6,5,100,83.33,8.78,17.55
"050US18023","18023",8,8,6,100,75,8.71,17.42
"050US18025","18025",3,0,0,0,0,33.96,67.93
"050US18027","18027",8,8,5,100,62.5,12.06,24.12
"050US18029","18029",13,13,7,100,53.85,13.79,27.58
"050US18031","18031",6,6,5,100,83.33,10.23,20.46
"050US18033","18033",9,9,6,100,66.67,11.17,22.34
"050US18035","18035",34,34,30,100,88.24,8.4,16.79
"050US18037","18037",9,9,6,100,66.67,10.6,21.21
"050US18039","18039",45,45,34,100,75.56,11.57,23.13
"050US18041","18041",7,6,0,85.71,0,24.43,48.86
"050US18043","18043",20,20,18,100,90,6.45,12.91
"050US18045","18045",5,4,1,80,20,20.76,41.52
"050US18047","18047",5,4,1,80,20,22.49,44.97
"050US18049","18049",6,6,2,100,33.33,15.95,31.9
"050US18051","18051",8,8,5,100,62.5,11.98,23.96
"050US18053","18053",16,16,14,100,87.5,7.78,15.57
"050US18055","18055",9,9,3,100,33.33,15.5,31
"050US18057","18057",57,56,45,98.25,78.95,10.59,21.18
"050US18059","18059",15,15,13,100,86.67,9.55,19.1
"050US18061","18061",9,9,1,100,11.11,19.6,39.2
"050US18063","18063",31,31,30,100,96.77,7.67,15.34
"050US18065","18065",13,13,10,100,76.92,9.97,19.94
"050US18067","18067",21,21,20,100,95.24,5.98,11.97
"050US18069","18069",9,9,8,100,88.89,9.27,18.53
"050US18071","18071",11,11,9,100,81.82,9.2,18.39
"050US18073","18073",8,6,1,75,12.5,22.67,45.33
"050US18075","18075",7,7,4,100,57.14,12.51,25.01
"050US18077","18077",7,7,6,100,85.71,10.33,20.66
"050US18079","18079",6,6,3,100,50,13.75,27.5
"050US18081","18081",28,28,26,100,92.86,9.07,18.14
"050US18083","18083",11,10,7,90.91,63.64,12.67,25.33
"050US18085","18085",21,21,12,100,57.14,12.07,24.15
"050US18087","18087",9,9,5,100,55.56,12.63,25.26
"050US18089","18089",131,131,129,100,98.47,6.1,12.19
"050US18091","18091",30,30,26,100,86.67,8.43,16.85
"050US18093","18093",13,13,9,100,69.23,11.04,22.08
"050US18095","18095",39,39,34,100,87.18,7.88,15.76
"050US18097","18097",253,253,253,100,100,5.49,10.98
"050US18099","18099",12,12,11,100,91.67,8.09,16.18
"050US18101","18101",3,1,0,33.33,0,33.68,67.37
"050US18103","18103",10,10,6,100,60,9.22,18.44
"050US18105","18105",33,33,30,100,90.91,7.25,14.49
"050US18107","18107",9,6,3,66.67,33.33,18.88,37.76
"050US18109","18109",17,17,7,100,41.18,15.82,31.63
"050US18111","18111",4,1,0,25,0,31.23,62.46
"050US18113","18113",10,10,5,100,50,13.17,26.35
"050US18115","18115",2,2,0,100,0,20.56,41.12
"050US18117","18117",6,6,2,100,33.33,17.44,34.88
"050US18119","18119",6,2,0,33.33,0,29.69,59.38
"050US18121","18121",5,4,1,80,20,22.85,45.7
"050US18123","18123",5,5,3,100,60,13.21,26.42
"050US18125","18125",4,3,0,75,0,26.89,53.78
"050US18127","18127",42,42,34,100,80.95,9.83,19.67
"050US18129","18129",7,5,0,71.43,0,26.74,53.48
"050US18131","18131",4,4,2,100,50,12.69,25.38
"050US18133","18133",9,9,5,100,55.56,14.22,28.44
"050US18135","18135",8,8,5,100,62.5,13.2,26.4
"050US18137","18137",7,5,0,71.43,0,26.43,52.85
"050US18139","18139",5,5,3,100,60,9.04,18.07
"050US18141","18141",82,82,77,100,93.9,6.47,12.95
"050US18143","18143",5,5,5,100,100,8.16,16.33
"050US18145","18145",10,10,8,100,80,12.18,24.36
"050US18147","18147",6,6,0,100,0,22.96,45.91
"050US18149","18149",7,7,5,100,71.43,12.44,24.87
"050US18151","18151",9,9,6,100,66.67,11.65,23.31
"050US18153","18153",8,8,6,100,75,10.51,21.01
"050US18155","18155",3,2,0,66.67,0,29.33,58.66
"050US18157","18157",43,43,41,100,95.35,6.24,12.48
"050US18159","18159",5,5,5,100,100,6.22,12.45
"050US18161","18161",2,2,0,100,0,21.4,42.79
"050US18163","18163",59,59,56,100,94.92,5.46,10.92
"050US18165","18165",5,5,4,100,80,10.77,21.54
"050US18167","18167",32,32,29,100,90.62,7.08,14.17
"050US18169","18169",8,8,6,100,75,9.99,19.98
"050US18171","18171",3,3,1,100,33.33,11.58,23.15
"050US18173","18173",16,16,13,100,81.25,7.2,14.4
"050US18175","18175",7,7,4,100,57.14,12.3,24.6
"050US18177","18177",18,18,13,100,72.22,10.44,20.89
"050US18179","18179",7,7,4,100,57.14,9.45,18.9
"050US18181","18181",9,9,5,100,55.56,13.49,26.97
"050US18183","18183",8,8,6,100,75,9.46,18.92
"050US19001","19001",3,3,3,100,100,8,16.01
"050US19003","19003",2,2,1,100,50,9.28,18.55
"050US19005","19005",5,5,2,100,40,14.85,29.7
"050US19007","19007",5,5,1,100,20,17.1,34.19
"050US19009","19009",3,3,2,100,66.67,6.54,13.07
"050US19011","19011",7,7,3,100,42.86,14.01,28.03
"050US19013","19013",39,39,37,100,94.87,5.16,10.32
"050US19015","19015",7,7,5,100,71.43,10.38,20.77
"050US19017","19017",8,8,5,100,62.5,9.55,19.11
"050US19019","19019",6,6,5,100,83.33,9.47,18.95
"050US19021","19021",6,6,3,100,50,13.48,26.96
"050US19023","19023",5,5,0,100,0,21.53,43.06
"050US19025","19025",4,4,1,100,25,16.62,33.24
"050US19027","19027",6,6,5,100,83.33,7.03,14.06
"050US19029","19029",5,5,3,100,60,11.7,23.4
"050US19031","19031",5,5,0,100,0,25.22,50.45
"050US19033","19033",12,12,9,100,75,8.8,17.6
"050US19035","19035",5,5,3,100,60,9.63,19.26
"050US19037","19037",4,4,3,100,75,10.33,20.66
"050US19039","19039",3,3,3,100,100,5.3,10.6
"050US19041","19041",5,5,4,100,80,8.18,16.35
"050US19043","19043",6,6,3,100,50,11.95,23.9
"050US19045","19045",12,12,10,100,83.33,9.59,19.18
"050US19047","19047",6,6,3,100,50,13.03,26.05
"050US19049","19049",19,19,15,100,78.95,10.81,21.63
"050US19051","19051",2,2,1,100,50,10.43,20.86
"050US19053","19053",3,3,2,100,66.67,8.07,16.14
"050US19055","19055",4,4,2,100,50,10.47,20.95
"050US19057","19057",11,11,9,100,81.82,7.77,15.54
"050US19059","19059",6,6,4,100,66.67,9.23,18.47
"050US19061","19061",27,27,24,100,88.89,7.41,14.82
"050US19063","19063",4,4,3,100,75,10.67,21.34
"050US19065","19065",7,7,6,100,85.71,8.08,16.17
"050US19067","19067",5,5,3,100,60,11.65,23.3
"050US19069","19069",3,3,3,100,100,5.79,11.58
"050US19071","19071",3,3,3,100,100,9.01,18.02
"050US19073","19073",4,4,3,100,75,10.21,20.42
"050US19075","19075",4,4,2,100,50,11.79,23.59
"050US19077","19077",3,3,1,100,33.33,15.62,31.24
"050US19079","19079",5,5,3,100,60,10.65,21.3
"050US19081","19081",4,4,1,100,25,15.38,30.75
"050US19083","19083",6,6,2,100,33.33,16.01,32.02
"050US19085","19085",5,4,2,80,40,16.82,33.64
"050US19087","19087",5,5,5,100,100,7.28,14.55
"050US19089","19089",3,3,2,100,66.67,10.7,21.39
"050US19091","19091",4,4,3,100,75,11.86,23.72
"050US19093","19093",3,3,2,100,66.67,8.32,16.64
"050US19095","19095",4,4,1,100,25,15.5,31.01
"050US19097","19097",6,5,2,83.33,33.33,17.34,34.68
"050US19099","19099",10,10,6,100,60,10.65,21.31
"050US19101","19101",5,5,4,100,80,10.12,20.24
"050US19103","19103",36,36,30,100,83.33,7.64,15.29
"050US19105","19105",7,7,4,100,57.14,15.02,30.04
"050US19107","19107",4,4,1,100,25,17.2,34.39
"050US19109","19109",6,6,4,100,66.67,12.02,24.04
"050US19111","19111",11,6,0,54.55,0,30.74,61.48
"050US19113","19113",54,54,47,100,87.04,8.09,16.18
"050US19115","19115",3,2,0,66.67,0,26.88,53.75
"050US19117","19117",4,4,3,100,75,9.13,18.27
"050US19119","19119",3,3,2,100,66.67,11.22,22.43
"050US19121","19121",4,4,3,100,75,9.62,19.23
"050US19123","19123",7,7,5,100,71.43,9.36,18.72
"050US19125","19125",10,10,7,100,70,8.28,16.55
"050US19127","19127",11,11,9,100,81.82,9.34,18.69
"050US19129","19129",5,5,0,100,0,21.28,42.55
"050US19131","19131",3,3,1,100,33.33,11.33,22.66
"050US19133","19133",4,4,2,100,50,15.46,30.91
"050US19135","19135",3,3,1,100,33.33,15.8,31.59
"050US19137","19137",4,4,3,100,75,8.9,17.8
"050US19139","19139",10,10,7,100,70,8.28,16.56
"050US19141","19141",4,4,2,100,50,11.48,22.95
"050US19143","19143",2,2,1,100,50,11.38,22.75
"050US19145","19145",6,6,4,100,66.67,7.43,14.86
"050US19147","19147",4,4,3,100,75,10.82,21.64
"050US19149","19149",6,6,3,100,50,11.91,23.81
"050US19151","19151",3,3,1,100,33.33,10.69,21.37
"050US19153","19153",112,112,106,100,94.64,6.76,13.51
"050US19155","19155",30,28,24,93.33,80,9.6,19.21
"050US19157","19157",5,5,3,100,60,13.96,27.91
"050US19159","19159",2,2,1,100,50,10.69,21.37
"050US19161","19161",4,3,3,75,75,15.33,30.66
"050US19163","19163",48,48,45,100,93.75,6.73,13.46
"050US19165","19165",4,4,3,100,75,9.6,19.19
"050US19167","19167",9,9,9,100,100,3.7,7.4
"050US19169","19169",27,27,24,100,88.89,7.2,14.4
"050US19171","19171",6,4,0,66.67,0,26.63,53.26
"050US19173","19173",3,1,0,33.33,0,30.31,60.61
"050US19175","19175",4,4,2,100,50,10.46,20.93
"050US19177","19177",2,2,1,100,50,9.94,19.88
"050US19179","19179",11,11,10,100,90.91,6.24,12.48
"050US19181","19181",14,13,2,92.86,14.29,20.15,40.3
"050US19183","19183",6,6,4,100,66.67,11.37,22.73
"050US19185","19185",3,3,1,100,33.33,15.19,30.38
"050US19187","19187",13,13,9,100,69.23,11.71,23.41
"050US19189","19189",3,2,0,66.67,0,25.6,51.21
"050US19191","19191",5,5,3,100,60,10.33,20.66
"050US19193","19193",29,29,25,100,86.21,8.03,16.07
"050US19195","19195",3,2,0,66.67,0,29.36,58.71
"050US19197","19197",5,5,3,100,60,10.05,20.11
"050US20001","20001",5,5,4,100,80,9.18,18.37
"050US20003","20003",2,2,1,100,50,9.37,18.74
"050US20005","20005",5,5,4,100,80,9.4,18.8
"050US20007","20007",2,2,2,100,100,0,0
"050US20009","20009",8,8,8,100,100,2.96,5.92
"050US20011","20011",5,4,0,80,0,27.3,54.59
"050US20013","20013",3,3,2,100,66.67,7.78,15.57
"050US20015","20015",19,17,13,89.47,68.42,13.78,27.56
"050US20017","20017",1,0,0,0,0,32.32,64.64
"050US20019","20019",1,1,1,100,100,0,0
"050US20021","20021",6,6,6,100,100,7.5,14.99
"050US20023","20023",1,1,1,100,100,0,0
"050US20025","20025",1,1,1,100,100,0,0
"050US20027","20027",2,2,2,100,100,3.3,6.6
"050US20029","20029",4,4,2,100,50,11.52,23.04
"050US20031","20031",3,3,2,100,66.67,10.65,21.29
"050US20033","20033",1,1,1,100,100,0,0
"050US20035","20035",11,8,4,72.73,36.36,21.52,43.03
"050US20037","20037",12,12,11,100,91.67,8.98,17.95
"050US20039","20039",1,1,1,100,100,0,0
"050US20041","20041",6,6,2,100,33.33,20.46,40.92
"050US20043","20043",3,3,0,100,0,19.66,39.31
"050US20045","20045",27,26,24,96.3,88.89,8.55,17.1
"050US20047","20047",2,2,2,100,100,7.22,14.44
"050US20049","20049",1,0,0,0,0,35.14,70.28
"050US20051","20051",8,8,8,100,100,6.37,12.75
"050US20053","20053",2,2,1,100,50,14.44,28.88
"050US20055","20055",12,12,12,100,100,5.17,10.34
"050US20057","20057",9,9,9,100,100,6.22,12.44
"050US20059","20059",6,6,5,100,83.33,8.45,16.89
"050US20061","20061",11,11,10,100,90.91,5.53,11.05
"050US20063","20063",1,1,1,100,100,0,0
"050US20065","20065",1,1,1,100,100,0,0
"050US20067","20067",2,2,2,100,100,1.49,2.97
"050US20069","20069",2,0,0,0,0,35.12,70.25
"050US20071","20071",1,1,1,100,100,0,0
"050US20073","20073",3,3,2,100,66.67,10.99,21.99
"050US20075","20075",1,1,1,100,100,0,0
"050US20077","20077",3,2,2,66.67,66.67,17.7,35.41
"050US20079","20079",7,7,5,100,71.43,8.32,16.64
"050US20081","20081",1,1,1,100,100,0,0
"050US20083","20083",1,1,1,100,100,0,0
"050US20085","20085",3,3,2,100,66.67,9.23,18.46
"050US20087","20087",4,4,1,100,25,16.16,32.32
"050US20089","20089",1,1,1,100,100,0,0
"050US20091","20091",154,154,146,100,94.81,6.15,12.3
"050US20093","20093",1,1,1,100,100,0,0
"050US20095","20095",3,3,1,100,33.33,12.76,25.53
"050US20097","20097",1,1,1,100,100,0,0
"050US20099","20099",8,8,5,100,62.5,13.23,26.47
"050US20101","20101",1,1,1,100,100,0,0
"050US20103","20103",19,19,13,100,68.42,10.05,20.1
"050US20105","20105",1,1,1,100,100,0,0
"050US20107","20107",3,2,0,66.67,0,30.28,60.57
"050US20109","20109",1,1,1,100,100,0,0
"050US20111","20111",12,12,10,100,83.33,7.69,15.38
"050US20113","20113",7,7,4,100,57.14,8.95,17.9
"050US20115","20115",4,4,2,100,50,9.44,18.87
"050US20117","20117",4,4,1,100,25,15.9,31.8
"050US20119","20119",2,2,2,100,100,5.08,10.16
"050US20121","20121",8,8,3,100,37.5,14.16,28.32
"050US20123","20123",2,2,1,100,50,11.42,22.84
"050US20125","20125",12,8,0,66.67,0,28.36,56.73
"050US20127","20127",2,2,1,100,50,9.3,18.59
"050US20129","20129",1,1,1,100,100,0,0
"050US20131","20131",3,3,2,100,66.67,8.42,16.84
"050US20133","20133",5,5,3,100,60,11.79,23.58
"050US20135","20135",1,1,1,100,100,0,0
"050US20137","20137",1,1,1,100,100,0,0
"050US20139","20139",5,0,0,0,0,38.36,76.72
"050US20141","20141",1,1,1,100,100,0,0
"050US20143","20143",2,2,1,100,50,12.89,25.79
"050US20145","20145",2,2,2,100,100,5.8,11.6
"050US20147","20147",3,3,3,100,100,7.99,15.99
"050US20149","20149",5,4,4,80,80,11.13,22.25
"050US20151","20151",3,3,3,100,100,3,6.01
"050US20153","20153",1,1,1,100,100,0,0
"050US20155","20155",17,16,13,94.12,76.47,9.92,19.84
"050US20157","20157",3,3,3,100,100,8.06,16.12
"050US20159","20159",3,3,3,100,100,5.46,10.91
"050US20161","20161",17,17,15,100,88.24,7.42,14.85
"050US20163","20163",2,2,1,100,50,12.37,24.73
"050US20165","20165",1,0,0,0,0,31.81,63.62
"050US20167","20167",2,2,2,100,100,5.6,11.2
"050US20169","20169",13,13,13,100,100,4.58,9.16
"050US20171","20171",1,1,1,100,100,0,0
"050US20173","20173",135,135,130,100,96.3,6.2,12.41
"050US20175","20175",5,5,4,100,80,6.51,13.02
"050US20177","20177",46,46,42,100,91.3,6.77,13.53
"050US20179","20179",1,1,1,100,100,0,0
"050US20181","20181",2,2,2,100,100,1.46,2.92
"050US20183","20183",2,2,2,100,100,0.49,0.98
"050US20185","20185",2,2,1,100,50,10.45,20.89
"050US20187","20187",1,1,1,100,100,0,0
"050US20189","20189",2,2,2,100,100,3.16,6.32
"050US20191","20191",6,3,1,50,16.67,28.12,56.25
"050US20193","20193",2,2,2,100,100,1.75,3.5
