HeropID,RcaRuralP,RcaSuburbP,RcaUrbanP
050US30081,84.62,15.38,0.00
050US30083,100.00,0.00,0.00
050US30085,100.00,0.00,0.00
050US30087,100.00,0.00,0.00
050US30089,100.00,0.00,0.00
050US30091,100.00,0.00,0.00
050US30093,11.11,88.89,0.00
050US30095,66.67,33.33,0.00
050US30097,100.00,0.00,0.00
050US30099,100.00,0.00,0.00
050US30101,100.00,0.00,0.00
050US30103,100.00,0.00,0.00
050US30105,100.00,0.00,0.00
050US30107,100.00,0.00,0.00
050US30109,100.00,0.00,0.00
050US30111,0.00,19.44,80.56
050US31001,22.22,77.78,0.00
050US31003,100.00,0.00,0.00
050US31005,100.00,0.00,0.00
050US31007,100.00,0.00,0.00
050US31009,100.00,0.00,0.00
050US31011,100.00,0.00,0.00
050US31013,100.00,0.00,0.00
050US31015,100.00,0.00,0.00
050US31017,100.00,0.00,0.00
050US31019,27.27,72.73,0.00
050US31021,100.00,0.00,0.00
050US31023,100.00,0.00,0.00
050US31025,16.67,83.33,0.00
050US31027,100.00,0.00,0.00
050US31029,100.00,0.00,0.00
050US31031,100.00,0.00,0.00
050US31033,100.00,0.00,0.00
050US31035,100.00,0.00,0.00
050US31037,100.00,0.00,0.00
050US31039,100.00,0.00,0.00
050US31041,100.00,0.00,0.00
050US31043,0.00,20.00,80.00
050US31045,100.00,0.00,0.00
050US31047,71.43,28.57,0.00
050US31049,100.00,0.00,0.00
050US31051,50.00,50.00,0.00
050US31053,22.22,77.78,0.00
050US31055,0.00,1.84,98.16
050US31057,100.00,0.00,0.00
050US31059,100.00,0.00,0.00
050US31061,100.00,0.00,0.00
050US31063,100.00,0.00,0.00
050US31065,100.00,0.00,0.00
050US31067,28.57,71.43,0.00
050US31069,100.00,0.00,0.00
050US31071,100.00,0.00,0.00
050US31073,100.00,0.00,0.00
050US31075,100.00,0.00,0.00
050US31077,100.00,0.00,0.00
050US31079,0.00,21.43,78.57
050US31081,66.67,33.33,0.00
050US31083,100.00,0.00,0.00
050US31085,100.00,0.00,0.00
050US31087,100.00,0.00,0.00
050US31089,100.00,0.00,0.00
050US31091,100.00,0.00,0.00
050US31093,50.00,50.00,0.00
050US31095,100.00,0.00,0.00
050US31097,100.00,0.00,0.00
050US31099,100.00,0.00,0.00
050US31101,100.00,0.00,0.00
050US31103,100.00,0.00,0.00
050US31105,100.00,0.00,0.00
050US31107,100.00,0.00,0.00
050US31109,0.00,7.41,92.59
050US31111,37.50,62.50,0.00
050US31113,100.00,0.00,0.00
050US31115,100.00,0.00,0.00
050US31117,100.00,0.00,0.00
050US31119,22.22,77.78,0.00
050US31121,66.67,33.33,0.00
050US31123,100.00,0.00,0.00
050US31125,100.00,0.00,0.00
050US31127,100.00,0.00,0.00
050US31129,100.00,0.00,0.00
050US31131,80.00,20.00,0.00
050US31133,100.00,0.00,0.00
050US31135,100.00,0.00,0.00
050US31137,100.00,0.00,0.00
050US31139,100.00,0.00,0.00
050US31141,25.00,75.00,0.00
050US31143,100.00,0.00,0.00
050US31145,100.00,0.00,0.00
050US31147,100.00,0.00,0.00
050US31149,100.00,0.00,0.00
050US31151,100.00,0.00,0.00
050US31153,0.00,4.26,95.74
050US31155,40.00,60.00,0.00
050US31157,36.36,63.64,0.00
050US31159,75.00,25.00,0.00
050US31161,100.00,0.00,0.00
050US31163,100.00,0.00,0.00
050US31165,100.00,0.00,0.00
050US31167,100.00,0.00,0.00
050US31169,100.00,0.00,0.00
050US31171,100.00,0.00,0.00
050US31173,100.00,0.00,0.00
050US31175,100.00,0.00,0.00
050US31177,40.00,60.00,0.00
050US31179,100.00,0.00,0.00
050US31181,100.00,0.00,0.00
050US31183,100.00,0.00,0.00
050US31185,100.00,0.00,0.00
050US32001,57.14,42.86,0.00
050US32003,1.31,2.62,96.07
050US32005,41.18,47.06,11.76
050US32007,53.33,46.67,0.00
050US32009,100.00,0.00,0.00
050US32011,100.00,0.00,0.00
050US32013,40.00,60.00,0.00
050US32015,100.00,0.00,0.00
050US32017,100.00,0.00,0.00
050US32019,27.78,66.67,5.56
050US32021,100.00,0.00,0.00
050US32023,26.67,73.33,0.00
050US32027,100.00,0.00,0.00
050US32029,0.00,100.00,0.00
050US32031,3.60,7.91,88.49
050US32033,100.00,0.00,0.00
050US32510,6.67,0.00,93.33
050US33001,61.11,38.89,0.00
050US33003,100.00,0.00,0.00
050US33005,72.22,27.78,0.00
050US33007,100.00,0.00,0.00
050US33009,82.14,17.86,0.00
050US33011,19.42,8.74,71.84
050US33013,53.85,33.33,12.82
050US33015,15.07,16.44,68.49
050US33017,30.00,20.00,50.00
050US33019,100.00,0.00,0.00
050US34001,2.70,14.86,82.43
050US34003,0.00,0.00,100.00
050US34005,2.56,14.53,82.91
050US34007,0.00,1.55,98.45
050US34009,3.03,12.12,84.85
050US34011,19.05,30.95,50.00
050US34013,0.00,0.00,100.00
050US34015,0.00,11.59,88.41
050US34017,0.00,0.00,100.00
050US34019,20.00,73.33,6.67
050US34021,2.38,2.38,95.24
050US34023,0.00,0.00,100.00
050US34025,1.29,2.58,96.13
050US34027,0.00,10.91,89.09
050US34029,2.07,6.21,91.72
050US34031,0.00,4.17,95.83
050US34033,4.00,60.00,36.00
050US34035,0.00,5.41,94.59
050US34037,16.67,69.05,14.29
050US34039,0.00,0.00,100.00
050US34041,8.70,43.48,47.83
050US35001,1.70,3.98,94.32
050US35003,100.00,0.00,0.00
050US35005,23.53,76.47,0.00
050US35006,77.78,22.22,0.00
050US35007,100.00,0.00,0.00
050US35009,21.43,78.57,0.00
050US35011,100.00,0.00,0.00
050US35013,4.92,22.95,72.13
050US35015,23.08,76.92,0.00
050US35017,60.00,40.00,0.00
050US35019,100.00,0.00,0.00
050US35021,100.00,0.00,0.00
050US35023,100.00,0.00,0.00
050US35025,27.78,72.22,0.00
050US35027,44.44,55.56,0.00
050US35028,25.00,75.00,0.00
050US35029,42.86,57.14,0.00
050US35031,72.73,27.27,0.00
050US35033,100.00,0.00,0.00
050US35035,42.86,57.14,0.00
050US35037,100.00,0.00,0.00
050US35039,100.00,0.00,0.00
050US35041,40.00,60.00,0.00
050US35043,20.00,8.57,71.43
050US35045,13.89,47.22,38.89
050US35047,40.00,60.00,0.00
050US35049,12.28,28.07,59.65
050US35051,100.00,0.00,0.00
050US35053,100.00,0.00,0.00
050US35055,60.00,40.00,0.00
050US35057,80.00,20.00,0.00
050US35059,100.00,0.00,0.00
050US35061,8.00,32.00,60.00
050US36001,0.00,14.12,85.88
050US36003,100.00,0.00,0.00
050US36005,0.00,0.00,100.00
050US36007,0.00,26.32,73.68
050US36009,70.83,29.17,0.00
050US36011,60.00,40.00,0.00
050US36013,45.95,54.05,0.00
050US36015,0.00,20.00,80.00
050US36017,93.75,6.25,0.00
050US36019,54.55,45.45,0.00
050US36021,80.95,19.05,0.00
050US36023,38.46,61.54,0.00
050US36025,100.00,0.00,0.00
050US36027,23.17,10.98,65.85
050US36029,1.53,11.88,86.59
050US36031,100.00,0.00,0.00
050US36033,100.00,0.00,0.00
050US36035,52.94,47.06,0.00
050US36037,55.56,44.44,0.00
050US36039,77.78,22.22,0.00
050US36041,100.00,0.00,0.00
050US36043,50.00,50.00,0.00
050US36045,33.33,33.33,33.33
050US36047,0.37,0.00,99.63
050US36049,100.00,0.00,0.00
050US36051,55.56,44.44,0.00
050US36053,52.63,47.37,0.00
050US36055,0.47,8.06,91.47
050US36057,37.50,62.50,0.00
050US36059,1.75,0.00,98.25
050US36061,0.00,0.00,100.00
050US36063,7.58,33.33,59.09
050US36065,17.33,28.00,54.67
050US36067,0.70,13.38,85.92
050US36069,30.00,55.00,15.00
050US36071,19.57,22.83,57.61
050US36073,78.57,21.43,0.00
050US36075,35.56,60.00,4.44
050US36077,81.82,18.18,0.00
050US36079,0.00,33.33,66.67
050US36081,0.41,0.00,99.59
050US36083,6.25,27.08,66.67
050US36085,0.79,0.00,99.21
050US36087,0.00,0.00,100.00
050US36089,80.00,20.00,0.00
050US36091,7.69,29.23,63.08
050US36093,0.00,8.89,91.11
050US36095,75.00,25.00,0.00
050US36097,80.00,20.00,0.00
050US36099,45.45,54.55,0.00
050US36101,67.74,32.26,0.00
050US36103,0.78,7.79,91.43
050US36105,87.10,12.90,0.00
050US36107,27.27,63.64,9.09
050US36109,0.00,38.46,61.54
050US36111,44.00,20.00,36.00
050US36113,26.09,13.04,60.87
050US36115,52.38,23.81,23.81
050US36117,38.46,53.85,7.69
050US36119,0.41,3.32,96.27
050US36121,83.33,16.67,0.00
050US36123,100.00,0.00,0.00
050US37001,2.70,24.32,72.97
050US37003,42.86,42.86,14.29
050US37005,100.00,0.00,0.00
050US37007,44.44,55.56,0.00
050US37009,100.00,0.00,0.00
050US37011,100.00,0.00,0.00
050US37013,61.54,38.46,0.00
050US37015,100.00,0.00,0.00
050US37017,100.00,0.00,0.00
050US37019,36.36,27.27,36.36
050US37021,0.00,16.92,83.08
050US37023,0.00,57.14,42.86
050US37025,0.00,14.89,85.11
050US37027,0.00,47.37,52.63
050US37029,50.00,50.00,0.00
050US37031,36.36,63.64,0.00
050US37033,66.67,33.33,0.00
050US37035,8.82,26.47,64.71
050US37037,68.42,21.05,10.53
050US37039,100.00,0.00,0.00
050US37041,100.00,0.00,0.00
050US37043,100.00,0.00,0.00
050US37045,70.83,29.17,0.00
050US37047,73.33,26.67,0.00
050US37049,30.77,69.23,0.00
050US37051,1.23,12.35,86.42
050US37053,40.00,60.00,0.00
050US37055,50.00,50.00,0.00
050US37057,7.14,40.48,52.38
050US37059,50.00,40.00,10.00
050US37061,100.00,0.00,0.00
050US37063,0.00,1.47,98.53
050US37065,35.71,42.86,21.43
050US37067,0.00,5.26,94.74
050US37069,12.50,81.25,6.25
050US37071,4.71,17.65,77.65
050US37073,66.67,33.33,0.00
050US37075,100.00,0.00,0.00
050US37077,53.33,46.67,0.00
050US37079,80.00,20.00,0.00
050US37081,0.00,9.52,90.48
050US37083,68.75,31.25,0.00
050US37085,32.14,60.71,7.14
050US37087,38.10,61.90,0.00
050US37089,3.33,26.67,70.00
050US37091,100.00,0.00,0.00
050US37093,8.33,33.33,58.33
050US37095,100.00,0.00,0.00
050US37097,30.43,26.09,43.48
050US37099,100.00,0.00,0.00
050US37101,26.42,58.49,15.09
050US37103,100.00,0.00,0.00
050US37105,37.50,62.50,0.00
050US37107,58.82,41.18,0.00
050US37109,44.44,55.56,0.00
050US37111,66.67,33.33,0.00
050US37113,100.00,0.00,0.00
050US37115,14.29,85.71,0.00
050US37117,100.00,0.00,0.00
050US37119,0.00,0.33,99.67
050US37121,100.00,0.00,0.00
050US37123,100.00,0.00,0.00
050US37125,17.24,31.03,51.72
050US37127,16.00,32.00,52.00
050US37129,1.82,0.00,98.18
050US37131,100.00,0.00,0.00
050US37133,6.52,39.13,54.35
050US37135,4.76,35.71,59.52
050US37137,100.00,0.00,0.00
050US37139,10.00,90.00,0.00
050US37141,12.50,87.50,0.00
050US37143,75.00,25.00,0.00
050US37145,71.43,28.57,0.00
050US37147,0.00,30.95,69.05
050US37149,87.50,12.50,0.00
050US37151,44.12,38.24,17.65
050US37153,36.36,63.64,0.00
050US37155,65.71,34.29,0.00
050US37157,59.09,40.91,0.00
050US37159,0.00,38.71,61.29
050US37161,68.18,31.82,0.00
050US37163,95.00,5.00,0.00
050US37165,55.56,44.44,0.00
050US37167,58.82,41.18,0.00
050US37169,23.08,53.85,23.08
050US37171,52.17,47.83,0.00
050US37173,100.00,0.00,0.00
050US37175,58.33,41.67,0.00
050US37177,100.00,0.00,0.00
050US37179,0.00,22.92,77.08
050US37181,50.00,50.00,0.00
050US37183,0.43,4.78,94.78
050US37185,100.00,0.00,0.00
050US37187,100.00,0.00,0.00
050US37189,61.54,38.46,0.00
050US37191,20.00,30.00,50.00
050US37193,66.67,33.33,0.00
050US37195,40.00,60.00,0.00
050US37197,55.56,44.44,0.00
050US37199,80.00,20.00,0.00
050US38001,100.00,0.00,0.00
050US38003,100.00,0.00,0.00
050US38005,100.00,0.00,0.00
050US38007,100.00,0.00,0.00
050US38009,100.00,0.00,0.00
050US38011,100.00,0.00,0.00
050US38013,100.00,0.00,0.00
050US38015,0.00,26.32,73.68
050US38017,2.27,9.09,88.64
050US38019,100.00,0.00,0.00
050US38021,100.00,0.00,0.00
050US38023,100.00,0.00,0.00
050US38025,100.00,0.00,0.00
050US38027,100.00,0.00,0.00
050US38029,100.00,0.00,0.00
050US38031,100.00,0.00,0.00
050US38033,100.00,0.00,0.00
050US38035,13.64,13.64,72.73
050US38037,100.00,0.00,0.00
050US38039,100.00,0.00,0.00
050US38041,100.00,0.00,0.00
050US38043,100.00,0.00,0.00
050US38045,100.00,0.00,0.00
050US38047,100.00,0.00,0.00
050US38049,100.00,0.00,0.00
050US38051,100.00,0.00,0.00
050US38053,100.00,0.00,0.00
050US38055,100.00,0.00,0.00
050US38057,100.00,0.00,0.00
050US38059,14.29,14.29,71.43
050US38061,100.00,0.00,0.00
050US38063,100.00,0.00,0.00
050US38065,100.00,0.00,0.00
050US38067,100.00,0.00,0.00
050US38069,100.00,0.00,0.00
050US38071,100.00,0.00,0.00
050US38073,100.00,0.00,0.00
050US38075,100.00,0.00,0.00
050US38077,50.00,50.00,0.00
050US38079,100.00,0.00,0.00
050US38081,100.00,0.00,0.00
050US38083,100.00,0.00,0.00
050US38085,100.00,0.00,0.00
050US38087,100.00,0.00,0.00
050US38089,33.33,66.67,0.00
050US38091,100.00,0.00,0.00
050US38093,28.57,71.43,0.00
050US38095,100.00,0.00,0.00
050US38097,100.00,0.00,0.00
050US38099,100.00,0.00,0.00
050US38101,12.50,25.00,62.50
050US38103,100.00,0.00,0.00
050US38105,37.50,62.50,0.00
050US39001,100.00,0.00,0.00
050US39003,8.57,20.00,71.43
050US39005,50.00,50.00,0.00
050US39007,41.38,58.62,0.00
050US39009,60.00,40.00,0.00
050US39011,81.82,18.18,0.00
050US39013,4.55,45.45,50.00
050US39015,30.00,70.00,0.00
050US39017,0.00,39.53,60.47
050US39019,71.43,28.57,0.00
050US39021,70.00,30.00,0.00
050US39023,6.67,17.78,75.56
050US39025,2.08,25.00,72.92
050US39027,50.00,50.00,0.00
050US39029,64.00,36.00,0.00
050US39031,50.00,50.00,0.00
050US39033,38.46,61.54,0.00
050US39035,0.23,0.47,99.30
050US39037,71.43,28.57,0.00
050US39039,55.56,44.44,0.00
050US39041,2.50,22.50,75.00
050US39043,10.00,20.00,70.00
050US39045,13.89,50.00,36.11
050US39047,28.57,71.43,0.00
050US39049,0.00,1.52,98.48
050US39051,50.00,50.00,0.00
050US39053,75.00,25.00,0.00
050US39055,23.81,61.90,14.29
050US39057,7.14,30.95,61.90
050US39059,50.00,50.00,0.00
050US39061,0.00,3.98,96.02
050US39063,26.67,73.33,0.00
050US39065,100.00,0.00,0.00
050US39067,80.00,20.00,0.00
050US39069,85.71,14.29,0.00
050US39071,100.00,0.00,0.00
050US39073,100.00,0.00,0.00
050US39075,100.00,0.00,0.00
050US39077,69.23,30.77,0.00
050US39079,100.00,0.00,0.00
050US39081,0.00,45.45,54.55
050US39083,50.00,50.00,0.00
050US39085,1.67,6.67,91.67
050US39087,0.00,50.00,50.00
050US39089,2.17,30.43,67.39
050US39091,72.73,27.27,0.00
050US39093,7.50,11.25,81.25
050US39095,0.59,3.55,95.86
050US39097,8.33,91.67,0.00
050US39099,2.67,12.00,85.33
050US39101,22.22,77.78,0.00
050US39103,19.05,42.86,38.10
050US39105,100.00,0.00,0.00
050US39107,66.67,33.33,0.00
050US39109,17.39,78.26,4.35
050US39111,100.00,0.00,0.00
050US39113,0.00,5.77,94.23
050US39115,100.00,0.00,0.00
050US39117,44.44,55.56,0.00
050US39119,47.62,52.38,0.00
050US39121,100.00,0.00,0.00
050US39123,20.00,33.33,46.67
050US39125,100.00,0.00,0.00
050US39127,88.89,0.00,11.11
050US39129,12.50,87.50,0.00
050US39131,100.00,0.00,0.00
050US39133,13.16,28.95,57.89
050US39135,83.33,16.67,0.00
050US39137,100.00,0.00,0.00
050US39139,3.33,26.67,70.00
050US39141,52.94,47.06,0.00
050US39143,53.33,46.67,0.00
050US39145,42.86,57.14,0.00
050US39147,35.71,64.29,0.00
050US39149,60.00,40.00,0.00
050US39151,2.22,17.78,80.00
050US39153,0.00,2.90,97.10
050US39155,7.41,24.07,68.52
050US39157,41.67,58.33,0.00
050US39159,23.08,69.23,7.69
050US39161,55.56,44.44,0.00
050US39163,100.00,0.00,0.00
050US39165,0.00,22.73,77.27
050US39167,44.44,44.44,11.11
050US39169,62.50,28.13,9.38
050US39171,100.00,0.00,0.00
050US39173,12.90,41.94,45.16
050US39175,100.00,0.00,0.00
050US40001,100.00,0.00,0.00
050US40003,100.00,0.00,0.00
050US40005,100.00,0.00,0.00
050US40007,100.00,0.00,0.00
050US40009,50.00,50.00,0.00
050US40011,80.00,20.00,0.00
050US40013,53.85,46.15,0.00
050US40015,90.00,10.00,0.00
050US40017,0.00,32.43,67.57
050US40019,50.00,50.00,0.00
050US40021,69.23,30.77,0.00
050US40023,100.00,0.00,0.00
050US40025,100.00,0.00,0.00
050US40027,1.41,11.27,87.32
050US40029,100.00,0.00,0.00
050US40031,0.00,23.68,76.32
050US40033,100.00,0.00,0.00
050US40035,100.00,0.00,0.00
050US40037,13.04,47.83,39.13
050US40039,71.43,28.57,0.00
050US40041,100.00,0.00,0.00
050US40043,100.00,0.00,0.00
050US40045,100.00,0.00,0.00
050US40047,0.00,11.76,88.24
050US40049,100.00,0.00,0.00
050US40051,26.67,73.33,0.00
050US40053,50.00,50.00,0.00
050US40055,100.00,0.00,0.00
050US40057,100.00,0.00,0.00
050US40059,100.00,0.00,0.00
050US40061,100.00,0.00,0.00
050US40063,100.00,0.00,0.00
050US40065,37.50,62.50,0.00
050US40067,100.00,0.00,0.00
050US40069,100.00,0.00,0.00
050US40071,45.45,54.55,0.00
050US40073,75.00,25.00,0.00
050US40075,100.00,0.00,0.00
050US40077,100.00,0.00,0.00
050US40079,66.67,25.00,8.33
050US40081,75.00,25.00,0.00
050US40083,30.77,53.85,15.38
050US40085,100.00,0.00,0.00
050US40087,33.33,66.67,0.00
050US40089,100.00,0.00,0.00
050US40091,100.00,0.00,0.00
050US40093,66.67,33.33,0.00
050US40095,100.00,0.00,0.00
050US40097,70.00,30.00,0.00
050US40099,100.00,0.00,0.00
050US40101,35.00,65.00,0.00
050US40103,100.00,0.00,0.00
050US40105,100.00,0.00,0.00
050US40107,100.00,0.00,0.00
050US40109,0.00,7.14,92.86
050US40111,27.27,72.73,0.00
050US40113,38.46,53.85,7.69
050US40115,44.44,55.56,0.00
050US40117,60.00,40.00,0.00
050US40119,39.13,60.87,0.00
050US40121,64.29,35.71,0.00
050US40123,54.55,45.45,0.00
050US40125,50.00,50.00,0.00
050US40127,100.00,0.00,0.00
050US40129,100.00,0.00,0.00
050US40131,7.14,78.57,14.29
050US40133,100.00,0.00,0.00
050US40135,50.00,50.00,0.00
050US40137,45.45,54.55,0.00
050US40139,50.00,50.00,0.00
050US40141,100.00,0.00,0.00
050US40143,0.00,4.81,95.19
050US40145,16.00,20.00,64.00
050US40147,14.29,85.71,0.00
050US40149,100.00,0.00,0.00
050US40151,100.00,0.00,0.00
050US40153,40.00,60.00,0.00
050US41001,100.00,0.00,0.00
050US41003,4.55,13.64,81.82
050US41005,2.30,24.14,73.56
050US41007,66.67,33.33,0.00
050US41009,27.27,63.64,9.09
050US41011,54.55,45.45,0.00
050US41013,57.14,42.86,0.00
050US41015,50.00,50.00,0.00
050US41017,17.78,33.33,48.89
050US41019,60.00,40.00,0.00
050US41021,100.00,0.00,0.00
050US41023,100.00,0.00,0.00
050US41025,100.00,0.00,0.00
050US41027,50.00,50.00,0.00
050US41029,0.00,21.15,78.85
050US41031,87.50,12.50,0.00
050US41033,13.64,40.91,45.45
050US41035,50.00,50.00,0.00
050US41037,100.00,0.00,0.00
050US41039,5.38,25.81,68.82
050US41041,52.63,47.37,0.00
050US41043,25.00,32.14,42.86
050US41045,62.50,37.50,0.00
050US41047,4.62,26.15,69.23
050US41049,100.00,0.00,0.00
050US41051,0.00,1.02,98.98
050US41053,18.75,43.75,37.50
050US41055,100.00,0.00,0.00
050US41057,100.00,0.00,0.00
050US41059,27.78,72.22,0.00
050US41061,37.50,62.50,0.00
050US41063,100.00,0.00,0.00
050US41065,37.50,62.50,0.00
050US41067,0.00,5.97,94.03
050US41069,100.00,0.00,0.00
050US41071,15.79,84.21,0.00
050US42001,51.85,29.63,18.52
050US42003,0.00,1.78,98.22
050US42005,42.11,42.11,15.79
050US42007,0.00,30.19,69.81
050US42009,100.00,0.00,0.00
050US42011,11.21,21.50,67.29
050US42013,7.89,26.32,65.79
050US42015,73.33,26.67,0.00
050US42017,1.36,10.20,88.44
050US42019,25.53,44.68,29.79
050US42021,28.57,21.43,50.00
050US42023,100.00,0.00,0.00
050US42025,35.29,58.82,5.88
050US42027,9.76,36.59,53.66
050US42029,0.00,20.97,79.03
050US42031,100.00,0.00,0.00
050US42033,65.00,35.00,0.00
050US42035,50.00,50.00,0.00
050US42037,43.75,56.25,0.00
050US42039,78.26,21.74,0.00
050US42041,1.82,21.82,76.36
050US42043,2.99,14.93,82.09
050US42045,0.00,0.66,99.34
050US42047,100.00,0.00,0.00
050US42049,8.11,21.62,70.27
050US42051,52.78,47.22,0.00
050US42053,100.00,0.00,0.00
050US42055,15.15,45.45,39.39
050US42057,66.67,33.33,0.00
050US42059,70.00,30.00,0.00
050US42061,69.23,30.77,0.00
050US42063,66.67,33.33,0.00
050US42065,100.00,0.00,0.00
050US42067,83.33,16.67,0.00
050US42069,0.00,15.00,85.00
050US42071,5.17,18.97,75.86
050US42073,32.14,67.86,0.00
050US42075,18.18,12.12,69.70
050US42077,0.00,11.11,88.89
050US42079,2.97,20.79,76.24
050US42081,12.50,37.50,50.00
050US42083,75.00,25.00,0.00
050US42085,57.14,42.86,0.00
050US42087,53.85,46.15,0.00
050US42089,41.18,58.82,0.00
050US42091,0.46,4.57,94.98
050US42093,100.00,0.00,0.00
050US42095,0.00,17.57,82.43
050US42097,24.00,76.00,0.00
050US42099,0.00,90.00,10.00
050US42101,0.00,0.00,100.00
050US42103,80.00,20.00,0.00
050US42105,100.00,0.00,0.00
050US42107,47.62,50.00,2.38
050US42109,62.50,37.50,0.00
050US42111,70.83,25.00,4.17
050US42113,100.00,0.00,0.00
050US42115,50.00,50.00,0.00
050US42117,100.00,0.00,0.00
050US42119,72.73,27.27,0.00
050US42121,76.47,23.53,0.00
050US42123,69.23,30.77,0.00
050US42125,1.61,48.39,50.00
050US42127,70.59,29.41,0.00
050US42129,1.77,33.63,64.60
050US42131,42.86,57.14,0.00
050US42133,7.41,20.37,72.22
050US44001,0.00,0.00,100.00
050US44003,0.00,7.69,92.31
050US44005,4.17,4.17,91.67
050US44007,0.00,4.14,95.86
050US44009,9.68,48.39,41.94
050US45001,100.00,0.00,0.00
050US45003,9.30,27.91,62.79
050US45005,100.00,0.00,0.00
050US45007,5.88,45.10,49.02
050US45009,100.00,0.00,0.00
050US45011,100.00,0.00,0.00
050US45013,4.65,32.56,62.79
050US45015,0.00,22.92,77.08
050US45017,75.00,25.00,0.00
050US45019,3.03,11.11,85.86
050US45021,50.00,50.00,0.00
050US45023,63.64,36.36,0.00
050US45025,78.57,21.43,0.00
050US45027,75.00,25.00,0.00
050US45029,85.71,14.29,0.00
050US45031,15.79,52.63,31.58
050US45033,100.00,0.00,0.00
050US45035,0.00,16.13,83.87
050US45037,14.29,85.71,0.00
050US45039,12.50,87.50,0.00
050US45041,16.67,30.56,52.78
050US45043,38.10,47.62,14.29
050US45045,1.63,10.57,87.80
050US45047,44.44,55.56,0.00
050US45049,85.71,14.29,0.00
050US45051,2.56,23.08,74.36
050US45053,28.57,71.43,0.00
050US45055,38.89,61.11,0.00
050US45057,31.82,31.82,36.36
050US45059,75.00,20.00,5.00
050US45061,77.78,22.22,0.00
050US45063,1.09,28.26,70.65
050US45065,66.67,33.33,0.00
050US45067,87.50,12.50,0.00
050US45069,100.00,0.00,0.00
050US45071,50.00,50.00,0.00
050US45073,80.00,20.00,0.00
050US45075,53.85,46.15,0.00
050US45077,21.62,29.73,48.65
050US45079,1.02,7.14,91.84
050US45081,83.33,16.67,0.00
050US45083,3.45,32.18,64.37
050US45085,7.69,30.77,61.54
050US45087,80.00,20.00,0.00
050US45089,100.00,0.00,0.00
050US45091,9.09,20.00,70.91
050US46003,100.00,0.00,0.00
050US46005,33.33,66.67,0.00
050US46007,100.00,0.00,0.00
050US46009,100.00,0.00,0.00
050US46011,28.57,71.43,0.00
050US46013,25.00,75.00,0.00
050US46015,100.00,0.00,0.00
050US46017,100.00,0.00,0.00
050US46019,100.00,0.00,0.00
050US46021,100.00,0.00,0.00
050US46023,100.00,0.00,0.00
050US46025,100.00,0.00,0.00
050US46027,33.33,66.67,0.00
050US46029,25.00,75.00,0.00
050US46031,100.00,0.00,0.00
050US46033,100.00,0.00,0.00
050US46035,20.00,80.00,0.00
050US46037,100.00,0.00,0.00
050US46039,100.00,0.00,0.00
050US46041,100.00,0.00,0.00
050US46043,100.00,0.00,0.00
050US46045,100.00,0.00,0.00
050US46047,100.00,0.00,0.00
050US46049,100.00,0.00,0.00
050US46051,100.00,0.00,0.00
050US46053,100.00,0.00,0.00
050US46055,100.00,0.00,0.00
050US46057,100.00,0.00,0.00
050US46059,100.00,0.00,0.00
050US46061,100.00,0.00,0.00
050US46063,100.00,0.00,0.00
050US46065,25.00,75.00,0.00
050US46067,100.00,0.00,0.00
050US46069,100.00,0.00,0.00
050US46071,100.00,0.00,0.00
050US46073,100.00,0.00,0.00
050US46075,100.00,0.00,0.00
050US46077,100.00,0.00,0.00
050US46079,100.00,0.00,0.00
050US46081,50.00,50.00,0.00
050US46083,15.38,30.77,53.85
050US46085,100.00,0.00,0.00
050US46087,50.00,50.00,0.00
050US46089,100.00,0.00,0.00
050US46091,100.00,0.00,0.00
050US46093,28.57,71.43,0.00
050US46095,100.00,0.00,0.00
050US46097,100.00,0.00,0.00
050US46099,0.00,19.15,80.85
050US46101,100.00,0.00,0.00
050US46102,100.00,0.00,0.00
050US46103,4.00,16.00,80.00
050US46105,100.00,0.00,0.00
050US46107,100.00,0.00,0.00
050US46109,100.00,0.00,0.00
050US46111,100.00,0.00,0.00
050US46115,100.00,0.00,0.00
050US46117,0.00,100.00,0.00
050US46119,100.00,0.00,0.00
050US46121,100.00,0.00,0.00
050US46123,100.00,0.00,0.00
050US46125,50.00,50.00,0.00
050US46127,25.00,25.00,50.00
050US46129,100.00,0.00,0.00
050US46135,40.00,60.00,0.00
050US46137,100.00,0.00,0.00
050US47001,0.00,25.00,75.00
050US47003,50.00,50.00,0.00
050US47005,100.00,0.00,0.00
050US47007,100.00,0.00,0.00
050US47009,3.23,41.94,54.84
050US47011,0.00,36.00,64.00
050US47013,30.77,69.23,0.00
050US47015,25.00,75.00,0.00
050US47017,88.89,11.11,0.00
050US47019,0.00,50.00,50.00
050US47021,11.11,88.89,0.00
050US47023,40.00,60.00,0.00
050US47025,88.89,11.11,0.00
050US47027,100.00,0.00,0.00
050US47029,55.56,44.44,0.00
050US47031,52.94,47.06,0.00
050US47033,40.00,60.00,0.00
050US47035,64.71,35.29,0.00
050US47037,0.00,2.30,97.70
050US47039,100.00,0.00,0.00
050US47041,100.00,0.00,0.00
050US47043,27.27,72.73,0.00
050US47045,60.00,40.00,0.00
050US47047,0.00,100.00,0.00
050US47049,100.00,0.00,0.00
050US47051,70.00,30.00,0.00
050US47053,82.35,17.65,0.00
050US47055,88.89,11.11,0.00
050US47057,33.33,66.67,0.00
050US47059,64.71,35.29,0.00
050US47061,100.00,0.00,0.00
