HEROP_ID,HospMinDis
140US01073003001,1.145427915
140US01073002900,1.340665591
140US01073005907,1.384509846
140US01073014404,1.277464884
140US01073010703,2.256843281
140US01073011209,4.623698164
140US01073013601,5.517163408
140US01073010200,2.53017678
140US01073005701,3.575176794
140US01073003802,2.892652398
140US01073005103,1.202482995
140US01079979800,4.918297828
140US01079979700,9.810288447
140US01083020402,4.241182834
140US01083020700,1.982696335
140US01071950200,24.3527402
140US01089010902,10.16238627
140US01089001902,2.29486585
140US01089002100,1.416333796
140US01089002912,4.73214021
140US01089000302,3.802420265
140US01089000502,1.98145096
140US01089000601,1.728523017
140US01089001000,1.532242126
140US01089001301,1.761848687
140US01089002000,0.649927344
140US01089002911,4.039584454
140US01089011400,14.64556032
140US01089010200,10.90167088
140US01089002801,2.815029843
140US01057020100,6.066758248
140US01057020000,12.77114843
140US01057020200,4.030328731
140US01111000200,9.314136675
140US01111000500,14.1496688
140US01039961800,2.367570589
140US01039961900,3.021693715
140US01039962900,13.25734384
140US01043964500,13.02165564
140US01043964400,9.087968704
140US01039963000,17.49057554
140US01033020802,10.15699992
140US01033020500,2.471797366
140US01035960600,8.832853506
140US01025957902,2.298536901
140US01049961200,5.92129827
140US01003011102,4.284899745
140US01003011300,6.161553627
140US01003010903,7.305487462
140US01003010904,11.58188273
140US01003011000,4.476287802
140US01053970100,4.875996054
140US01047956500,3.411466948
140US01055000300,1.765955674
140US01077010300,2.494162019
140US01077010800,1.76798073
140US01003010200,6.618790703
140US01003010500,0.763596787
140US01059973500,6.020297243
140US01059973100,7.870936338
140US01059973300,5.988101938
140US01049961000,5.724526022
140US01049961400,13.81477449
140US01077010100,0.583888542
140US01077010400,2.898805535
140US01077011000,2.550798471
140US01077011102,4.048871613
140US01077011200,8.070495689
140US01015000400,2.456641861
140US01013953300,9.655595674
140US01013952900,2.234448791
140US01015001202,4.664871625
140US01015000500,1.319949113
140US01015001300,3.000223285
140US01015002400,14.54810091
140US01015002300,15.88555726
140US01013953200,7.968667765
140US01009050400,16.1675745
140US01009050200,5.454085662
140US01117030701,10.41496763
140US01117030704,16.20579846
140US01017954600,0.777797697
140US01017953800,18.48634772
140US01101005700,21.26805587
140US01101005800,19.52261046
140US01101006000,7.715258016
140US01101000200,1.433483915
140US01101000600,0.514246542
140US01101001300,1.673639936
140US01101002300,2.718630397
140US01081041200,4.2724786
140US01081041400,1.044399405
140US01101002400,3.441750792
140US01101005606,3.163559989
140US01101000400,2.115879442
140US01101002600,1.236583182
140US01101001500,0.393226514
140US01101002800,1.545079518
140US01101005301,2.057200561
140US01041963600,6.492047519
140US01045020200,9.80003628
140US01045020500,0.737128716
140US01045020802,2.528118048
140US01031010500,11.65567202
140US01031010900,2.422848605
140US01031010100,15.37135669
140US01061050300,1.118328897
140US01061050500,12.24488617
140US01061050600,10.72938212
140US01087231800,15.04350701
140US01087231900,14.54184379
140US01087231500,13.07129613
140US01037961000,7.524640547
140US01067030500,9.954789141
140US01027958900,8.647653473
140US01123962000,7.722822184
140US01021060101,4.439483227
140US01021060500,17.76963634
140US01021060300,7.244466581
140US01109188900,4.16690827
140US01085781200,14.80041179
140US01109189300,10.46064647
140US01051031300,4.293743623
140US01051030500,9.821331928
140US01051030901,7.096106883
140US01051030200,10.75693263
