HEROP_ID,ZIP,OtpTmDr,OtpTmDr2,OtpCntDr,OtpMinDis
860US01754,01754,19.37098425989099,38.74196851978198,15,10.194094169105862
860US01756,01756,11.645157189190002,23.290314378380003,11,4.793179459510426
860US01757,01757,4.72251987402748,9.44503974805496,13,1.5679150547150165
860US01760,01760,7.284787379730426,14.569574759460853,24,3.0357163251632824
860US01770,01770,8.66,17.32,15,2.85766838131878
860US01772,01772,7.438789760500001,14.877579521000001,25,4.570399995215165
860US01773,01773,10.21222559257,20.42445118514,27,3.6375291349329664
860US01775,01775,17.36973456315,34.7394691263,17,9.627714230090536
860US01776,01776,12.768926665091072,25.537853330182145,17,6.629758120475057
860US01778,01778,8.601133575358865,17.20226715071773,25,4.599247624406129
860US01784,01784,,,,
860US01801,01801,3.8115233915184765,7.623046783036953,34,2.056679020280405
860US01803,01803,8.46812914771,16.93625829542,33,3.7938818836938832
860US01805,01805,,,,
860US01810,01810,5.826753550403246,11.653507100806491,25,3.237545144895473
860US01812,01812,,,,
860US01821,01821,8.956569473926569,17.913138947853138,24,4.387242962359822
860US01822,01822,8.1,16.2,20,3.80010708022666
860US01824,01824,6.558112781359999,13.116225562719999,17,2.3552664726668286
860US01826,01826,8.801351249627299,17.602702499254598,11,4.335121970179349
860US01827,01827,17.75405361264595,35.5081072252919,9,8.428026502661131
860US01830,01830,3.26589704367,6.53179408734,15,1.6864428187043783
860US01831,01831,3.65,7.3,16,2.01362299592754
860US01832,01832,4.893385819133385,9.78677163826677,15,2.3940255499279264
860US01833,01833,2.747436034687436,5.494872069374872,14,1.9993202867814406
860US01834,01834,5.71,11.42,15,1.82638421349152
860US01835,01835,6.4429084224,12.8858168448,16,2.196067745172359
860US01840,01840,1.3354714107545285,2.670942821509057,22,0.5477762800484434
860US01841,01841,2.0795248395,4.159049679,23,0.8377943951432775
860US01842,01842,1.33,2.66,22,0.523591657096449
860US01843,01843,1.958561071518561,3.917122143037122,22,0.8951697467215033
860US01844,01844,5.329321077181358,10.658642154362717,22,2.6132749602698646
