HEROP_ID,GEOID,HospCntDr,HospTmDr,HospTmDr2,HospTmDrP,HospTmDrP2,HospAvTmDr,HospAvTmDr2
050US22119,22119,13,12,6,92.31,46.15,12,6
050US22121,22121,6,6,3,100,50,6,3
050US22123,22123,3,3,1,100,33.33,3,1
050US22125,22125,7,5,2,71.43,28.57,5,2
050US22127,22127,5,5,3,100,60,5,3
050US23001,23001,32,30,24,93.75,75,30,24
050US23003,23003,24,16,12,66.67,50,16,12
050US23005,23005,80,78,54,97.5,67.5,78,54
050US23007,23007,10,6,4,60,40,6,4
050US23009,23009,17,14,6,82.35,35.29,14,6
050US23011,23011,36,35,21,97.22,58.33,35,21
050US23013,23013,12,12,6,100,50,12,6
050US23015,23015,9,8,3,88.89,33.33,8,3
050US23017,23017,19,14,4,73.68,21.05,14,4
050US23019,23019,46,39,22,84.78,47.83,39,22
050US23021,23021,8,3,4,37.5,50,3,4
050US23023,23023,8,8,4,100,50,8,4
050US23025,23025,20,15,8,75,40,15,8
050US23027,23027,8,6,1,75,12.5,6,1
050US23029,23029,14,7,3,50,21.43,7,3
050US23031,23031,58,49,11,84.48,18.97,49,11
050US24001,24001,22,21,13,95.45,59.09,21,13
050US24003,24003,129,129,118,100,91.47,129,118
050US24005,24005,219,219,202,100,92.24,219,202
050US24009,24009,18,18,6,100,33.33,18,6
050US24011,24011,9,8,1,88.89,11.11,8,1
050US24013,24013,37,37,26,100,70.27,37,26
050US24015,24015,21,21,14,100,66.67,21,14
050US24017,24017,35,34,14,97.14,40,34,14
050US24019,24019,9,9,5,100,55.56,9,5
050US24021,24021,65,65,43,100,66.15,65,43
050US24023,24023,9,7,3,77.78,33.33,7,3
050US24025,24025,59,59,52,100,88.14,59,52
050US24027,24027,59,59,56,100,94.92,59,56
050US24029,24029,5,5,3,100,60,5,3
050US24031,24031,232,232,228,100,98.28,232,228
050US24033,24033,214,214,208,100,97.2,214,208
050US24035,24035,12,11,3,91.67,25,11,3
050US24037,24037,22,21,7,95.45,31.82,21,7
050US24039,24039,6,3,0,50,0,3,0
050US24041,24041,10,10,8,100,80,10,8
050US24043,24043,36,36,28,100,77.78,36,28
050US24045,24045,21,21,17,100,80.95,21,17
050US24047,24047,17,14,11,82.35,64.71,14,11
050US24510,24510,199,199,199,100,100,199,199
050US25001,25001,56,49,24,87.5,42.86,49,24
050US25003,25003,40,40,29,100,72.5,40,29
050US25005,25005,130,130,119,100,91.54,130,119
050US25007,25007,4,4,3,100,75,4,3
050US25009,25009,173,173,160,100,92.49,173,160
050US25011,25011,19,19,12,100,63.16,19,12
050US25013,25013,104,104,98,100,94.23,104,98
050US25015,25015,35,35,20,100,57.14,35,20
050US25017,25017,357,357,352,100,98.6,357,352
050US25019,25019,6,6,6,100,100,6,6
050US25021,25021,154,154,144,100,93.51,154,144
050US25023,25023,110,110,70,100,63.64,110,70
050US25025,25025,234,234,234,100,100,234,234
050US25027,25027,191,191,161,100,84.29,191,161
050US26001,26001,5,0,0,0,0,0,0
050US26003,26003,3,1,1,33.33,33.33,1,1
050US26005,26005,30,30,15,100,50,30,15
050US26007,26007,10,10,6,100,60,10,6
050US26009,26009,10,5,0,50,0,5,0
050US26011,26011,6,6,2,100,33.33,6,2
050US26013,26013,2,2,1,100,50,2,1
050US26015,26015,16,16,6,100,37.5,16,6
050US26017,26017,27,27,24,100,88.89,27,24
050US26019,26019,6,5,1,83.33,16.67,5,1
050US26021,26021,53,53,32,100,60.38,53,32
050US26023,26023,13,13,9,100,69.23,13,9
050US26025,26025,40,40,31,100,77.5,40,31
050US26027,26027,15,15,4,100,26.67,15,4
050US26029,26029,13,11,4,84.62,30.77,11,4
050US26031,26031,9,7,1,77.78,11.11,7,1
050US26033,26033,15,9,7,60,46.67,9,7
050US26035,26035,12,10,2,83.33,16.67,10,2
050US26037,26037,23,23,18,100,78.26,23,18
050US26039,26039,5,5,1,100,20,5,1
050US26041,26041,11,10,7,90.91,63.64,10,7
050US26043,26043,7,6,5,85.71,71.43,6,5
050US26045,26045,29,29,23,100,79.31,29,23
050US26047,26047,10,7,3,70,30,7,3
050US26049,26049,134,134,103,100,76.87,134,103
050US26051,26051,10,10,3,100,30,10,3
050US26053,26053,6,4,2,66.67,33.33,4,2
050US26055,26055,23,22,17,95.65,73.91,22,17
050US26057,26057,10,10,6,100,60,10,6
050US26059,26059,13,13,6,100,46.15,13,6
050US26061,26061,10,9,8,90,80,9,8
050US26063,26063,12,12,7,100,58.33,12,7
050US26065,26065,84,84,75,100,89.29,84,75
050US26067,26067,16,16,9,100,56.25,16,9
050US26069,26069,11,8,3,72.73,27.27,8,3
050US26071,26071,5,3,2,60,40,3,2
050US26073,26073,18,17,9,94.44,50,17,9
050US26075,26075,46,46,34,100,73.91,46,34
050US26077,26077,68,68,59,100,86.76,68,59
050US26079,26079,6,6,3,100,50,6,3
050US26081,26081,145,145,126,100,86.9,145,126
050US26083,26083,2,0,0,0,0,0,0
050US26085,26085,4,1,0,25,0,1,0
050US26087,26087,24,23,10,95.83,41.67,23,10
050US26089,26089,9,6,2,66.67,22.22,6,2
050US26091,26091,25,25,9,100,36,25,9
050US26093,26093,60,60,39,100,65,60,39
050US26095,26095,3,2,1,66.67,33.33,2,1
050US26097,26097,5,1,1,20,20,1,1
050US26099,26099,243,243,236,100,97.12,243,236
050US26101,26101,9,9,5,100,55.56,9,5
050US26103,26103,26,22,18,84.62,69.23,22,18
050US26105,26105,8,7,5,87.5,62.5,7,5
050US26107,26107,13,10,6,76.92,46.15,10,6
050US26109,26109,7,4,3,57.14,42.86,4,3
050US26111,26111,21,21,15,100,71.43,21,15
050US26113,26113,5,3,1,60,20,3,1
050US26115,26115,40,40,35,100,87.5,40,35
050US26117,26117,14,11,5,78.57,35.71,11,5
050US26119,26119,5,0,0,0,0,0,0
050US26121,26121,45,45,35,100,77.78,45,35
050US26123,26123,11,9,3,81.82,27.27,9,3
050US26125,26125,350,350,321,100,91.71,350,321
050US26127,26127,7,6,1,85.71,14.29,6,1
050US26129,26129,8,8,2,100,25,8,2
050US26131,26131,3,0,0,0,0,0,0
050US26133,26133,7,5,3,71.43,42.86,5,3
050US26135,26135,5,0,0,0,0,0,0
050US26137,26137,6,6,3,100,50,6,3
050US26139,26139,64,64,52,100,81.25,64,52
050US26141,26141,6,1,0,16.67,0,1,0
050US26143,26143,13,6,0,46.15,0,6,0
050US26145,26145,61,59,47,96.72,77.05,59,47
050US26147,26147,50,25,15,50,30,25,15
050US26149,26149,18,18,9,100,50,18,9
050US26151,26151,12,10,3,83.33,25,10,3
050US26153,26153,3,1,1,33.33,33.33,1,1
050US26155,26155,18,17,9,94.44,50,17,9
050US26157,26157,13,13,4,100,30.77,13,4
050US26159,26159,22,22,11,100,50,22,11
050US26161,26161,107,107,105,100,98.13,107,105
050US26163,26163,625,625,623,100,99.68,625,623
050US26165,26165,8,7,5,87.5,62.5,7,5
050US27001,27001,8,4,2,50,25,4,2
050US27003,27003,90,90,79,100,87.78,90,79
050US27005,27005,10,9,6,90,60,9,6
050US27007,27007,14,11,11,78.57,78.57,11,11
050US27009,27009,10,9,6,90,60,9,6
050US27011,27011,3,3,2,100,66.67,3,2
050US27013,27013,16,15,12,93.75,75,15,12
050US27015,27015,8,8,2,100,25,8,2
050US27017,27017,9,9,6,100,66.67,9,6
050US27019,27019,25,25,18,100,72,25,18
050US27021,27021,11,3,2,27.27,18.18,3,2
050US27023,27023,5,5,2,100,40,5,2
050US27025,27025,13,13,4,100,30.77,13,4
050US27027,27027,16,14,11,87.5,68.75,14,11
050US27029,27029,3,3,1,100,33.33,3,1
050US27031,27031,3,1,1,33.33,33.33,1,1
050US27033,27033,4,4,2,100,50,4,2
050US27035,27035,21,18,10,85.71,47.62,18,10
050US27037,27037,106,106,92,100,86.79,106,92
050US27039,27039,5,5,0,100,0,5,0
050US27041,27041,11,10,6,90.91,54.55,10,6
050US27043,27043,6,4,2,66.67,33.33,4,2
050US27045,27045,6,2,0,33.33,0,2,0
050US27047,27047,10,10,6,100,60,10,6
050US27049,27049,11,11,8,100,72.73,11,8
050US27051,27051,2,2,1,100,50,2,1
050US27053,27053,329,329,317,100,96.35,329,317
050US27055,27055,5,2,1,40,20,2,1
050US27057,27057,7,5,2,71.43,28.57,5,2
050US27059,27059,9,9,6,100,66.67,9,6
050US27061,27061,21,17,13,80.95,61.9,17,13
050US27063,27063,4,4,3,100,75,4,3
050US27065,27065,4,4,3,100,75,4,3
050US27067,27067,12,12,8,100,66.67,12,8
050US27069,27069,2,1,1,50,50,1,1
050US27071,27071,5,3,3,60,60,3,3
050US27073,27073,3,3,2,100,66.67,3,2
050US27075,27075,4,2,1,50,25,2,1
050US27077,27077,3,1,1,33.33,33.33,1,1
050US27079,27079,7,7,2,100,28.57,7,2
050US27081,27081,2,2,2,100,100,2,2
050US27083,27083,7,7,5,100,71.43,7,5
050US27085,27085,9,9,8,100,88.89,9,8
050US27087,27087,2,0,0,0,0,0,0
050US27089,27089,4,2,1,50,25,2,1
050US27091,27091,7,7,4,100,57.14,7,4
050US27093,27093,6,6,5,100,83.33,6,5
050US27095,27095,7,7,3,100,42.86,7,3
050US27097,27097,8,5,4,62.5,50,5,4
050US27099,27099,11,9,0,81.82,0,9,0
050US27101,27101,3,3,1,100,33.33,3,1
050US27103,27103,7,7,6,100,85.71,7,6
050US27105,27105,6,6,4,100,66.67,6,4
050US27107,27107,3,3,1,100,33.33,3,1
050US27109,27109,35,35,33,100,94.29,35,33
050US27111,27111,17,13,7,76.47,41.18,13,7
050US27113,27113,5,4,4,80,80,4,4
050US27115,27115,9,7,1,77.78,11.11,7,1
050US27117,27117,5,5,4,100,80,5,4
050US27119,27119,10,10,6,100,60,10,6
050US27121,27121,4,4,2,100,50,4,2
050US27123,27123,143,142,143,99.3,100,142,143
050US27125,27125,2,2,0,100,0,2,0
050US27127,27127,6,6,2,100,33.33,6,2
050US27129,27129,6,6,3,100,50,6,3
050US27131,27131,16,16,12,100,75,16,12
050US27133,27133,3,3,3,100,100,3,3
050US27135,27135,5,2,1,40,20,2,1
050US27137,27137,74,67,56,90.54,75.68,67,56
050US27139,27139,32,32,29,100,90.62,32,29
050US27141,27141,19,19,7,100,36.84,19,7
050US27143,27143,4,3,1,75,25,3,1
050US27145,27145,37,36,24,97.3,64.86,36,24
050US27147,27147,8,8,6,100,75,8,6
050US27149,27149,3,3,2,100,66.67,3,2
050US27151,27151,4,4,3,100,75,4,3
050US27153,27153,8,8,4,100,50,8,4
050US27155,27155,2,1,1,50,50,1,1
050US27157,27157,6,5,1,83.33,16.67,5,1
050US27159,27159,3,2,0,66.67,0,2,0
050US27161,27161,5,5,3,100,60,5,3
050US27163,27163,59,59,55,100,93.22,59,55
050US27165,27165,3,3,3,100,100,3,3
050US27167,27167,2,2,1,100,50,2,1
050US27169,27169,13,8,5,61.54,38.46,8,5
050US27171,27171,27,27,16,100,59.26,27,16
050US27173,27173,4,4,2,100,50,4,2
050US28001,28001,10,10,6,100,60,10,6
050US28003,28003,10,10,7,100,70,10,7
050US28005,28005,4,2,0,50,0,2,0
050US28007,28007,6,6,3,100,50,6,3
050US28009,28009,3,1,0,33.33,0,1,0
050US28011,28011,9,8,6,88.89,66.67,8,6
050US28013,28013,5,3,2,60,40,3,2
050US28015,28015,3,3,0,100,0,3,0
050US28017,28017,5,5,2,100,40,5,2
050US28019,28019,3,3,2,100,66.67,3,2
050US28021,28021,3,3,3,100,100,3,3
050US28023,28023,5,5,1,100,20,5,1
050US28025,28025,5,5,1,100,20,5,1
050US28027,28027,7,7,5,100,71.43,7,5
050US28029,28029,8,6,1,75,12.5,6,1
050US28031,28031,5,5,5,100,100,5,5
050US28033,28033,41,41,36,100,87.8,41,36
050US28035,28035,21,21,16,100,76.19,21,16
050US28037,28037,3,3,2,100,66.67,3,2
050US28039,28039,6,5,2,83.33,33.33,5,2
050US28041,28041,4,2,0,50,0,2,0
050US28043,28043,7,7,4,100,57.14,7,4
050US28045,28045,17,16,9,94.12,52.94,16,9
050US28047,28047,81,81,72,100,88.89,81,72
050US28049,28049,67,65,60,97.01,89.55,65,60
050US28051,28051,6,4,1,66.67,16.67,4,1
050US28053,28053,3,3,0,100,0,3,0
050US28055,28055,1,1,0,100,0,1,0
050US28057,28057,6,3,0,50,0,3,0
050US28059,28059,42,40,24,95.24,57.14,40,24
050US28061,28061,7,7,2,100,28.57,7,2
050US28063,28063,4,1,0,25,0,1,0
050US28065,28065,4,4,1,100,25,4,1
050US28067,28067,20,20,12,100,60,20,12
050US28069,28069,2,2,1,100,50,2,1
050US28071,28071,15,15,10,100,66.67,15,10
050US28073,28073,17,17,14,100,82.35,17,14
050US28075,28075,25,25,15,100,60,25,15
050US28077,28077,3,3,2,100,66.67,3,2
050US28079,28079,6,6,2,100,33.33,6,2
050US28081,28081,23,23,15,100,65.22,23,15
050US28083,28083,8,8,5,100,62.5,8,5
050US28085,28085,10,10,5,100,50,10,5
050US28087,28087,18,18,10,100,55.56,18,10
050US28089,28089,26,25,20,96.15,76.92,25,20
050US28091,28091,6,6,3,100,50,6,3
050US28093,28093,10,7,2,70,20,7,2
050US28095,28095,11,10,5,90.91,45.45,10,5
050US28097,28097,4,4,2,100,50,4,2
050US28099,28099,8,8,6,100,75,8,6
050US28101,28101,6,5,1,83.33,16.67,5,1
050US28103,28103,3,3,2,100,66.67,3,2
050US28105,28105,13,10,9,76.92,69.23,10,9
050US28107,28107,11,9,0,81.82,0,9,0
050US28109,28109,16,16,12,100,75,16,12
050US28111,28111,3,1,0,33.33,0,1,0
050US28113,28113,11,11,5,100,45.45,11,5
050US28115,28115,6,6,4,100,66.67,6,4
050US28117,28117,8,8,5,100,62.5,8,5
050US28119,28119,3,3,3,100,100,3,3
050US28121,28121,37,37,27,100,72.97,37,27
050US28123,28123,8,8,6,100,75,8,6
050US28125,28125,2,2,2,100,100,2,2
050US28127,28127,9,8,6,88.89,66.67,8,6
050US28129,28129,5,4,0,80,0,4,0
050US28131,28131,5,3,0,60,0,3,0
050US28133,28133,7,6,5,85.71,71.43,6,5
050US28135,28135,4,2,2,50,50,2,2
050US28137,28137,6,6,4,100,66.67,6,4
050US28139,28139,6,6,5,100,83.33,6,5
050US28141,28141,7,6,4,85.71,57.14,6,4
050US28143,28143,4,0,0,0,0,0,0
050US28145,28145,6,6,3,100,50,6,3
050US28147,28147,5,5,3,100,60,5,3
050US28149,28149,13,12,8,92.31,61.54,12,8
050US28151,28151,19,19,15,100,78.95,19,15
050US28153,28153,7,7,1,100,14.29,7,1
050US28155,28155,3,2,1,66.67,33.33,2,1
050US28157,28157,3,2,1,66.67,33.33,2,1
050US28159,28159,5,5,3,100,60,5,3
050US28161,28161,4,4,2,100,50,4,2
050US28163,28163,7,6,3,85.71,42.86,6,3
050US29001,29001,8,8,7,100,87.5,8,7
050US29003,29003,5,5,2,100,40,5,2
050US29005,29005,2,2,1,100,50,2,1
050US29007,29007,7,1,0,14.29,0,1,0
050US29009,29009,10,10,5,100,50,10,5
050US29011,29011,3,3,3,100,100,3,3
050US29013,29013,4,4,3,100,75,4,3
050US29015,29015,8,3,0,37.5,0,3,0
050US29017,29017,3,1,0,33.33,0,1,0
050US29019,29019,40,40,35,100,87.5,40,35
050US29021,29021,26,26,23,100,88.46,26,23
050US29023,29023,12,12,8,100,66.67,12,8
050US29025,29025,3,2,0,66.67,0,2,0
050US29027,29027,11,11,5,100,45.45,11,5
050US29029,29029,19,16,7,84.21,36.84,16,7
050US29031,29031,19,19,13,100,68.42,19,13
050US29033,29033,3,3,1,100,33.33,3,1
050US29035,29035,2,1,0,50,0,1,0
050US29037,29037,24,24,18,100,75,24,18
050US29039,29039,4,3,1,75,25,3,1
050US29041,29041,3,2,0,66.67,0,2,0
050US29043,29043,19,17,11,89.47,57.89,17,11
050US29045,29045,3,1,0,33.33,0,1,0
050US29047,29047,55,55,52,100,94.55,55,52
050US29049,29049,5,5,1,100,20,5,1
050US29051,29051,18,18,12,100,66.67,18,12
050US29053,29053,5,3,0,60,0,3,0
050US29055,29055,8,5,1,62.5,12.5,5,1
050US29057,29057,2,0,0,0,0,0,0
050US29059,29059,4,2,0,50,0,2,0
050US29061,29061,2,0,0,0,0,0,0
050US29063,29063,3,2,0,66.67,0,2,0
050US29065,29065,4,0,0,0,0,0,0
050US29067,29067,3,0,0,0,0,0,0
050US29069,29069,10,9,0,90,0,9,0
050US29071,29071,28,25,9,89.29,32.14,25,9
050US29073,29073,5,3,2,60,40,3,2
050US29075,29075,2,2,1,100,50,2,1
050US29077,29077,78,78,74,100,94.87,78,74
050US29079,29079,4,4,3,100,75,4,3
050US29081,29081,3,2,1,66.67,33.33,2,1
050US29083,29083,6,6,4,100,66.67,6,4
050US29085,29085,4,0,0,0,0,0,0
050US29087,29087,3,2,0,66.67,0,2,0
050US29089,29089,3,0,0,0,0,0,0
050US29091,29091,10,10,5,100,50,10,5
050US29093,29093,4,2,2,50,50,2,2
050US29095,29095,227,227,225,100,99.12,227,225
050US29097,29097,29,29,24,100,82.76,29,24
050US29099,29099,49,49,29,100,59.18,49,29
050US29101,29101,14,10,8,71.43,57.14,10,8
050US29103,29103,2,0,0,0,0,0,0
050US29105,29105,9,9,5,100,55.56,9,5
050US29107,29107,8,8,2,100,25,8,2
050US29109,29109,10,10,4,100,40,10,4
050US29111,29111,4,3,0,75,0,3,0
050US29113,29113,13,13,6,100,46.15,13,6
050US29115,29115,5,5,3,100,60,5,3
050US29117,29117,5,5,5,100,100,5,5
050US29119,29119,6,5,0,83.33,0,5,0
050US29121,29121,5,5,3,100,60,5,3
050US29123,29123,4,4,3,100,75,4,3
050US29125,29125,3,0,0,0,0,0,0
050US29127,29127,8,8,5,100,62.5,8,5
050US29129,29129,2,0,0,0,0,0,0
050US29131,29131,9,4,1,44.44,11.11,4,1
050US29133,29133,4,3,0,75,0,3,0
050US29135,29135,4,3,0,75,0,3,0
050US29137,29137,3,1,0,33.33,0,1,0
050US29139,29139,4,1,0,25,0,1,0
050US29141,29141,8,1,0,12.5,0,1,0
050US29143,29143,6,5,1,83.33,16.67,5,1
050US29145,29145,13,13,10,100,76.92,13,10
050US29147,29147,6,6,5,100,83.33,6,5
050US29149,29149,3,1,1,33.33,33.33,1,1
050US29151,29151,4,1,0,25,0,1,0
050US29153,29153,3,0,0,0,0,0,0
050US29155,29155,6,6,4,100,66.67,6,4
050US29157,29157,5,5,4,100,80,5,4
050US29159,29159,11,10,8,90.91,72.73,10,8
050US29161,29161,12,12,10,100,83.33,12,10
050US29163,29163,5,5,3,100,60,5,3
050US29165,29165,27,27,24,100,88.89,27,24
050US29167,29167,8,6,1,75,12.5,6,1
050US29169,29169,13,13,8,100,61.54,13,8
050US29171,29171,2,2,2,100,100,2,2
050US29173,29173,3,2,0,66.67,0,2,0
050US29175,29175,6,6,5,100,83.33,6,5
050US29177,29177,6,6,4,100,66.67,6,4
050US29179,29179,2,0,0,0,0,0,0
050US29181,29181,4,0,0,0,0,0,0
050US29183,29183,85,85,83,100,97.65,85,83
050US29185,29185,3,3,1,100,33.33,3,1
050US29186,29186,5,4,2,80,40,4,2
050US29187,29187,19,19,10,100,52.63,19,10
050US29189,29189,236,236,226,100,95.76,236,226
050US29195,29195,8,8,4,100,50,8,4
050US29197,29197,2,2,0,100,0,2,0
050US29199,29199,2,2,2,100,100,2,2
050US29201,29201,11,11,7,100,63.64,11,7
050US29203,29203,2,1,1,50,50,1,1
050US29205,29205,3,2,0,66.67,0,2,0
050US29207,29207,8,8,4,100,50,8,4
050US29209,29209,12,10,0,83.33,0,10,0
050US29211,29211,3,3,2,100,66.67,3,2
050US29213,29213,18,17,14,94.44,77.78,17,14
050US29215,29215,8,6,1,75,12.5,6,1
050US29217,29217,6,6,6,100,100,6,6
050US29219,29219,9,9,1,100,11.11,9,1
050US29221,29221,6,3,2,50,33.33,3,2
050US29223,29223,4,0,0,0,0,0,0
050US29225,29225,8,5,0,62.5,0,5,0
050US29227,29227,1,0,0,0,0,0,0
050US29229,29229,4,0,0,0,0,0,0
050US29510,29510,104,104,104,100,100,104,104
050US30001,30001,3,2,2,66.67,66.67,2,2
050US30003,30003,5,2,2,40,40,2,2
050US30005,30005,4,2,1,50,25,2,1
050US30007,30007,2,2,2,100,100,2,2
050US30009,30009,5,2,1,40,20,2,1
050US30011,30011,1,1,1,100,100,1,1
050US30013,30013,25,22,20,88,80,22,20
050US30015,30015,2,2,2,100,100,2,2
050US30017,30017,6,5,5,83.33,83.33,5,5
050US30019,30019,1,1,1,100,100,1,1
050US30021,30021,3,2,2,66.67,66.67,2,2
050US30023,30023,3,3,2,100,66.67,3,2
050US30025,30025,1,1,1,100,100,1,1
050US30027,30027,3,2,2,66.67,66.67,2,2
050US30029,30029,32,29,15,90.62,46.88,29,15
050US30031,30031,26,23,19,88.46,73.08,23,19
050US30033,30033,1,1,1,100,100,1,1
050US30035,30035,4,3,2,75,50,3,2
050US30037,30037,1,0,0,0,0,0,0
050US30039,30039,2,1,1,50,50,1,1
050US30041,30041,6,3,3,50,50,3,3
050US30043,30043,3,2,0,66.67,0,2,0
050US30045,30045,1,0,0,0,0,0,0
050US30047,30047,10,6,4,60,40,6,4
050US30049,30049,17,15,13,88.24,76.47,15,13
050US30051,30051,1,1,1,100,100,1,1
050US30053,30053,6,1,3,16.67,50,1,3
050US30055,30055,1,1,1,100,100,1,1
050US30057,30057,4,2,2,50,50,2,2
050US30059,30059,1,1,1,100,100,1,1
050US30061,30061,2,1,1,50,50,1,1
050US30063,30063,29,22,20,75.86,68.97,22,20
050US30065,30065,2,2,2,100,100,2,2
050US30067,30067,6,3,1,50,16.67,3,1
050US30069,30069,1,0,0,0,0,0,0
050US30071,30071,1,1,1,100,100,1,1
050US30073,30073,2,1,1,50,50,1,1
050US30075,30075,1,0,1,0,100,0,1
050US30077,30077,2,1,1,50,50,1,1
050US30079,30079,1,1,1,100,100,1,1
050US30081,30081,13,7,2,53.85,15.38,7,2
050US30083,30083,5,3,3,60,60,3,3
050US30085,30085,3,3,3,100,100,3,3
050US30087,30087,4,1,1,25,25,1,1
050US30089,30089,4,1,1,25,25,1,1
050US30091,30091,2,1,1,50,50,1,1
050US30093,30093,9,9,9,100,100,9,9
050US30095,30095,3,1,1,33.33,33.33,1,1
050US30097,30097,1,1,1,100,100,1,1
050US30099,30099,3,1,1,33.33,33.33,1,1
050US30101,30101,3,2,1,66.67,33.33,2,1
050US30103,30103,1,0,0,0,0,0,0
050US30105,30105,3,2,1,66.67,33.33,2,1
050US30107,30107,1,1,1,100,100,1,1
050US30109,30109,1,0,0,0,0,0,0
050US30111,30111,36,35,28,97.22,77.78,35,28
050US31001,31001,9,9,8,100,88.89,9,8
050US31003,31003,3,3,2,100,66.67,3,2
050US31005,31005,1,0,0,0,0,0,0
050US31007,31007,1,1,0,100,0,1,0
050US31009,31009,1,0,0,0,0,0,0
050US31011,31011,2,2,2,100,100,2,2
050US31013,31013,3,3,2,100,66.67,3,2
050US31015,31015,1,1,1,100,100,1,1
050US31017,31017,1,1,1,100,100,1,1
050US31019,31019,11,11,9,100,81.82,11,9
050US31021,31021,3,3,0,100,0,3,0
050US31023,31023,3,3,3,100,100,3,3
050US31025,31025,6,6,1,100,16.67,6,1
050US31027,31027,2,2,0,100,0,2,0
050US31029,31029,1,1,1,100,100,1,1
050US31031,31031,2,1,2,50,100,1,2
050US31033,31033,3,3,3,100,100,3,3
050US31035,31035,2,2,0,100,0,2,0
050US31037,31037,3,3,2,100,66.67,3,2
050US31039,31039,3,3,1,100,33.33,3,1
050US31041,31041,4,3,2,75,50,3,2
050US31043,31043,5,5,5,100,100,5,5
050US31045,31045,2,2,1,100,50,2,1
050US31047,31047,7,7,6,100,85.71,7,6
050US31049,31049,1,1,0,100,0,1,0
050US31051,31051,2,2,0,100,0,2,0
050US31053,31053,9,9,7,100,77.78,9,7
050US31055,31055,163,163,163,100,100,163,163
050US31057,31057,1,1,1,100,100,1,1
050US31059,31059,2,2,2,100,100,2,2
050US31061,31061,2,2,2,100,100,2,2
050US31063,31063,1,0,0,0,0,0,0
050US31065,31065,1,1,1,100,100,1,1
050US31067,31067,7,7,5,100,71.43,7,5
050US31069,31069,1,1,1,100,100,1,1
050US31071,31071,1,0,0,0,0,0,0
050US31073,31073,1,1,0,100,0,1,0
050US31075,31075,1,0,0,0,0,0,0
050US31077,31077,1,0,0,0,0,0,0
050US31079,31079,14,14,13,100,92.86,14,13
050US31081,31081,3,3,3,100,100,3,3
050US31083,31083,1,1,1,100,100,1,1
050US31085,31085,1,0,0,0,0,0,0
050US31087,31087,1,1,0,100,0,1,0
050US31089,31089,4,4,2,100,50,4,2
050US31091,31091,1,0,1,0,100,0,1
050US31093,31093,2,2,2,100,100,2,2
050US31095,31095,3,3,3,100,100,3,3
050US31097,31097,2,2,1,100,50,2,1
050US31099,31099,2,2,2,100,100,2,2
050US31101,31101,3,3,3,100,100,3,3
050US31103,31103,1,0,0,0,0,0,0
050US31105,31105,1,1,1,100,100,1,1
050US31107,31107,3,3,1,100,33.33,3,1
050US31109,31109,81,81,79,100,97.53,81,79
050US31111,31111,8,7,5,87.5,62.5,7,5
050US31113,31113,1,0,0,0,0,0,0
050US31115,31115,1,0,0,0,0,0,0
050US31117,31117,1,0,0,0,0,0,0
050US31119,31119,9,8,7,88.89,77.78,8,7
050US31121,31121,3,3,3,100,100,3,3
050US31123,31123,1,1,1,100,100,1,1
050US31125,31125,1,1,1,100,100,1,1
050US31127,31127,2,2,2,100,100,2,2
050US31129,31129,2,2,2,100,100,2,2
050US31131,31131,5,5,4,100,80,5,4
050US31133,31133,1,1,1,100,100,1,1
050US31135,31135,1,1,1,100,100,1,1
050US31137,31137,3,3,3,100,100,3,3
050US31139,31139,2,2,2,100,100,2,2
050US31141,31141,8,8,7,100,87.5,8,7
050US31143,31143,2,2,2,100,100,2,2
050US31145,31145,3,3,3,100,100,3,3
050US31147,31147,3,2,0,66.67,0,2,0
050US31149,31149,1,1,1,100,100,1,1
050US31151,31151,5,5,4,100,80,5,4
050US31153,31153,47,47,45,100,95.74,47,45
050US31155,31155,5,5,4,100,80,5,4
050US31157,31157,11,11,8,100,72.73,11,8
050US31159,31159,4,4,3,100,75,4,3
050US31161,31161,2,1,1,50,50,1,1
050US31163,31163,1,1,0,100,0,1,0
050US31165,31165,1,0,0,0,0,0,0
050US31167,31167,2,1,0,50,0,1,0
050US31169,31169,2,2,1,100,50,2,1
050US31171,31171,1,0,0,0,0,0,0
050US31173,31173,2,2,2,100,100,2,2
050US31175,31175,2,2,2,100,100,2,2
050US31177,31177,5,5,5,100,100,5,5
050US31179,31179,2,2,2,100,100,2,2
050US31181,31181,2,2,1,100,50,2,1
050US31183,31183,1,0,0,0,0,0,0
050US31185,31185,4,4,4,100,100,4,4
050US32001,32001,7,5,3,71.43,42.86,5,3
050US32003,32003,535,527,524,98.5,97.94,527,524
050US32005,32005,17,16,10,94.12,58.82,16,10
050US32007,32007,15,1,4,6.67,26.67,1,4
050US32009,32009,1,0,1,0,100,0,1
050US32011,32011,1,0,1,0,100,0,1
050US32013,32013,5,3,3,60,60,3,3
050US32015,32015,2,1,1,50,50,1,1
050US32017,32017,2,1,2,50,100,1,2
050US32019,32019,18,10,1,55.56,5.56,10,1
050US32021,32021,2,2,2,100,100,2,2
050US32023,32023,15,11,11,73.33,73.33,11,11
050US32027,32027,1,1,1,100,100,1,1
050US32029,32029,1,1,0,100,0,1,0
050US32031,32031,139,136,129,97.84,92.81,136,129
050US32033,32033,3,1,1,33.33,33.33,1,1
050US32510,32510,15,15,13,100,86.67,15,13
050US33001,33001,18,18,10,100,55.56,18,10
050US33003,33003,19,18,5,94.74,26.32,18,5
050US33005,33005,18,18,11,100,61.11,18,11
