HEROP_ID,GEOID,HospCntDr,HospTmDr,HospTmDr2,HospTmDrP,HospTmDrP2,HospAvTmDr,HospAvTmDr2
050US45071,45071,10,10,7,100,70,10,7
050US45073,45073,20,19,11,95,55,19,11
050US45075,45075,39,6,0,15.38,0,6,0
050US45077,45077,37,37,25,100,67.57,37,25
050US45079,45079,98,98,88,100,89.8,98,88
050US45081,45081,6,1,0,16.67,0,1,0
050US45083,45083,87,87,68,100,78.16,87,68
050US45085,45085,26,26,18,100,69.23,26,18
050US45087,45087,10,10,7,100,70,10,7
050US45089,45089,12,1,0,8.33,0,1,0
050US45091,45091,55,54,39,98.18,70.91,54,39
050US46003,46003,1,1,0,100,0,1,0
050US46005,46005,6,6,4,100,66.67,6,4
050US46007,46007,2,1,1,50,50,1,1
050US46009,46009,2,2,1,100,50,2,1
050US46011,46011,7,7,5,100,71.43,7,5
050US46013,46013,8,7,6,87.5,75,7,6
050US46015,46015,2,2,1,100,50,2,1
050US46017,46017,1,0,0,0,0,0,0
050US46019,46019,3,2,0,66.67,0,2,0
050US46021,46021,1,0,0,0,0,0,0
050US46023,46023,3,2,2,66.67,66.67,2,2
050US46025,46025,1,0,0,0,0,0,0
050US46027,46027,3,3,2,100,66.67,3,2
050US46029,46029,8,8,6,100,75,8,6
050US46031,46031,2,1,0,50,0,1,0
050US46033,46033,2,2,1,100,50,2,1
050US46035,46035,5,5,4,100,80,5,4
050US46037,46037,3,3,2,100,66.67,3,2
050US46039,46039,2,2,2,100,100,2,2
050US46041,46041,2,0,0,0,0,0,0
050US46043,46043,1,1,1,100,100,1,1
050US46045,46045,2,1,1,50,50,1,1
050US46047,46047,2,1,1,50,50,1,1
050US46049,46049,1,1,1,100,100,1,1
050US46051,46051,2,2,1,100,50,2,1
050US46053,46053,2,2,2,100,100,2,2
050US46055,46055,1,1,1,100,100,1,1
050US46057,46057,2,1,0,50,0,1,0
050US46059,46059,2,2,2,100,100,2,2
050US46061,46061,1,1,1,100,100,1,1
050US46063,46063,1,0,0,0,0,0,0
050US46065,46065,4,3,3,75,75,3,3
050US46067,46067,3,3,2,100,66.67,3,2
050US46069,46069,1,0,0,0,0,0,0
050US46071,46071,2,0,0,0,0,0,0
050US46073,46073,1,1,1,100,100,1,1
050US46075,46075,1,0,0,0,0,0,0
050US46077,46077,2,2,1,100,50,2,1
050US46079,46079,4,4,4,100,100,4,4
050US46081,46081,8,8,7,100,87.5,8,7
050US46083,46083,13,13,12,100,92.31,13,12
050US46085,46085,2,0,0,0,0,0,0
050US46087,46087,2,0,0,0,0,0,0
050US46089,46089,1,1,1,100,100,1,1
050US46091,46091,1,1,1,100,100,1,1
050US46093,46093,7,6,3,85.71,42.86,6,3
050US46095,46095,1,0,0,0,0,0,0
050US46097,46097,1,0,0,0,0,0,0
050US46099,46099,47,47,43,100,91.49,47,43
050US46101,46101,2,2,2,100,100,2,2
050US46102,46102,3,1,1,33.33,33.33,1,1
050US46103,46103,25,23,22,92,88,23,22
050US46105,46105,1,0,0,0,0,0,0
050US46107,46107,1,1,1,100,100,1,1
050US46109,46109,4,4,1,100,25,4,1
050US46111,46111,1,0,0,0,0,0,0
050US46115,46115,3,2,2,66.67,66.67,2,2
050US46117,46117,1,0,0,0,0,0,0
050US46119,46119,1,0,0,0,0,0,0
050US46121,46121,2,1,1,50,50,1,1
050US46123,46123,2,2,2,100,100,2,2
050US46125,46125,2,2,1,100,50,2,1
050US46127,46127,4,3,2,75,50,3,2
050US46129,46129,2,1,1,50,50,1,1
050US46135,46135,5,5,5,100,100,5,5
050US46137,46137,1,1,1,100,100,1,1
050US47001,47001,20,19,13,95,65,19,13
050US47003,47003,10,4,2,40,20,4,2
050US47005,47005,5,5,3,100,60,5,3
050US47007,47007,4,4,1,100,25,4,1
050US47009,47009,31,29,22,93.55,70.97,29,22
050US47011,47011,25,25,21,100,84,25,21
050US47013,47013,13,12,8,92.31,61.54,12,8
050US47015,47015,4,4,1,100,25,4,1
050US47017,47017,9,9,3,100,33.33,9,3
050US47019,47019,18,17,13,94.44,72.22,17,13
050US47021,47021,9,7,0,77.78,0,7,0
050US47023,47023,5,2,0,40,0,2,0
050US47025,47025,9,9,2,100,22.22,9,2
050US47027,47027,2,2,0,100,0,2,0
050US47029,47029,9,9,5,100,55.56,9,5
050US47031,47031,17,17,11,100,64.71,17,11
050US47033,47033,5,5,0,100,0,5,0
050US47035,47035,17,17,8,100,47.06,17,8
050US47037,47037,174,174,168,100,96.55,174,168
050US47039,47039,5,4,0,80,0,4,0
050US47041,47041,5,5,5,100,100,5,5
050US47043,47043,11,11,7,100,63.64,11,7
050US47045,47045,10,10,9,100,90,10,9
050US47047,47047,11,9,1,81.82,9.09,9,1
050US47049,47049,5,1,0,20,0,1,0
050US47051,47051,10,10,7,100,70,10,7
050US47053,47053,17,16,6,94.12,35.29,16,6
050US47055,47055,9,9,1,100,11.11,9,1
050US47057,47057,6,4,0,66.67,0,4,0
050US47059,47059,17,17,8,100,47.06,17,8
050US47061,47061,4,1,0,25,0,1,0
050US47063,47063,12,12,12,100,100,12,12
050US47065,47065,87,87,61,100,70.11,87,61
050US47067,47067,2,2,1,100,50,2,1
050US47069,47069,6,6,2,100,33.33,6,2
050US47071,47071,8,7,3,87.5,37.5,7,3
050US47073,47073,13,13,8,100,61.54,13,8
050US47075,47075,6,6,5,100,83.33,6,5
050US47077,47077,7,7,4,100,57.14,7,4
050US47079,47079,12,12,8,100,66.67,12,8
050US47081,47081,7,5,1,71.43,14.29,5,1
050US47083,47083,3,3,1,100,33.33,3,1
050US47085,47085,5,5,2,100,40,5,2
050US47087,47087,4,3,0,75,0,3,0
050US47089,47089,12,12,6,100,50,12,6
050US47091,47091,5,5,2,100,40,5,2
050US47093,47093,121,121,113,100,93.39,121,113
050US47095,47095,2,0,0,0,0,0,0
050US47097,47097,9,9,6,100,66.67,9,6
050US47099,47099,11,10,4,90.91,36.36,10,4
050US47101,47101,2,0,0,0,0,0,0
050US47103,47103,9,8,3,88.89,33.33,8,3
050US47105,47105,14,14,9,100,64.29,14,9
050US47107,47107,14,14,7,100,50,14,7
050US47109,47109,8,5,0,62.5,0,5,0
050US47111,47111,5,5,3,100,60,5,3
050US47113,47113,28,28,25,100,89.29,28,25
050US47115,47115,7,1,0,14.29,0,1,0
050US47117,47117,6,5,3,83.33,50,5,3
050US47119,47119,21,21,12,100,57.14,21,12
050US47121,47121,3,3,0,100,0,3,0
050US47123,47123,12,8,3,66.67,25,8,3
050US47125,47125,46,45,39,97.83,84.78,45,39
050US47127,47127,2,2,0,100,0,2,0
050US47129,47129,5,3,0,60,0,3,0
050US47131,47131,10,9,6,90,60,9,6
050US47133,47133,8,7,4,87.5,50,7,4
050US47135,47135,3,0,0,0,0,0,0
050US47137,47137,2,1,0,50,0,1,0
050US47139,47139,6,2,0,33.33,0,2,0
050US47141,47141,18,18,15,100,83.33,18,15
050US47143,47143,6,6,5,100,83.33,6,5
050US47145,47145,16,16,11,100,68.75,16,11
050US47147,47147,15,15,8,100,53.33,15,8
050US47149,47149,64,64,55,100,85.94,64,55
050US47151,47151,6,4,1,66.67,16.67,4,1
050US47153,47153,4,0,0,0,0,0,0
050US47155,47155,27,27,14,100,51.85,27,14
050US47157,47157,249,249,239,100,95.98,249,239
050US47159,47159,5,5,3,100,60,5,3
050US47161,47161,6,2,0,33.33,0,2,0
050US47163,47163,40,40,37,100,92.5,40,37
050US47165,47165,43,43,23,100,53.49,43,23
050US47167,47167,13,12,5,92.31,38.46,12,5
050US47169,47169,2,2,2,100,100,2,2
050US47171,47171,4,4,3,100,75,4,3
050US47173,47173,5,3,0,60,0,3,0
050US47175,47175,2,2,0,100,0,2,0
050US47177,47177,10,10,8,100,80,10,8
050US47179,47179,32,32,26,100,81.25,32,26
050US47181,47181,4,2,1,50,25,2,1
050US47183,47183,11,11,6,100,54.55,11,6
050US47185,47185,6,6,3,100,50,6,3
050US47187,47187,46,44,33,95.65,71.74,44,33
050US47189,47189,28,25,14,89.29,50,25,14
050US48001,48001,12,10,5,83.33,41.67,10,5
050US48003,48003,4,4,3,100,75,4,3
050US48005,48005,21,20,15,95.24,71.43,20,15
050US48007,48007,10,3,0,30,0,3,0
050US48009,48009,3,1,1,33.33,33.33,1,1
050US48011,48011,1,0,0,0,0,0,0
050US48013,48013,13,11,3,84.62,23.08,11,3
050US48015,48015,8,8,1,100,12.5,8,1
050US48017,48017,2,2,1,100,50,2,1
050US48019,48019,7,1,0,14.29,0,1,0
050US48021,48021,21,21,7,100,33.33,21,7
050US48023,48023,2,2,2,100,100,2,2
050US48025,48025,9,9,6,100,66.67,9,6
050US48027,48027,87,87,81,100,93.1,87,81
050US48029,48029,375,374,340,99.73,90.67,374,340
050US48031,48031,4,1,0,25,0,1,0
050US48033,48033,1,0,0,0,0,0,0
050US48035,48035,7,7,4,100,57.14,7,4
050US48037,48037,26,24,19,92.31,73.08,24,19
050US48039,48039,77,76,48,98.7,62.34,76,48
050US48041,48041,63,63,57,100,90.48,63,57
050US48043,48043,3,1,1,33.33,33.33,1,1
050US48045,48045,1,0,0,0,0,0,0
050US48047,48047,2,0,0,0,0,0,0
050US48049,48049,13,12,7,92.31,53.85,12,7
050US48051,48051,7,7,3,100,42.86,7,3
050US48053,48053,15,15,3,100,20,15,3
050US48055,48055,11,11,3,100,27.27,11,3
050US48057,48057,7,6,4,85.71,57.14,6,4
050US48059,48059,3,2,0,66.67,0,2,0
050US48061,48061,121,118,102,97.52,84.3,118,102
050US48063,48063,3,3,3,100,100,3,3
050US48065,48065,2,0,0,0,0,0,0
050US48067,48067,9,5,0,55.56,0,5,0
050US48069,48069,3,3,2,100,66.67,3,2
050US48071,48071,7,7,4,100,57.14,7,4
050US48073,48073,14,14,8,100,57.14,14,8
050US48075,48075,2,2,2,100,100,2,2
050US48077,48077,3,3,2,100,66.67,3,2
050US48079,48079,1,1,1,100,100,1,1
050US48081,48081,2,1,0,50,0,1,0
050US48083,48083,3,3,1,100,33.33,3,1
050US48085,48085,220,219,208,99.55,94.55,219,208
050US48087,48087,1,1,1,100,100,1,1
050US48089,48089,5,5,3,100,60,5,3
050US48091,48091,33,30,14,90.91,42.42,30,14
050US48093,48093,5,4,2,80,40,4,2
050US48095,48095,1,1,1,100,100,1,1
050US48097,48097,9,9,5,100,55.56,9,5
050US48099,48099,19,19,15,100,78.95,19,15
050US48101,48101,1,0,0,0,0,0,0
050US48103,48103,1,1,1,100,100,1,1
050US48105,48105,1,0,0,0,0,0,0
050US48107,48107,3,1,0,33.33,0,1,0
050US48109,48109,1,1,1,100,100,1,1
050US48111,48111,2,1,0,50,0,1,0
050US48113,48113,645,645,644,100,99.84,645,644
050US48115,48115,4,4,4,100,100,4,4
050US48117,48117,4,4,3,100,75,4,3
050US48119,48119,2,2,0,100,0,2,0
050US48121,48121,193,193,185,100,95.85,193,185
050US48123,48123,6,5,1,83.33,16.67,5,1
050US48125,48125,1,0,0,0,0,0,0
050US48127,48127,3,3,1,100,33.33,3,1
050US48129,48129,2,0,0,0,0,0,0
050US48131,48131,3,0,0,0,0,0,0
050US48133,48133,7,6,1,85.71,14.29,6,1
050US48135,48135,33,33,32,100,96.97,33,32
050US48137,48137,1,0,0,0,0,0,0
050US48139,48139,36,36,30,100,83.33,36,30
050US48141,48141,188,188,166,100,88.3,188,166
050US48143,48143,12,11,7,91.67,58.33,11,7
050US48145,48145,6,3,0,50,0,3,0
050US48147,48147,9,9,4,100,44.44,9,4
050US48149,48149,9,7,0,77.78,0,7,0
050US48151,48151,2,1,1,50,50,1,1
050US48153,48153,2,2,1,100,50,2,1
050US48155,48155,1,0,0,0,0,0,0
050US48157,48157,133,132,123,99.25,92.48,132,123
050US48159,48159,4,4,1,100,25,4,1
050US48161,48161,8,8,5,100,62.5,8,5
050US48163,48163,6,2,1,33.33,16.67,2,1
050US48165,48165,4,3,1,75,25,3,1
050US48167,48167,102,100,72,98.04,70.59,100,72
050US48169,48169,3,0,0,0,0,0,0
050US48171,48171,7,6,3,85.71,42.86,6,3
050US48173,48173,1,0,0,0,0,0,0
050US48175,48175,2,1,0,50,0,1,0
050US48177,48177,6,5,3,83.33,50,5,3
050US48179,48179,7,7,1,100,14.29,7,1
050US48181,48181,30,30,20,100,66.67,30,20
050US48183,48183,30,30,26,100,86.67,30,26
050US48185,48185,8,7,2,87.5,25,7,2
050US48187,48187,41,41,28,100,68.29,41,28
050US48189,48189,9,8,6,88.89,66.67,8,6
050US48191,48191,1,0,0,0,0,0,0
050US48193,48193,3,3,2,100,66.67,3,2
050US48195,48195,2,2,1,100,50,2,1
050US48197,48197,1,1,1,100,100,1,1
050US48199,48199,13,11,4,84.62,30.77,11,4
050US48201,48201,1115,1115,1102,100,98.83,1115,1102
050US48203,48203,16,14,2,87.5,12.5,14,2
050US48205,48205,1,1,1,100,100,1,1
050US48207,48207,2,2,1,100,50,2,1
050US48209,48209,46,45,31,97.83,67.39,45,31
050US48211,48211,1,1,1,100,100,1,1
050US48213,48213,28,22,4,78.57,14.29,22,4
050US48215,48215,212,208,191,98.11,90.09,208,191
050US48217,48217,12,11,6,91.67,50,11,6
050US48219,48219,7,7,5,100,71.43,7,5
050US48221,48221,14,13,2,92.86,14.29,13,2
050US48223,48223,10,10,8,100,80,10,8
050US48225,48225,8,8,3,100,37.5,8,3
050US48227,48227,10,10,8,100,80,10,8
050US48229,48229,1,0,1,0,100,0,1
050US48231,48231,21,20,12,95.24,57.14,20,12
050US48233,48233,8,8,6,100,75,8,6
050US48235,48235,1,0,0,0,0,0,0
050US48237,48237,3,3,2,100,66.67,3,2
050US48239,48239,3,3,1,100,33.33,3,1
050US48241,48241,10,7,4,70,40,7,4
050US48243,48243,1,0,0,0,0,0,0
050US48245,48245,76,75,70,98.68,92.11,75,70
050US48247,48247,2,0,1,0,50,0,1
050US48249,48249,11,10,7,90.91,63.64,10,7
050US48251,48251,39,39,31,100,79.49,39,31
050US48253,48253,6,5,2,83.33,33.33,5,2
050US48255,48255,5,5,3,100,60,5,3
050US48257,48257,27,27,22,100,81.48,27,22
050US48259,48259,9,4,0,44.44,0,4,0
050US48261,48261,1,0,0,0,0,0,0
050US48263,48263,1,0,0,0,0,0,0
050US48265,48265,14,12,7,85.71,50,12,7
050US48267,48267,2,2,2,100,100,2,2
050US48269,48269,1,0,0,0,0,0,0
050US48271,48271,1,0,0,0,0,0,0
050US48273,48273,9,8,7,88.89,77.78,8,7
050US48275,48275,2,2,1,100,50,2,1
050US48277,48277,13,13,9,100,69.23,13,9
050US48279,48279,5,4,1,80,20,4,1
050US48281,48281,6,6,5,100,83.33,6,5
050US48283,48283,2,0,0,0,0,0,0
050US48285,48285,6,5,2,83.33,33.33,5,2
050US48287,48287,4,2,0,50,0,2,0
050US48289,48289,6,2,0,33.33,0,2,0
050US48291,48291,17,14,1,82.35,5.88,14,1
050US48293,48293,8,8,5,100,62.5,8,5
050US48295,48295,2,1,0,50,0,1,0
050US48297,48297,4,1,0,25,0,1,0
050US48299,48299,8,8,3,100,37.5,8,3
050US48301,48301,1,0,1,0,100,0,1
050US48303,48303,106,106,98,100,92.45,106,98
050US48305,48305,3,3,3,100,100,3,3
050US48307,48307,3,3,2,100,66.67,3,2
050US48309,48309,58,56,42,96.55,72.41,56,42
050US48311,48311,1,0,0,0,0,0,0
050US48313,48313,4,4,3,100,75,4,3
050US48315,48315,4,1,0,25,0,1,0
050US48317,48317,2,2,1,100,50,2,1
050US48319,48319,2,2,0,100,0,2,0
050US48321,48321,12,10,5,83.33,41.67,10,5
050US48323,48323,13,11,1,84.62,7.69,11,1
050US48325,48325,11,4,1,36.36,9.09,4,1
050US48327,48327,1,0,0,0,0,0,0
050US48329,48329,37,37,34,100,91.89,37,34
050US48331,48331,7,2,0,28.57,0,2,0
050US48333,48333,2,0,0,0,0,0,0
050US48335,48335,2,2,1,100,50,2,1
050US48337,48337,8,8,2,100,25,8,2
050US48339,48339,133,131,93,98.5,69.92,131,93
050US48341,48341,6,6,5,100,83.33,6,5
050US48343,48343,3,3,0,100,0,3,0
050US48345,48345,1,0,0,0,0,0,0
050US48347,48347,17,17,13,100,76.47,17,13
050US48349,48349,12,10,5,83.33,41.67,10,5
050US48351,48351,5,3,0,60,0,3,0
050US48353,48353,5,5,4,100,80,5,4
050US48355,48355,96,94,80,97.92,83.33,94,80
050US48357,48357,3,3,3,100,100,3,3
050US48359,48359,1,0,0,0,0,0,0
050US48361,48361,24,23,3,95.83,12.5,23,3
050US48363,48363,10,8,6,80,60,8,6
050US48365,48365,7,7,4,100,57.14,7,4
050US48367,48367,29,29,20,100,68.97,29,20
050US48369,48369,2,2,1,100,50,2,1
050US48371,48371,5,5,2,100,40,5,2
050US48373,48373,13,9,1,69.23,7.69,9,1
050US48375,48375,35,35,32,100,91.43,35,32
050US48377,48377,2,0,2,0,100,0,2
050US48379,48379,3,3,0,100,0,3,0
050US48381,48381,33,33,26,100,78.79,33,26
050US48383,48383,1,1,1,100,100,1,1
050US48385,48385,1,0,0,0,0,0,0
050US48387,48387,5,0,0,0,0,0,0
050US48389,48389,4,4,3,100,75,4,3
050US48391,48391,2,2,1,100,50,2,1
050US48393,48393,1,0,0,0,0,0,0
050US48395,48395,6,3,0,50,0,3,0
050US48397,48397,29,29,26,100,89.66,29,26
050US48399,48399,4,4,4,100,100,4,4
050US48401,48401,14,13,5,92.86,35.71,13,5
050US48403,48403,3,2,1,66.67,33.33,2,1
050US48405,48405,3,0,0,0,0,0,0
050US48407,48407,9,0,0,0,0,0,0
050US48409,48409,16,13,5,81.25,31.25,13,5
050US48411,48411,2,0,0,0,0,0,0
050US48413,48413,1,1,1,100,100,1,1
050US48415,48415,4,4,2,100,50,4,2
050US48417,48417,1,0,0,0,0,0,0
050US48419,48419,7,0,0,0,0,0,0
050US48421,48421,1,0,0,0,0,0,0
050US48423,48423,56,56,43,100,76.79,56,43
050US48425,48425,3,3,3,100,100,3,3
050US48427,48427,17,15,9,88.24,52.94,15,9
050US48429,48429,3,3,3,100,100,3,3
050US48431,48431,1,0,0,0,0,0,0
050US48433,48433,1,1,1,100,100,1,1
050US48435,48435,1,1,1,100,100,1,1
050US48437,48437,3,3,2,100,66.67,3,2
050US48439,48439,449,449,447,100,99.55,449,447
050US48441,48441,41,40,37,97.56,90.24,40,37
050US48443,48443,1,0,1,0,100,0,1
050US48445,48445,3,3,3,100,100,3,3
050US48447,48447,1,1,1,100,100,1,1
050US48449,48449,9,9,8,100,88.89,9,8
050US48451,48451,27,27,24,100,88.89,27,24
050US48453,48453,290,289,270,99.66,93.1,289,270
050US48455,48455,5,0,1,0,20,0,1
050US48457,48457,6,6,3,100,50,6,3
050US48459,48459,10,9,1,90,10,9,1
050US48461,48461,2,2,2,100,100,2,2
050US48463,48463,6,5,3,83.33,50,5,3
050US48465,48465,14,13,12,92.86,85.71,13,12
050US48467,48467,14,8,0,57.14,0,8,0
050US48469,48469,25,25,20,100,80,25,20
050US48471,48471,12,9,2,75,16.67,9,2
050US48473,48473,11,9,2,81.82,18.18,9,2
050US48475,48475,3,3,2,100,66.67,3,2
050US48477,48477,9,9,5,100,55.56,9,5
050US48479,48479,69,65,62,94.2,89.86,65,62
050US48481,48481,12,10,2,83.33,16.67,10,2
050US48483,48483,2,2,2,100,100,2,2
050US48485,48485,44,44,43,100,97.73,44,43
050US48487,48487,4,4,4,100,100,4,4
050US48489,48489,5,4,0,80,0,4,0
050US48491,48491,135,133,118,98.52,87.41,133,118
050US48493,48493,12,12,4,100,33.33,12,4
050US48495,48495,3,3,3,100,100,3,3
050US48497,48497,16,16,8,100,50,16,8
050US48499,48499,12,12,9,100,75,12,9
050US48501,48501,2,2,1,100,50,2,1
050US48503,48503,5,5,4,100,80,5,4
050US48505,48505,6,0,0,0,0,0,0
050US48507,48507,4,3,1,75,25,3,1
050US49001,49001,2,2,2,100,100,2,2
050US49003,49003,12,11,10,91.67,83.33,11,10
050US49005,49005,28,28,21,100,75,28,21
050US49007,49007,5,4,1,80,20,4,1
050US49009,49009,1,0,0,0,0,0,0
050US49011,49011,66,65,64,98.48,96.97,65,64
050US49013,49013,4,3,2,75,50,3,2
050US49015,49015,3,0,1,0,33.33,0,1
050US49017,49017,2,1,2,50,100,1,2
050US49019,49019,3,2,2,66.67,66.67,2,2
050US49021,49021,12,10,7,83.33,58.33,10,7
050US49023,49023,2,1,1,50,50,1,1
050US49025,49025,2,1,1,50,50,1,1
050US49027,49027,3,2,2,66.67,66.67,2,2
050US49029,49029,3,2,0,66.67,0,2,0
050US49031,49031,1,0,0,0,0,0,0
050US49033,49033,1,0,0,0,0,0,0
050US49035,49035,251,250,246,99.6,98.01,250,246
050US49037,49037,4,2,3,50,75,2,3
050US49039,49039,7,3,2,42.86,28.57,3,2
050US49041,49041,5,3,3,60,60,3,3
050US49043,49043,14,9,6,64.29,42.86,9,6
050US49045,49045,17,14,13,82.35,76.47,14,13
050US49047,49047,8,7,4,87.5,50,7,4
050US49049,49049,156,153,139,98.08,89.1,153,139
050US49051,49051,10,9,9,90,90,9,9
050US49053,49053,35,33,23,94.29,65.71,33,23
050US49055,49055,1,0,1,0,100,0,1
050US49057,49057,58,57,46,98.28,79.31,57,46
050US50001,50001,10,9,3,90,30,9,3
050US50003,50003,12,8,6,66.67,50,8,6
050US50005,50005,10,9,3,90,30,9,3
050US50007,50007,41,40,29,97.56,70.73,40,29
050US50009,50009,3,1,0,33.33,0,1,0
050US50011,50011,11,9,5,81.82,45.45,9,5
050US50013,50013,2,0,0,0,0,0,0
050US50015,50015,7,6,2,85.71,28.57,6,2
050US50017,50017,10,8,2,80,20,8,2
050US50019,50019,10,8,4,80,40,8,4
050US50021,50021,20,16,9,80,45,16,9
050US50023,50023,20,15,9,75,45,15,9
050US50025,50025,18,12,6,66.67,33.33,12,6
050US50027,50027,19,17,7,89.47,36.84,17,7
050US51001,51001,13,6,2,46.15,15.38,6,2
050US51003,51003,29,28,21,96.55,72.41,28,21
050US51005,51005,6,4,1,66.67,16.67,4,1
050US51007,51007,3,1,0,33.33,0,1,0
050US51009,51009,10,4,4,40,40,4,4
050US51011,51011,4,1,0,25,0,1,0
050US51013,51013,71,71,71,100,100,71,71
050US51015,51015,18,17,10,94.44,55.56,17,10
050US51017,51017,2,1,1,50,50,1,1
050US51019,51019,20,19,5,95,25,19,5
050US51021,51021,2,1,0,50,0,1,0
050US51023,51023,9,8,0,88.89,0,8,0
050US51025,51025,6,4,0,66.67,0,4,0
050US51027,51027,7,2,1,28.57,14.29,2,1
050US51029,51029,4,1,0,25,0,1,0
050US51031,51031,12,9,3,75,25,9,3
050US51033,51033,9,7,0,77.78,0,7,0
050US51035,51035,10,9,3,90,30,9,3
050US51036,51036,3,3,0,100,0,3,0
050US51037,51037,4,1,0,25,0,1,0
050US51041,51041,75,75,53,100,70.67,75,53
050US51043,51043,4,4,1,100,25,4,1
050US51045,51045,1,0,0,0,0,0,0
050US51047,51047,10,10,5,100,50,10,5
050US51049,51049,3,1,0,33.33,0,1,0
050US51051,51051,4,2,1,50,25,2,1
050US51053,51053,9,6,1,66.67,11.11,6,1
050US51057,51057,3,3,1,100,33.33,3,1
050US51059,51059,274,274,269,100,98.18,274,269
050US51061,51061,20,20,10,100,50,20,10
050US51063,51063,5,2,0,40,0,2,0
050US51065,51065,5,3,0,60,0,3,0
050US51067,51067,16,16,6,100,37.5,16,6
050US51069,51069,19,19,13,100,68.42,19,13
050US51071,51071,4,4,1,100,25,4,1
050US51073,51073,9,9,3,100,33.33,9,3
050US51075,51075,6,5,2,83.33,33.33,5,2
050US51077,51077,5,5,1,100,20,5,1
050US51079,51079,4,2,0,50,0,2,0
050US51081,51081,3,3,3,100,100,3,3
050US51083,51083,11,10,4,90.91,36.36,10,4
050US51085,51085,25,24,18,96,72,24,18
050US51087,51087,85,85,83,100,97.65,85,83
050US51089,51089,14,9,1,64.29,7.14,9,1
050US51091,51091,1,0,0,0,0,0,0
050US51093,51093,9,9,0,100,0,9,0
050US51095,51095,17,17,15,100,88.24,17,15
050US51097,51097,2,2,1,100,50,2,1
050US51099,51099,6,5,0,83.33,0,5,0
050US51101,51101,4,3,1,75,25,3,1
050US51103,51103,4,4,3,100,75,4,3
050US51105,51105,7,5,2,71.43,28.57,5,2
050US51107,51107,75,74,66,98.67,88,74,66
050US51109,51109,9,3,0,33.33,0,3,0
050US51111,51111,3,0,0,0,0,0,0
050US51113,51113,4,2,0,50,0,2,0
050US51115,51115,4,4,0,100,0,4,0
050US51117,51117,12,8,3,66.67,25,8,3
050US51119,51119,4,3,0,75,0,3,0
050US51121,51121,23,23,20,100,86.96,23,20
050US51125,51125,5,1,0,20,0,1,0
050US51127,51127,4,4,3,100,75,4,3
050US51131,51131,4,0,0,0,0,0,0
050US51133,51133,4,1,0,25,0,1,0
050US51135,51135,5,1,0,20,0,1,0
050US51137,51137,8,8,0,100,0,8,0
050US51139,51139,6,6,2,100,33.33,6,2
050US51141,51141,6,4,0,66.67,0,4,0
050US51143,51143,19,12,3,63.16,15.79,12,3
050US51145,51145,6,6,0,100,0,6,0
050US51147,51147,6,6,4,100,66.67,6,4
050US51149,51149,7,7,6,100,85.71,7,6
050US51153,51153,93,93,84,100,90.32,93,84
050US51155,51155,12,12,9,100,75,12,9
050US51157,51157,2,0,0,0,0,0,0
050US51159,51159,2,1,0,50,0,1,0
050US51161,51161,22,22,19,100,86.36,22,19
050US51163,51163,6,6,2,100,33.33,6,2
050US51165,51165,22,19,6,86.36,27.27,19,6
050US51167,51167,9,8,3,88.89,33.33,8,3
050US51169,51169,6,3,1,50,16.67,3,1
050US51171,51171,11,10,4,90.91,36.36,10,4
050US51173,51173,9,8,4,88.89,44.44,8,4
050US51175,51175,6,6,1,100,16.67,6,1
050US51177,51177,34,33,24,97.06,70.59,33,24
050US51179,51179,32,31,17,96.88,53.12,31,17
050US51181,51181,2,0,0,0,0,0,0
050US51183,51183,5,3,1,60,20,3,1
050US51185,51185,13,10,3,76.92,23.08,10,3
050US51187,51187,9,9,7,100,77.78,9,7
050US51191,51191,15,14,4,93.33,26.67,14,4
050US51193,51193,6,0,0,0,0,0,0
050US51195,51195,11,9,2,81.82,18.18,9,2
050US51197,51197,8,8,4,100,50,8,4
050US51199,51199,15,15,15,100,100,15,15
050US51510,51510,48,48,48,100,100,48,48
050US51520,51520,5,5,5,100,100,5,5
050US51530,51530,2,2,2,100,100,2,2
050US51540,51540,12,12,12,100,100,12,12
050US51550,51550,61,61,57,100,93.44,61,57
050US51570,51570,5,5,5,100,100,5,5
050US51580,51580,2,0,0,0,0,0,0
050US51590,51590,16,16,16,100,100,16,16
050US51595,51595,2,2,2,100,100,2,2
050US51600,51600,5,5,5,100,100,5,5
050US51610,51610,3,3,3,100,100,3,3
050US51620,51620,2,2,2,100,100,2,2
050US51630,51630,7,7,7,100,100,7,7
050US51640,51640,2,2,2,100,100,2,2
050US51650,51650,36,36,36,100,100,36,36
050US51660,51660,11,11,10,100,90.91,11,10
050US51670,51670,7,7,7,100,100,7,7
050US51678,51678,2,2,2,100,100,2,2
050US51680,51680,23,23,23,100,100,23,23
050US51683,51683,7,7,7,100,100,7,7
050US51685,51685,3,3,3,100,100,3,3
050US51690,51690,5,5,0,100,0,5,0
050US51700,51700,47,47,47,100,100,47,47
050US51710,51710,80,80,80,100,100,80,80
050US51720,51720,1,1,1,100,100,1,1
050US51730,51730,11,11,11,100,100,11,11
050US51735,51735,3,3,3,100,100,3,3
050US51740,51740,31,31,31,100,100,31,31
050US51750,51750,4,4,4,100,100,4,4
050US51760,51760,75,75,75,100,100,75,75
050US51770,51770,25,25,25,100,100,25,25
050US51775,51775,5,5,5,100,100,5,5
050US51790,51790,7,7,7,100,100,7,7
