GEOID,FqhcTmDr,FqhcTmDr2,FqhcCntDr,FqhcMinDis
1026,0,0,0,1.354825658
1027,0,0,0,5.196480028
1028,0,0,0,3.215823629
1029,0,0,0,11.88788022
1030,0,0,0,3.446546975
1031,34.96094434,69.92188868,0,17.10741459
1032,0,0,0,7.242890111
1033,0,0,0,6.492848951
1034,0,0,0,6.241637992
1035,0,0,0,2.964701414
1036,0,0,0,6.926215331
1037,35.02,70.04,0,17.10955169
1038,0,0,0,5.292376206
1039,0,0,0,7.137025079
1040,0,0,0,1.046146595
1041,0,0,0,0.509203777
1050,0,0,0,2.972160055
1053,0,0,0,9.926896464
1054,0,0,0,8.728652387
1056,0,0,0,3.060079401
1057,0,0,0,8.180561857
1059,,,,
1060,0,0,0,7.135750741
1061,0,0,0,6.589538409
1062,0,0,0,8.04007025
1063,,,,
1066,0,0,0,5.292376206
1068,24.94455958,49.88911917,13.0142487,11.81017659
1069,0,0,0,10.67802883
1070,0,0,0,1.145577134
1071,0,0,0,6.766680212
1072,0,0,0,8.871967426
1073,0,0,0,5.459086156
1074,,,,
1075,0,0,0,2.964412873
1077,0,0,0,4.94216483
1079,,,,
1080,0,0,0,7.099211695
1081,0,0,0,8.043870483
1082,2.312919577,4.625839153,0.00429352,14.48994945
1083,22.74,45.48,3,15.96469576
1084,0,0,0,7.242890111
1085,0,0,0,1.980767898
1086,0,0,0,1.726127298
1088,0,0,0,5.306853616
1089,0,0,0,1.59601748
1090,0,0,0,0.672710819
1092,,,,
1093,,,,
1094,,,,
1095,0,0,0,3.753243758
1096,0,0,0,7.388444947
1097,,,,
1098,0,0,0,1.153320475
1101,0,0,0,0.554865297
1103,0,0,0,0.452606727
1104,0,0,0,1.182245342
1105,0,0,0,0.278961874
1106,0,0,0,2.192294452
1107,0,0,0,0.514903766
1108,0,0,0,0.640976195
1109,0,0,0,0.945110597
1111,,,,
1115,,,,
1116,0,0,0,2.097453448
1118,0,0,0,1.739568854
1119,0,0,0,0.912313838
1128,0,0,0,2.796388297
1129,0,0,0,1.487854515
1138,0,0,0,0.493103831
1139,0,0,0,1.197037357
1144,,,,
1151,0,0,0,1.014193095
1152,,,,
1199,,,,
1201,0,0,0,1.580683298
1202,0,0,0,0.27983773
1220,0,0,0,0.788581543
1222,0,0,0,5.057840127
1223,0,0,0,7.493630142
1224,0,0,0,4.962283545
1225,0,0,0,4.478125534
1226,0,0,0,5.028633736
1227,0,0,0,5.028923762
1229,,,,
1230,0,0,0,2.264853756
1235,0,0,0,6.793471456
1236,0,0,0,3.825429225
1237,0,0,0,4.939765054
1238,0,0,0,1.846641305
1240,0,0,0,5.913612367
1242,,,,
1243,,,,
1244,,,,
1245,0,0,0,7.161737432
1247,0,0,0,5.258737734
1253,0,0,0,11.88788022
1254,0,0,0,4.550018819
1255,0,0,0,11.87591278
1256,0,0,0,5.149180578
1257,0,0,0,5.062421196
1258,0,0,0,4.643101809
1259,0,0,0,6.63296428
1260,,,,
1262,,,,
1263,,,,
1264,,,,
1266,0,0,0,6.255954355
1267,0,0,0,7.897511966
1270,0,0,0,6.430669306
1301,0,0,0,1.031108121
1302,0,0,0,0.256247428
1330,0,0,0,9.139386374
1331,12.21773254,24.43546507,2.591976228,2.920032047
1337,0,0,0,5.88440625
1338,0,0,0,6.420466655
1339,0,0,0,12.33621845
1340,0,0,0,12.87333116
1341,0,0,0,9.250320982
1342,0,0,0,4.560570178
1343,0,0,0,7.173527321
1344,0,0,0,6.339744401
1346,0,0,0,12.99352421
1347,,,,
1349,0,0,0,4.081759801
1350,0,0,0,12.99352421
1351,0,0,0,4.00858853
1354,0,0,0,5.8915194
1355,0,0,0,8.825290503
1360,0,0,0,8.868074557
1364,0.021181528,0.042363056,0.006444684,2.423588829
1366,23.80534453,47.61068907,2,8.873846849
1367,0,0,0,12.46384184
1368,20.47378641,40.94757281,2,7.781945857
1370,0,0,0,7.353209116
1373,0,0,0,4.961734612
1375,0,0,0,6.73964795
1376,0,0,0,1.447485614
1378,0,0,0,6.339744401
1379,0,0,0,6.339744401
1380,0,0,0,6.339744401
1420,2.62351713,5.247034261,8.505539815,1.162330187
1430,15.01319771,30.02639543,4.000672495,6.980080694
1431,0,0,0.008116885,5.566897879
1432,0,0,0,9.003180847
1434,12.11238391,24.22476781,10.86687307,7.858930757
1436,11.11,22.22,4,4.658036625
1438,8.22,16.44,5,3.631829356
1440,3.40833418,6.816668361,4.99225675,1.230470662
1450,0,0,0,8.829977341
1451,15.40069829,30.80139658,22.82626128,8.475087563
1452,13.49801821,26.99603643,7.194965191,5.028361931
1453,4.090981581,8.181963162,20.20492542,1.734115665
1460,0,0,0,11.24887692
1462,7.626739366,15.25347873,5.686477638,3.329958463
1463,0,0,0,7.120983585
1464,0,0,0,5.817417381
1467,,,,
1468,8.99869361,17.99738722,4.735432331,3.915367983
1469,0,0,0,6.83031545
1472,,,,
1473,9.176225932,18.35245186,5.997416628,4.582349832
1474,0,0,0,6.63440496
1475,15.63227462,31.26454924,3.445273087,7.367073332
1501,6.48633603,12.97267206,23.44391522,2.992746706
1503,14.04044267,28.08088534,28.88003541,8.017671312
1504,5.914091145,11.82818229,33.50414294,2.671536293
1505,8.71555167,17.43110334,22.99523053,3.380771809
1506,16.82054087,33.64108173,4.050480766,12.75125163
1507,11.39251799,22.78503598,19.96320588,9.397877093
1508,9.29,18.58,20,9.948564457
1509,9.29,18.58,20,9.948564457
1510,15.55777032,31.11554063,22.94771501,7.732135436
1515,15.25,30.5,15,9.736658452
1516,12.8700109,25.74002181,31.5178805,7.34680826
1518,8.628003757,17.25600751,18,13.13286719
1519,12.09538054,24.19076107,21.03399875,4.679287062
1520,7.719397857,15.43879571,19.78543105,3.423300913
1521,0,0,0,8.043870483
1522,10.34384977,20.68769953,20.75653924,4.623963719
1523,8.775104354,17.55020871,21.0254687,4.888288301
1524,8.50634077,17.01268154,20.00177117,3.044527241
1525,17.52,35.04,25,6.814625621
1526,,,,
1527,7.445892026,14.89178405,28.49411931,3.373035836
1529,9.906572891,19.81314578,42.94032396,4.270108554
1531,34.95061425,69.90122851,0.068796069,17.07884507
1532,10.9109113,21.82182261,21.45063763,6.243678068
1534,17.09284152,34.18568303,25.48965109,6.805953853
1535,24.64720871,49.29441743,11.92488262,11.11255769
1536,9.693879037,19.38775807,22.03838325,3.694179951
1537,9.04,18.08,21,7.736498446
1538,16.11,32.22,47,6.725833235
1540,8.010312328,16.02062466,21.01873966,8.415217621
1541,17.36,34.72,21,8.579347227
1542,6.321376,12.642752,20.0624,2.140724741
1543,18.56019267,37.12038533,18.01193717,9.509606998
1545,6.466040191,12.93208038,21.8680899,2.543220341
1546,,,,
1550,1.958819827,3.917639654,13.18534337,12.03897292
1560,13.351139,26.70227799,24.99710425,6.093769863
1561,,,,
1562,15.20266993,30.40533986,19.9770619,6.582537335
1564,11.95775989,23.91551978,21,6.45562042
1566,6.291984916,12.58396983,19.198231,13.48141802
1568,11.09267112,22.18534224,24.96565704,5.533557556
1569,13.75300101,27.50600202,48.83730675,7.239420404
1570,2.920683324,5.841366648,21,9.211162902
1571,8.043466444,16.08693289,19.86744721,9.126441964
1581,14.32647633,28.65295265,25.7102215,7.565391748
1583,5.452811409,10.90562282,21,2.524587258
1585,26.01381026,52.02762051,2.208205133,15.29267176
1586,7.15,14.3,30,3.559875613
1588,16.59988847,33.19977693,30.14387686,7.294635341
1590,13.36412022,26.72824043,25.56327869,7.709538025
1602,2.273139416,4.546278832,20.62354076,1.086184849
1603,1.425700057,2.851400115,21.53910583,0.681175045
1604,1.523615384,3.047230767,25.84597633,0.537768931
1605,1.187110872,2.374221743,22.24887654,0.635019675
1606,1.853377409,3.706754818,20.69973972,0.860661195
1607,3.671424899,7.342849799,27.77651596,1.593712589
1608,1.659420132,3.318840263,28.19292487,0.483848434
1609,1.682098407,3.364196813,22.95056415,0.707379053
1610,1.250067114,2.500134227,26.43400447,0.59065644
1611,5.350718956,10.70143791,20.04357298,1.401016206
1612,10.65593043,21.31186087,20.99304348,5.810767094
1613,1.66,3.32,29,0.506880377
1653,,,,
1655,,,,
1701,0,0,0,3.28840459
1702,0,0,0,1.286851377
1703,0,0,0,1.937075966
1704,0,0,0,1.079527336
1718,0,0,0,9.681667559
1719,0,0,0,12.04669976
1720,0,0,0,12.14639462
1721,0,0,0,3.058775813
1730,0,0,0,8.149812239
1731,0,0,0,5.978423373
1740,15.19230019,30.38460039,30.98050682,9.738537524
1741,0,0,0,7.953000182
1742,0,0,0,10.02281196
1745,10.94,21.88,64,5.237653011
1746,0,0,0,5.042756476
1747,4.720195915,9.440391831,11.99755102,0.863462624
1748,0.00387154,0.00774308,0.00818832,6.089124492
1749,0.010627762,0.021255524,0.021858518,10.62348033
1752,0.002622226,0.005244452,0.004216443,8.334795301
1754,0,0,0,10.7452732
1756,10.5160636,21.0321272,13.0844523,2.946225835
1757,4.743595992,9.487191983,16.10731526,1.947770053
1760,0,0,0,3.09445036
1770,0,0,0,3.572044349
1772,12.67527373,25.35054745,50.76069807,6.076730528
1773,0,0,0,5.953433201
1775,0,0,0,11.64028153
1776,0,0,0,7.213660858
1778,0,0,0,5.480831456
1784,,,,
1801,0,0,0,6.263548797
1803,0,0,0,6.938359474
1805,,,,
1810,0,0,0,2.540354365
1812,,,,
1821,0,0,0,4.658358227
1822,0,0,0,3.896382064
1824,0,0,0,3.939888314
1826,0,0,0,2.40456758
1827,0,0,0,4.241992626
1830,0,0,0,0.794652489
1831,0,0,0,0.035484571
1832,0,0,0,1.456116607
1833,0,0,0,6.259960227
1834,0,0,0,3.708538871
1835,0,0,0,1.608171066
1840,0,0,0,0.236692082
1841,0,0,0,0.295878169
1842,0,0,0,0.2612816
1843,0,0,0,0.610127944
1844,0,0,0,1.280327874
1845,0,0,0,2.345567626
1850,0,0,0,0.756209821
1851,0,0,0,1.117740018
1852,0,0,0,0.972799861
1853,0,0,0,0.024190333
1854,0,0,0,0.917852472
1860,0,0,0,4.828335919
1862,0,0,0,4.341663931
1863,0,0,0,3.461339482
1864,0,0,0,5.557807366
1865,0,0,0,5.796463231
1866,,,,
1867,0,0,0,6.672490579
1876,0,0,0,1.468273645
1879,0,0,0,5.043259534
1880,0,0,0,4.774584252
1885,,,,
1886,0,0,0,7.116380415
1887,0,0,0,4.338330873
1888,0,0,0,6.999154591
1889,,,,
1890,0,0,0,4.237406785
1899,,,,
1901,0,0,0,0.116247217
1902,0,0,0,0.25722438
1903,0,0,0,0.063931123
1904,0,0,0,0.692610722
1905,0,0,0,0.261736833
1906,0.000390705,0.00078141,0.01125488,1.637509227
1907,0,0,0,1.264859809
1908,0,0,0,2.59298095
1910,,,,
1913,0,0,0,8.134178917
1915,0,0,0,1.168590498
1921,0,0,0,6.322974519
1922,0,0,0,10.18902765
1923,0,0,0,2.196726253
1929,0,0,0,4.911704885
1930,0,0,0,1.369641025
1931,0,0,0,0.755459429
1936,0,0,0,4.840114532
1937,0,0,0,2.30040168
1938,0,0,0,8.216121774
1940,0,0,0,3.109011639
1944,0,0,0,5.214736289
1945,0,0,0,1.890220198
1949,0,0,0,4.568739301
1950,0,0,0,10.12496436
1951,0,0,0,10.21214318
1952,0,0,0,10.7837151
1960,0,0,0,0.995770549
1961,0,0,0,0.786013578
1965,0,0,0,3.16837055
1966,0,0,0,3.621252642
1969,0,0,0,10.34246761
1970,0,0,0,0.510774045
1971,0,0,0,0.523530186
1982,0,0,0,5.020799105
1983,0,0,0,6.103948393
1984,0,0,0,2.859924835
1985,0,0,0,5.480364137
2018,0,0,0,5.744768468
2019,0,0,0,2.997907498
2020,0,0,0,8.11700963
2021,0,0,0,4.515587003
2025,0,0,0,3.108807166
2026,0.008536584,0.017073168,0.12751074,4.306585836
2027,0,0,0,5.476345871
2030,0,0,0,7.196868325
2032,0,0,0,9.021789311
2035,0,0,0,8.182234979
2038,0,0,0,6.195084677
2041,0,0,0,7.296435368
2043,0,0,0,3.438602031
2044,,,,
2045,0,0,0,1.792276154
2047,0,0,0,9.348857076
2048,0,0,0,6.34377379
2050,0,0,0,8.942394268
2051,0,0,0,6.971058764
2052,0,0,0,8.319233905
2053,0,0,0,5.107723562
2054,0,0,0,7.881139822
2056,0,0,0,9.385498649
2059,,,,
2060,0,0,0,5.052408427
2061,0,0,0,7.624873249
2062,0,0,0,7.746591812
2065,0,0,0,8.11700963
2066,0,0,0,6.978408983
2067,0,0,0,6.563203035
2070,,,,
2071,0,0,0,10.55267723
2072,0,0,0,3.637476468
2081,0,0,0,10.3657494
2090,0,0,0,6.895845696
2093,0,0,0,7.680796806
2108,1.030959184,2.061918367,148.2885714,0.300595273
2109,0.745707657,1.491415315,149.2873163,0.139846356
2110,0.484420772,0.968841544,148.9662672,0.248347855
2111,0.058967681,0.117935361,147.1195817,0.135238491
2112,0,0,149,0.128023583
2113,0.863444803,1.726889606,148.9713091,0.144117817
2114,1.077606065,2.15521213,150.8572439,0.199389335
2115,1.883321175,3.766642349,139.4998379,0.576626764
2116,0.726459327,1.452918654,143.4072388,0.298111672
2117,1.08,2.16,142,0.407849115
2118,0.543827365,1.087654731,142.4094403,0.198063021
2119,0.639336899,1.278673797,138.9458273,0.238479994
2120,1.377528609,2.755057218,138.8237057,0.442267719
2121,1.155491861,2.310983722,136.8371978,0.346399024
2122,0.623017125,1.246034249,135.2834209,0.372507771
2123,1.97,3.94,140,0.5318288
2124,1.055486653,2.110973307,132.1380998,0.331665445
2125,0.606108077,1.212216154,138.8063881,0.274463085
2126,0.931957587,1.863915174,129.2716815,0.265773988
2127,1.384851859,2.769703718,141.6242766,0.48533625
2128,0.548383967,1.096767933,138.2347624,0.248939418
2129,0.788181726,1.576363452,152.0163191,0.333814413
2130,2.135585197,4.271170394,134.1490254,0.672918481
2131,4.978643218,9.957286435,129.1548367,1.633490341
2132,8.064406661,16.12881332,116.8404015,3.096348348
2133,,,,
2134,1.241242599,2.482485197,121.2255118,0.580259159
2135,0.222092439,0.444184878,43.05335772,0.821455169
2136,5.383978085,10.76795617,122.2306367,1.877805165
2137,7.16,14.32,105,2.923095217
2138,0,0,0,0.615396482
2139,0,0,0,0.353616981
2140,0,0,0,1.463599743
2141,0,0,0,0.619586163
2142,0,0,0,0.621661386
2143,0,0,0,0.530451971
2144,0,0,0,1.772498075
2145,0,0,0,1.012117474
2148,0.025826336,0.051652673,0.743968541,0.991851601
2149,0.000428742,0.000857484,0.029415933,0.743390832
2150,2.621116176,5.242232351,139.5517421,0.922462453
2151,2.490872881,4.981745763,135.7731717,0.834890295
2152,0.752476723,1.504953446,133,0.562152971
2155,0,0,0,1.671530385
2163,1.24,2.48,135,0.500688916
2169,0,0,0,1.057729971
2170,0,0,0,0.712761925
2171,0,0,0,0.709152038
2176,0,0,0,2.656252482
2180,0,0,0,4.287001136
2184,0,0,0,2.665306666
2185,0,0,0,2.888302033
2186,0.001440679,0.002881358,0.037405056,1.521962171
2188,0,0,0,3.254085421
2189,0,0,0,3.266300767
2190,0,0,0,4.870053346
2191,0,0,0,1.3862436
2196,0,0,149,0.128023583
2199,1.55,3.1,141,0.394804239
2201,,,,
2203,0,0,152,0.061942691
2205,0,0,149,0.128023583
2210,0.531844103,1.063688206,147.0271638,0.213721556
2215,0.87399201,1.74798402,137.9451278,0.275282653
2217,,,,
2222,,,,
2238,0,0,0,0.320178095
2269,0,0,0,0.44039214
2301,0,0,0,1.006405634
2302,0,0,0,1.470817141
2303,0,0,0,0.396206142
2304,0,0,0,1.420362129
2305,0,0,0,1.004036121
2322,0,0,0,2.522514774
2324,0,0,0,6.512008588
2325,,,,
2327,0,0,0,8.573895412
2330,0,0,0,8.015284686
2331,0,0,0,3.162931892
2332,0,0,0,4.694809279
2333,0,0,0,5.081837358
2334,0,0,0,1.731307637
2337,,,,
2338,0,0,0,8.979537563
2339,0,0,0,8.62797632
2341,0,0,0,7.868053856
2343,0,0,0,2.363320574
2344,,,,
2345,0,0,0,9.201549883
2346,0,0,0,8.646773755
2347,0,0,0,7.41779175
2348,,,,
2349,,,,
2350,0,0,0,8.640265007
2351,0,0,0,3.921498223
2355,,,,
2356,0,0,0,2.963903439
2357,,,,
2358,,,,
2359,0,0,0,8.240917928
2360,0,0,0,5.194138881
2361,0,0,0,1.537595003
2362,0,0,0,7.846367287
2364,0,0,0,3.325050408
2366,,,,
2367,0,0,0,6.33524679
2368,0,0,0,1.366238941
2370,0,0,0,6.233179613
2375,0,0,0,4.074520933
2379,0,0,0,4.051553905
2381,,,,
2382,0,0,0,3.908323847
2420,0,0,0,5.860286025
2421,0,0,0,4.66672933
2445,0.001942067,0.003884134,0.566162037,1.580598878
2446,0.014589449,0.029178898,3.017932813,1.085893465
2447,0,0,0,1.180646143
2451,0,0,0,2.609392006
2452,0,0,0,1.640620419
2453,0,0,0,1.118525617
2454,0,0,0,0.316653287
2455,0,0,0,3.128622877
2458,0,0,0,1.070125436
2459,0,0,0,2.724421382
2460,0,0,0,1.424961936
2461,0,0,0,3.475565862
2462,0,0,0,2.995911478
2464,0,0,0,3.751850467
2465,0,0,0,1.480916515
2466,0,0,0,2.339356261
2467,0.937196849,1.874393697,16.94143415,2.568115532
2468,0,0,0,2.974809527
2471,0,0,0,1.520156466
2472,0,0,0,1.153718657
2474,0,0,0,3.334112805
2476,0,0,0,3.784071995
2477,,,,
2478,0,0,0,2.283365832
2481,0,0,0,4.941592498
2482,0,0,0,5.884817908
2492,0,0,0,6.402049525
2493,0,0,0,4.412121437
2494,0,0,0,4.964540106
2532,0,0,0,2.159500296
2534,0,0,0,2.861465627
2535,0,0,0,9.857066732
2536,0,0,0,1.900346178
2537,0,0,0,4.080015707
2538,0,0,0,5.822060766
2539,0,0,0,1.221867199
2540,0,0,0,0.984743437
2541,0,0,0,1.411146795
2542,0,0,0,2.814712443
2543,0,0,0,1.411146795
2552,,,,
2553,0,0,0,0.940839525
2554,0,0,0,23.9768967
2556,0,0,0,1.333128252
2557,0,0,0,3.860211265
2558,0,0,0,3.534696135
2559,0,0,0,2.584654273
2561,0,0,0,2.379531535
2562,0,0,0,2.379531535
2563,0,0,0,2.271750912
2564,0,0,0,26.41930772
2568,0,0,0,5.584746533
2571,0,0,0,6.486552034
2574,0,0,0,2.367120721
2575,0,0,0,9.846828955
2576,0,0,0,9.171540853
2584,0,0,0,23.59755677
2601,0,0,0,0.679492541
2630,0,0,0,2.814207607
2631,0,0,0,3.909695197
2632,0,0,0,1.043915492
2633,0,0,0,4.799397806
2634,0,0,0,1.37740089
2635,0,0,0,3.213849139
2637,0,0,0,2.836320549
2638,0,0,0,2.351090669
2639,0,0,0,2.211217669
2641,0,0,0,1.208282717
2642,0,0,0,7.033072381
2643,,,,
2644,0,0,0,4.439477635
2645,0,0,0,1.78534762
2646,0,0,0,0.858271329
2647,0,0,0,1.143023242
2648,0,0,0,3.7549563
2649,0,0,0,1.759037361
2650,0,0,0,5.517086735
2651,,,,
2652,0,0,0,4.835590159
2653,0,0,0,6.932718735
2655,0,0,0,2.659502463
2657,0,0,0,0.75171854
2659,0,0,0,4.075181853
2660,0,0,0,0.684130448
2661,0,0,0,0.706904877
2662,0,0,0,6.35595906
2663,,,,
2664,0,0,0,2.983126824
2666,0,0,0,4.835590159
2667,0,0,0,0.868426903
2668,0,0,0,2.752987926
2669,0,0,0,4.075181853
2670,0,0,0,2.159913068
2671,0,0,0,1.693066386
2672,0,0,0,0.285761545
2673,0,0,0,1.873443901
2675,0,0,0,3.397647238
2702,0,0,0,5.962837476
2703,0,0,0,1.62841948
2712,0,0,0,4.29023444
2713,,,,
2715,0,0,0,5.341694866
2717,0,0,0,8.508122045
2718,0,0,0,3.615958294
2719,0,0,0,2.46526744
2720,0,0,0,1.029226458
2721,0,0,0,1.047221063
2722,0,0,0,0.794587923
2723,0,0,0,0.494036911
2724,0,0,0,0.831430375
2725,0,0,0,1.832238554
2726,0,0,0,2.369305535
2738,0,0,0,9.073773482
2739,0,0,0,5.995602161
2740,0,0,0,0.943685734
2741,0,0,0,0.193113821
2742,0,0,0,0.193113821
2743,0,0,0,4.978015246
2744,0,0,0,1.713846437
2745,0,0,0,4.074586473
2746,0,0,0,1.821087579
2747,0,0,0,4.265754038
2748,0,0,0,3.912258771
2760,0,0,0,3.478644163
2761,0,0,0,3.162876959
2762,0,0,0,5.65285262
2763,0,0,0,2.856717551
2764,0,0,0,5.370795992
2766,0,0,0,5.042633552
2767,0,0,0,2.927606486
2768,0,0,0,2.788005815
2769,0,0,0,5.048939728
2770,0,0,0,9.693856177
2771,0,0,0,2.321517801
2777,0,0,0,3.119381513
2779,0,0,0,4.595662357
2780,0,0,0,1.586847164
2790,0,0,0,6.171210409
2791,,,,
2801,,,,
2802,,,,
2804,13.41334017,26.82668035,3.202668035,3.690487464
2806,2.72088587,5.44177174,44.14668315,1.728439611
2807,,,,
2808,9.327722394,18.65544479,3,3.332233104
2809,10.04197004,20.08394008,39.53203316,3.560377105
2812,9.72,19.44,10,3.930813318
2813,15.64386439,31.28772878,3.009714395,7.07771898
2814,12.79447685,25.58895369,27.1335708,4.737407431
2815,5.889702972,11.77940594,35.28712872,4.399842812
2816,4.963248792,9.926497584,34.71037281,2.538512187
2817,16.65077467,33.30154935,22.99478585,8.111679642
2818,7.741070693,15.48214139,41.75432811,3.431853966
2822,15.00773663,30.01547326,10.28582116,7.604907603
2823,0,0,42,3.166463958
2824,,,,
2825,1.028099176,2.056198352,16.010101,2.260189097
2826,6.63,13.26,36,3.169737566
2827,16.78131313,33.56262627,14.82154881,7.373633731
2828,9.451861024,18.90372205,41.60756124,3.504846522
2829,,,,
2830,4.338204762,8.676409525,26.54959117,2.223837261
2831,2.617859363,5.235718726,40.07342875,3.38611478
2832,4.156182087,8.312364174,7.551150268,2.504207346
2833,0.058493718,0.116987436,7.9790795,1.749955056
2835,9.4,18.8,15,3.318731853
2836,9.72,19.44,10,3.930813318
2837,23.63,47.26,5,6.615319389
2838,5.64,11.28,42,3.748658375
2839,6.63,13.26,36,3.169737566
2840,1.959320386,3.918640772,11.32366746,0.88171695
2841,,,,
2842,3.496322093,6.992644186,12.38965176,1.176273031
2852,6.029712086,12.05942417,38.66498525,2.296805543
2857,4.655269646,9.310539292,37.91156308,3.964272124
2858,6.63,13.26,36,3.169737566
2859,2.922086227,5.844172454,14.97218359,1.619988554
