"GEOID","TotPop","MaleP","FemP","Ovr16","Ovr16P","Ovr18","Ovr18P","Ovr21","Ovr21P","Ovr65","Ovr65P","SRatio","SRatio18","SRatio65","WhiteE","AsianE","PacIsE","HisE","AmIndE","TwoPlsE","OtherE","SomeCollege","EduNoHsP","EduHsP","BachelorsP","GradSclP"
"36033",47066,52.45,47.55,38628,82.07,37510,79.7,32719,69.52,8902,18.91,110.29,113.69,90.01,39692,323,0,1328,3248,1278,928,12.9,12.68,33.89,13.06,10.71
"36035",52787,50.03,49.97,43403,82.22,42152,79.85,36629,69.39,10746,20.36,100.1,97.83,84.26,47443,467,28,2190,0,3259,783,13.59,11.5,35.86,13.39,7.76
"36037",57943,50.39,49.61,47331,81.69,46101,79.56,40654,70.16,11369,19.62,101.56,100.05,88.67,51950,408,4,2743,223,3641,660,14.73,7.46,36.68,13.67,9.94
"36039",47554,51.57,48.43,40678,85.54,39780,83.65,35237,74.1,11149,23.44,106.5,106.55,89.96,40619,522,10,3135,80,3207,1008,13.31,11.2,32.73,17.08,11.85
"36041",5102,50.29,49.71,4524,88.67,4436,86.95,3963,77.68,1671,32.75,101.18,101.73,102.79,4694,20,0,101,1,285,53,13.47,10.69,30.96,14.17,12.72
"36043",59932,50.04,49.96,49201,82.09,47596,79.42,41692,69.57,12945,21.6,100.15,98.44,86.04,55543,392,94,1614,55,2753,511,15.92,8.3,34.02,13.09,9.53
"36045",116130,52.61,47.39,90886,78.26,88289,76.03,77155,66.44,16998,14.64,111,114.07,84.82,96742,2134,273,8481,482,8132,2565,18.57,8.7,32.08,15.22,10.46
"36047",2646306,47.63,52.37,2111038,79.77,2051269,77.51,1824162,68.93,396070,14.97,90.94,87.17,71.55,1038877,318636,1217,499799,15678,233946,270832,11.73,15.82,24.13,24.57,16.76
"36049",26618,50.66,49.34,21202,79.65,20468,76.9,18047,67.8,5287,19.86,102.7,102.16,92.6,25113,56,0,460,14,950,240,13.66,8.64,42.77,11.15,8.26
"36051",61588,49.91,50.09,51961,84.37,50507,82.01,42246,68.59,11990,19.47,99.65,97.8,86.56,55619,620,0,2759,84,3039,1055,14.03,7.42,31.34,16.75,13.85
"36053",67572,49.62,50.38,56538,83.67,55021,81.43,45509,67.35,13333,19.73,98.49,96.85,88.59,61737,703,0,1718,232,3173,636,13.46,6.72,33.8,14.84,13.17
"36055",754068,48.52,51.48,618289,81.99,599082,79.45,518109,68.71,137752,18.27,94.26,91.68,79.39,536553,28691,611,73524,1157,51654,25104,13.74,8.22,22.89,22.81,18.37
"36057",49461,49.7,50.3,39216,79.29,38038,76.91,33341,67.41,9376,18.96,98.8,95.91,87.86,41044,362,8,7495,146,3416,2945,15.56,11.48,35.41,11.36,9.16
"36059",1388138,49.18,50.82,1124579,81.01,1087999,78.38,943806,67.99,253288,18.25,96.76,94.2,79.97,824058,160088,295,256452,3170,124822,118042,12.34,7.85,21,26.49,22.22
"36061",1627788,47.75,52.25,1421588,87.33,1398269,85.9,1246796,76.59,289340,17.78,91.38,88.85,71.56,820395,201924,834,395429,7405,173347,196082,8.93,10.83,11.81,32.99,31.01
"36063",211341,49.1,50.9,174463,82.55,169105,80.02,147855,69.96,42613,20.16,96.47,94.81,83.98,177330,2543,53,8151,1139,13565,2779,15.32,7.97,32.43,16.09,11.07
"36065",229645,49.92,50.08,185603,80.82,180103,78.43,156321,68.07,44536,19.39,99.7,97.7,81.04,187061,9545,127,15588,364,14072,5658,15.33,11.07,30.09,15.91,11.84
"36067",471611,48.52,51.48,383092,81.23,372016,78.88,320087,67.87,85781,18.19,94.27,91.38,79.69,358131,18728,261,27105,2530,32714,8301,13.9,8.26,24.4,21.11,17.02
"36069",112405,49.26,50.74,93348,83.05,90503,80.52,78292,69.65,24191,21.52,97.08,95.01,84.07,100594,1514,0,6260,59,5818,1822,14.18,6.67,25.9,20.05,17.12
"36071",403840,49.9,50.1,312794,77.45,300100,74.31,254685,63.07,57945,14.35,99.6,97.52,82.65,259798,11475,171,93608,4390,43845,38076,15.95,10.32,28.02,18.16,14.08
"36073",39686,50.63,49.37,33053,83.29,32095,80.87,27911,70.33,7542,19,102.57,103.84,88.69,34742,266,0,2078,177,1800,869,14.36,13.27,41.15,10.83,6.67
"36075",117945,50.24,49.76,96411,81.74,93525,79.3,78461,66.52,20575,17.44,100.95,99.06,91.27,109406,918,63,3778,145,4856,1265,14.94,9.99,36.69,13.38,8.55
"36077",59738,48.61,51.39,51643,86.45,50629,84.75,40689,68.11,12700,21.26,94.59,92.58,89.24,53822,909,64,2576,111,2660,767,13.62,7.88,30.7,18.55,15.3
"36079",97988,50.52,49.48,81183,82.85,78808,80.43,68252,69.65,18321,18.7,102.1,100.14,86.85,75621,2303,24,18676,165,7513,9070,13.71,6.73,24.8,24.21,19.34
"36081",2330124,48.86,51.14,1919821,82.39,1869189,80.22,1642575,70.49,399780,17.16,95.53,92.88,76.42,660474,606946,1661,650071,16563,261657,377656,13.3,17.31,25.62,21.53,13.73
"36083",160341,49.83,50.17,133325,83.15,129499,80.76,111232,69.37,28650,17.87,99.33,97.61,82.14,130533,4977,11,9539,207,10287,3501,13.19,7.28,25.46,21.49,15.78
"36085",492734,48.96,51.04,398553,80.89,385391,78.21,335424,68.07,82903,16.83,95.91,93.23,78.64,309682,59608,154,96147,2588,45470,26276,14,11.46,29.41,21.43,14.35
"36087",338936,49.46,50.54,250002,73.76,239203,70.57,205804,60.72,52835,15.59,97.85,94.89,78.05,217500,20095,42,67951,1445,28421,34009,14.22,12.3,21.63,23.21,18.91
"36089",107796,51,49,88933,82.5,86108,79.88,71179,66.03,19814,18.38,104.08,103.31,89.81,99295,1108,5,2718,474,4036,760,14.1,10.89,33.77,12.66,11.98
"36091",237075,49.63,50.37,196661,82.95,191168,80.64,166187,70.1,45947,19.38,98.53,96.91,85.79,211669,6987,122,9059,536,11303,2568,12.2,5.77,24.39,24.42,19.35
"36093",159603,49.1,50.9,129211,80.96,125159,78.42,108439,67.94,28091,17.6,96.46,93.48,79.12,112082,7797,54,12855,616,15031,6750,15.1,8.16,26.29,19.36,15.7
"36095",29979,50.22,49.78,25333,84.5,24734,82.5,20964,69.93,6984,23.3,100.86,98.63,95.9,27002,277,40,1165,41,1602,540,14.41,8.02,34.59,13.46,11.55
"36097",17749,50.19,49.81,14822,83.51,14375,80.99,12621,71.11,3995,22.51,100.76,100.09,92.53,16600,119,0,350,27,748,65,15,9.21,33.42,11.86,13.51
"36099",33125,51.72,48.28,27062,81.7,26346,79.54,23221,70.1,6882,20.78,107.12,107.02,89.8,29619,227,4,1360,22,1504,489,13.13,15.39,32.23,14.99,9.15
"36101",93034,50.11,49.89,75257,80.89,72934,78.39,64151,68.95,18895,20.31,100.44,98.44,88.2,85865,1481,0,1754,93,3304,754,13.93,8.21,34.93,13.15,12.87
"36103",1525680,49.59,50.41,1247838,81.79,1206356,79.07,1038833,68.09,266533,17.47,98.36,96.57,80.73,1051038,65731,268,338930,6033,154595,134856,13.96,9.52,24.82,21.46,18.4
"36105",79147,51.79,48.21,63961,80.81,62200,78.59,53942,68.15,15058,19.03,107.44,107.89,96.5,56634,1584,11,14544,442,7894,5664,14.91,12.35,29.81,16.99,12.69
"36107",48106,50.11,49.89,39428,81.96,38265,79.54,33606,69.86,10203,21.21,100.43,99.16,91.35,45044,465,4,1117,5,1350,702,13.72,8.01,35.87,15.25,10.35
"36109",102879,49,51,89666,87.16,87891,85.43,68183,66.27,16494,16.03,96.07,93.71,85.03,78993,9811,31,6683,155,6949,2835,10.74,4.12,16.32,25.16,34.09
"36111",182109,49.82,50.18,154561,84.87,150473,82.63,131093,71.99,37807,20.76,99.27,97.99,85.05,139093,3761,40,21562,894,18796,8340,14.16,8.25,27.97,20.17,16.88
"36113",65560,49.68,50.32,55492,84.64,53954,82.3,47660,72.7,15454,23.57,98.72,97.12,89.97,61144,508,0,1865,28,2672,384,14,8.12,28.03,18.74,15.87
"36115",60883,51.39,48.61,51012,83.79,49580,81.43,43346,71.2,12718,20.89,105.71,104.31,92.03,55130,376,20,1790,44,2585,1224,14.32,9.68,39.87,12.48,8.75
"36117",91128,50.06,49.94,73968,81.17,71797,78.79,62709,68.81,18390,20.18,100.25,99.08,90.39,80916,788,37,4625,285,5127,1811,17.21,9.01,31.16,15.83,9.7
"36119",996888,48.75,51.25,808151,81.07,782149,78.46,672918,67.5,176628,17.72,95.12,91.89,76.12,545304,61001,158,269085,5191,112995,133034,11.03,10.65,17.92,26.03,26.48
"36121",39980,53.6,46.4,33375,83.48,32503,81.3,28837,72.13,7936,19.85,115.51,120.36,96.87,35866,252,0,1441,62,1122,1146,13.29,13.35,38.07,11.19,7.05
"36123",24637,49.05,50.95,19576,79.46,19011,77.16,16383,66.5,5392,21.89,96.26,94.84,94.24,23486,170,0,632,16,607,194,13.46,15.56,35.03,14.53,10.49
"37001",174286,47.9,52.1,139764,80.19,135505,77.75,114845,65.89,29514,16.93,91.95,88.13,75.66,109467,2905,51,25716,831,11673,14649,17.69,11.46,28.73,18.84,8.87
"37003",36440,51.45,48.55,30430,83.51,29301,80.41,25607,70.27,7500,20.58,105.99,106.97,87.03,31804,392,0,1950,331,1636,809,16.37,14.43,39.47,10.41,5
"37005",11075,49.4,50.6,9423,85.08,9237,83.4,8263,74.61,3292,29.72,97.63,94.28,84.74,10115,85,0,1269,21,665,25,18.38,16.88,29.71,14.81,8.02
"37007",21903,50.01,49.99,18094,82.61,17466,79.74,15397,70.3,4362,19.92,100.03,103.31,78.04,9924,339,6,799,82,866,340,14.52,17.58,43.26,8.2,2.69
"37009",26831,49.32,50.68,22974,85.62,22279,83.03,19885,74.11,7236,26.97,97.3,95.82,84.83,25215,100,0,1569,115,937,175,17.91,12.5,30.94,14.43,7.98
"37011",17643,54.59,45.41,15412,87.35,15073,85.43,12897,73.1,4059,23.01,120.23,120.5,92.37,15592,78,21,1005,42,659,509,18.82,13.62,32.05,13.67,8.2
"37013",44597,47.53,52.47,37036,83.05,35948,80.61,32198,72.2,11130,24.96,90.57,89.51,84.27,30698,135,7,3482,41,2561,974,19.74,11.92,31.7,13.07,7.51
"37015",17482,51.77,48.23,15026,85.95,14619,83.62,13071,74.77,4245,24.28,107.33,107.77,75.27,6063,136,1,379,88,490,206,16.88,18.03,35.63,11.07,6.78
"37017",29591,48.29,51.71,24145,81.6,23485,79.37,20375,68.86,6858,23.18,93.38,89.39,81.43,16248,61,0,2650,960,726,1668,17.87,11.44,33.44,14.6,5.97
"37019",145889,48.14,51.86,127378,87.31,124942,85.64,113503,77.8,48517,33.26,92.84,90.43,90.74,120123,908,44,8037,506,9107,3393,18.3,6.67,26.22,21.08,12.14
"37021",271790,48.32,51.68,228572,84.1,222651,81.92,195569,71.96,56572,20.81,93.5,90.39,78.59,225935,3144,95,22443,565,21549,5800,14.69,7.7,22.69,26.47,18.15
"37023",87863,50.01,49.99,73611,83.78,71558,81.44,62411,71.03,18659,21.24,100.04,99.46,83.36,71266,2953,38,7229,889,3508,3889,16.56,14.88,33.1,12.83,7.34
"37025",231262,49.06,50.94,179891,77.79,172577,74.62,148073,64.03,30979,13.4,96.3,92.53,78.19,143046,12408,69,28603,358,18759,12968,15.9,8.19,24.86,23.91,13.75
"37027",80618,49.85,50.15,66493,82.48,64579,80.1,55995,69.46,17060,21.16,99.41,97.16,86.57,69846,403,81,5160,72,3826,3071,18.5,17.22,31.68,12.96,5.62
"37029",10743,49.4,50.6,8301,77.27,8135,75.72,7162,66.67,1714,15.95,97.63,96.17,79.29,8536,77,25,419,29,901,284,20.4,7.02,30.88,18.42,7.34
"37031",68652,48.93,51.07,58516,85.24,56945,82.95,50406,73.42,18051,26.29,95.82,93.91,87.27,59550,603,15,3230,188,3871,1427,21.15,7.3,23.61,20.22,12.12
"37033",22689,51.99,48.01,19131,84.32,18533,81.68,16137,71.12,5096,22.46,108.31,105.4,79.88,13671,97,0,1102,19,1339,425,16.66,16.35,35.77,10.49,5.55
"37035",162051,49.17,50.83,131295,81.02,126620,78.14,109362,67.49,29857,18.42,96.73,94.52,80.21,122846,6703,65,17954,772,11841,6849,17.82,12.5,28.82,17.67,7.27
"37037",78319,48.39,51.61,64847,82.8,62905,80.32,55324,70.64,19531,24.94,93.75,91,81.33,56808,1592,0,10520,99,5761,5821,11.88,9.61,18.04,25.18,22.82
"37039",29197,49.31,50.69,25139,86.1,24498,83.91,21806,74.69,9128,31.26,97.28,94.25,91.2,26633,156,5,1019,470,1226,258,19.58,8.57,32.26,16.09,8.11
"37041",13814,49.02,50.98,11394,82.48,11119,80.49,9896,71.64,3770,27.29,96.17,91.51,88.97,8319,10,0,534,14,502,376,14.38,12.62,35.11,14.21,10.31
"37043",11391,48.61,51.39,9863,86.59,9543,83.78,8444,74.13,3679,32.3,94.58,91.14,88.57,10606,88,0,449,103,221,169,15.79,10.06,24.9,21.26,10.15
"37045",100170,48.22,51.78,80339,80.2,77804,77.67,66801,66.69,18774,18.74,93.13,90.99,79.12,72654,1023,67,4426,251,5693,2076,15.52,12.54,33.82,13.46,7.61
"37047",50453,49.31,50.69,41313,81.88,40011,79.3,34654,68.69,10310,20.43,97.26,99.98,77.82,30351,213,22,2766,1566,2290,1539,19.19,13.49,36.67,10.14,4.92
"37049",101074,49.82,50.18,81387,80.52,79176,78.33,69681,68.94,20675,20.46,99.28,98.79,82.24,68095,2772,180,7523,348,6892,2294,22.17,8.23,26.62,15.61,10.42
"37051",336749,49.66,50.34,260810,77.45,252133,74.87,219308,65.13,42744,12.69,98.63,98.08,73.77,147878,8900,1235,41644,4106,34513,14380,23.2,7.4,26.45,17.4,9.79
"37053",29612,50.38,49.62,23723,80.11,23058,77.87,20008,67.57,5106,17.24,101.54,99.38,88.27,25360,300,0,1444,50,1701,692,17.2,6.1,33.36,20.47,8.82
"37055",37534,49.13,50.87,31686,84.42,30732,81.88,27315,72.77,9108,24.27,96.56,93.87,92.03,32757,197,22,2665,87,2020,1399,17.78,4.77,22.34,29.39,13.42
"37057",171063,49.17,50.83,138479,80.95,133783,78.21,115712,67.64,31840,18.61,96.74,94.06,82.55,135280,2608,25,14633,320,12778,4154,19.73,12.3,32.48,14.56,6.17
"37059",43526,49.1,50.9,35731,82.09,34376,78.98,30001,68.93,9470,21.76,96.48,91.87,82.57,36669,308,0,3493,175,3408,1232,17.93,9.27,31.73,18.02,8.75
"37061",49053,49.32,50.68,38785,79.07,37419,76.28,32693,66.65,9639,19.65,97.3,93.99,83.08,28190,299,58,11137,200,3243,5879,19.26,18.09,30.66,12.57,4.93
"37063",329405,48,52,269568,81.83,263055,79.86,228680,69.42,46239,14.04,92.31,89.28,74.63,149981,16950,164,50307,1687,28332,23406,12.33,9.29,16.28,27.64,25.91
"37065",48777,46.95,53.05,38996,79.95,37593,77.07,33156,67.97,9982,20.46,88.5,81.84,73.15,18459,123,55,2838,178,1695,995,17.82,15.61,38.07,11.71,5.02
"37067",386740,47.57,52.43,309270,79.97,298526,77.19,254746,65.87,64234,16.61,90.71,86.8,75.75,225043,9171,282,56553,1530,29868,22254,16.77,10.08,24.13,22.57,14.31
"37069",71962,49.76,50.24,57832,80.36,56218,78.12,48690,67.66,12276,17.06,99.03,99.11,82.98,45327,582,2,7637,269,4466,4242,20.17,12.34,29.32,16.87,7.52
"37071",231485,48.46,51.54,185485,80.13,179258,77.44,154740,66.85,37758,16.31,94.01,90.55,75.13,163004,3825,105,21518,684,15493,7693,18.18,11.95,28.99,18.23,7.74
"37073",10437,47.69,52.31,8593,82.33,8402,80.5,7232,69.29,2296,22,91.15,94.4,84.71,6624,0,0,219,47,444,68,21.96,10.39,40.61,5.65,5.14
"37075",8041,50.21,49.79,6785,84.38,6562,81.61,5678,70.61,1996,24.82,100.82,98.17,90.28,6854,90,0,236,719,159,163,18.19,15.24,36.74,11.28,5.47
"37077",61439,51.38,48.62,50452,82.12,48792,79.42,42535,69.23,10614,17.28,105.67,105.82,84.17,35065,364,210,6545,227,3811,3664,16.79,13.38,30.67,16.91,7.12
"37079",20421,57.49,42.51,16993,83.21,16557,81.08,14408,70.55,3460,16.94,135.24,141.89,79.46,10071,5,10,3077,132,2530,1103,18.51,22.16,33.44,8.74,3.48
"37081",542987,47.47,52.53,436025,80.3,422662,77.84,353974,65.19,84833,15.62,90.39,86.41,76.42,266751,28082,66,53188,1937,39491,21969,17.17,9.72,22.62,23.7,14.41
"37083",48219,48.62,51.38,39315,81.53,37968,78.74,33485,69.44,10426,21.62,94.63,91.81,74.73,17937,446,24,1558,1424,2574,776,17.37,19.09,36.35,10.24,5.22
"37085",136503,49.6,50.4,104990,76.91,101512,74.37,87876,64.38,18300,13.41,98.41,95.77,77.58,85935,1616,306,19970,1641,10612,8016,19.56,11.34,28.96,15.86,8.06
"37087",62432,48.8,51.2,52795,84.56,51297,82.16,45492,72.87,15827,25.35,95.32,91.82,83.67,57353,255,0,2953,361,3271,568,18.24,8.4,27.54,17.94,11.47
"37089",117387,48.38,51.62,97888,83.39,95109,81.02,84889,72.32,30552,26.03,93.74,90.82,81.58,98766,1520,143,15034,679,6977,5460,18.26,8.88,24.63,22.28,12.78
"37091",20492,49.04,50.96,17073,83.32,16614,81.08,14289,69.73,4366,21.31,96.25,94.22,72.71,7206,212,22,1328,401,620,395,18.59,15.28,34.78,10.37,6.37
"37093",53102,49.35,50.65,39870,75.08,38670,72.82,33774,63.6,6054,11.4,97.44,93.95,84.4,21680,764,7,8106,3803,4891,4160,20.81,11.14,28.96,14.72,6.59
"37095",4625,54.55,45.45,4085,88.32,3780,81.73,3407,73.66,1054,22.79,120.03,107.43,86.55,2808,0,0,358,53,583,27,16.28,13.17,40.45,10.07,3.65
"37097",191800,49.54,50.46,153795,80.19,148652,77.5,127602,66.53,31545,16.45,98.17,95.98,83.36,144865,4888,11,17001,430,11741,7662,16.86,8.79,27.12,22.67,10.66
"37099",43089,49.33,50.67,36848,85.52,35903,83.32,29078,67.48,8799,20.42,97.35,95.01,82.55,34250,508,3,3310,3119,2994,1194,15.96,10.22,29.76,17.33,12.68
"37101",226623,49.33,50.67,176331,77.81,169671,74.87,145243,64.09,30615,13.51,97.36,95.22,79.18,151028,1785,116,36811,1604,16240,18230,17.3,10.52,27.51,19.95,7.68
"37103",9245,49.5,50.5,7749,83.82,7545,81.61,6663,72.07,2202,23.82,98.01,94.54,83.19,5857,67,0,441,55,690,53,17.94,13.54,37.88,14.21,3.64
"37105",64565,49.26,50.74,50932,78.88,49143,76.11,42414,65.69,10897,16.88,97.08,94.71,80.38,42408,793,0,13590,86,6081,3202,20.96,14.86,26.87,14.81,6.8
"37107",54917,47.72,52.28,44119,80.34,42457,77.31,37290,67.9,11576,21.08,91.28,87.48,73.58,27779,440,59,4620,151,2596,2093,18.23,17.52,32.69,10.27,5.54
"37109",90359,49.73,50.27,73732,81.6,71590,79.23,62274,68.92,17168,19,98.94,97,86.93,76579,705,5,7065,174,5271,2354,18,10.01,29.29,19.41,7.62
"37111",44679,50.23,49.77,36835,82.44,35861,80.26,31393,70.26,9257,20.72,100.92,97.32,83.85,39523,483,0,3028,197,1809,937,16.71,13.88,35.02,12.19,5.37
"37113",37533,49.19,50.81,31622,84.25,30756,81.94,27827,74.14,10832,28.86,96.81,93.24,86.02,33271,348,0,3634,108,1520,1840,20.33,9.96,30.62,15.72,8.84
"37115",21640,49.66,50.34,18545,85.7,17846,82.47,15251,70.48,5005,23.13,98.66,96.57,83.4,19915,94,20,759,16,1167,205,14.98,9.15,33,21.13,10.34
"37117",21773,46.28,53.72,17874,82.09,17351,79.69,15373,70.61,5444,25,86.14,83.84,78.37,11239,124,24,939,15,1138,299,20.15,16.69,31.33,10.99,4.16
"37119",1130906,48.33,51.67,898405,79.44,870043,76.93,755280,66.79,132281,11.7,93.52,90.43,74.22,526435,69579,434,174580,4355,97368,88166,15.07,9.21,16.4,31.27,17.33
"37121",14973,49.26,50.74,12625,84.32,12295,82.11,10758,71.85,3812,25.46,97.07,95.94,81.18,13794,63,0,790,53,575,370,21.23,10.29,29.74,13.51,9.58
"37123",25874,49.14,50.86,21175,81.84,20481,79.16,17986,69.51,5645,21.82,96.61,97.13,87.6,17289,404,0,4000,296,2122,1445,15.72,16.04,33.59,12.8,6.51
"37125",102840,48.91,51.09,82911,80.62,80465,78.24,71825,69.84,24731,24.05,95.74,91.95,81.41,80209,1318,151,7799,497,7223,3544,16.21,7.27,19.97,24.44,16.48
"37127",95451,48.22,51.78,76902,80.57,74362,77.91,65126,68.23,18090,18.95,93.11,90.51,77.75,46001,817,12,7578,622,4215,4997,16.55,13.6,33.21,14.67,7.06
"37129",231214,47.71,52.29,193627,83.74,189042,81.76,163335,70.64,43240,18.7,91.25,88.37,77.74,178985,3204,38,17675,487,13627,8813,16.23,6.44,18.02,29.06,15.71
"37131",17212,48.45,51.55,14478,84.12,14127,82.08,12618,73.31,4909,28.52,93.98,89.44,80.35,6827,21,0,398,41,743,129,15.69,15.46,33.75,11.58,7.46
"37133",208537,55.78,44.22,162454,77.9,157766,75.65,132539,63.56,20307,9.74,126.14,137.1,82.08,144394,3809,248,28739,1629,26791,5509,22.77,6.77,29.85,17.89,8.16
"37135",147292,47.82,52.18,122761,83.35,118781,80.64,95130,64.59,23101,15.68,91.66,88.11,81.61,103797,11605,39,15540,677,10022,5557,10.61,6.78,12.64,27.53,34.29
"37137",12315,51.57,48.43,10826,87.91,10563,85.77,9231,74.96,3775,30.65,106.49,103.55,88.75,9184,74,2,567,20,624,125,20.11,9.97,31.26,13.9,11.48
"37139",40830,49.11,50.89,32906,80.59,32008,78.39,27807,68.1,7382,18.08,96.52,92.28,73.65,22691,504,113,2401,160,2331,670,20.38,10,28.35,17.78,9.08
"37141",63475,50.63,49.37,51050,80.43,49206,77.52,42622,67.15,11449,18.04,102.54,99.44,87.38,48080,437,41,5402,209,3432,3429,17.47,9.47,27.68,19.75,10.08
"37143",13146,48.28,51.72,11064,84.16,10677,81.22,9302,70.76,3732,28.39,93.35,93.95,90.51,9243,106,2,391,5,620,309,19.58,13.28,31.64,12.07,8.34
"37145",39275,48.22,51.78,32272,82.17,31142,79.29,26809,68.26,8250,21.01,93.14,91.21,76.4,25796,168,2,2303,233,2524,548,18.85,10.91,34.84,14.09,5.74
"37147",172279,47.01,52.99,139582,81.02,135229,78.49,113125,65.66,24612,14.29,88.72,84.69,75.51,91243,3077,73,13263,649,8049,8719,16.43,9.09,24.66,19.66,14.21
"37149",19689,47.56,52.44,16984,86.26,16623,84.43,14752,74.93,6312,32.06,90.69,88.51,77.4,17269,20,0,1075,46,1232,120,17.94,8.13,27.17,20.32,12.59
"37151",145322,49.74,50.26,116735,80.33,112758,77.59,96248,66.23,26369,18.15,98.95,95.91,82.52,116545,1610,8,19722,415,8704,9133,18.07,16.04,34.99,12.62,5.01
"37153",42818,48.53,51.47,34049,79.52,32707,76.39,28564,66.71,7646,17.86,94.28,93.29,77.94,24360,344,0,3222,899,1577,2039,21.35,15.82,30.6,10.28,5.91
"37155",116858,48.24,51.76,90302,77.27,87020,74.47,74203,63.5,18490,15.82,93.22,89.5,75.79,29029,954,44,12216,46281,4224,9093,16.08,21.12,34.91,9.58,4.98
"37157",91585,48.9,51.1,75368,82.29,72853,79.55,63921,69.79,19008,20.75,95.68,92.4,81.56,66525,185,138,6308,669,5568,2388,17.61,15.61,34.61,10.88,5.25
"37159",148487,49.65,50.35,119075,80.19,115387,77.71,99734,67.17,26006,17.51,98.6,96.41,82.36,105910,1458,120,16784,782,10077,6862,18.81,11.94,32.33,14.93,6.59
"37161",64850,48.63,51.37,53207,82.05,51712,79.74,44815,69.11,14334,22.1,94.65,92.26,81.44,53801,342,31,3533,153,3627,1656,19.92,13.4,31.08,13.31,7.37
"37163",59245,49.92,50.08,46618,78.69,44755,75.54,38759,65.42,10636,17.95,99.7,96.99,77.68,31539,289,0,12600,1288,2545,8816,17.31,15.71,35.75,11.39,4.43
"37165",34353,51.56,48.44,27382,79.71,26619,77.49,23079,67.18,6134,17.86,106.46,107.09,76.21,14094,348,0,1272,3919,2333,686,17.8,17.64,36.07,9.32,5.49
"37167",63557,50.12,49.88,51303,80.72,49754,78.28,43371,68.24,12102,19.04,100.48,98.99,84.57,51072,1210,213,3341,177,2221,1666,18.43,12.87,31.64,14.82,4.88
"37169",44889,49.1,50.9,37747,84.09,36522,81.36,31983,71.25,10099,22.5,96.46,95.58,81.8,40992,16,0,1621,88,1743,507,17.84,10.1,38.15,12.33,6.16
"37171",71407,48.74,51.26,58145,81.43,56306,78.85,48911,68.5,14719,20.61,95.07,94.29,80.18,61533,456,39,8674,152,4193,2354,19.36,17.35,28.52,13,6.41
"37173",14065,48.29,51.71,11323,80.5,10965,77.96,9611,68.33,2771,19.7,93.39,89.71,77.63,8601,56,10,718,4127,1026,33,17.84,12.85,35.15,12.28,8.99
"37175",33243,48.43,51.57,28584,85.99,27983,84.18,25056,75.37,10247,30.82,93.89,91.59,87.47,29675,180,0,1635,41,1785,260,17.97,6.17,23.85,23.93,14.71
"37177",3376,52.1,47.9,2832,83.89,2816,83.41,2574,76.24,862,25.53,108.78,115.65,85.38,1903,29,0,337,6,147,188,18.89,19.48,40.79,9.27,5.45
"37179",244975,49.67,50.33,190283,77.67,181266,73.99,150881,61.59,32401,13.23,98.68,95.56,81.47,174145,10002,58,31683,1086,17450,14837,16.03,9.56,22.85,25.61,13.42
"37181",42361,46.59,53.41,33372,78.78,32173,75.95,27978,66.05,7958,18.79,87.21,83.35,73.45,16307,272,0,3853,141,2604,2291,18.02,14.56,35.81,12.85,5.63
"37183",1151009,48.97,51.03,914290,79.43,881746,76.61,758522,65.9,144054,12.52,95.97,93.1,78.03,683568,93193,383,131104,3325,92986,55569,12.83,6.05,14.53,33.79,22.49
"37185",18751,49.26,50.74,15868,84.62,15360,81.92,13527,72.14,5047,26.92,97.09,98.98,80.96,7215,123,8,830,959,1072,548,14.51,13.27,39.08,12.84,6.21
"37187",10905,50.07,49.93,9213,84.48,8887,81.49,7573,69.45,2984,27.36,100.28,88.57,83.07,5082,11,0,426,5,373,23,21.42,14.44,36.1,8.48,3.7
"37189",54607,49.88,50.12,48742,89.26,47838,87.6,35486,64.98,9138,16.73,99.54,98.67,92.3,49334,664,0,3303,201,2512,702,13.75,7.56,20.75,25.8,21.86
"37191",117606,49.7,50.3,92966,79.05,89701,76.27,78043,66.36,19691,16.74,98.8,97.56,76.81,64683,1367,101,15495,180,12203,3093,18.98,13.59,30.41,14.71,6.62
"37193",65983,49.66,50.34,54290,82.28,52780,79.99,46094,69.86,14981,22.7,98.66,96.17,81.13,57561,385,79,4785,150,3533,1814,17.77,18.13,32.36,11.56,5.1
"37195",78648,47.72,52.28,62613,79.61,60542,76.98,53081,67.49,14938,18.99,91.29,86.57,78.36,36231,805,0,9354,176,4111,6436,17.45,15.58,34.24,12.31,7.96
"37197",37419,49.96,50.04,30560,81.67,29665,79.28,25746,68.8,7756,20.73,99.86,96.41,80.04,32254,29,0,4510,203,2218,1620,18.35,13.49,36.04,11.88,3.87
"37199",18676,49.48,50.52,15548,83.25,15232,81.56,13427,71.89,4946,26.48,97.92,92.86,84.48,17268,77,0,1051,46,709,467,16.36,11.89,35.13,15.12,7.87
"38001",2179,52.13,47.87,1749,80.27,1704,78.2,1438,65.99,613,28.13,108.92,103.05,83.53,1917,15,0,98,28,197,7,19.8,7.62,37.09,13.77,6.98
"38003",10794,50.46,49.54,8960,83.01,8662,80.25,7394,68.5,2456,22.75,101.87,100.95,86.06,9823,145,12,215,223,415,39,18.53,4.67,29.82,23.23,6.77
"38005",5861,51.56,48.44,4098,69.92,3879,66.18,3370,57.5,902,15.39,106.45,108.12,97.81,2519,39,7,98,2984,251,29,15.32,11.52,29.4,15.38,6.73
