"GEOID","TotPop","MaleP","FemP","Ovr16","Ovr16P","Ovr18","Ovr18P","Ovr21","Ovr21P","Ovr65","Ovr65P","SRatio","SRatio18","SRatio65","WhiteE","AsianE","PacIsE","HisE","AmIndE","TwoPlsE","OtherE","SomeCollege","EduNoHsP","EduHsP","BachelorsP","GradSclP"
"13177",33337,50.15,49.85,25983,77.94,24710,74.12,21363,64.08,4577,13.73,100.58,98.22,86.36,22706,780,37,1077,0,1742,287,17.66,8.44,26.66,18.16,15.35
"13179",66826,51.56,48.44,49840,74.58,48332,72.33,41973,62.81,6558,9.81,106.46,108.46,81.46,26550,1191,295,8298,310,7686,2140,24.76,7.98,31.74,13.5,6.38
"13181",7773,48.6,51.4,6492,83.52,6297,81.01,5497,70.72,1962,25.24,94.57,90.22,90.3,5334,8,0,103,0,265,45,15.42,13.15,43.03,9.64,6.5
"13183",17512,50.3,49.7,13249,75.66,12655,72.26,10945,62.5,1610,9.19,101.22,96.81,80.49,9747,27,81,2232,25,1645,1433,16.61,14.16,45.11,7.98,4.84
"13185",119055,48.35,51.65,93057,78.16,89773,75.4,75699,63.58,15466,12.99,93.61,90.87,77.4,62733,2304,149,8169,459,6374,2816,17.95,10.18,31.18,16.51,10.62
"13187",33931,49.37,50.63,28850,85.03,28122,82.88,22448,66.16,6181,18.22,97.5,94.78,83.41,30747,306,50,1916,125,1609,471,17.04,10.91,30.48,18.84,12.66
"13189",21687,49.26,50.74,16947,78.14,16263,74.99,14025,64.67,4004,18.46,97.08,81.86,72.07,11932,96,0,777,0,495,253,15.24,14.44,40.41,11.22,6.62
"13191",11187,50.29,49.71,9619,85.98,9489,84.82,8434,75.39,3279,29.31,101.17,89.5,84.52,7076,36,0,282,15,727,0,17.51,18.42,33.64,12.44,6.2
"13193",11953,54.68,45.32,10004,83.69,9705,81.19,8550,71.53,2187,18.3,120.66,132.57,89.51,3999,188,0,524,21,275,408,16.06,23.78,39.42,7.56,3.44
"13195",30914,48.52,51.48,24588,79.54,23690,76.63,20539,66.44,5595,18.1,94.27,92.85,91.68,24550,600,0,2127,45,1774,1092,17.2,18.07,33.69,9.91,10.27
"13197",7474,47.98,52.02,6091,81.5,5957,79.7,5359,71.7,1589,21.26,92.23,94.53,87.38,4420,60,0,588,52,356,431,16.54,23.8,33.91,10.4,3.22
"13199",20757,47.45,52.55,16802,80.95,16274,78.4,14415,69.45,4333,20.87,90.31,89.06,80.17,11987,62,10,569,18,619,135,17.22,17.76,43.19,7.91,5.13
"13201",5873,47.11,52.89,4628,78.8,4531,77.15,3981,67.78,1283,21.85,89.09,86.38,76.24,3854,39,43,183,43,259,31,16.89,16.4,28.17,13.64,8.27
"13205",21441,51.15,48.85,17020,79.38,16538,77.13,14622,68.2,3877,18.08,104.71,103.23,75.03,10124,4,0,1072,68,782,601,20.98,15.51,37.11,6.54,6.32
"13207",28919,50.2,49.8,23623,81.69,22852,79.02,20019,69.22,5447,18.84,100.78,99.39,85.21,21226,313,0,782,98,824,208,15.6,9.2,35.28,15.28,13.4
"13209",8675,51.56,48.44,7071,81.51,6898,79.52,5695,65.65,1512,17.43,106.45,104.42,81.73,5867,53,0,618,14,401,349,14.51,14.72,37.32,10.76,9.47
"13211",20614,49.48,50.52,16711,81.07,16005,77.64,14179,68.78,4185,20.3,97.93,92.87,81.64,15139,105,0,739,0,684,214,11.63,8.71,38.84,18.8,11.34
"13213",40282,50.12,49.88,31927,79.26,30663,76.12,26256,65.18,5997,14.89,100.5,97.4,82.11,35156,151,136,6287,337,2700,1556,17.97,21.34,35.07,8.78,4.89
"13215",204383,48.2,51.8,158579,77.59,153256,74.98,134414,65.77,29370,14.37,93.05,88.98,71.04,80261,5323,341,16884,370,15340,7257,18.9,11.04,26.79,17.59,12.15
"13217",115530,46.63,53.37,89265,77.27,85961,74.41,72938,63.13,15331,13.27,87.37,84.76,73.11,48471,1630,0,7813,89,8058,2477,20.91,10.48,31.71,14.26,9.31
"13219",42788,49.46,50.54,33175,77.53,31575,73.79,26590,62.14,6909,16.15,97.85,94.76,88.62,35795,1812,383,2466,273,2549,551,16.65,3.76,15.87,27.56,27.3
"13221",15221,50.39,49.61,12237,80.4,11935,78.41,10238,67.26,2886,18.96,101.58,95.77,85.24,11440,141,10,966,20,677,512,15.65,12.43,36.11,14.97,9.58
"13223",174292,48.96,51.04,135264,77.61,129492,74.3,110393,63.34,19909,11.42,95.92,92.96,77.44,115162,2391,149,14256,546,13598,4134,20.59,8.62,29.06,18.3,9.12
"13225",28269,49.09,50.91,22939,81.15,22250,78.71,18504,65.46,4629,16.37,96.41,91.66,73.18,13219,135,93,2585,148,1639,795,14.88,12.33,32.04,12.15,12.17
"13227",34197,49.64,50.36,28545,83.47,27693,80.98,24286,71.02,7660,22.4,98.58,95.08,88.76,31843,158,22,1294,54,1656,294,17.59,10.09,34.35,17.02,7.86
"13229",19996,50.93,49.07,15660,78.32,15047,75.25,12452,62.27,3392,16.96,103.79,99.3,89.07,16928,0,0,1035,50,998,55,15.54,13.26,41.08,8.8,9.45
"13231",19540,48.7,51.3,15499,79.32,14945,76.48,12667,64.83,3121,15.97,94.93,92.07,81.24,17145,117,0,412,5,484,124,18.32,9.98,37.59,13.58,7.83
"13233",43365,49.2,50.8,33512,77.28,32371,74.65,28004,64.58,6727,15.51,96.85,94.07,79.67,32749,444,0,5843,208,3044,1741,15.73,17.88,40.41,8.84,5.63
"13235",9893,42.97,57.03,8399,84.9,8082,81.69,7376,74.56,2292,23.17,75.35,62.76,87.56,5740,127,0,641,7,656,80,19.91,19.89,35.08,7.2,4.81
"13237",22524,49.24,50.76,18856,83.72,18107,80.39,15909,70.63,5515,24.48,97.01,96.34,90.83,15052,159,77,1568,0,986,493,18.83,12.14,29.66,18.07,10.21
"13239",2092,55.35,44.65,1906,91.11,1890,90.34,1594,76.2,698,33.37,123.98,119.8,105.29,1012,0,0,25,0,36,0,9.71,17.78,49.21,5.08,3.87
"13241",17107,48.82,51.18,14641,85.58,14317,83.69,12910,75.47,4867,28.45,95.37,93,93.37,15134,136,0,1481,10,1208,463,17.22,9.86,29.32,17.19,12.74
"13243",6270,44.72,55.28,4702,74.99,4597,73.32,4208,67.11,1315,20.97,80.9,84.32,81.88,1718,9,0,223,0,226,71,20.08,16.64,31.63,9.17,5.84
"13245",206040,48.39,51.61,163638,79.42,158585,76.97,137391,66.68,30664,14.88,93.77,90.31,73.83,68749,3687,372,11627,251,12304,5171,17.82,12.15,31.84,14.67,9.39
"13247",94293,47.08,52.92,74965,79.5,71713,76.05,61422,65.14,14552,15.43,88.98,85.11,76.09,26640,1655,115,9994,190,7371,3898,19.12,10,28.2,17.56,11.55
"13249",4539,48.56,51.44,3637,80.13,3453,76.07,2842,62.61,704,15.51,94.39,80.65,55.07,3554,0,0,96,4,185,17,18.91,15.23,33.09,10.8,8.24
"13251",14057,47.68,52.32,11360,80.81,11113,79.06,9866,70.19,2846,20.25,91.12,90.83,82.09,7865,0,0,348,3,610,10,17.88,15.38,40.46,7.8,6.95
"13253",9117,48.1,51.9,7521,82.49,7291,79.97,6425,70.47,2273,24.93,92.67,85.45,73.64,5755,38,0,267,7,250,15,19.07,10.66,41.54,10.51,5.3
"13255",68215,47.62,52.38,54196,79.45,52259,76.61,45709,67.01,12797,18.76,90.9,86.93,76.73,38826,496,33,3943,116,3495,1100,13.88,14.63,40.65,11.04,6.83
"13257",26842,47.6,52.4,21692,80.81,20904,77.88,18043,67.22,5514,20.54,90.86,91.74,80.37,21823,279,49,987,91,1049,694,19.38,16.18,40.87,9.32,5.56
"13259",4978,66.05,33.95,4479,89.98,4387,88.13,4030,80.96,785,15.77,194.56,212.91,74.44,1366,85,0,538,18,128,367,14.07,27.13,38.95,8.06,4.27
"13261",29174,46.45,53.55,23025,78.92,22605,77.48,18783,64.38,5036,17.26,86.74,86.88,76.02,12088,393,48,1799,54,1761,296,15.99,15.7,35.74,12,9.28
"13263",5753,47.91,52.09,4910,85.35,4814,83.68,4263,74.1,1547,26.89,91.96,89.32,83.29,2340,0,0,65,2,165,70,12.85,17.1,41.89,8.48,6.56
"13265",1740,46.44,53.56,1461,83.97,1426,81.95,1215,69.83,471,27.07,86.7,91.21,67.62,725,1,4,101,0,98,135,21.47,16.51,44.42,5.12,4.81
"13267",24215,58.19,41.81,19896,82.16,19322,79.79,16840,69.54,3691,15.24,139.16,141.66,82.45,14086,117,0,2552,67,1060,2221,16.61,19.24,39.62,8.11,6.54
"13269",7786,47.6,52.4,6400,82.2,6230,80.02,5454,70.05,1673,21.49,90.83,86.38,73.37,4559,54,0,61,6,148,5,12.05,22.27,38.05,11.2,6.94
"13271",12174,57.45,42.55,9652,79.28,9396,77.18,8208,67.42,2181,17.92,135.02,128.45,80.55,6303,19,0,1884,40,973,363,13.67,21.53,46.52,5.6,4.48
"13273",8941,49.65,50.35,7000,78.29,6905,77.23,6004,67.15,1819,20.34,98.6,92.89,76.43,3252,108,1,219,0,63,165,21.57,22.17,35.68,6.72,4.81
"13275",45696,47.37,52.63,35967,78.71,34803,76.16,30551,66.86,8487,18.57,90.02,85.17,77.4,26633,395,16,1730,150,1604,521,16.5,11.98,32.92,15.23,8.4
"13277",41322,48.43,51.57,32200,77.92,30947,74.89,26499,64.13,6404,15.5,93.91,89.44,74.69,23623,464,1,5334,303,3669,1266,15.08,14.33,33.89,9.97,10.22
"13279",26943,48.26,51.74,20567,76.34,19819,73.56,17106,63.49,4585,17.02,93.29,84.81,68.81,17052,229,0,3154,105,2129,1029,19.11,16.07,35.7,11.3,8.17
"13281",12739,48.79,51.21,11345,89.06,11144,87.48,9705,76.18,4626,36.31,95.26,94.37,87.9,11916,5,5,419,32,514,54,18.49,6.98,26.06,17.8,15.04
"13283",6387,51.5,48.5,5131,80.34,4902,76.75,4280,67.01,1182,18.51,106.17,98.77,60.6,4117,0,0,39,5,263,2,8.77,25.24,44.3,10.3,2.53
"13285",69821,47.75,52.25,54472,78.02,52667,75.43,45775,65.56,10875,15.58,91.41,86.94,74.22,38943,1678,5,3077,75,1644,1990,16.18,12.1,35.77,12.71,9.77
"13287",8915,46.49,53.51,6858,76.93,6646,74.55,5816,65.24,1720,19.29,86.9,87.85,70.47,4983,0,0,415,13,298,265,20.3,19.37,37.36,8.07,3.01
"13289",7869,50.12,49.88,6617,84.09,6375,81.01,5646,71.75,1891,24.03,100.48,97.08,86.12,4362,55,0,61,27,165,65,16.23,22.17,42.46,6.86,4.05
"13291",25598,49.59,50.41,22200,86.73,21678,84.69,19569,76.45,8673,33.88,98.37,97.19,90.99,23925,44,0,920,74,1069,261,17.22,11.15,32.11,16.36,9.36
"13293",27856,47.68,52.32,22140,79.48,21430,76.93,18809,67.52,5116,18.37,91.15,86.24,76.78,18851,105,18,702,73,1190,237,16.78,14.49,40.22,9.81,5.02
"13295",68449,49.79,50.21,55378,80.9,53801,78.6,46918,68.54,13066,19.09,99.15,94.35,78.11,61967,411,14,1855,117,2492,454,19.19,14.73,35.47,12.42,7.66
"13297",100361,48.92,51.08,79247,78.96,76105,75.83,65146,64.91,16091,16.03,95.77,92.2,81.94,72390,1391,55,6110,158,4310,2257,18.21,12.73,32.57,15.92,9
"13299",35958,50.18,49.82,27881,77.54,27007,75.11,23664,65.81,6141,17.08,100.71,97.25,73.43,22336,430,19,1711,111,1783,531,18.23,18.47,39.52,10.32,4.69
"13301",5175,46.57,53.43,4196,81.08,4128,79.77,3727,72.02,1195,23.09,87.16,90.75,77.3,2041,17,0,57,0,136,0,18.88,22.17,37.91,9.28,3.4
"13303",19893,51.46,48.54,16165,81.26,15598,78.41,13577,68.25,3622,18.21,106,106.21,73.88,8413,108,0,393,41,829,240,14.08,15.28,44.19,12.26,5.21
"13305",30519,49.81,50.19,23998,78.63,23093,75.67,20018,65.59,4968,16.28,99.25,101.81,81.51,21987,320,11,1857,23,1146,956,16.36,13.7,44.26,8.44,5.57
"13307",2348,51.83,48.17,2031,86.5,2020,86.03,1723,73.38,457,19.46,107.6,122.57,86.53,1080,0,0,166,0,117,0,21.98,15.91,35.28,8.5,2.83
"13309",7434,65.16,34.84,6470,87.03,6255,84.14,5322,71.59,1096,14.74,187.03,199.6,84.2,4385,0,0,315,10,89,91,13.05,23.3,44.7,10.93,1.28
"13311",28454,49.29,50.71,23695,83.27,22964,80.71,20045,70.45,6520,22.91,97.19,93.17,88.55,25797,188,0,992,35,1251,600,18.16,15.6,30.87,13.24,11.03
"13313",103118,50.03,49.97,80065,77.64,77067,74.74,65905,63.91,15153,14.69,100.11,98.88,84.46,71835,1525,23,37703,1752,9976,14499,17.72,24.61,31,10.95,8.4
"13315",8784,60.2,39.8,7306,83.17,7144,81.33,6266,71.33,1709,19.46,151.26,160.84,85.16,5383,0,1,322,4,326,127,16.48,21.11,38.97,7.22,6.86
"13317",9553,48.59,51.41,7733,80.95,7584,79.39,6800,71.18,2265,23.71,94.52,87.82,78.49,4971,0,0,443,21,394,251,14.8,17.98,41.55,11.91,3.84
"13319",8795,47.96,52.04,7132,81.09,6892,78.36,5970,67.88,1771,20.14,92.16,90.31,75,4873,1,0,277,1,270,289,16.42,10.38,47.01,7.85,4.84
"13321",20575,47.36,52.64,16410,79.76,15990,77.72,13785,67,4128,20.06,89.96,91.59,78.16,13907,153,2,463,114,1195,223,16.82,13.5,44.79,7.85,3.44
"15001",203684,49.73,50.27,165882,81.44,161231,79.16,143803,70.6,47167,23.16,98.91,96.77,94.76,63413,43216,24611,23451,691,66268,3886,17.66,6.91,29.64,19.01,11.9
"15003",1003666,50.55,49.45,816807,81.38,795216,79.23,702780,70.02,191464,19.08,102.23,101.22,81.4,188777,427206,99676,93725,2425,245032,16123,16.23,7.11,25.22,23.72,14.01
"15005",43,67.44,32.56,43,100,43,100,43,100,11,25.58,207.14,207.14,37.5,11,14,8,4,5,5,0,11.63,25.58,25.58,16.28,16.28
"15007",73610,49.86,50.14,59420,80.72,57881,78.63,50792,69,16018,21.76,99.43,96.6,89.05,22151,21800,7538,7720,137,20431,1087,18.16,7.28,29.61,20.75,9.48
"15009",164632,49.87,50.13,133514,81.1,129792,78.84,114404,69.49,32982,20.03,99.49,96.4,91.04,51004,46571,17197,17325,577,44797,3238,18.7,7.21,30.11,19.95,10.12
"16001",508052,50.38,49.62,407863,80.28,393981,77.55,341784,67.27,79976,15.74,101.55,100.14,86.56,430629,12871,890,48291,3211,39743,14198,19.29,4.93,19.58,28.55,15.36
"16003",4599,51.29,48.71,3857,83.87,3811,82.87,3426,74.49,1397,30.38,105.31,111.62,114.26,4212,0,0,210,48,299,29,22.14,7.1,35.23,13.48,7.83
"16005",88457,50.2,49.8,68618,77.57,65948,74.55,57480,64.98,13244,14.97,100.79,99.09,90.31,74579,1401,267,8481,2304,5603,3472,22.71,6.25,25.68,19.54,10.66
"16007",6552,50.76,49.24,5001,76.33,4776,72.89,4199,64.09,1368,20.88,103.1,100,95.99,6183,17,0,244,101,138,95,20.05,7,36.41,13.97,6.36
"16009",9913,51.27,48.73,8052,81.23,7724,77.92,6879,69.39,2325,23.45,105.2,103.35,100.78,8423,4,20,355,868,487,38,16.45,15.57,32.86,13.08,6.72
"16011",48993,50.21,49.79,36318,74.13,34423,70.26,30331,61.91,7258,14.81,100.83,99.73,95.58,38751,201,25,8619,2624,4006,3253,22.49,10.8,31.97,14.9,5.88
"16013",24579,52.57,47.43,20423,83.09,19764,80.41,17379,70.71,5366,21.83,110.82,103.53,94.21,19732,127,1,5221,278,1861,2463,16.1,8.82,21.68,33.07,12.46
"16015",8045,50.78,49.22,6999,87,6809,84.64,5958,74.06,2197,27.31,103.16,105.81,119.92,7032,123,0,383,89,622,162,19.74,4.42,27.58,20.33,9.62
"16017",49456,50.02,49.98,41034,82.97,39752,80.38,35299,71.37,12932,26.15,100.1,98.81,96.98,45000,305,22,1804,263,2989,748,20.9,8.38,29.07,18.91,10.02
"16019",127056,50.14,49.86,93001,73.2,88696,69.81,78074,61.45,17345,13.65,100.58,99.53,87.47,108446,1173,195,17992,742,9187,6632,20.11,7.94,24.42,22.21,10
"16021",12695,51.15,48.85,10003,78.79,9733,76.67,8526,67.16,2990,23.55,104.69,105.16,108.36,11271,215,7,706,202,556,350,21.07,12.77,32.56,11.83,7.74
"16023",2654,51.02,48.98,2049,77.2,1949,73.44,1734,65.34,528,19.89,104.15,102.59,93.41,2449,0,8,206,1,174,22,19.85,12.41,28.31,10.04,3.78
"16025",1155,46.93,53.07,817,70.74,772,66.84,686,59.39,172,14.89,88.42,94.41,112.35,902,0,0,164,26,166,61,18.72,13.98,28.22,18.45,8.96
"16027",242405,49.85,50.15,184013,75.91,176576,72.84,152639,62.97,34795,14.35,99.39,96.95,87.12,180189,2064,676,62458,2286,27733,27868,21.07,12.28,29.99,16.18,6.65
"16029",7118,51.53,48.47,5440,76.43,5162,72.52,4543,63.82,1277,17.94,106.32,107.17,85.07,6540,3,0,399,12,264,299,26.62,9.45,35.55,9.74,5.79
"16031",25165,51.37,48.63,18362,72.97,17307,68.77,14930,59.33,3450,13.71,105.65,104.98,84.2,18194,74,4,7408,254,3243,3375,23.87,14.62,27.11,13.93,6.97
"16033",776,53.22,46.78,584,75.26,552,71.13,440,56.7,102,13.14,113.77,118.93,142.86,521,0,0,238,1,53,201,21.94,24.26,30.17,13.71,3.59
"16035",8921,55.09,44.91,7675,86.03,7556,84.7,6735,75.5,2544,28.52,122.69,123.97,106.33,8020,87,1,379,119,527,149,21.76,8.89,35.81,13.26,6.19
"16037",4411,52.07,47.93,3986,90.36,3920,88.87,3547,80.41,1594,36.14,108.66,107.83,124.51,3967,117,0,131,19,253,43,23.84,6.39,28.8,21.32,3.87
"16039",29046,53.34,46.66,22482,77.4,21916,75.45,18961,65.28,4120,14.18,114.31,112.65,92.97,21649,816,103,5223,361,3821,1375,22.11,11.88,30.4,15.8,5.4
"16041",14715,51.63,48.37,10798,73.38,10162,69.06,8942,60.77,2079,14.13,106.73,101.36,96.5,13518,4,17,1073,92,638,446,20.55,5.96,42.73,15.2,6.27
"16043",13701,51.78,48.22,10858,79.25,10402,75.92,9234,67.4,2438,17.79,107.4,110.2,98.37,12171,7,13,1656,155,741,575,21.65,9.33,31.81,16.89,4.87
"16045",19854,50.95,49.05,15981,80.49,15414,77.64,13688,68.94,4512,22.73,103.86,101.39,97.29,17322,46,0,1852,78,1687,684,23.34,10.96,32.59,17.32,4.96
"16047",15740,50.46,49.54,11964,76.01,11471,72.88,10002,63.55,2860,18.17,101.87,103.58,94.43,11348,116,0,4876,384,2080,1802,21.01,20.21,30.44,11.05,6
"16049",17120,52.3,47.7,14174,82.79,13735,80.23,12363,72.21,4895,28.59,109.62,112.49,113.66,15686,85,0,649,389,805,139,19.61,8.16,34.08,16.24,5.76
"16051",32234,51.3,48.7,22947,71.19,21642,67.14,18881,58.57,3717,11.53,105.35,107.3,95.12,28459,21,5,3485,197,2080,1432,20.82,6.73,26.71,19.35,7.83
"16053",24788,51.63,48.37,18267,73.69,17354,70.01,15161,61.16,3303,13.32,106.72,105.5,94.75,17326,75,25,9532,266,4672,2396,20.73,26.6,27.16,9.04,4.32
"16055",177736,49.87,50.13,141916,79.85,137633,77.44,121532,68.38,35003,19.69,99.47,97.12,87.53,156689,1395,54,9663,1539,14936,2590,22.04,5.63,26.57,18.99,9.77
"16057",40315,51.27,48.73,33687,83.56,32690,81.09,26178,64.93,5834,14.47,105.22,105.91,95.71,35722,862,88,2057,239,2609,375,18.3,3.06,21.48,27.14,17.76
"16059",8166,50.84,49.16,6815,83.46,6671,81.69,5934,72.67,2485,30.43,103.44,105.92,106.4,7521,21,27,148,63,424,109,21.06,7.33,32.22,14.2,8.72
"16061",3649,50.04,49.96,2938,80.52,2847,78.02,2574,70.54,1014,27.79,100.16,104.4,100.79,3042,33,0,148,60,368,84,22.13,9.22,31.99,14.53,5.46
"16063",5276,52.29,47.71,4073,77.2,3903,73.98,3431,65.03,817,15.49,109.61,106.39,108.95,3659,23,0,1689,174,779,607,20.85,17.48,36.76,6.97,4.66
"16065",53578,45.15,54.85,43978,82.08,42577,79.47,26592,49.63,2849,5.32,82.33,75.79,88.18,47220,772,186,5203,167,3032,1709,24.86,2.97,14.99,28.39,11.93
"16067",21922,51.25,48.75,16351,74.59,15515,70.77,13675,62.38,3443,15.71,105.15,100.92,94.3,15808,86,0,8042,226,3039,2696,20.09,17.93,34.68,9.74,7.1
"16069",42477,49.63,50.37,34391,80.96,33384,78.59,29070,68.44,8733,20.56,98.55,97.35,87.12,37533,366,130,1813,1911,2168,326,20.73,7.07,28.72,18.07,8.69
"16071",4681,49.2,50.8,3604,76.99,3431,73.3,3102,66.27,911,19.46,96.85,94.1,95.49,4403,0,0,204,12,195,54,20.74,5.77,35.77,17.77,8.41
"16073",12284,51.8,48.2,9626,78.36,9216,75.02,8039,65.44,2347,19.11,107.46,103.94,99.91,8979,13,0,3049,599,1262,1372,17.82,22.27,37.76,9.32,4.36
"16075",26190,50.01,49.99,20081,76.67,19471,74.35,16919,64.6,5048,19.27,100.05,97.9,96.88,21608,140,4,4589,215,2889,1312,21.43,13.31,33.04,13.76,5.87
"16077",8018,51.8,48.2,5879,73.32,5583,69.63,4762,59.39,1255,15.65,107.45,113.9,91.6,5244,0,0,2710,115,949,1638,25.84,11.98,33.99,12.06,4.61
"16079",13580,49.79,50.21,10990,80.93,10760,79.23,9496,69.93,3092,22.77,99.18,100.47,93.61,12345,40,31,537,168,803,66,23.98,11.23,39.01,7.41,4.12
"16081",12101,51,49,9671,79.92,9298,76.84,7953,65.72,1631,13.48,104.06,107.68,111,9967,6,0,2069,106,889,1133,17.68,7.41,16.47,34.2,14.06
"16083",92121,49.66,50.34,70210,76.21,67514,73.29,59498,64.59,15135,16.43,98.67,95.96,84.6,75172,1239,267,16150,474,9232,4953,22.22,11.35,28.89,13.92,9.08
"16085",12136,52.68,47.32,10112,83.32,9905,81.62,9060,74.65,3220,26.53,111.32,113.83,114.52,11538,7,7,619,1,463,102,22.22,9.01,22.51,25.39,9.97
"16087",10866,49.38,50.62,8752,80.54,8424,77.53,7424,68.32,2790,25.68,97.56,98.38,99.43,9051,24,25,1741,93,931,730,23.58,11.27,30.28,12.62,6.42
"17001",65166,49.05,50.95,52183,80.08,50373,77.3,44291,67.97,13072,20.06,96.26,95.92,83.83,59271,437,11,1312,23,2780,324,18.16,6.55,34.88,18.07,8.88
"17003",5042,48.85,51.15,4070,80.72,3950,78.34,3386,67.16,1221,24.22,95.5,93.69,84.16,3186,15,0,67,0,199,0,18.82,13.34,40.9,7.28,5.28
"17005",16627,53.34,46.66,14004,84.22,13598,81.78,11380,68.44,3044,18.31,114.32,111.26,81.73,14765,83,0,629,151,448,36,23.48,10.69,32.1,12.27,8.97
"17007",53316,50.03,49.97,42217,79.18,40430,75.83,34470,64.65,8719,16.35,100.13,97.29,91.33,39578,534,0,13273,220,4980,6692,19.94,14.39,30.38,14.41,8.83
"17009",6320,62.42,37.58,5375,85.05,5218,82.56,4609,72.93,1024,16.2,166.11,187.62,97.68,4777,2,0,321,53,205,192,13.66,20.39,40.29,11.68,3.41
"17011",33027,49.48,50.52,26942,81.58,26105,79.04,22983,69.59,7488,22.67,97.96,95.91,83.66,29410,286,0,3251,20,1884,1215,19.48,9.04,34.67,14.33,7.09
"17013",4406,51.57,48.43,3617,82.09,3509,79.64,3048,69.18,1086,24.65,106.47,105.18,93.24,4183,1,0,42,5,166,6,16.56,6.6,33.3,13.24,5.14
"17015",15621,54.41,45.59,13224,84.66,12794,81.9,11430,73.17,3749,24,119.33,121.78,93.55,14177,106,0,794,47,548,139,19.86,12.31,35.79,13.36,4.8
"17017",12826,48.9,51.1,10064,78.47,9685,75.51,8551,66.67,2382,18.57,95.7,98.85,81.28,9965,102,75,2808,60,1020,1115,14.65,13.26,42.41,15.03,4.95
"17019",206098,49.75,50.25,171096,83.02,166368,80.72,134808,65.41,28065,13.62,99.02,97.75,80.77,136542,22008,67,16628,322,15590,4031,15.41,4.86,22.34,21.02,25.54
"17021",33684,51.89,48.11,27866,82.73,26950,80.01,23828,70.74,6631,19.69,107.86,109.31,82.07,31334,242,7,1093,26,899,286,16.76,9.09,44.1,11.48,5.07
"17023",15328,50.01,49.99,12211,79.66,11905,77.67,10597,69.13,3018,19.69,100.05,99.31,84.7,14692,25,0,274,5,456,44,14.23,7.96,35.26,14.33,9.94
"17025",13173,50.07,49.93,10550,80.09,10139,76.97,8945,67.9,2738,20.78,100.29,97.82,84.38,12562,40,0,88,27,422,29,15.37,12.29,36.6,10.02,5.55
"17027",36899,51.85,48.15,29958,81.19,28933,78.41,25502,69.11,6692,18.14,107.68,107.85,87.66,33710,206,0,1430,42,1387,390,15.62,7.96,32.09,17,7.44
"17029",46689,49.19,50.81,39066,83.67,38168,81.75,32080,68.71,8444,18.09,96.79,94.28,76.91,42170,691,2,1721,23,1685,335,18.06,8.5,30.72,16.61,10.53
"17031",5185812,48.8,51.2,4204590,81.08,4074847,78.58,3573924,68.92,806307,15.55,95.32,92.66,75.99,2408676,402519,2633,1374034,38507,575626,592026,15.4,11.66,22.18,24.37,17.58
"17033",18588,53.01,46.99,15375,82.71,14832,79.79,13180,70.91,3625,19.5,112.8,113.87,81.7,16942,36,0,470,220,702,32,17.86,11.83,29.42,14.3,6.34
"17035",10378,51.5,48.5,8227,79.27,7903,76.15,6980,67.26,2108,20.31,106.2,100.88,91.12,9960,10,0,33,0,383,10,15.74,6.13,38.64,12.73,5.87
"17037",100512,49.76,50.24,81088,80.67,78606,78.21,65331,65,13696,13.63,99.05,97.05,85.53,76672,2139,31,14075,440,8772,4643,19.67,7.64,25.87,20.01,12.66
"17039",15461,50.24,49.76,12576,81.34,12138,78.51,10628,68.74,3097,20.03,100.95,99.39,82.71,14610,31,0,520,52,537,71,18.91,7.25,40.01,14.56,6.81
"17041",19686,49.44,50.56,15546,78.97,14850,75.43,12999,66.03,3643,18.51,97.79,98.03,82.33,17814,89,0,1603,61,1119,336,19.29,13.93,33,13.92,6.27
"17043",927263,49.5,50.5,745597,80.41,719689,77.61,625355,67.44,156135,16.84,98,95.85,81.86,623577,117132,267,145993,3148,86611,49964,13.96,6.81,18.1,30.49,20.96
"17045",16637,49.07,50.93,13799,82.94,13356,80.28,11934,71.73,3985,23.95,96.35,92.99,77.74,16023,65,5,238,6,369,65,15.84,9.92,41.51,15.08,5.06
"17047",6118,49.07,50.93,4943,80.79,4739,77.46,4132,67.54,1355,22.15,96.34,95.34,80.91,5851,27,0,82,1,206,22,19.43,8.13,36.22,8.92,5
"17049",34505,50.45,49.55,27004,78.26,26157,75.81,23291,67.5,6331,18.35,101.83,99.34,85.17,33097,259,0,905,7,626,290,17.45,6.84,31.63,17.85,8.16
"17051",21380,52.45,47.55,17471,81.72,17001,79.52,14817,69.3,4109,19.22,110.29,111.22,92.01,19113,32,42,620,108,1222,58,15.44,12.69,40.53,11.63,4.98
"17053",13396,49.95,50.05,10663,79.6,10276,76.71,9077,67.76,2584,19.29,99.79,96.81,79.94,12258,100,0,621,4,631,291,20.76,8.1,36.09,12.46,6.98
"17055",37541,49.78,50.22,30303,80.72,29218,77.83,25561,68.09,7799,20.77,99.11,95.35,83.64,35597,139,0,709,30,1411,196,21.84,10.79,32.34,11.74,5.38
"17057",33259,52.11,47.89,27548,82.83,26693,80.26,23585,70.91,7011,21.08,108.8,110.25,86.41,30913,91,0,808,201,954,242,18.89,9.1,37.67,12.06,5.58
"17059",4857,50.01,49.99,4002,82.4,3895,80.19,3485,71.75,1246,25.65,100.04,97.69,80.06,4666,13,0,38,17,128,0,19.79,13.61,35.26,9.6,5.71
