"HEROP_ID","FIPS","TotPop","Ovr16","Ovr16P","Ovr18","Ovr18P","Ovr21","Ovr21P","Ovr65","Ovr65P","Age15_44","Age15_44P","WhitePop","WhiteP","BlackPop","BlackP","MaleP","FemaleP","SRatio","SRatio18","SRatio65","HisPop","HisP","AmIndPop","AmIndP","AsianPop","AsianP","PacIsPop","PacIsP","EduHsP","EduNoHsP","BachelorsP","GradSclP","SomeCollege"
"040US13","13",8186453,6250708,76.35,6017219,73.5,5646535,68.97,785275,9.59,3841237,46.92,5327281,65.07,2349542,28.7,49.19,50.81,96.82,94,65.65,435227,5.32,21737,0.27,173170,2.12,4246,0.05,28.65,21.43,16,8.3,18.93
"040US15","15",1211537,949184,78.35,915770,75.59,867329,71.59,160601,13.26,526747,43.48,294102,24.28,22003,1.82,50.24,49.76,100.96,99.37,79.92,87699,7.24,3535,0.29,503868,41.59,113539,9.37,28.52,15.43,17.76,8.42,23.89
"040US16","16",1293953,969166,74.9,924923,71.48,860220,66.48,145916,11.28,567253,43.84,1177304,90.99,5456,0.42,50.13,49.87,100.52,98.49,78.48,101690,7.86,17645,1.36,11889,0.92,1308,0.1,28.49,15.28,14.84,6.82,25.74
"040US17","17",12419293,9530327,76.74,9173842,73.87,8634455,69.52,1500025,12.08,5540389,44.61,9125471,73.48,1876875,15.11,48.96,51.04,95.92,92.89,66.96,1530262,12.32,31006,0.25,423603,3.41,4610,0.04,27.74,18.57,16.52,9.54,19.95
"040US18","18",6080485,4682392,77.01,4506089,74.11,4221426,69.43,752831,12.38,2671041,43.93,5320022,87.49,510034,8.39,49.05,50.95,96.27,93.28,67.66,214536,3.53,15815,0.26,59126,0.97,2005,0.03,37.19,17.87,12.21,7.2,18.47
"040US19","19",2926324,2281002,77.95,2192686,74.93,2051156,70.09,436213,14.91,1238342,42.32,2748640,93.93,61853,2.11,49.06,50.94,96.29,93.38,68.28,82473,2.82,8989,0.31,36635,1.25,1009,0.03,36.08,13.9,14.68,6.53,21.03
"040US20","20",2688418,2058489,76.57,1975425,73.48,1847513,68.72,356229,13.25,1169489,43.5,2313944,86.07,154198,5.74,49.41,50.59,97.69,94.96,69.06,188252,7,24936,0.93,46806,1.74,1313,0.05,29.84,13.98,17.06,8.74,21.33
"040US21","21",4041769,3161283,78.22,3046951,75.39,2867257,70.94,504793,12.49,1782809,44.11,3640889,90.08,295994,7.32,48.87,51.13,95.59,92.49,67.81,59939,1.48,8616,0.21,29744,0.74,1460,0.04,33.57,25.88,10.26,6.88,16.93
"040US22","22",4468976,3394854,75.96,3249177,72.71,3029001,67.78,516929,11.57,1984644,44.41,2856161,63.91,1451944,32.49,48.4,51.6,93.79,90.08,67.49,107738,2.41,25477,0.57,54758,1.23,1240,0.03,32.4,25.19,12.24,6.49,17.46
"040US23","23",1274923,1010273,79.24,973685,76.37,924108,72.48,183402,14.39,529738,41.55,1236014,96.95,6760,0.53,48.65,51.35,94.76,91.69,70.77,9360,0.73,7098,0.56,9111,0.71,382,0.03,36.17,14.63,14.94,7.93,19.96
"040US24","24",5296486,4085342,77.13,3940314,74.39,3736905,70.55,599307,11.32,2334925,44.08,3391308,64.03,1477411,27.89,48.29,51.71,93.39,89.79,68.86,227916,4.3,15423,0.29,210929,3.98,2303,0.04,26.71,16.17,18,13.45,18.57
"040US25","25",6349097,5008007,78.88,4849033,76.37,4587935,72.26,860162,13.55,2809799,44.26,5367286,84.54,343454,5.41,48.18,51.82,92.97,89.46,65.85,428729,6.75,15015,0.24,238124,3.75,2489,0.04,27.27,15.24,19.53,13.66,18.57
"040US26","26",9938444,7628170,76.75,7342677,73.88,6914135,69.57,1219018,12.27,4324250,43.51,7966053,80.15,1412742,14.21,49.03,50.97,96.2,93.16,69.77,323877,3.26,58479,0.59,176510,1.78,2692,0.03,31.34,16.59,13.7,8.07,21.99
"040US27","27",4919479,3782817,76.89,3632585,73.84,3414300,69.4,594266,12.08,2194165,44.6,4400282,89.45,171731,3.49,49.51,50.49,98.06,95.6,71.05,143382,2.91,54967,1.12,141968,2.89,1979,0.04,28.84,12.05,19.13,8.31,23.9
"040US28","28",2844658,2160165,75.94,2069471,72.75,1923445,67.62,343523,12.08,1253305,44.06,1746099,61.38,1033809,36.34,48.29,51.71,93.37,89.59,65.45,39569,1.39,11652,0.41,18626,0.65,667,0.02,29.36,27.14,11.06,5.85,20.21
"040US29","29",5595211,4331937,77.42,4167519,74.48,3919855,70.06,755379,13.5,2409096,43.06,4748083,84.86,629391,11.25,48.62,51.38,94.61,91.26,68.56,118592,2.12,25076,0.45,61595,1.1,3178,0.06,32.73,18.68,13.97,7.61,19.03
"040US30","30",902195,701423,77.75,672133,74.5,631866,70.04,120949,13.41,374909,41.56,817229,90.58,2692,0.3,49.82,50.18,99.29,97.17,77.85,18081,2,56068,6.21,4691,0.52,470,0.05,31.27,12.85,17.18,7.19,23.62
"040US31","31",1711263,1314974,76.84,1261021,73.69,1180859,69.01,232195,13.57,742347,43.38,1533261,89.6,68541,4.01,49.28,50.72,97.17,94.59,70.03,94425,5.52,14896,0.87,21931,1.28,836,0.05,31.27,13.42,16.48,7.26,23.3
"040US32","32",1998257,1537896,76.96,1486458,74.39,1411378,70.63,218929,10.96,885747,44.33,1501886,75.16,135477,6.78,50.95,49.05,103.86,103.18,87.18,393970,19.72,26420,1.32,90266,4.52,8426,0.42,29.33,19.34,12.07,6.09,24.2
"040US33","33",1235786,960593,77.73,926224,74.95,875763,70.87,147970,11.97,536694,43.43,1186851,96.04,9035,0.73,49.17,50.83,96.75,94.1,72.39,20489,1.66,2964,0.24,15931,1.29,371,0.03,30.06,12.59,18.67,9.98,21.71
"040US34","34",8414350,6545471,77.79,6326792,75.19,6033473,71.7,1113136,13.23,3629441,43.13,6104705,72.55,1141821,13.57,48.52,51.48,94.26,90.94,67.05,1117191,13.28,19492,0.23,480276,5.71,3329,0.04,29.37,17.93,18.8,10.98,16.81
"040US35","35",1819046,1370134,75.32,1310472,72.04,1227546,67.48,212225,11.67,783142,43.05,1214253,66.75,34343,1.89,49.16,50.84,96.71,94.03,78.3,765386,42.08,173483,9.54,19255,1.06,1503,0.08,26.59,21.15,13.6,9.85,21.55
"040US36","36",18976457,14797284,77.98,14286350,75.28,13505172,71.17,2448352,12.9,8363475,44.07,12893689,67.95,3014385,15.88,48.2,51.8,93.05,89.42,66.3,2867583,15.11,82461,0.43,1044976,5.51,8818,0.05,27.75,20.94,15.58,11.79,18.37
"040US37","37",8049313,6291182,78.16,6085266,75.6,5733268,71.23,969048,12.04,3617974,44.95,5804656,72.11,1737545,21.59,48.98,51.02,96.01,93.26,67.07,378963,4.71,99551,1.24,113689,1.41,3983,0.05,28.45,21.86,15.3,7.17,20.37
"040US38","38",642200,502176,78.2,481351,74.95,447103,69.62,94478,14.71,279012,43.45,593181,92.37,3916,0.61,49.91,50.09,99.64,97.76,73.05,7786,1.21,31329,4.88,3606,0.56,230,0.04,27.88,16.14,16.53,5.46,26.59
"040US39","39",11353140,8789530,77.42,8464801,74.56,7977101,70.26,1507757,13.28,4871006,42.9,9645453,84.96,1301307,11.46,48.55,51.45,94.37,91.06,67.68,217123,1.91,24486,0.22,132633,1.17,2749,0.02,36.09,17.03,13.71,7.38,18.6
"040US40","40",3450654,2665966,77.26,2558294,74.14,2393620,69.37,455950,13.21,1491707,43.23,2628434,76.17,260968,7.56,49.15,50.85,96.65,93.81,70.23,179304,5.2,273230,7.92,46767,1.36,2372,0.07,31.48,19.39,13.48,6.79,20.59
"040US41","41",3421399,2673283,78.13,2574873,75.26,2429348,71,438177,12.81,1472102,43.03,2961623,86.56,55662,1.63,49.59,50.41,98.36,96.19,74.09,275314,8.05,45211,1.32,101350,2.96,7976,0.23,26.27,14.87,16.4,8.68,24.69
"040US42","42",12281054,9693987,78.93,9358833,76.21,8842276,72,1919165,15.63,5105634,41.57,10484203,85.37,1224612,9.97,48.28,51.72,93.36,89.88,66.65,394088,3.21,18348,0.15,219813,1.79,3417,0.03,38.11,18.1,13.95,8.4,15.76
"040US44","44",1048319,827474,78.93,800497,76.36,748445,71.39,152402,14.54,457894,43.68,891191,85.01,46908,4.47,48.04,51.96,92.46,88.77,64.94,90820,8.66,5121,0.49,23665,2.26,567,0.05,27.77,22.04,15.86,9.74,18.27
"040US45","45",4012012,3115130,77.65,3002371,74.83,2814131,70.14,485333,12.1,1763046,43.94,2695560,67.19,1185216,29.54,48.58,51.42,94.47,91.24,68.17,95076,2.37,13718,0.34,36014,0.9,1628,0.04,29.97,23.66,13.54,6.88,19.68
"040US46","46",754844,577391,76.49,552195,73.15,515188,68.25,108131,14.32,321664,42.61,669404,88.68,4685,0.62,49.62,50.38,98.49,96.09,72.97,10903,1.44,62283,8.25,4378,0.58,261,0.03,32.89,15.43,15.51,6,23.05
"040US47","47",5689283,4445987,78.15,4290762,75.42,4046450,71.12,703311,12.36,2499957,43.94,4563310,80.21,932809,16.4,48.69,51.31,94.9,91.64,66.89,123838,2.18,15152,0.27,56662,1,2205,0.04,31.58,24.08,12.78,6.79,18.16
"040US48","48",20851820,15618097,74.9,14965061,71.77,13981939,67.05,2072532,9.94,9659957,46.33,14799505,70.97,2404566,11.53,49.65,50.35,98.61,96.21,71.23,6669666,31.99,118362,0.57,562319,2.7,14434,0.07,24.84,24.35,15.61,7.63,20.08
"040US49","49",2233169,1598531,71.58,1514471,67.82,1379043,61.75,190222,8.52,1068030,47.83,1992975,89.24,17657,0.79,50.11,49.89,100.44,97.91,77.79,201559,9.03,29684,1.33,37108,1.66,15145,0.68,24.58,12.27,17.86,8.26,28.05
"040US50","50",608827,479265,78.72,461304,75.77,433348,71.18,77510,12.73,260078,42.72,589208,96.78,3063,0.5,49,51,96.09,93.26,71.22,5504,0.9,2420,0.4,5217,0.86,141,0.02,32.36,13.58,18.34,11.11,19.08
"040US51","51",7078515,5529436,78.12,5340253,75.44,5039883,71.2,792333,11.19,3202294,45.24,5120110,72.33,1390293,19.64,49.05,50.95,96.26,93.67,68.75,329540,4.66,21172,0.3,261025,3.69,3946,0.06,25.98,18.53,17.89,11.57,19.12
"040US53","53",5894121,4552631,77.24,4380278,74.32,4127976,70.04,662148,11.23,2634370,44.69,4821823,81.81,190267,3.23,49.78,50.22,99.14,97.04,74.17,441509,7.49,93301,1.58,322335,5.47,23953,0.41,24.91,12.92,18.41,9.32,25.71
"040US54","54",1808344,1455370,80.48,1405951,77.75,1326880,73.38,276895,15.31,747030,41.31,1718777,95.05,57232,3.16,48.62,51.38,94.62,91.66,68.47,12279,0.68,3606,0.2,9434,0.52,400,0.02,39.42,24.79,8.89,5.94,14.72
"040US55","55",5363675,4156609,77.5,3994919,74.48,3751033,69.93,702553,13.1,2346177,43.74,4769857,88.93,304460,5.68,49.39,50.61,97.58,95.1,70.92,192921,3.6,47228,0.88,88763,1.65,1630,0.03,34.58,14.91,15.26,7.16,20.84
"040US56","56",493782,381882,77.34,364909,73.9,340803,69.02,57693,11.68,213977,43.33,454670,92.08,3722,0.75,50.3,49.7,101.21,99.65,78.53,31669,6.41,11133,2.25,2771,0.56,302,0.06,30.98,12.14,14.91,7,25.96
