GEOID,SomeCollege,EduNoHsP,EduHsP,BachelorsP,GradSclP,Ovr16P,Ovr18P,Ovr21P,Ovr65P,SRatio,SRatio18,SRatio65,FemaleP,MaleP,WhiteP,WhiteE,BlackP,BlackE,AmIndP,AmIndE,AsianP,AsianE,PacIsP,PacIsE,OtherP,OtherE,TwoPlsP,TwoPlsE,HispP,HispE
18079,17.21,18.7,46.86,5.28,2.19,77.07,73.6,69.6,12.62,104.18,99.04,83.82,14.36,14.96,96.8,27611,0.76,216,0.11,30,0.22,62,0.0,0,0.96,273,1.17,333,1.08,307
18081,16.82,9.67,35.08,17.61,8.56,76.51,73.58,69.87,12.3,105.89,93.75,74.71,14.09,14.92,93.9,131140,1.13,1578,0.23,315,1.96,2744,0.03,46,1.21,1692,1.53,2139,1.78,2481
18083,15.25,14.75,37.18,9.6,5.3,81.29,78.69,70.62,15.77,112.99,99.99,68.76,12.46,14.07,94.89,36475,2.62,1009,0.19,73,0.56,215,0.03,11,0.48,186,1.23,471,0.87,335
18085,17.31,15.31,37.64,13.02,7.21,77.32,74.38,70.24,13.54,104.59,96.89,79.73,13.91,14.55,93.32,72188,0.74,572,0.3,232,0.84,650,0.02,19,3.4,2631,1.38,1066,4.14,3200
18087,15.84,40.33,29.82,6.28,4.09,69.26,65.51,61.15,11.56,110.21,97.87,81.56,17.83,19.65,96.62,35874,0.32,117,0.19,71,0.32,118,0.01,2,1.71,636,0.83,310,1.91,710
18089,18.35,13.91,37.26,12.65,6.28,77.37,74.34,70.29,13.28,104.23,89.79,71.48,13.93,14.52,64.4,319412,25.86,128263,0.33,1628,1.24,6142,0.02,108,5.8,28792,2.35,11660,10.63,52741
18091,17.0,14.56,39.59,10.9,5.81,80.05,77.23,73.52,14.23,106.09,107.84,75.52,12.25,13.0,84.14,93787,10.77,12001,0.27,306,0.52,583,0.02,21,2.0,2226,2.28,2543,3.33,3714
18093,14.33,19.03,44.24,7.91,4.63,79.26,76.43,73.17,16.39,111.06,94.12,75.21,12.23,13.58,97.34,44905,0.4,186,0.34,158,0.49,224,0.03,14,0.3,137,1.11,510,0.67,309
18095,16.96,13.64,42.11,10.6,5.99,79.71,76.91,72.77,15.37,107.17,97.41,75.06,12.49,13.39,87.71,115452,8.33,10963,0.24,320,0.42,553,0.03,45,1.5,1973,1.77,2330,1.84,2427
18097,16.77,16.0,30.07,17.78,9.48,77.66,74.93,70.6,10.64,103.46,89.71,67.63,13.74,14.21,62.75,566853,26.67,240975,0.32,2901,2.03,18314,0.05,458,5.36,48435,2.82,25457,5.73,51735
18099,15.57,16.72,40.66,10.57,6.53,76.32,73.12,69.38,14.67,107.0,95.03,72.95,14.27,15.27,93.52,44000,0.47,220,0.25,116,0.46,215,0.01,7,3.77,1773,1.53,720,4.87,2292
18101,15.93,18.79,43.06,4.95,3.53,78.85,75.99,72.72,15.72,109.36,99.62,80.56,12.61,13.79,98.35,10164,0.1,10,0.29,30,0.28,29,0.0,0,0.23,24,0.75,77,0.43,44
18103,18.63,18.12,42.55,6.5,3.68,80.03,77.26,73.66,13.95,104.13,118.2,80.69,12.34,12.85,91.8,33876,4.53,1673,0.91,335,0.35,129,0.02,8,0.61,225,1.78,657,1.52,562
18105,15.28,8.86,24.25,21.65,21.02,85.48,83.71,69.66,10.18,102.58,98.07,74.65,12.07,12.38,87.78,121109,3.25,4491,0.26,353,5.23,7214,0.04,62,0.96,1325,2.48,3420,2.15,2960
18107,15.42,13.18,44.82,11.21,6.28,78.93,76.03,71.26,15.55,108.53,101.33,77.59,13.04,14.15,95.24,36309,0.86,327,0.26,98,0.56,213,0.02,6,1.84,700,1.24,471,2.83,1080
18109,17.51,14.97,40.96,9.36,4.52,77.91,74.85,71.14,12.95,105.52,96.05,81.21,13.51,14.25,97.7,67307,0.26,176,0.29,200,0.36,248,0.03,19,0.34,232,1.03,712,0.73,501
18111,16.42,14.23,46.83,6.72,2.73,79.84,76.98,73.41,16.64,103.63,101.34,83.15,12.59,13.04,96.18,13700,0.39,56,0.29,42,0.27,38,0.01,2,1.8,256,1.05,150,3.1,442
18113,15.7,18.81,41.84,8.49,4.51,76.04,72.97,69.31,12.5,104.38,98.83,74.84,14.49,15.13,92.5,43970,0.39,185,0.21,102,0.37,176,0.01,6,5.2,2472,1.31,625,5.37,2555
18115,12.75,18.76,45.19,8.56,3.56,81.17,78.79,75.33,16.63,103.09,98.03,79.09,11.62,11.98,98.11,6012,0.36,22,0.2,12,0.31,19,0.0,0,0.31,19,0.72,44,0.69,42
18117,13.39,21.27,44.9,7.04,5.42,78.33,75.37,71.79,15.79,105.41,96.34,81.25,13.22,13.94,97.0,19245,0.86,170,0.31,62,0.31,62,0.01,2,0.33,65,1.18,234,0.57,114
18119,14.2,18.12,49.85,5.32,3.0,79.67,76.77,73.24,14.79,106.58,98.47,89.21,12.46,13.28,97.93,21129,0.3,65,0.35,75,0.31,66,0.0,1,0.23,49,0.88,190,0.59,128
18121,18.2,19.13,39.33,8.86,3.86,81.23,78.59,74.86,15.62,108.84,83.1,90.91,11.49,12.5,96.15,16671,2.29,397,0.37,64,0.2,34,0.02,4,0.4,70,0.57,99,0.81,140
18123,15.69,17.46,48.26,4.28,3.99,81.04,78.58,75.11,15.18,109.2,114.62,74.49,11.35,12.4,95.96,18557,2.44,471,0.19,36,0.36,69,0.02,4,0.26,51,0.78,150,0.61,117
18125,15.1,16.12,46.99,5.3,3.04,80.31,77.58,74.22,16.93,103.39,99.26,79.9,12.18,12.6,98.17,12610,0.3,39,0.21,27,0.19,25,0.03,4,0.3,38,0.79,102,0.45,58
18127,17.81,8.74,35.7,16.28,8.93,78.62,75.71,71.52,12.39,104.79,94.17,77.22,13.26,13.9,91.27,149995,2.98,4894,0.3,494,1.21,1994,0.02,36,2.32,3818,1.89,3112,5.12,8422
18129,16.4,11.01,40.71,12.07,6.47,79.41,76.31,72.5,14.4,110.07,96.13,78.43,12.49,13.75,97.2,25185,0.9,233,0.19,48,0.27,70,0.02,4,0.36,93,1.07,277,0.54,141
18131,17.75,14.1,46.56,9.2,4.42,78.96,76.14,72.45,16.74,110.39,99.57,84.24,12.64,13.95,97.19,13025,0.66,88,0.3,40,0.22,29,0.02,3,0.6,80,1.02,137,1.25,168
18133,17.75,14.87,40.04,9.15,8.4,81.6,78.94,71.98,13.52,105.4,113.17,79.34,12.49,13.17,93.38,35449,3.96,1505,0.26,98,0.73,279,0.04,14,0.54,204,1.09,414,1.13,429
18135,16.56,15.34,46.69,5.96,4.43,78.7,75.61,71.97,17.1,105.13,94.97,77.37,13.11,13.78,96.13,25158,0.45,117,0.34,89,0.23,61,0.03,8,1.77,462,1.05,276,1.72,450
18137,13.38,15.22,46.14,10.39,4.4,76.82,73.66,70.07,14.86,106.27,94.4,78.15,14.01,14.89,97.62,28132,0.24,69,0.18,51,0.51,146,0.01,4,0.55,158,0.9,258,0.87,252
18139,14.5,15.17,49.33,8.3,4.94,78.31,75.24,71.5,15.76,105.57,94.89,75.59,13.33,14.07,97.43,16945,0.76,132,0.18,32,0.33,57,0.02,4,0.49,86,0.78,136,0.64,111
18141,16.81,13.61,33.45,15.88,9.7,78.25,75.33,70.0,13.32,102.99,90.92,70.67,13.89,14.31,78.66,209972,12.72,33958,0.39,1030,1.89,5036,0.07,194,3.38,9031,2.89,7710,4.2,11224
18143,13.29,25.72,43.28,6.24,3.62,78.94,75.96,72.1,13.42,105.88,95.64,78.49,12.87,13.63,97.87,23667,0.24,57,0.19,46,0.45,108,0.06,14,0.46,111,0.74,178,0.94,228
18145,14.68,14.06,44.23,10.91,4.28,78.57,75.59,72.07,13.93,106.88,95.77,74.26,12.98,13.87,95.42,42402,1.02,455,0.21,95,0.55,244,0.03,13,1.61,714,1.15,513,2.17,964
18147,13.71,14.33,44.35,9.32,6.53,79.07,75.84,72.61,15.01,104.53,100.64,84.67,12.97,13.55,96.86,20295,0.46,96,0.2,41,0.34,72,0.0,0,1.35,282,0.79,166,1.31,275
18149,13.79,20.89,44.8,6.42,4.74,78.62,75.62,71.7,15.3,100.32,96.5,86.59,13.59,13.63,97.09,22683,0.28,66,0.33,76,0.18,41,0.0,0,0.87,204,1.25,293,2.02,472
18151,16.38,10.62,42.68,11.74,7.13,80.09,77.08,71.67,14.89,105.59,101.64,84.15,12.92,13.64,96.82,33098,0.52,179,0.27,93,0.49,167,0.03,11,0.94,320,0.93,317,1.71,583
18153,14.69,13.87,44.52,9.39,4.75,81.35,78.63,74.69,14.84,114.2,121.09,77.0,11.25,12.85,93.75,20132,4.47,961,0.27,58,0.19,40,0.0,1,0.3,64,1.02,219,0.95,203
18155,12.44,21.9,47.2,6.84,4.59,77.05,74.35,70.58,14.6,113.56,100.89,87.53,13.28,15.08,97.81,10381,0.3,32,0.17,18,0.17,18,0.02,2,0.74,79,0.78,83,0.66,70
18157,15.58,9.46,29.32,19.27,16.42,81.59,79.33,68.29,9.48,106.46,104.01,73.93,13.12,13.97,84.03,145190,4.0,6913,0.26,453,6.21,10730,0.03,50,3.28,5672,2.18,3772,4.62,7991
18159,17.82,12.5,44.86,8.48,5.0,79.81,76.76,73.23,17.18,110.15,93.81,74.73,12.24,13.48,97.58,15551,0.18,29,0.14,23,0.41,65,0.03,5,0.67,107,0.98,156,1.19,190
18161,16.45,15.2,43.88,11.09,4.15,78.38,74.92,70.85,14.46,114.95,92.45,76.46,13.08,15.03,97.54,7331,0.44,33,0.31,23,0.25,19,0.08,6,0.33,25,1.05,79,0.65,49
18163,18.98,12.88,34.68,14.46,7.37,80.21,77.8,72.51,14.41,101.07,90.24,68.76,12.76,12.9,86.19,154882,9.1,16347,0.22,399,1.11,2003,0.06,104,1.04,1867,2.28,4101,1.34,2416
18165,14.75,14.61,46.66,8.11,4.16,79.79,76.91,73.59,16.88,117.26,92.88,73.94,11.72,13.74,98.27,15932,0.15,24,0.23,37,0.19,31,0.03,5,0.3,48,0.83,135,0.47,76
18167,17.39,15.24,34.39,11.8,9.46,81.2,78.63,71.97,13.46,106.26,101.33,67.08,12.39,13.17,88.28,95207,6.9,7437,0.34,364,1.65,1781,0.03,36,0.59,637,2.21,2386,1.64,1771
18169,14.77,14.56,44.83,10.15,6.14,80.21,77.32,72.19,18.1,104.62,91.71,72.07,12.76,13.35,96.58,31764,0.5,163,0.66,217,0.42,138,0.02,6,0.71,233,1.12,367,1.29,425
18171,15.85,16.84,44.09,8.94,4.15,79.81,76.54,73.18,16.6,108.04,98.6,79.42,12.42,13.42,98.3,8363,0.13,11,0.15,13,0.42,36,0.07,6,0.24,20,0.69,59,0.39,33
18173,17.13,8.74,33.77,16.28,9.31,77.17,74.15,70.89,13.33,109.92,93.07,78.95,13.44,14.77,94.99,56700,1.35,803,0.21,124,1.61,960,0.03,18,0.49,291,1.33,793,0.85,509
18175,14.5,20.37,46.36,5.32,5.2,77.78,74.79,71.05,13.54,105.86,97.7,86.59,13.53,14.32,98.06,27714,0.23,64,0.22,62,0.3,86,0.01,2,0.33,93,0.85,241,0.53,151
18177,17.2,17.35,39.38,9.36,6.43,79.76,76.95,72.68,16.44,106.0,91.0,71.73,12.6,13.36,90.17,62140,4.96,3418,0.25,171,0.76,527,0.07,49,1.14,785,2.65,1827,1.48,1023
18179,17.33,10.58,43.05,9.17,4.86,78.25,75.04,71.4,15.7,105.89,93.82,72.98,13.34,14.13,97.34,26902,0.35,96,0.28,76,0.39,107,0.01,3,0.75,208,0.88,244,1.22,336
18181,16.51,13.22,44.02,9.24,5.3,78.62,75.81,72.47,17.17,103.61,94.96,78.48,13.03,13.5,93.87,23132,0.28,68,0.29,71,0.36,89,0.02,5,3.75,924,1.44,354,3.86,950
18183,17.34,9.81,40.46,11.22,5.35,78.43,75.42,72.0,13.96,106.83,96.64,73.86,13.02,13.91,97.56,32479,0.3,99,0.28,92,0.32,105,0.02,7,0.4,132,1.14,378,0.87,288
19001,17.77,8.58,44.91,10.76,2.79,80.37,77.54,75.03,21.4,110.56,95.95,72.69,11.47,12.68,98.39,7558,0.14,11,0.05,4,0.29,22,0.01,1,0.44,34,0.68,52,0.69,53
19003,17.72,11.04,43.12,11.28,4.37,81.78,78.93,75.7,21.35,101.07,96.9,82.59,11.62,11.74,98.11,3953,0.2,8,0.47,19,0.6,24,0.0,0,0.07,3,0.55,22,0.55,22
19005,15.32,13.07,46.47,9.74,3.72,79.76,76.9,73.65,19.56,107.94,102.83,86.74,12.22,13.19,95.95,13750,0.79,113,0.25,36,0.24,34,0.12,17,2.04,292,0.61,88,2.97,425
19007,16.12,12.92,41.39,11.29,5.31,80.2,77.54,73.97,20.11,104.66,92.17,75.49,12.15,12.72,97.66,12586,0.49,63,0.25,32,0.28,36,0.01,1,0.26,34,1.05,135,0.77,99
19009,15.86,13.41,41.93,11.37,3.65,81.21,78.12,75.37,23.19,96.4,92.66,72.0,12.26,11.82,98.58,6032,0.16,10,0.13,8,0.41,25,0.02,1,0.1,6,0.6,37,0.44,27
19011,17.97,7.37,40.77,13.53,4.29,77.83,74.51,71.34,15.4,108.34,97.48,77.73,13.33,14.44,98.06,25569,0.39,102,0.17,45,0.25,66,0.01,2,0.2,53,0.92,239,0.59,155
19013,16.94,11.25,33.9,16.83,7.82,80.7,78.26,71.43,13.83,98.06,92.54,74.96,13.08,12.83,85.6,112215,8.88,11640,0.23,297,1.3,1707,0.15,201,1.56,2045,2.28,2985,2.19,2865
19015,19.26,7.94,37.57,14.92,4.64,79.25,76.13,72.58,15.94,116.22,95.84,73.88,12.16,14.14,96.97,25509,0.78,206,0.31,81,0.33,88,0.01,3,0.58,153,1.01,266,0.99,260
19017,17.05,6.36,35.91,19.02,7.5,80.4,77.29,70.87,17.27,102.27,93.45,74.67,13.27,13.57,97.22,23601,0.79,191,0.07,16,0.72,174,0.01,2,0.25,61,0.95,231,0.56,137
19019,14.99,9.51,42.03,13.53,5.02,75.92,72.92,69.75,15.29,106.12,95.82,77.96,14.19,15.05,97.84,20505,0.32,67,0.15,32,0.43,90,0.0,1,0.17,36,1.08,227,0.61,128
19021,15.69,20.51,30.08,15.74,6.84,78.32,75.04,69.33,15.08,105.38,98.43,70.38,14.05,14.8,80.66,16341,2.67,540,0.25,51,5.63,1141,0.49,100,8.53,1728,1.77,359,13.54,2743
19023,15.45,12.02,44.39,11.39,3.48,79.1,76.44,73.85,19.8,103.51,95.56,76.6,12.47,12.91,98.45,14636,0.17,26,0.14,21,0.24,35,0.01,2,0.24,36,0.75,111,0.4,59
19025,17.16,9.31,41.26,13.71,4.3,81.32,78.78,75.96,23.7,106.59,91.17,74.16,11.3,12.05,98.51,9526,0.23,22,0.2,19,0.22,21,0.01,1,0.22,21,0.62,60,0.47,45
19027,14.11,10.45,40.7,16.19,3.84,78.19,75.13,72.35,18.61,103.42,92.3,67.05,13.2,13.65,97.28,20250,0.4,83,0.12,25,0.44,92,0.0,1,0.86,179,0.89,186,0.9,188
19029,17.96,8.88,44.79,11.06,3.48,80.07,77.16,74.22,20.95,108.36,91.7,72.92,11.91,12.9,97.71,13636,0.25,35,0.2,28,0.21,30,0.32,45,0.69,96,0.62,86,1.05,146
19031,15.87,8.04,41.6,13.82,4.81,78.64,75.47,72.6,16.72,105.16,96.18,74.55,12.98,13.65,97.79,18090,0.28,52,0.16,29,0.46,85,0.02,3,0.23,43,1.06,197,0.89,164
19033,18.66,8.11,31.61,15.57,5.6,81.07,78.5,74.27,17.94,107.09,92.42,70.48,11.81,12.65,95.05,41964,1.31,578,0.21,91,0.85,377,0.02,9,0.94,416,1.62,716,2.31,1021
19035,16.5,7.38,41.91,14.86,4.38,81.54,78.84,75.97,21.57,99.29,96.92,71.32,11.61,11.53,96.65,11667,0.55,66,0.27,32,0.51,62,0.07,9,1.09,131,0.87,105,1.23,148
19037,13.99,11.76,47.27,10.31,3.19,78.76,75.6,72.82,19.1,109.0,99.45,77.31,12.6,13.73,97.43,12119,0.33,41,0.08,10,0.32,40,0.0,0,1.36,169,0.48,60,1.13,141
19039,15.27,15.24,44.46,9.83,3.09,77.47,74.74,71.29,16.68,110.95,95.93,71.35,13.08,14.52,94.31,8758,0.42,39,0.31,29,0.4,37,0.04,4,3.55,330,0.96,89,5.83,541
19041,18.96,8.69,38.6,14.9,3.62,79.75,77.02,73.83,18.4,104.77,94.12,71.09,12.32,12.91,96.46,16077,0.41,69,0.23,38,0.59,99,0.01,1,1.18,196,1.12,187,1.59,265
19043,15.14,9.85,47.1,10.97,3.93,79.81,76.81,73.75,19.33,104.6,99.07,82.12,12.35,12.92,97.8,17731,0.34,61,0.11,20,0.23,42,0.09,17,0.61,110,0.82,148,0.9,163
19045,17.28,10.69,39.45,12.32,4.64,79.19,76.4,72.65,16.83,106.6,94.13,74.81,12.68,13.51,93.97,46152,2.63,1291,0.25,121,0.57,280,0.02,12,0.73,361,1.83,899,1.42,695
19047,16.25,21.04,38.68,10.29,4.69,76.49,73.58,69.27,16.34,109.52,101.86,76.88,14.14,15.48,82.87,14168,1.22,208,0.35,59,0.61,104,0.09,16,13.23,2262,1.63,279,13.73,2347
19049,14.56,7.29,24.71,29.64,10.57,73.45,70.94,68.65,9.79,103.45,93.07,76.03,15.1,15.62,92.19,60971,1.39,918,0.19,127,2.51,1662,0.06,39,2.13,1409,1.53,1009,3.48,2303
19051,17.04,18.16,34.93,12.22,4.8,73.83,70.87,67.09,17.06,105.56,95.62,73.6,15.4,16.26,98.41,8614,0.08,7,0.22,19,0.27,24,0.0,0,0.24,21,0.78,68,0.48,42
19053,16.06,16.99,39.56,13.22,4.58,80.05,77.32,69.69,18.13,113.38,96.84,76.82,12.9,14.63,95.4,8068,1.8,152,0.39,33,0.7,59,0.19,16,0.48,41,1.04,88,1.44,122
19055,14.39,8.67,47.14,10.66,3.97,77.94,74.76,71.79,16.57,102.87,98.88,81.06,13.52,13.9,98.55,17507,0.27,48,0.1,18,0.28,49,0.01,2,0.14,25,0.65,115,0.43,76
19057,20.48,10.33,36.83,12.21,5.34,79.46,76.83,73.33,17.6,104.4,92.03,72.4,12.51,13.06,91.02,36704,5.08,2048,0.25,99,0.72,290,0.05,21,0.58,232,2.31,931,1.45,584
19059,16.65,6.75,33.44,19.13,8.05,82.93,80.64,78.28,22.27,108.99,95.78,79.06,10.07,10.98,98.31,16386,0.17,29,0.08,13,0.43,72,0.03,5,0.22,37,0.75,125,0.66,110
19061,15.42,10.57,37.56,16.53,8.78,78.97,76.24,71.32,15.33,104.12,95.16,72.7,13.27,13.81,94.06,88092,2.65,2486,0.19,178,0.94,878,0.31,288,0.55,514,1.3,1217,1.18,1102
19063,17.14,13.1,34.14,13.27,4.86,80.23,76.99,71.31,18.82,101.3,100.86,73.43,13.41,13.58,93.1,9591,0.63,65,0.67,69,0.43,44,0.01,1,3.63,374,1.53,158,3.99,411
19065,15.85,11.81,42.82,11.46,5.03,80.45,77.53,72.72,19.42,109.27,97.31,73.59,12.29,13.43,97.0,20253,0.95,198,0.1,21,0.51,107,0.07,15,0.45,93,0.92,193,1.13,236
19067,17.29,8.38,44.06,10.71,4.21,79.16,76.13,72.79,20.01,106.01,93.7,77.34,12.75,13.52,95.81,15620,1.25,203,0.14,23,1.32,216,0.03,5,0.68,111,0.77,125,0.99,161
19069,20.47,15.69,34.51,10.85,3.6,79.22,76.15,73.08,19.07,111.09,99.19,75.91,12.32,13.69,93.64,10001,0.36,38,0.19,20,0.26,28,0.04,4,3.93,420,1.58,169,6.56,701
19071,17.36,8.9,44.37,13.72,3.68,80.06,77.17,74.18,19.57,105.05,96.91,78.43,12.23,12.85,96.92,7212,0.52,39,0.31,23,0.27,20,0.01,1,1.06,79,0.9,67,1.44,107
19073,16.61,11.61,39.14,13.66,3.83,80.18,76.91,73.99,20.9,113.44,93.48,69.21,11.79,13.38,97.56,9108,0.28,26,0.27,25,0.32,30,0.03,3,0.88,82,0.66,62,1.1,103
19075,18.08,8.77,35.06,16.81,4.8,79.31,76.19,73.14,18.81,108.77,94.75,74.39,12.45,13.55,98.52,12269,0.22,28,0.03,4,0.22,27,0.06,7,0.25,31,0.7,87,0.4,50
19077,18.52,8.84,39.54,15.21,3.65,79.03,76.07,73.53,19.88,110.62,95.61,77.07,12.29,13.59,97.56,10687,0.15,16,0.2,22,0.34,37,0.04,4,0.78,85,0.94,103,1.04,114
19079,20.66,9.67,37.4,13.09,3.3,78.82,75.95,72.95,18.09,108.57,96.18,73.71,12.51,13.58,93.81,14703,0.32,50,0.21,33,1.98,311,0.0,0,2.31,362,1.37,214,2.85,447
19081,17.23,10.47,39.39,11.61,3.83,79.53,76.56,73.89,19.1,108.9,97.03,73.98,12.09,13.16,96.61,10957,0.49,56,0.14,16,0.41,47,0.01,1,1.39,158,0.93,106,1.79,203
19083,18.12,9.52,34.55,13.52,6.71,80.18,76.91,72.44,20.96,114.65,95.59,70.06,12.19,13.97,95.81,16799,1.24,217,0.24,42,0.45,79,0.01,1,1.17,205,1.09,191,2.16,378
19085,19.6,9.6,41.81,12.44,3.02,79.09,75.92,72.8,17.81,100.97,95.7,75.74,13.14,13.26,98.19,14658,0.17,25,0.29,43,0.28,42,0.0,0,0.23,34,0.84,126,0.58,87
19087,18.84,10.75,37.87,14.19,5.7,79.59,76.82,72.84,16.02,112.21,103.28,75.15,12.15,13.64,92.12,18557,2.22,447,0.3,61,2.29,461,0.11,22,1.36,274,1.6,323,2.43,490
19089,16.98,13.18,45.44,8.47,2.99,77.82,74.79,71.82,19.31,106.4,95.68,74.08,13.22,14.07,98.06,9380,0.26,25,0.1,10,0.25,24,0.07,7,0.41,39,0.85,81,0.62,59
19091,15.49,11.19,40.41,11.65,4.2,79.62,76.99,73.98,20.59,103.72,95.78,77.59,12.33,12.79,95.96,9418,0.45,44,0.15,15,0.33,32,0.01,1,2.07,203,1.04,102,2.06,202
19093,18.3,9.89,41.07,13.68,4.62,78.88,76.05,73.69,20.67,111.36,95.54,74.61,12.17,13.56,98.14,6957,0.24,17,0.17,12,0.27,19,0.01,1,0.59,42,0.58,41,0.75,53
19095,17.4,8.05,40.83,14.8,4.42,78.77,75.44,72.52,17.19,102.18,95.65,71.82,13.19,13.48,97.84,16002,0.35,57,0.17,27,0.34,56,0.01,2,0.54,88,0.75,123,1.02,167
19097,15.29,12.56,45.7,10.78,4.2,79.75,76.8,73.6,18.61,107.0,96.41,78.84,12.37,13.24,97.44,19339,0.31,61,0.2,40,0.24,47,0.45,89,0.34,67,1.03,205,0.57,113
19099,16.97,10.03,42.85,11.72,4.86,79.91,77.15,74.07,16.53,109.63,102.54,74.72,11.93,13.07,96.73,35639,1.28,470,0.28,103,0.44,163,0.02,8,0.36,133,0.88,326,0.86,316
19101,13.26,8.54,32.76,16.99,13.13,84.23,81.8,78.73,14.85,110.32,116.25,75.51,9.61,10.6,87.63,14759,1.27,214,0.18,31,8.46,1425,0.01,2,0.85,144,1.59,268,1.66,279
19103,14.86,4.96,18.16,27.65,23.14,82.18,80.2,70.95,8.57,101.45,98.87,76.58,12.51,12.7,85.64,112083,4.82,6305,0.22,287,5.21,6819,0.04,51,1.81,2372,2.27,2965,3.21,4207
19105,15.28,10.57,45.14,11.92,4.03,80.49,77.59,74.68,17.23,103.84,109.53,79.69,11.98,12.44,96.43,19901,1.98,408,0.24,49,0.44,90,0.01,2,0.31,65,0.6,123,0.94,193
19107,16.45,10.32,45.43,10.51,3.25,79.71,76.77,73.67,19.23,104.57,97.53,74.98,12.48,13.05,98.36,10339,0.48,50,0.13,14,0.17,18,0.0,0,0.27,28,0.59,62,0.58,61
19109,16.91,10.02,40.3,12.18,4.49,80.14,77.13,74.66,21.87,104.56,96.91,76.76,12.13,12.68,97.94,15223,0.28,44,0.13,20,0.38,59,0.03,4,0.47,73,0.77,120,0.74,115
19111,17.04,13.69,40.92,9.81,5.01,80.82,77.8,74.36,16.95,107.41,100.87,73.51,11.85,12.73,93.52,33537,3.12,1118,0.19,68,0.51,183,0.03,11,0.7,251,1.94,694,1.91,686
19113,19.15,6.81,28.69,21.37,8.28,78.2,75.45,70.79,13.01,102.74,94.94,74.28,13.66,14.03,90.84,191884,3.95,8346,0.27,565,1.8,3806,0.09,180,0.72,1512,2.34,4933,1.58,3347
19115,15.12,18.46,41.81,10.22,2.88,77.41,74.15,70.74,14.96,111.01,101.58,79.56,13.32,14.79,90.21,10272,0.53,60,0.29,33,0.9,102,0.07,8,6.49,739,1.52,173,9.24,1052
19117,20.67,12.59,45.25,8.08,2.43,78.74,75.56,72.49,20.16,114.47,95.55,79.4,12.43,14.23,98.55,8769,0.19,17,0.18,16,0.17,15,0.03,3,0.27,24,0.61,54,0.64,57
19119,16.26,14.13,39.43,12.17,3.69,75.43,72.33,69.24,16.82,111.07,95.93,73.77,14.2,15.77,97.92,11340,0.09,10,0.08,9,0.22,25,0.0,0,1.1,127,0.6,70,1.04,120
19121,18.23,7.03,43.17,13.49,4.7,75.9,72.78,70.16,14.8,110.65,94.56,78.4,13.84,15.31,98.07,15376,0.29,46,0.18,28,0.33,51,0.01,1,0.25,39,0.88,138,0.7,109
19123,14.47,11.98,42.82,12.96,4.9,78.44,75.69,71.31,16.08,113.81,98.24,75.43,12.75,14.51,95.74,21428,1.13,254,0.27,60,1.14,255,0.02,4,0.6,134,1.1,246,1.02,228
19125,15.92,8.64,37.36,16.71,7.26,77.94,74.9,69.64,15.59,106.45,95.71,76.6,13.87,14.76,96.68,32203,0.68,225,0.18,60,1.14,379,0.02,6,0.27,91,1.04,345,0.9,301
19127,17.26,14.34,35.7,12.93,5.72,77.64,74.65,70.77,16.43,107.61,98.68,82.03,13.48,14.51,88.74,36071,1.67,679,0.46,186,1.32,536,0.12,50,5.65,2296,2.04,830,9.26,3762
19129,17.89,13.28,31.33,17.48,5.09,77.71,74.64,71.49,13.43,108.57,99.04,87.31,13.25,14.38,97.21,14639,0.38,57,0.33,49,0.37,55,0.07,10,0.56,84,1.1,165,1.27,191
19131,17.66,10.36,39.92,12.4,4.23,78.45,75.28,71.95,21.73,106.5,94.07,73.1,13.13,13.98,98.56,10621,0.19,21,0.09,10,0.26,28,0.02,2,0.37,40,0.5,54,0.58,63
19133,16.33,12.41,43.04,12.12,2.57,80.81,77.84,75.08,23.69,104.2,93.21,71.76,11.84,12.33,97.07,8972,0.36,33,1.05,97,0.22,20,0.04,4,0.29,27,0.97,90,0.58,54
19135,14.02,11.67,42.6,11.14,3.98,78.96,75.85,72.53,18.59,106.75,97.36,81.62,12.82,13.69,97.42,7764,0.28,22,0.14,11,0.39,31,0.0,0,0.5,40,1.28,102,1.14,91
19137,17.58,12.29,37.4,14.29,3.29,79.6,76.62,73.7,19.93,102.66,91.59,68.05,12.59,12.92,97.39,10460,0.23,25,0.35,38,0.21,23,0.05,5,0.84,90,0.92,99,1.56,168
19139,17.59,15.7,32.6,13.39,6.45,76.93,73.88,70.16,13.67,105.91,96.05,75.47,13.95,14.77,89.04,38061,1.42,606,0.31,133,0.82,350,0.03,13,6.48,2769,1.9,813,9.28,3965
19141,17.94,11.17,38.15,15.2,4.07,79.26,76.43,73.44,20.4,114.64,95.02,70.56,11.95,13.7,96.05,13829,0.47,67,0.13,18,0.57,82,0.01,1,1.99,287,0.79,114,2.11,304
19143,14.88,13.53,42.6,12.95,3.36,80.02,76.94,73.77,19.75,109.76,97.93,74.56,12.06,13.23,95.16,6149,0.28,18,0.32,21,0.29,19,0.08,5,3.1,200,0.77,50,3.85,249
19145,17.95,12.47,41.35,12.57,4.15,81.3,77.99,74.98,19.93,111.79,106.82,70.15,11.39,12.74,94.39,15039,2.21,352,0.54,86,0.73,116,0.04,6,0.72,114,1.37,219,1.59,253
