GEOID,SomeCollege,EduNoHsP,EduHsP,BachelorsP,GradSclP,Ovr16P,Ovr18P,Ovr21P,Ovr65P,SRatio,SRatio18,SRatio65,FemaleP,MaleP,WhiteP,WhiteE,BlackP,BlackE,AmIndP,AmIndE,AsianP,AsianE,PacIsP,PacIsE,OtherP,OtherE,TwoPlsP,TwoPlsE,HispP,HispE
28107,14.55,27.56,32.93,8.53,3.98,76.39,73.08,68.72,12.71,105.9,87.8,72.37,14.55,15.41,49.45,17161,48.62,16875,0.22,76,0.2,68,0.0,0,0.64,222,0.88,305,0.86,298
28109,18.54,19.63,34.18,10.17,4.47,78.27,75.41,70.79,14.57,105.51,95.43,83.57,13.53,14.27,84.04,46924,12.31,6872,0.56,312,0.41,228,0.06,34,0.88,493,1.74,971,1.95,1089
28111,18.82,20.84,36.04,6.3,3.67,77.89,74.58,70.6,14.14,110.03,91.33,72.17,13.43,14.78,78.16,9575,20.01,2451,0.29,36,0.18,22,0.02,3,0.33,41,1.0,122,0.61,75
28113,17.33,22.46,31.59,10.22,5.52,76.08,72.85,68.48,14.18,105.96,85.86,72.52,14.65,15.53,46.39,18745,51.51,20813,0.29,116,0.57,232,0.02,9,0.45,183,0.76,306,0.81,328
28115,15.39,23.97,37.29,6.98,4.45,76.12,73.03,69.23,12.79,107.13,94.2,69.51,14.24,15.25,80.06,23984,13.79,4131,0.22,67,0.19,56,0.04,12,4.34,1300,1.36,407,3.85,1152
28117,15.57,26.81,32.38,7.59,4.19,79.55,76.72,71.03,15.71,106.31,92.07,67.17,13.05,13.87,84.32,21312,13.8,3488,0.17,44,0.13,33,0.01,3,0.53,135,1.03,261,0.79,199
28119,15.99,36.41,27.42,7.79,3.25,77.14,73.82,69.29,14.06,106.68,86.37,67.29,14.19,15.14,28.96,2381,69.61,5724,0.23,19,0.13,11,0.01,1,0.27,22,0.79,65,0.55,45
28121,19.59,12.6,26.43,19.32,8.67,77.62,74.91,71.63,11.46,105.49,90.25,73.11,13.28,14.01,77.34,109523,18.81,26634,0.18,260,1.12,1582,0.06,92,1.42,2011,1.07,1515,1.74,2465
28123,15.75,29.23,36.79,6.6,3.73,76.06,72.99,68.7,12.43,106.5,92.77,69.09,14.48,15.42,53.25,15051,37.45,10585,0.31,87,0.18,51,0.22,61,7.19,2031,1.41,398,7.36,2081
28125,15.31,29.44,29.44,11.99,5.77,77.79,74.45,70.52,14.38,94.95,81.19,69.95,14.5,13.77,27.87,1370,70.99,3490,0.06,3,0.22,11,0.0,0,0.41,20,0.45,22,0.53,26
28127,17.15,23.99,35.22,9.83,4.51,76.86,73.64,69.6,13.99,110.4,88.87,70.79,13.81,15.24,62.76,17260,35.15,9666,0.18,49,0.28,78,0.13,35,0.69,191,0.81,224,0.88,243
28129,15.57,22.7,38.57,8.71,6.11,77.33,74.16,70.21,15.28,103.41,92.02,74.03,13.89,14.36,75.82,12503,22.9,3776,0.12,19,0.08,13,0.01,2,0.53,87,0.55,91,0.81,134
28131,21.16,21.03,31.24,8.98,4.51,78.53,75.65,68.31,12.05,103.11,99.6,84.19,14.48,14.93,78.61,13982,19.14,3404,0.51,90,0.33,58,0.03,5,0.33,58,1.06,189,0.88,156
28133,18.39,30.21,30.26,9.48,3.54,78.61,75.73,70.18,10.17,103.67,118.85,65.47,13.69,14.2,25.44,7493,72.93,21479,0.19,56,0.29,84,0.03,10,0.65,190,0.47,138,0.92,272
28135,14.49,34.5,34.09,7.05,1.98,80.31,77.34,73.03,11.81,98.93,129.95,69.09,12.74,12.6,38.94,5988,56.44,8679,0.27,42,0.76,117,0.08,12,2.36,363,1.15,177,5.53,851
28137,19.07,20.35,32.66,9.2,4.95,77.11,74.18,67.68,12.38,104.38,89.38,78.58,14.86,15.51,66.86,19313,30.31,8755,0.21,62,0.23,65,0.02,7,1.17,339,1.19,345,1.28,370
28139,14.97,27.42,36.21,6.56,3.86,77.45,74.62,70.18,14.64,104.93,92.4,70.78,13.77,14.45,79.97,17779,15.94,3544,0.24,54,0.15,34,0.01,3,2.25,501,1.43,317,2.66,592
28141,14.68,24.35,39.09,7.08,3.6,79.72,76.84,73.32,18.04,102.09,91.03,74.17,12.69,12.96,94.47,18509,2.65,519,0.19,37,0.11,21,0.01,1,1.75,342,0.84,164,1.66,326
28143,13.17,27.55,31.56,10.93,3.65,73.19,70.15,66.52,9.45,100.75,85.09,80.67,16.07,16.19,23.69,2553,73.46,7918,0.13,14,0.57,61,0.08,9,1.15,124,0.92,99,1.53,165
28145,16.74,25.26,33.98,9.53,4.97,77.07,74.24,70.54,14.46,103.55,92.82,73.2,13.9,14.39,80.98,21973,14.5,3935,0.17,46,0.17,46,0.04,11,2.92,792,1.22,331,2.73,741
28147,15.46,26.66,33.58,10.43,3.57,76.85,73.61,69.88,15.83,109.59,89.31,69.91,13.84,15.17,53.42,8250,44.51,6873,0.36,55,0.16,24,0.02,3,0.42,65,1.12,173,1.0,154
28149,19.44,17.05,26.74,15.31,9.11,77.11,74.09,70.19,12.83,100.79,87.19,70.8,14.26,14.37,50.33,24548,46.99,22920,0.26,129,0.85,413,0.02,10,0.67,329,0.87,424,1.22,593
28151,17.13,27.49,28.89,11.37,6.21,75.48,71.96,67.67,12.31,103.85,81.21,65.61,15.22,15.81,26.96,13784,71.31,36468,0.13,69,0.57,291,0.02,9,0.42,215,0.59,301,0.68,346
28153,16.2,27.19,38.59,7.39,3.91,76.99,73.81,69.61,13.9,105.35,88.58,73.01,14.14,14.89,59.29,12300,38.9,8071,0.19,39,0.16,34,0.03,7,0.65,135,0.78,161,0.83,172
28155,16.03,23.56,34.75,10.65,6.51,77.83,74.85,71.51,15.74,109.44,90.56,68.83,13.13,14.37,78.66,8065,19.9,2040,0.2,21,0.11,11,0.0,0,0.37,38,0.76,78,0.75,77
28157,10.86,31.06,41.48,6.09,2.9,79.97,77.01,73.59,13.81,102.66,115.99,69.44,12.54,12.88,28.69,2834,70.78,6992,0.12,12,0.02,2,0.0,0,0.06,6,0.32,32,0.31,31
28159,16.89,21.73,37.11,9.01,5.64,77.96,75.05,71.39,16.52,105.98,88.82,67.69,13.32,14.12,51.94,9972,45.59,8753,1.14,219,0.19,37,0.02,4,0.24,47,0.86,166,0.66,126
28161,17.69,24.58,37.27,7.25,5.07,78.96,76.16,72.23,16.55,104.35,87.28,72.67,13.05,13.61,60.47,7667,37.9,4805,0.25,32,0.16,20,0.01,1,0.31,39,0.9,114,0.73,92
28163,17.51,26.39,35.63,8.2,3.72,77.7,74.78,71.12,11.86,109.56,122.61,66.28,13.23,14.49,39.95,11212,57.06,16013,0.29,82,0.45,125,0.01,4,0.71,198,1.54,431,4.44,1245
29001,14.82,11.91,37.77,13.66,11.86,82.89,80.58,67.11,12.54,98.77,86.61,74.36,13.93,13.76,93.98,24066,1.59,408,0.31,79,1.77,453,0.05,13,0.6,153,1.7,435,1.52,388
29003,17.72,10.36,41.53,13.95,6.51,78.79,75.92,72.21,15.51,106.85,94.04,76.03,12.91,13.8,97.41,16843,0.42,72,0.29,51,0.43,75,0.01,2,0.31,54,1.12,194,1.01,175
29005,17.7,14.08,39.21,16.24,4.77,82.15,79.21,76.02,21.58,110.61,95.61,77.83,10.94,12.1,98.5,5600,0.3,17,0.18,10,0.16,9,0.05,3,0.09,5,0.72,41,0.42,24
29007,14.6,18.85,44.79,9.37,4.65,78.24,75.05,71.4,16.0,113.62,78.1,70.66,12.91,14.67,89.82,22931,6.45,1646,0.36,91,0.45,115,0.03,8,1.17,298,1.72,440,1.36,347
29009,18.98,20.28,41.04,8.68,3.71,78.69,75.73,72.03,17.62,105.36,96.78,84.28,13.09,13.8,92.12,32792,0.3,107,0.89,317,1.31,467,0.02,8,3.46,1233,1.89,673,4.41,1571
29011,17.37,15.24,45.39,7.95,5.25,76.92,74.08,70.45,17.19,110.68,93.15,78.71,13.51,14.96,95.05,11788,0.38,47,1.14,142,0.23,29,0.03,4,0.69,86,2.47,306,0.97,120
29013,14.09,16.87,47.73,8.04,3.65,78.0,75.05,71.84,17.71,107.06,94.45,77.8,13.13,14.05,96.57,16464,0.88,150,0.61,104,0.16,27,0.01,2,0.39,66,1.38,236,0.86,146
29015,13.37,19.47,45.2,7.79,4.69,84.27,81.96,79.08,25.9,105.62,99.12,98.07,9.72,10.26,97.12,18508,0.3,58,0.61,117,0.28,54,0.03,5,0.31,59,1.34,255,0.89,169
29017,13.07,24.95,44.38,5.97,4.18,79.16,76.41,72.57,16.65,106.37,98.57,88.73,12.7,13.51,97.92,12106,0.26,32,0.62,77,0.21,26,0.0,0,0.15,18,0.84,104,0.49,60
29019,14.03,8.06,23.35,25.05,20.15,81.2,78.94,69.4,9.27,99.88,91.55,74.36,13.36,13.35,82.77,134621,9.29,15111,0.38,624,3.78,6144,0.06,93,0.91,1476,2.81,4573,2.01,3263
29021,17.12,13.83,39.94,12.99,6.38,79.23,76.5,71.62,14.01,104.9,98.29,69.48,12.99,13.62,89.06,79443,5.23,4662,0.44,396,0.81,722,0.21,185,1.8,1608,2.45,2185,3.22,2869
29023,16.63,23.79,36.19,8.31,5.75,79.28,76.7,72.91,16.98,105.03,89.53,76.42,12.63,13.27,90.81,38860,5.27,2256,0.55,234,0.66,283,0.04,15,0.52,221,2.16,925,0.9,384
29025,16.98,14.22,46.02,8.11,3.73,77.83,74.49,71.08,16.72,107.49,98.75,85.85,13.46,14.46,96.47,9091,0.42,40,0.38,36,0.19,18,0.02,2,0.85,80,1.67,157,1.11,105
29027,15.48,14.93,38.12,13.44,6.92,80.22,77.44,71.81,12.32,102.9,106.28,80.85,12.97,13.34,91.98,40778,4.58,2032,0.49,217,0.55,245,0.04,17,0.45,201,1.9,842,1.02,451
29029,19.87,9.8,35.87,13.33,7.62,83.26,80.93,78.08,21.67,104.05,97.68,98.62,10.32,10.74,96.51,42468,0.41,179,0.5,219,0.42,184,0.02,8,0.82,362,1.32,582,1.37,605
29031,16.43,14.21,33.94,17.72,9.19,80.58,78.07,71.51,14.32,100.84,91.03,71.91,13.0,13.11,88.72,67137,7.04,5330,0.25,186,1.19,898,0.03,23,0.94,710,1.84,1390,1.26,953
29033,14.19,15.91,44.48,11.83,6.05,79.52,76.42,73.07,19.14,102.36,93.12,77.54,12.77,13.07,96.62,8981,1.66,154,0.23,21,0.13,12,0.09,8,0.18,17,1.1,102,0.63,59
29035,16.25,24.33,38.21,6.0,5.05,78.85,75.82,72.07,16.6,96.75,94.99,86.38,13.76,13.31,96.62,6053,0.11,7,1.12,70,0.14,9,0.02,1,0.4,25,1.6,100,0.85,53
29037,20.59,8.44,36.91,14.78,6.61,76.48,73.48,69.98,13.56,104.29,92.78,78.32,14.19,14.8,91.74,91261,3.54,3517,0.55,544,0.64,641,0.07,68,1.42,1410,2.05,2037,2.34,2323
29039,14.06,16.89,46.11,8.11,3.76,79.25,76.34,73.23,22.36,109.33,92.81,83.34,12.34,13.5,96.87,13544,0.1,14,0.59,83,0.31,44,0.02,3,0.34,48,1.76,246,0.77,107
29041,14.79,15.28,46.55,9.24,4.97,80.08,77.41,74.45,21.39,107.07,94.54,78.0,11.91,12.76,96.68,7571,1.99,156,0.24,19,0.09,7,0.0,0,0.15,12,0.84,66,0.26,20
29043,20.89,8.29,31.27,19.6,7.34,75.62,72.64,69.22,12.22,103.23,91.7,80.75,14.62,15.09,95.74,74122,0.58,449,0.63,491,0.51,393,0.07,53,0.7,542,1.77,1372,1.39,1075
29045,18.59,15.68,43.71,10.04,2.85,78.82,75.95,72.81,17.66,106.73,98.03,81.7,12.69,13.55,98.21,7011,0.27,19,0.13,9,0.32,23,0.0,0,0.07,5,1.01,72,0.29,21
29047,19.38,8.55,29.31,20.62,9.57,77.0,74.2,70.73,11.25,104.83,92.41,74.55,13.75,14.41,87.46,194100,5.18,11506,0.53,1176,2.05,4551,0.26,586,1.77,3922,2.75,6098,3.54,7863
29049,19.03,9.84,41.09,11.17,6.41,78.38,75.44,71.86,15.72,108.69,98.74,90.2,13.04,14.17,95.46,19802,1.4,290,0.74,153,0.35,72,0.01,2,0.42,87,1.62,337,0.9,186
29051,16.21,11.13,31.12,20.48,10.02,78.97,76.4,72.38,12.27,102.23,101.86,73.26,13.02,13.31,84.4,64137,11.2,8512,0.32,242,1.27,966,0.06,46,0.88,667,1.87,1420,1.44,1091
29053,16.11,17.35,38.61,11.07,4.65,80.0,77.39,73.44,15.35,111.92,112.48,76.6,11.87,13.28,90.42,15914,6.86,1207,0.33,58,0.44,78,0.02,3,0.22,39,1.72,302,0.76,133
29055,16.63,22.34,41.23,7.52,3.31,78.4,75.7,72.07,16.27,102.67,97.58,84.27,13.18,13.53,97.26,24020,0.27,67,0.45,112,0.3,73,0.04,11,0.51,127,1.16,286,0.87,214
29057,18.47,17.97,46.31,6.37,2.73,80.3,77.36,74.36,20.51,115.1,97.41,83.33,11.59,13.35,96.03,7570,0.38,30,0.89,70,0.28,22,0.04,3,0.18,14,2.21,174,0.77,61
29059,13.94,20.45,46.6,8.55,2.16,78.15,75.15,71.75,17.01,105.2,97.0,87.57,13.3,14.0,96.45,16182,0.21,35,0.85,142,0.24,40,0.07,11,0.45,76,1.73,291,0.84,141
29061,17.2,15.99,43.68,9.98,4.41,76.38,73.3,69.83,17.09,102.15,98.3,91.62,14.35,14.66,98.02,8266,0.27,23,0.38,32,0.06,5,0.02,2,0.08,7,1.16,98,0.55,46
29063,13.69,17.42,46.52,8.55,3.44,84.2,82.08,78.92,13.74,114.49,183.93,81.64,9.32,10.67,86.91,11205,11.32,1459,0.43,56,0.25,32,0.1,13,0.22,29,0.76,98,1.33,172
29065,16.78,24.03,38.28,7.61,3.61,79.41,76.67,73.27,19.01,110.14,94.67,83.88,12.22,13.46,96.63,15129,0.35,55,0.86,135,0.26,41,0.04,7,0.21,33,1.64,257,0.61,95
29067,15.96,20.69,44.68,6.79,3.37,80.41,77.63,74.12,19.85,107.48,94.95,86.28,11.92,12.81,97.08,13284,0.22,30,0.56,77,0.23,31,0.0,0,0.12,17,1.79,245,0.5,68
29069,14.71,32.47,37.89,5.7,4.37,77.58,74.7,70.71,16.49,106.3,87.92,72.78,13.61,14.46,85.06,27179,9.72,3105,0.22,71,0.34,108,0.03,9,3.07,982,1.56,499,2.94,940
29071,18.79,15.05,36.45,10.43,6.09,78.25,75.27,71.53,13.79,106.03,95.94,78.05,13.27,14.08,96.8,98241,0.84,854,0.31,318,0.41,413,0.03,31,0.45,452,1.17,1183,0.82,833
29073,15.68,18.13,40.58,9.03,5.1,80.78,77.9,74.67,20.12,99.68,94.97,77.3,12.17,12.13,97.9,14903,0.18,27,0.21,32,0.35,53,0.04,6,0.22,33,1.1,168,0.56,86
29075,17.13,17.48,45.24,8.06,3.94,78.44,75.45,71.67,20.5,99.02,92.43,72.62,13.7,13.56,98.38,6629,0.31,21,0.19,13,0.27,18,0.0,0,0.16,11,0.68,46,0.31,21
29077,20.08,11.44,29.79,17.83,9.7,81.11,78.79,73.08,14.02,102.68,92.29,70.55,12.25,12.58,91.17,250866,2.87,7892,0.67,1856,1.65,4535,0.11,304,0.93,2546,2.61,7175,1.91,5260
29079,17.4,16.34,41.0,8.56,4.25,78.49,75.96,71.32,20.47,94.03,91.03,70.73,14.03,13.2,96.94,9947,0.57,59,0.42,43,0.36,37,0.03,3,0.65,67,1.02,105,0.97,100
29081,16.79,15.42,50.75,5.49,2.14,77.72,75.2,72.0,20.7,113.4,93.79,77.08,12.75,14.46,97.55,8738,0.33,30,0.36,32,0.2,18,0.1,9,0.52,47,0.93,83,1.0,90
29083,17.43,16.26,42.69,10.14,4.96,80.3,77.75,74.6,19.51,101.14,93.78,83.57,12.22,12.36,96.41,21473,1.01,226,0.5,111,0.23,52,0.06,13,0.33,74,1.45,323,0.93,207
29085,17.11,21.13,44.78,6.16,1.97,85.07,82.7,80.25,29.56,100.87,96.4,97.91,9.58,9.66,97.0,9338,0.26,25,0.7,67,0.17,16,0.08,8,0.26,25,1.54,148,0.6,58
29087,15.62,11.26,49.63,10.76,5.55,82.31,80.23,77.02,21.23,107.32,96.26,77.68,10.57,11.34,97.74,4801,0.16,8,0.98,48,0.31,15,0.02,1,0.26,13,0.53,26,0.37,18
29089,14.95,14.36,42.15,14.11,7.49,80.98,78.53,70.97,15.86,106.07,96.79,79.98,12.67,13.44,91.78,9310,5.24,532,0.46,47,0.26,26,0.04,4,0.35,35,1.87,190,0.72,73
29091,18.33,17.63,41.88,7.98,6.17,77.81,75.09,71.26,17.1,103.33,90.55,75.85,13.53,13.98,96.29,38903,0.39,156,0.67,270,0.49,198,0.03,14,0.5,202,1.63,657,1.01,407
29093,15.86,24.82,41.37,6.25,2.86,80.37,77.39,73.77,17.86,101.82,95.69,79.66,12.44,12.66,96.43,10250,1.3,138,0.48,51,0.1,11,0.0,0,0.23,24,1.47,156,0.78,83
29095,19.06,12.69,30.1,16.89,9.97,78.17,75.43,71.57,12.46,103.39,90.39,70.41,13.36,13.82,66.91,451073,23.94,161367,0.5,3352,1.6,10755,0.24,1610,3.76,25315,3.07,20686,5.19,35017
29097,19.14,18.66,33.27,12.65,5.93,76.92,74.21,69.73,13.38,103.61,92.47,73.25,14.12,14.63,88.24,103596,1.93,2267,1.51,1778,0.99,1167,0.25,293,3.89,4568,3.18,3735,3.85,4516
29099,20.31,14.49,34.71,10.61,5.51,77.76,74.86,71.07,11.15,106.07,96.76,81.17,13.47,14.28,96.47,211007,0.82,1798,0.31,677,0.65,1417,0.02,49,0.38,836,1.35,2949,0.95,2077
29101,22.23,9.33,32.25,14.3,9.84,79.6,77.1,68.19,10.73,100.92,101.32,88.26,14.04,14.17,90.02,47344,4.33,2279,0.53,278,1.52,802,0.24,124,0.76,398,2.6,1370,1.96,1031
29103,13.64,13.68,52.62,6.59,7.34,77.83,75.02,71.7,20.04,106.75,94.42,75.42,13.27,14.16,97.97,4047,0.34,14,0.17,7,0.19,8,0.0,0,0.31,13,1.02,42,0.46,19
29105,16.81,18.85,41.93,9.39,3.62,77.7,74.96,71.3,15.62,105.77,94.53,83.06,13.4,14.18,95.73,34051,0.68,241,0.67,240,0.44,156,0.05,18,0.5,179,1.93,686,1.14,404
29107,18.07,15.02,40.61,10.86,5.0,78.57,75.47,71.8,16.46,107.83,94.86,79.22,13.09,14.11,94.13,31422,2.22,742,0.42,140,0.4,133,0.14,48,0.74,246,1.95,650,1.37,456
29109,16.38,19.51,41.08,9.01,4.31,76.71,73.66,70.23,16.31,105.96,94.38,81.03,13.98,14.81,93.65,36179,0.26,102,0.85,329,0.35,136,0.06,25,3.13,1210,1.69,653,3.46,1336
29111,18.08,15.59,44.4,9.57,3.45,79.21,76.54,70.81,16.3,105.71,98.83,82.86,13.21,13.97,94.36,9635,3.16,323,0.29,30,0.24,25,0.07,7,0.48,49,1.39,142,1.01,103
29113,17.86,16.89,42.5,7.93,3.96,75.23,71.99,68.29,10.87,105.3,97.02,85.55,14.94,15.73,95.0,49938,1.87,984,0.33,173,0.37,193,0.02,13,0.62,328,1.78,937,1.07,561
29115,13.46,12.05,50.62,7.55,6.71,78.22,75.27,72.09,19.04,101.88,89.97,71.37,13.35,13.6,97.18,12401,0.67,86,0.24,31,0.21,27,0.01,1,0.44,56,1.25,159,0.81,104
29117,13.36,14.88,44.68,12.82,6.22,80.68,78.09,74.7,18.2,101.14,76.47,72.23,12.1,12.24,95.39,14494,2.42,367,0.32,49,0.28,42,0.02,3,0.38,58,1.2,182,0.72,110
29119,21.86,23.38,38.06,6.85,2.03,75.23,71.95,68.2,12.51,107.39,100.27,87.96,14.83,15.93,84.99,19619,0.58,133,2.87,663,0.83,192,1.12,258,6.36,1468,3.25,750,6.26,1445
29121,15.35,17.86,42.61,10.6,4.43,78.43,75.72,72.52,19.44,106.85,93.13,76.96,12.85,13.73,95.18,14816,2.27,353,0.21,33,0.41,64,0.06,9,0.31,49,1.55,242,0.56,87
29123,15.61,24.42,36.67,7.36,3.38,78.94,76.03,72.25,17.72,104.6,93.57,80.28,12.98,13.58,97.11,11873,0.28,34,0.36,44,0.34,42,0.02,3,1.05,128,0.83,102,1.12,137
29125,13.7,20.44,43.13,8.94,5.29,79.26,76.53,73.04,17.94,110.64,100.17,87.05,12.29,13.6,97.69,8964,0.26,24,0.59,54,0.05,5,0.01,1,0.26,24,1.13,104,0.46,42
29127,17.31,16.06,40.87,9.82,7.09,78.53,76.07,71.87,15.66,100.5,90.11,69.5,13.33,13.39,91.8,26421,4.92,1417,0.18,51,0.53,153,0.07,21,0.37,107,2.12,611,0.82,237
29129,15.63,12.75,46.82,8.69,5.54,77.36,74.56,71.52,20.16,112.8,98.45,85.64,13.0,14.66,97.75,3700,0.16,6,0.45,17,0.5,19,0.03,1,0.16,6,0.95,36,0.48,18
29131,17.82,17.43,43.99,8.97,2.93,78.03,75.17,71.97,15.75,106.67,96.35,82.61,13.14,14.01,96.74,23941,0.4,99,0.55,136,0.28,70,0.15,36,0.39,96,1.5,370,0.79,196
29133,9.98,33.82,40.98,7.66,2.87,80.28,77.8,74.45,15.24,109.36,117.1,73.79,11.68,12.77,74.06,10633,23.96,3440,0.21,30,0.17,24,0.01,1,0.55,79,1.05,151,1.0,143
29135,15.15,19.65,39.01,12.27,4.84,77.76,74.84,71.38,13.8,104.42,114.68,79.12,13.47,14.06,92.43,14426,3.72,581,0.35,54,0.36,56,0.06,10,1.88,294,1.19,186,2.16,337
29137,16.23,15.44,47.3,7.18,4.71,79.38,76.69,73.2,18.64,103.76,98.56,84.34,12.62,13.1,95.06,8403,2.99,264,0.29,26,0.32,28,0.01,1,0.1,9,1.23,109,0.51,45
29139,15.08,21.67,43.48,8.34,3.85,79.42,76.68,73.42,18.68,112.13,96.54,78.04,12.13,13.6,95.73,11713,1.64,201,0.19,23,0.25,31,0.02,2,0.69,84,1.49,182,0.99,121
29141,14.45,21.28,41.4,8.78,3.0,80.65,77.95,74.61,22.05,101.52,98.53,93.89,12.15,12.33,96.13,19770,0.64,131,0.66,135,0.37,76,0.01,2,0.42,87,1.77,364,1.03,211
29143,15.63,26.76,41.28,7.78,4.44,78.95,76.19,72.34,16.06,105.13,89.03,72.33,12.96,13.63,81.72,15491,15.82,2999,0.24,45,0.42,80,0.04,7,0.31,58,1.46,276,0.62,118
29145,19.15,15.07,34.58,11.36,6.91,77.64,74.6,70.31,15.24,109.71,94.58,78.93,13.53,14.85,89.33,51914,0.75,438,2.3,1339,1.32,770,0.87,507,2.34,1359,3.07,1787,2.51,1458
29147,15.94,11.57,39.0,14.41,9.29,84.15,81.76,67.6,13.17,96.51,101.36,76.74,13.74,13.26,94.49,22083,2.42,566,0.19,45,1.62,378,0.01,3,0.33,78,0.93,217,1.04,242
29149,15.86,23.23,42.41,7.03,3.14,80.79,77.7,73.61,19.79,105.18,96.95,86.57,12.25,12.88,96.6,10511,0.14,15,1.16,126,0.29,32,0.04,4,0.09,10,1.68,183,0.77,84
29151,12.58,13.98,46.81,9.3,3.93,77.98,75.26,70.46,14.97,115.51,109.28,81.71,13.1,15.13,98.85,13718,0.2,28,0.23,32,0.1,14,0.05,7,0.09,13,0.48,66,0.44,61
29153,14.82,21.32,43.75,6.42,4.72,82.35,79.95,76.82,23.44,112.02,99.33,101.15,10.52,11.79,97.38,9468,0.11,11,0.72,70,0.13,13,0.0,0,0.27,26,1.39,135,0.86,84
29155,14.24,29.89,39.76,5.55,4.22,75.59,72.49,68.15,14.72,103.31,86.19,70.66,15.02,15.52,70.41,12882,26.78,4899,0.27,50,0.22,41,0.04,7,0.8,146,1.48,271,1.14,208
29157,12.79,19.52,46.66,8.59,3.59,77.56,74.9,71.3,15.6,106.47,97.21,75.88,13.35,14.22,97.21,18442,0.4,75,0.32,61,0.45,85,0.03,6,0.7,132,0.9,170,1.03,196
29159,18.25,18.71,34.86,9.86,5.91,77.17,74.45,70.2,14.7,102.2,94.65,73.8,14.09,14.4,89.66,37839,3.0,1264,0.42,177,0.6,253,0.07,31,4.0,1686,2.25,951,4.09,1724
29161,17.98,14.11,33.33,14.77,10.49,80.9,78.32,70.45,13.63,120.92,109.44,79.09,12.04,14.56,91.7,41409,2.23,1008,0.56,251,2.91,1316,0.07,33,0.37,168,2.15,971,1.32,598
29163,15.43,20.48,43.09,9.26,3.33,80.67,77.82,74.23,15.57,107.08,125.63,85.64,11.9,12.75,90.18,16698,7.2,1333,0.21,39,0.23,43,0.02,3,0.75,139,1.41,261,1.14,211
29165,18.69,5.92,24.74,24.7,12.18,78.28,75.37,72.01,11.16,105.23,94.35,80.24,13.14,13.83,87.23,77914,5.9,5270,0.5,449,2.3,2051,0.33,292,1.29,1152,2.46,2194,3.09,2760
29167,15.99,20.45,38.43,10.76,5.88,78.41,75.38,69.56,16.14,109.43,93.74,80.3,13.63,14.91,96.17,29946,0.75,235,0.63,197,0.34,105,0.03,9,0.54,169,1.53,476,1.12,348
29169,22.15,11.86,34.04,11.49,6.91,78.56,76.02,63.91,7.21,132.9,134.71,76.16,13.76,18.29,77.49,40506,11.45,5984,0.78,410,2.57,1346,0.57,298,2.29,1198,4.84,2532,6.29,3287
29171,15.21,14.2,43.79,8.72,6.84,79.53,76.7,73.75,21.61,114.63,94.65,81.14,11.81,13.54,98.19,4889,0.18,9,0.14,7,0.48,24,0.02,1,0.14,7,0.84,42,0.42,21
29173,14.92,15.5,46.73,12.85,3.24,79.56,76.61,73.86,16.48,109.06,101.11,95.34,12.16,13.26,97.3,9892,1.06,108,0.14,14,0.2,20,0.12,12,0.22,22,0.97,99,0.6,61
29175,17.53,17.84,41.28,8.07,3.65,79.34,76.87,72.84,14.19,103.84,111.28,74.75,12.69,13.18,91.02,23133,5.86,1490,0.29,74,0.42,106,0.01,3,0.29,73,2.11,535,0.92,235
29177,17.37,13.9,44.41,7.76,5.78,78.04,75.03,71.37,14.83,108.27,96.64,82.36,13.18,14.27,96.34,22635,1.19,280,0.51,119,0.26,61,0.07,17,0.25,59,1.37,323,1.01,238
29179,14.49,27.17,42.57,3.48,3.23,80.24,77.12,74.04,20.06,122.09,99.38,92.96,11.29,13.78,96.73,6477,0.67,45,0.61,41,0.18,12,0.01,1,0.24,16,1.55,104,0.6,40
29181,12.83,29.41,38.66,8.11,4.06,79.35,76.55,72.91,18.77,106.0,95.42,89.54,12.64,13.4,96.8,13649,0.35,49,0.88,124,0.33,47,0.01,1,0.22,31,1.41,199,0.6,85
29183,18.28,7.85,27.41,22.54,10.83,77.16,74.24,70.39,11.2,104.11,93.92,77.11,13.92,14.49,90.72,327018,4.15,14960,0.24,851,2.18,7850,0.05,173,0.92,3323,1.75,6310,1.71,6158
29185,13.97,17.12,47.79,8.68,5.44,82.69,80.01,76.86,23.41,108.39,101.52,89.04,10.7,11.6,96.52,9464,0.54,53,0.69,68,0.12,12,0.01,1,0.32,31,1.8,176,1.02,100
29186,16.05,18.89,42.74,8.07,3.57,79.66,76.74,73.43,16.04,107.9,100.89,81.94,12.34,13.32,97.63,17715,0.65,118,0.29,53,0.27,49,0.01,2,0.16,29,0.99,179,0.5,91
29187,17.13,20.79,35.51,9.28,5.48,80.46,77.96,73.98,14.31,106.26,116.29,76.56,12.0,12.75,93.61,61180,4.25,2775,0.38,246,0.37,244,0.05,32,0.19,126,1.16,756,0.81,529
29189,16.67,9.3,23.21,23.5,15.59,79.58,76.56,72.76,14.96,104.42,85.82,69.21,12.75,13.32,70.27,701948,23.33,233029,0.2,1962,3.46,34597,0.03,307,0.85,8515,1.86,18596,1.63,16286
29195,16.19,20.24,37.89,11.56,6.09,79.71,76.91,71.18,15.83,107.26,96.09,71.01,13.08,14.03,86.16,20135,5.28,1235,0.32,75,0.53,124,0.68,158,4.63,1081,2.4,562,5.01,1170
