filename,datetime,size
gz_2010_06_970_00_500k.zip,2012-03-01 16:59,867K
gz_2010_08_060_00_500k.zip,2012-03-01 16:59,561K
gz_2010_08_140_00_500k.zip,2012-03-01 16:59,813K
gz_2010_08_150_00_500k.zip,2012-03-01 16:59,1.3M
gz_2010_08_160_00_500k.zip,2012-03-01 16:59,391K
gz_2010_08_500_11_500k.zip,2012-03-01 16:59,80K
gz_2010_08_610_u2_500k.zip,2012-03-01 16:59,151K
gz_2010_08_620_l2_500k.zip,2012-03-01 16:59,241K
gz_2010_08_700_00_500k.zip,2012-03-01 16:59,1.5M
gz_2010_08_970_00_500k.zip,2012-03-01 16:59,319K
gz_2010_09_060_00_500k.zip,2012-03-01 16:59,98K
gz_2010_09_140_00_500k.zip,2012-03-01 16:59,277K
gz_2010_09_150_00_500k.zip,2012-03-01 16:59,541K
gz_2010_09_160_00_500k.zip,2012-03-01 16:59,78K
gz_2010_09_170_00_500k.zip,2012-03-01 16:59,7.3K
gz_2010_09_361_m1_500k.zip,2012-03-01 16:59,21K
gz_2010_09_500_11_500k.zip,2012-03-01 16:59,29K
gz_2010_09_610_u2_500k.zip,2012-03-01 16:59,74K
gz_2010_09_620_l2_500k.zip,2012-03-01 16:59,141K
gz_2010_09_700_00_500k.zip,2012-03-01 16:59,289K
gz_2010_09_950_00_500k.zip,2012-03-01 16:59,38K
gz_2010_09_960_00_500k.zip,2012-03-01 16:59,24K
gz_2010_09_970_00_500k.zip,2012-03-01 16:59,95K
gz_2010_10_060_00_500k.zip,2012-03-01 16:59,38K
gz_2010_10_140_00_500k.zip,2012-03-01 16:59,99K
gz_2010_10_150_00_500k.zip,2012-03-01 16:59,157K
gz_2010_10_160_00_500k.zip,2012-03-01 16:59,53K
gz_2010_10_500_11_500k.zip,2012-03-01 16:59,13K
gz_2010_10_610_u2_500k.zip,2012-03-01 16:59,42K
gz_2010_10_620_l2_500k.zip,2012-03-01 16:59,51K
gz_2010_10_700_00_500k.zip,2012-03-01 16:59,165K
gz_2010_10_970_00_500k.zip,2012-03-01 16:59,38K
gz_2010_11_060_00_500k.zip,2012-03-01 16:59,7.9K
gz_2010_11_140_00_500k.zip,2012-03-01 16:59,39K
gz_2010_11_150_00_500k.zip,2012-03-01 16:59,57K
gz_2010_11_160_00_500k.zip,2012-03-01 16:59,7.9K
gz_2010_11_500_11_500k.zip,2012-03-01 16:59,7.9K
gz_2010_11_610_u2_500k.zip,2012-03-01 16:59,12K
gz_2010_11_700_00_500k.zip,2012-03-01 16:59,33K
gz_2010_11_970_00_500k.zip,2012-03-01 16:59,7.9K
gz_2010_12_060_00_500k.zip,2012-03-01 16:59,562K
gz_2010_12_140_00_500k.zip,2012-03-01 16:59,1.6M
gz_2010_12_150_00_500k.zip,2012-03-01 16:59,2.6M
gz_2010_12_160_00_500k.zip,2012-03-01 16:59,906K
gz_2010_12_500_11_500k.zip,2012-03-01 16:59,287K
gz_2010_12_610_u2_500k.zip,2012-03-01 16:59,332K
gz_2010_12_620_l2_500k.zip,2012-03-01 16:59,464K
gz_2010_12_700_00_500k.zip,2012-03-01 16:59,2.6M
gz_2010_12_970_00_500k.zip,2012-03-01 16:59,262K
gz_2010_13_060_00_500k.zip,2012-03-01 16:59,1.0M
gz_2010_13_140_00_500k.zip,2012-03-01 16:59,1.4M
gz_2010_13_150_00_500k.zip,2012-03-01 16:59,2.2M
gz_2010_13_160_00_500k.zip,2012-03-01 16:59,607K
gz_2010_13_170_00_500k.zip,2012-03-01 16:59,12K
gz_2010_13_500_11_500k.zip,2012-03-01 16:59,170K
gz_2010_13_610_u2_500k.zip,2012-03-01 16:59,307K
gz_2010_13_620_l2_500k.zip,2012-03-01 16:59,546K
gz_2010_13_700_00_500k.zip,2012-03-01 16:59,2.0M
gz_2010_13_950_00_500k.zip,2012-03-01 16:59,37K
gz_2010_13_960_00_500k.zip,2012-03-01 16:59,39K
gz_2010_13_970_00_500k.zip,2012-03-01 16:59,597K
gz_2010_15_060_00_500k.zip,2012-03-01 16:59,87K
gz_2010_15_140_00_500k.zip,2012-03-01 16:59,173K
gz_2010_15_150_00_500k.zip,2012-03-01 16:59,271K
gz_2010_15_160_00_500k.zip,2012-03-01 16:59,93K
gz_2010_15_500_11_500k.zip,2012-03-01 16:59,36K
gz_2010_15_610_u2_500k.zip,2012-03-01 16:59,128K
gz_2010_15_620_l2_500k.zip,2012-03-01 16:59,154K
gz_2010_15_700_00_500k.zip,2012-03-01 16:59,204K
gz_2010_15_970_00_500k.zip,2012-03-01 16:59,32K
gz_2010_16_060_00_500k.zip,2012-03-01 16:59,469K
gz_2010_16_140_00_500k.zip,2012-03-01 16:59,446K
gz_2010_16_150_00_500k.zip,2012-03-01 16:59,748K
gz_2010_16_160_00_500k.zip,2012-03-01 16:59,152K
gz_2010_16_500_11_500k.zip,2012-03-01 16:59,58K
gz_2010_16_610_u2_500k.zip,2012-03-01 16:59,149K
gz_2010_16_620_l2_500k.zip,2012-03-01 16:59,149K
gz_2010_16_700_00_500k.zip,2012-03-01 16:59,902K
gz_2010_16_970_00_500k.zip,2012-03-01 16:59,283K
gz_2010_17_060_00_500k.zip,2012-03-01 16:59,802K
gz_2010_17_140_00_500k.zip,2012-03-01 16:59,1.2M
gz_2010_17_150_00_500k.zip,2012-03-01 16:59,2.3M
gz_2010_17_160_00_500k.zip,2012-03-01 16:59,1.0M
gz_2010_17_500_11_500k.zip,2012-03-01 16:59,176K
gz_2010_17_610_u2_500k.zip,2012-03-01 16:59,246K
gz_2010_17_620_l2_500k.zip,2012-03-01 16:59,330K
gz_2010_17_700_00_500k.zip,2012-03-01 16:59,2.4M
gz_2010_17_950_00_500k.zip,2012-03-01 16:59,455K
gz_2010_17_960_00_500k.zip,2012-03-01 16:59,286K
gz_2010_17_970_00_500k.zip,2012-03-01 16:59,736K
gz_2010_18_060_00_500k.zip,2012-03-01 16:59,381K
gz_2010_18_140_00_500k.zip,2012-03-01 16:59,637K
gz_2010_18_150_00_500k.zip,2012-03-01 16:59,1.2M
gz_2010_18_160_00_500k.zip,2012-03-01 16:59,359K
gz_2010_18_170_00_500k.zip,2012-03-01 16:59,11K
gz_2010_18_500_11_500k.zip,2012-03-01 16:59,65K
gz_2010_18_610_u2_500k.zip,2012-03-01 16:59,125K
gz_2010_18_620_l2_500k.zip,2012-03-01 16:59,246K
gz_2010_18_700_00_500k.zip,2012-03-01 16:59,1.3M
gz_2010_18_970_00_500k.zip,2012-03-01 16:59,274K
gz_2010_19_060_00_500k.zip,2012-03-01 16:59,471K
gz_2010_19_140_00_500k.zip,2012-03-01 16:59,436K
gz_2010_19_150_00_500k.zip,2012-03-01 16:59,807K
gz_2010_19_160_00_500k.zip,2012-03-01 16:59,276K
gz_2010_19_500_11_500k.zip,2012-03-01 16:59,45K
gz_2010_19_610_u2_500k.zip,2012-03-01 16:59,114K
gz_2010_19_620_l2_500k.zip,2012-03-01 16:59,163K
gz_2010_19_700_00_500k.zip,2012-03-01 16:59,649K
gz_2010_19_970_00_500k.zip,2012-03-01 16:59,573K
gz_2010_20_060_00_500k.zip,2012-03-01 16:59,549K
gz_2010_20_140_00_500k.zip,2012-03-01 16:59,338K
gz_2010_20_150_00_500k.zip,2012-03-01 16:59,615K
gz_2010_20_160_00_500k.zip,2012-03-01 16:59,265K
gz_2010_20_500_11_500k.zip,2012-03-01 16:59,40K
gz_2010_20_610_u2_500k.zip,2012-03-01 16:59,92K
gz_2010_20_620_l2_500k.zip,2012-03-01 16:59,163K
gz_2010_20_700_00_500k.zip,2012-03-01 16:59,868K
gz_2010_20_970_00_500k.zip,2012-03-01 16:59,367K
gz_2010_21_060_00_500k.zip,2012-03-01 16:59,912K
gz_2010_21_140_00_500k.zip,2012-03-01 16:59,1.1M
gz_2010_21_150_00_500k.zip,2012-03-01 16:59,1.8M
gz_2010_21_160_00_500k.zip,2012-03-01 16:59,335K
gz_2010_21_170_00_500k.zip,2012-03-01 16:59,8.4K
gz_2010_21_500_11_500k.zip,2012-03-01 16:59,99K
gz_2010_21_610_u2_500k.zip,2012-03-01 16:59,278K
gz_2010_21_620_l2_500k.zip,2012-03-01 16:59,455K
gz_2010_21_700_00_500k.zip,2012-03-01 16:59,403K
gz_2010_21_950_00_500k.zip,2012-03-01 16:59,39K
gz_2010_21_960_00_500k.zip,2012-03-01 16:59,39K
gz_2010_21_970_00_500k.zip,2012-03-01 16:59,478K
gz_2010_22_060_00_500k.zip,2012-03-01 16:59,886K
gz_2010_22_140_00_500k.zip,2012-03-01 16:59,884K
gz_2010_22_150_00_500k.zip,2012-03-01 16:59,1.4M
gz_2010_22_160_00_500k.zip,2012-03-01 16:59,303K
gz_2010_22_500_11_500k.zip,2012-03-01 16:59,119K
gz_2010_22_610_u2_500k.zip,2012-03-01 16:59,248K
gz_2010_22_620_l2_500k.zip,2012-03-01 16:59,405K
gz_2010_22_700_00_500k.zip,2012-03-01 16:59,1.7M
gz_2010_22_970_00_500k.zip,2012-03-01 16:59,294K
gz_2010_23_060_00_500k.zip,2012-03-01 16:59,296K
gz_2010_23_140_00_500k.zip,2012-03-01 16:59,256K
gz_2010_23_150_00_500k.zip,2012-03-01 16:59,427K
gz_2010_23_160_00_500k.zip,2012-03-01 16:59,77K
gz_2010_23_361_m1_500k.zip,2012-03-01 16:59,16K
gz_2010_23_500_11_500k.zip,2012-03-01 16:59,85K
gz_2010_23_610_u2_500k.zip,2012-03-01 16:59,431K
gz_2010_23_620_l2_500k.zip,2012-03-01 16:59,506K
gz_2010_23_700_00_500k.zip,2012-03-01 16:59,298K
gz_2010_23_950_00_500k.zip,2012-03-01 16:59,76K
gz_2010_23_960_00_500k.zip,2012-03-01 16:59,76K
gz_2010_23_970_00_500k.zip,2012-03-01 16:59,231K
gz_2010_24_060_00_500k.zip,2012-03-01 16:59,328K
gz_2010_24_140_00_500k.zip,2012-03-01 16:59,597K
gz_2010_24_150_00_500k.zip,2012-03-01 16:59,1.0M
gz_2010_24_160_00_500k.zip,2012-03-01 16:59,310K
gz_2010_24_500_11_500k.zip,2012-03-01 16:59,126K
gz_2010_24_610_u2_500k.zip,2012-03-01 16:59,543K
gz_2010_24_620_l2_500k.zip,2012-03-01 16:59,593K
gz_2010_24_700_00_500k.zip,2012-03-01 16:59,896K
gz_2010_24_970_00_500k.zip,2012-03-01 16:59,117K
gz_2010_25_060_00_500k.zip,2012-03-01 16:59,209K
gz_2010_25_140_00_500k.zip,2012-03-01 16:59,522K
gz_2010_25_150_00_500k.zip,2012-03-01 16:59,1.0M
gz_2010_25_160_00_500k.zip,2012-03-01 16:59,154K
gz_2010_25_361_m1_500k.zip,2012-03-01 16:59,29K
gz_2010_25_500_11_500k.zip,2012-03-01 16:59,81K
gz_2010_25_610_u2_500k.zip,2012-03-01 16:59,355K
gz_2010_25_620_l2_500k.zip,2012-03-01 16:59,446K
gz_2010_25_700_00_500k.zip,2012-03-01 16:59,893K
gz_2010_25_950_00_500k.zip,2012-03-01 16:59,87K
gz_2010_25_960_00_500k.zip,2012-03-01 16:59,79K
gz_2010_25_970_00_500k.zip,2012-03-01 16:59,198K
gz_2010_26_060_00_500k.zip,2012-03-01 16:59,712K
gz_2010_26_140_00_500k.zip,2012-03-01 16:59,973K
gz_2010_26_150_00_500k.zip,2012-03-01 16:59,1.7M
gz_2010_26_160_00_500k.zip,2012-03-01 16:59,316K
gz_2010_26_500_11_500k.zip,2012-03-01 16:59,176K
gz_2010_26_610_u2_500k.zip,2012-03-01 16:59,207K
gz_2010_26_620_l2_500k.zip,2012-03-01 16:59,272K
gz_2010_26_700_00_500k.zip,2012-03-01 16:58,1.5M
gz_2010_26_950_00_500k.zip,2012-03-01 16:58,157K
gz_2010_26_970_00_500k.zip,2012-03-01 16:58,969K
gz_2010_27_060_00_500k.zip,2012-03-01 16:58,1.0M
gz_2010_27_140_00_500k.zip,2012-03-01 16:58,709K
gz_2010_27_150_00_500k.zip,2012-03-01 16:58,1.3M
gz_2010_27_160_00_500k.zip,2012-03-01 16:58,356K
gz_2010_27_500_11_500k.zip,2012-03-01 16:58,91K
gz_2010_27_610_u2_500k.zip,2012-03-01 16:58,173K
gz_2010_27_620_l2_500k.zip,2012-03-01 16:58,230K
gz_2010_27_700_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_27_970_00_500k.zip,2012-03-01 16:58,699K
gz_2010_28_060_00_500k.zip,2012-03-01 16:58,625K
gz_2010_28_140_00_500k.zip,2012-03-01 16:58,615K
gz_2010_28_150_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_28_160_00_500k.zip,2012-03-01 16:58,188K
gz_2010_28_500_11_500k.zip,2012-03-01 16:58,71K
gz_2010_28_610_u2_500k.zip,2012-03-01 16:58,294K
gz_2010_28_620_l2_500k.zip,2012-03-01 16:58,553K
gz_2010_28_700_00_500k.zip,2012-03-01 16:58,1.1M
gz_2010_28_970_00_500k.zip,2012-03-01 16:58,302K
gz_2010_29_060_00_500k.zip,2012-03-01 16:58,860K
gz_2010_29_140_00_500k.zip,2012-03-01 16:58,1.0M
gz_2010_29_150_00_500k.zip,2012-03-01 16:58,1.9M
gz_2010_29_160_00_500k.zip,2012-03-01 16:58,538K
gz_2010_29_500_11_500k.zip,2012-03-01 16:58,99K
gz_2010_29_610_u2_500k.zip,2012-03-01 16:58,162K
gz_2010_29_620_l2_500k.zip,2012-03-01 16:58,367K
gz_2010_29_700_00_500k.zip,2012-03-01 16:58,1.7M
gz_2010_29_950_00_500k.zip,2012-03-01 16:58,181K
gz_2010_29_970_00_500k.zip,2012-03-01 16:58,876K
gz_2010_30_060_00_500k.zip,2012-03-01 16:58,747K
gz_2010_30_140_00_500k.zip,2012-03-01 16:58,638K
gz_2010_30_150_00_500k.zip,2012-03-01 16:58,1.0M
gz_2010_30_160_00_500k.zip,2012-03-01 16:58,237K
gz_2010_30_170_00_500k.zip,2012-03-01 16:58,13K
gz_2010_30_500_11_500k.zip,2012-03-01 16:58,21K
gz_2010_30_610_u2_500k.zip,2012-03-01 16:58,301K
gz_2010_30_620_l2_500k.zip,2012-03-01 16:58,385K
gz_2010_30_700_00_500k.zip,2012-03-01 16:58,651K
gz_2010_30_950_00_500k.zip,2012-03-01 16:58,529K
gz_2010_30_960_00_500k.zip,2012-03-01 16:58,369K
gz_2010_30_970_00_500k.zip,2012-03-01 16:58,191K
gz_2010_31_060_00_500k.zip,2012-03-01 16:58,483K
gz_2010_31_140_00_500k.zip,2012-03-01 16:58,285K
gz_2010_31_150_00_500k.zip,2012-03-01 16:58,520K
gz_2010_31_160_00_500k.zip,2012-03-01 16:58,181K
gz_2010_31_500_11_500k.zip,2012-03-01 16:58,34K
gz_2010_31_610_u2_500k.zip,2012-03-01 16:58,107K
gz_2010_31_700_00_500k.zip,2012-03-01 16:58,539K
gz_2010_31_970_00_500k.zip,2012-03-01 16:58,943K
gz_2010_32_060_00_500k.zip,2012-03-01 16:58,205K
gz_2010_32_140_00_500k.zip,2012-03-01 16:58,331K
gz_2010_32_150_00_500k.zip,2012-03-01 16:58,512K
gz_2010_32_160_00_500k.zip,2012-03-01 16:58,144K
gz_2010_32_500_11_500k.zip,2012-03-01 16:58,35K
gz_2010_32_610_u2_500k.zip,2012-03-01 16:58,80K
gz_2010_32_620_l2_500k.zip,2012-03-01 16:58,100K
gz_2010_32_700_00_500k.zip,2012-03-01 16:58,654K
gz_2010_32_970_00_500k.zip,2012-03-01 16:58,39K
gz_2010_33_060_00_500k.zip,2012-03-01 16:58,102K
gz_2010_33_140_00_500k.zip,2012-03-01 16:58,121K
gz_2010_33_150_00_500k.zip,2012-03-01 16:58,265K
gz_2010_33_160_00_500k.zip,2012-03-01 16:58,49K
gz_2010_33_361_m1_500k.zip,2012-03-01 16:58,16K
gz_2010_33_500_11_500k.zip,2012-03-01 16:58,29K
gz_2010_33_610_u2_500k.zip,2012-03-01 16:58,47K
gz_2010_33_620_l2_500k.zip,2012-03-01 16:58,75K
gz_2010_33_700_00_500k.zip,2012-03-01 16:58,127K
gz_2010_33_950_00_500k.zip,2012-03-01 16:58,62K
gz_2010_33_960_00_500k.zip,2012-03-01 16:58,32K
gz_2010_33_970_00_500k.zip,2012-03-01 16:58,76K
gz_2010_34_060_00_500k.zip,2012-03-01 16:58,355K
gz_2010_34_140_00_500k.zip,2012-03-01 16:58,657K
gz_2010_34_150_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_34_160_00_500k.zip,2012-03-01 16:58,247K
gz_2010_34_500_11_500k.zip,2012-03-01 16:58,113K
gz_2010_34_610_u2_500k.zip,2012-03-01 16:58,128K
gz_2010_34_620_l2_500k.zip,2012-03-01 16:58,128K
gz_2010_34_700_00_500k.zip,2012-03-01 16:58,1.3M
gz_2010_34_950_00_500k.zip,2012-03-01 16:58,263K
gz_2010_34_960_00_500k.zip,2012-03-01 16:58,130K
gz_2010_34_970_00_500k.zip,2012-03-01 16:58,263K
gz_2010_35_060_00_500k.zip,2012-03-01 16:58,346K
gz_2010_35_140_00_500k.zip,2012-03-01 16:58,447K
gz_2010_35_150_00_500k.zip,2012-03-01 16:58,769K
gz_2010_35_160_00_500k.zip,2012-03-01 16:58,258K
gz_2010_35_500_11_500k.zip,2012-03-01 16:58,35K
gz_2010_35_610_u2_500k.zip,2012-03-01 16:58,258K
gz_2010_35_620_l2_500k.zip,2012-03-01 16:58,321K
gz_2010_35_700_00_500k.zip,2012-03-01 16:58,1.1M
gz_2010_35_970_00_500k.zip,2012-03-01 16:58,127K
gz_2010_36_060_00_500k.zip,2012-03-01 16:58,606K
gz_2010_36_140_00_500k.zip,2012-03-01 16:58,1.5M
gz_2010_36_150_00_500k.zip,2012-03-01 16:58,2.9M
gz_2010_36_160_00_500k.zip,2012-03-01 16:58,549K
gz_2010_36_500_11_500k.zip,2012-03-01 16:58,196K
gz_2010_36_610_u2_500k.zip,2012-03-01 16:58,282K
gz_2010_36_620_l2_500k.zip,2012-03-01 16:58,388K
gz_2010_36_700_00_500k.zip,2012-03-01 16:58,3.0M
gz_2010_36_950_00_500k.zip,2012-03-01 16:58,66K
gz_2010_36_960_00_500k.zip,2012-03-01 16:58,60K
gz_2010_36_970_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_37_060_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_37_140_00_500k.zip,2012-03-01 16:58,1.5M
gz_2010_37_150_00_500k.zip,2012-03-01 16:58,2.5M
gz_2010_37_160_00_500k.zip,2012-03-01 16:58,842K
gz_2010_37_500_11_500k.zip,2012-03-01 16:58,289K
gz_2010_37_610_u2_500k.zip,2012-03-01 16:58,237K
gz_2010_37_620_l2_500k.zip,2012-03-01 16:58,476K
gz_2010_37_700_00_500k.zip,2012-03-01 16:58,1.8M
gz_2010_37_970_00_500k.zip,2012-03-01 16:58,384K
gz_2010_38_060_00_500k.zip,2012-03-01 16:58,482K
gz_2010_38_140_00_500k.zip,2012-03-01 16:58,198K
gz_2010_38_150_00_500k.zip,2012-03-01 16:58,275K
gz_2010_38_160_00_500k.zip,2012-03-01 16:58,96K
gz_2010_38_500_11_500k.zip,2012-03-01 16:58,29K
gz_2010_38_610_u2_500k.zip,2012-03-01 16:58,98K
gz_2010_38_620_l2_500k.zip,2012-03-01 16:58,98K
gz_2010_38_700_00_500k.zip,2012-03-01 16:58,272K
gz_2010_38_950_00_500k.zip,2012-03-01 16:58,72K
gz_2010_38_970_00_500k.zip,2012-03-01 16:58,350K
gz_2010_39_060_00_500k.zip,2012-03-01 16:58,1.0M
gz_2010_39_140_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_39_150_00_500k.zip,2012-03-01 16:58,2.3M
gz_2010_39_160_00_500k.zip,2012-03-01 16:58,744K
gz_2010_39_500_11_500k.zip,2012-03-01 16:58,151K
gz_2010_39_610_u2_500k.zip,2012-03-01 16:58,166K
gz_2010_39_620_l2_500k.zip,2012-03-01 16:58,306K
gz_2010_39_700_00_500k.zip,2012-03-01 16:58,2.8M
gz_2010_39_970_00_500k.zip,2012-03-01 16:58,784K
gz_2010_40_060_00_500k.zip,2012-03-01 16:58,484K
gz_2010_40_140_00_500k.zip,2012-03-01 16:58,661K
gz_2010_40_150_00_500k.zip,2012-03-01 16:58,1.0M
gz_2010_40_160_00_500k.zip,2012-03-01 16:58,427K
gz_2010_40_500_11_500k.zip,2012-03-01 16:58,63K
gz_2010_40_610_u2_500k.zip,2012-03-01 16:58,147K
gz_2010_40_620_l2_500k.zip,2012-03-01 16:58,230K
gz_2010_40_700_00_500k.zip,2012-03-01 16:58,1.1M
gz_2010_40_950_00_500k.zip,2012-03-01 16:58,187K
gz_2010_40_970_00_500k.zip,2012-03-01 16:58,731K
gz_2010_41_060_00_500k.zip,2012-03-01 16:58,652K
gz_2010_41_140_00_500k.zip,2012-03-01 16:58,789K
gz_2010_41_150_00_500k.zip,2012-03-01 16:58,1.3M
gz_2010_41_160_00_500k.zip,2012-03-01 16:58,248K
gz_2010_41_500_11_500k.zip,2012-03-01 16:58,89K
gz_2010_41_610_u2_500k.zip,2012-03-01 16:58,159K
gz_2010_41_620_l2_500k.zip,2012-03-01 16:58,225K
gz_2010_41_700_00_500k.zip,2012-03-01 16:58,146K
gz_2010_41_950_00_500k.zip,2012-03-01 16:58,28K
gz_2010_41_960_00_500k.zip,2012-03-01 16:58,26K
gz_2010_41_970_00_500k.zip,2012-03-01 16:58,345K
gz_2010_42_060_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_42_140_00_500k.zip,2012-03-01 16:58,1.3M
gz_2010_42_150_00_500k.zip,2012-03-01 16:58,2.4M
gz_2010_42_160_00_500k.zip,2012-03-01 16:58,572K
gz_2010_42_500_11_500k.zip,2012-03-01 16:58,217K
gz_2010_42_610_u2_500k.zip,2012-03-01 16:58,258K
gz_2010_42_620_l2_500k.zip,2012-03-01 16:58,472K
gz_2010_42_700_00_500k.zip,2012-03-01 16:58,2.4M
gz_2010_42_970_00_500k.zip,2012-03-01 16:58,620K
gz_2010_44_060_00_500k.zip,2012-03-01 16:58,31K
gz_2010_44_140_00_500k.zip,2012-03-01 16:58,78K
gz_2010_44_150_00_500k.zip,2012-03-01 16:58,147K
gz_2010_44_160_00_500k.zip,2012-03-01 16:58,27K
gz_2010_44_361_m1_500k.zip,2012-03-01 16:58,11K
gz_2010_44_500_11_500k.zip,2012-03-01 16:58,17K
gz_2010_44_610_u2_500k.zip,2012-03-01 16:58,41K
gz_2010_44_620_l2_500k.zip,2012-03-01 16:58,56K
gz_2010_44_700_00_500k.zip,2012-03-01 16:58,17K
gz_2010_44_950_00_500k.zip,2012-03-01 16:58,16K
gz_2010_44_960_00_500k.zip,2012-03-01 16:58,15K
gz_2010_44_970_00_500k.zip,2012-03-01 16:58,30K
gz_2010_45_060_00_500k.zip,2012-03-01 16:58,563K
gz_2010_45_140_00_500k.zip,2012-03-01 16:58,878K
gz_2010_45_150_00_500k.zip,2012-03-01 16:58,1.4M
gz_2010_45_160_00_500k.zip,2012-03-01 16:58,448K
gz_2010_45_500_11_500k.zip,2012-03-01 16:58,118K
gz_2010_45_610_u2_500k.zip,2012-03-01 16:58,275K
gz_2010_45_620_l2_500k.zip,2012-03-01 16:58,399K
gz_2010_45_700_00_500k.zip,2012-03-01 16:58,1.3M
gz_2010_45_950_00_500k.zip,2012-03-01 16:58,35K
gz_2010_45_960_00_500k.zip,2012-03-01 16:58,36K
gz_2010_45_970_00_500k.zip,2012-03-01 16:58,308K
gz_2010_46_060_00_500k.zip,2012-03-01 16:58,481K
gz_2010_46_140_00_500k.zip,2012-03-01 16:58,233K
gz_2010_46_150_00_500k.zip,2012-03-01 16:58,381K
gz_2010_46_160_00_500k.zip,2012-03-01 16:58,126K
gz_2010_46_500_11_500k.zip,2012-03-01 16:58,25K
gz_2010_46_610_u2_500k.zip,2012-03-01 16:58,123K
gz_2010_46_620_l2_500k.zip,2012-03-01 16:58,127K
gz_2010_46_700_00_500k.zip,2012-03-01 16:58,405K
gz_2010_46_970_00_500k.zip,2012-03-01 16:58,419K
gz_2010_47_060_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_47_140_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_47_150_00_500k.zip,2012-03-01 16:58,1.9M
gz_2010_47_160_00_500k.zip,2012-03-01 16:58,507K
gz_2010_47_170_00_500k.zip,2012-03-01 16:58,10K
gz_2010_47_500_11_500k.zip,2012-03-01 16:58,155K
gz_2010_47_610_u2_500k.zip,2012-03-01 16:58,194K
gz_2010_47_620_l2_500k.zip,2012-03-01 16:58,441K
