HEROP_ID,TotTracts,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,RxCtTmDr,RxAvTmDr,RxTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OtpCtTmDr,OtpAvTmDr,OtpTmDrP,OpRxRt20,OdMortRt14,OdMortRt15,OdMortRt16,OdMortRt17,OdMortRt18,OdMortRt19,OdMortRt20,OdMortRtAv
050US48167,67,66.0,9.36,0.99,64.0,10.32,0.97,66.0,4.12,0.99,66.0,8.67,0.99,66.0,8.08,0.99,64.0,17.6,0.96,41.2,15.4,17.1,16.8,18.0,18.1,17.0,24.5,17.4
050US48169,1,0.0,44.04,0.0,0.0,40.88,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,43.12,0.0,0.0,44.83,0.0,2.0,12.6,13.6,15.3,16.3,16.4,9.7,13.2,14.26
050US48171,5,0.0,55.58,0.0,4.0,18.1,0.8,4.0,10.96,0.8,0.0,74.09,0.0,0.0,45.91,0.0,0.0,85.19,0.0,72.0,10.8,11.7,13.4,14.2,14.6,8.8,11.6,12.54
050US48173,1,0.0,46.73,0.0,0.0,43.78,0.0,0.0,45.42,0.0,0.0,46.25,0.0,0.0,46.25,0.0,0.0,53.74,0.0,-9.0,11.7,12.8,14.4,15.4,15.4,10.7,13.9,13.74
050US48175,2,0.0,41.82,0.0,0.0,40.03,0.0,2.0,12.66,1.0,0.0,40.41,0.0,0.0,42.04,0.0,0.0,40.03,0.0,4.7,11.1,12.2,13.7,14.6,15.1,10.8,13.8,13.28
050US48177,6,4.0,17.79,0.67,4.0,17.82,0.67,4.0,16.97,0.67,4.0,18.3,0.67,0.0,46.58,0.0,0.0,71.33,0.0,13.7,10.1,11.0,11.5,12.3,12.7,10.7,15.8,11.64
050US48179,7,0.0,68.12,0.0,7.0,18.8,1.0,7.0,2.19,1.0,7.0,3.62,1.0,7.0,7.63,1.0,0.0,70.99,0.0,67.8,13.1,13.8,15.4,16.4,16.4,13.0,18.0,15.0
050US48181,26,2.0,36.91,0.08,23.0,12.26,0.88,26.0,5.78,1.0,23.0,14.93,0.88,25.0,10.41,0.96,20.0,20.0,0.77,64.4,13.0,12.4,12.0,14.9,14.0,12.1,15.2,13.08
050US48183,25,25.0,5.88,1.0,25.0,6.34,1.0,25.0,2.67,1.0,25.0,10.29,1.0,25.0,6.59,1.0,25.0,10.95,1.0,105.0,8.3,9.5,10.6,10.4,11.1,12.0,12.0,10.72
050US48185,6,3.0,28.51,0.5,3.0,26.46,0.5,4.0,20.62,0.67,1.0,40.14,0.17,2.0,39.26,0.33,1.0,41.3,0.17,9.4,10.4,12.0,12.6,12.9,13.7,14.4,19.3,13.12
050US48187,29,29.0,10.11,1.0,29.0,10.16,1.0,29.0,7.07,1.0,29.0,16.57,1.0,29.0,13.73,1.0,25.0,21.56,0.86,18.9,9.0,9.1,9.6,11.0,10.0,9.1,11.5,9.76
050US48189,9,8.0,12.9,0.89,8.0,13.49,0.89,9.0,1.01,1.0,7.0,12.3,0.78,8.0,11.52,0.89,1.0,48.63,0.11,29.2,10.7,12.6,13.2,13.6,14.4,8.8,10.4,12.52
050US48191,1,0.0,80.96,0.0,0.0,54.21,0.0,1.0,0.0,1.0,0.0,50.4,0.0,0.0,56.58,0.0,0.0,118.71,0.0,15.9,14.9,16.3,18.3,19.6,19.6,10.3,13.2,16.82
050US48193,3,0.0,50.49,0.0,3.0,13.39,1.0,3.0,3.98,1.0,0.0,52.15,0.0,0.0,50.29,0.0,0.0,91.59,0.0,49.8,11.0,12.4,13.5,14.3,15.7,13.4,17.0,13.86
050US48195,2,0.0,68.69,0.0,2.0,13.84,1.0,2.0,13.84,1.0,0.0,50.48,0.0,0.0,103.82,0.0,0.0,138.66,0.0,5.9,15.2,16.4,18.4,19.9,19.8,10.5,13.5,17.0
050US48197,1,0.0,76.39,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,85.08,0.0,37.7,17.4,18.7,20.9,22.7,22.5,13.1,15.8,19.58
050US48199,11,9.0,19.45,0.82,7.0,30.22,0.64,10.0,7.62,0.91,6.0,29.57,0.55,7.0,28.34,0.64,6.0,32.82,0.55,16.7,17.1,16.2,18.6,18.6,18.6,15.9,22.3,17.58
050US48201,786,782.0,7.54,0.99,785.0,7.54,1.0,786.0,1.64,1.0,771.0,9.55,0.98,784.0,7.61,1.0,770.0,11.76,0.98,37.8,9.2,10.2,11.4,11.7,12.7,13.1,18.8,11.82
050US48203,14,13.0,14.67,0.93,13.0,14.82,0.93,14.0,7.79,1.0,13.0,14.81,0.93,13.0,11.57,0.93,6.0,25.98,0.43,36.2,10.1,10.8,11.9,12.3,11.7,12.0,14.1,11.74
050US48205,1,0.0,104.02,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,99.06,0.0,0.0,102.43,0.0,-9.0,17.2,18.7,21.0,22.5,22.6,8.6,11.1,18.68
050US48207,2,0.0,77.58,0.0,2.0,14.28,1.0,2.0,0.0,1.0,2.0,14.28,1.0,2.0,14.28,1.0,0.0,77.86,0.0,4.9,14.5,15.8,17.8,19.1,19.7,11.0,14.2,16.68
050US48209,25,21.0,16.33,0.84,21.0,16.28,0.84,24.0,6.26,0.96,20.0,20.89,0.8,19.0,25.69,0.76,17.0,30.78,0.68,22.2,8.0,9.0,10.5,10.5,11.5,6.9,8.3,9.68
050US48211,1,0.0,158.39,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,71.95,0.0,0.0,80.36,0.0,,,,1.5,14.7,16.0,18.0,19.2,19.6,11.3,13.6,16.82
050US48213,17,14.0,20.95,0.82,10.0,24.86,0.59,17.0,6.63,1.0,11.0,22.18,0.65,5.0,33.02,0.29,2.0,52.5,0.12,33.3,14.8,15.4,15.0,16.4,18.2,19.4,19.9,16.88
050US48215,113,111.0,9.79,0.98,110.0,12.82,0.97,112.0,3.72,0.99,110.0,12.3,0.97,110.0,11.65,0.97,103.0,18.47,0.91,17.3,3.2,3.7,3.9,4.1,4.4,4.2,6.4,4.06
050US48217,11,0.0,46.32,0.0,8.0,19.99,0.73,11.0,7.74,1.0,9.0,19.38,0.82,8.0,19.75,0.73,0.0,51.97,0.0,34.6,10.0,11.4,13.3,13.0,13.0,16.2,20.2,13.38
050US48219,7,6.0,15.39,0.86,6.0,13.93,0.86,7.0,11.63,1.0,5.0,16.81,0.71,1.0,36.86,0.14,1.0,39.63,0.14,27.7,13.0,14.1,15.7,18.5,17.2,10.6,13.2,15.22
050US48221,10,0.0,50.11,0.0,8.0,22.05,0.8,10.0,8.12,1.0,0.0,45.15,0.0,8.0,22.02,0.8,0.0,46.44,0.0,56.8,13.7,13.3,13.5,17.1,15.1,15.3,23.4,14.86
050US48223,9,8.0,12.68,0.89,9.0,11.41,1.0,9.0,9.14,1.0,2.0,34.19,0.22,8.0,12.68,0.89,0.0,40.32,0.0,42.1,10.7,11.6,13.2,13.6,14.0,12.2,15.6,12.92
050US48225,7,0.0,39.22,0.0,0.0,39.59,0.0,6.0,14.23,0.86,6.0,15.04,0.86,0.0,59.52,0.0,0.0,59.52,0.0,13.2,13.4,14.0,14.7,15.2,17.0,12.4,13.8,14.66
050US48227,10,10.0,7.51,1.0,10.0,7.09,1.0,10.0,6.72,1.0,10.0,7.09,1.0,10.0,8.52,1.0,0.0,52.86,0.0,19.2,11.5,12.7,14.5,15.4,16.2,15.2,17.5,14.8
050US48229,1,1.0,0.0,1.0,0.0,153.43,0.0,0.0,149.67,0.0,0.0,154.48,0.0,0.0,153.45,0.0,0.0,163.15,0.0,-9.0,14.6,15.9,17.8,19.1,19.1,9.4,12.1,16.26
050US48231,19,16.0,13.95,0.84,15.0,18.7,0.79,19.0,9.72,1.0,17.0,13.78,0.89,17.0,17.95,0.89,16.0,19.32,0.84,29.3,11.0,12.3,13.9,14.5,14.1,12.5,18.4,13.46
050US48233,7,0.0,72.01,0.0,7.0,9.78,1.0,7.0,3.72,1.0,7.0,8.66,1.0,0.0,51.93,0.0,0.0,74.89,0.0,32.4,14.7,14.6,17.7,17.3,19.4,17.1,24.5,17.22
050US48235,1,0.0,50.7,0.0,0.0,45.72,0.0,0.0,44.17,0.0,0.0,48.06,0.0,0.0,45.72,0.0,0.0,50.7,0.0,-9.0,12.3,12.7,14.3,15.3,15.3,14.3,17.3,14.38
050US48237,3,0.0,77.66,0.0,2.0,19.16,0.67,2.0,15.79,0.67,0.0,48.34,0.0,0.0,48.34,0.0,0.0,76.9,0.0,8.5,15.6,17.0,19.6,20.8,20.9,16.2,20.5,18.9
050US48239,3,0.0,40.73,0.0,3.0,14.14,1.0,3.0,14.14,1.0,3.0,14.14,1.0,0.0,40.04,0.0,0.0,40.96,0.0,16.5,11.7,12.0,13.0,15.1,14.7,12.0,12.7,13.36
050US48241,8,7.0,15.68,0.88,5.0,20.77,0.62,8.0,6.44,1.0,7.0,11.58,0.88,5.0,20.23,0.62,0.0,63.71,0.0,27.4,14.2,16.2,18.8,19.8,19.9,17.7,20.3,18.48
050US48243,1,0.0,51.78,0.0,0.0,103.2,0.0,0.0,51.78,0.0,0.0,51.78,0.0,,,,,,,42.8,13.5,14.8,16.6,17.7,17.8,11.0,14.2,15.58
050US48245,73,69.0,10.16,0.95,72.0,7.15,1.0,72.0,4.85,0.99,71.0,10.31,0.97,69.0,8.47,0.95,67.0,11.28,0.92,70.3,14.5,13.4,14.7,15.8,15.5,14.4,23.8,14.76
050US48247,2,2.0,9.8,1.0,0.0,86.66,0.0,2.0,9.8,1.0,2.0,9.8,1.0,0.0,87.34,0.0,0.0,91.52,0.0,-9.0,9.2,9.9,11.3,11.9,11.9,7.6,10.5,10.52
050US48249,7,7.0,11.48,1.0,6.0,15.14,0.86,7.0,3.7,1.0,1.0,38.16,0.14,0.0,56.21,0.0,0.0,56.21,0.0,44.0,9.9,10.1,12.2,12.6,12.6,11.7,14.3,11.84
050US48251,28,9.0,36.42,0.32,27.0,14.09,0.96,28.0,8.64,1.0,28.0,14.92,1.0,28.0,14.62,1.0,14.0,30.87,0.5,37.3,10.3,10.2,11.8,11.7,13.2,11.2,15.4,11.62
050US48253,6,4.0,32.88,0.67,6.0,9.78,1.0,6.0,12.57,1.0,1.0,50.3,0.17,4.0,30.68,0.67,4.0,33.29,0.67,10.8,13.3,13.7,15.6,16.2,18.4,8.1,11.4,14.4
050US48255,4,4.0,13.74,1.0,4.0,14.51,1.0,4.0,10.05,1.0,4.0,14.51,1.0,0.0,60.28,0.0,0.0,69.62,0.0,23.2,10.2,11.1,12.0,13.8,12.8,7.4,9.9,11.42
050US48257,18,17.0,19.07,0.94,18.0,13.35,1.0,18.0,6.81,1.0,18.0,10.85,1.0,18.0,12.51,1.0,6.0,33.44,0.33,20.7,12.1,12.3,12.3,13.6,14.2,16.1,13.3,13.7
050US48259,6,5.0,17.35,0.83,1.0,35.14,0.17,6.0,8.8,1.0,1.0,39.2,0.17,1.0,34.79,0.17,0.0,45.28,0.0,29.5,9.5,11.1,11.3,12.6,12.5,8.6,12.1,11.22
050US48261,2,0.0,87.89,0.0,0.0,62.51,0.0,0.0,87.89,0.0,0.0,112.22,0.0,0.0,119.34,0.0,0.0,131.78,0.0,-9.0,7.7,8.4,9.4,10.1,10.1,8.4,10.9,9.28
050US48263,1,0.0,110.49,0.0,0.0,61.32,0.0,0.0,59.62,0.0,0.0,66.45,0.0,0.0,102.57,0.0,0.0,111.28,0.0,-9.0,13.1,14.3,16.1,17.2,17.2,9.0,11.6,14.76
050US48265,10,0.0,48.45,0.0,9.0,15.15,0.9,9.0,10.33,0.9,0.0,68.58,0.0,10.0,14.65,1.0,0.0,74.65,0.0,39.4,11.5,13.7,13.9,15.8,15.8,15.6,19.8,14.96
050US48267,2,2.0,3.78,1.0,2.0,3.81,1.0,2.0,3.78,1.0,,,,0.0,48.84,0.0,,,,18.9,11.2,12.5,13.7,14.7,15.0,10.6,14.5,13.3
050US48269,1,0.0,134.44,0.0,0.0,48.13,0.0,0.0,48.13,0.0,0.0,74.22,0.0,0.0,89.2,0.0,,,,-9.0,14.6,15.9,17.9,19.1,19.2,9.8,12.7,16.38
050US48271,1,1.0,0.0,1.0,0.0,39.33,0.0,1.0,0.0,1.0,0.0,39.33,0.0,0.0,56.58,0.0,,,,1.6,9.3,10.2,11.4,12.2,12.3,5.8,7.5,10.38
050US48273,6,5.0,11.17,0.83,5.0,6.14,1.0,6.0,8.13,1.0,1.0,34.99,0.17,0.0,48.0,0.0,0.0,48.0,0.0,23.6,10.1,11.0,13.5,12.9,13.3,9.7,10.8,12.08
050US48275,2,0.0,95.0,0.0,2.0,14.57,1.0,2.0,14.57,1.0,0.0,36.75,0.0,0.0,40.69,0.0,0.0,96.91,0.0,26.4,15.4,16.9,18.9,20.2,20.3,9.7,12.5,17.2
050US48277,12,11.0,12.55,0.92,12.0,10.29,1.0,12.0,5.58,1.0,12.0,11.85,1.0,1.0,38.61,0.08,0.0,72.77,0.0,68.2,13.8,13.1,14.8,15.6,16.4,12.5,17.0,14.48
050US48279,5,0.0,47.55,0.0,3.0,20.75,0.6,3.0,20.75,0.6,0.0,47.22,0.0,0.0,48.92,0.0,0.0,64.43,0.0,14.5,13.6,14.4,16.1,17.1,18.2,11.0,15.7,15.36
050US48281,5,1.0,39.81,0.2,4.0,14.34,0.8,4.0,12.54,0.8,1.0,36.71,0.2,3.0,35.65,0.6,0.0,68.14,0.0,15.9,10.5,11.1,12.3,13.9,14.8,9.5,13.3,12.32
050US48283,1,1.0,0.0,1.0,0.0,54.76,0.0,1.0,0.0,1.0,0.0,68.75,0.0,1.0,0.0,1.0,0.0,87.3,0.0,8.0,9.7,11.1,12.1,12.9,12.8,10.0,13.6,11.78
050US48285,6,1.0,46.61,0.17,5.0,16.87,0.83,6.0,4.11,1.0,1.0,46.61,0.17,0.0,56.12,0.0,0.0,67.32,0.0,12.4,10.4,10.7,13.3,13.0,13.4,7.9,9.9,11.66
050US48287,4,3.0,13.74,0.75,3.0,29.5,0.75,3.0,13.74,0.75,0.0,61.17,0.0,2.0,33.12,0.5,0.0,65.46,0.0,11.0,9.5,10.6,11.5,13.0,12.7,8.8,12.5,11.32
050US48289,3,1.0,26.67,0.33,0.0,38.4,0.0,2.0,13.68,0.67,0.0,49.47,0.0,0.0,74.04,0.0,0.0,87.59,0.0,7.8,12.1,13.9,15.9,16.9,17.6,15.9,20.8,16.04
050US48291,14,12.0,16.53,0.86,12.0,18.27,0.86,13.0,8.78,0.93,12.0,18.27,0.86,8.0,29.69,0.57,1.0,49.51,0.07,28.8,15.1,17.4,16.1,18.7,16.7,18.5,22.3,17.48
050US48293,8,0.0,55.29,0.0,8.0,10.81,1.0,8.0,10.28,1.0,6.0,16.7,0.75,0.0,55.71,0.0,0.0,64.28,0.0,25.9,11.4,13.2,13.4,15.8,15.5,10.4,13.7,13.66
050US48295,2,0.0,107.82,0.0,0.0,37.18,0.0,0.0,37.18,0.0,0.0,57.0,0.0,0.0,83.25,0.0,,,,0.1,15.1,16.5,18.5,20.1,20.2,11.6,14.9,17.38
050US48297,4,4.0,13.52,1.0,0.0,39.02,0.0,4.0,6.23,1.0,0.0,55.67,0.0,0.0,63.2,0.0,0.0,64.59,0.0,5.3,10.4,11.3,12.6,14.2,14.1,7.7,9.8,11.98
050US48299,6,2.0,35.23,0.33,4.0,20.81,0.67,5.0,9.76,0.83,2.0,39.45,0.33,3.0,33.16,0.5,0.0,83.99,0.0,20.8,12.9,14.0,16.9,15.5,16.9,15.7,23.6,15.8
050US48301,1,0.0,98.31,0.0,0.0,47.91,0.0,0.0,45.72,0.0,0.0,47.91,0.0,0.0,103.91,0.0,0.0,115.72,0.0,-9.0,16.8,18.3,20.6,22.0,22.1,17.4,22.6,20.08
050US48303,68,68.0,6.19,1.0,68.0,7.57,1.0,68.0,1.83,1.0,68.0,10.62,1.0,68.0,6.38,1.0,68.0,9.91,1.0,85.7,11.1,11.0,12.9,15.0,15.7,14.2,12.7,13.76
050US48305,3,2.0,26.7,0.67,3.0,12.38,1.0,3.0,8.67,1.0,3.0,26.64,1.0,1.0,31.63,0.33,1.0,35.82,0.33,11.9,12.4,13.6,15.4,16.3,17.0,12.2,13.0,14.9
050US48307,3,3.0,10.66,1.0,2.0,12.03,0.67,3.0,10.66,1.0,0.0,100.92,0.0,0.0,75.77,0.0,,,,17.6,11.8,13.0,14.5,15.5,15.5,9.3,13.5,13.56
050US48309,51,51.0,7.64,1.0,48.0,11.49,0.94,50.0,5.98,0.98,49.0,9.81,0.96,48.0,11.06,0.94,47.0,12.57,0.92,48.9,7.8,9.7,9.4,10.1,11.9,10.8,13.5,10.38
050US48311,1,1.0,0.0,1.0,0.0,55.83,0.0,0.0,46.32,0.0,0.0,55.83,0.0,0.0,93.7,0.0,0.0,104.78,0.0,-9.0,9.8,10.8,12.1,12.9,12.9,8.8,11.4,11.5
050US48313,4,4.0,9.47,1.0,4.0,9.47,1.0,4.0,5.81,1.0,0.0,41.65,0.0,0.0,48.16,0.0,0.0,55.11,0.0,23.2,10.3,11.9,13.3,13.4,13.4,9.7,13.9,12.34
050US48315,4,1.0,37.4,0.25,2.0,35.35,0.5,3.0,26.96,0.75,1.0,36.83,0.25,1.0,36.3,0.25,0.0,48.08,0.0,9.8,11.7,13.1,14.3,16.1,15.7,19.3,24.2,15.7
050US48317,2,1.0,29.7,0.5,2.0,9.59,1.0,1.0,30.52,0.5,1.0,28.37,0.5,1.0,29.99,0.5,1.0,33.22,0.5,24.5,12.9,14.1,15.8,16.9,18.7,12.3,17.7,15.56
050US48319,2,2.0,1.42,1.0,0.0,32.54,0.0,0.0,33.85,0.0,0.0,88.26,0.0,0.0,76.19,0.0,,,,2.5,11.6,12.7,14.2,15.2,15.2,8.7,11.2,13.2
050US48321,11,9.0,21.83,0.82,9.0,14.25,0.9,9.0,13.33,0.82,8.0,20.11,0.73,8.0,23.59,0.73,0.0,77.92,0.0,30.0,11.1,10.8,13.3,13.4,13.4,10.5,12.9,12.28
050US48323,9,9.0,3.46,1.0,8.0,21.34,0.89,9.0,5.64,1.0,8.0,21.34,0.89,8.0,21.34,0.89,,,,9.5,8.2,8.3,9.7,9.8,10.3,5.0,6.2,8.62
050US48325,8,7.0,15.26,0.88,5.0,23.79,0.62,8.0,8.22,1.0,1.0,41.71,0.12,4.0,25.26,0.5,0.0,39.52,0.0,15.0,7.8,8.6,9.5,9.8,10.4,6.4,6.4,8.94
050US48327,1,1.0,0.0,1.0,0.0,44.89,0.0,1.0,0.0,1.0,0.0,86.4,0.0,0.0,86.4,0.0,0.0,86.4,0.0,1.6,11.5,12.6,15.4,15.1,15.5,10.9,14.9,13.9
050US48329,27,27.0,5.82,1.0,27.0,4.71,1.0,27.0,1.62,1.0,27.0,6.26,1.0,27.0,6.85,1.0,27.0,7.66,1.0,21.3,11.1,10.1,9.4,10.5,12.0,8.8,13.5,10.16
050US48331,7,6.0,22.59,0.86,7.0,11.66,1.0,7.0,9.29,1.0,6.0,21.63,0.86,0.0,49.11,0.0,0.0,58.17,0.0,24.1,9.5,10.6,11.2,12.2,13.5,10.4,12.3,11.58
050US48333,2,0.0,47.49,0.0,0.0,47.49,0.0,2.0,6.46,1.0,2.0,6.48,1.0,0.0,40.42,0.0,,,,7.6,11.7,12.8,15.5,15.3,15.4,12.6,14.2,14.32
050US48335,2,0.0,45.78,0.0,2.0,3.63,1.0,2.0,3.63,1.0,2.0,3.63,1.0,0.0,48.44,0.0,0.0,76.18,0.0,52.7,12.3,13.4,15.1,17.1,16.2,10.1,14.5,14.38
050US48337,6,0.0,62.71,0.0,6.0,10.51,1.0,6.0,9.69,1.0,3.0,24.56,0.5,3.0,25.29,0.5,0.0,63.83,0.0,39.0,17.2,18.6,20.1,23.1,24.5,19.2,31.4,21.1
050US48339,59,52.0,17.08,0.88,57.0,13.17,0.97,58.0,4.52,0.98,57.0,13.13,0.97,55.0,14.43,0.93,53.0,17.35,0.9,37.5,10.0,12.2,13.4,17.2,13.7,15.5,18.6,14.4
050US48341,4,0.0,64.67,0.0,3.0,11.85,0.75,3.0,8.56,0.75,3.0,11.85,0.75,0.0,67.9,0.0,0.0,67.9,0.0,33.5,13.8,15.0,16.6,20.1,18.2,8.0,10.7,15.58
050US48343,3,1.0,28.12,0.33,1.0,28.12,0.33,3.0,7.68,1.0,1.0,28.12,0.33,0.0,50.75,0.0,0.0,46.87,0.0,12.8,11.8,12.9,15.3,16.4,15.3,13.6,16.2,14.7
050US48345,1,0.0,89.69,0.0,0.0,75.37,0.0,0.0,53.88,0.0,0.0,85.46,0.0,0.0,85.46,0.0,0.0,116.22,0.0,-9.0,13.9,15.2,17.0,18.2,18.3,10.0,13.0,15.74
050US48347,13,12.0,10.69,0.92,12.0,12.51,0.92,12.0,9.81,0.92,12.0,13.68,0.92,10.0,14.2,0.77,1.0,37.29,0.08,54.1,11.5,15.0,12.6,14.2,13.0,11.5,15.4,13.26
050US48349,10,4.0,34.17,0.4,9.0,16.98,0.9,9.0,9.95,0.9,9.0,14.25,0.9,8.0,15.67,0.8,0.0,63.27,0.0,23.7,10.0,11.1,12.6,13.6,13.6,13.1,12.5,12.8
050US48351,4,2.0,30.12,0.5,1.0,35.48,0.25,3.0,19.0,0.75,3.0,28.16,0.75,2.0,30.12,0.5,0.0,73.24,0.0,7.1,17.7,19.2,21.4,21.5,21.6,23.0,28.5,21.34
050US48353,5,0.0,39.81,0.0,4.0,10.08,0.8,4.0,9.04,0.8,4.0,10.08,0.8,0.0,50.95,0.0,0.0,50.95,0.0,25.0,13.1,14.7,15.4,17.8,16.5,17.4,19.4,16.36
050US48355,82,80.0,8.75,0.98,80.0,8.38,0.99,82.0,3.2,1.0,80.0,11.61,0.98,76.0,10.78,0.93,76.0,11.18,0.93,70.0,17.2,18.4,18.3,21.4,16.7,14.3,26.0,17.82
050US48357,3,0.0,67.96,0.0,3.0,4.91,1.0,3.0,1.1,1.0,3.0,5.02,1.0,0.0,64.69,0.0,,,,21.0,15.4,16.7,20.1,21.6,21.6,8.5,10.9,17.7
050US48359,1,0.0,83.6,0.0,0.0,75.93,0.0,0.0,75.8,0.0,0.0,75.93,0.0,0.0,75.93,0.0,0.0,80.34,0.0,-9.0,16.2,17.6,20.3,21.2,21.2,14.4,19.8,18.94
050US48361,21,21.0,13.21,1.0,14.0,26.27,0.67,21.0,6.36,1.0,21.0,16.26,1.0,21.0,13.43,1.0,13.0,26.86,0.62,52.4,20.3,22.4,20.9,28.8,23.7,22.0,37.5,23.56
050US48363,9,0.0,56.26,0.0,7.0,14.6,0.78,7.0,14.07,0.78,7.0,14.6,0.78,7.0,17.59,0.78,6.0,33.61,0.67,25.6,16.1,15.6,16.8,20.8,17.8,17.2,19.8,17.64
050US48365,6,5.0,14.12,0.83,5.0,14.12,0.83,5.0,14.12,0.83,5.0,14.12,0.83,1.0,38.59,0.17,1.0,39.86,0.17,21.2,11.3,11.9,13.7,15.8,16.1,13.5,15.0,14.2
050US48367,19,4.0,37.96,0.21,19.0,16.08,1.0,19.0,8.72,1.0,17.0,17.85,0.89,18.0,15.15,0.95,16.0,19.82,0.84,27.4,11.9,13.1,14.8,14.4,11.9,12.5,15.4,13.34
050US48369,2,2.0,26.84,1.0,2.0,13.06,1.0,2.0,27.56,1.0,2.0,26.61,1.0,0.0,40.34,0.0,0.0,93.43,0.0,19.8,15.0,16.5,18.8,20.3,20.4,7.2,9.2,16.64
050US48371,4,3.0,15.06,0.75,4.0,2.03,1.0,4.0,1.54,1.0,3.0,10.22,0.75,,,,,,,18.8,12.2,14.5,14.8,17.6,15.8,8.3,10.6,14.2
050US48373,10,6.0,24.3,0.6,6.0,24.0,0.6,8.0,17.52,0.8,7.0,23.69,0.7,6.0,24.38,0.6,0.0,68.13,0.0,27.2,17.8,17.7,18.4,19.3,20.2,17.1,26.5,18.54
050US48375,34,34.0,8.45,1.0,34.0,11.2,1.0,34.0,3.3,1.0,34.0,7.9,1.0,34.0,8.11,1.0,34.0,9.0,1.0,102.8,14.3,14.3,16.3,15.5,15.5,21.1,22.8,16.54
050US48377,2,2.0,0.0,1.0,0.0,130.32,0.0,2.0,0.0,1.0,1.0,21.76,0.5,,,,,,,5.8,11.5,12.6,14.2,15.1,15.2,7.4,9.5,12.9
050US48379,2,0.0,35.55,0.0,0.0,33.94,0.0,2.0,8.7,1.0,2.0,8.7,1.0,0.0,35.55,0.0,0.0,39.92,0.0,1.5,11.4,13.2,13.9,15.2,15.2,15.4,17.3,14.58
050US48381,29,28.0,13.6,0.97,29.0,11.16,1.0,29.0,2.2,1.0,28.0,11.37,0.97,28.0,12.22,0.97,28.0,13.84,0.97,26.8,9.9,12.7,13.6,15.5,13.3,12.1,15.6,13.44
050US48383,1,0.0,100.14,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,85.27,0.0,0.0,102.04,0.0,0.0,104.71,0.0,1.6,12.4,12.8,14.7,15.4,15.4,17.4,20.9,15.14
050US48385,1,1.0,0.0,1.0,0.0,77.79,0.0,0.0,76.8,0.0,0.0,76.8,0.0,0.0,78.83,0.0,0.0,137.19,0.0,1.4,10.6,11.6,13.0,13.9,13.9,8.6,11.1,12.2
050US48387,4,0.0,41.93,0.0,0.0,44.25,0.0,2.0,22.86,0.5,2.0,23.06,0.5,0.0,64.1,0.0,0.0,89.32,0.0,82.2,13.2,14.4,17.0,18.7,17.2,13.5,18.1,16.16
050US48389,5,0.0,63.78,0.0,4.0,14.99,0.8,4.0,13.79,0.8,4.0,14.99,0.8,,,,,,,31.8,16.3,18.2,19.2,19.8,19.2,17.3,19.3,18.74
050US48391,2,0.0,39.67,0.0,2.0,9.46,1.0,2.0,9.46,1.0,0.0,53.2,0.0,0.0,45.46,0.0,0.0,59.96,0.0,9.6,12.5,14.5,15.2,16.3,16.3,14.7,17.6,15.4
050US48393,1,0.0,116.45,0.0,0.0,60.84,0.0,0.0,52.53,0.0,0.0,55.54,0.0,0.0,53.13,0.0,0.0,119.33,0.0,-9.0,14.5,15.9,17.8,19.1,19.1,11.0,14.3,16.58
050US48395,5,4.0,11.18,0.8,3.0,35.55,0.6,4.0,11.55,0.8,1.0,38.5,0.2,2.0,42.13,0.4,0.0,48.19,0.0,5.7,11.0,11.3,13.8,13.8,13.4,16.1,17.0,13.68
050US48397,11,11.0,22.17,1.0,11.0,7.57,1.0,11.0,2.8,1.0,11.0,23.04,1.0,11.0,24.43,1.0,11.0,20.18,1.0,42.2,9.2,9.3,9.5,12.5,12.6,7.8,13.0,10.34
050US48399,4,0.0,50.03,0.0,4.0,6.48,1.0,4.0,16.74,1.0,4.0,13.73,1.0,1.0,38.56,0.25,0.0,48.5,0.0,35.6,11.8,12.9,14.7,15.3,15.9,7.9,10.1,13.34
050US48401,13,12.0,11.78,0.92,11.0,15.25,0.85,11.0,10.06,0.85,11.0,16.71,0.85,3.0,35.39,0.23,2.0,41.3,0.15,18.9,10.1,10.4,11.5,12.4,12.7,11.8,13.5,11.76
050US48403,3,0.0,38.24,0.0,2.0,19.64,0.67,2.0,10.9,0.67,0.0,38.24,0.0,0.0,48.27,0.0,0.0,57.86,0.0,29.0,15.1,16.7,19.0,19.5,19.0,14.6,18.5,17.76
050US48405,3,2.0,17.41,0.67,2.0,17.41,0.67,3.0,14.5,1.0,2.0,17.41,0.67,1.0,35.47,0.33,1.0,37.67,0.33,28.5,14.1,15.4,17.5,18.9,18.9,14.0,17.9,16.94
