HEROP_ID,RxCtTmDr,RxAvTmDr,RxTmDrP
050US08017,1.0,0.0,1.0
050US29125,2.0,10.22,0.67
050US31133,1.0,0.0,1.0
050US20175,4.0,9.47,0.8
050US22023,0.0,50.71,0.0
050US22041,5.0,17.08,0.83
050US22051,126.0,2.95,0.99
050US22075,3.0,46.35,0.33
050US39171,9.0,6.96,1.0
050US20017,0.0,40.32,0.0
050US20183,2.0,1.93,1.0
050US20189,2.0,7.98,1.0
050US20037,11.0,6.21,1.0
050US20027,2.0,3.72,1.0
050US20031,3.0,9.01,1.0
050US29223,2.0,35.39,0.5
050US29510,106.0,2.09,1.0
050US21021,7.0,5.07,1.0
050US36107,9.0,8.32,0.9
050US20159,3.0,12.97,1.0
050US20169,12.0,4.37,1.0
050US21137,6.0,7.83,1.0
050US39147,14.0,9.54,1.0
050US39153,135.0,2.86,1.0
050US40037,21.0,6.92,1.0
050US34037,41.0,6.22,1.0
050US32023,7.0,42.79,0.7
050US32510,14.0,2.11,1.0
050US40039,5.0,1.41,1.0
050US40043,3.0,0.0,1.0
050US39131,6.0,9.98,1.0
050US29077,62.0,2.81,1.0
050US28115,6.0,9.34,1.0
050US28129,2.0,22.31,0.67
050US31177,5.0,8.95,1.0
050US20125,13.0,4.97,1.0
050US20209,70.0,4.29,1.0
050US21001,7.0,12.83,1.0
050US21077,2.0,12.26,1.0
050US23021,7.0,18.95,0.88
050US24009,19.0,7.21,1.0
050US06103,9.0,13.42,0.82
050US40009,4.0,4.71,1.0
050US40019,11.0,8.57,1.0
050US31041,4.0,6.05,1.0
050US38089,7.0,5.45,0.88
050US26131,2.0,30.49,0.5
050US38061,3.0,9.65,1.0
050US29001,7.0,6.25,1.0
050US51790,6.0,1.46,1.0
050US40069,2.0,24.98,0.67
050US46097,1.0,0.0,1.0
050US21171,4.0,5.26,1.0
050US26075,38.0,6.03,1.0
050US26079,4.0,11.34,0.8
050US26095,1.0,28.14,0.25
050US26133,5.0,16.3,0.83
050US26143,10.0,7.71,1.0
050US39007,26.0,7.36,1.0
050US36121,11.0,9.94,1.0
050US37121,4.0,5.38,1.0
050US37141,16.0,9.65,1.0
050US39073,7.0,8.04,1.0
050US39077,13.0,8.36,1.0
050US46099,41.0,3.45,0.98
050US54015,3.0,17.06,1.0
050US26119,4.0,11.39,0.8
050US21103,5.0,13.89,1.0
050US36033,12.0,16.08,0.86
050US36051,15.0,6.28,1.0
050US31055,156.0,2.22,1.0
050US40047,12.0,5.37,1.0
050US13047,11.0,6.46,1.0
050US20131,3.0,9.12,1.0
050US20141,1.0,0.0,1.0
050US31047,7.0,5.33,1.0
050US47039,4.0,10.66,1.0
050US55025,107.0,2.54,1.0
050US39129,13.0,9.02,1.0
050US39019,7.0,14.79,1.0
050US35003,0.0,133.16,0.0
050US35021,0.0,114.97,0.0
050US35037,3.0,6.52,1.0
050US20193,2.0,11.07,1.0
050US21013,8.0,8.53,0.89
050US39097,12.0,7.76,1.0
050US28067,14.0,10.5,1.0
050US21173,6.0,4.53,1.0
050US29119,4.0,5.17,1.0
050US31161,1.0,18.45,0.5
050US55039,20.0,5.12,1.0
050US55059,36.0,4.13,1.0
050US39151,86.0,3.07,1.0
050US40031,31.0,6.18,0.97
050US28071,9.0,9.72,0.9
050US28085,6.0,15.64,1.0
050US39083,12.0,8.28,1.0
050US39091,11.0,8.79,1.0
050US29061,0.0,36.94,0.0
050US29067,1.0,34.4,0.33
050US40121,11.0,10.49,0.85
050US40127,2.0,18.41,0.67
050US46125,2.0,0.0,1.0
050US21199,13.0,8.48,0.93
050US26149,17.0,4.86,1.0
050US39157,21.0,7.89,1.0
050US26153,2.0,28.36,0.5
050US26155,17.0,5.8,1.0
050US27081,2.0,0.0,1.0
050US39117,6.0,11.2,1.0
050US27033,4.0,3.87,1.0
050US27043,6.0,12.01,1.0
050US39143,15.0,3.62,1.0
050US46107,1.0,0.0,1.0
050US48365,5.0,14.12,0.83
050US53013,1.0,0.0,1.0
050US39165,33.0,4.19,1.0
050US39133,35.0,4.71,1.0
050US39013,20.0,4.28,1.0
050US31065,1.0,0.0,1.0
050US31071,1.0,0.0,1.0
050US31089,4.0,8.06,1.0
050US39107,9.0,7.14,1.0
050US39121,3.0,12.73,1.0
050US21227,24.0,5.08,1.0
050US53029,22.0,9.57,1.0
050US53035,55.0,6.3,1.0
050US53041,17.0,13.21,0.85
050US51830,3.0,2.16,1.0
050US55015,11.0,4.88,1.0
050US55021,12.0,5.06,1.0
050US39017,80.0,3.09,1.0
050US35047,5.0,16.72,0.71
050US35057,3.0,13.32,0.75
050US33013,36.0,5.93,1.0
050US39155,55.0,4.04,1.0
050US28133,7.0,10.47,1.0
050US22003,4.0,7.56,0.8
050US22021,3.0,5.96,1.0
050US18059,10.0,4.4,1.0
050US20021,6.0,9.29,1.0
050US27141,11.0,8.39,1.0
050US27147,8.0,4.68,1.0
050US27151,4.0,10.04,1.0
050US35061,18.0,7.98,1.0
050US21213,4.0,5.29,1.0
050US13235,3.0,8.88,1.0
050US13249,2.0,6.12,1.0
050US20147,3.0,13.87,1.0
050US20151,3.0,1.34,1.0
050US20153,1.0,0.0,1.0
050US17019,42.0,2.58,0.98
050US47131,10.0,6.46,1.0
050US13065,2.0,13.83,1.0
050US13161,3.0,8.6,1.0
050US21111,191.0,3.08,1.0
050US19171,5.0,11.73,0.83
050US12099,337.0,2.63,1.0
050US12067,2.0,13.22,1.0
050US22121,5.0,3.01,1.0
050US01053,9.0,6.56,1.0
050US01067,6.0,11.28,1.0
050US21129,3.0,10.25,1.0
050US19077,2.0,10.22,0.67
050US19081,4.0,7.33,1.0
050US19089,2.0,13.33,0.67
050US13011,4.0,6.5,1.0
050US27131,13.0,3.55,1.0
050US27135,4.0,11.67,0.8
050US42079,103.0,4.03,0.99
050US45011,5.0,13.14,0.83
050US47181,4.0,4.11,1.0
050US48009,1.0,25.64,0.33
050US50003,11.0,13.06,0.92
050US19167,7.0,4.43,1.0
050US13207,5.0,11.05,1.0
050US18173,11.0,6.22,1.0
050US17179,30.0,3.93,1.0
050US13057,26.0,2.31,1.0
050US17057,10.0,12.53,0.83
050US13085,3.0,5.36,1.0
050US08115,1.0,0.0,1.0
050US13225,6.0,4.61,1.0
050US05089,4.0,5.4,1.0
050US19173,3.0,7.48,1.0
050US48417,1.0,0.0,1.0
050US48421,0.0,42.68,0.0
050US48431,0.0,50.23,0.0
050US48435,1.0,0.0,1.0
050US42047,9.0,5.19,1.0
050US13253,3.0,8.1,1.0
050US13277,9.0,5.86,1.0
050US48369,2.0,27.56,1.0
050US48381,29.0,2.2,1.0
050US17041,5.0,8.87,1.0
050US05113,6.0,14.0,1.0
050US26125,338.0,2.33,1.0
050US21169,3.0,15.81,1.0
050US48487,4.0,5.66,1.0
050US48493,11.0,13.97,1.0
050US42075,31.0,5.46,1.0
050US24510,200.0,1.38,1.0
050US25019,6.0,6.47,1.0
050US36095,5.0,21.99,0.62
050US19095,4.0,0.0,1.0
050US19099,9.0,7.99,1.0
050US13015,15.0,11.13,1.0
050US47075,6.0,10.33,1.0
050US17051,6.0,16.34,0.86
050US05055,9.0,4.71,1.0
050US08014,18.0,3.08,1.0
050US05065,4.0,6.12,1.0
050US05071,6.0,11.7,1.0
050US19101,4.0,4.54,1.0
050US19105,5.0,2.92,1.0
050US19109,5.0,15.89,0.83
050US12019,30.0,4.07,1.0
050US12049,6.0,8.58,1.0
050US19057,11.0,4.27,1.0
050US20061,8.0,4.7,1.0
050US42123,13.0,8.52,1.0
050US13095,27.0,4.18,1.0
050US27083,7.0,8.25,1.0
050US19161,4.0,11.58,1.0
050US13049,1.0,21.2,0.5
050US42119,10.0,5.56,1.0
050US13177,5.0,10.34,1.0
050US36099,10.0,6.77,1.0
050US33001,15.0,4.9,1.0
050US08099,5.0,8.51,1.0
050US45037,6.0,12.16,1.0
050US29055,6.0,8.84,1.0
050US26001,4.0,20.15,0.67
050US13167,3.0,15.42,1.0
050US27093,6.0,10.9,1.0
050US27099,11.0,5.72,1.0
050US21145,17.0,3.18,1.0
050US26039,4.0,15.39,0.8
050US26045,28.0,4.36,1.0
050US08041,129.0,4.37,0.99
050US19137,4.0,6.64,1.0
050US13043,3.0,14.4,1.0
050US18069,9.0,6.54,1.0
050US18073,8.0,9.84,1.0
050US37087,15.0,11.08,0.94
050US37155,31.0,5.97,1.0
050US38105,4.0,20.68,0.57
050US48139,31.0,7.49,1.0
050US48403,2.0,10.9,0.67
050US48481,11.0,5.46,1.0
050US41001,3.0,35.08,0.5
050US41045,5.0,42.11,0.62
050US42063,23.0,8.51,1.0
050US45053,4.0,8.96,0.8
050US18029,10.0,9.8,1.0
050US18131,4.0,13.75,1.0
050US18139,5.0,12.94,1.0
050US08047,1.0,0.0,1.0
050US08089,7.0,6.58,1.0
050US19047,5.0,17.76,1.0
050US40061,2.0,24.16,0.5
050US29137,3.0,6.47,1.0
050US31169,2.0,7.88,1.0
050US47161,4.0,26.26,0.8
050US17023,4.0,7.36,1.0
050US19043,6.0,4.46,1.0
050US19053,3.0,8.41,1.0
050US20171,1.0,0.0,1.0
050US19133,4.0,6.6,1.0
050US26019,6.0,12.2,1.0
050US26035,10.0,17.54,0.91
050US20071,0.0,46.84,0.0
050US20123,1.0,21.0,0.5
050US42065,13.0,8.37,1.0
050US44003,39.0,3.57,1.0
050US17061,5.0,5.68,1.0
050US18105,31.0,5.11,1.0
050US18117,6.0,7.07,1.0
050US18137,6.0,7.2,1.0
050US05083,5.0,8.65,0.83
050US40081,7.0,5.22,1.0
050US19071,3.0,0.0,1.0
050US19023,4.0,18.57,0.8
050US19029,5.0,9.69,1.0
050US08103,2.0,0.0,1.0
050US08109,2.0,10.25,1.0
050US05031,17.0,3.19,1.0
050US26009,8.0,9.13,1.0
050US27117,5.0,7.6,1.0
050US27121,4.0,10.47,1.0
050US27041,8.0,13.52,0.89
050US19115,3.0,5.97,1.0
050US19125,8.0,9.43,1.0
050US13187,4.0,11.61,1.0
050US17009,2.0,3.2,1.0
050US08119,4.0,25.06,0.67
050US12001,56.0,4.43,1.0
050US09015,25.0,6.15,1.0
050US12027,9.0,7.82,1.0
050US05123,5.0,12.56,0.83
050US26011,6.0,17.45,0.86
050US18043,20.0,3.99,1.0
050US21215,4.0,10.35,1.0
050US21221,4.0,20.12,0.8
050US22059,3.0,5.9,1.0
050US22073,40.0,4.08,1.0
050US22083,6.0,5.18,1.0
050US22087,17.0,5.37,0.94
050US40071,11.0,4.34,1.0
050US09003,224.0,2.82,1.0
050US05141,4.0,17.35,0.8
050US26117,13.0,9.02,1.0
050US26121,43.0,5.07,1.0
050US49055,0.0,116.68,0.0
050US42081,27.0,7.8,0.93
050US19061,26.0,5.25,1.0
050US19067,5.0,9.39,1.0
050US19139,10.0,4.8,1.0
050US19143,2.0,11.97,1.0
050US19153,98.0,2.69,1.0
050US19157,5.0,9.36,1.0
050US26101,7.0,14.55,0.7
050US19005,5.0,14.31,1.0
050US19013,38.0,3.89,1.0
050US19019,6.0,10.3,1.0
050US20139,5.0,13.05,1.0
050US42069,59.0,1.62,1.0
050US40115,9.0,7.94,1.0
050US27045,4.0,10.1,0.67
050US27123,137.0,2.27,1.0
050US13099,5.0,7.37,1.0
050US16053,5.0,7.31,1.0
050US54061,24.0,3.38,1.0
050US42007,51.0,5.06,1.0
050US48353,4.0,9.04,0.8
050US48357,3.0,1.1,1.0
050US48367,19.0,8.72,1.0
050US54069,18.0,3.07,1.0
050US28037,2.0,14.21,1.0
050US28041,2.0,0.0,1.0
050US48221,10.0,8.12,1.0
050US48227,10.0,6.72,1.0
050US38087,0.0,73.55,0.0
050US13089,145.0,3.04,1.0
050US12061,31.0,2.84,1.0
050US13285,13.0,7.23,0.93
050US17085,5.0,10.85,0.83
050US17089,82.0,2.34,1.0
050US45039,4.0,19.28,0.8
050US13115,19.0,5.17,0.95
050US42021,42.0,3.14,1.0
050US18141,75.0,3.39,1.0
050US18149,7.0,9.73,1.0
050US13125,1.0,25.69,1.0
050US13255,12.0,7.0,1.0
050US13259,2.0,10.66,1.0
050US08081,3.0,15.24,0.75
050US27001,3.0,19.34,0.5
050US42037,15.0,3.84,1.0
050US17069,2.0,8.45,1.0
050US17151,1.0,17.39,0.5
050US26077,57.0,3.6,1.0
050US42107,40.0,4.75,1.0
050US17071,3.0,6.17,1.0
050US30037,0.0,77.63,0.0
050US30051,1.0,0.0,1.0
050US27005,9.0,15.65,0.9
050US38023,0.0,93.39,0.0
050US51173,9.0,7.91,1.0
050US01077,21.0,4.46,0.95
050US01083,16.0,5.08,1.0
050US13067,120.0,2.25,1.0
050US13081,6.0,7.34,1.0
050US37097,44.0,6.12,1.0
050US37169,9.0,7.99,1.0
050US51510,38.0,2.1,1.0
050US51013,59.0,1.64,1.0
050US13165,2.0,7.96,1.0
050US26073,14.0,9.56,0.93
050US18005,15.0,3.61,1.0
050US18015,6.0,16.28,0.86
050US16071,1.0,0.0,1.0
050US17167,53.0,3.45,1.0
050US18163,49.0,2.05,1.0
050US18165,5.0,12.71,1.0
050US18169,8.0,7.41,1.0
050US54055,16.0,6.22,1.0
050US13299,9.0,6.42,1.0
050US26093,61.0,8.19,1.0
050US17203,9.0,10.32,1.0
050US08085,10.0,6.69,1.0
050US12021,74.0,2.46,1.0
050US12051,6.0,10.13,0.86
050US17147,4.0,11.78,1.0
050US48097,8.0,8.32,1.0
050US48113,529.0,1.99,1.0
050US13307,2.0,7.98,1.0
050US17141,11.0,9.43,1.0
050US17157,9.0,7.6,1.0
050US47109,7.0,9.97,1.0
050US47113,27.0,6.92,1.0
050US48445,3.0,4.39,1.0
050US48483,2.0,0.0,1.0
050US53039,2.0,13.39,0.67
050US54035,6.0,10.9,1.0
050US48127,2.0,14.32,1.0
050US27133,3.0,8.75,1.0
050US54101,3.0,0.0,1.0
050US55005,9.0,7.41,0.9
050US17165,8.0,9.29,0.89
050US18001,7.0,5.79,1.0
050US01125,47.0,4.18,1.0
050US04017,,,
050US56019,1.0,17.94,0.5
050US55089,19.0,4.63,1.0
050US39001,6.0,9.54,1.0
050US28091,6.0,10.04,1.0
050US51045,1.0,0.0,1.0
050US51580,2.0,2.54,1.0
050US51600,5.0,0.81,1.0
050US17081,11.0,9.19,1.0
050US13035,3.0,8.23,1.0
050US27019,19.0,4.25,1.0
050US27029,3.0,7.15,1.0
050US39169,32.0,6.95,1.0
050US42001,23.0,5.92,1.0
050US28095,9.0,7.17,1.0
050US47133,7.0,12.95,1.0
050US49041,4.0,7.86,0.8
050US26043,6.0,10.36,0.86
050US26057,10.0,9.64,1.0
050US26067,13.0,6.22,1.0
050US36069,25.0,4.78,1.0
050US28105,8.0,3.27,1.0
050US31039,3.0,6.05,1.0
050US13193,3.0,14.05,0.75
050US16001,59.0,2.18,1.0
050US26087,23.0,11.5,0.96
050US26091,23.0,4.72,1.0
050US21127,4.0,20.38,0.8
050US13293,7.0,7.85,1.0
050US17133,6.0,3.29,1.0
050US47043,10.0,10.18,1.0
050US54097,6.0,3.32,1.0
050US45023,11.0,7.27,1.0
050US50007,35.0,4.39,1.0
050US31113,0.0,36.62,0.0
050US42009,10.0,7.16,0.91
050US18079,6.0,6.02,1.0
050US17181,5.0,13.59,1.0
050US17191,4.0,12.15,0.8
050US17195,18.0,5.19,1.0
050US42053,3.0,8.15,1.0
050US48149,6.0,11.0,0.86
050US48155,0.0,34.72,0.0
050US48183,25.0,2.67,1.0
050US50011,10.0,7.82,1.0
050US26005,24.0,8.43,0.96
050US18093,10.0,6.63,1.0
050US05047,2.0,13.61,0.67
050US13055,6.0,7.8,1.0
050US05137,2.0,18.46,0.67
050US08061,1.0,0.0,1.0
050US08075,5.0,10.85,0.83
050US48189,9.0,1.01,1.0
050US40007,3.0,15.97,1.0
050US13321,5.0,12.67,1.0
050US17109,10.0,7.99,1.0
050US17113,40.0,6.23,0.98
050US26025,38.0,4.56,0.97
050US13101,1.0,24.76,0.5
050US17099,28.0,5.02,1.0
050US17103,9.0,9.26,1.0
050US17105,10.0,7.9,1.0
050US51197,5.0,13.48,0.83
050US37179,41.0,4.27,1.0
050US17123,5.0,7.05,1.0
050US13109,3.0,6.27,1.0
050US48397,11.0,2.8,1.0
050US18155,2.0,17.44,0.67
050US37025,37.0,3.33,1.0
050US37035,31.0,3.66,1.0
050US13211,5.0,12.55,1.0
050US40105,4.0,7.1,1.0
050US40111,10.0,5.75,1.0
050US26031,8.0,25.89,0.89
050US54089,4.0,18.85,1.0
050US51115,3.0,10.9,1.0
050US51169,6.0,2.46,1.0
050US17083,5.0,13.2,0.83
050US39071,9.0,10.42,1.0
050US39079,7.0,3.18,1.0
050US48267,2.0,3.78,1.0
050US28117,5.0,11.44,1.0
050US28125,2.0,5.26,1.0
050US29135,4.0,6.68,1.0
050US48271,1.0,0.0,1.0
050US51650,34.0,2.81,1.0
050US37143,2.0,14.97,0.67
050US29221,3.0,15.36,0.6
050US39069,7.0,9.86,1.0
050US29075,1.0,15.92,0.5
050US29079,4.0,9.2,1.0
050US29165,20.0,4.99,1.0
050US17111,52.0,3.98,1.0
050US30107,0.0,79.11,0.0
050US46047,2.0,10.24,1.0
050US37191,26.0,3.57,1.0
050US38001,1.0,0.0,1.0
050US29225,8.0,7.98,1.0
050US36085,111.0,1.74,1.0
050US28059,29.0,4.97,1.0
050US29093,3.0,10.48,0.75
050US56037,11.0,17.33,0.92
050US54079,10.0,4.81,1.0
050US39089,32.0,4.54,1.0
050US45085,22.0,8.49,0.96
050US46007,2.0,11.88,1.0
050US18089,118.0,2.94,1.0
050US18107,9.0,11.18,1.0
050US18161,2.0,9.73,1.0
050US19021,5.0,15.08,0.83
050US36117,23.0,5.0,1.0
050US48177,4.0,16.97,0.67
050US48191,1.0,0.0,1.0
050US48219,7.0,11.63,1.0
050US12005,44.0,3.72,1.0
050US48257,18.0,6.81,1.0
050US31021,3.0,14.0,1.0
050US36011,19.0,7.42,0.95
050US31141,7.0,4.55,1.0
050US31145,3.0,5.3,1.0
050US31149,0.0,39.65,0.0
050US48247,2.0,9.8,1.0
050US48021,9.0,10.44,0.9
050US29111,4.0,9.84,1.0
050US53001,4.0,7.67,0.8
050US53063,105.0,3.82,1.0
050US40153,5.0,1.08,1.0
050US17139,4.0,13.27,1.0
050US55091,1.0,17.4,0.5
050US37033,5.0,18.4,0.83
050US37185,6.0,8.31,1.0
050US37187,2.0,16.71,0.67
050US33005,16.0,8.41,1.0
050US35001,153.0,2.9,1.0
050US28107,5.0,15.09,0.83
050US36027,79.0,3.96,1.0
050US17193,5.0,9.82,1.0
050US18047,5.0,14.92,1.0
050US02185,,,
050US05111,7.0,3.31,1.0
050US38015,17.0,7.24,0.89
050US29025,1.0,21.98,0.5
050US29091,7.0,8.23,0.88
050US20191,5.0,10.38,0.83
050US21039,3.0,4.37,1.0
050US48197,1.0,0.0,1.0
050US31067,7.0,2.29,1.0
050US31077,1.0,0.0,1.0
050US46065,4.0,5.99,1.0
050US54051,9.0,5.85,1.0
050US31097,2.0,7.74,1.0
050US20145,2.0,14.58,1.0
050US26123,10.0,9.55,0.91
050US31127,2.0,4.64,1.0
050US37109,18.0,6.47,1.0
050US37197,7.0,11.05,1.0
050US31083,1.0,0.0,1.0
050US31093,2.0,9.46,1.0
050US55071,20.0,5.64,1.0
050US42113,1.0,21.48,0.5
050US48209,24.0,6.26,0.96
050US48233,7.0,3.72,1.0
050US48307,3.0,10.66,1.0
050US31173,2.0,7.3,1.0
050US31175,2.0,4.3,1.0
050US35006,5.0,14.71,0.71
050US35009,11.0,7.02,0.92
050US31131,5.0,6.53,1.0
050US31139,2.0,9.07,1.0
050US48123,5.0,6.94,1.0
050US48125,1.0,0.0,1.0
050US51680,19.0,3.29,1.0
050US51683,7.0,1.24,1.0
050US13005,3.0,6.02,1.0
050US13045,17.0,7.24,1.0
050US21163,8.0,11.89,1.0
050US21191,3.0,14.54,1.0
050US39051,9.0,5.83,1.0
050US30065,0.0,83.18,0.0
050US35013,40.0,8.0,0.98
050US55083,10.0,12.91,0.91
050US48077,3.0,15.06,1.0
050US48081,0.0,51.91,0.0
050US40099,3.0,1.53,1.0
050US13087,7.0,11.76,1.0
050US27155,2.0,0.0,1.0
050US27159,2.0,12.47,0.67
050US27169,10.0,7.85,1.0
050US36049,7.0,13.14,1.0
050US39059,10.0,11.1,1.0
050US05027,5.0,3.68,1.0
050US48087,1.0,0.0,1.0
050US48235,0.0,44.17,0.0
050US48243,0.0,51.78,0.0
050US48249,7.0,3.7,1.0
050US29181,4.0,18.3,1.0
050US31013,3.0,1.49,1.0
050US48281,4.0,12.54,0.8
050US48291,13.0,8.78,0.93
050US41009,9.0,8.98,0.9
050US28065,2.0,11.63,0.67
050US28069,1.0,15.21,0.5
050US29107,7.0,7.53,1.0
050US13061,1.0,0.0,1.0
050US28039,5.0,11.47,1.0
050US37081,119.0,3.68,1.0
050US37119,233.0,2.86,1.0
050US37171,22.0,7.74,1.0
050US28005,2.0,12.24,0.67
050US28113,7.0,9.45,0.88
050US17025,4.0,9.73,1.0
050US55049,6.0,11.98,1.0
050US48253,6.0,12.57,1.0
050US51550,41.0,3.85,1.0
050US46129,2.0,0.0,1.0
050US51065,3.0,8.1,0.75
050US51520,4.0,1.05,1.0
050US28063,2.0,24.48,1.0
050US28127,5.0,7.73,1.0
050US17049,7.0,7.35,0.88
050US01007,4.0,6.74,1.0
050US30097,1.0,0.0,1.0
050US01019,6.0,8.27,1.0
050US28015,1.0,19.59,0.5
050US55031,10.0,12.55,0.77
050US01085,3.0,23.63,0.75
050US55101,45.0,4.07,1.0
050US28135,3.0,11.16,0.75
050US28145,6.0,17.05,1.0
050US55129,5.0,14.44,1.0
050US46051,1.0,16.06,0.5
050US41057,8.0,16.74,0.89
050US46045,2.0,0.0,1.0
050US20081,1.0,0.0,1.0
050US20093,1.0,0.0,1.0
050US46043,1.0,0.0,1.0
050US29053,5.0,11.56,1.0
050US30103,0.0,52.37,0.0
050US35028,4.0,1.87,1.0
050US28019,3.0,9.05,1.0
050US37181,10.0,4.7,1.0
050US28073,8.0,1.58,1.0
050US46057,0.0,50.3,0.0
050US55135,12.0,10.37,1.0
050US28025,4.0,7.51,0.8
050US48085,152.0,1.62,1.0
050US48095,1.0,0.0,1.0
050US48111,1.0,38.49,0.5
050US48115,4.0,2.26,1.0
050US36021,21.0,12.48,1.0
050US30109,0.0,34.56,0.0
050US29131,5.0,6.18,1.0
050US28155,2.0,10.99,0.67
050US29039,3.0,4.88,1.0
050US48047,2.0,8.01,1.0
050US48105,0.0,42.74,0.0
050US28031,4.0,5.27,1.0
050US28035,17.0,5.81,1.0
050US05125,20.0,6.33,0.95
050US21143,2.0,18.13,0.67
050US39081,23.0,6.65,1.0
050US37005,3.0,12.25,1.0
050US34039,108.0,1.37,1.0
050US29051,15.0,7.49,1.0
050US21219,4.0,15.37,1.0
050US22049,4.0,13.68,0.8
050US06049,2.0,42.68,0.5
050US06087,53.0,3.99,1.0
050US17033,6.0,8.94,1.0
050US40119,17.0,2.25,1.0
050US29147,4.0,13.79,0.8
050US29151,1.0,27.58,0.25
050US46091,1.0,0.0,1.0
050US35027,3.0,31.66,0.6
050US35053,3.0,37.67,0.5
050US39031,10.0,10.38,1.0
050US39033,13.0,5.26,1.0
050US21073,11.0,4.77,1.0
050US28099,7.0,11.1,1.0
050US28147,3.0,5.63,1.0
050US51750,3.0,1.13,1.0
050US40123,9.0,10.37,0.9
050US27059,8.0,13.93,1.0
050US37041,3.0,8.22,1.0
050US39037,12.0,8.12,1.0
050US26105,8.0,14.94,0.89
050US48439,357.0,1.95,1.0
050US16055,24.0,5.69,0.96
050US39057,35.0,3.84,1.0
050US39065,7.0,8.96,1.0
050US29185,3.0,7.99,1.0
050US21047,19.0,7.35,1.0
050US21081,3.0,11.32,0.75
050US46103,22.0,7.81,0.96
050US37061,11.0,8.09,1.0
050US01045,14.0,8.3,1.0
050US31159,4.0,1.43,1.0
050US31165,0.0,51.23,0.0
050US31111,8.0,8.79,1.0
050US31115,1.0,28.6,1.0
050US56011,1.0,20.83,0.5
050US56017,2.0,5.0,1.0
050US56023,4.0,7.27,1.0
050US56027,1.0,0.0,1.0
050US12063,11.0,8.5,1.0
050US27055,5.0,7.53,1.0
050US01105,2.0,14.0,0.67
050US02122,9.0,26.69,0.69
050US25023,101.0,3.56,1.0
050US46061,1.0,17.64,1.0
050US47095,2.0,7.96,1.0
050US47099,11.0,10.58,1.0
050US56007,3.0,19.82,0.6
050US55093,8.0,13.05,1.0
050US55097,14.0,9.94,1.0
050US38039,1.0,0.0,1.0
050US46115,2.0,20.71,0.67
050US18049,6.0,13.31,1.0
050US18057,39.0,2.49,1.0
050US18077,7.0,4.76,1.0
050US18127,33.0,5.6,1.0
050US38029,1.0,0.0,1.0
050US38057,3.0,10.93,1.0
050US12101,134.0,3.84,1.0
050US47179,23.0,3.57,1.0
050US20163,2.0,0.0,1.0
050US39023,44.0,4.18,1.0
050US39139,30.0,4.25,1.0
050US30017,6.0,5.21,1.0
050US40129,1.0,0.0,1.0
050US40149,1.0,24.83,0.25
050US27085,7.0,6.4,1.0
050US31179,2.0,6.28,1.0
050US31183,0.0,32.2,0.0
050US32017,1.0,38.29,0.5
050US32021,0.0,80.24,0.0
050US32027,1.0,0.0,1.0
050US37003,7.0,9.65,1.0
050US35005,14.0,8.54,0.88
050US30021,2.0,15.79,0.67
050US49031,0.0,44.68,0.0
050US18019,26.0,4.63,1.0
050US38043,1.0,0.0,1.0
050US29083,6.0,11.0,1.0
050US39041,35.0,4.75,1.0
050US46037,3.0,15.08,1.0
050US47061,4.0,6.67,1.0
050US47069,6.0,7.58,1.0
050US47071,6.0,7.96,1.0
050US29097,22.0,4.23,1.0
050US32029,1.0,29.76,1.0
050US39027,9.0,5.66,1.0
050US21091,3.0,11.73,1.0
050US12081,78.0,3.39,0.99
050US41037,1.0,72.56,0.5
050US48121,137.0,2.47,1.0
050US48133,4.0,16.99,0.8
050US48269,0.0,48.13,0.0
050US48327,1.0,0.0,1.0
050US28101,5.0,2.67,1.0
050US29117,5.0,6.18,1.0
050US29121,4.0,11.31,0.8
050US46027,3.0,8.99,1.0
050US17055,12.0,4.66,1.0
050US16081,1.0,0.0,1.0
050US05079,4.0,8.78,1.0
050US20201,2.0,12.64,1.0
050US20205,4.0,6.56,1.0
050US48447,0.0,47.39,0.0
050US29139,4.0,17.9,1.0
050US47103,8.0,17.4,0.89
050US31121,3.0,11.75,1.0
050US31125,1.0,0.0,1.0
050US46135,5.0,7.39,1.0
050US05127,3.0,5.24,1.0
050US13199,4.0,12.24,1.0
050US21211,9.0,7.63,1.0
050US40091,6.0,9.95,1.0
050US19037,4.0,12.62,1.0
050US55141,16.0,9.18,0.94
050US30079,0.0,46.52,0.0
050US38019,0.0,47.22,0.0
050US38021,3.0,6.19,1.0
050US47027,2.0,11.32,1.0
050US47047,11.0,13.23,1.0
050US55027,20.0,8.47,1.0
050US21015,22.0,5.29,1.0
050US21087,4.0,14.0,1.0
050US20167,2.0,14.55,1.0
050US27035,15.0,10.35,0.94
050US18033,9.0,8.31,1.0
050US18039,36.0,2.86,1.0
050US36015,22.0,4.79,1.0
050US48305,3.0,8.67,1.0
050US13091,6.0,11.42,1.0
050US46033,2.0,14.91,1.0
050US36109,23.0,5.25,1.0
050US40085,3.0,9.01,1.0
050US37071,65.0,3.94,1.0
050US21019,13.0,2.08,1.0
050US12011,361.0,1.68,1.0
050US13119,5.0,6.33,1.0
050US19149,6.0,8.21,1.0
050US47023,3.0,7.25,1.0
050US08007,3.0,22.51,0.75
050US38083,1.0,0.0,1.0
050US20127,1.0,16.58,0.5
050US20129,1.0,0.0,1.0
050US20133,4.0,7.43,0.8
050US17013,1.0,21.68,0.5
