HEROP_ID,PrcNtvRsrv,TtlJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,TtlJlAdm,TtlJlPrt
050US56003,0.0,876.81,,186.86,61.0,,13.0
050US56013,0.33,683.2,13779.97,351.95,165.0,3328.0,85.0
050US56031,0.0,864.32,27175.88,482.41,43.0,1352.0,24.0
050US56035,0.0,262.6,12801.58,279.01,16.0,780.0,17.0
050US01041,0.01,577.1,9002.77,265.47,50.0,780.0,23.0
050US02100,0.0,306.56,44635.19,183.94,5.0,728.0,3.0
050US04001,0.68,174.41,2209.2,118.51,78.0,988.0,53.0
050US05001,0.0,766.8,13134.87,297.7,85.0,1456.0,33.0
050US05029,0.0,416.96,11242.38,262.53,54.0,1456.0,34.0
050US05057,0.0,793.23,20034.75,649.69,105.0,2652.0,86.0
050US39115,0.0,181.14,4323.4,117.07,16.54,394.77,10.69
050US40113,1.0,286.43,3504.52,121.31,85.0,1040.0,36.0
050US41015,0.0,281.62,8786.61,136.79,35.0,1092.0,17.0
050US42049,0.0,377.87,2442.66,277.22,672.0,4344.0,493.0
050US42101,0.0,748.22,3129.88,505.01,8045.0,33653.0,5430.0
050US45009,0.0,351.65,14285.71,351.65,32.0,1300.0,32.0
050US45057,0.0,221.8,6182.02,173.89,125.0,3484.0,98.0
050US45087,0.0,521.32,4819.28,173.77,90.0,832.0,30.0
050US47025,0.0,817.0,11219.18,432.82,168.0,2307.0,89.0
050US47053,0.0,622.03,13789.49,520.54,190.0,4212.0,159.0
050US47135,0.0,830.74,4319.83,311.53,40.0,208.0,15.0
050US47163,0.0,712.02,8276.37,544.97,699.0,8125.0,535.0
050US48089,0.0,539.34,12277.92,420.37,68.0,1548.0,53.0
050US48135,0.0,656.59,10566.58,477.16,666.0,10718.0,484.0
050US48203,0.0,601.7,9386.51,572.82,250.0,3900.0,238.0
050US48323,0.0,280.46,10437.46,49.49,102.0,3796.0,18.0
050US48351,0.0,6546.81,204613.3,1741.29,579.0,18096.0,154.0
050US48379,0.0,313.7,17795.52,285.18,22.0,1248.0,20.0
050US48409,0.0,520.32,12242.78,456.75,221.0,5200.0,194.0
050US48465,0.0,3717.17,53418.14,2673.05,1125.0,16167.0,809.0
050US49007,0.06,790.83,12588.77,274.37,98.0,1560.0,34.0
050US49019,0.09,566.25,29445.07,355.93,35.0,1820.0,22.0
050US51005,0.0,815.12,9713.04,416.06,74.82,891.56,38.19
050US51029,0.0,,,,,,
050US51089,0.0,554.43,5782.81,290.11,172.0,1794.0,90.0
050US51141,0.0,699.5,2457.7,198.51,74.0,260.0,21.0
050US51193,0.0,1833.73,19486.53,689.36,192.56,2046.28,72.39
050US53011,0.0,243.47,4369.81,143.62,751.0,13479.0,443.0
050US53045,0.01,299.45,1464.0,266.18,117.0,572.0,104.0
050US54025,0.0,346.64,5520.15,202.41,74.84,1191.8,43.7
050US55001,0.0,506.59,18878.76,101.32,60.0,2236.0,12.0
050US08027,0.0,177.94,,71.17,5.0,,2.0
050US08051,0.0,139.72,5246.84,38.79,17.36,651.92,4.82
050US05041,0.0,341.25,11829.94,184.84,24.0,832.0,13.0
050US13261,0.0,2437.38,8616.89,740.78,470.61,1663.75,143.03
050US18179,0.0,532.9,5722.89,173.77,92.0,988.0,30.0
050US22111,0.0,2597.22,4934.71,822.45,360.0,684.0,114.0
050US23003,0.0,174.98,3490.1,196.56,73.0,1456.0,82.0
050US40133,1.0,1066.67,12852.03,682.93,164.0,1976.0,105.0
050US35019,0.0,20963.17,38668.56,354.11,592.0,1092.0,10.0
050US37105,0.0,245.92,7807.2,0.0,95.0,3016.0,0.0
050US37125,0.0,221.73,8418.53,133.74,126.0,4784.0,76.0
050US19035,0.0,151.35,8657.48,105.95,10.0,572.0,7.0
050US20033,0.0,,,,,,
050US20149,0.0,148.66,5973.38,20.27,22.0,884.0,3.0
050US21027,0.0,1055.53,6932.96,349.98,132.1,867.66,43.8
050US21147,0.0,502.12,450.18,458.83,58.0,52.0,53.0
050US21175,0.0,456.14,7754.24,145.25,41.39,703.62,13.18
050US22005,0.0,589.86,6326.27,459.6,480.0,5148.0,374.0
050US22015,0.0,1764.94,18037.18,591.94,1461.0,14931.0,490.0
050US22025,0.0,12411.85,109261.87,10139.48,792.0,6972.0,647.0
050US22037,0.0,1140.94,7910.55,441.17,150.0,1040.0,58.0
050US22091,0.0,854.31,4759.73,640.73,56.0,312.0,42.0
050US22109,0.19,1008.19,4691.54,664.3,730.0,3397.0,481.0
050US24029,0.0,585.94,8389.95,339.67,69.0,988.0,40.0
050US24047,0.0,1189.1,12377.86,533.27,359.0,3737.0,161.0
050US26055,0.0,267.18,6977.3,159.97,157.0,4100.0,94.0
050US27015,0.0,162.35,0.0,97.41,25.0,0.0,15.0
050US27167,0.0,277.15,,151.17,11.0,,6.0
050US28051,0.0,1684.28,3990.37,404.45,192.48,456.02,46.22
050US29013,0.0,998.5,20768.85,978.53,100.0,2080.0,98.0
050US29095,0.0,211.45,3998.45,162.03,967.0,18286.0,741.0
050US30053,0.0,187.7,5112.62,143.01,21.0,572.0,16.0
050US35033,0.0,561.74,5078.79,312.5,14.83,134.08,8.25
050US36059,0.0,135.19,1009.37,103.66,1192.0,8900.0,914.0
050US38003,0.0,321.4,15120.91,244.87,21.0,988.0,16.0
050US38055,0.2,441.46,,317.85,25.0,,18.0
050US40055,1.0,841.22,4100.95,315.46,32.0,156.0,12.0
050US40117,1.0,552.81,6673.25,394.87,56.0,676.0,40.0
050US42043,0.0,700.28,3453.85,533.6,1252.0,6175.0,954.0
050US42097,0.0,468.91,2789.27,242.24,271.0,1612.0,140.0
050US45015,0.01,283.32,4584.34,272.8,404.0,6537.0,389.0
050US45067,0.0,467.75,8918.46,77.96,90.0,1716.0,15.0
050US47009,0.0,672.91,7273.94,314.1,557.0,6021.0,260.0
050US47129,0.0,397.05,4346.61,250.77,57.0,624.0,36.0
050US48065,0.0,672.95,19596.23,672.95,25.0,728.0,25.0
050US48157,0.0,203.04,2909.66,549.95,1036.0,14846.0,2806.0
050US12057,0.0,318.15,4409.72,204.98,3008.0,41692.0,1938.0
050US12089,0.0,505.35,7061.36,388.73,260.0,3633.0,200.0
050US13025,0.0,701.38,10726.96,594.11,85.0,1300.0,72.0
050US39167,0.0,190.82,4126.14,85.01,73.13,1581.3,32.58
050US40023,0.99,1073.57,16566.84,531.13,95.0,1466.0,47.0
050US18007,0.0,374.11,4863.45,149.64,20.0,260.0,8.0
050US18051,0.0,490.29,4902.89,193.29,104.0,1040.0,41.0
050US18123,0.0,287.9,5988.32,304.35,35.0,728.0,37.0
050US20083,0.0,278.81,0.0,0.0,3.0,0.0,0.0
050US20203,0.0,386.35,1254.62,0.0,4.81,15.62,0.0
050US21079,0.0,410.91,9017.21,211.08,46.08,1011.19,23.67
050US21123,0.0,1272.63,15403.18,0.0,116.0,1404.0,0.0
050US21209,0.0,253.22,7645.6,258.67,93.0,2808.0,95.0
050US22065,0.0,11108.14,28359.21,294.43,830.0,2119.0,22.0
050US22105,0.0,645.91,4574.6,245.4,558.0,3952.0,212.0
050US23025,0.01,475.88,6266.8,219.4,154.0,2028.0,71.0
050US26007,0.0,267.05,7386.36,130.68,47.0,1300.0,23.0
050US28017,0.0,3003.53,14441.14,241.77,323.0,1553.0,26.0
050US48419,0.0,355.83,5719.09,181.15,55.0,884.0,28.0
050US54083,0.0,675.24,4796.19,297.01,122.88,872.81,54.05
050US06063,0.0,403.89,10198.27,220.3,44.0,1111.0,24.0
050US48129,0.0,351.58,11099.95,401.81,7.0,221.0,8.0
050US48313,0.0,377.79,11459.75,178.4,36.0,1092.0,17.0
050US53027,0.15,394.28,2780.01,182.66,177.0,1248.0,82.0
050US54059,0.0,879.81,6259.75,295.23,134.4,956.24,45.1
050US05119,0.0,410.85,8950.44,219.01,1058.0,23049.0,564.0
050US06093,0.0,417.99,10891.05,355.48,107.0,2788.0,91.0
050US02170,0.53,4.26,1551.69,8.53,3.0,1092.0,6.0
050US13075,0.0,879.22,39463.21,462.75,95.0,4264.0,50.0
050US25005,0.0,313.79,1710.83,181.88,1168.0,6368.0,677.0
050US13303,0.0,259.38,5553.86,343.3,34.0,728.0,45.0
050US17017,0.0,,,,,,
050US22043,0.0,661.68,8337.19,363.93,100.0,1260.0,55.0
050US22127,0.0,846.17,6769.36,336.3,78.0,624.0,31.0
050US10001,0.0,,,,,,
050US12075,0.0,554.58,3686.1,454.51,133.0,884.0,109.0
050US27021,0.3,119.77,12455.84,89.83,20.0,2080.0,15.0
050US28089,0.0,492.58,5227.41,445.19,343.0,3640.0,310.0
050US29227,0.0,,,,,,
050US30043,0.0,225.7,6213.49,13.28,17.0,468.0,1.0
050US30081,0.0,190.03,0.0,134.61,48.0,0.0,34.0
050US34027,0.0,70.94,915.5,48.31,232.0,2994.0,158.0
050US36075,0.0,193.54,2039.14,151.8,153.0,1612.0,120.0
050US37021,0.0,309.39,8051.37,301.63,518.0,13480.0,505.0
050US37107,0.0,609.58,737.17,490.5,215.0,260.0,173.0
050US37145,0.12,549.76,4143.1,513.9,138.0,1040.0,129.0
050US37193,0.0,278.71,0.0,206.11,119.0,0.0,88.0
050US40141,0.99,1979.98,40489.43,556.17,89.0,1820.0,25.0
050US41031,0.22,663.4,9702.16,428.44,96.0,1404.0,62.0
050US41047,0.01,175.61,5460.08,164.15,383.0,11908.0,358.0
050US27087,1.0,,,,,,
050US27173,0.0,385.97,11814.06,167.81,23.0,704.0,10.0
050US28109,0.0,940.57,10553.95,582.8,326.0,3658.0,202.0
050US29027,0.0,269.01,9325.81,235.8,81.0,2808.0,71.0
050US30009,0.0,389.14,6820.9,353.9,25.29,443.29,23.0
050US30033,0.0,174.15,1695.24,21.77,1.28,12.46,0.16
050US31033,0.0,316.56,4331.89,133.29,19.0,260.0,8.0
050US34031,0.02,223.12,2131.14,191.77,740.0,7068.0,636.0
050US35017,0.0,465.89,9292.23,223.37,73.0,1456.0,35.0
050US36009,0.04,264.76,2561.37,174.45,129.0,1248.0,85.0
050US36061,0.0,230.32,1260.84,107.3,13201.0,72266.0,6150.0
050US36071,0.0,277.6,2513.33,214.35,689.0,6238.0,532.0
050US37015,0.0,360.01,6525.45,348.47,44.0,797.54,42.59
050US37101,0.0,139.46,7372.57,136.36,180.0,9516.0,176.0
050US37131,0.0,466.05,7789.61,391.15,56.0,936.0,47.0
050US37159,0.0,313.81,6435.22,278.45,284.0,5824.0,252.0
050US37183,0.0,160.8,4111.53,147.23,1185.0,30299.0,1085.0
050US13201,0.0,664.16,15015.88,866.3,23.0,520.0,30.0
050US13265,0.0,508.26,6796.49,435.95,4.92,65.79,4.22
050US44009,0.01,,,,,,
050US45003,0.0,306.54,5247.92,245.23,325.0,5564.0,260.0
050US45007,0.0,376.98,7128.34,226.35,473.0,8944.0,284.0
050US45017,0.0,424.51,9289.56,410.44,38.63,845.35,37.35
050US45035,0.0,205.7,3349.3,194.27,216.0,3517.0,204.0
050US45041,0.0,358.59,8823.33,253.39,317.0,7800.0,224.0
050US45045,0.0,416.47,6470.28,320.29,1377.0,21393.0,1059.0
050US45051,0.0,347.37,7784.3,327.91,714.0,16000.0,674.0
050US30007,0.0,693.37,16901.3,86.78,25.01,609.63,3.13
050US30093,0.0,336.8,7835.14,93.06,76.0,1768.0,21.0
050US37051,0.54,342.64,5050.97,303.27,766.0,11292.0,678.0
050US37139,0.0,451.28,7253.01,414.12,115.6,1857.93,106.08
050US45061,0.0,253.4,6032.33,250.91,28.53,679.18,28.25
050US46055,0.0,752.06,13335.77,477.58,8.22,145.76,5.22
050US47045,0.0,832.45,27606.71,165.64,196.0,6500.0,39.0
050US47127,0.0,570.3,2578.73,198.36,23.0,104.0,8.0
050US51081,0.0,1084.58,10002.64,456.27,90.4,833.72,38.03
050US51105,0.0,1510.27,9473.12,418.17,230.06,1443.04,63.7
050US51195,0.0,1510.29,9473.11,418.19,385.85,2420.19,106.84
050US54007,0.0,488.92,4835.46,334.32,42.82,423.49,29.28
050US54099,0.0,400.07,4377.31,199.7,100.53,1099.93,50.18
050US42031,0.0,356.25,2442.84,191.83,91.0,624.0,49.0
050US01009,0.0,367.77,0.0,189.37,134.0,0.0,69.0
050US01047,0.0,758.9,6752.97,624.97,187.0,1664.0,154.0
050US05073,0.0,594.95,1237.51,356.97,25.0,52.0,15.0
050US06027,0.0,474.46,8503.12,158.15,51.0,914.0,17.0
050US06053,0.0,329.86,3586.56,207.72,929.0,10101.0,585.0
050US06099,0.0,351.42,5377.53,88.35,1237.0,18929.0,311.0
050US08111,0.0,301.28,7675.21,0.0,1.41,35.92,0.0
050US12045,0.0,540.79,16969.7,410.26,58.0,1820.0,44.0
050US12105,0.0,597.75,6755.52,470.14,2520.0,28480.0,1982.0
050US12121,0.0,607.9,0.0,494.38,166.0,0.0,135.0
050US16041,0.0,86.86,0.0,0.0,7.0,0.0,0.0
050US16079,0.0,578.03,9130.32,446.66,44.0,695.0,34.0
050US18021,0.0,560.48,4387.39,476.1,93.0,728.0,79.0
050US48175,0.0,656.46,3413.57,306.35,30.0,156.0,14.0
050US48503,0.0,739.23,13454.08,628.35,80.0,1456.0,68.0
050US51113,0.0,475.02,4312.62,233.31,38.99,353.98,19.15
050US53033,0.0,254.31,5154.59,126.44,3916.0,79372.0,1947.0
050US53057,0.05,274.76,4663.13,161.24,213.0,3615.0,125.0
050US06091,0.0,176.57,882.87,235.43,3.0,15.0,4.0
050US18125,0.0,587.01,0.0,326.12,45.0,0.0,25.0
050US26003,0.0,329.69,3609.23,190.87,19.0,208.0,11.0
050US27103,0.0,89.07,3473.92,89.07,20.0,780.0,20.0
050US01039,0.0,958.57,3904.94,728.86,217.0,884.0,165.0
050US01061,0.21,421.73,8899.21,201.7,69.0,1456.0,33.0
050US01075,0.0,807.12,5554.9,118.69,68.0,468.0,10.0
050US04011,0.0,428.83,5145.97,164.93,26.0,312.0,10.0
050US01013,0.0,626.58,12694.28,130.2,77.0,1560.0,16.0
050US01015,0.0,669.59,18595.21,631.94,498.0,13830.0,470.0
050US21235,0.0,982.46,9807.02,657.89,224.0,2236.0,150.0
050US22057,0.16,286.54,1295.65,222.69,184.0,832.0,143.0
050US24023,0.0,325.03,7605.63,59.59,60.0,1404.0,11.0
050US26013,0.12,,,,,,
050US26071,0.0,715.42,10747.22,413.35,45.0,676.0,26.0
050US47145,0.0,551.58,9770.88,281.85,182.0,3224.0,93.0
050US47183,0.0,475.3,7604.77,141.68,104.0,1664.0,31.0
050US48041,0.0,423.52,5754.76,327.79,699.0,9498.0,541.0
050US48079,0.0,172.61,23935.56,57.54,3.0,416.0,1.0
050US48341,0.0,287.38,0.0,191.58,39.0,0.0,26.0
050US49005,0.0,318.24,3527.82,161.59,258.0,2860.0,131.0
050US49023,0.02,568.44,17112.94,194.47,38.0,1144.0,13.0
050US51103,0.0,523.94,3757.9,343.27,29.0,208.0,19.0
050US51157,0.0,712.72,7694.06,399.5,31.31,338.0,17.55
050US53019,0.5,663.72,2300.88,331.86,30.0,104.0,15.0
050US53075,0.0,86.54,2724.75,73.43,33.0,1039.0,28.0
050US55011,0.0,200.0,5200.0,112.5,16.0,416.0,9.0
050US56033,0.0,406.46,8065.03,176.49,76.0,1508.0,33.0
050US56039,0.0,154.17,6092.75,111.0,25.0,988.0,18.0
050US05085,0.0,262.34,2073.54,205.67,125.0,988.0,98.0
050US06089,0.0,305.57,10237.87,214.53,339.0,11358.0,238.0
050US08005,0.0,231.64,3832.56,125.37,1007.0,16661.0,545.0
050US08033,0.0,,,,,,
050US01073,0.0,349.35,16602.0,129.18,1509.0,71712.0,558.0
050US01129,0.0,476.24,10000.95,342.89,50.0,1050.0,36.0
050US02290,0.0,,,,,,
050US42131,0.0,402.41,1494.68,275.94,70.0,260.0,48.0
050US45021,0.0,496.67,0.0,422.99,182.0,0.0,155.0
050US27137,0.02,81.22,475.85,2.3,106.0,621.0,3.0
050US28021,0.0,165.56,10331.13,149.01,10.0,624.0,9.0
050US28053,0.0,1684.25,3990.27,404.52,86.52,204.98,20.78
050US28137,0.0,422.35,5004.01,208.5,79.0,936.0,39.0
050US30003,0.7,466.88,25589.91,75.71,37.0,2028.0,6.0
050US30035,0.71,173.87,1695.49,21.73,14.72,143.54,1.84
050US30061,0.0,292.28,10855.95,292.28,7.0,260.0,7.0
050US30089,0.26,15.3,11141.72,137.74,1.0,728.0,9.0
050US31009,0.0,,,,,,
050US32033,0.01,346.4,8187.69,94.47,22.0,520.0,6.0
050US34009,0.0,397.67,4331.16,266.31,221.0,2407.0,148.0
050US36017,0.0,390.44,1892.66,188.6,118.0,572.0,57.0
050US37019,0.0,409.28,12332.46,395.72,302.0,9100.0,292.0
050US37047,0.04,427.39,10302.57,356.63,151.0,3640.0,126.0
050US37079,0.0,525.87,4434.34,0.0,74.0,624.0,0.0
050US37147,0.0,382.71,7935.28,390.79,474.0,9828.0,484.0
050US37173,0.07,1178.32,14005.16,1066.1,105.0,1248.0,95.0
050US45065,0.0,351.27,3845.44,184.88,19.0,208.0,10.0
050US46003,0.0,,,,,,
050US47055,0.0,833.47,0.0,335.55,154.0,0.0,62.0
050US47085,0.0,449.55,11688.42,328.52,52.0,1352.0,38.0
050US05145,0.0,616.21,11499.89,274.74,314.0,5860.0,140.0
050US13107,0.0,691.89,5506.92,691.89,98.0,780.0,98.0
050US16007,0.0,86.91,0.0,0.0,3.0,0.0,0.0
050US47119,0.0,637.35,8384.49,246.55,380.0,4999.0,147.0
050US47147,0.0,1131.26,10967.32,375.64,521.0,5051.0,173.0
050US48015,0.0,273.22,11366.12,256.83,50.0,2080.0,47.0
050US48277,0.01,501.24,8745.26,270.4,152.0,2652.0,82.0
050US48391,0.0,892.44,17097.23,892.44,38.0,728.0,38.0
050US48469,0.0,682.37,10550.89,496.27,396.0,6123.0,288.0
050US49057,0.0,583.92,6829.43,208.75,951.73,11131.36,340.25
050US51003,0.0,529.5,7332.5,316.98,373.91,5177.92,223.84
050US51031,0.0,611.85,6027.25,372.42,217.83,2145.82,132.59
050US51059,0.0,133.03,2346.79,61.86,1028.0,18135.0,478.0
050US51121,0.0,122.45,4881.5,59.86,90.0,3588.0,44.0
050US51155,0.0,773.65,8515.85,274.26,166.97,1837.89,59.19
050US53067,0.01,261.75,4212.66,128.96,479.0,7709.0,236.0
050US54031,0.0,575.03,4681.83,263.19,49.05,399.36,22.45
050US54057,0.0,574.97,4681.8,263.13,97.52,794.08,44.63
050US54085,0.0,,,,,,
050US55007,0.01,349.69,4692.61,282.01,31.0,416.0,25.0
050US55057,0.0,369.95,10549.56,250.61,62.0,1768.0,42.0
050US55121,0.0,166.09,4030.34,38.75,30.0,728.0,7.0
050US41003,0.0,52.19,3295.72,35.31,34.0,2147.0,23.0
050US42023,0.0,,,,,,
050US42055,0.0,462.6,2316.77,229.87,445.04,2228.85,221.15
050US44007,0.0,,,,,,
050US21203,0.0,775.69,11044.42,129.28,84.0,1196.0,14.0
050US05017,0.0,137.83,2388.97,0.0,9.0,156.0,0.0
050US13215,0.0,1210.37,8564.16,679.56,1546.0,10939.0,868.0
050US13301,0.0,567.64,10268.1,507.24,18.42,333.2,16.46
050US16013,0.0,327.19,11835.83,149.37,46.0,1664.0,21.0
050US16031,0.0,545.06,10220.64,327.04,77.05,1444.79,46.23
050US17125,0.0,562.81,11830.92,407.14,47.0,988.0,34.0
050US24015,0.0,378.48,4135.31,234.16,257.0,2808.0,159.0
050US24039,0.0,485.11,1449.76,172.86,87.0,260.0,31.0
050US17007,0.0,286.08,10969.2,208.06,99.0,3796.0,72.0
050US18053,0.0,628.77,8939.34,0.0,267.0,3796.0,0.0
050US20065,0.0,633.8,0.0,140.85,9.0,0.0,2.0
050US21011,0.0,715.93,22539.59,441.16,55.42,1744.79,34.15
050US21067,0.0,601.69,6571.66,396.51,1346.0,14701.0,887.0
050US21101,0.0,2430.76,16505.19,1266.73,710.0,4821.0,370.0
050US21133,0.0,462.53,11100.83,355.8,65.0,1560.0,50.0
050US22077,0.0,1089.32,8685.55,348.58,150.0,1196.0,48.0
050US22103,0.0,665.07,5355.5,348.46,1086.0,8745.0,569.0
050US08069,0.0,235.23,5148.25,154.98,554.0,12125.0,365.0
050US12029,0.0,812.85,12222.11,626.78,83.0,1248.0,64.0
050US27067,0.0,313.32,6358.18,110.81,82.0,1664.0,29.0
050US27119,0.0,702.1,10654.13,211.0,138.32,2098.97,41.57
050US20067,0.0,586.83,11301.89,130.41,27.0,520.0,6.0
050US21089,0.0,548.4,7129.15,402.16,120.0,1560.0,88.0
050US26089,0.0,195.22,19879.62,73.21,24.0,2444.0,9.0
050US26141,0.0,386.1,10038.61,96.53,28.0,728.0,7.0
050US32031,0.11,362.06,6806.0,219.56,1090.0,20490.0,661.0
050US38097,0.0,60.78,1053.48,40.52,3.0,52.0,2.0
050US47105,0.0,433.82,9954.63,321.22,131.0,3006.0,97.0
050US13309,0.0,262.79,4555.01,280.31,15.0,260.0,16.0
050US17003,0.0,1088.63,4445.58,1099.95,40.41,165.02,40.83
050US17189,0.0,251.77,5355.92,228.89,22.0,468.0,20.0
050US19003,0.0,783.41,9585.25,184.33,17.0,208.0,4.0
050US19163,0.0,274.78,6047.97,200.91,305.0,6713.0,223.0
050US20195,0.0,377.78,4913.45,252.05,6.46,84.02,4.31
050US21187,0.0,,,,,,
050US22063,0.0,592.36,6683.33,421.7,538.0,6070.0,383.0
050US22101,0.02,916.69,7512.58,716.07,297.0,2434.0,232.0
050US08117,0.0,162.57,8682.28,105.45,37.0,1976.0,24.0
050US12007,0.0,774.71,10879.89,672.92,137.0,1924.0,119.0
050US13031,0.0,894.65,9605.62,498.45,490.0,5261.0,273.0
050US39123,0.0,361.74,3593.06,130.07,89.0,884.0,32.0
050US40101,1.0,720.73,12413.06,339.71,314.0,5408.0,148.0
050US27069,0.0,79.81,1955.31,39.9,2.0,49.0,1.0
050US27107,0.0,702.05,10654.03,211.02,27.78,421.58,8.35
050US27145,0.0,170.2,7388.53,106.14,178.0,7727.0,111.0
050US28049,0.0,462.07,4684.95,231.04,734.0,7442.0,367.0
050US29171,0.0,144.3,3751.8,108.23,4.0,104.0,3.0
050US30075,0.0,93.11,0.0,0.0,1.0,0.0,0.0
050US32011,0.0,326.26,16965.74,244.7,4.0,208.0,3.0
050US34033,0.0,733.22,19120.63,673.77,296.0,7719.0,272.0
050US36113,0.0,278.86,3816.05,198.14,114.0,1560.0,81.0
050US37031,0.0,350.94,10357.34,239.49,148.0,4368.0,101.0
050US37113,0.0,215.01,9050.89,235.49,42.0,1768.0,46.0
050US38035,0.0,414.86,10595.25,315.21,204.0,5210.0,155.0
050US39055,0.0,182.35,4670.57,118.7,106.0,2715.0,69.0
050US46023,0.59,603.03,36588.24,416.45,32.19,1953.08,22.23
050US47093,0.0,411.84,7574.08,351.3,1272.0,23393.0,1085.0
050US01071,0.0,578.09,13606.35,216.02,190.0,4472.0,71.0
050US13019,0.0,564.32,4315.35,556.02,68.0,520.0,67.0
050US48061,0.0,493.62,3532.24,354.84,1284.0,9188.0,923.0
050US48185,0.0,398.21,6902.27,320.78,72.0,1248.0,58.0
050US48239,0.0,649.99,11171.09,440.67,59.0,1014.0,40.0
050US06011,0.0,594.41,9451.82,249.5,81.0,1288.0,34.0
050US16029,0.03,844.8,27612.84,289.65,35.0,1144.0,12.0
050US01021,0.0,603.54,9784.5,0.0,170.0,2756.0,0.0
050US01027,0.0,1128.67,13591.54,451.47,95.0,1144.0,38.0
050US01029,0.0,724.48,8855.97,670.42,67.0,819.0,62.0
050US04023,0.0,345.11,8140.32,298.86,97.0,2288.0,84.0
050US01093,0.0,536.59,0.0,330.62,99.0,0.0,61.0
050US05053,0.0,672.3,8239.96,387.86,78.0,956.0,45.0
050US01103,0.0,793.11,18182.42,783.92,604.0,13847.0,597.0
050US01133,0.0,625.89,12735.56,435.4,92.0,1872.0,64.0
050US02070,0.02,63.37,0.0,31.69,2.0,0.0,1.0
050US02110,0.02,67.39,,40.43,15.0,,9.0
050US02150,0.03,,,,,,
050US02220,0.0,120.44,8052.31,17.21,7.0,468.0,1.0
050US02261,0.01,,,,,,
050US48389,0.0,577.43,984.48,265.05,61.0,104.0,28.0
050US49017,0.0,3547.3,10540.54,101.35,105.0,312.0,3.0
050US51093,0.0,801.48,4814.53,514.89,187.85,1128.43,120.68
050US51171,0.0,712.75,7694.08,399.47,189.02,2040.47,105.94
050US53021,0.0,327.64,8510.02,205.85,191.0,4961.0,120.0
050US53055,1.0,101.46,3114.11,61.53,9.63,295.56,5.84
050US05069,0.0,743.8,8543.71,583.94,335.0,3848.0,263.0
050US05107,0.0,536.62,0.0,617.12,60.0,0.0,69.0
050US06041,0.0,194.4,4137.23,133.96,312.0,6640.0,215.0
050US06077,0.0,220.97,4606.02,125.02,1064.0,22179.0,602.0
050US08001,0.0,288.43,5600.01,134.34,979.0,19008.0,456.0
050US01059,0.0,346.52,10968.26,306.35,69.0,2184.0,61.0
050US01097,0.0,59.29,2568.87,3.73,159.0,6889.0,10.0
050US48283,0.0,,,,,,
050US48401,0.0,250.15,5700.15,216.43,89.0,2028.0,77.0
050US48459,0.0,781.04,7107.43,577.97,200.0,1820.0,148.0
050US49037,0.26,987.23,7812.0,203.88,92.0,728.0,19.0
050US51027,0.0,1510.32,9473.12,418.2,207.91,1304.07,57.57
050US51101,0.0,,,,,,
050US51147,0.0,1272.35,11665.29,340.97,203.22,1863.18,54.46
050US51191,0.0,1510.29,9473.1,418.19,516.55,3239.99,143.03
050US54003,0.0,382.0,4428.76,296.76,290.65,3369.67,225.79
050US54041,0.0,488.9,4835.47,334.33,49.12,485.82,33.59
050US42017,0.0,263.76,1751.56,73.02,1080.0,7172.0,299.0
050US05043,0.0,258.94,8778.82,158.7,31.0,1051.0,19.0
050US05049,0.0,202.63,2257.92,390.79,14.0,156.0,27.0
050US02020,0.01,,,,,,
050US04021,0.2,215.02,4254.22,125.15,567.0,11218.0,330.0
050US13113,0.0,358.38,7239.25,205.38,260.0,5252.0,149.0
050US13151,0.0,454.2,6227.04,136.39,696.0,9542.0,209.0
050US13191,0.0,1002.1,15147.98,920.53,86.0,1300.0,79.0
050US23027,0.0,91.92,3724.57,0.0,23.0,932.0,0.0
050US24027,0.0,148.11,1565.78,103.92,315.0,3330.0,221.0
050US05135,0.0,365.48,9502.54,172.59,36.0,936.0,17.0
050US09005,0.0,,,,,,
050US09013,0.0,,,,,,
050US12115,0.0,398.66,5608.05,347.17,875.0,12309.0,762.0
050US05101,0.0,21.9,1138.85,21.9,1.0,52.0,1.0
050US05105,0.0,622.28,3235.84,124.46,40.0,208.0,8.0
050US05115,0.0,393.13,6731.23,91.09,164.0,2808.0,38.0
050US05005,0.0,443.12,1612.97,270.31,100.0,364.0,61.0
050US05009,0.0,408.67,5484.03,303.2,93.0,1248.0,69.0
050US08021,0.0,925.93,8230.45,823.05,45.0,400.0,40.0
050US08039,0.0,121.53,4814.81,92.59,21.0,832.0,16.0
050US08059,0.0,360.01,5779.42,140.15,1400.0,22475.0,545.0
050US01037,0.0,668.99,12856.31,349.04,46.0,884.0,24.0
050US08073,0.0,882.03,0.0,441.01,32.0,0.0,16.0
050US08101,0.0,572.89,8892.6,452.23,603.0,9360.0,476.0
050US08121,0.0,6091.03,78313.25,669.34,182.0,2340.0,20.0
050US08125,0.0,420.38,9618.29,252.23,25.0,572.0,15.0
050US05077,0.0,233.18,6062.62,0.0,14.0,364.0,0.0
050US01017,0.0,696.16,2915.48,224.27,149.0,624.0,48.0
050US05129,0.0,298.63,4436.86,234.64,14.0,208.0,11.0
050US13063,0.0,954.16,12131.64,388.54,1832.0,23293.0,746.0
050US13159,0.0,376.28,10672.75,239.45,33.0,936.0,21.0
050US06031,0.0,463.92,6010.06,322.25,465.0,6024.0,323.0
