HEROP_ID,TotPop,TotPopHh,TotVetPop,TotUnits,TotWrkE,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,HispP,ChildrenP,Und45P,Ovr65P,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,AgeOv18,Age18_64,DisbP,NoHsP,VetP,NonRelFhhP,NonRelNfhhP,BedCnt,PntInTm,YrlyBedCnt,UnempP,PovP,MedInc,PciE,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,NoIntP,VacantP,MobileP,LngTermP,RentalP,UnitDens,AlcTot,AlcDens,AlcPerCap,Ndvi
050US05139,39732,39247,2144,19911,15821.0,64.14,32.65,0.98,0.57,0.0,1.65,3.88,0.24,55.71,16.93,2617,5369,2384,2283,14150,2459,2689,2833,2888,6727,30172,23445,16.9,15.25,7.11,2.41,13.03,0,0,0,7.3,20.1,23597.0,24522.0,0.47,9.38,26.2,14.96,14.08,7820.0,49.43,30.41,20.12,21.66,27.4,25.25,19.16,10.0,0.01,0.0,0.21
050US05141,16684,16488,1309,10436,5675.0,95.88,0.49,0.72,0.08,0.0,2.84,3.04,0.2,46.07,25.31,804,1951,901,758,4932,1022,1134,1255,1363,4223,13337,9114,23.9,14.19,9.81,2.35,11.89,0,0,0,7.2,18.8,20474.0,21622.0,0.44,7.7,27.51,15.17,12.51,3337.0,58.8,29.37,34.34,24.13,22.01,23.25,14.7,,,,0.22
050US05143,228529,220643,11699,92417,110021.0,77.61,3.57,0.97,2.49,2.2,13.16,16.65,0.25,67.8,11.13,16093,31526,18844,23903,107319,12899,12533,11677,11047,25435,171943,146508,10.3,15.03,6.81,2.41,28.05,179,170,179,4.4,16.8,26827.0,27823.0,0.5,12.95,23.62,12.04,12.14,50644.0,46.03,13.99,7.06,5.25,13.29,46.71,98.11,28.0,0.03,0.0,0.18
050US05145,78804,74926,5372,33684,32028.0,90.92,4.07,0.35,0.7,0.03,3.94,4.29,0.24,59.23,15.77,5051,10324,5993,6506,31299,4964,5439,4962,4340,12425,60219,47794,16.1,14.64,8.95,2.11,17.24,0,0,0,5.8,17.0,23201.0,23747.0,0.47,14.03,20.67,15.94,13.76,16915.0,52.81,20.88,13.12,18.28,20.43,33.45,32.54,,,,0.2
050US05147,6660,6541,447,3896,2526.0,69.56,27.7,0.0,1.37,0.09,1.28,0.18,0.22,48.9,22.27,390,840,287,421,2027,440,488,534,458,1483,5218,3735,24.3,19.97,8.57,3.82,12.1,0,0,0,8.9,25.0,21055.0,21276.0,0.49,5.74,28.23,19.4,11.64,1184.0,46.87,45.12,25.82,13.53,23.86,33.49,6.64,2.0,0.0,0.0,0.16
050US05149,21573,21228,1380,9866,8983.0,78.6,2.51,0.54,1.12,0.0,17.23,20.0,0.25,56.26,16.98,1447,2952,1467,1208,7737,1305,1547,1661,1261,3663,16202,12539,20.9,19.95,8.52,2.85,15.1,212,212,212,5.6,16.3,21976.0,21584.0,0.45,6.49,38.58,12.11,14.22,5338.0,59.42,26.91,24.07,12.74,21.88,29.74,10.61,,,,0.22
050US06001,1643700,1611412,50497,601942,847170.0,41.48,10.78,0.65,29.59,0.84,16.67,22.45,0.21,61.06,13.14,97506,192220,93865,103705,713994,113547,110960,106455,93101,215917,1299187,1083270,9.4,12.04,3.89,3.19,31.86,6284,5758,6091,5.1,10.6,40778.0,44283.0,0.46,9.32,16.41,12.39,8.96,303815.0,35.86,8.77,4.83,1.2,23.08,46.74,816.42,308.0,0.42,0.0,0.07
050US06003,1146,1110,82,1733,366.0,63.09,0.79,27.14,0.7,0.7,7.59,9.16,0.21,51.75,25.57,39,137,114,72,417,18,65,68,109,293,907,614,20.7,11.1,9.04,6.87,18.12,0,0,0,17.8,19.8,24706.0,29041.0,0.5,6.28,9.84,9.56,16.67,174.0,47.54,10.0,82.75,1.9,36.49,16.05,2.35,,,,0.11
050US06005,37829,34147,3936,18278,13289.0,87.21,2.09,0.81,1.32,0.19,8.39,13.57,0.15,43.31,26.31,1534,3267,1978,1530,11581,2349,2756,3003,3387,9952,32007,22055,18.5,9.7,12.31,3.52,15.69,160,159,160,8.6,9.7,29373.0,30100.0,0.44,8.55,17.74,11.25,11.86,6230.0,46.88,11.61,22.91,7.2,26.49,23.36,30.74,14.0,0.02,0.0,0.14
050US06007,227075,221011,15026,98743,94908.0,81.95,1.53,1.27,4.47,0.19,10.59,16.01,0.2,58.11,17.71,12523,25430,15615,25617,93990,11893,13175,15004,14841,40219,181417,141198,17.0,10.7,8.29,3.99,33.26,894,630,856,8.7,20.1,22366.0,27537.0,0.49,10.14,17.63,17.3,13.51,45541.0,47.98,11.74,12.1,13.03,19.95,40.83,60.34,34.0,0.02,0.0,0.11
050US06009,45235,44736,4416,27988,17114.0,91.47,0.67,1.09,1.26,0.28,5.24,11.71,0.17,41.5,27.0,1936,4324,2319,2054,12514,2722,3156,3966,4403,12214,37467,25253,21.4,9.63,11.8,3.17,21.69,24,24,24,6.1,11.7,27962.0,32494.0,0.45,7.56,23.95,13.18,11.18,7814.0,45.66,13.32,37.77,7.39,25.03,22.34,27.44,12.0,0.01,0.0,0.14
050US06011,21464,21257,795,8004,9663.0,87.84,1.69,0.94,1.51,0.25,7.78,58.96,0.27,61.64,13.82,1589,3347,1538,1356,8295,1303,1338,1494,1132,2966,15581,12615,12.3,30.61,5.11,2.71,14.88,25,24,25,5.1,13.8,26450.0,27336.0,0.5,6.11,43.89,6.25,9.46,5863.0,60.67,17.46,11.13,7.21,24.06,38.55,6.96,1.0,0.0,0.0,0.13
050US06013,1133247,1123209,48245,411338,547323.0,57.21,8.59,0.49,16.33,0.49,16.89,25.42,0.23,57.46,14.98,65505,149353,72857,68013,436346,81117,83086,78858,69200,169782,871947,702165,11.2,10.62,5.54,3.13,25.06,2206,2061,2108,6.1,9.1,40102.0,45524.0,0.47,8.23,15.48,13.76,10.33,208362.0,38.07,6.62,4.63,1.69,23.0,34.35,573.63,115.0,0.16,0.0,0.08
050US06015,27424,24314,2127,11373,8823.0,76.42,2.86,7.38,3.56,0.06,9.71,19.47,0.22,56.58,16.72,1584,3396,1533,1474,10536,1506,1864,2151,1802,4585,21470,16885,21.0,18.95,9.91,4.18,20.27,90,65,77,8.3,22.5,23133.0,22832.0,0.49,9.57,12.68,18.57,11.58,5183.0,58.74,15.01,13.84,19.41,21.64,37.6,11.3,4.0,0.0,0.0,0.2
050US06017,186661,184881,13997,89763,83049.0,87.97,0.8,0.68,4.44,0.22,5.89,12.66,0.2,48.89,19.69,8672,21979,11579,9715,60599,12454,14363,16226,15617,36751,148645,111894,13.3,6.9,9.44,2.59,27.25,297,252,205,6.2,8.9,34157.0,40382.0,0.45,8.17,17.51,11.88,11.22,32854.0,39.56,10.11,22.94,5.47,25.16,23.39,52.56,30.0,0.02,0.0,0.13
050US06019,978130,961380,36619,328577,400175.0,64.15,4.84,1.12,10.23,0.18,19.48,52.74,0.29,66.53,11.7,78636,156778,71970,74241,415328,55764,56028,53835,47323,114438,698151,583713,13.0,24.71,5.25,3.92,25.38,2497,2216,2414,9.4,24.1,23432.0,23284.0,0.48,9.77,23.75,14.13,10.45,214436.0,53.59,16.79,7.29,3.81,19.21,47.17,55.15,138.0,0.02,0.0,0.06
050US06021,27897,27586,1440,10973,10994.0,82.9,0.91,2.4,2.94,0.18,10.66,41.24,0.27,60.24,15.41,2051,4107,2031,1784,10647,1544,1838,1652,1758,4300,20427,16127,16.8,24.69,7.05,2.88,15.45,32,40,32,6.8,18.8,23459.0,21736.0,0.45,6.95,38.78,10.78,12.74,6659.0,60.57,24.08,8.71,10.43,25.27,40.29,8.35,7.0,0.01,0.0,0.11
050US06023,135768,131628,8708,62826,60970.0,80.12,1.17,5.01,3.06,0.32,10.32,11.31,0.19,58.33,16.68,7364,14590,9105,12763,57241,7151,7879,9122,9774,22647,109509,86862,16.3,9.66,7.96,4.65,31.01,667,573,649,8.0,20.3,23220.0,26747.0,0.48,10.09,16.75,15.56,13.64,28550.0,46.83,13.67,13.62,8.86,24.81,43.15,17.61,15.0,0.0,0.0,0.21
050US06025,180216,170508,5453,57468,59919.0,64.27,2.55,1.0,1.49,0.23,30.47,83.8,0.29,65.99,12.46,15092,28204,13576,14006,75625,10361,10204,9536,8748,22446,128540,106094,14.4,31.03,4.26,2.68,21.46,540,468,530,15.3,24.2,17471.0,17590.0,0.48,10.33,22.03,15.96,14.04,33517.0,55.94,19.2,23.34,10.57,21.98,41.63,13.76,12.0,0.0,0.0,0.05
050US06027,18085,17438,1540,9540,8090.0,80.49,0.89,11.62,1.6,0.19,5.2,21.71,0.2,49.25,22.94,1011,1996,1055,779,5899,918,1202,1404,1507,4148,14450,10302,14.1,11.16,10.66,2.21,14.87,28,21,28,5.2,10.2,29443.0,31540.0,0.42,9.58,21.8,16.0,11.47,4038.0,49.91,16.01,15.27,21.84,23.89,36.78,0.94,,,,0.06
050US06029,883053,851927,36855,295756,339384.0,75.15,5.46,1.07,4.74,0.19,13.39,52.75,0.29,67.65,10.42,71173,145263,65963,68554,380991,51240,51142,49204,42035,92005,625303,533298,11.2,26.23,5.91,3.59,22.79,4020,3486,4010,10.3,22.0,24143.0,22553.0,0.46,8.73,29.51,11.36,10.74,193828.0,57.11,16.96,9.41,7.29,17.23,42.0,36.37,72.0,0.01,0.0,0.05
050US06031,150075,135163,10518,45792,53217.0,65.59,6.45,1.53,3.96,0.22,22.25,54.08,0.27,68.91,9.71,11639,22920,10441,12754,68864,9376,8625,7714,6370,14567,109140,94573,12.4,26.29,10.02,3.82,26.62,219,185,219,8.4,20.8,25762.0,21186.0,0.43,7.94,26.63,13.35,9.63,31361.0,58.93,16.59,6.68,4.23,19.42,48.25,32.94,13.0,0.01,0.0,0.06
050US06033,64148,63151,5053,35067,23589.0,77.11,2.43,3.78,1.03,0.05,15.6,20.0,0.21,49.0,21.73,3683,7324,3516,3231,20426,3709,4388,5137,5540,13941,50858,36917,20.1,14.81,9.94,5.14,21.96,318,21,294,9.8,21.0,23195.0,25404.0,0.48,8.0,20.96,17.0,11.7,13492.0,57.2,20.87,25.95,22.89,22.0,33.93,27.91,12.0,0.01,0.0,0.11
050US06035,31185,21123,2184,12758,8788.0,82.32,8.78,2.81,1.4,0.66,4.03,18.71,0.16,62.32,13.33,1384,2749,1444,3218,15302,1920,1979,1803,1891,4157,26259,22102,16.8,17.21,8.33,1.86,13.09,0,0,0,6.1,13.8,30665.0,21897.0,0.42,10.62,16.4,11.52,8.02,5102.0,58.06,18.37,25.59,12.98,27.03,32.11,2.81,1.0,0.0,0.0,0.09
050US06037,10098052,9920572,270462,3524321,4869658.0,51.36,8.16,0.7,14.56,0.28,24.94,48.46,0.22,61.89,12.87,624745,1234499,654903,738416,4390708,693770,676068,631221,547764,1299277,7851531,6552254,9.9,21.34,3.45,3.6,26.94,56849,50249,55394,6.8,16.0,27856.0,32469.0,0.5,8.12,16.5,12.5,10.4,2122123.0,43.58,12.56,6.19,1.6,26.83,54.19,868.45,1563.0,0.39,0.0,0.03
050US06039,155013,146834,6775,50362,57799.0,72.01,3.24,1.62,2.12,0.11,20.9,57.29,0.28,63.9,13.42,11807,24040,11303,10848,63202,9105,8960,8898,8204,20797,112199,91402,13.2,28.12,6.04,3.59,24.46,294,207,294,8.3,20.8,22441.0,21394.0,0.44,8.16,33.26,12.43,10.18,33265.0,57.55,17.0,11.13,6.19,21.41,36.04,23.57,21.0,0.01,0.0,0.08
050US06041,260295,252722,11373,112868,131425.0,78.12,2.19,0.28,5.76,0.22,13.42,15.88,0.2,47.76,20.99,12292,31232,14371,11859,80803,20695,20667,20429,19552,54625,207387,152762,8.9,6.76,5.49,3.3,22.25,973,854,973,3.8,7.6,51003.0,69275.0,0.52,8.45,11.92,13.21,9.24,39517.0,30.07,6.26,6.74,1.21,28.59,36.16,216.86,58.0,0.11,0.0,0.13
050US06043,17540,16431,1601,10388,7051.0,88.82,0.95,2.26,1.39,0.31,6.28,10.88,0.16,42.08,26.74,762,1512,804,803,5106,984,1300,1503,1683,4690,14675,9985,18.4,9.63,10.92,2.33,11.9,50,46,50,8.7,14.0,28168.0,29776.0,0.43,9.56,14.01,7.76,11.57,3643.0,51.67,19.78,25.88,18.96,28.7,31.04,7.17,5.0,0.0,0.0,0.11
050US06045,87422,85192,6053,40909,37712.0,83.64,0.61,4.11,1.93,0.19,9.52,24.8,0.22,52.29,20.41,5143,10542,5160,4778,30026,5064,5505,6405,6892,17845,68531,50686,16.8,13.11,8.84,4.27,22.09,600,448,534,9.2,18.5,25319.0,27395.0,0.47,9.3,23.4,12.91,12.39,19160.0,50.81,15.83,16.67,9.84,28.29,40.82,11.67,24.0,0.01,0.0,0.21
050US06047,269075,263149,9662,84795,102638.0,57.37,3.26,0.74,7.48,0.23,30.92,58.9,0.3,67.83,10.9,21254,45385,23338,21064,115885,15511,15238,14281,12201,29320,189013,159693,13.6,30.65,5.11,3.54,29.06,623,447,608,12.7,22.7,23332.0,21634.0,0.47,11.54,31.46,11.03,11.16,60776.0,59.21,13.42,6.12,6.15,16.42,48.02,43.81,25.0,0.01,0.0,0.08
050US06049,8938,8444,866,5263,3125.0,90.02,1.67,3.33,1.57,0.07,3.35,14.46,0.19,46.46,25.65,402,1020,491,252,2731,478,572,691,751,2293,7205,4912,18.1,14.38,12.02,3.23,19.75,35,32,35,8.1,16.6,24146.0,23235.0,0.41,9.92,25.15,15.23,7.74,1617.0,51.74,27.27,30.46,9.69,30.16,23.42,1.34,1.0,0.0,0.0,0.08
050US06051,14174,13840,673,14078,8278.0,84.78,0.74,3.72,2.39,0.0,8.37,27.28,0.19,56.15,14.32,464,1697,630,1341,5798,785,1179,1314,907,2030,11485,9455,6.5,11.26,5.9,2.53,47.04,0,0,0,3.1,10.4,32065.0,33421.0,0.37,5.57,16.83,6.37,9.41,3625.0,43.79,12.74,65.57,5.13,24.16,37.82,4.62,4.0,0.0,0.0,0.07
050US06053,433212,415471,17403,141155,185025.0,59.26,2.59,0.74,5.62,0.46,31.33,58.31,0.26,64.16,12.81,32318,64016,30473,31877,181608,26240,25461,25456,22598,55515,319087,263572,8.9,28.71,5.55,3.98,28.33,1359,917,1291,5.4,14.1,26847.0,28836.0,0.46,8.8,29.86,11.0,9.41,102604.0,55.45,13.66,10.7,4.65,22.33,48.94,43.01,95.0,0.03,0.0,0.08
050US06055,140530,136424,7741,55557,70888.0,73.09,2.04,0.85,8.09,0.19,15.73,33.93,0.21,55.04,18.05,7318,17068,9036,8888,52962,9392,9533,9560,9337,25360,110636,85276,11.8,14.94,7.0,3.66,23.89,286,233,226,5.0,8.1,35752.0,42677.0,0.47,7.71,25.45,13.5,9.93,33791.0,47.67,8.54,11.74,6.41,24.93,36.25,74.24,234.0,0.31,0.0,0.1
050US06057,99092,97862,8319,53654,43368.0,92.42,0.66,0.87,1.02,0.16,4.88,9.37,0.17,44.44,25.41,4221,9719,5249,4126,30101,5350,6644,8407,9473,25177,81903,56726,14.9,5.79,10.18,3.88,24.94,297,264,222,6.4,11.4,31043.0,37145.0,0.46,7.9,17.24,15.0,11.12,18311.0,42.22,11.45,23.76,6.35,28.11,25.66,56.02,12.0,0.01,0.0,0.16
050US06059,3164182,3120787,112264,1091376,1578079.0,61.66,1.73,0.46,20.09,0.3,15.77,34.14,0.22,59.47,13.92,188956,395928,208793,218993,1296826,227373,226235,211722,176654,440488,2452994,2012506,8.6,14.89,4.58,3.63,30.29,7111,6143,6568,5.1,11.5,34196.0,39590.0,0.47,8.05,19.39,11.24,10.51,597830.0,37.88,7.16,5.41,2.77,24.57,42.63,1376.65,425.0,0.54,0.0,0.04
050US06061,380077,375906,26333,161846,173493.0,82.52,1.63,0.5,7.24,0.22,7.89,13.81,0.23,53.96,18.71,20325,49591,24399,20279,135179,26157,26759,26116,24851,71099,294358,223259,10.7,5.43,8.98,2.38,21.42,397,363,397,4.9,8.0,39341.0,41508.0,0.45,7.81,15.32,15.16,11.66,63881.0,36.82,7.81,13.09,2.77,18.98,28.41,115.02,32.0,0.02,0.0,0.09
050US06063,18699,18307,1852,15772,7536.0,89.06,1.04,2.29,1.07,0.22,6.32,8.71,0.16,41.86,26.68,859,1720,992,698,5248,892,1319,1592,2081,4988,15636,10648,18.4,6.06,11.84,2.78,18.86,99,90,99,6.4,11.7,27268.0,32710.0,0.45,8.56,21.27,15.72,10.44,4132.0,54.83,19.12,48.98,12.01,30.27,27.08,6.18,1.0,0.0,0.0,0.17
050US06065,2383286,2348183,123908,833602,1007795.0,60.85,6.44,0.81,6.38,0.29,25.23,48.44,0.26,62.33,13.79,158008,347199,177697,170153,980394,152310,151574,142066,123126,328609,1769478,1440869,11.4,18.32,7.02,3.53,24.52,3142,2358,3087,8.6,14.7,27074.0,27142.0,0.45,8.52,19.67,12.18,12.89,509147.0,50.52,10.94,13.83,8.81,16.45,34.24,115.67,202.0,0.03,0.0,0.04
050US06067,1510023,1485602,80343,567220,686019.0,58.0,9.87,0.68,15.59,1.11,14.74,22.98,0.24,61.58,13.39,99356,203293,94932,100159,627186,96298,98746,95111,87826,202207,1147262,945055,12.1,12.63,7.01,3.3,24.86,6066,5677,5933,7.4,15.8,31083.0,31311.0,0.46,8.04,13.82,14.33,10.95,288606.0,42.07,9.52,5.5,2.35,18.34,44.02,587.52,172.0,0.18,0.0,0.07
050US06069,59416,59140,2494,18614,28831.0,82.22,0.74,0.71,2.93,0.2,13.21,59.32,0.26,62.06,12.11,3902,8865,4469,4104,24108,3951,4198,3850,3348,7194,43813,36619,9.4,20.11,5.7,3.6,29.0,175,165,111,7.4,9.2,31897.0,31475.0,0.4,8.31,31.18,11.5,12.1,15265.0,52.95,8.05,4.7,4.58,22.01,36.51,13.4,8.0,0.01,0.0,0.06
050US06071,2135413,2078586,91759,716171,892435.0,61.11,8.35,0.84,7.02,0.3,22.37,52.81,0.27,65.41,10.93,154616,319727,159896,169422,922447,134205,134192,128278,108605,233343,1562561,1329218,10.9,20.49,5.91,3.67,24.84,4380,4325,4301,8.8,17.3,26233.0,23956.0,0.44,8.9,18.05,13.18,12.92,465189.0,52.13,10.95,11.94,5.64,20.56,40.74,35.7,265.0,0.01,0.0,0.04
050US06073,3302833,3213382,223217,1204884,1564930.0,70.71,5.04,0.64,11.82,0.42,11.37,33.51,0.22,62.3,13.31,211969,395874,209496,262118,1449854,209223,210998,201666,183654,439595,2576489,2136894,9.8,12.86,8.92,3.35,31.76,12444,10370,12360,6.4,12.5,32447.0,36156.0,0.46,8.75,16.69,12.52,10.47,628959.0,40.19,7.86,7.13,3.49,20.75,46.93,286.28,479.0,0.11,0.0,0.05
050US06075,870044,849564,24038,393975,515382.0,46.73,5.22,0.32,34.21,0.33,13.19,15.25,0.13,59.85,15.11,39519,60660,30492,49822,420538,60237,55761,51067,50824,131438,753147,621709,10.3,11.52,3.19,4.43,34.6,15055,13252,14980,4.7,10.9,49432.0,64157.0,0.51,7.18,9.15,11.13,9.18,148661.0,28.84,9.84,8.71,0.16,27.98,62.39,8406.92,235.0,5.01,0.0,0.04
050US06077,732212,716218,30296,241055,305509.0,56.26,7.1,0.65,15.43,0.61,19.95,41.14,0.28,64.13,12.22,52723,114372,55240,51640,302453,46167,45844,42250,38942,89461,530706,441245,12.4,21.15,5.71,3.33,23.79,2424,2067,2317,8.7,15.9,27467.0,26145.0,0.45,7.9,23.73,12.4,11.92,166262.0,54.42,14.35,5.94,3.38,16.44,44.38,173.12,131.0,0.09,0.0,0.07
050US06079,281455,265020,17326,121095,129358.0,86.01,1.87,0.68,3.64,0.09,7.72,22.38,0.18,55.68,18.74,13457,28405,22464,29568,114840,15163,17338,19546,19948,52758,230963,178205,11.5,9.13,7.56,3.58,33.45,1030,958,990,4.6,13.3,30725.0,35832.0,0.45,10.87,20.91,12.26,11.19,57928.0,44.78,9.2,13.03,7.95,22.77,39.24,36.69,119.0,0.04,0.0,0.08
050US06081,765935,755958,25226,276444,409911.0,51.05,2.33,0.38,28.11,1.37,16.75,24.68,0.21,57.46,15.39,44775,90312,40654,42295,305033,54659,54324,51530,47435,117867,604687,486820,8.5,10.83,4.17,3.72,29.51,2305,2331,2301,4.1,7.0,45862.0,57375.0,0.49,7.75,13.99,12.38,9.18,144282.0,35.2,7.18,5.24,1.1,29.2,40.12,616.19,89.0,0.2,0.0,0.09
050US06083,443738,423875,21908,156210,211751.0,77.53,1.94,0.99,5.38,0.18,13.98,45.09,0.22,62.88,14.6,28356,54697,37445,49425,195968,24299,25661,25886,24096,64775,344621,279846,9.9,19.01,6.39,5.32,37.58,2199,1669,2164,6.1,14.8,27823.0,34229.0,0.48,11.36,21.94,11.79,9.77,99844.0,47.15,9.19,7.2,4.45,23.61,47.82,57.11,167.0,0.06,0.0,0.08
050US06085,1922200,1886256,53119,665365,985838.0,45.02,2.5,0.48,35.85,0.39,15.75,25.78,0.23,61.61,12.85,118688,244140,113909,121662,821454,136901,132511,120020,101578,246908,1489516,1242608,7.9,11.91,3.57,3.21,32.3,7604,6712,7203,4.8,7.9,44459.0,52451.0,0.47,8.1,22.79,10.77,8.57,316684.0,32.12,6.03,4.48,2.86,23.86,43.25,515.36,211.0,0.16,0.0,0.07
050US06087,273765,261081,10595,105894,134904.0,76.15,0.95,0.5,4.6,0.12,17.68,33.49,0.2,58.56,14.98,14535,30027,22731,27607,115765,16836,17866,19532,18203,41001,220004,179003,11.1,13.6,4.82,4.74,33.77,1708,1549,1688,6.3,14.3,30200.0,39001.0,0.48,12.68,20.74,12.4,10.52,56852.0,42.14,10.11,9.57,5.72,29.19,40.61,237.9,50.0,0.11,0.0,0.13
050US06089,179085,175807,14335,78535,72392.0,87.02,1.23,2.63,3.03,0.11,5.98,9.83,0.22,52.94,19.89,10520,21393,10808,10213,62893,10326,11923,12939,13470,35621,140412,104791,17.8,9.2,10.21,3.82,24.03,637,526,637,6.2,17.1,26134.0,27983.0,0.46,7.6,16.46,18.79,13.14,35999.0,49.73,15.51,10.27,11.86,23.04,36.54,20.8,14.0,0.0,0.0,0.11
050US06091,2930,2898,235,2395,1251.0,98.63,0.2,0.85,0.0,0.0,0.31,11.06,0.15,39.83,29.11,112,264,141,83,791,104,150,482,174,853,2489,1636,13.2,6.7,9.44,6.11,22.35,0,0,0,4.6,8.3,27500.0,31972.0,0.43,6.95,26.86,13.91,4.88,760.0,60.75,21.3,48.18,8.14,43.58,18.61,2.51,,,,0.18
050US06093,43540,42997,3874,24102,16725.0,84.91,1.45,3.37,1.56,0.34,8.36,12.26,0.2,47.02,24.03,2257,5004,2459,2028,13212,2293,2792,3768,3751,10463,34743,24280,19.4,10.01,11.16,3.64,19.09,91,74,71,7.9,19.4,24654.0,28130.0,0.49,10.03,22.84,14.64,11.38,8667.0,51.82,16.92,20.1,12.58,26.93,34.4,3.84,9.0,0.0,0.0,0.14
050US06095,438530,428086,32811,156896,202713.0,52.71,14.1,0.48,15.46,0.94,16.31,26.09,0.23,58.57,14.68,26706,55243,26976,29952,174915,27805,30442,29377,29652,64390,339717,275327,12.4,12.02,9.77,3.67,23.51,716,611,716,7.0,10.4,34508.0,33700.0,0.42,7.26,19.45,15.82,11.4,100556.0,49.61,7.58,4.99,2.85,22.13,39.34,190.93,50.0,0.06,0.0,0.07
050US06097,501317,492826,26477,207631,253421.0,74.91,1.59,0.97,4.01,0.33,18.2,26.53,0.2,53.96,18.17,25736,57551,29922,30140,187245,31689,34740,35686,37573,91097,400499,309402,12.1,11.97,6.63,4.33,27.28,2891,2511,2682,5.1,10.3,34297.0,39929.0,0.46,8.28,21.55,12.75,11.47,113531.0,44.8,7.89,8.81,4.81,25.49,39.21,131.76,276.0,0.18,0.0,0.11
050US06099,539301,534032,21985,181213,222532.0,75.8,2.88,0.79,5.42,0.74,14.36,45.61,0.27,63.91,12.57,39410,82838,39283,37852,222401,32947,33584,33381,26970,67770,392394,324624,13.2,21.67,5.61,3.51,22.9,1736,1566,1663,10.5,16.1,26339.0,25101.0,0.45,8.74,26.39,12.56,12.86,122241.0,54.93,13.24,4.71,4.26,18.85,42.62,121.13,72.0,0.05,0.0,0.08
050US06101,95872,94860,6129,34315,38664.0,69.63,2.09,0.98,15.27,0.59,11.45,30.62,0.26,61.1,14.84,6614,14250,6583,6204,37712,5566,6156,5701,5645,14228,70756,56528,13.8,22.01,8.72,2.71,20.27,209,132,209,9.7,16.0,25795.0,26070.0,0.45,8.95,26.69,12.81,12.34,20842.0,53.91,14.78,5.7,5.87,19.06,42.65,56.95,6.0,0.01,0.0,0.09
050US06103,63373,62507,4471,27437,24265.0,85.4,0.74,2.56,1.52,0.03,9.75,24.65,0.24,54.57,18.88,3867,8746,3872,3554,21967,3593,4413,4489,4333,11965,48195,36230,20.1,15.61,9.29,3.74,20.38,134,135,94,9.3,21.5,22493.0,23126.0,0.46,7.97,24.61,13.01,13.67,14018.0,57.77,20.9,12.44,20.94,20.65,35.17,9.3,4.0,0.0,0.0,0.09
050US06105,12862,12569,1218,8850,4758.0,86.58,0.68,4.49,1.61,1.23,5.42,7.23,0.17,41.76,26.35,571,1169,752,404,3631,773,888,1076,1365,3389,10690,7301,21.4,9.35,11.39,3.03,15.89,48,39,48,8.6,19.7,21767.0,25964.0,0.48,10.0,23.08,12.23,8.83,2458.0,51.66,29.69,34.51,24.63,22.69,33.26,2.78,,,,0.21
050US06107,460477,455051,14158,147791,177236.0,76.5,1.59,1.19,3.57,0.15,17.0,64.1,0.31,68.1,10.94,38504,81621,37292,33987,193465,26062,25420,23979,21035,50391,316949,266558,12.1,30.23,4.47,3.71,22.41,3932,3029,3921,9.4,25.5,21857.0,20421.0,0.48,9.06,31.88,11.75,11.32,105311.0,59.42,19.18,7.91,6.78,20.55,43.2,30.63,31.0,0.01,0.0,0.07
050US06109,53932,50483,5246,31487,20930.0,87.5,1.72,1.85,1.39,0.25,7.3,12.1,0.17,46.43,24.76,2389,5053,2641,2726,17599,2926,3433,4214,4967,13351,44919,31568,19.0,9.57,11.68,3.34,18.89,65,43,65,6.8,13.3,27235.0,33685.0,0.49,7.08,17.13,15.95,9.31,11241.0,53.71,14.73,28.77,9.31,25.61,30.19,14.18,6.0,0.0,0.0,0.12
050US06111,848112,835511,40892,287498,412228.0,80.2,1.75,0.83,7.28,0.21,9.72,42.45,0.24,58.86,14.55,51709,112651,57639,59428,334837,56752,59450,59504,49774,123435,648513,525078,10.9,15.56,6.34,3.87,26.27,1951,1736,1888,5.9,9.6,32246.0,36891.0,0.45,8.55,22.1,11.06,10.58,179082.0,43.44,10.04,5.66,3.82,26.74,36.75,156.04,144.0,0.08,0.0,0.06
050US06113,214977,206773,8111,77512,97374.0,67.81,2.71,0.58,13.77,0.46,14.66,31.54,0.21,66.69,11.83,12467,25670,20389,30396,105221,11926,11852,11704,10696,25441,169058,143617,9.3,13.63,4.8,2.77,45.5,903,813,820,6.5,19.6,27969.0,32598.0,0.49,18.55,15.61,10.59,9.99,40943.0,42.05,8.95,5.16,3.95,18.41,48.29,76.39,23.0,0.02,0.0,0.08
050US06115,75493,74094,5822,28370,28954.0,74.63,3.22,1.43,6.76,0.45,13.5,27.8,0.28,65.46,12.02,6126,11611,4955,5600,31678,4072,4338,4592,4001,9075,54619,45544,15.8,17.96,10.99,3.87,24.29,429,285,364,8.4,18.0,26206.0,23867.0,0.43,7.57,20.2,13.8,12.97,15726.0,54.31,13.86,7.72,10.22,14.87,41.22,44.89,3.0,0.0,0.0,0.09
