HEROP_ID,AreaSqMi,TotTracts,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,TtlPrPpr,FmlPrPpr,MlPrPpr,AapiPrPpr,BlckPrPpr,LtnxPrPpr,NtvPrPpr,WhtPrPpr,TtlPrAPpr,FmlPrAPpr,MlPrAPpr,AapiPrAPpr,BlckPrAPpr,LtnxPrAPpr,NtvPrAPpr,WhtPrAPpr,TtlPrPp,FmlPrPp,MlPrPp,AapiPrPp,BlckPrPp,LtnxPrPp,NtvPrPp,WhtPrPp,TtlPrAPp,FmlPrAPp,MlPrAPp,AapiPrAPp,BlckPrAPp,LtnxPrAPp,NtvPrAPp,WhtPrAPp,TtlJlPpr,FmlJlPpr,MlJlPpr,AapiJlPpr,BlckJlPpr,LtnxJlPpr,NtvJlPpr,WhtJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,FmlJlPp,MlJlPp,AapiJlPp,BlckJlPp,LtnxJlPp,NtvJlPp,WhtJlPp,TtlJlAdm,TtlJlPrt
050US21025,492.41,7,5.0,1.0,1.0,0.0,0.0,,2.0,0.0,,22.71,102.29,320.86,48.02,238.24,,36.41,156.16,,0.71,0.14,0.14,0.0,0.0,,0.29,0.0,,0.0,0.14,0.86,,13878,2567,11311,0.82,0,0,0.0,690.59,229.78,1138.14,0.0,0.0,0.0,0.0,706.75,588.7,275.74,892.66,0.0,0.0,0.0,0.0,602.48,61.0,10.0,51.0,0.0,0.0,0.0,0.0,61.0,52.0,12.0,40.0,0.0,0.0,0.0,0.0,52.0,1492.38,404.97,2543.23,0.0,4283.33,924.24,0.0,1498.57,1492.38,1004.89,128.3,17.11,111.19,0.0,2.57,0.61,0.0,125.73,128.3,86.39
050US21027,569.8,6,2.0,0.0,,0.0,0.0,,2.0,0.0,,32.13,142.72,,53.6,200.87,,40.23,183.23,,0.33,0.0,,0.0,0.0,,0.33,0.0,,0.0,0.17,0.83,,20059,0,20059,1.0,0,0,0.0,902.77,258.52,1532.87,0.0,3956.83,0.0,0.0,850.78,750.98,339.31,1153.6,0.0,2877.7,0.0,0.0,717.32,113.0,16.0,97.0,0.0,11.0,0.0,0.0,102.0,94.0,21.0,73.0,0.0,8.0,0.0,0.0,86.0,1055.53,441.67,1591.66,0.0,7534.97,1697.56,0.0,902.44,6932.96,349.98,132.1,27.11,101.5,0.0,21.55,3.48,0.0,107.76,867.66,43.8
050US21029,297.03,18,18.0,4.0,,11.0,0.0,,18.0,4.0,,14.17,45.13,,30.76,120.39,,14.17,46.37,,1.0,0.22,,0.61,0.0,,1.0,0.22,,0.72,0.22,0.06,,74319,51716,22603,0.3,1,0,0.0,501.93,131.67,874.54,0.0,1481.48,634.25,0.0,491.97,452.87,165.53,742.03,0.0,1481.48,528.54,0.0,442.77,266.0,35.0,231.0,0.0,10.0,6.0,0.0,250.0,240.0,44.0,196.0,0.0,10.0,5.0,0.0,225.0,405.29,190.06,688.93,245.61,4854.37,906.34,0.0,372.69,1017.89,212.92,217.0,51.0,184.0,0.98,35.0,9.0,0.0,191.0,545.0,114.0
050US21031,426.09,5,4.0,1.0,1.0,0.0,0.0,,2.0,0.0,,17.72,58.63,172.82,52.37,189.66,,33.66,125.36,,0.8,0.2,0.2,0.0,0.0,,0.4,0.0,,0.0,0.8,0.2,,12690,0,12690,1.0,0,0,0.0,1635.49,454.2,2775.07,,,,,1664.95,1325.73,656.07,1971.76,,,,,1355.19,132.0,18.0,114.0,,,,,129.0,107.0,26.0,81.0,,,,,105.0,495.85,0.0,1101.59,0.0,1666.67,0.0,0.0,555.91,7735.22,185.94,40.0,0.0,45.0,0.0,1.0,0.0,0.0,43.0,624.0,15.0
050US21033,344.79,3,3.0,0.0,0.0,0.0,,,0.0,,,21.76,89.29,265.82,55.44,,,61.25,,,1.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,1.0,,12984,5890,7094,0.55,0,0,0.0,1430.97,333.5,2539.52,,4554.87,,,1212.12,1237.59,641.35,1839.85,,1863.35,,,1212.12,111.0,13.0,98.0,,22.0,,,86.0,96.0,25.0,71.0,,9.0,,,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
050US21035,385.03,9,9.0,5.0,1.0,0.0,,,4.0,0.0,,9.9,34.03,100.28,65.43,,,30.6,150.96,,1.0,0.56,0.11,0.0,,,0.44,0.0,,0.0,0.56,0.44,,37191,19072,18119,0.49,0,0,0.0,409.34,155.05,672.58,,1352.37,,,376.54,266.64,132.9,405.07,,826.45,,,246.84,109.0,21.0,88.0,,18.0,,,90.0,71.0,18.0,53.0,,11.0,,,59.0,606.79,170.89,1078.48,156.74,2300.61,453.86,3448.28,540.38,8623.22,233.67,161.0,23.0,141.0,1.0,30.0,3.0,2.0,129.0,2288.0,62.0
050US21037,151.34,25,25.0,22.0,14.0,23.0,11.0,,25.0,15.0,,5.18,14.56,39.12,14.63,46.05,,11.66,37.74,,1.0,0.88,0.56,0.92,0.44,,1.0,0.6,,0.92,0.08,0.0,,90336,76518,13818,0.15,1,0,0.0,1010.85,366.2,1663.5,,5982.49,704.23,,832.92,1195.07,729.21,1666.72,,5252.92,440.14,,1057.43,631.0,115.0,516.0,,123.0,8.0,,486.0,746.0,229.0,517.0,,108.0,5.0,,617.0,992.83,481.11,1596.81,358.0,7075.02,669.0,0.0,842.73,13073.28,629.32,620.0,151.0,496.0,3.0,149.0,7.66,0.0,491.0,8164.0,393.0
050US21039,189.44,3,2.0,0.0,0.0,1.0,0.0,,3.0,0.0,,27.11,102.95,304.96,32.85,195.82,,25.03,101.14,,0.67,0.0,0.0,0.33,0.0,,1.0,0.0,,0.0,0.0,1.0,,5104,0,5104,1.0,0,0,0.0,931.68,274.35,1597.22,,,,,875.27,655.62,,,,,,,,27.0,4.0,23.0,,,,,24.0,19.0,,,,,,,,3501.21,423.64,5552.08,2222.22,30116.67,2300.0,1428.57,2946.04,17347.42,275.72,101.08,6.13,79.95,0.2,18.07,1.84,0.2,80.25,500.82,7.96
050US21041,128.57,3,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,11.74,31.66,93.43,11.74,31.66,93.43,42.07,161.31,474.57,1.0,0.33,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,1.0,,10811,5165,5646,0.52,0,0,0.0,1788.64,857.58,2671.31,,4761.9,943.4,,1778.36,1714.12,1010.72,2380.95,,4761.9,,,1712.5,120.0,28.0,92.0,,7.0,4.0,,108.0,115.0,33.0,82.0,,7.0,,,104.0,860.62,553.3,1079.42,795.45,1824.32,296.3,1909.09,844.71,11019.02,445.91,57.92,18.01,37.51,0.35,2.7,1.2,0.42,51.62,741.58,30.01
050US21043,409.49,7,7.0,2.0,2.0,0.0,,,7.0,1.0,1.0,10.74,41.48,123.41,47.11,,,21.23,76.02,232.0,1.0,0.29,0.29,0.0,,,1.0,0.14,0.14,0.0,0.71,0.29,,27720,5716,22004,0.79,0,0,0.0,906.99,277.1,1537.75,,,,,905.75,756.79,323.29,1190.89,,,,,769.6,157.0,24.0,133.0,,,,,153.0,131.0,28.0,103.0,,,,,130.0,1152.18,,,0.0,12121.21,1020.41,0.0,811.15,,760.32,197.0,,,0.0,20.0,2.0,0.0,135.0,,130.0
050US21045,444.24,5,5.0,1.0,1.0,0.0,0.0,,1.0,0.0,,18.75,74.31,207.71,52.33,205.45,,36.03,143.5,,1.0,0.2,0.2,0.0,0.0,,0.2,0.0,,0.0,0.0,1.0,,15955,0,15955,1.0,0,0,0.0,1022.91,242.52,1822.7,,,,,1036.66,828.56,343.57,1325.6,,,,,854.97,100.0,12.0,88.0,,,,,97.0,81.0,17.0,64.0,,,,,80.0,2119.3,2142.42,2095.56,0.0,27272.73,3787.88,0.0,1949.74,16664.94,310.14,205.0,105.0,100.0,0.0,30.0,10.0,0.0,180.0,1612.0,30.0
050US21047,717.51,19,18.0,12.0,,16.0,8.0,,5.0,,,10.65,31.31,,16.31,55.97,,36.8,,,0.95,0.63,,0.84,0.42,,0.26,,,0.21,0.42,0.37,,73955,52837,21118,0.29,0,0,0.0,865.36,121.54,1459.06,,1977.35,,,605.2,558.92,155.57,880.87,0.0,1007.87,108.73,0.0,472.51,401.0,25.0,376.0,,206.0,,,187.0,259.0,32.0,227.0,0.0,105.0,4.0,0.0,146.0,1506.9,440.29,2355.69,409.22,2383.2,293.93,0.0,1427.04,19214.73,601.65,693.55,89.22,606.85,4.26,249.14,10.94,0.0,435.99,8843.58,276.91
050US21049,252.48,10,10.0,9.0,6.0,7.0,0.0,,10.0,7.0,2.0,3.97,10.41,30.16,29.09,132.33,,8.77,25.24,72.79,1.0,0.9,0.6,0.7,0.0,,1.0,0.7,0.2,0.0,0.8,0.2,,35613,25831,9782,0.27,0,0,0.0,664.81,128.17,1220.05,,2348.69,,,588.01,651.78,239.25,1078.6,,2168.02,,,583.27,153.0,15.0,138.0,,26.0,,,124.0,150.0,28.0,122.0,,24.0,,,123.0,300.75,189.35,918.4,746.27,1246.66,465.84,0.0,509.45,20851.68,453.3,69.0,22.0,104.0,1.0,14.0,3.0,0.0,107.0,4784.0,104.0
050US21051,469.29,6,5.0,1.0,1.0,0.0,0.0,,5.0,1.0,1.0,18.52,60.23,179.65,47.76,209.04,,18.52,60.23,179.65,0.83,0.17,0.17,0.0,0.0,,0.83,0.17,0.17,0.0,0.0,1.0,,21730,4657,17073,0.79,0,0,0.0,590.03,188.59,921.6,,,,,619.15,689.56,298.6,1012.46,0.0,676.59,0.0,0.0,712.02,83.0,12.0,71.0,,,,,80.0,97.0,19.0,78.0,0.0,5.0,0.0,0.0,92.0,1453.07,492.06,2987.67,0.0,2612.48,309.73,0.0,1822.63,23045.63,653.88,200.0,31.0,223.0,0.0,18.0,1.05,0.0,231.0,3172.0,90.0
050US21053,197.25,3,0.0,0.0,,0.0,,,0.0,0.0,,41.04,170.39,,57.14,,,48.18,335.97,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1.0,,10272,0,10272,1.0,0,0,0.0,922.02,187.68,1655.22,0.0,0.0,0.0,0.0,958.88,640.73,218.96,1061.84,0.0,0.0,0.0,0.0,666.34,59.0,6.0,53.0,0.0,0.0,0.0,0.0,59.0,41.0,7.0,34.0,0.0,0.0,0.0,0.0,41.0,31.21,,,0.0,1886.79,0.0,0.0,227.53,,234.08,2.0,,,0.0,1.0,0.0,0.0,14.0,,15.0
050US21055,359.96,4,4.0,2.0,2.0,0.0,,,0.0,,,6.99,31.95,94.38,64.47,,,58.64,,,1.0,0.5,0.5,0.0,,,0.0,,,0.0,0.0,1.0,,9315,2718,6597,0.71,0,0,0.0,784.73,435.26,1122.81,0.0,0.0,0.0,0.0,810.16,980.92,326.44,1614.04,0.0,0.0,0.0,0.0,1012.7,44.0,12.0,32.0,0.0,0.0,0.0,0.0,44.0,55.0,9.0,46.0,0.0,0.0,0.0,0.0,55.0,2099.17,110.82,354.74,0.0,50684.93,3448.28,0.0,1625.26,5646.04,325.73,116.0,3.0,10.0,0.0,37.0,2.0,0.0,87.0,312.0,18.0
050US21057,305.19,2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,44.78,199.64,589.6,75.45,,,45.68,251.32,744.17,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,6856,0,6856,1.0,0,0,0.0,782.78,,,,,,,,782.78,431.65,1148.28,,,,,743.97,32.0,,,,,,,,32.0,9.0,23.0,,,,,29.0,818.45,259.55,1314.86,0.0,2977.1,480.0,0.0,707.59,12226.94,397.14,33.18,5.37,26.1,0.0,3.9,0.24,0.0,27.32,495.68,16.1
050US21059,458.39,23,23.0,18.0,15.0,23.0,8.0,1.0,23.0,15.0,,5.78,15.31,44.69,12.95,39.92,117.23,9.4,28.97,,1.0,0.78,0.65,1.0,0.35,0.04,1.0,0.65,,0.78,0.22,0.0,,96656,70543,26113,0.27,0,0,0.0,809.08,168.8,1466.25,,3234.12,433.17,,676.65,680.83,250.08,1122.95,,1774.47,,,632.71,511.0,54.0,457.0,,113.0,7.0,,385.0,430.0,80.0,350.0,,62.0,,,360.0,1196.76,365.7,1877.74,77.18,2765.24,1038.42,1388.89,1029.0,9819.14,339.9,757.0,117.0,587.0,0.92,98.0,17.57,1.0,584.0,6211.0,215.0
050US21061,302.88,4,4.0,1.0,1.0,0.0,0.0,,1.0,0.0,,19.34,66.4,196.55,52.17,186.83,,45.78,182.98,,1.0,0.25,0.25,0.0,0.0,,0.25,0.0,,0.0,0.5,0.5,,12161,0,12161,1.0,0,0,0.0,1171.02,367.94,1941.5,,,,,1187.9,849.31,289.09,1386.79,,,,,836.93,91.0,14.0,77.0,,,,,88.0,66.0,11.0,55.0,,,,,62.0,,,,,,,,,,,,,,,,,,,,
050US21063,234.32,2,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,20.54,85.16,253.76,65.38,261.9,,20.54,83.78,253.76,0.5,0.5,0.5,0.0,0.0,,0.5,0.5,0.5,0.0,0.5,0.5,,7852,0,7852,1.0,0,0,0.0,441.94,,,,,,,,341.5,251.89,400.94,0.0,0.0,0.0,0.0,367.65,22.0,,,,,,,,17.0,5.0,12.0,0.0,0.0,0.0,0.0,17.0,456.07,367.12,604.45,550.0,100.0,241.38,1272.73,541.38,7754.19,145.22,22.58,7.28,17.94,0.11,0.27,0.14,0.14,24.86,383.91,7.19
050US21065,253.09,4,4.0,1.0,1.0,2.0,0.0,,4.0,1.0,1.0,12.88,49.61,140.89,30.77,172.38,,12.88,49.61,140.89,1.0,0.25,0.25,0.5,0.0,,1.0,0.25,0.25,0.0,0.0,1.0,,14672,3503,11169,0.76,0,0,0.0,898.43,287.36,1499.02,0.0,0.0,0.0,0.0,916.82,756.0,397.88,1107.97,0.0,0.0,0.0,0.0,771.47,82.0,13.0,69.0,0.0,0.0,0.0,0.0,82.0,69.0,18.0,51.0,0.0,0.0,0.0,0.0,69.0,243.39,67.04,482.03,0.0,0.0,0.0,0.0,214.86,10930.41,132.76,22.0,3.0,22.0,0.0,0.0,0.0,0.0,19.0,988.0,12.0
050US21067,283.64,82,82.0,81.0,66.0,82.0,43.0,,82.0,77.0,33.0,2.47,5.6,15.38,9.24,29.45,,5.82,14.69,40.31,1.0,0.99,0.8,1.0,0.52,,1.0,0.94,0.4,0.95,0.05,0.0,,295803,286731,9072,0.03,0,0,0.0,613.23,83.81,1148.63,,1886.29,312.02,,399.93,414.65,117.68,714.96,,1131.18,131.74,,305.43,1368.0,94.0,1274.0,,637.0,45.0,,656.0,925.0,132.0,793.0,,382.0,19.0,,501.0,601.69,211.61,988.94,9.39,1392.95,376.5,0.0,492.32,6571.66,396.51,1346.0,238.0,1100.0,1.0,476.0,56.0,0.0,805.0,14701.0,887.0
050US21069,348.54,4,2.0,0.0,0.0,2.0,0.0,,4.0,2.0,2.0,27.02,100.26,345.13,32.28,147.58,,6.63,24.85,73.5,0.5,0.0,0.0,0.5,0.0,,1.0,0.5,0.5,0.0,0.0,1.0,,14348,2795,11553,0.81,0,0,0.0,783.58,262.47,1314.32,,,,,777.05,816.69,328.08,1314.32,,,,,811.34,71.0,12.0,59.0,,,,,68.0,74.0,15.0,59.0,,,,,71.0,600.78,196.33,1081.11,1250.0,4037.5,365.22,2571.43,581.42,8689.75,354.13,54.22,8.98,48.12,0.35,6.46,0.42,0.36,50.63,784.25,31.96
050US21071,393.28,10,10.0,7.0,7.0,6.0,0.0,,9.0,2.0,2.0,5.03,20.87,62.03,29.66,204.81,,17.13,112.19,399.2,1.0,0.7,0.7,0.6,0.0,,0.9,0.2,0.2,0.0,0.0,1.0,,39451,6363,33088,0.84,0,0,0.0,543.41,73.98,1029.17,,,,,551.8,522.51,156.17,901.59,,,,,526.14,130.0,9.0,121.0,,,,,129.0,125.0,19.0,106.0,,,,,123.0,653.34,271.53,997.62,0.0,1020.41,549.71,0.0,629.82,12634.13,411.04,151.0,32.0,113.0,0.0,3.0,0.94,0.0,142.0,2920.0,95.0
050US21073,207.84,11,11.0,8.0,4.0,11.0,1.0,1.0,11.0,9.0,4.0,4.25,15.91,46.22,11.02,60.29,175.96,4.66,19.79,57.73,1.0,0.73,0.36,1.0,0.09,0.09,1.0,0.82,0.36,0.0,0.82,0.18,,49285,35705,13580,0.28,0,0,0.0,559.71,106.3,1036.04,,1211.4,,,484.86,357.0,147.63,576.96,,760.1,,,310.9,185.0,18.0,167.0,,51.0,,,131.0,118.0,25.0,93.0,,32.0,,,84.0,1170.11,420.89,1883.5,126.42,1698.62,2688.87,0.0,1124.1,13324.01,218.83,385.0,71.0,302.0,1.0,70.0,28.26,0.0,302.0,4384.0,72.0
050US21075,205.93,2,2.0,0.0,0.0,0.0,,,2.0,0.0,0.0,21.58,81.43,246.23,61.04,,,21.58,82.88,246.23,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,,6813,2423,4390,0.64,0,0,0.0,2858.61,893.33,4747.47,,3228.96,,,2587.46,2060.26,945.87,3131.31,,1956.95,,,1931.49,111.0,17.0,94.0,,33.0,,,71.0,80.0,18.0,62.0,,20.0,,,53.0,3501.3,430.37,5464.96,1000.0,2340.12,3324.32,1368.42,3961.95,17347.59,275.79,135.08,8.19,106.84,0.26,24.15,2.46,0.26,107.25,669.27,10.64
050US21077,98.34,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.04,106.0,314.63,32.88,113.38,337.59,33.04,100.1,291.06,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,,8589,0,8589,1.0,1,0,0.0,1268.86,527.06,1975.89,,,,,1325.72,1011.66,562.19,1440.05,,,,,1049.53,74.0,15.0,59.0,,,,,72.0,59.0,16.0,43.0,,,,,57.0,,,,,,,,,,,,,,,,,,,,
050US21079,230.1,4,4.0,2.0,2.0,1.0,0.0,,4.0,1.0,1.0,5.67,27.71,81.59,33.62,139.48,,9.66,46.55,137.58,1.0,0.5,0.5,0.25,0.0,,1.0,0.25,0.25,0.0,0.0,1.0,,16912,3739,13173,0.78,0,0,0.0,647.66,177.81,1128.71,,3673.47,,,567.16,386.79,213.37,564.35,,,,,359.2,72.0,10.0,62.0,,9.0,,,60.0,43.0,12.0,31.0,,,,,38.0,410.91,186.68,616.71,1119.05,1204.17,611.81,1818.18,379.18,9017.21,211.08,46.08,10.57,34.24,0.47,2.89,1.45,0.4,40.47,1011.19,23.67
050US21081,257.98,4,3.0,1.0,,3.0,0.0,,3.0,1.0,1.0,18.28,67.22,,26.9,110.46,,15.94,54.58,183.58,0.75,0.25,,0.75,0.0,,0.75,0.25,0.25,0.0,1.0,0.0,,24662,8634,16028,0.65,1,0,0.0,1070.62,366.53,1761.79,,2380.95,,,1054.42,820.19,391.81,1240.69,,,,,851.4,171.0,29.0,142.0,,4.0,,,161.0,131.0,31.0,100.0,,,,,130.0,1851.05,678.73,3131.52,877.19,13756.61,3149.37,0.0,1834.86,14535.06,0.0,298.0,54.0,255.0,1.0,26.0,12.44,0.0,282.0,2340.0,0.0
050US21083,551.75,9,9.0,3.0,2.0,1.0,,,9.0,4.0,2.0,12.21,47.96,142.36,41.35,,,11.24,44.14,130.85,1.0,0.33,0.22,0.11,,,1.0,0.44,0.22,0.0,0.33,0.67,,37121,11356,25765,0.69,0,0,0.0,659.94,145.81,1180.04,,3283.05,,,537.82,465.84,137.23,798.26,,2839.4,,,361.81,153.0,17.0,136.0,,37.0,,,110.0,108.0,16.0,92.0,,32.0,,,74.0,468.55,129.23,917.59,0.0,2142.86,400.0,1406.78,444.44,11956.62,216.92,108.0,15.0,105.0,0.0,24.0,6.0,0.83,90.0,2756.0,50.0
050US21085,499.93,7,7.0,2.0,2.0,0.0,0.0,,0.0,0.0,,12.83,49.78,147.93,44.28,176.99,,42.29,161.74,,1.0,0.29,0.29,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,25746,6802,18944,0.74,0,0,0.0,982.76,296.63,1636.26,,,,,1002.51,777.76,346.06,1188.93,,,,,795.74,163.0,24.0,139.0,,,,,160.0,129.0,28.0,101.0,,,,,127.0,3930.42,803.76,6919.2,1818.18,69122.81,39043.82,0.0,2213.88,25003.01,3099.8,653.0,65.0,590.0,1.0,197.0,98.0,0.0,354.0,4154.0,515.0
050US21087,286.05,4,3.0,0.0,0.0,0.0,,,3.0,0.0,,23.25,106.42,316.9,75.4,,,27.23,142.86,,0.75,0.0,0.0,0.0,,,0.75,0.0,,0.0,0.0,1.0,,11258,0,11258,1.0,0,0,0.0,378.68,,,,,,,,262.16,,,,,,,,26.0,,,,,,,,18.0,,,,,,,,1166.28,513.6,1991.71,0.0,7693.88,1419.05,2172.41,1119.15,12575.33,335.74,80.66,17.56,69.65,0.0,11.31,1.49,0.63,74.11,869.71,23.22
050US21089,344.46,9,8.0,6.0,5.0,7.0,0.0,,9.0,6.0,4.0,6.63,36.64,193.11,22.22,112.97,,6.39,25.12,74.29,0.89,0.67,0.56,0.78,0.0,,1.0,0.67,0.44,0.67,0.22,0.11,,36910,22409,14501,0.39,0,0,0.0,985.24,390.0,1598.76,,3921.57,,,968.71,778.3,381.14,1187.65,,2941.18,,,764.77,219.0,44.0,175.0,,8.0,,,209.0,173.0,43.0,130.0,,6.0,,,165.0,548.4,144.4,907.24,0.0,1500.0,0.0,0.0,635.44,7129.15,402.16,120.0,16.0,98.0,0.0,3.0,0.0,0.0,135.0,1560.0,88.0
050US21091,187.67,3,3.0,1.0,1.0,1.0,0.0,,2.0,0.0,,13.74,72.44,227.06,30.72,135.31,,21.07,150.82,,1.0,0.33,0.33,0.33,0.0,,0.67,0.0,,0.0,0.67,0.33,,8565,916,7649,0.89,0,0,0.0,1011.77,150.83,1831.9,,,,,1013.97,459.9,,,,,,,,55.0,4.0,51.0,,,,,53.0,25.0,,,,,,,,1055.41,444.82,1581.94,0.0,9843.75,1809.52,0.0,897.08,6932.92,349.98,57.9,11.89,44.5,0.0,9.45,1.52,0.0,47.24,380.34,19.2
050US21093,623.39,22,22.0,19.0,14.0,10.0,1.0,,22.0,15.0,10.0,3.23,10.95,30.69,30.65,106.41,,5.96,19.16,54.7,1.0,0.86,0.64,0.45,0.05,,1.0,0.68,0.45,0.77,0.23,0.0,,105543,69434,36109,0.34,0,0,0.0,1103.49,300.27,1883.96,,1784.81,513.87,,1033.8,834.31,374.62,1280.98,,1156.07,359.71,,820.48,783.0,105.0,678.0,,176.0,20.0,,567.0,592.0,131.0,461.0,,114.0,14.0,,450.0,979.01,468.7,1569.28,309.7,1682.96,478.24,874.64,979.61,13285.9,435.58,699.0,165.0,568.0,6.29,167.0,20.0,3.0,538.0,9486.0,311.0
050US21095,465.83,11,9.0,2.0,1.0,0.0,0.0,,11.0,4.0,3.0,19.0,101.78,329.62,76.47,376.82,,12.46,62.41,214.19,0.82,0.18,0.09,0.0,0.0,,1.0,0.36,0.27,0.0,0.0,1.0,,29278,13422,15856,0.54,0,0,0.0,1047.97,374.57,1757.11,,2551.02,,,1021.89,844.2,544.84,1159.45,,2040.82,,,822.35,180.0,33.0,147.0,,10.0,,,169.0,145.0,48.0,97.0,,8.0,,,136.0,1244.57,616.28,2123.76,0.0,2406.42,0.0,0.0,1348.93,13624.72,547.85,209.0,53.0,174.0,0.0,9.0,0.0,0.0,218.0,2288.0,92.0
050US21097,306.41,5,5.0,3.0,2.0,0.0,0.0,,5.0,3.0,2.0,10.21,30.35,89.87,48.31,200.24,,9.54,31.62,93.62,1.0,0.6,0.4,0.0,0.0,,1.0,0.6,0.4,0.0,0.0,1.0,,18846,6421,12425,0.66,0,0,0.0,978.34,516.32,1444.16,,3401.36,,,907.81,719.12,433.04,1007.56,,2040.82,,,678.65,117.0,31.0,86.0,,10.0,,,103.0,86.0,26.0,60.0,,6.0,,,77.0,646.8,313.86,824.49,0.0,4360.71,605.36,0.0,477.97,18596.7,403.88,77.59,18.91,49.23,0.0,12.21,1.58,0.0,54.35,2230.86,48.45
050US21099,412.56,5,3.0,2.0,2.0,0.0,0.0,,1.0,0.0,,17.34,56.1,166.95,57.1,220.46,,38.43,157.34,,0.6,0.4,0.4,0.0,0.0,,0.2,0.0,,0.0,0.0,1.0,,18199,2332,15867,0.87,0,0,0.0,1024.73,273.32,1763.52,,2302.63,,,971.59,745.26,307.48,1175.68,,1151.32,,,733.27,121.0,16.0,105.0,,14.0,,,106.0,88.0,18.0,70.0,,7.0,,,80.0,1196.09,,,0.0,3801.65,0.0,0.0,1020.78,,303.23,142.0,,,0.0,23.0,0.0,0.0,112.0,,36.0
050US21101,436.49,11,9.0,0.0,,8.0,0.0,,9.0,0.0,,23.83,165.67,,26.07,461.94,,23.87,295.05,,0.82,0.0,,0.73,0.0,,0.82,0.0,,0.73,0.27,0.0,,46250,28583,17667,0.38,0,0,0.0,1186.1,343.57,2062.99,0.0,2777.78,0.0,0.0,1054.2,1310.78,588.04,2062.99,0.0,2621.28,0.0,0.0,1210.8,352.0,52.0,300.0,0.0,71.0,0.0,0.0,276.0,389.0,89.0,300.0,0.0,67.0,0.0,0.0,317.0,2430.76,1373.63,3759.19,546.45,6849.32,7386.36,4411.76,1941.71,16505.19,1266.73,710.0,205.0,537.0,1.0,175.0,52.0,3.0,499.0,4821.0,370.0
050US21103,286.29,5,4.0,0.0,0.0,2.0,0.0,,2.0,0.0,,26.48,94.25,280.2,30.81,115.15,,29.14,105.82,,0.8,0.0,0.0,0.4,0.0,,0.4,0.0,,0.0,1.0,0.0,,15416,0,15416,1.0,1,0,0.0,581.4,136.93,1032.57,,,,,570.28,394.17,156.49,635.42,,,,,390.75,59.0,7.0,52.0,,,,,54.0,40.0,8.0,32.0,,,,,37.0,860.63,531.12,1123.19,1394.74,1342.11,555.21,1909.09,823.71,11018.97,445.94,87.56,27.22,56.71,0.53,4.08,1.81,0.63,78.03,1121.07,45.37
050US21105,242.27,1,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,37.26,140.41,,57.42,268.87,,32.92,109.71,327.86,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,4902,0,4902,1.0,0,0,0.0,1491.45,571.84,2444.44,0.0,5902.78,0.0,0.0,1002.51,982.18,428.88,1555.56,0.0,2083.33,0.0,0.0,877.19,41.0,8.0,33.0,0.0,17.0,0.0,0.0,24.0,27.0,6.0,21.0,0.0,6.0,0.0,0.0,21.0,3501.49,413.82,5687.36,1058.82,5992.86,3800.0,2571.43,3196.05,17347.39,275.75,93.84,5.69,74.22,0.18,16.78,1.71,0.18,74.5,464.91,7.39
050US21107,542.06,12,12.0,7.0,,0.0,,,0.0,,,9.37,31.49,,47.22,,,57.74,,,1.0,0.58,,0.0,,,0.0,,,0.0,0.58,0.42,,46920,24809,22111,0.47,0,0,0.0,758.15,169.87,1363.54,,2166.59,,,658.68,430.77,176.67,692.26,,866.63,,,398.27,220.0,25.0,195.0,,45.0,,,172.0,125.0,26.0,99.0,,18.0,,,104.0,1277.53,158.77,2386.5,0.0,5043.23,698.08,1694.92,976.46,14157.56,429.33,366.0,23.0,338.0,0.0,105.0,4.0,1.0,251.0,4056.0,123.0
