HEROP_ID,AreaSqMi,TotTracts,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,TtlPrPpr,FmlPrPpr,MlPrPpr,AapiPrPpr,BlckPrPpr,LtnxPrPpr,NtvPrPpr,WhtPrPpr,TtlPrAPpr,FmlPrAPpr,MlPrAPpr,AapiPrAPpr,BlckPrAPpr,LtnxPrAPpr,NtvPrAPpr,WhtPrAPpr,TtlPrPp,FmlPrPp,MlPrPp,AapiPrPp,BlckPrPp,LtnxPrPp,NtvPrPp,WhtPrPp,TtlPrAPp,FmlPrAPp,MlPrAPp,AapiPrAPp,BlckPrAPp,LtnxPrAPp,NtvPrAPp,WhtPrAPp,TtlJlPpr,FmlJlPpr,MlJlPpr,AapiJlPpr,BlckJlPpr,LtnxJlPpr,NtvJlPpr,WhtJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,FmlJlPp,MlJlPp,AapiJlPp,BlckJlPp,LtnxJlPp,NtvJlPp,WhtJlPp,TtlJlAdm,TtlJlPrt
050US51071,357.22,4,3.0,0.0,,0.0,0.0,,2.0,0.0,,27.53,173.64,,49.87,301.29,,35.7,195.77,,0.75,0.0,,0.0,0.0,,0.5,0.0,,0.0,1.0,0.0,,17286,5828,11458,0.66,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.66,330.42,1451.23,111.11,6194.74,327.49,0.0,809.51,8515.87,274.19,80.19,17.04,75.58,0.09,11.77,0.56,0.0,80.19,882.67,28.42
050US51073,217.81,8,8.0,8.0,5.0,8.0,1.0,1.0,2.0,3.0,,12.13,8.3,52.72,14.44,52.21,127.67,37.63,533.01,,1.0,1.0,0.62,1.0,0.12,0.12,0.25,0.38,,0.38,0.62,0.0,,36858,13038,23820,0.65,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.68,81.97,594.89,0.0,2303.46,329.31,0.0,209.83,6205.25,238.66,93.0,10.0,72.0,0.0,46.0,3.0,0.0,44.0,1508.0,58.0
050US51075,280.63,5,3.0,0.0,0.0,1.0,0.0,,5.0,1.0,1.0,29.68,81.53,240.05,37.4,158.51,,19.42,54.82,159.66,0.6,0.0,0.0,0.2,0.0,,1.0,0.2,0.2,0.0,0.8,0.2,,21717,653,21064,0.97,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.1,240.49,984.91,192.0,2072.0,13.99,150.0,314.34,6136.39,278.83,79.41,17.82,70.5,0.48,52.09,0.06,0.06,35.63,893.95,40.62
050US51077,441.78,5,3.0,0.0,0.0,2.0,0.0,,2.0,0.0,0.0,26.57,95.24,280.49,32.14,119.46,,29.47,104.76,315.07,0.6,0.0,0.0,0.4,0.0,,0.4,0.0,0.0,0.0,0.0,1.0,,15533,19,15514,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.63,358.93,1345.21,428.57,1467.81,152.97,0.0,877.96,8515.86,274.24,76.11,16.17,71.74,0.09,11.17,0.54,0.0,76.11,837.79,26.98
050US51079,155.93,3,2.0,1.0,1.0,0.0,0.0,,1.0,0.0,,17.17,57.25,168.2,43.76,151.86,,33.95,120.69,,0.67,0.33,0.33,0.0,0.0,,0.33,0.0,,0.0,1.0,0.0,,18403,8973,9430,0.51,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.03,154.93,789.43,214.29,2074.0,97.37,515.15,359.7,4312.54,233.26,59.08,9.77,48.4,0.51,20.74,0.74,0.17,37.43,536.35,29.01
050US51081,295.23,3,3.0,1.0,1.0,1.0,0.0,,0.0,,,14.17,46.47,149.17,32.26,143.57,,48.31,,,1.0,0.33,0.33,0.33,0.0,,0.0,,,0.0,0.0,1.0,,12243,1590,10653,0.87,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.58,492.94,1255.25,1061.73,1365.51,1771.6,3052.63,409.95,10002.64,456.27,90.4,12.91,71.75,0.86,69.6,2.87,0.58,12.2,833.72,38.03
050US51083,817.73,9,8.0,2.0,2.0,0.0,,,0.0,,,17.95,65.65,194.59,59.17,,,75.66,,,0.89,0.22,0.22,0.0,,,0.0,,,0.0,0.0,1.0,,36241,8306,27935,0.77,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.84,205.25,1075.79,130.43,793.23,287.95,600.0,551.87,6027.23,372.43,125.61,21.42,108.59,0.21,60.5,1.29,0.42,67.46,1237.39,76.46
050US51085,467.88,23,23.0,8.0,5.0,20.0,0.0,,22.0,0.0,,10.87,35.1,101.97,22.82,81.68,,18.84,64.25,,1.0,0.35,0.22,0.87,0.0,,0.96,0.0,,0.61,0.39,0.0,,99863,60831,39032,0.39,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.35,235.24,1140.75,213.41,2991.07,622.47,406.5,455.11,8324.73,225.35,415.0,82.0,387.0,3.12,201.0,13.24,1.0,265.0,5726.0,155.0
050US51087,233.66,64,64.0,57.0,25.0,64.0,26.0,,64.0,47.0,9.0,5.35,14.59,40.1,11.18,35.55,,7.79,22.02,60.13,1.0,0.89,0.39,1.0,0.41,,1.0,0.73,0.14,0.95,0.03,0.02,,306935,293832,13103,0.04,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.06,234.38,1011.97,34.29,1128.36,7.2,131.74,462.92,6136.39,278.85,1178.61,264.46,1046.38,7.05,773.11,0.88,0.88,528.92,13268.89,602.97
050US51089,382.35,14,14.0,5.0,2.0,0.0,,,0.0,0.0,,11.65,36.9,107.69,42.94,,,45.94,175.36,,1.0,0.36,0.14,0.0,,,0.0,0.0,,0.0,0.57,0.43,,54151,21270,32881,0.61,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.43,171.21,950.63,884.96,753.22,480.19,3333.33,482.34,5782.81,290.11,172.0,27.0,145.0,2.0,55.0,8.0,2.0,105.0,1794.0,90.0
050US51091,415.16,1,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,58.77,355.24,,58.77,355.24,,58.77,355.24,1255.99,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,2321,0,2321,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.33,112.4,556.09,375.0,11454.55,823.53,0.0,240.34,4537.84,272.58,3.9,0.68,3.47,0.03,1.26,0.14,0.0,2.86,55.77,3.35
050US51093,315.67,8,8.0,7.0,,5.0,1.0,,5.0,8.0,,22.55,5.18,,22.34,135.55,,24.66,20.48,,1.0,0.88,,0.62,0.12,,0.62,1.0,,0.12,0.88,0.0,,35270,15030,20240,0.57,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.48,165.54,1377.06,254.78,2282.65,283.07,341.77,306.0,4814.53,514.89,187.85,19.53,160.29,0.8,125.5,2.14,0.27,51.38,1128.43,120.68
050US51095,142.36,11,11.0,0.0,3.0,11.0,0.0,0.0,11.0,3.0,1.0,7.02,40.98,63.12,19.84,59.9,168.79,13.56,41.53,130.43,1.0,0.0,0.27,1.0,0.0,0.0,1.0,0.27,0.09,0.91,0.09,0.0,,67009,56387,10622,0.16,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.47,177.63,771.93,85.41,1273.64,1036.7,257.86,357.52,4182.47,187.19,202.17,40.6,166.96,1.37,87.41,29.38,0.41,118.07,1860.57,83.27
050US51097,315.15,2,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,19.9,89.34,308.62,41.99,315.54,,33.28,450.06,2020.72,0.5,0.5,0.5,0.0,0.0,,0.5,0.0,0.0,0.0,0.5,0.5,,6945,0,6945,1.0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.42,187.85,1732.52,0.0,1731.4,724.64,0.0,734.52,5857.69,540.77,43.89,3.99,39.9,0.0,20.95,1.0,0.0,21.94,259.32,23.94
050US51099,179.58,5,5.0,2.0,0.0,0.0,0.0,,3.0,0.0,,25.15,56.3,379.82,38.94,210.2,,29.48,191.96,,1.0,0.4,0.0,0.0,0.0,,0.6,0.0,,0.0,0.2,0.8,,23584,6323,17261,0.73,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.18,257.24,1033.99,22.35,1480.59,580.47,91.95,490.69,5227.37,473.22,109.88,21.93,91.57,0.08,44.24,5.23,0.08,64.02,908.57,82.25
050US51101,273.93,4,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,26.16,169.21,516.57,43.96,304.92,,40.57,295.02,,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.75,0.25,,15935,2675,13260,0.83,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US51103,133.3,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,51.2,335.64,,67.85,1278.49,,53.82,223.91,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,11391,0,11391,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.94,68.73,457.14,0.0,1063.26,0.0,0.0,259.82,3757.9,343.27,29.0,2.0,12.0,0.0,20.0,0.0,0.0,9.0,208.0,19.0
050US51105,435.38,6,5.0,1.0,1.0,0.0,,,5.0,1.0,1.0,20.82,101.96,283.48,79.09,,,19.24,84.24,240.7,0.83,0.17,0.17,0.0,,,0.83,0.17,0.17,0.0,0.17,0.83,,25587,112,25475,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.27,636.74,2187.81,522.39,729.83,96.69,242.86,1315.46,9473.12,418.17,230.06,44.75,179.51,0.35,5.97,0.35,0.17,183.06,1443.04,63.7
050US51107,515.76,65,65.0,55.0,24.0,6.0,0.0,,62.0,30.0,,6.71,19.12,52.91,38.14,137.63,,12.18,37.95,,1.0,0.85,0.37,0.09,0.0,,0.95,0.46,,0.85,0.15,0.0,,312311,272957,39354,0.13,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.86,50.03,216.9,14.81,612.32,124.89,191.2,106.31,1910.77,65.62,373.0,67.0,288.0,8.02,134.0,46.0,1.0,163.0,5096.0,175.0
050US51109,496.13,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,41.4,167.05,,46.43,186.72,,38.64,144.71,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,,33153,0,33153,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.03,155.46,786.62,484.38,994.26,203.93,274.34,381.0,4312.56,233.27,108.62,17.96,88.99,0.93,38.14,1.35,0.31,68.82,986.11,53.34
050US51111,431.7,3,1.0,0.0,,0.0,,,0.0,,,42.47,132.09,,83.89,,,78.94,,,0.33,0.0,,0.0,,,0.0,,,0.0,0.33,0.67,,12914,0,12914,1.0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.34,361.15,1911.81,10290.32,2829.43,1056.78,800.0,308.98,11665.28,340.97,97.69,12.29,81.73,3.19,76.14,3.35,0.32,14.21,895.66,26.18
050US51113,320.64,2,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,,27.1,100.61,297.21,57.5,222.9,,29.96,118.94,,0.5,0.0,0.0,0.0,0.0,,0.5,0.0,,0.0,0.0,1.0,,13308,0,13308,1.0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.02,154.31,793.2,478.26,1635.6,184.91,687.5,351.8,4312.62,233.31,38.99,6.45,31.95,0.33,13.69,0.49,0.11,24.7,353.98,19.15
050US51115,85.91,3,1.0,3.0,,0.0,0.0,,0.0,0.0,,33.16,0.0,,44.62,184.69,,69.9,822.52,,0.33,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.67,0.33,,8978,0,8978,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.34,176.12,1843.78,0.0,5151.32,727.27,0.0,576.52,5857.78,540.69,49.21,4.47,44.73,0.0,23.49,1.12,0.0,24.6,290.78,26.84
050US51117,625.29,9,7.0,2.0,,0.0,,,0.0,,,21.22,93.88,,50.07,,,50.07,,,0.78,0.22,,0.0,,,0.0,,,0.0,0.0,1.0,,32727,7262,25465,0.78,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.65,318.65,2320.84,395.83,2360.55,706.08,703.7,727.32,7628.86,577.73,221.71,29.23,211.08,0.76,156.41,4.18,0.38,78.58,1393.64,105.54
050US51119,130.33,5,3.0,0.0,,0.0,0.0,,0.0,0.0,,29.06,123.25,,44.93,214.4,,60.03,713.01,,0.6,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.2,0.8,,10959,0,10959,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.29,177.21,1832.82,0.0,2518.72,733.7,0.0,643.84,5857.69,540.77,59.21,5.38,53.83,0.0,28.26,1.35,0.0,29.61,349.88,32.3
050US51121,386.84,16,16.0,13.0,8.0,0.0,0.0,,16.0,4.0,1.0,5.21,14.31,40.47,41.36,160.59,,14.89,47.89,136.44,1.0,0.81,0.5,0.0,0.0,,1.0,0.25,0.06,0.81,0.19,0.0,,94392,70864,23528,0.25,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.45,5.82,176.21,6.53,228.31,155.95,592.59,95.78,4881.5,59.86,90.0,2.0,69.0,0.37,8.0,4.0,0.96,59.0,3588.0,44.0
050US51125,470.74,3,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,37.5,157.73,,47.94,223.0,,34.91,160.89,475.08,0.33,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.67,0.33,,15020,0,15020,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.7,174.94,982.22,135.8,1973.64,456.1,466.67,367.33,7695.33,332.69,48.59,7.82,41.98,0.11,21.71,1.87,0.21,26.11,672.88,29.09
050US51127,210.03,3,3.0,1.0,1.0,1.0,0.0,,2.0,0.0,,10.56,46.86,139.56,28.84,124.75,,24.81,97.2,,1.0,0.33,0.33,0.33,0.0,,0.67,0.0,,0.0,1.0,0.0,,18429,0,18429,1.0,1,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.07,252.82,937.31,235.0,2445.02,11.28,39.22,308.55,6136.37,278.88,78.98,17.72,70.12,0.47,51.81,0.06,0.06,35.44,889.16,40.41
050US51131,211.69,4,4.0,4.0,2.0,0.0,,,0.0,0.0,,11.48,0.0,201.01,62.3,,,43.92,247.84,,1.0,1.0,0.5,0.0,,,0.0,0.0,,0.0,0.0,1.0,,12389,0,12389,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.56,284.5,2729.75,1234.57,2650.6,329.49,0.0,858.01,13211.98,411.04,92.0,10.0,90.0,1.0,66.0,2.0,0.0,31.0,900.0,28.0
050US51133,191.42,4,0.0,2.0,,0.0,,,1.0,2.0,,70.88,97.85,,88.0,,,40.0,100.08,,0.0,0.5,,0.0,,,0.25,0.5,,0.0,0.0,1.0,,12330,0,12330,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.7,548.02,3671.21,700.0,3483.68,3155.12,1866.67,1567.06,19486.51,689.36,116.88,18.03,113.22,0.28,66.19,9.56,0.28,64.5,1242.07,43.94
050US51135,314.39,4,1.0,0.0,,0.0,,,0.0,0.0,,35.53,161.37,,68.17,,,53.56,280.53,,0.25,0.0,,0.0,,,0.0,0.0,,0.0,0.75,0.25,,15853,7555,8298,0.52,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.38,382.41,1830.72,4929.41,2411.68,969.16,1000.0,348.4,11665.31,340.94,128.23,16.13,107.28,4.19,99.94,4.4,0.42,18.65,1175.63,34.36
050US51137,341.11,5,3.0,0.0,0.0,0.0,0.0,,3.0,0.0,,27.57,112.46,345.91,44.95,186.97,,31.3,134.86,,0.6,0.0,0.0,0.0,0.0,,0.6,0.0,,0.0,0.4,0.6,,33481,14136,19345,0.58,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.01,156.51,781.75,299.67,1119.89,115.79,329.79,384.81,4312.55,233.3,106.14,17.56,86.97,0.92,37.27,1.32,0.31,67.25,963.64,52.13
050US51139,310.02,5,0.0,0.0,,0.0,0.0,,4.0,1.0,1.0,43.38,169.88,,50.32,234.78,,16.23,51.55,151.07,0.0,0.0,,0.0,0.0,,0.8,0.2,0.2,0.0,0.2,0.8,,24042,4770,19272,0.8,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.49,0.0,1060.55,1060.61,2285.71,381.82,0.0,532.94,2804.18,67.41,83.0,0.0,79.0,1.05,8.0,1.05,0.0,75.0,416.0,10.0
050US51141,482.95,4,2.0,1.0,1.0,0.0,,,0.0,0.0,,21.94,68.64,201.61,70.41,,,69.59,255.34,,0.5,0.25,0.25,0.0,,,0.0,0.0,,0.0,0.0,1.0,,18490,0,18490,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.5,0.0,391.35,0.0,1818.18,849.86,0.0,706.16,2457.7,198.51,74.0,0.0,21.0,0.0,12.0,3.0,0.0,67.0,260.0,21.0
050US51143,969.0,16,9.0,2.0,,6.0,1.0,,0.0,,,26.89,92.4,,34.06,122.02,,53.33,,,0.56,0.12,,0.38,0.06,,0.0,,,0.0,0.12,0.88,,63506,9126,54380,0.86,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.93,5.25,686.17,0.0,516.67,97.37,0.0,192.77,6091.05,104.12,111.0,1.0,133.0,0.0,44.0,1.0,0.0,55.0,2340.0,40.0
050US51145,260.2,5,5.0,2.0,2.0,0.0,0.0,,5.0,1.0,1.0,13.28,40.36,116.53,38.51,162.77,,16.3,65.51,189.3,1.0,0.4,0.4,0.0,0.0,,1.0,0.2,0.2,0.0,1.0,0.0,,28046,91,27955,1.0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US51147,349.96,5,5.0,4.0,4.0,0.0,,,0.0,,,5.86,16.68,47.13,66.24,,,65.16,,,1.0,0.8,0.8,0.0,,,0.0,,,0.0,0.0,1.0,,23368,8597,14771,0.63,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.35,328.07,2078.87,2371.43,3117.91,1620.93,1456.52,291.54,11665.29,340.97,203.22,25.57,170.01,6.64,158.39,6.97,0.67,29.55,1863.18,54.46
050US51149,265.34,7,7.0,2.0,2.0,5.0,1.0,,7.0,1.0,0.0,10.82,33.17,94.28,22.56,72.2,,14.31,42.84,122.94,1.0,0.29,0.29,0.71,0.14,,1.0,0.14,0.0,0.71,0.29,0.0,,35725,16647,19078,0.53,1,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US51153,335.74,83,82.0,30.0,22.0,70.0,11.0,,82.0,43.0,,7.17,31.54,53.0,23.26,83.98,,11.27,35.64,,0.99,0.36,0.27,0.84,0.13,,0.99,0.52,,0.95,0.04,0.01,,402002,385254,16748,0.04,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.93,65.3,479.01,14.14,537.1,259.74,113.79,204.43,2768.05,156.97,855.92,102.0,753.92,4.43,379.62,193.36,1.04,278.51,8680.69,492.26
050US51155,319.84,10,10.0,5.0,4.0,9.0,3.0,,3.0,0.0,,8.98,22.09,65.99,16.81,49.01,,33.49,132.25,,1.0,0.5,0.4,0.9,0.3,,0.3,0.0,,0.1,0.8,0.1,,34872,18516,16356,0.47,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.65,340.53,1409.37,147.06,1944.44,312.17,0.0,844.69,8515.85,274.26,166.97,35.47,157.37,0.2,24.5,1.18,0.0,166.97,1837.89,59.19
050US51157,266.37,2,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,36.93,122.92,,64.23,261.83,,39.47,152.44,510.85,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.5,,7373,0,7373,1.0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.72,288.93,1196.68,195.12,2824.39,559.41,500.0,755.66,7694.06,399.5,31.31,6.42,25.98,0.08,5.79,1.13,0.08,29.69,338.0,17.55
050US51159,191.48,2,0.0,0.0,,0.0,,,2.0,1.0,1.0,54.08,221.82,,71.98,,,6.39,38.48,114.65,0.0,0.0,,0.0,,,1.0,0.5,0.5,0.0,0.0,1.0,,9254,0,9254,1.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.74,743.38,2867.36,675.68,3080.93,1965.83,1470.59,1752.63,19486.62,689.37,105.55,16.28,102.25,0.25,59.77,8.63,0.25,58.24,1121.65,39.68
050US51161,250.54,18,18.0,14.0,7.0,18.0,3.0,,18.0,10.0,2.0,6.15,17.39,50.71,18.23,54.52,,9.59,27.85,79.28,1.0,0.78,0.39,1.0,0.17,,1.0,0.56,0.11,0.89,0.11,0.0,,92376,75249,17127,0.19,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.45,502.35,1811.44,82.71,3459.6,566.94,580.36,1037.45,11075.22,529.37,675.82,150.67,524.52,1.99,136.17,10.29,0.65,525.78,6528.73,312.06
050US51163,596.54,4,4.0,2.0,2.0,0.0,,,0.0,0.0,,12.84,45.8,135.06,52.2,,,51.64,222.12,,1.0,0.5,0.5,0.0,,,0.0,0.0,,0.0,0.0,1.0,,22307,1865,20442,0.92,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.34,248.29,901.0,725.0,2872.61,446.97,0.0,499.29,5499.82,258.44,73.51,17.05,61.16,0.87,13.53,1.18,0.0,63.51,751.0,35.29
050US51165,849.79,19,17.0,1.0,,16.0,1.0,,0.0,0.0,,20.03,77.68,,21.37,83.59,,41.61,169.86,,0.89,0.05,,0.84,0.05,,0.0,0.0,,0.21,0.79,0.0,,76314,31035,45279,0.59,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.65,167.64,1064.89,202.11,5740.88,1145.75,0.0,428.91,7816.28,397.5,322.0,43.0,268.0,0.96,74.0,43.0,0.0,194.0,3972.0,202.0
050US51167,473.52,7,4.0,2.0,2.0,0.0,,,2.0,1.0,1.0,20.91,64.89,192.08,88.27,,,29.42,80.11,237.15,0.57,0.29,0.29,0.0,,,0.29,0.14,0.14,0.0,0.86,0.14,,28897,3414,25483,0.88,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.26,587.83,2355.72,928.57,3918.6,160.49,606.06,1236.97,9473.11,418.17,259.78,50.53,202.71,0.39,6.74,0.39,0.2,206.71,1629.47,71.93
050US51169,535.82,6,5.0,2.0,2.0,1.0,0.0,,5.0,1.0,1.0,15.26,86.99,255.13,43.48,312.06,,20.34,129.34,478.14,0.83,0.33,0.33,0.17,0.0,,0.83,0.17,0.17,0.33,0.67,0.0,,23177,4143,19034,0.82,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.27,604.95,2291.15,1148.15,4266.13,170.33,454.55,1235.24,9473.13,418.19,203.72,39.63,158.96,0.31,5.29,0.31,0.15,162.1,1277.83,56.41
050US51171,508.07,9,3.0,0.0,,2.0,,,1.0,0.0,,41.49,157.88,,47.75,,,45.15,153.85,,0.33,0.0,,0.22,,,0.11,0.0,,0.0,0.11,0.89,,41993,14032,27961,0.67,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.75,290.62,1188.93,125.33,4744.91,331.71,758.06,769.61,7694.08,399.47,189.02,38.74,156.82,0.47,34.97,6.83,0.47,179.22,2040.47,105.94
050US51173,451.35,9,9.0,5.0,4.0,0.0,,,8.0,1.0,1.0,10.24,27.9,80.02,70.76,,,19.92,70.98,205.68,1.0,0.56,0.44,0.0,,,0.89,0.11,0.11,0.0,0.0,1.0,,32208,7960,24248,0.75,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.29,591.5,2341.05,453.61,1202.55,113.11,956.52,1277.21,9473.12,418.22,290.49,56.5,226.66,0.44,7.54,0.44,0.22,231.15,1822.06,80.44
050US51175,599.18,5,2.0,2.0,,1.0,0.0,,3.0,2.0,,28.75,55.92,,38.11,130.51,,26.73,78.48,,0.4,0.4,,0.2,0.0,,0.6,0.4,,0.0,0.2,0.8,,18570,378,18192,0.98,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.94,0.0,1867.65,0.0,1898.13,0.0,0.0,378.84,1344.13,353.27,107.0,0.0,116.0,0.0,79.0,0.0,0.0,27.0,156.0,41.0
050US51177,401.5,30,26.0,13.0,,21.0,1.0,,25.0,8.0,,14.73,47.92,,24.65,83.33,,17.77,56.5,,0.87,0.43,,0.7,0.03,,0.83,0.27,,0.73,0.23,0.03,,122397,82829,39568,0.32,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.18,249.55,1065.52,13.71,1459.08,309.94,137.58,533.16,5227.39,473.24,553.48,110.46,461.23,0.41,222.86,26.36,0.41,322.47,4576.63,414.33
050US51179,269.2,27,27.0,19.0,7.0,13.0,0.0,,25.0,0.0,,9.4,22.78,70.97,28.31,102.62,,20.17,77.79,,1.0,0.7,0.26,0.48,0.0,,0.93,0.0,,0.85,0.15,0.0,,128961,103485,25476,0.2,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.17,256.8,1035.65,10.94,1281.96,235.38,107.06,587.92,5227.4,473.24,636.27,126.99,530.23,0.47,256.2,30.3,0.47,370.71,5261.27,476.31
050US51181,278.95,2,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,,43.78,0.0,,52.51,146.54,441.35,48.2,21.34,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,7058,0,7058,1.0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445.61,1109.44,5636.71,2142.86,5271.81,2048.54,1142.86,2078.43,22607.13,1200.0,145.06,23.62,117.3,0.45,93.68,2.11,0.16,47.7,951.76,50.52
050US51183,490.22,5,2.0,1.0,,4.0,0.0,,1.0,1.0,,29.84,91.78,,27.96,111.61,,35.33,125.58,,0.4,0.2,,0.8,0.0,,0.2,0.2,,0.0,0.6,0.4,,12087,0,12087,1.0,1,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.05,287.46,657.51,0.0,899.94,420.17,0.0,300.5,5883.83,125.72,56.0,8.0,34.0,0.0,42.0,1.0,0.0,9.0,468.0,10.0
