HEROP_ID,TotPop,TotUnits,Ovr65P,WhiteP,BlackP,AmIndP,PacIsP,OtherP,PovP,UnempP,VacantP,TotPopHh,TotVetPop,TotWrkE,DisbP,VetP,NonRelFhhP,NonRelNfhhP,MedInc,PciE,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkP,MobileP,LngTermP,RentalP,UnitDens
050US17057,34654,16340,20.7,93.5,3.7,0.4,0.0,0.4,14.6,6.8,13.9,32226.0,27831.0,14753,14.7,8.0,3.6,2.3,32951,29850,0.4636,8.8,25.4,19.6,10.8,56.1,3.4,31.2,47.9,18.9
050US13085,25277,11807,19.9,94.7,0.7,0.1,0.0,0.7,9.5,5.1,19.4,25113.0,20180.0,12706,14.7,6.3,7.9,2.8,40242,36110,0.423,11.0,21.7,11.6,12.2,38.7,6.2,21.4,48.3,56.0
050US08115,2306,1177,21.3,89.4,0.4,0.4,0.0,0.4,20.0,6.3,18.9,2264.0,1697.0,1018,16.2,10.7,3.9,1.1,30263,27961,0.4994,9.4,30.7,10.9,12.5,55.9,7.0,26.7,64.6,2.1
050US13225,27502,11843,15.8,49.0,44.5,0.4,0.0,0.1,20.9,9.7,13.7,25664.0,21661.0,11059,18.1,9.4,10.0,2.2,31722,25929,0.4851,10.0,19.4,12.1,14.1,57.4,12.0,22.9,83.2,78.8
050US05089,16586,9546,28.0,95.7,0.7,1.0,0.0,1.2,18.6,6.0,27.5,16411.0,13580.0,5575,26.4,11.9,7.7,3.1,25983,22113,0.447,7.4,35.8,11.7,13.9,57.9,18.8,24.4,49.8,16.0
050US19173,6160,3105,22.7,94.3,0.0,0.1,0.0,1.5,7.1,2.7,17.3,6069.0,4730.0,3076,14.2,9.2,4.4,3.1,34250,31551,0.4341,5.9,38.4,20.5,6.7,61.0,5.5,30.1,39.3,5.8
050US48417,3291,1775,19.7,95.0,0.2,0.1,0.0,0.7,11.3,8.5,23.0,3261.0,2522.0,1477,19.7,10.5,4.6,1.8,34219,27822,0.4545,12.5,32.6,5.9,9.9,47.1,15.5,21.0,45.4,1.9
050US48421,3046,1397,15.6,83.4,0.5,0.0,0.0,0.0,11.2,2.1,23.4,3019.0,2343.0,1500,14.9,7.0,1.8,1.0,39265,36988,0.5318,10.6,41.5,3.1,9.5,48.7,9.4,23.3,82.8,1.5
050US48431,1274,574,10.6,82.8,0.0,0.0,0.0,0.0,2.4,1.0,29.4,1239.0,884.0,595,4.6,2.7,11.2,0.0,34750,27551,0.3823,11.4,30.4,10.9,6.9,48.6,23.7,32.0,22.0,0.6
050US48435,3793,1936,16.8,56.6,0.1,0.4,0.0,0.0,13.9,6.2,33.8,3771.0,2741.0,1725,7.9,8.8,6.1,0.0,40417,25650,0.3975,11.4,44.3,6.4,11.4,45.9,15.3,29.5,78.5,1.3
050US42047,30077,17808,22.4,97.2,0.6,0.1,0.0,0.3,9.9,6.0,20.2,29674.0,24336.0,15276,15.9,9.6,3.1,1.1,36408,31333,0.4112,4.9,45.0,15.7,10.8,61.6,7.1,40.5,37.5,21.5
050US13253,8218,4845,23.2,61.6,35.3,0.0,0.0,0.7,26.4,4.8,30.6,8106.0,6506.0,2810,21.2,9.5,15.9,2.2,33732,28132,0.5475,7.6,27.0,21.8,11.6,59.9,33.0,30.5,81.4,20.4
050US13277,40590,16850,14.8,62.3,29.4,0.2,0.0,0.1,22.5,2.8,11.8,38393.0,30539.0,18137,13.4,6.8,7.8,3.3,29685,24191,0.4796,9.2,23.3,14.7,12.0,53.5,22.8,22.3,97.9,64.6
050US48369,9639,3793,14.2,83.9,0.9,0.2,0.0,0.4,13.2,1.4,15.3,9567.0,6866.0,4591,13.1,4.8,7.5,1.1,37032,26269,0.4227,9.2,44.6,7.6,5.6,63.1,9.6,20.4,106.3,4.3
050US48381,136005,55057,15.0,86.6,2.9,0.8,0.0,0.9,10.0,3.6,9.0,133531.0,103090.0,70430,10.9,9.2,7.1,4.3,39045,34527,0.4403,10.5,19.1,15.4,12.1,46.4,6.2,15.9,76.7,60.3
050US17041,19551,8469,18.0,94.7,0.9,0.5,0.0,0.1,10.7,3.2,10.3,19365.0,14694.0,9573,12.4,6.6,3.1,2.6,34706,28603,0.4098,10.1,34.0,12.3,10.4,54.4,5.1,28.6,53.6,20.3
050US05113,19999,10130,22.8,90.3,0.5,1.6,0.0,2.7,22.2,10.5,19.9,19875.0,15398.0,7335,22.4,11.3,5.9,3.2,26138,24691,0.4907,10.6,31.8,13.1,11.8,57.6,17.3,24.1,62.6,11.8
050US26125,1255340,542094,16.8,73.8,13.3,0.2,0.0,0.4,7.8,4.7,6.0,1243308.0,991908.0,646707,11.7,5.2,4.7,2.5,50075,46075,0.4682,7.3,25.1,13.9,9.7,34.8,2.9,24.6,58.6,625.0
050US21169,10062,4753,18.6,95.2,2.2,0.3,0.0,0.7,22.2,3.1,11.9,9933.0,7692.0,4138,23.5,7.2,3.7,1.2,30679,20182,0.425,7.9,35.7,11.8,12.8,66.6,22.8,31.0,53.4,16.4
050US48487,12717,6242,17.3,73.7,9.8,1.4,0.0,0.9,18.9,6.9,19.8,11704.0,9848.0,6074,22.9,8.7,6.2,2.3,28960,23340,0.4098,9.2,22.0,25.6,6.3,57.2,6.8,15.5,96.4,6.4
050US48493,50110,17676,15.8,88.5,1.2,0.4,0.0,2.3,10.0,4.0,9.6,49604.0,37863.0,22980,12.8,12.2,9.5,2.5,41512,33972,0.4374,10.1,27.0,11.0,11.6,46.8,26.6,23.2,36.5,22.0
050US42075,140410,57970,19.4,85.6,2.5,0.1,0.0,0.3,10.7,4.9,7.1,137044.0,108203.0,67281,13.5,8.6,5.2,2.5,37227,30088,0.4109,7.6,23.2,16.7,12.4,52.4,5.4,23.6,71.4,160.2
050US24510,602274,293936,14.0,29.7,62.3,0.3,0.0,0.2,20.0,7.6,17.5,578365.0,478397.0,281905,15.5,5.5,10.8,6.0,41639,32699,0.5123,12.3,10.0,19.1,8.9,42.9,0.1,22.7,116.4,3633.3
050US25019,11212,12498,16.1,76.8,13.0,1.0,0.0,0.9,6.3,5.8,70.3,10937.0,9431.0,6419,13.0,5.5,7.1,14.3,52488,57246,0.4917,9.0,28.5,11.0,8.3,51.6,0.3,19.9,100.1,270.5
050US36095,31189,17533,21.8,93.9,1.7,0.2,0.0,0.4,11.6,5.3,27.1,29843.0,25663.0,14564,16.3,7.9,4.9,4.1,39037,32352,0.4334,13.2,22.7,13.3,12.4,47.0,12.8,31.5,53.2,28.2
050US19095,16155,7358,18.8,96.0,0.6,0.0,0.0,0.3,8.4,3.4,9.7,15818.0,12423.0,8468,11.9,7.3,2.1,2.1,39731,33910,0.4241,10.9,32.8,15.4,11.2,54.1,5.2,25.8,33.8,12.5
050US19099,37032,16337,19.0,95.2,1.5,0.2,0.0,0.4,9.1,3.5,10.4,35253.0,28779.0,18038,12.8,8.1,4.4,2.2,38556,29576,0.403,8.0,31.2,13.5,10.4,49.7,3.9,26.7,53.3,22.4
050US13015,106456,41684,13.9,81.6,10.0,0.1,0.0,0.6,12.6,5.8,9.1,105365.0,80655.0,49642,13.1,7.1,9.6,2.1,37316,27047,0.4329,7.7,28.4,11.3,12.9,47.8,11.2,19.5,85.7,90.8
050US47075,17391,8419,18.5,45.4,50.8,0.0,0.0,0.1,18.0,5.8,15.1,17165.0,13472.0,7633,20.9,5.4,9.2,1.4,31518,22830,0.4526,6.0,34.2,15.3,11.8,66.2,9.6,28.2,97.8,15.8
050US17051,21418,9306,19.1,93.7,4.4,0.2,0.0,0.4,16.2,4.4,14.9,19839.0,16991.0,8794,17.6,7.8,5.1,3.5,30409,23920,0.4399,5.2,28.0,15.7,13.9,59.6,12.8,30.4,39.4,13.0
050US05055,45197,19185,16.0,93.6,2.3,0.3,0.0,0.8,16.5,7.5,8.3,44490.0,34163.0,19390,21.5,9.3,6.6,2.3,33569,23978,0.4241,9.6,33.7,19.5,12.7,58.5,12.4,21.1,82.0,33.2
050US08014,69444,28037,13.8,85.6,1.5,0.5,0.0,0.6,5.0,3.6,3.0,69127.0,53627.0,39116,7.8,7.8,4.4,4.1,54441,51461,0.4189,9.7,15.9,13.0,10.0,30.3,2.5,13.9,71.6,849.6
050US05065,13596,7312,25.5,90.2,1.0,0.8,0.0,2.4,15.2,10.7,32.8,12505.0,11224.0,4289,26.8,11.5,11.7,1.5,27288,21189,0.4536,11.5,27.1,21.0,7.5,63.7,17.1,25.5,58.2,12.6
050US05071,26475,11536,16.4,89.0,1.6,0.2,0.0,1.7,18.3,3.9,15.1,25698.0,20032.0,10398,20.7,8.3,6.5,3.2,28630,22077,0.458,10.4,34.9,8.9,13.8,56.5,13.8,20.7,64.3,17.5
050US19101,18153,7673,22.2,83.8,2.4,0.0,0.0,1.0,13.2,7.3,10.7,17272.0,14574.0,8368,13.1,8.6,6.4,6.8,28311,28849,0.4955,14.3,22.7,10.8,11.1,47.4,10.9,23.8,75.7,17.6
050US19105,20575,8990,20.7,94.5,2.2,0.2,0.0,1.1,9.5,4.4,8.9,19366.0,16187.0,9843,12.4,9.3,4.0,3.1,37778,29560,0.4051,8.0,31.7,12.6,9.7,48.9,5.7,28.9,46.6,15.6
050US19109,14864,7526,23.4,96.3,1.2,0.2,0.0,0.2,11.3,3.7,12.6,14579.0,11659.0,7169,16.9,9.6,1.7,1.7,37828,31475,0.4168,5.4,36.1,12.3,12.4,53.9,0.9,28.3,46.6,7.7
050US12019,215294,81729,15.7,77.2,11.0,0.1,0.0,0.9,9.5,5.4,7.8,213925.0,162979.0,100004,13.5,17.2,7.8,3.0,37139,32037,0.4123,7.5,13.8,15.6,14.2,43.8,13.1,18.2,64.8,135.2
050US12049,27027,9786,16.2,76.8,6.4,0.2,0.0,0.5,24.7,8.1,18.3,24863.0,19950.0,9711,11.6,5.8,10.3,2.1,29193,20181,0.5185,5.8,31.5,8.8,11.8,56.6,26.7,24.4,104.0,15.3
050US19057,39227,18613,20.7,89.7,6.1,0.1,0.0,0.6,14.9,4.2,9.5,38532.0,30333.0,18810,16.8,9.8,4.0,2.6,34105,31046,0.4669,7.6,31.0,14.0,14.6,54.2,4.3,24.2,63.7,44.7
050US20061,33309,15331,8.5,64.9,18.7,0.8,0.0,1.1,15.3,3.9,16.1,32399.0,18817.0,12772,12.5,25.6,1.8,1.9,31101,24177,0.3817,12.3,14.7,12.6,11.7,51.2,5.9,9.7,143.9,39.9
050US42123,39466,23627,22.9,96.5,0.6,0.1,0.0,0.4,12.6,4.4,27.5,38835.0,31799.0,18009,15.6,11.7,4.1,2.2,32773,29272,0.427,5.3,30.9,19.5,11.7,58.9,9.8,36.2,42.9,26.7
050US13095,88696,40572,15.8,25.7,69.7,0.2,0.0,0.2,27.3,10.4,15.6,84134.0,67232.0,35499,16.5,9.1,9.2,3.6,29764,22647,0.4872,11.0,15.9,14.4,12.6,51.5,4.2,20.0,138.6,123.5
050US27083,25696,11302,16.0,84.9,3.0,0.2,0.0,0.6,12.9,3.1,10.9,24448.0,19094.0,13147,10.3,6.4,2.5,2.4,35711,30706,0.4587,10.1,26.3,15.1,12.9,48.3,2.9,23.0,69.0,15.8
050US19161,9711,5398,23.5,97.3,0.7,0.0,0.0,0.4,10.5,2.8,19.5,9524.0,7547.0,4903,10.2,9.0,1.4,1.3,36415,32704,0.4246,6.2,36.0,15.3,9.1,55.4,2.1,31.4,41.0,9.4
050US13049,13032,4536,15.8,65.4,26.3,1.2,0.0,0.9,23.2,13.7,15.7,11878.0,10591.0,4328,22.6,8.4,10.7,5.7,26880,19228,0.4379,7.9,30.1,11.5,11.3,62.8,38.8,27.8,81.4,5.8
050US42119,44831,17430,18.2,88.0,6.6,0.3,0.0,0.2,11.4,2.9,15.3,35653.0,36828.0,17751,13.6,6.7,3.1,2.6,34306,28884,0.4834,16.6,20.4,17.5,12.0,48.3,6.9,27.7,59.5,55.2
050US13177,29735,11346,13.0,72.0,21.7,0.1,0.0,0.6,12.1,4.7,7.0,28683.0,21783.0,13795,11.9,10.0,6.0,1.4,42416,29379,0.3742,13.1,17.4,15.7,10.7,45.8,11.2,19.8,64.4,31.9
050US36099,34295,16409,19.2,90.4,5.2,0.4,0.0,0.4,12.0,3.8,16.0,31199.0,27437.0,15479,16.6,8.8,3.0,2.3,35357,28703,0.4396,12.3,25.7,15.2,10.5,51.7,12.0,28.5,55.7,50.7
050US33001,61174,38782,22.0,95.8,0.6,0.3,0.0,0.4,8.7,3.8,34.1,60319.0,49828.0,31475,16.1,10.5,4.5,2.5,38782,37766,0.44,10.8,19.9,14.5,13.4,44.9,8.8,23.2,49.4,96.5
050US08099,12035,5937,17.9,90.6,0.8,2.0,0.0,1.6,16.1,5.0,17.5,11682.0,8972.0,5316,17.6,9.0,6.3,1.1,33104,23496,0.4422,9.8,31.6,17.3,10.2,59.1,12.1,20.8,83.3,3.6
050US45037,27021,11060,19.0,60.5,35.0,0.3,0.0,0.4,15.2,7.0,17.1,24348.0,22103.0,10825,16.0,8.8,11.4,1.9,33468,27213,0.4732,9.3,30.6,12.6,11.1,56.0,22.9,39.0,61.1,22.1
050US29055,23984,12108,19.5,96.2,0.6,0.0,0.0,0.7,17.8,7.7,19.1,23436.0,18501.0,9468,22.1,9.5,7.4,2.2,32020,23082,0.4411,8.5,31.9,12.6,14.0,60.6,17.2,21.7,66.0,16.3
050US26001,10396,11210,36.2,96.5,0.4,0.7,0.0,0.6,16.3,6.1,54.4,10271.0,9065.0,3499,24.3,14.6,4.0,1.8,28014,27171,0.4223,3.3,28.4,14.5,11.1,54.0,11.2,34.3,26.2,16.6
050US13167,9717,4127,19.0,63.8,33.9,0.0,0.0,0.2,23.0,11.8,15.6,8847.0,7875.0,3581,20.3,8.0,9.8,1.7,32229,21093,0.4237,7.3,33.4,10.1,12.4,68.5,32.7,43.8,70.9,13.6
050US27093,23149,10951,19.8,96.1,0.5,0.1,0.0,0.4,6.8,2.4,15.8,22788.0,17516.0,11555,11.0,8.4,3.7,1.8,38091,32412,0.4212,7.4,38.3,17.0,9.1,56.4,5.5,28.8,37.7,18.0
050US27099,39931,17100,18.2,85.2,3.7,0.2,0.0,0.3,13.5,3.1,7.9,39114.0,29876.0,19257,11.3,8.0,4.4,2.8,37190,29828,0.4418,8.2,35.9,18.0,9.1,57.8,1.7,22.8,64.3,24.0
050US21145,65485,32237,19.9,84.4,10.2,0.4,0.0,0.5,15.2,3.5,13.8,64083.0,50932.0,29366,14.9,7.5,4.7,3.1,32388,30044,0.4866,8.7,18.2,17.0,15.6,47.6,9.3,23.0,72.1,129.6
050US26039,13904,11244,25.3,95.6,0.3,0.3,0.0,1.2,16.0,7.4,45.3,13698.0,11291.0,5461,21.7,13.1,4.0,2.4,30750,26628,0.4059,6.7,20.4,16.6,14.8,52.2,10.7,26.0,40.7,20.2
050US26045,109730,47647,18.4,85.8,7.0,0.5,0.0,0.7,8.6,4.6,5.5,107932.0,86761.0,54085,16.5,7.8,4.4,2.5,40689,34282,0.4032,8.7,24.9,12.9,10.5,47.1,4.8,26.5,55.9,82.8
050US08041,710499,276538,12.8,78.3,6.3,0.8,0.1,1.0,9.8,5.9,5.0,692163.0,509336.0,328734,12.4,16.9,5.2,4.2,38852,35177,0.4343,9.3,15.2,14.1,10.9,41.2,3.0,14.2,86.0,130.0
050US19137,10016,5220,21.2,96.0,0.1,1.2,0.0,0.5,12.5,3.4,14.2,9831.0,7677.0,4873,14.1,8.8,3.0,1.0,35225,34545,0.4853,7.8,31.8,18.6,12.9,52.3,2.1,26.8,60.6,12.3
050US13043,10834,4784,18.1,67.8,25.2,0.0,0.0,0.1,25.1,5.1,15.5,10576.0,8127.0,4468,18.6,7.3,8.5,1.2,27102,20897,0.4906,6.4,27.7,9.4,16.8,58.4,38.6,22.7,96.6,19.7
050US18069,36351,16110,17.4,95.5,0.9,0.3,0.0,0.5,11.1,2.4,8.2,34994.0,28525.0,18271,14.6,8.1,4.4,3.0,33683,27441,0.3953,8.5,33.2,14.1,10.9,57.0,5.2,25.8,55.1,42.1
050US18073,33433,13639,17.9,92.3,0.9,0.0,0.0,0.7,8.1,4.7,7.1,32562.0,25683.0,15051,16.2,8.5,4.0,2.3,38638,28434,0.4017,6.0,33.7,13.3,14.8,55.9,3.6,27.7,52.0,24.4
050US37087,61862,35659,24.7,94.5,0.9,0.5,0.0,0.6,12.2,4.1,24.6,61381.0,50625.0,28027,17.6,10.8,6.2,2.3,33501,30336,0.4462,9.0,19.3,17.8,11.6,50.9,18.4,28.5,57.4,64.4
050US37155,131656,53384,15.2,27.3,23.8,40.2,0.0,0.9,27.1,7.4,14.1,128111.0,98656.0,48356,16.4,7.2,10.2,2.7,30215,19388,0.4942,9.6,29.8,17.0,10.3,61.7,36.9,32.1,92.2,56.4
050US38105,36044,19490,9.4,81.2,4.5,2.7,0.0,2.9,5.8,3.4,24.9,35490.0,25640.0,18912,11.0,9.7,2.3,2.7,50468,43364,0.4472,6.8,35.2,12.7,10.4,58.5,5.6,12.0,100.4,9.4
050US48139,179484,63684,12.8,78.1,10.5,0.7,0.0,1.2,8.1,3.5,6.7,177784.0,131608.0,89425,11.9,7.6,7.7,2.0,41701,33629,0.4116,9.6,25.3,10.7,11.4,45.6,9.1,17.1,69.7,68.1
050US48403,10470,8372,30.6,88.0,5.5,0.6,0.3,1.1,18.8,9.3,46.0,10372.0,8536.0,3311,27.7,13.6,4.7,2.3,30845,27345,0.5013,11.7,19.2,16.5,15.7,55.5,39.7,24.3,32.7,17.0
050US48481,41672,17727,17.0,75.8,13.2,0.1,0.0,0.1,15.1,5.3,14.0,41111.0,30801.0,18093,14.2,5.9,8.5,1.2,34069,26724,0.4783,9.3,33.7,13.7,11.1,57.2,11.0,23.5,79.0,16.3
050US41001,16090,9062,26.7,92.2,1.1,1.8,0.0,0.7,14.0,6.9,21.0,15495.0,12935.0,6112,23.8,15.5,2.4,3.3,35182,29615,0.4565,8.1,26.4,14.3,13.0,52.7,14.4,18.2,66.0,3.0
050US41045,30632,11936,16.6,86.6,1.1,1.1,0.0,1.0,21.1,6.2,15.7,26867.0,22966.0,11189,16.3,8.3,5.6,3.4,28960,19893,0.4373,9.4,32.9,10.8,12.9,57.7,16.4,20.1,107.8,1.2
050US42063,84463,38989,19.3,94.1,2.3,0.1,0.0,0.4,15.2,7.2,13.2,78908.0,69235.0,36594,16.3,7.9,4.1,3.9,31410,26608,0.4476,12.4,22.1,15.2,14.3,53.9,10.7,34.0,61.1,47.1
050US45053,29558,12234,19.6,50.9,40.7,0.2,0.0,0.2,19.1,7.6,12.3,29012.0,23576.0,12501,14.7,11.1,10.1,5.2,29923,24886,0.467,5.8,21.9,14.8,17.6,57.7,29.5,23.5,82.4,18.7
050US18029,49612,20596,17.5,97.3,0.7,0.1,0.0,0.4,8.5,3.4,6.4,49047.0,38417.0,24921,13.6,8.2,4.7,2.8,40148,31992,0.4114,8.1,27.7,13.9,11.9,49.2,3.4,28.9,41.1,67.5
050US18131,12482,6119,19.5,94.6,0.2,0.2,0.0,0.8,10.6,5.8,16.4,12337.0,9725.0,5816,16.0,7.2,4.3,3.3,33202,26171,0.412,6.2,42.4,16.3,10.1,58.3,13.8,33.4,62.9,14.1
050US18139,16632,7503,18.2,97.1,1.9,0.0,0.0,0.2,12.7,5.4,11.4,16412.0,12937.0,7439,16.6,8.5,5.1,2.0,36879,27133,0.3841,5.9,38.6,13.6,9.4,58.9,3.4,30.4,77.2,18.4
050US08047,6108,3522,17.0,93.2,0.6,2.7,0.0,1.3,5.5,1.9,18.8,5980.0,5119.0,3850,9.0,12.1,2.3,5.8,53462,59076,0.4759,11.2,18.7,8.6,5.2,34.4,2.0,24.4,25.1,23.5
050US08089,18284,8930,20.3,85.9,0.8,1.1,0.0,1.9,22.2,5.9,13.1,17849.0,13903.0,7109,20.2,9.4,5.4,2.0,33120,23275,0.4444,11.2,24.6,17.3,8.8,57.1,7.8,23.7,77.5,7.1
050US19047,16998,7068,17.0,81.5,3.1,0.6,0.0,0.2,18.7,5.2,9.6,16390.0,12795.0,7971,15.1,6.7,4.3,2.2,36068,30228,0.5001,5.4,42.6,14.2,8.8,63.1,5.4,23.1,74.3,9.9
050US40061,12688,6185,20.2,71.2,0.7,8.4,0.0,15.3,20.8,8.0,20.2,12607.0,9681.0,4891,24.0,9.6,6.8,2.8,31325,23316,0.4605,8.2,35.1,16.0,8.2,54.8,20.4,23.3,57.8,10.7
050US29137,8630,4854,23.4,93.7,3.2,0.7,0.1,0.2,15.7,2.0,23.1,8474.0,6759.0,3707,15.2,11.1,3.3,1.4,34311,25180,0.4481,6.0,36.1,14.2,12.2,60.1,19.6,25.7,50.2,7.5
050US31169,5000,2757,25.7,95.6,0.5,0.2,0.0,0.7,10.5,1.7,18.5,4855.0,3869.0,2522,14.0,8.6,1.4,1.6,35413,30568,0.4237,7.0,40.2,15.1,8.9,52.0,1.5,26.7,46.4,4.8
050US47161,13553,6882,19.8,93.6,0.4,0.5,0.0,0.9,13.3,6.0,24.1,13425.0,10600.0,5622,19.3,14.4,8.2,2.4,30883,25166,0.3951,9.2,28.9,13.3,16.3,51.6,21.2,28.3,61.1,15.0
050US17023,15602,7822,19.8,97.0,0.5,0.1,0.0,0.9,8.7,4.0,14.0,15399.0,12093.0,7521,16.2,7.3,3.7,1.0,36650,30649,0.386,10.7,35.5,12.6,8.0,57.6,8.8,25.8,48.4,15.6
050US19043,17527,9133,23.4,97.3,0.8,0.2,0.0,0.1,12.3,2.2,17.2,17208.0,13819.0,9118,14.0,8.0,2.2,3.9,34771,29586,0.4017,6.6,38.2,14.2,10.9,59.2,5.0,28.1,56.0,11.7
050US19053,7908,3853,20.3,94.2,1.2,0.0,0.0,0.9,15.8,4.0,15.9,7194.0,6195.0,3625,14.7,7.1,2.1,1.1,29892,23469,0.4305,22.1,27.5,10.5,10.8,47.6,7.0,22.7,59.4,7.2
050US20171,4893,2194,18.7,91.5,0.0,0.1,0.0,0.6,7.8,0.8,6.0,4802.0,3529.0,2489,10.6,6.6,2.3,1.2,35236,28965,0.4232,6.1,36.3,12.0,12.4,51.8,10.0,26.2,77.8,3.1
050US19133,8675,4723,25.1,95.8,0.3,1.3,0.0,0.9,12.8,2.4,15.6,8471.0,6867.0,4216,15.4,10.8,2.5,1.7,35792,30221,0.4256,8.5,28.7,16.0,11.8,51.6,4.1,30.4,46.1,6.8
050US26019,17703,12573,26.3,95.0,0.3,1.7,0.0,0.9,10.2,4.9,44.8,17368.0,14472.0,8028,15.0,12.1,5.0,2.9,32249,31452,0.4127,8.1,20.5,17.9,11.0,53.7,6.1,29.4,21.6,39.3
050US26035,30655,23408,23.7,96.1,0.6,0.6,0.0,1.4,22.7,10.0,47.7,30219.0,24574.0,11037,22.6,10.7,6.2,2.9,27229,23067,0.4516,6.5,29.2,13.7,13.6,57.5,17.4,26.8,43.3,41.5
050US20071,1156,618,19.2,81.7,0.0,1.8,0.0,0.0,10.3,0.0,20.6,1126.0,840.0,579,17.8,5.6,1.7,0.0,36094,27300,0.3983,9.7,30.9,15.0,10.2,48.9,11.0,14.0,74.9,0.8
050US20123,6053,3301,23.3,96.8,0.6,0.7,0.0,0.4,13.6,2.8,21.4,5858.0,4693.0,2803,15.1,8.9,2.4,3.6,33393,26117,0.4185,9.1,25.9,17.6,10.7,57.2,4.0,27.1,58.9,4.7
050US42065,43570,22738,20.9,97.5,0.5,0.1,0.0,0.5,13.9,4.5,19.1,42844.0,34266.0,19617,16.0,8.4,4.5,2.3,32092,26890,0.4327,6.1,31.1,18.2,11.4,61.9,8.4,34.4,51.3,34.9
050US44003,164122,74526,18.9,90.5,1.8,0.3,0.0,0.5,8.1,4.3,6.0,162889.0,133129.0,87720,15.1,8.0,4.9,2.3,46948,40969,0.444,10.3,18.0,16.2,12.1,41.8,1.4,28.5,58.7,442.0
050US17061,12988,6425,19.5,96.8,1.5,0.0,0.0,0.4,13.0,2.9,22.4,12707.0,10265.0,6045,14.9,11.7,5.7,2.5,30314,27105,0.4309,6.9,27.2,16.4,12.5,56.2,9.6,32.8,57.7,11.8
050US18105,147318,62073,12.9,85.6,3.3,0.2,0.0,0.4,22.6,6.4,9.1,131930.0,124022.0,73614,10.8,4.8,3.9,11.9,30940,29675,0.48,24.4,14.7,12.2,10.1,39.4,5.7,16.1,96.9,157.3
050US18117,19552,9243,19.4,95.2,2.5,0.1,0.0,0.7,13.4,2.8,13.6,19242.0,15106.0,9019,21.4,8.7,6.2,2.2,31501,26600,0.4517,4.7,40.2,13.1,8.4,63.7,17.1,28.0,58.5,23.2
050US18137,28457,12430,17.7,96.8,0.3,0.1,0.0,0.6,11.9,4.4,9.5,27934.0,21656.0,14310,13.5,8.6,5.1,1.5,37358,30800,0.4525,7.1,38.7,11.9,10.4,58.4,8.4,27.1,53.4,27.8
050US05083,21619,10173,20.0,89.9,1.5,0.8,0.0,1.1,16.4,6.1,17.8,21037.0,16903.0,8991,23.7,8.8,8.2,2.6,29769,22632,0.4278,8.5,35.9,15.0,13.5,61.2,11.2,29.2,59.9,14.3
050US40081,34936,15433,18.5,84.5,1.8,7.3,0.0,3.6,14.6,4.0,15.6,34566.0,26543.0,14443,20.1,10.0,7.2,2.8,34019,26293,0.4472,8.0,25.6,11.0,10.7,48.9,21.2,25.9,49.0,16.2
050US19071,6895,3444,22.2,95.9,0.8,0.3,0.0,0.5,8.1,3.8,14.3,6770.0,5424.0,3335,13.2,7.2,3.9,1.7,39063,31173,0.4083,8.2,29.5,16.6,7.6,53.6,3.8,25.6,56.3,6.7
050US19023,14508,6804,22.5,97.2,0.8,0.2,0.0,0.5,11.1,3.8,9.6,14271.0,11228.0,6989,11.5,8.4,1.8,1.7,38049,30186,0.4153,8.2,31.4,16.0,12.0,53.8,2.1,28.5,49.3,11.7
050US19029,12990,6583,22.9,96.8,0.6,0.3,0.0,0.4,11.2,1.9,10.4,12726.0,10138.0,6389,12.8,9.3,2.3,1.7,36140,30479,0.4454,9.4,28.5,14.6,13.9,51.7,1.5,26.1,48.8,11.7
050US08103,6369,3345,15.4,91.6,0.3,1.3,0.0,2.3,10.7,5.8,24.9,6023.0,4853.0,2749,13.7,11.2,4.8,1.2,38165,28287,0.4018,12.7,28.4,10.6,7.3,52.0,4.9,18.9,53.7,1.0
050US08109,6730,3961,23.3,88.6,1.1,1.4,0.0,2.2,16.2,9.8,29.2,6708.0,5263.0,2900,15.0,9.8,5.9,3.7,27888,22921,0.4201,7.9,36.1,10.1,11.8,53.9,18.4,21.9,70.6,1.3
050US05031,109081,46156,13.7,77.6,15.2,0.2,0.0,0.6,17.7,5.8,8.6,105319.0,82023.0,51025,18.9,6.4,6.4,4.2,32858,28407,0.4953,10.9,23.5,17.9,13.3,50.5,5.5,16.3,100.9,65.3
050US26009,23301,18121,27.2,95.8,0.4,0.6,0.0,1.2,10.3,4.2,43.9,23051.0,19096.0,10338,16.1,10.2,4.2,1.6,31173,32096,0.4341,7.0,28.3,13.6,11.4,55.0,7.6,29.6,26.8,38.1
050US27117,9163,4491,21.0,92.4,1.1,1.4,0.2,0.9,10.3,3.7,10.9,8988.0,6808.0,4353,14.3,7.2,0.9,0.8,34223,30084,0.4415,9.3,30.1,16.2,8.9,53.7,2.2,26.9,41.5,9.7
050US27121,11107,6652,24.4,96.1,0.4,0.3,0.0,0.5,8.4,1.4,24.7,10899.0,8808.0,5737,13.8,9.8,1.4,0.8,39047,35244,0.4199,7.2,32.4,19.1,8.8,51.0,4.1,26.2,34.9,9.9
050US27041,37820,21340,23.0,96.8,0.2,0.2,0.3,0.5,7.9,2.4,21.2,37220.0,29707.0,19488,12.6,9.1,1.5,1.5,39506,36559,0.4357,7.3,28.6,16.7,12.3,49.7,4.5,23.1,43.7,33.5
