HEROP_ID,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP
050US41023,1.0,1.0,1.0,,,,0.0,0.0,,31.32,123.5,322.24,,,,142.0,504.65,,0.5,0.5,0.5,,,,0.0,0.0,
050US46117,1.0,0.0,0.0,,,,0.0,,,10.29,47.95,401.34,,,,124.8,,,1.0,0.0,0.0,,,,0.0,,
050US47091,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,36.3,115.25,337.08,51.35,198.56,,44.37,163.44,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
050US39047,7.0,4.0,1.0,0.0,,,7.0,4.0,1.0,9.53,31.13,89.85,40.71,,,9.79,31.13,89.85,1.0,0.57,0.14,0.0,,,1.0,0.57,0.14
050US39061,222.0,220.0,147.0,221.0,116.0,,222.0,190.0,61.0,3.43,7.9,21.92,12.28,33.19,,7.53,18.97,53.18,1.0,0.99,0.66,1.0,0.52,,1.0,0.86,0.27
050US39095,128.0,119.0,75.0,128.0,77.0,,128.0,113.0,55.0,3.8,10.6,30.64,9.83,29.7,,5.28,14.85,42.33,1.0,0.93,0.59,1.0,0.6,,1.0,0.88,0.43
050US45055,13.0,3.0,1.0,0.0,,,3.0,0.0,,17.29,82.69,451.08,48.59,,,36.38,144.93,,0.87,0.2,0.07,0.0,,,0.2,0.0,
050US45059,15.0,6.0,,11.0,3.0,,2.0,,,17.84,55.14,,22.78,78.87,,43.17,,,0.88,0.35,,0.65,0.18,,0.12,,
050US45069,7.0,3.0,2.0,0.0,,,4.0,0.0,,9.42,37.5,110.95,53.9,,,26.5,107.71,,1.0,0.43,0.29,0.0,,,0.57,0.0,
050US45073,14.0,6.0,4.0,13.0,3.0,,13.0,3.0,,13.61,36.25,109.25,18.98,61.02,,18.98,61.02,,0.93,0.4,0.27,0.87,0.2,,0.87,0.2,
050US45083,69.0,49.0,,47.0,3.0,,59.0,20.0,,8.4,22.47,,25.28,86.65,,17.37,53.15,,1.0,0.71,,0.68,0.04,,0.86,0.29,
050US45089,8.0,3.0,3.0,0.0,,,0.0,,,19.65,63.71,189.39,68.05,,,52.28,,,0.73,0.27,0.27,0.0,,,0.0,,
050US46009,0.0,0.0,,,,,0.0,0.0,,48.26,158.34,,,,,53.34,178.07,,0.0,0.0,,,,,0.0,0.0,
050US06043,2.0,1.0,1.0,0.0,,,0.0,0.0,,36.12,120.73,344.77,79.08,,,58.92,180.03,,0.33,0.17,0.17,0.0,,,0.0,0.0,
050US06095,96.0,93.0,49.0,95.0,48.0,,95.0,79.0,25.0,4.53,12.42,35.98,11.79,42.96,,6.68,20.16,57.36,1.0,0.97,0.51,0.99,0.5,,0.99,0.82,0.26
050US08035,60.0,51.0,21.0,52.0,13.0,,59.0,46.0,15.0,7.77,22.86,59.17,20.42,80.26,,9.49,27.58,71.68,0.98,0.84,0.34,0.85,0.21,,0.97,0.75,0.25
050US10003,131.0,124.0,93.0,131.0,82.0,,131.0,108.0,52.0,3.02,8.01,21.54,9.0,29.38,,5.96,16.79,45.72,1.0,0.95,0.71,1.0,0.63,,1.0,0.82,0.4
050US12079,5.0,3.0,2.0,0.0,,,0.0,0.0,,10.29,31.54,88.29,53.68,,,45.15,183.74,,1.0,0.6,0.4,0.0,,,0.0,0.0,
050US12113,24.0,19.0,8.0,7.0,0.0,,25.0,10.0,,9.37,27.52,82.06,37.35,177.36,,14.48,46.39,,0.92,0.73,0.31,0.27,0.0,,0.96,0.38,
050US13001,5.0,2.0,1.0,0.0,,,0.0,,,14.87,44.64,122.51,61.46,,,64.53,,,1.0,0.4,0.2,0.0,,,0.0,,
050US13079,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,23.59,83.38,254.8,36.9,136.86,,43.17,156.96,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,
050US13135,113.0,105.0,31.0,113.0,35.0,,113.0,34.0,,6.27,15.96,46.38,13.8,40.96,,12.8,39.04,,1.0,0.93,0.27,1.0,0.31,,1.0,0.3,
050US13311,5.0,2.0,2.0,0.0,0.0,,5.0,1.0,1.0,12.87,33.57,106.32,44.92,155.8,,18.69,52.34,147.24,1.0,0.4,0.4,0.0,0.0,,1.0,0.2,0.2
050US47107,10.0,4.0,1.0,0.0,,,10.0,4.0,2.0,13.65,44.28,130.12,66.97,,,11.24,37.66,117.48,1.0,0.4,0.1,0.0,,,1.0,0.4,0.2
050US47117,5.0,3.0,3.0,0.0,0.0,,5.0,3.0,,14.28,36.94,111.98,40.53,148.67,,13.88,36.2,,0.83,0.5,0.5,0.0,0.0,,0.83,0.5,
050US47123,4.0,1.0,1.0,0.0,,,4.0,1.0,1.0,22.16,78.61,232.31,71.54,,,23.44,66.09,195.54,0.57,0.14,0.14,0.0,,,0.57,0.14,0.14
050US47143,6.0,2.0,,0.0,,,6.0,2.0,,11.15,63.22,,57.65,,,12.67,59.16,,1.0,0.33,,0.0,,,1.0,0.33,
050US47151,5.0,2.0,2.0,0.0,,,5.0,1.0,1.0,12.99,65.51,192.16,67.78,,,16.97,75.22,220.69,1.0,0.4,0.4,0.0,,,1.0,0.2,0.2
050US47155,14.0,5.0,4.0,6.0,,,13.0,5.0,,18.78,56.95,173.48,41.38,,,19.09,60.52,,0.78,0.28,0.22,0.33,,,0.72,0.28,
050US47157,221.0,198.0,,215.0,39.0,,221.0,137.0,,5.5,15.93,,15.84,54.8,,9.15,29.48,,1.0,0.9,,0.97,0.18,,1.0,0.62,
050US47165,42.0,24.0,7.0,17.0,0.0,,42.0,19.0,,11.14,26.9,78.9,33.45,135.48,,11.89,32.24,,1.0,0.57,0.17,0.4,0.0,,1.0,0.45,
050US47167,0.0,0.0,,0.0,,,0.0,0.0,,39.56,157.69,,44.39,,,41.98,163.04,,0.0,0.0,,0.0,,,0.0,0.0,
050US47185,6.0,1.0,1.0,,,,5.0,0.0,,18.02,63.14,187.96,,,,24.05,97.48,,1.0,0.17,0.17,,,,0.83,0.0,
050US47189,21.0,12.0,7.0,4.0,,,21.0,7.0,1.0,8.65,28.11,76.34,38.14,,,14.44,46.28,134.41,1.0,0.57,0.33,0.19,,,1.0,0.33,0.05
050US48001,9.0,5.0,2.0,0.0,,,0.0,,,15.05,51.22,178.83,53.73,,,88.83,,,0.82,0.45,0.18,0.0,,,0.0,,
050US48005,2.0,0.0,,16.0,7.0,,,,,36.93,215.5,,12.89,51.11,,,,,0.12,0.0,,0.94,0.41,,,,
050US48029,366.0,313.0,,358.0,172.0,,358.0,104.0,,6.59,18.41,,12.07,38.7,,14.12,47.91,,1.0,0.86,,0.98,0.47,,0.98,0.28,
050US48037,14.0,10.0,,13.0,4.0,,13.0,2.0,,13.75,64.11,,21.41,90.0,,21.11,94.24,,0.78,0.56,,0.72,0.22,,0.72,0.11,
050US48043,3.0,3.0,3.0,,,,,,,0.97,1.9,5.43,,,,,,,1.0,1.0,1.0,,,,,,
050US48051,2.0,0.0,,1.0,0.0,,1.0,0.0,,30.94,197.12,,34.65,229.03,,34.65,229.03,,0.4,0.0,,0.2,0.0,,0.2,0.0,
050US48057,0.0,0.0,,0.0,,,0.0,,,50.42,288.35,,50.42,,,134.53,,,0.0,0.0,,0.0,,,0.0,,
050US48067,5.0,2.0,,0.0,0.0,,0.0,,,19.69,82.11,,49.28,234.64,,52.63,,,0.71,0.29,,0.0,0.0,,0.0,,
050US48091,22.0,12.0,,17.0,9.0,,24.0,10.0,3.0,12.82,40.99,,21.34,77.88,,13.34,41.97,122.65,0.92,0.5,,0.71,0.38,,1.0,0.42,0.12
050US48109,0.0,,,,,,,,,136.98,,,,,,,,,0.0,,,,,,,,
050US48119,2.0,0.0,,0.0,,,0.0,0.0,,28.53,184.86,,79.78,,,31.97,197.32,,1.0,0.0,,0.0,,,0.0,0.0,
050US48173,0.0,0.0,,0.0,0.0,,0.0,0.0,,46.25,207.93,,53.74,250.13,,46.25,207.93,,0.0,0.0,,0.0,0.0,,0.0,0.0,
050US48187,29.0,17.0,,25.0,1.0,,25.0,0.0,,9.95,32.57,,21.56,83.84,,22.34,90.02,,1.0,0.59,,0.86,0.03,,0.86,0.0,
050US48205,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,56.19,238.58,735.67,102.43,,,99.71,509.56,1507.09,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
050US48215,110.0,40.0,,103.0,16.0,,110.0,36.0,,13.39,48.21,,18.47,68.52,,13.37,46.06,,0.97,0.35,,0.91,0.14,,0.97,0.32,
050US48225,6.0,3.0,2.0,0.0,,,,,,15.6,67.25,200.79,59.52,,,,,,0.86,0.43,0.29,0.0,,,,,
050US48263,0.0,0.0,0.0,0.0,,,0.0,,,73.8,478.04,1428.21,111.28,,,127.87,,,0.0,0.0,0.0,0.0,,,0.0,,
050US48273,1.0,0.0,,0.0,,,0.0,,,41.58,204.12,,48.0,,,53.86,,,0.17,0.0,,0.0,,,0.0,,
050US48287,2.0,0.0,0.0,0.0,,,2.0,0.0,0.0,33.17,207.72,699.01,64.84,,,33.17,192.9,571.24,0.5,0.0,0.0,0.0,,,0.5,0.0,0.0
050US48301,0.0,,,0.0,,,,,,100.29,,,115.72,,,,,,0.0,,,0.0,,,,,
050US48311,0.0,0.0,0.0,0.0,,,0.0,,,64.86,275.97,1148.19,104.78,,,112.73,,,0.0,0.0,0.0,0.0,,,0.0,,
050US48315,0.0,0.0,,0.0,0.0,,0.0,,,43.38,194.2,,55.2,210.48,,75.16,,,0.0,0.0,,0.0,0.0,,0.0,,
050US48339,58.0,35.0,25.0,43.0,9.0,,41.0,10.0,,8.67,28.88,82.75,23.08,115.82,,23.59,117.14,,0.98,0.59,0.42,0.73,0.15,,0.69,0.17,
050US48343,1.0,0.0,,0.0,,,0.0,,,28.12,143.03,,78.39,,,75.12,,,0.33,0.0,,0.0,,,0.0,,
050US48349,5.0,0.0,,0.0,,,0.0,0.0,,30.74,143.76,,63.43,,,58.3,223.22,,0.5,0.0,,0.0,,,0.0,0.0,
050US48373,6.0,1.0,1.0,0.0,,,0.0,,,24.38,133.14,436.55,68.38,,,84.62,,,0.6,0.1,0.1,0.0,,,0.0,,
050US48377,0.0,0.0,0.0,,,,,,,84.54,450.1,1363.33,,,,,,,0.0,0.0,0.0,,,,,,
050US48383,0.0,0.0,0.0,0.0,,,0.0,,,102.04,444.78,1331.24,104.71,,,105.67,,,0.0,0.0,0.0,0.0,,,0.0,,
050US48405,1.0,0.0,,1.0,0.0,,0.0,,,34.59,195.29,,37.67,194.63,,111.06,,,0.33,0.0,,0.33,0.0,,0.0,,
050US48407,3.0,1.0,1.0,0.0,,,0.0,,,22.67,87.63,398.45,70.33,,,70.33,,,0.75,0.25,0.25,0.0,,,0.0,,
050US46041,1.0,1.0,1.0,,,,0.0,,,36.53,92.96,277.0,,,,217.22,,,0.5,0.5,0.5,,,,0.0,,
050US46071,0.0,,,,,,0.0,0.0,,83.2,,,,,,107.74,593.16,,0.0,,,,,,0.0,0.0,
050US46075,0.0,0.0,,,,,0.0,,,71.56,459.79,,,,,96.4,,,0.0,0.0,,,,,0.0,,
050US46079,3.0,1.0,1.0,,,,0.0,,,10.83,32.53,96.33,,,,68.08,,,1.0,0.33,0.33,,,,0.0,,
050US46127,2.0,1.0,1.0,1.0,0.0,,2.0,0.0,,21.65,88.4,282.37,36.68,180.28,,27.04,112.79,,0.67,0.33,0.33,0.33,0.0,,0.67,0.0,
050US47013,11.0,5.0,3.0,0.0,,,11.0,5.0,3.0,10.69,34.63,101.8,53.85,,,10.69,34.68,101.8,1.0,0.45,0.27,0.0,,,1.0,0.45,0.27
050US47021,5.0,0.0,,2.0,0.0,,5.0,0.0,,26.64,93.76,,36.27,146.18,,29.4,104.01,,0.56,0.0,,0.22,0.0,,0.56,0.0,
050US47031,12.0,8.0,7.0,0.0,,,12.0,7.0,4.0,6.41,20.23,57.19,79.18,,,10.97,32.77,94.01,1.0,0.67,0.58,0.0,,,1.0,0.58,0.33
050US47035,12.0,4.0,1.0,0.0,,,12.0,5.0,2.0,20.17,57.3,157.07,93.61,,,19.15,56.48,154.32,0.86,0.29,0.07,0.0,,,0.86,0.36,0.14
050US47037,161.0,154.0,94.0,161.0,41.0,,161.0,127.0,47.0,3.75,9.63,27.4,14.19,53.03,,6.9,19.72,56.4,1.0,0.96,0.58,1.0,0.25,,1.0,0.79,0.29
050US47041,2.0,0.0,,0.0,,,4.0,1.0,1.0,31.76,131.34,,87.14,,,10.64,36.53,108.62,0.5,0.0,,0.0,,,1.0,0.25,0.25
050US47065,80.0,62.0,,71.0,28.0,,77.0,49.0,,8.48,22.54,,17.0,61.61,,11.89,39.07,,0.98,0.76,,0.87,0.34,,0.94,0.6,
050US47089,9.0,3.0,2.0,1.0,,,9.0,1.0,1.0,10.28,32.74,96.39,39.46,,,14.92,55.64,164.1,1.0,0.33,0.22,0.11,,,1.0,0.11,0.11
050US56003,0.0,0.0,0.0,,,,0.0,0.0,0.0,50.13,209.08,1655.4,,,,88.4,370.21,1655.4,0.0,0.0,0.0,,,,0.0,0.0,0.0
050US56013,6.0,5.0,5.0,,,,,,,20.29,73.82,212.29,,,,,,,0.6,0.5,0.5,,,,,,
050US56031,0.0,0.0,0.0,,,,1.0,1.0,1.0,67.76,383.27,1307.16,,,,32.66,158.55,286.54,0.0,0.0,0.0,,,,0.5,0.5,0.5
050US56035,0.0,0.0,0.0,,,,0.0,,,98.27,508.7,1799.31,,,,129.06,,,0.0,0.0,0.0,,,,0.0,,
050US01041,0.0,0.0,,0.0,,,0.0,,,45.42,162.66,,80.1,,,81.44,,,0.0,0.0,,0.0,,,0.0,,
050US02100,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US04001,10.0,7.0,7.0,,,,0.0,,,26.46,108.77,273.1,,,,79.0,,,0.62,0.44,0.44,,,,0.0,,
050US05001,4.0,2.0,,0.0,,,0.0,,,23.24,88.79,,102.65,,,72.0,,,0.5,0.25,,0.0,,,0.0,,
050US05029,4.0,1.0,1.0,0.0,,,6.0,2.0,2.0,25.85,79.12,237.42,68.38,,,14.48,48.73,146.95,0.67,0.17,0.17,0.0,,,1.0,0.33,0.33
050US05057,0.0,0.0,,0.0,,,4.0,2.0,1.0,44.73,207.32,,52.72,,,14.3,48.6,133.27,0.0,0.0,,0.0,,,0.8,0.4,0.2
050US39115,4.0,2.0,2.0,0.0,0.0,,0.0,0.0,,12.04,31.13,92.59,50.44,185.13,,42.74,147.87,,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,
050US40113,10.0,4.0,3.0,4.0,0.0,,6.0,1.0,,13.18,57.28,171.6,31.47,126.65,,27.5,99.18,,0.91,0.36,0.27,0.36,0.0,,0.55,0.09,
050US41015,6.0,5.0,3.0,0.0,,,0.0,,,6.34,13.9,40.4,162.95,,,60.75,,,1.0,0.83,0.5,0.0,,,0.0,,
050US42049,72.0,53.0,,61.0,38.0,,72.0,49.0,,6.85,22.04,,15.65,51.6,,8.72,28.67,,1.0,0.74,,0.85,0.53,,1.0,0.68,
050US42101,384.0,384.0,372.0,384.0,371.0,198.0,384.0,383.0,318.0,1.65,3.5,8.7,5.1,12.61,33.82,3.08,7.17,18.67,1.0,1.0,0.97,1.0,0.97,0.52,1.0,1.0,0.83
050US45009,4.0,2.0,2.0,0.0,,,0.0,0.0,,9.41,31.05,92.29,81.94,,,42.66,189.94,,1.0,0.5,0.5,0.0,,,0.0,0.0,
050US45057,14.0,8.0,4.0,2.0,0.0,,14.0,6.0,,8.69,28.48,85.68,40.38,171.28,,12.86,46.01,,1.0,0.57,0.29,0.14,0.0,,1.0,0.43,
050US45087,9.0,4.0,2.0,0.0,0.0,,1.0,,,10.81,39.99,117.26,47.29,201.76,,42.23,,,1.0,0.44,0.22,0.0,0.0,,0.11,,
050US47025,8.0,2.0,2.0,0.0,,,9.0,4.0,4.0,16.62,121.6,182.74,70.23,,,10.57,49.86,177.99,0.89,0.22,0.22,0.0,,,1.0,0.44,0.44
050US47053,12.0,2.0,,6.0,0.0,,11.0,2.0,,19.93,79.83,,31.9,153.63,,19.94,85.99,,0.86,0.14,,0.43,0.0,,0.79,0.14,
050US47135,2.0,1.0,1.0,0.0,,,2.0,1.0,1.0,13.14,48.23,144.04,75.55,,,13.14,48.23,144.04,1.0,0.5,0.5,0.0,,,1.0,0.5,0.5
050US47163,39.0,32.0,18.0,28.0,1.0,,39.0,24.0,7.0,5.47,15.26,44.23,26.08,98.07,,9.47,30.46,88.55,1.0,0.82,0.46,0.72,0.03,,1.0,0.62,0.18
050US48089,0.0,,,0.0,,,0.0,0.0,,56.54,,,86.57,,,55.69,217.13,,0.0,,,0.0,,,0.0,0.0,
050US48135,28.0,22.0,,28.0,17.0,,10.0,,,5.65,20.92,,6.89,27.83,,31.9,,,1.0,0.79,,1.0,0.61,,0.36,,
050US48203,5.0,1.0,,2.0,,,0.0,,,28.94,131.15,,35.72,,,53.04,,,0.36,0.07,,0.14,,,0.0,,
050US48323,0.0,0.0,,,,,,,,68.4,285.08,,,,,,,,0.0,0.0,,,,,,,
050US48351,3.0,0.0,0.0,0.0,,,0.0,0.0,,27.38,111.25,475.05,72.39,,,53.82,316.93,,0.75,0.0,0.0,0.0,,,0.0,0.0,
050US48379,0.0,0.0,,0.0,,,0.0,0.0,,39.92,182.07,,71.57,,,40.59,174.19,,0.0,0.0,,0.0,,,0.0,0.0,
050US48409,12.0,3.0,,12.0,0.0,,7.0,,,19.82,132.46,,23.2,367.02,,31.89,,,0.75,0.19,,0.75,0.0,,0.44,,
050US48465,10.0,8.0,2.0,,,,,,,8.17,24.38,69.51,,,,,,,1.0,0.8,0.2,,,,,,
050US49007,5.0,4.0,3.0,5.0,2.0,1.0,5.0,2.0,1.0,2.41,14.28,35.18,8.98,57.59,151.39,8.98,57.59,151.39,1.0,0.8,0.6,1.0,0.4,0.2,1.0,0.4,0.2
050US49019,2.0,1.0,1.0,0.0,,,2.0,1.0,1.0,5.6,22.19,236.62,124.17,,,5.6,22.19,236.62,1.0,0.5,0.5,0.0,,,1.0,0.5,0.5
050US51005,6.0,1.0,1.0,0.0,,,0.0,0.0,,12.89,68.89,208.18,78.3,,,58.8,330.16,,1.0,0.17,0.17,0.0,,,0.0,0.0,
050US51029,0.0,0.0,,0.0,,,0.0,0.0,,47.83,162.68,,67.0,,,57.72,225.87,,0.0,0.0,,0.0,,,0.0,0.0,
050US51089,14.0,5.0,2.0,0.0,,,0.0,0.0,,11.65,36.9,107.69,42.94,,,45.94,175.36,,1.0,0.36,0.14,0.0,,,0.0,0.0,
050US51141,2.0,1.0,1.0,0.0,,,0.0,0.0,,21.94,68.64,201.61,70.41,,,69.59,255.34,,0.5,0.25,0.25,0.0,,,0.0,0.0,
050US51193,2.0,3.0,,0.0,0.0,,2.0,2.0,,27.86,12.03,,68.07,600.56,,34.37,101.08,,0.5,0.75,,0.0,0.0,,0.5,0.5,
050US53011,104.0,91.0,,99.0,50.0,,104.0,91.0,,5.26,14.76,,14.23,44.62,,5.79,15.56,,1.0,0.88,,0.95,0.48,,1.0,0.88,
050US53045,12.0,6.0,6.0,0.0,0.0,,10.0,5.0,,14.31,43.99,116.81,53.39,229.16,,17.78,53.62,,0.86,0.43,0.43,0.0,0.0,,0.71,0.36,
050US54025,5.0,4.0,3.0,0.0,,,3.0,1.0,1.0,17.53,63.93,190.46,58.0,,,32.62,100.58,299.28,0.71,0.57,0.43,0.0,,,0.43,0.14,0.14
050US55001,4.0,1.0,1.0,0.0,,,6.0,1.0,,24.4,81.54,290.35,95.72,,,20.9,71.14,,0.57,0.14,0.14,0.0,,,0.86,0.14,
050US08027,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,63.71,261.73,883.34,76.7,336.5,,63.71,259.5,981.06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
050US08051,0.0,,,,,,2.0,1.0,,121.96,,,,,,54.41,150.06,,0.0,,,,,,0.5,0.25,
050US05041,2.0,0.0,,,,,0.0,,,32.14,132.28,,,,,54.58,,,0.4,0.0,,,,,0.0,,
050US13261,8.0,5.0,2.0,0.0,,,0.0,,,9.85,33.22,99.44,59.52,,,60.36,,,1.0,0.62,0.25,0.0,,,0.0,,
050US18179,3.0,0.0,,1.0,,,7.0,4.0,,30.29,110.84,,40.34,,,11.97,37.08,,0.43,0.0,,0.14,,,1.0,0.57,
050US22111,2.0,0.0,,0.0,,,4.0,1.0,1.0,36.09,140.22,,54.64,,,25.59,95.82,287.53,0.33,0.0,,0.0,,,0.67,0.17,0.17
050US23003,19.0,13.0,,,,,18.0,11.0,,13.49,46.82,,,,,17.5,59.37,,0.79,0.54,,,,,0.75,0.46,
050US40133,4.0,0.0,,0.0,,,0.0,0.0,,35.32,156.73,,76.0,,,50.65,181.03,,0.44,0.0,,0.0,,,0.0,0.0,
050US35019,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,139.97,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0
050US37105,13.0,8.0,4.0,13.0,6.0,1.0,13.0,6.0,1.0,9.26,24.82,72.65,11.44,33.82,99.75,11.44,33.82,99.75,1.0,0.62,0.31,1.0,0.46,0.08,1.0,0.46,0.08
050US37125,17.0,10.0,7.0,16.0,4.0,,16.0,4.0,,9.23,31.16,93.94,17.77,59.28,,17.77,58.68,,0.94,0.56,0.39,0.89,0.22,,0.89,0.22,
050US19035,0.0,0.0,,0.0,,,4.0,1.0,1.0,37.94,151.49,,82.58,,,14.08,48.94,144.23,0.0,0.0,,0.0,,,1.0,0.25,0.25
050US20033,0.0,0.0,0.0,,,,,,,110.2,420.87,1204.35,,,,,,,0.0,0.0,0.0,,,,,,
050US20149,2.0,0.0,,0.0,,,0.0,,,35.54,168.98,,64.92,,,55.77,,,0.5,0.0,,0.0,,,0.0,,
050US21027,2.0,0.0,,0.0,0.0,,2.0,0.0,,32.13,142.72,,53.6,200.87,,40.23,183.23,,0.33,0.0,,0.0,0.0,,0.33,0.0,
050US21147,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,32.44,170.69,485.9,48.99,286.85,,33.12,170.69,485.9,0.5,0.0,0.0,0.0,0.0,,0.5,0.0,0.0
050US21175,5.0,1.0,1.0,0.0,0.0,,5.0,1.0,1.0,17.41,91.03,271.6,58.48,254.52,,17.41,91.06,271.98,1.0,0.2,0.2,0.0,0.0,,1.0,0.2,0.2
050US22005,13.0,8.0,,12.0,0.0,,12.0,0.0,,11.58,36.41,,22.17,124.43,,22.17,124.43,,0.93,0.57,,0.86,0.0,,0.86,0.0,
050US22015,20.0,13.0,,20.0,4.0,,20.0,11.0,,11.47,36.26,,18.3,63.34,,12.35,40.11,,0.91,0.59,,0.91,0.18,,0.91,0.5,
050US22025,0.0,0.0,,0.0,,,0.0,,,38.43,176.94,,82.24,,,68.18,,,0.0,0.0,,0.0,,,0.0,,
050US22037,5.0,3.0,3.0,0.0,,,0.0,,,9.55,22.07,65.48,65.87,,,51.03,,,1.0,0.6,0.6,0.0,,,0.0,,
050US22091,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,35.54,107.44,320.23,59.85,211.9,,58.02,211.9,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
050US22109,19.0,14.0,7.0,,,,19.0,11.0,,11.69,39.67,116.62,,,,14.24,58.09,,0.86,0.64,0.32,,,,0.86,0.5,
050US24029,6.0,6.0,3.0,1.0,0.0,,6.0,1.0,1.0,14.47,0.0,87.08,41.96,143.52,,14.47,45.94,198.69,1.0,1.0,0.5,0.17,0.0,,1.0,0.17,0.17
050US24047,16.0,7.0,5.0,13.0,2.0,,16.0,5.0,5.0,13.16,51.79,149.5,20.98,89.04,,12.95,50.61,132.83,0.94,0.41,0.29,0.76,0.12,,0.94,0.29,0.29
050US26055,17.0,8.0,6.0,0.0,,,15.0,8.0,3.0,11.77,37.35,117.11,102.71,,,13.51,40.98,128.15,1.0,0.47,0.35,0.0,,,0.88,0.47,0.18
050US27015,7.0,1.0,1.0,,,,0.0,,,14.89,59.29,171.66,,,,56.52,,,0.88,0.12,0.12,,,,0.0,,
050US27167,0.0,0.0,,0.0,,,0.0,0.0,,47.24,161.05,,73.36,,,47.24,161.05,,0.0,0.0,,0.0,,,0.0,0.0,
050US28051,0.0,0.0,,0.0,,,0.0,,,49.96,217.58,,81.09,,,61.48,,,0.0,0.0,,0.0,,,0.0,,
050US29013,4.0,1.0,1.0,0.0,,,4.0,1.0,1.0,16.85,63.87,166.15,73.99,,,16.85,63.87,166.15,1.0,0.25,0.25,0.0,,,1.0,0.25,0.25
050US29095,199.0,168.0,,186.0,82.0,,199.0,140.0,,6.01,16.37,,14.4,48.1,,8.06,23.17,,1.0,0.84,,0.93,0.41,,1.0,0.7,
050US30053,4.0,2.0,2.0,,,,0.0,,,17.24,71.04,229.86,,,,121.67,,,0.8,0.4,0.4,,,,0.0,,
050US35033,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,123.37,485.56,,53.71,206.94,984.36,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
050US36059,284.0,281.0,253.0,284.0,95.0,,284.0,272.0,126.0,2.08,5.42,13.61,12.66,41.87,,4.78,14.5,37.31,1.0,0.99,0.89,1.0,0.33,,1.0,0.96,0.44
050US38003,0.0,,,0.0,,,0.0,,,42.89,,,69.17,,,42.89,,,0.0,,,0.0,,,0.0,,
050US38055,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,20.58,146.14,368.02,80.04,,,20.58,146.14,368.02,0.5,0.5,0.5,0.0,,,0.5,0.5,0.5
050US40055,0.0,0.0,,0.0,,,,,,44.48,183.99,,107.24,,,,,,0.0,0.0,,0.0,,,,,
050US40117,5.0,2.0,1.0,0.0,,,1.0,0.0,,14.99,71.87,213.75,48.19,,,37.26,204.25,,1.0,0.4,0.2,0.0,,,0.2,0.0,
050US42043,59.0,55.0,,58.0,27.0,,65.0,47.0,22.0,7.43,23.57,,14.9,52.39,,7.58,22.23,67.63,0.91,0.85,,0.89,0.42,,1.0,0.72,0.34
050US42097,23.0,15.0,11.0,5.0,,,23.0,7.0,,8.04,26.73,77.59,41.68,,,14.89,46.65,,0.96,0.62,0.46,0.21,,,0.96,0.29,
050US45015,42.0,28.0,,30.0,,,41.0,11.0,,11.21,44.75,,28.56,,,16.11,61.38,,0.93,0.62,,0.67,,,0.91,0.24,
050US45067,8.0,2.0,,0.0,,,7.0,2.0,,14.92,45.2,,48.17,,,15.29,47.86,,1.0,0.25,,0.0,,,0.88,0.25,
050US47009,27.0,13.0,,6.0,0.0,,26.0,11.0,,13.53,39.83,,38.19,145.8,,15.17,48.02,,0.96,0.46,,0.21,0.0,,0.93,0.39,
050US47129,3.0,0.0,,0.0,,,4.0,2.0,2.0,30.72,120.86,,70.38,,,16.98,95.31,292.73,0.6,0.0,,0.0,,,0.8,0.4,0.4
050US48065,0.0,0.0,0.0,0.0,,,0.0,,,44.82,181.34,539.88,53.88,,,58.71,,,0.0,0.0,0.0,0.0,,,0.0,,
050US48157,75.0,65.0,27.0,60.0,0.0,,73.0,28.0,,6.83,18.64,52.04,24.25,113.54,,13.0,40.27,,0.99,0.86,0.36,0.79,0.0,,0.96,0.37,
