HEROP_ID,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP
050US12057,321.0,268.0,141.0,256.0,48.0,,317.0,192.0,,5.93,16.44,44.9,22.04,76.71,,10.03,31.57,,1.0,0.83,0.44,0.8,0.15,,0.99,0.6,
050US12089,13.0,8.0,5.0,4.0,0.0,,10.0,2.0,,8.69,35.68,103.58,34.52,171.14,,20.6,83.49,,1.0,0.62,0.38,0.31,0.0,,0.77,0.15,
050US13025,3.0,1.0,1.0,1.0,0.0,,1.0,0.0,,12.65,67.87,213.72,33.08,135.12,,34.9,187.67,,1.0,0.33,0.33,0.33,0.0,,0.33,0.0,
050US39167,14.0,7.0,4.0,6.0,0.0,,14.0,8.0,4.0,13.14,40.18,115.18,37.31,125.77,,13.74,40.51,115.74,0.88,0.44,0.25,0.38,0.0,,0.88,0.5,0.25
050US40023,5.0,3.0,3.0,0.0,,,0.0,0.0,,11.12,56.98,169.42,78.88,,,41.41,524.58,,1.0,0.6,0.6,0.0,,,0.0,0.0,
050US18007,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,35.89,116.05,384.86,47.28,218.72,,44.07,183.88,,0.33,0.0,0.0,0.0,0.0,,0.0,0.0,
050US18051,6.0,1.0,1.0,0.0,,,1.0,0.0,,19.18,76.54,230.5,47.6,,,34.48,174.92,,0.86,0.14,0.14,0.0,,,0.14,0.0,
050US18123,5.0,0.0,0.0,0.0,0.0,,5.0,2.0,1.0,21.61,196.11,909.78,44.34,264.91,,10.48,39.54,117.94,1.0,0.0,0.0,0.0,0.0,,1.0,0.4,0.2
050US20083,0.0,0.0,,,,,0.0,,,60.53,284.84,,,,,73.48,,,0.0,0.0,,,,,0.0,,
050US20203,0.0,0.0,0.0,0.0,,,0.0,0.0,,87.87,395.7,1176.47,130.64,,,87.93,397.44,,0.0,0.0,0.0,0.0,,,0.0,0.0,
050US21079,4.0,2.0,2.0,1.0,0.0,,4.0,1.0,1.0,5.67,27.71,81.59,33.62,139.48,,9.66,46.55,137.58,1.0,0.5,0.5,0.25,0.0,,1.0,0.25,0.25
050US21123,3.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,26.32,93.88,310.1,49.11,166.72,,16.14,47.05,139.24,0.75,0.0,0.0,0.0,0.0,,0.75,0.25,0.25
050US21209,14.0,10.0,6.0,11.0,0.0,,14.0,8.0,4.0,8.28,24.5,71.94,25.51,99.62,,9.84,30.64,89.79,1.0,0.71,0.43,0.79,0.0,,1.0,0.57,0.29
050US22065,5.0,3.0,3.0,0.0,,,3.0,0.0,,9.73,25.75,73.52,70.33,,,31.12,136.92,,1.0,0.6,0.6,0.0,,,0.6,0.0,
050US22105,20.0,16.0,10.0,16.0,3.0,,16.0,6.0,,5.82,16.47,48.08,21.52,73.43,,18.51,65.26,,1.0,0.8,0.5,0.8,0.15,,0.8,0.3,
050US23025,12.0,,,,,,8.0,,,23.64,,,,,,34.82,,,0.71,,,,,,0.47,,
050US26007,8.0,7.0,5.0,0.0,,,8.0,5.0,,12.83,29.62,82.89,113.45,,,15.73,39.71,,0.8,0.7,0.5,0.0,,,0.8,0.5,
050US28017,1.0,0.0,,0.0,,,0.0,0.0,,38.39,147.5,,107.36,,,51.0,184.89,,0.25,0.0,,0.0,,,0.0,0.0,
050US48419,4.0,2.0,1.0,4.0,2.0,1.0,0.0,,,19.38,61.24,181.65,19.38,61.24,181.65,91.62,,,0.67,0.33,0.17,0.67,0.33,0.17,0.0,,
050US54083,5.0,4.0,3.0,0.0,,,5.0,4.0,3.0,12.29,55.19,157.02,86.09,,,12.89,60.31,162.45,0.71,0.57,0.43,0.0,,,0.71,0.57,0.43
050US06063,6.0,3.0,3.0,0.0,,,0.0,,,17.24,51.47,147.76,99.61,,,95.78,,,0.86,0.43,0.43,0.0,,,0.0,,
050US48129,0.0,0.0,,0.0,,,0.0,,,76.91,282.3,,79.35,,,81.26,,,0.0,0.0,,0.0,,,0.0,,
050US48313,0.0,0.0,,0.0,,,0.0,,,34.42,172.06,,52.86,,,52.86,,,0.0,0.0,,0.0,,,0.0,,
050US53027,16.0,13.0,11.0,11.0,7.0,,9.0,5.0,,8.04,22.14,63.15,23.83,87.4,,26.92,90.31,,0.94,0.76,0.65,0.65,0.41,,0.53,0.29,
050US54059,4.0,1.0,1.0,4.0,1.0,,4.0,2.0,2.0,24.8,108.27,324.93,26.77,136.96,,19.52,89.53,262.3,0.57,0.14,0.14,0.57,0.14,,0.57,0.29,0.29
050US05119,95.0,68.0,42.0,92.0,26.0,,94.0,52.0,,6.54,18.76,52.78,13.86,45.32,,10.93,34.49,,1.0,0.72,0.44,0.97,0.27,,0.99,0.55,
050US06093,10.0,8.0,7.0,0.0,,,0.0,,,14.15,46.06,141.64,97.27,,,83.22,,,0.71,0.57,0.5,0.0,,,0.0,,
050US02170,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US13075,4.0,1.0,1.0,2.0,0.0,,2.0,0.0,,15.47,50.35,138.17,29.87,141.68,,30.26,132.76,,1.0,0.25,0.25,0.5,0.0,,0.5,0.0,
050US25005,126.0,117.0,79.0,126.0,78.0,,126.0,97.0,58.0,3.5,9.6,26.18,8.68,25.32,,6.07,17.44,48.76,1.0,0.93,0.63,1.0,0.62,,1.0,0.77,0.46
050US13303,0.0,0.0,,0.0,,,0.0,,,52.45,189.92,,66.79,,,71.53,,,0.0,0.0,,0.0,,,0.0,,
050US17017,4.0,1.0,1.0,0.0,,,4.0,1.0,1.0,22.95,66.12,196.57,64.81,,,22.95,66.12,196.57,0.8,0.2,0.2,0.0,,,0.8,0.2,0.2
050US22043,3.0,1.0,,0.0,0.0,,2.0,0.0,,27.69,106.66,,46.1,189.71,,39.7,170.06,,0.6,0.2,,0.0,0.0,,0.4,0.0,
050US22127,4.0,2.0,1.0,0.0,,,0.0,,,10.48,34.79,101.2,75.42,,,66.17,,,1.0,0.5,0.25,0.0,,,0.0,,
050US10001,33.0,26.0,13.0,33.0,19.0,,33.0,21.0,,7.53,16.58,62.9,11.08,34.06,,9.87,30.93,,1.0,0.79,0.39,1.0,0.58,,1.0,0.64,
050US12075,8.0,2.0,,1.0,,,5.0,1.0,,22.09,84.69,,55.78,,,31.58,129.21,,0.8,0.2,,0.1,,,0.5,0.1,
050US27021,5.0,4.0,4.0,1.0,,,1.0,,,21.9,68.09,219.15,71.94,,,53.26,,,0.5,0.4,0.4,0.1,,,0.1,,
050US28089,20.0,17.0,10.0,17.0,,,17.0,7.0,,7.13,18.84,62.63,24.09,,,19.65,65.94,,0.95,0.81,0.48,0.81,,,0.81,0.33,
050US29227,0.0,0.0,,0.0,,,0.0,0.0,0.0,56.13,199.96,,104.5,,,55.66,177.05,529.27,0.0,0.0,,0.0,,,0.0,0.0,0.0
050US30043,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,29.44,128.95,379.65,97.15,,,31.6,140.5,412.73,0.33,0.0,0.0,0.0,,,0.33,0.0,0.0
050US30081,8.0,2.0,,1.0,,,1.0,,,24.65,100.12,,59.8,,,57.35,,,0.8,0.2,,0.1,,,0.1,,
050US34027,100.0,86.0,44.0,95.0,6.0,,100.0,61.0,19.0,5.52,15.89,45.48,15.96,65.3,,8.7,26.37,77.08,1.0,0.86,0.44,0.95,0.06,,1.0,0.61,0.19
050US36075,29.0,16.0,,20.0,7.0,,29.0,15.0,,11.49,38.91,,24.23,88.96,,13.01,44.69,,0.97,0.53,,0.67,0.23,,0.97,0.5,
050US37021,56.0,51.0,33.0,55.0,27.0,,55.0,32.0,,4.59,11.51,33.41,10.65,32.46,,9.82,31.74,,1.0,0.91,0.59,0.98,0.48,,0.98,0.57,
050US37107,15.0,7.0,,1.0,0.0,,15.0,7.0,,9.16,49.65,,37.33,168.16,,11.13,53.54,,1.0,0.47,,0.07,0.0,,1.0,0.47,
050US37145,7.0,2.0,1.0,1.0,0.0,,1.0,0.0,,14.46,40.41,121.32,42.04,153.17,,42.2,153.17,,1.0,0.29,0.14,0.14,0.0,,0.14,0.0,
050US37193,14.0,7.0,3.0,11.0,2.0,,11.0,2.0,,11.18,35.31,104.83,18.8,59.86,,18.8,59.86,,1.0,0.5,0.21,0.79,0.14,,0.79,0.14,
050US40141,0.0,0.0,,0.0,,,0.0,,,49.47,203.44,,64.2,,,78.39,,,0.0,0.0,,0.0,,,0.0,,
050US41031,5.0,4.0,4.0,0.0,,,4.0,2.0,2.0,10.3,29.48,87.61,68.44,,,19.12,68.87,191.6,0.83,0.67,0.67,0.0,,,0.67,0.33,0.33
050US41047,57.0,44.0,,55.0,33.0,,57.0,48.0,18.0,6.64,22.16,,13.45,45.99,,6.43,19.46,56.24,0.98,0.76,,0.95,0.57,,0.98,0.83,0.31
050US27087,1.0,1.0,1.0,0.0,,,0.0,,,19.99,61.66,135.2,130.83,,,87.66,,,0.5,0.5,0.5,0.0,,,0.0,,
050US27173,0.0,0.0,,,,,2.0,1.0,,45.17,181.34,,,,,35.23,119.32,,0.0,0.0,,,,,0.5,0.25,
050US28109,7.0,2.0,,0.0,,,2.0,0.0,,17.49,54.34,,73.32,,,35.92,180.2,,0.78,0.22,,0.0,,,0.22,0.0,
050US29027,6.0,0.0,,1.0,0.0,,8.0,1.0,1.0,26.42,112.59,,43.62,188.1,,16.25,64.74,187.37,0.75,0.0,,0.12,0.0,,1.0,0.12,0.12
050US30009,0.0,,,0.0,,,0.0,,,63.87,,,63.87,,,63.87,,,0.0,,,0.0,,,0.0,,
050US30033,0.0,0.0,0.0,,,,0.0,0.0,0.0,139.55,809.98,3579.02,,,,179.89,753.42,1647.47,0.0,0.0,0.0,,,,0.0,0.0,0.0
050US31033,3.0,2.0,2.0,,,,3.0,2.0,2.0,5.06,18.18,51.47,,,,4.83,17.85,50.58,1.0,0.67,0.67,,,,1.0,0.67,0.67
050US34031,100.0,94.0,79.0,98.0,77.0,,99.0,85.0,,3.46,9.27,25.76,7.51,24.94,,5.69,17.91,,1.0,0.94,0.79,0.98,0.77,,0.99,0.85,
050US35017,5.0,3.0,3.0,,,,0.0,,,19.16,159.56,182.6,,,,139.97,,,0.62,0.38,0.38,,,,0.0,,
050US36009,18.0,8.0,,0.0,,,16.0,7.0,,14.64,44.11,,78.71,,,17.89,55.88,,0.86,0.38,,0.0,,,0.76,0.33,
050US36061,288.0,287.0,287.0,288.0,285.0,272.0,288.0,287.0,287.0,0.42,1.13,1.88,2.6,6.33,13.72,1.61,3.8,7.41,1.0,1.0,1.0,1.0,0.99,0.94,1.0,1.0,1.0
050US36071,79.0,63.0,41.0,39.0,,,79.0,48.0,,5.42,16.05,44.21,27.23,,,9.44,28.42,,1.0,0.8,0.52,0.49,,,1.0,0.61,
050US37015,4.0,1.0,1.0,0.0,,,1.0,0.0,,19.19,69.69,208.1,72.38,,,40.47,330.19,,1.0,0.25,0.25,0.0,,,0.25,0.0,
050US37101,25.0,6.0,3.0,23.0,2.0,,23.0,2.0,,12.01,46.87,137.6,20.66,85.71,,21.05,87.98,,1.0,0.24,0.12,0.92,0.08,,0.92,0.08,
050US37131,5.0,1.0,,3.0,1.0,,0.0,,,19.16,68.56,,32.98,117.79,,58.2,,,1.0,0.2,,0.6,0.2,,0.0,,
050US37159,30.0,18.0,9.0,29.0,9.0,,30.0,13.0,,8.87,25.84,75.79,15.54,45.94,,12.91,39.45,,1.0,0.6,0.3,0.97,0.3,,1.0,0.43,
050US37183,187.0,155.0,68.0,187.0,58.0,,187.0,107.0,,5.33,16.27,44.91,11.85,40.98,,9.19,30.38,,1.0,0.83,0.36,1.0,0.31,,1.0,0.57,
050US13201,0.0,0.0,,0.0,0.0,,0.0,,,40.0,164.42,,40.0,170.26,,75.15,,,0.0,0.0,,0.0,0.0,,0.0,,
050US13265,0.0,0.0,,0.0,,,0.0,,,51.43,215.28,,68.3,,,75.44,,,0.0,0.0,,0.0,,,0.0,,
050US44009,28.0,21.0,,28.0,11.0,,28.0,16.0,,10.96,25.73,,16.85,42.67,,13.64,31.98,,0.93,0.7,,0.93,0.37,,0.93,0.53,
050US45003,30.0,11.0,4.0,7.0,,,29.0,6.0,,14.7,42.85,250.83,42.16,,,20.26,65.01,,0.91,0.33,0.12,0.21,,,0.88,0.18,
050US45007,39.0,18.0,,36.0,9.0,,10.0,2.0,,11.45,39.07,,16.48,59.27,,35.21,123.71,,1.0,0.46,,0.92,0.23,,0.26,0.05,
050US45017,3.0,1.0,1.0,0.0,0.0,,3.0,0.0,0.0,15.84,51.31,146.83,47.8,215.68,,25.36,111.95,324.45,1.0,0.33,0.33,0.0,0.0,,1.0,0.0,0.0
050US45035,24.0,18.0,3.0,18.0,,,19.0,0.0,,11.18,33.58,98.42,29.49,,,25.11,89.64,,0.96,0.72,0.12,0.72,,,0.76,0.0,
050US45041,31.0,15.0,,26.0,8.0,,27.0,15.0,,14.14,49.75,,20.67,75.21,,15.09,57.75,,0.94,0.45,,0.79,0.24,,0.82,0.45,
050US45045,110.0,90.0,,103.0,35.0,,104.0,54.0,,7.46,20.79,,15.11,47.1,,12.61,37.35,,0.99,0.81,,0.93,0.32,,0.94,0.49,
050US45051,71.0,7.0,25.0,47.0,4.0,,67.0,71.0,,7.67,42.7,80.2,25.18,110.09,,17.01,19.37,,0.99,0.1,0.35,0.65,0.06,,0.93,0.99,
050US30007,0.0,0.0,,0.0,,,0.0,,,45.68,235.34,,77.63,,,48.39,,,0.0,0.0,,0.0,,,0.0,,
050US30093,8.0,8.0,3.0,,,,8.0,8.0,3.0,4.16,11.61,33.53,,,,4.43,12.25,35.33,1.0,1.0,0.38,,,,1.0,1.0,0.38
050US37051,68.0,54.0,,68.0,19.0,,68.0,36.0,,5.71,18.31,,12.35,48.55,,9.6,33.03,,1.0,0.79,,1.0,0.28,,1.0,0.53,
050US37139,10.0,10.0,4.0,10.0,1.0,1.0,10.0,1.0,1.0,7.48,0.0,61.66,12.72,60.07,178.31,12.72,57.95,178.31,1.0,1.0,0.4,1.0,0.1,0.1,1.0,0.1,0.1
050US45061,7.0,2.0,2.0,1.0,0.0,,2.0,0.0,,14.9,46.46,138.25,35.75,130.68,,30.61,113.2,,1.0,0.29,0.29,0.14,0.0,,0.29,0.0,
050US46055,0.0,0.0,,,,,0.0,0.0,0.0,122.28,597.27,,,,,122.02,665.95,1947.38,0.0,0.0,,,,,0.0,0.0,0.0
050US47045,0.0,0.0,,8.0,3.0,1.0,8.0,3.0,1.0,38.18,182.5,,11.62,38.62,112.33,12.85,40.08,114.5,0.0,0.0,,1.0,0.38,0.12,1.0,0.38,0.12
050US47127,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,22.88,64.48,191.28,82.66,340.98,,22.88,64.48,191.28,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
050US51081,3.0,1.0,1.0,1.0,0.0,,0.0,,,14.17,46.47,149.17,32.26,143.57,,48.31,,,1.0,0.33,0.33,0.33,0.0,,0.0,,
050US51105,5.0,1.0,1.0,0.0,,,5.0,1.0,1.0,20.82,101.96,283.48,79.09,,,19.24,84.24,240.7,0.83,0.17,0.17,0.0,,,0.83,0.17,0.17
050US51195,11.0,9.0,7.0,0.0,,,10.0,2.0,1.0,4.8,21.44,48.44,68.44,,,22.66,144.25,455.31,1.0,0.82,0.64,0.0,,,0.91,0.18,0.09
050US54007,0.0,0.0,,0.0,,,0.0,0.0,,51.07,197.39,,80.06,,,52.46,249.9,,0.0,0.0,,0.0,,,0.0,0.0,
050US54099,10.0,7.0,5.0,6.0,2.0,,8.0,5.0,,11.25,33.48,98.66,26.38,94.93,,18.68,63.29,,0.91,0.64,0.45,0.55,0.18,,0.73,0.45,
050US42031,8.0,3.0,2.0,0.0,,,8.0,2.0,1.0,18.15,52.47,183.12,68.01,,,20.73,68.18,219.87,0.8,0.3,0.2,0.0,,,0.8,0.2,0.1
050US01009,3.0,0.0,,0.0,0.0,,2.0,0.0,,36.37,113.18,,46.48,167.98,,39.84,130.9,,0.33,0.0,,0.0,0.0,,0.22,0.0,
050US01047,0.0,0.0,,0.0,,,0.0,,,54.07,192.63,,82.31,,,83.78,,,0.0,0.0,,0.0,,,0.0,,
050US05073,0.0,0.0,,0.0,0.0,,0.0,0.0,,49.52,183.34,,58.32,333.01,,58.42,215.6,,0.0,0.0,,0.0,0.0,,0.0,0.0,
050US06027,5.0,4.0,3.0,,,,5.0,4.0,3.0,9.01,47.34,284.92,,,,9.01,47.34,284.92,0.83,0.67,0.5,,,,0.83,0.67,0.5
050US06053,92.0,79.0,49.0,68.0,,,91.0,62.0,,6.14,18.99,58.5,20.67,,,9.23,31.84,,0.98,0.84,0.52,0.72,,,0.97,0.66,
050US06099,94.0,83.0,44.0,88.0,41.0,,90.0,45.0,,5.71,14.28,40.67,15.32,50.08,,12.55,38.86,,1.0,0.88,0.47,0.94,0.44,,0.96,0.48,
050US08111,0.0,0.0,0.0,0.0,0.0,,0.0,,,62.74,229.81,681.91,64.14,745.52,,88.94,,,0.0,0.0,0.0,0.0,0.0,,0.0,,
050US12045,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,,24.02,100.47,288.44,61.57,260.27,,41.68,184.7,,0.5,0.25,0.25,0.0,0.0,,0.0,0.0,
050US12105,149.0,84.0,,94.0,,,128.0,46.0,,10.82,33.31,,28.37,,,18.03,68.95,,0.97,0.55,,0.61,,,0.83,0.3,
050US12121,6.0,2.0,2.0,0.0,0.0,,0.0,0.0,,17.72,58.94,175.38,51.81,214.75,,49.11,204.42,,0.86,0.29,0.29,0.0,0.0,,0.0,0.0,
050US16041,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,43.96,168.65,726.19,44.7,175.48,,44.7,175.48,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
050US16079,2.0,1.0,1.0,,,,0.0,0.0,,17.09,57.32,166.2,,,,56.21,352.81,,0.67,0.33,0.33,,,,0.0,0.0,
050US18021,4.0,0.0,,0.0,,,4.0,0.0,,27.23,107.33,,68.56,,,30.46,121.25,,0.67,0.0,,0.0,,,0.67,0.0,
050US48175,0.0,0.0,,0.0,0.0,,0.0,,,42.04,223.65,,42.04,256.21,,116.16,,,0.0,0.0,,0.0,0.0,,0.0,,
050US48503,3.0,3.0,2.0,0.0,,,0.0,,,13.0,48.08,208.17,69.86,,,74.24,,,0.75,0.75,0.5,0.0,,,0.0,,
050US51113,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,,27.1,100.61,297.21,57.5,222.9,,29.96,118.94,,0.5,0.0,0.0,0.0,0.0,,0.5,0.0,
050US53033,394.0,377.0,273.0,384.0,172.0,,394.0,365.0,204.0,3.92,10.02,26.47,13.25,38.15,,5.35,13.59,36.13,0.99,0.95,0.69,0.96,0.43,,0.99,0.92,0.51
050US53057,30.0,21.0,17.0,9.0,5.0,,29.0,19.0,,6.31,18.81,51.89,34.28,120.97,,9.92,31.05,,1.0,0.7,0.57,0.3,0.17,,0.97,0.63,
050US06091,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.27,415.14,,60.29,244.44,722.41,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
050US18125,0.0,0.0,,0.0,,,0.0,0.0,,38.38,126.25,,61.94,,,48.75,170.27,,0.0,0.0,,0.0,,,0.0,0.0,
050US26003,0.0,,,,,,1.0,1.0,,78.15,,,,,,36.06,129.71,,0.0,,,,,,0.25,0.25,
050US27103,7.0,4.0,1.0,0.0,,,5.0,2.0,,9.41,32.12,89.92,91.32,,,21.0,77.34,,1.0,0.57,0.14,0.0,,,0.71,0.29,
050US01039,13.0,5.0,,0.0,,,0.0,,,13.14,56.15,,84.48,,,75.0,,,0.93,0.36,,0.0,,,0.0,,
050US01061,3.0,0.0,,1.0,0.0,,2.0,0.0,,29.05,102.08,,43.26,129.33,,45.31,177.38,,0.5,0.0,,0.17,0.0,,0.33,0.0,
050US01075,0.0,0.0,,0.0,0.0,,0.0,0.0,,41.63,135.07,,58.87,207.17,,53.83,191.88,,0.0,0.0,,0.0,0.0,,0.0,0.0,
050US04011,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,71.76,545.21,,65.47,516.75,,61.46,525.41,1272.38,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
050US01013,0.0,0.0,,0.0,,,0.0,,,54.44,221.63,,76.97,,,78.29,,,0.0,0.0,,0.0,,,0.0,,
050US01015,29.0,17.0,6.0,24.0,5.0,,21.0,2.0,,11.61,36.39,120.36,20.27,69.87,,25.84,86.25,,0.94,0.55,0.19,0.77,0.16,,0.68,0.06,
050US21235,7.0,4.0,4.0,6.0,2.0,,7.0,4.0,4.0,8.08,26.94,79.98,24.84,102.19,,8.08,26.94,79.98,0.88,0.5,0.5,0.75,0.25,,0.88,0.5,0.5
050US22057,23.0,13.0,8.0,0.0,,,16.0,,,11.73,30.63,90.33,89.08,,,27.16,,,0.96,0.54,0.33,0.0,,,0.67,,
050US24023,6.0,3.0,3.0,2.0,,,2.0,0.0,0.0,12.76,41.13,118.98,52.16,,,35.58,106.78,313.59,0.86,0.43,0.43,0.29,,,0.29,0.0,0.0
050US26013,2.0,1.0,1.0,,,,0.0,0.0,,31.97,68.91,153.99,,,,81.08,302.46,,0.67,0.33,0.33,,,,0.0,0.0,
050US26071,0.0,0.0,,,,,0.0,,,67.01,247.02,,,,,86.85,,,0.0,0.0,,,,,0.0,,
050US47145,11.0,5.0,4.0,0.0,,,10.0,2.0,1.0,9.69,32.48,97.44,50.16,,,16.07,65.9,196.56,1.0,0.45,0.36,0.0,,,0.91,0.18,0.09
050US47183,11.0,5.0,3.0,0.0,,,5.0,0.0,,11.75,38.26,110.39,64.86,,,33.12,145.38,,1.0,0.45,0.27,0.0,,,0.45,0.0,
050US48041,41.0,34.0,,41.0,19.0,,41.0,20.0,,6.64,19.26,,10.69,38.75,,10.35,37.45,,0.98,0.81,,0.98,0.45,,0.98,0.48,
050US48079,0.0,0.0,,0.0,,,0.0,,,48.07,165.35,,79.54,,,95.23,,,0.0,0.0,,0.0,,,0.0,,
050US48341,3.0,3.0,3.0,0.0,,,0.0,,,8.56,22.96,67.75,67.9,,,73.78,,,0.75,0.75,0.75,0.0,,,0.0,,
050US49005,25.0,19.0,,24.0,14.0,,24.0,16.0,,7.85,25.68,,12.25,42.56,,10.42,36.25,,0.96,0.73,,0.92,0.54,,0.92,0.62,
050US49023,1.0,1.0,1.0,0.0,,,1.0,0.0,,25.2,60.45,158.76,58.11,,,41.62,199.68,,0.5,0.5,0.5,0.0,,,0.5,0.0,
050US51103,0.0,0.0,,0.0,0.0,,0.0,0.0,,51.2,335.64,,67.85,1278.49,,53.82,223.91,,0.0,0.0,,0.0,0.0,,0.0,0.0,
050US51157,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,36.93,122.92,,64.23,261.83,,39.47,152.44,510.85,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
050US53019,2.0,2.0,2.0,,,,0.0,,,29.68,73.71,165.67,,,,173.82,,,0.67,0.67,0.67,,,,0.0,,
050US53075,7.0,7.0,5.0,,,,7.0,6.0,,14.98,48.24,137.48,,,,22.58,69.35,,0.7,0.7,0.5,,,,0.7,0.6,
050US55011,0.0,0.0,,0.0,0.0,,0.0,0.0,,47.91,132.75,,61.93,247.67,,57.33,153.24,,0.0,0.0,,0.0,0.0,,0.0,0.0,
050US56033,6.0,5.0,4.0,,,,1.0,1.0,1.0,3.61,12.91,37.89,,,,42.97,97.33,214.1,1.0,0.83,0.67,,,,0.17,0.17,0.17
050US56039,4.0,4.0,4.0,,,,0.0,,,0.0,0.0,0.0,,,,122.72,,,1.0,1.0,1.0,,,,0.0,,
050US05085,14.0,5.0,,8.0,0.0,,11.0,5.0,,20.73,67.75,,33.2,134.6,,23.62,77.26,,0.88,0.31,,0.5,0.0,,0.69,0.31,
050US06089,47.0,32.0,16.0,41.0,,,44.0,25.0,,8.83,28.14,87.99,20.21,,,13.23,44.12,,0.98,0.67,0.33,0.85,,,0.92,0.52,
050US08005,147.0,143.0,86.0,145.0,84.0,,146.0,136.0,66.0,4.41,12.15,31.49,10.78,33.05,,5.7,15.55,42.71,1.0,0.97,0.59,0.99,0.57,,0.99,0.93,0.45
050US08033,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,135.22,1114.67,,79.9,449.08,,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,
050US01073,161.0,139.0,74.0,142.0,5.0,,156.0,74.0,,6.3,15.59,45.44,21.84,65.0,,13.71,41.05,,0.99,0.85,0.45,0.87,0.03,,0.96,0.45,
050US01129,0.0,0.0,,0.0,,,0.0,,,68.15,416.09,,82.95,,,88.55,,,0.0,0.0,,0.0,,,0.0,,
050US02290,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US42131,7.0,2.0,1.0,1.0,0.0,,4.0,0.0,,14.3,42.73,125.77,45.35,154.42,,29.79,87.74,,1.0,0.29,0.14,0.14,0.0,,0.57,0.0,
050US45021,13.0,5.0,2.0,3.0,0.0,,6.0,0.0,,11.5,36.51,108.98,34.85,132.45,,31.32,114.46,,1.0,0.38,0.15,0.23,0.0,,0.46,0.0,
050US27137,58.0,45.0,,,,,48.0,,,12.7,53.01,,,,,22.8,,,0.87,0.67,,,,,0.72,,
050US28021,3.0,1.0,1.0,0.0,,,0.0,,,7.08,29.1,196.16,90.24,,,76.43,,,1.0,0.33,0.33,0.0,,,0.0,,
050US28053,1.0,0.0,,0.0,,,0.0,,,33.71,188.13,,84.23,,,73.83,,,0.33,0.0,,0.0,,,0.0,,
050US28137,0.0,0.0,,0.0,0.0,,4.0,1.0,,42.98,152.67,,59.42,226.15,,20.85,50.97,,0.0,0.0,,0.0,0.0,,0.8,0.2,
050US30003,2.0,2.0,2.0,,,,0.0,,,43.24,141.26,385.35,,,,97.36,,,0.4,0.4,0.4,,,,0.0,,
050US30035,3.0,2.0,,,,,1.0,,,20.07,65.89,,,,,61.87,,,0.75,0.5,,,,,0.25,,
050US30061,0.0,0.0,0.0,0.0,,,0.0,0.0,,64.91,291.55,944.72,74.85,,,72.25,382.56,,0.0,0.0,0.0,0.0,,,0.0,0.0,
050US30089,1.0,1.0,1.0,0.0,,,0.0,0.0,,44.23,146.99,434.16,143.96,,,94.52,368.61,,0.33,0.33,0.33,0.0,,,0.0,0.0,
050US31009,0.0,,,,,,0.0,,,109.67,,,,,,138.35,,,0.0,,,,,,0.0,,
050US32033,2.0,1.0,1.0,,,,,,,27.26,55.97,155.02,,,,,,,0.67,0.33,0.33,,,,,,
050US34009,33.0,20.0,9.0,31.0,6.0,,33.0,16.0,6.0,7.88,25.44,79.02,17.23,65.2,,9.04,34.4,115.48,1.0,0.61,0.27,0.94,0.18,,1.0,0.48,0.18
050US36017,9.0,4.0,,0.0,,,8.0,3.0,,19.18,58.84,,60.82,,,22.56,73.3,,0.75,0.33,,0.0,,,0.67,0.25,
050US37019,33.0,29.0,16.0,23.0,4.0,,12.0,16.0,,7.37,7.41,58.06,24.61,123.79,,32.36,64.14,,1.0,0.88,0.48,0.7,0.12,,0.36,0.48,
050US37047,11.0,7.0,4.0,0.0,0.0,,9.0,5.0,,16.17,32.34,138.76,55.93,222.55,,24.23,61.07,,0.85,0.54,0.31,0.0,0.0,,0.69,0.38,
