HEROP_ID,PcpPer100k,SpPer100k
050US02261,64.51,10.75
050US02275,161.03,0.0
050US02282,0.0,0.0
050US02290,18.47,0.0
050US04001,27.96,39.15
050US04003,50.68,57.02
050US04005,76.31,138.36
050US04007,84.27,48.69
050US04009,63.36,36.96
050US04011,52.61,0.0
050US04012,53.14,43.48
050US04013,62.7,128.78
050US04015,50.47,89.78
050US04017,55.2,56.12
050US04019,80.51,166.71
050US04021,20.25,22.16
050US04023,40.79,38.64
050US04025,64.55,113.51
050US04027,42.82,64.48
050US05001,38.62,22.07
050US05003,48.69,19.48
050US05005,82.49,150.42
050US05007,48.65,62.17
050US05009,85.82,85.82
050US05011,45.67,9.13
050US05013,38.45,0.0
050US05015,57.37,43.03
050US05017,92.37,36.95
050US05019,80.41,49.14
050US05021,39.84,6.64
050US05023,55.49,39.64
050US05025,12.16,0.0
050US05027,54.41,12.56
050US05029,62.18,33.48
050US05031,90.82,151.37
050US05033,38.42,16.01
050US05035,42.85,48.97
050US05037,64.71,11.77
050US05039,67.28,13.46
050US05041,42.06,8.41
050US05043,54.05,27.02
050US05045,46.56,67.8
050US05047,56.24,16.87
050US05049,65.9,0.0
050US05051,77.32,153.62
050US05053,11.06,11.06
050US05055,60.51,44.82
050US05057,31.79,27.25
050US05059,26.85,11.93
050US05061,44.81,14.94
050US05063,83.19,104.66
050US05065,29.5,7.38
050US05067,63.86,63.86
050US05069,93.72,116.44
050US05071,64.66,41.84
050US05073,14.46,0.0
050US05075,47.99,24.0
050US05077,31.92,21.28
050US05079,7.3,0.0
050US05081,64.43,16.11
050US05083,50.56,13.79
050US05085,19.39,13.85
050US05087,24.88,0.0
050US05089,6.08,0.0
050US05091,25.14,16.0
050US05093,39.69,30.35
050US05095,82.77,0.0
050US05097,22.24,0.0
050US05099,23.7,0.0
050US05101,0.0,12.74
050US05103,66.37,16.59
050US05105,9.69,0.0
050US05107,47.28,31.52
050US05109,27.76,0.0
050US05111,20.79,4.16
050US05113,64.47,39.68
050US05115,59.71,59.71
050US05117,12.13,0.0
050US05119,101.92,316.68
050US05121,68.17,28.4
050US05123,34.23,30.43
050US05125,32.2,37.29
050US05127,9.58,9.58
050US05129,37.86,0.0
050US05131,113.76,161.62
050US05133,52.35,5.82
050US05135,46.94,5.87
050US05137,32.14,32.14
050US05139,88.09,105.71
050US05141,29.97,35.96
050US05143,73.08,116.4
050US05145,52.03,59.64
050US05147,75.08,0.0
050US05149,50.99,23.18
050US06001,96.85,137.43
050US06003,0.0,87.26
050US06005,63.44,60.8
050US06007,66.94,130.35
050US06009,42.0,50.85
050US06011,41.93,32.61
050US06013,83.48,132.27
050US06015,83.87,80.22
050US06017,53.57,73.4
050US06019,58.48,85.57
050US06021,32.26,3.58
050US06023,81.02,126.69
050US06025,23.86,60.48
050US06027,105.06,71.88
050US06029,49.94,66.13
050US06031,46.64,47.98
050US06033,62.36,49.88
050US06035,60.93,32.07
050US06037,71.86,137.27
050US06039,58.7,105.15
050US06041,113.33,211.68
050US06043,22.81,28.51
050US06045,104.09,107.52
050US06047,44.6,47.2
050US06049,44.75,11.19
050US06051,42.33,105.83
050US06053,64.63,111.49
050US06055,83.26,187.86
050US06057,73.67,139.26
050US06059,79.7,139.72
050US06061,99.45,133.92
050US06063,117.65,37.44
050US06065,43.22,63.78
050US06067,78.87,144.3
050US06069,30.29,38.71
050US06071,54.6,86.07
050US06073,74.88,148.69
050US06075,132.87,288.49
050US06077,56.54,76.07
050US06079,73.55,158.82
050US06081,84.86,165.94
050US06083,81.13,137.24
050US06085,96.92,172.93
050US06087,89.49,121.27
050US06089,85.99,137.36
050US06091,0.0,34.13
050US06093,68.9,87.28
050US06095,92.13,130.44
050US06097,94.35,133.05
050US06099,69.72,97.53
050US06101,79.27,108.48
050US06103,42.6,55.23
050US06105,38.87,7.77
050US06107,45.17,59.5
050US06109,103.83,103.83
050US06111,67.8,105.65
050US06113,83.26,79.08
050US06115,35.76,47.69
050US08001,69.8,139.4
050US08003,115.54,188.52
050US08005,75.08,135.55
050US08007,100.71,46.48
050US08009,112.26,0.0
050US08011,17.21,0.0
050US08013,108.71,200.6
050US08014,51.42,42.35
050US08015,93.93,83.49
050US08017,49.04,0.0
050US08019,85.3,63.97
050US08021,12.28,24.56
050US08023,0.0,0.0
050US08025,0.0,0.0
050US08027,21.55,0.0
050US08029,98.86,65.91
050US08031,97.92,233.63
050US08033,0.0,0.0
050US08035,59.34,100.42
050US08037,68.07,152.69
050US08039,15.9,0.0
050US08041,58.71,128.17
050US08043,51.06,34.04
050US08045,71.75,112.75
050US08047,0.0,0.0
050US08049,46.46,13.27
050US08051,42.33,66.52
050US08053,0.0,0.0
050US08055,75.95,45.57
050US08057,77.16,0.0
050US08059,74.33,87.48
050US08061,69.01,0.0
050US08063,78.59,0.0
050US08065,26.37,39.55
050US08067,88.93,235.93
050US08069,76.59,123.61
050US08071,56.42,84.63
050US08073,18.02,0.0
050US08075,69.16,55.33
050US08077,101.33,168.0
050US08079,121.51,0.0
050US08081,68.91,76.57
050US08083,88.77,42.46
050US08085,72.7,133.28
050US08087,67.24,81.4
050US08089,87.31,38.2
050US08091,148.24,84.71
050US08093,17.25,11.5
050US08095,69.48,0.0
050US08097,67.01,201.02
050US08099,33.19,49.78
050US08101,83.8,165.77
050US08103,108.28,46.4
050US08105,61.67,17.62
050US08107,88.45,168.85
050US08109,92.76,46.38
050US08111,0.0,0.0
050US08113,37.65,12.55
050US08115,127.66,0.0
050US08117,32.86,62.44
050US08119,49.77,33.18
050US08121,0.0,0.0
050US08123,38.29,49.47
050US08125,49.66,19.86
050US09001,87.68,178.22
050US09003,89.41,205.54
050US09005,59.01,99.98
050US09007,77.13,125.48
050US09009,91.93,220.52
050US09011,69.18,134.26
050US09013,50.24,56.19
050US09015,66.07,73.8
050US10001,49.76,98.96
050US10003,92.77,160.68
050US10005,60.58,109.32
050US11001,156.17,380.86
050US12001,127.68,298.31
050US12003,68.38,64.78
050US12005,52.06,128.23
050US12007,70.43,29.65
050US12009,69.52,130.72
050US12011,66.26,145.61
050US12013,34.62,13.85
050US12015,66.68,131.67
050US12017,55.21,111.12
050US12019,57.41,98.41
050US12021,59.63,139.87
050US12023,66.57,121.55
050US12027,30.22,32.97
050US12029,18.25,6.08
050US12031,86.02,179.18
050US12033,76.72,187.47
050US12035,47.6,93.34
050US12037,42.6,17.04
050US12039,32.6,28.25
050US12041,56.77,11.35
050US12043,29.93,22.45
050US12045,56.06,24.91
050US12047,14.02,7.01
050US12049,33.05,33.05
050US12051,22.43,9.97
050US12053,61.85,89.22
050US12055,58.77,120.47
050US12057,69.62,151.72
050US12059,41.17,15.44
050US12061,65.57,170.22
050US12063,41.26,51.58
050US12065,21.27,7.09
050US12067,22.87,0.0
050US12069,58.44,112.42
050US12071,55.52,115.91
050US12073,76.36,115.58
050US12075,35.03,20.02
050US12077,0.0,0.0
050US12079,43.3,64.96
050US12081,47.08,97.36
050US12083,51.67,99.61
050US12085,62.19,133.26
050US12086,77.66,136.29
050US12087,72.06,148.05
050US12089,34.75,43.44
050US12091,77.71,139.98
050US12093,56.69,81.34
050US12095,62.75,122.39
050US12097,44.0,68.51
050US12099,73.02,163.25
050US12101,62.67,86.96
050US12103,87.8,162.86
050US12105,47.11,81.95
050US12107,48.1,60.47
050US12109,55.2,79.83
050US12111,41.89,82.79
050US12113,54.56,62.78
050US12115,71.33,176.39
050US12117,66.14,82.62
050US12119,35.54,57.03
050US12121,22.77,4.55
050US12123,40.73,36.2
050US12125,32.81,65.62
050US12127,63.3,101.21
050US12129,15.69,0.0
050US12131,37.96,78.96
050US12133,32.57,20.35
050US13001,48.77,48.77
050US13003,0.0,0.0
050US13005,44.53,35.63
050US13007,31.36,0.0
050US13009,79.49,112.62
050US13011,21.61,21.61
050US13013,40.32,16.91
050US13015,44.39,70.45
050US13017,52.47,40.81
050US13019,26.28,10.51
050US13021,109.45,244.32
050US13023,54.79,7.83
050US13025,5.39,0.0
050US13027,19.2,32.01
050US13029,44.59,58.52
050US13031,41.45,85.58
050US13033,31.04,13.3
050US13035,37.89,12.63
050US13037,15.56,15.56
050US13039,37.94,45.53
050US13043,46.18,9.24
050US13045,57.75,100.84
050US13047,52.79,72.4
050US13049,38.51,7.7
050US13051,82.56,169.31
050US13053,278.63,241.48
050US13055,24.18,12.09
050US13057,36.79,61.18
050US13059,78.65,226.32
050US13061,33.32,0.0
050US13063,40.19,68.18
050US13065,44.49,0.0
050US13067,53.02,98.78
050US13069,53.54,76.81
050US13071,52.62,61.4
050US13073,57.03,80.11
050US13075,40.74,23.28
050US13077,38.43,59.07
050US13079,8.1,0.0
050US13081,78.79,56.9
050US13083,30.81,12.33
050US13085,54.48,8.38
050US13087,40.99,81.99
050US13089,86.92,190.4
050US13091,43.02,52.58
050US13093,0.0,0.0
050US13095,104.34,203.19
050US13097,35.25,62.04
050US13099,28.99,9.66
050US13101,0.0,0.0
050US13103,28.97,18.74
050US13105,52.05,31.23
050US13107,53.34,35.56
050US13109,46.61,46.61
050US13111,64.19,48.14
050US13113,88.89,137.38
050US13115,113.61,195.2
050US13117,38.66,59.58
050US13119,44.42,17.77
050US13121,93.55,223.02
050US13123,56.81,33.42
050US13125,33.23,0.0
050US13127,65.5,185.77
050US13129,63.39,56.35
050US13131,72.21,36.11
050US13133,88.36,123.7
050US13135,52.31,71.71
050US13137,47.42,22.58
050US13139,62.26,128.6
050US13141,35.15,0.0
050US13143,41.44,34.54
050US13145,29.77,17.86
050US13147,54.62,27.31
050US13149,17.13,0.0
050US13151,38.41,62.36
050US13153,50.1,80.43
050US13155,53.95,0.0
050US13157,30.42,12.17
050US13159,29.02,7.25
050US13161,66.71,13.34
050US13163,63.4,6.34
050US13165,22.66,0.0
050US13167,51.39,10.28
050US13169,3.5,24.52
050US13171,43.21,5.4
050US13173,48.23,9.65
050US13175,124.43,168.71
050US13177,10.22,20.44
050US13179,57.96,74.06
050US13181,12.82,12.82
050US13183,0.0,5.51
050US13185,52.36,109.09
050US13187,43.82,65.73
050US13189,55.82,23.26
050US13191,14.16,0.0
050US13193,14.84,14.84
050US13195,24.22,0.0
050US13197,11.79,0.0
050US13199,18.95,23.68
050US13201,85.68,17.14
050US13205,44.58,4.46
050US13207,44.43,18.51
050US13209,0.0,0.0
050US13211,54.84,5.48
050US13213,27.81,5.06
050US13215,94.07,162.71
050US13217,29.11,33.8
050US13219,72.94,89.15
050US13221,27.06,0.0
050US13223,16.04,37.22
050US13225,44.5,29.67
050US13227,51.89,107.03
050US13229,26.09,5.22
050US13231,11.06,0.0
050US13233,40.84,14.42
050US13235,79.68,26.56
050US13237,27.9,23.25
050US13239,0.0,0.0
050US13241,54.69,54.69
050US13243,28.22,0.0
050US13245,121.61,344.48
050US13247,78.64,92.12
050US13249,19.19,0.0
050US13251,14.3,28.59
050US13253,106.67,71.12
050US13255,55.63,86.53
050US13257,66.21,93.47
050US13259,66.2,0.0
050US13261,56.01,79.07
050US13263,0.0,0.0
050US13265,0.0,0.0
050US13267,31.55,59.16
050US13269,0.0,0.0
050US13271,24.82,0.0
050US13273,11.29,11.29
050US13275,73.78,196.74
050US13277,103.68,155.52
050US13279,70.25,133.1
050US13281,96.35,35.04
050US13283,14.76,0.0
050US13285,50.16,108.92
050US13287,50.24,0.0
050US13289,0.0,12.07
050US13291,79.03,74.64
050US13293,87.73,91.55
050US13295,20.34,5.81
050US13297,38.83,51.04
050US13299,101.13,199.44
050US13301,37.41,0.0
050US13303,68.42,48.87
050US13305,53.75,63.83
050US13307,0.0,0.0
050US13309,0.0,0.0
050US13311,27.65,6.91
050US13313,59.7,104.0
050US13315,22.61,0.0
050US13317,70.82,40.47
050US13319,44.06,0.0
050US13321,48.41,24.21
050US15001,70.32,86.51
050US15003,96.39,171.32
050US15005,0.0,0.0
050US15007,89.66,110.68
050US15009,85.31,104.67
050US16001,73.98,155.14
050US16003,0.0,0.0
050US16005,68.18,111.68
050US16007,50.32,67.09
050US16009,55.03,55.03
050US16011,46.1,41.71
050US16013,68.2,109.12
050US16015,27.92,27.92
050US16017,56.19,100.68
050US16019,49.82,119.22
050US16021,69.27,17.32
050US16023,38.43,38.43
050US16025,0.0,0.0
050US16027,36.75,53.24
050US16029,57.82,57.82
050US16031,67.75,71.99
050US16033,0.0,0.0
050US16035,92.59,69.44
050US16037,0.0,0.0
050US16039,75.66,60.53
050US16041,30.12,22.59
050US16043,7.71,0.0
050US16045,52.78,0.0
050US16047,32.96,6.59
050US16049,73.45,18.36
050US16051,14.3,3.58
050US16053,51.21,21.34
050US16055,65.1,154.94
050US16057,58.62,40.78
050US16059,51.3,76.94
050US16061,26.01,0.0
050US16063,0.0,0.0
050US16065,54.26,77.51
050US16067,33.96,9.7
050US16069,92.14,154.4
050US16071,0.0,0.0
050US16073,0.0,0.0
050US16075,47.74,43.4
050US16077,64.83,12.97
050US16079,71.85,7.98
050US16081,45.13,45.13
050US16083,58.57,121.91
050US16085,115.37,96.14
050US16087,49.88,39.9
050US17001,91.83,164.09
050US17003,30.62,0.0
050US17005,65.82,59.84
050US17007,52.23,14.92
050US17009,44.94,14.98
050US17011,44.94,92.87
050US17013,20.58,0.0
050US17015,20.6,0.0
050US17017,15.79,15.79
050US17019,79.73,137.98
050US17021,63.19,42.13
050US17023,31.57,0.0
050US17025,74.97,22.49
050US17027,45.18,29.23
050US17029,67.65,94.71
050US17031,96.96,169.9
050US17033,57.63,47.15
050US17035,9.2,0.0
050US17037,50.86,104.61
050US17039,49.87,31.17
050US17041,15.22,15.22
050US17043,95.41,193.19
050US17045,45.61,45.61
050US17047,30.74,15.37
050US17049,67.3,149.24
050US17051,13.81,13.81
050US17053,104.49,52.25
050US17055,35.78,28.11
050US17057,48.0,45.17
050US17059,0.0,0.0
050US17061,45.39,15.13
050US17063,49.5,91.07
050US17065,24.33,24.33
050US17067,33.13,27.61
050US17069,49.89,0.0
050US17071,14.53,0.0
050US17073,36.39,38.41
050US17075,42.6,85.2
050US17077,116.14,134.93
050US17079,41.68,10.42
050US17081,83.84,149.34
050US17083,31.72,54.37
050US17085,59.54,41.22
050US17087,31.74,7.94
050US17089,54.44,90.42
050US17091,51.32,146.77
050US17093,28.89,18.46
050US17095,70.59,131.38
050US17097,83.99,136.01
050US17099,50.72,73.37
050US17101,49.42,37.06
050US17103,75.3,107.16
050US17105,71.58,55.06
050US17107,30.81,37.66
050US17109,68.02,51.82
050US17111,56.86,78.3
050US17113,69.85,119.5
050US17115,85.44,129.56
050US17117,32.81,41.56
050US17119,60.6,73.78
050US17121,52.52,112.91
050US17123,16.96,16.96
050US17125,50.81,29.03
050US17127,20.79,20.79
050US17129,32.34,8.09
050US17131,38.23,6.37
050US17133,26.52,17.68
050US17135,51.71,27.58
050US17137,52.29,92.95
050US17139,27.21,0.0
050US17141,52.6,15.59
050US17143,112.76,235.82
050US17145,56.12,56.12
050US17147,42.61,6.09
050US17149,38.09,38.09
050US17151,0.0,0.0
050US17153,0.0,0.0
050US17155,0.0,0.0
050US17157,70.67,86.03
050US17159,75.56,88.16
050US17161,66.08,110.82
050US17163,69.08,92.99
050US17165,94.92,74.29
050US17167,101.18,256.5
050US17169,14.16,28.31
050US17171,59.44,0.0
050US17173,41.22,27.48
050US17175,36.36,0.0
050US17177,57.23,105.65
050US17179,50.8,44.08
050US17181,99.26,29.19
050US17183,65.05,110.96
050US17185,69.13,43.2
050US17187,74.98,34.61
050US17189,14.13,21.19
050US17191,12.13,36.39
050US17193,71.3,7.13
050US17195,67.38,63.83
050US17197,46.61,68.97
050US17199,80.24,142.65
050US17201,81.42,160.39
050US17203,38.64,23.19
050US18001,39.78,22.73
050US18003,60.81,143.24
050US18005,74.49,123.33
050US18007,11.54,11.54
050US18009,32.98,8.24
050US18011,62.19,82.4
050US18013,19.95,6.65
050US18015,25.01,0.0
050US18017,39.39,81.4
050US18019,52.72,120.14
050US18021,41.88,22.84
050US18023,40.25,49.53
050US18025,9.45,0.0
050US18027,33.4,39.47
050US18029,62.62,84.85
050US18031,48.96,41.43
050US18033,58.54,32.78
050US18035,80.44,125.42
050US18037,73.08,122.59
050US18039,48.62,102.65
050US18041,47.29,77.39
050US18043,69.0,140.61
050US18045,24.26,18.2
050US18047,43.78,70.05
050US18049,64.32,24.74
050US18051,47.62,44.65
050US18053,67.22,89.63
050US18055,24.77,15.48
050US18057,79.09,142.36
050US18059,56.89,65.01
050US18061,40.29,50.36
050US18063,67.11,105.01
050US18065,55.69,55.69
050US18067,61.9,126.23
050US18069,49.48,76.97
050US18071,47.79,86.49
050US18073,59.79,26.91
050US18075,52.4,38.11
050US18077,68.24,89.96
050US18079,61.31,28.85
050US18081,62.68,74.56
050US18083,85.54,141.68
050US18085,44.41,60.91
050US18087,30.82,25.68
050US18089,69.02,136.8
050US18091,60.6,138.4
050US18093,54.8,111.8
050US18095,66.41,109.65
050US18097,93.49,229.22
050US18099,64.38,55.8
050US18101,29.38,0.0
050US18103,39.0,69.64
050US18105,65.34,126.54
050US18107,54.86,67.93
050US18109,43.02,97.52
050US18111,7.13,7.13
050US18113,25.29,27.4
050US18115,16.99,0.0
050US18117,46.04,20.46
050US18119,19.16,4.79
050US18121,41.19,11.77
050US18123,57.47,36.57
050US18125,40.29,8.06
050US18127,44.63,69.63
050US18129,23.45,0.0
050US18131,71.09,23.7
050US18133,39.94,42.6
050US18135,35.89,39.88
050US18137,35.18,38.7
050US18139,65.85,47.89
050US18141,85.43,135.57
050US18143,42.12,29.48
050US18145,40.54,60.81
050US18147,24.36,0.0
050US18149,43.59,43.59
050US18151,43.51,14.5
050US18153,43.29,14.43
050US18155,9.41,9.41
050US18157,67.09,141.58
050US18159,65.71,65.71
050US18161,13.98,0.0
050US18163,113.62,210.69
050US18165,32.13,12.85
050US18167,90.07,176.43
050US18169,47.42,37.94
050US18171,48.5,36.38
050US18173,80.74,122.72
050US18175,32.34,43.12
050US18177,73.56,144.12
050US18179,82.3,67.99
050US18181,45.42,33.03
050US18183,44.58,23.77
050US19001,56.15,42.11
050US19003,80.52,53.68
050US19005,79.25,36.02
050US19007,79.94,39.97
050US19009,35.48,35.48
050US19011,31.22,35.12
050US19013,94.73,130.82
050US19015,53.03,34.09
050US19017,76.67,64.56
050US19019,28.4,18.93
050US19021,69.1,24.68
050US19023,54.29,0.0
050US19025,51.12,30.67
050US19027,127.8,88.48
050US19029,53.07,53.07
050US19031,37.95,0.0
050US19033,148.89,193.1
050US19035,61.04,43.6
050US19037,16.53,0.0
050US19039,75.41,10.77
050US19041,79.69,165.51
050US19043,11.32,22.63
050US19045,69.89,91.07
050US19047,64.21,35.02
050US19049,47.62,85.71
050US19051,33.76,11.25
050US19053,49.73,0.0
050US19055,92.71,11.59
050US19057,75.76,148.99
050US19059,76.22,23.45
050US19061,86.78,139.46
050US19063,62.82,31.41
050US19065,60.21,25.09
050US19067,31.53,50.45
050US19069,29.28,9.76
050US19071,57.41,28.7
050US19073,99.97,0.0
050US19075,48.62,0.0
050US19077,46.84,18.74
050US19079,59.56,86.04
050US19081,45.92,0.0
050US19083,64.23,40.87
050US19085,42.42,14.14
050US19087,65.24,50.19
050US19089,64.77,10.79
050US19091,20.91,41.81
050US19093,86.76,0.0
050US19095,55.53,0.0
050US19097,41.25,10.31
050US19099,54.21,32.53
050US19101,60.85,27.66
050US19103,136.05,400.68
050US19105,43.76,43.76
050US19107,9.8,9.8
050US19109,53.07,13.27
050US19111,69.48,69.48
050US19113,65.28,115.25
050US19115,8.91,0.0
050US19117,46.53,11.63
050US19119,25.49,16.99
050US19121,56.64,6.29
050US19123,67.54,36.02
050US19125,87.33,39.15
050US19127,67.05,64.56
050US19129,66.86,20.06
050US19131,37.63,9.41
050US19133,68.21,56.84
050US19135,50.87,0.0
050US19137,59.08,49.24
050US19139,51.22,55.88
050US19141,57.51,35.94
050US19143,32.71,0.0
050US19145,71.6,71.6
050US19147,66.26,0.0
050US19149,35.94,11.98
050US19151,57.99,0.0
050US19153,94.67,146.54
050US19155,51.34,72.72
050US19157,86.0,69.87
050US19159,100.32,20.06
050US19161,30.4,10.13
050US19163,65.01,143.36
050US19165,59.86,25.65
050US19167,80.4,20.1
050US19169,60.87,84.6
050US19171,23.34,0.0
050US19173,16.13,0.0
050US19175,104.39,40.15
050US19177,69.22,27.69
050US19179,76.45,110.43
050US19181,30.39,4.05
050US19183,67.74,31.61
050US19185,124.75,46.78
050US19187,70.73,92.5
050US19189,47.3,9.46
050US19191,78.43,107.84
050US19193,64.45,114.26
050US19195,13.35,0.0
050US19197,70.29,39.05
050US20001,47.51,15.84
050US20003,50.94,38.21
050US20005,55.0,79.45
050US20007,105.64,0.0
050US20009,85.85,59.72
050US20011,20.41,74.82
050US20013,93.13,41.39
050US20015,46.64,27.08
050US20017,0.0,0.0
050US20019,29.7,0.0
050US20021,24.59,29.51
050US20023,74.71,0.0
050US20025,194.84,0.0
050US20027,85.97,49.13
050US20029,77.26,66.23
050US20031,72.32,24.11
050US20033,0.0,0.0
050US20035,53.38,33.72
050US20037,79.27,99.72
050US20039,34.71,138.84
050US20041,52.62,0.0
050US20043,25.85,0.0
050US20045,65.37,87.16
050US20047,34.19,34.19
050US20049,0.0,0.0
050US20051,69.26,183.53
050US20053,31.78,15.89
050US20055,48.71,67.65
050US20057,60.9,63.8
050US20059,54.77,39.12
050US20061,80.24,57.31
050US20063,152.73,0.0
050US20065,39.29,39.29
050US20067,39.39,39.39
050US20069,16.56,0.0
050US20071,83.33,83.33
050US20073,81.22,0.0
050US20075,0.0,38.23
050US20077,52.88,17.63
050US20079,89.71,107.08
050US20081,49.42,0.0
050US20083,54.29,0.0
050US20085,60.07,0.0
050US20087,31.77,5.29
050US20089,0.0,0.0
050US20091,81.3,163.45
050US20093,76.3,25.43
050US20095,40.16,0.0
050US20097,39.59,0.0
050US20099,83.47,112.93
050US20101,60.9,0.0
050US20103,61.22,76.21
050US20105,32.29,0.0
050US20107,10.38,10.38
050US20109,142.35,0.0
050US20111,72.07,45.05
050US20113,66.36,17.46
050US20115,16.62,16.62
050US20117,51.03,81.65
050US20119,23.47,0.0
050US20121,24.15,24.15
050US20123,32.14,16.07
050US20125,57.63,60.66
050US20127,89.83,53.9
050US20129,105.71,70.47
050US20131,89.07,0.0
050US20133,55.81,18.6
050US20135,101.52,0.0
050US20137,54.68,36.46
050US20139,25.19,6.3
050US20141,111.02,27.75
050US20143,67.77,0.0
050US20145,74.53,104.34
050US20147,55.47,18.49
050US20149,50.97,4.25
050US20151,104.36,31.31
050US20153,119.57,0.0
050US20155,68.14,118.86
050US20157,85.36,0.0
050US20159,61.46,0.0
050US20161,61.09,98.28
050US20163,58.62,0.0
050US20165,32.24,0.0
050US20167,57.33,14.33
050US20169,76.4,152.79
050US20171,60.62,0.0
050US20173,78.51,125.96
050US20175,70.51,88.14
050US20177,90.31,170.51
050US20179,0.0,0.0
050US20181,33.52,33.52
050US20183,54.6,54.6
050US20185,23.73,0.0
050US20187,0.0,0.0
050US20189,17.59,0.0
050US20191,47.4,8.62
050US20193,89.47,12.78
050US20195,244.93,0.0
050US20197,29.04,0.0
050US20199,0.0,0.0
050US20201,54.3,0.0
050US20203,46.66,0.0
050US20205,79.73,79.73
050US20207,31.55,0.0
050US20209,73.02,239.13
050US21001,36.38,20.79
050US21003,19.24,52.9
050US21005,31.51,9.0
050US21007,12.36,0.0
050US21009,61.81,103.02
050US21011,16.3,8.15
050US21013,51.49,66.21
050US21015,61.97,65.07
050US21017,94.32,39.71
050US21019,124.76,332.7
050US21021,100.29,223.98
050US21023,12.04,12.04
050US21025,99.12,99.12
050US21027,34.86,0.0
050US21029,22.65,39.01
050US21031,0.0,0.0
050US21033,86.43,15.71
050US21035,41.26,103.16
050US21037,69.36,57.44
050US21039,20.66,0.0
050US21041,65.35,46.68
050US21043,25.65,18.32
050US21045,25.32,0.0
050US21047,52.59,138.38
050US21049,36.24,91.99
050US21051,67.89,29.1
050US21053,39.17,39.17
050US21055,33.03,33.03
050US21057,74.48,14.9
050US21059,49.03,134.08
050US21061,0.0,0.0
050US21063,13.3,0.0
050US21065,41.92,27.95
050US21067,106.99,303.7
050US21069,48.35,55.25
050US21071,89.37,67.7
050US21073,67.6,97.42
050US21075,80.52,96.62
050US21077,11.49,0.0
050US21079,28.86,5.77
050US21081,44.15,12.04
050US21083,45.58,50.95
050US21085,64.94,80.22
050US21087,54.43,45.36
050US21089,72.7,103.45
050US21091,0.0,0.0
050US21093,73.08,141.54
050US21095,51.6,92.14
050US21097,53.57,64.28
050US21099,37.58,16.11
050US21101,45.52,99.7
050US21103,31.62,6.32
050US21105,43.78,0.0
050US21107,118.26,148.91
050US21109,29.91,7.48
050US21111,89.81,216.38
050US21113,40.06,22.89
050US21115,56.91,78.8
050US21117,70.44,160.91
050US21119,19.34,0.0
050US21121,41.31,28.6
050US21123,21.19,7.06
050US21125,49.85,84.75
050US21127,57.02,50.69
050US21129,14.81,0.0
050US21131,28.65,9.55
050US21133,66.15,52.92
050US21135,22.24,14.83
050US21137,36.8,20.44
050US21139,32.39,21.59
050US21141,40.97,37.25
050US21143,12.22,0.0
050US21145,85.78,255.81
050US21147,22.68,5.67
050US21149,10.72,0.0
050US21151,52.4,63.55
050US21153,31.58,0.0
050US21155,46.8,72.8
050US21157,32.09,16.04
050US21159,16.78,0.0
