HEROP_ID,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OpRxRt,OdMortRt,OdMortRtAv
050US48315,1.0,37.4,0.25,2.0,35.35,0.5,1.0,36.83,0.25,1.0,36.3,0.25,9.8,24.2,15.7
050US48339,52.0,17.08,0.88,57.0,13.17,0.97,57.0,13.13,0.97,55.0,14.43,0.93,37.5,18.6,14.4
050US48343,1.0,28.12,0.33,1.0,28.12,0.33,1.0,28.12,0.33,0.0,50.75,0.0,12.8,16.2,14.7
050US48349,4.0,34.17,0.4,9.0,16.98,0.9,9.0,14.25,0.9,8.0,15.67,0.8,23.7,12.5,12.8
050US48373,6.0,24.3,0.6,6.0,24.0,0.6,7.0,23.69,0.7,6.0,24.38,0.6,27.2,26.5,18.54
050US48377,2.0,0.0,1.0,0.0,130.32,0.0,1.0,21.76,0.5,,,,5.8,9.5,12.9
050US48383,0.0,100.14,0.0,1.0,0.0,1.0,0.0,85.27,0.0,0.0,102.04,0.0,1.6,20.9,15.14
050US48405,2.0,17.41,0.67,2.0,17.41,0.67,2.0,17.41,0.67,1.0,35.47,0.33,28.5,17.9,16.94
050US48407,3.0,22.92,0.75,1.0,35.36,0.25,1.0,35.36,0.25,0.0,42.22,0.0,3.4,27.0,18.62
050US46041,1.0,36.51,0.5,0.0,129.68,0.0,0.0,178.89,0.0,0.0,164.98,0.0,2.5,15.1,12.82
050US46071,0.0,70.35,0.0,0.0,63.45,0.0,0.0,108.36,0.0,0.0,82.48,0.0,8.8,8.8,11.86
050US46075,1.0,0.0,1.0,0.0,71.84,0.0,0.0,71.56,0.0,0.0,71.56,0.0,31.2,9.8,11.82
050US46079,0.0,44.91,0.0,3.0,10.83,1.0,3.0,10.83,1.0,3.0,10.83,1.0,19.3,5.2,9.48
050US46127,3.0,7.12,1.0,3.0,15.54,1.0,1.0,30.87,0.33,2.0,21.45,0.67,233.8,6.7,9.74
050US47013,11.0,12.08,1.0,11.0,12.66,1.0,10.0,14.61,0.91,11.0,12.08,1.0,35.5,53.4,37.98
050US47021,2.0,33.42,0.22,8.0,18.77,0.89,6.0,28.5,0.67,5.0,29.18,0.56,38.3,84.7,39.8
050US47031,2.0,37.7,0.17,12.0,12.63,1.0,9.0,22.5,0.75,11.0,12.6,0.92,138.1,31.6,25.84
050US47035,12.0,20.45,0.86,12.0,22.65,0.86,7.0,32.98,0.5,12.0,18.54,0.86,40.6,25.1,23.2
050US47037,161.0,8.71,1.0,161.0,8.52,1.0,161.0,8.56,1.0,161.0,6.89,1.0,84.8,62.2,33.62
050US47041,4.0,10.64,1.0,4.0,10.64,1.0,3.0,29.35,0.75,4.0,10.64,1.0,47.4,63.6,32.06
050US47065,77.0,12.82,0.94,78.0,10.82,0.95,77.0,11.75,0.94,79.0,10.13,0.96,101.1,36.2,21.12
050US47089,9.0,16.16,1.0,9.0,13.49,1.0,9.0,21.64,1.0,9.0,11.41,1.0,59.9,34.2,24.82
050US56003,1.0,35.35,0.33,2.0,21.12,0.67,2.0,21.29,0.67,2.0,21.29,0.67,32.1,21.4,20.3
050US56013,7.0,18.88,0.7,6.0,28.76,0.6,6.0,23.86,0.6,7.0,18.16,0.7,41.0,26.2,22.0
050US56031,0.0,96.7,0.0,1.0,32.66,0.5,1.0,32.66,0.5,1.0,32.66,0.5,16.8,18.8,18.24
050US56035,0.0,129.06,0.0,0.0,101.68,0.0,1.0,23.03,0.5,1.0,23.03,0.5,29.0,13.1,18.54
050US01041,2.0,28.13,0.33,3.0,23.09,0.5,3.0,23.09,0.5,0.0,45.2,0.0,33.4,11.4,11.96
050US02100,1.0,0.0,1.0,0.0,541.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,16.0,18.26
050US04001,2.0,68.7,0.12,8.0,39.22,0.5,2.0,62.51,0.12,3.0,63.86,0.19,4.9,23.0,15.3
050US05001,4.0,23.18,0.5,8.0,9.87,1.0,4.0,22.47,0.5,4.0,25.21,0.5,70.7,17.6,15.26
050US05029,4.0,26.65,0.67,6.0,14.48,1.0,6.0,14.48,1.0,6.0,14.43,1.0,38.2,21.9,17.48
050US05057,4.0,14.3,0.8,4.0,14.3,0.8,4.0,14.3,0.8,4.0,14.3,0.8,40.0,11.4,15.64
050US39115,4.0,16.57,1.0,0.0,54.26,0.0,0.0,46.36,0.0,4.0,16.57,1.0,10.3,27.8,20.36
050US40113,8.0,23.75,0.73,9.0,18.54,0.82,6.0,24.91,0.55,7.0,21.71,0.64,11.0,22.0,21.38
050US41015,1.0,40.39,0.17,4.0,13.96,0.8,5.0,15.27,0.83,5.0,15.27,0.83,83.2,27.9,21.28
050US42049,67.0,10.37,0.93,71.0,10.54,1.0,72.0,7.48,1.0,65.0,11.66,0.9,56.9,28.5,27.42
050US42101,384.0,3.68,1.0,384.0,3.87,1.0,384.0,2.83,1.0,384.0,2.89,1.0,43.2,70.4,54.1
050US45009,4.0,11.24,1.0,0.0,34.98,0.0,3.0,17.91,0.75,4.0,19.08,1.0,46.6,15.4,15.4
050US45057,14.0,10.37,1.0,14.0,10.94,1.0,14.0,17.17,1.0,14.0,12.86,1.0,30.3,47.3,20.24
050US45087,9.0,10.81,1.0,9.0,10.81,1.0,9.0,10.84,1.0,2.0,35.5,0.22,17.7,26.4,18.58
050US47025,9.0,15.71,1.0,8.0,19.32,0.89,8.0,19.79,0.89,8.0,19.53,0.89,101.9,53.1,38.88
050US47053,12.0,20.27,0.86,10.0,20.07,0.71,12.0,13.9,0.86,12.0,16.73,0.86,60.3,22.8,19.24
050US47135,2.0,13.14,1.0,2.0,13.14,1.0,2.0,13.14,1.0,1.0,35.97,0.5,99.6,27.7,27.02
050US47163,39.0,10.33,1.0,39.0,10.82,1.0,39.0,8.63,1.0,39.0,8.59,1.0,126.4,37.6,26.26
050US48089,1.0,42.49,0.2,4.0,9.94,0.8,0.0,63.61,0.0,1.0,40.49,0.2,22.0,9.6,10.3
050US48135,28.0,7.81,1.0,28.0,6.36,1.0,28.0,6.89,1.0,28.0,4.74,1.0,41.2,20.2,14.62
050US48203,13.0,14.67,0.93,13.0,14.82,0.93,13.0,14.81,0.93,13.0,11.57,0.93,36.2,14.1,11.74
050US48323,9.0,3.46,1.0,8.0,21.34,0.89,8.0,21.34,0.89,8.0,21.34,0.89,9.5,6.2,8.62
050US48351,2.0,30.12,0.5,1.0,35.48,0.25,3.0,28.16,0.75,2.0,30.12,0.5,7.1,28.5,21.34
050US48379,0.0,35.55,0.0,0.0,33.94,0.0,2.0,8.7,1.0,0.0,35.55,0.0,1.5,17.3,14.58
050US48409,14.0,16.21,0.88,12.0,19.96,0.75,13.0,15.6,0.81,14.0,18.28,0.88,27.6,16.9,14.86
050US48465,10.0,4.68,1.0,10.0,7.41,1.0,10.0,7.41,1.0,0.0,93.58,0.0,21.1,9.7,9.48
050US49007,5.0,8.01,1.0,4.0,14.04,0.8,5.0,8.13,1.0,5.0,8.13,1.0,125.9,45.7,38.4
050US49019,0.0,56.89,0.0,2.0,5.6,1.0,2.0,5.6,1.0,2.0,5.6,1.0,46.5,28.3,26.12
050US51005,5.0,21.46,0.83,4.0,20.3,0.67,6.0,10.22,1.0,6.0,16.4,1.0,50.1,21.4,22.8
050US51029,2.0,23.99,0.5,0.0,48.57,0.0,0.0,43.66,0.0,0.0,47.92,0.0,4.4,10.2,15.82
050US51089,14.0,11.48,1.0,14.0,20.13,1.0,14.0,15.33,1.0,14.0,17.26,1.0,5.8,56.5,26.22
050US51141,0.0,37.89,0.0,1.0,34.92,0.25,2.0,23.69,0.5,2.0,23.69,0.5,40.4,43.5,24.24
050US51193,2.0,24.26,0.5,0.0,45.99,0.0,3.0,28.96,0.75,3.0,28.96,0.75,4.5,29.4,25.46
050US53011,104.0,6.76,1.0,100.0,12.85,0.96,104.0,7.31,1.0,102.0,9.15,0.98,39.8,23.0,15.18
050US53045,10.0,17.78,0.71,9.0,20.76,0.64,9.0,19.82,0.64,10.0,17.93,0.71,15.9,33.1,21.26
050US54025,6.0,4.81,0.86,5.0,24.65,0.71,3.0,30.92,0.43,3.0,24.73,0.43,58.6,53.9,31.94
050US55001,5.0,23.34,0.71,6.0,21.32,0.86,6.0,21.42,0.86,6.0,21.51,0.86,4.7,33.4,20.2
050US08027,0.0,63.71,0.0,0.0,66.54,0.0,1.0,0.0,1.0,0.0,64.43,0.0,2.1,32.8,25.92
050US08051,0.0,130.97,0.0,2.0,54.41,0.5,2.0,54.41,0.5,3.0,44.45,0.75,21.0,17.8,19.56
050US05041,2.0,32.14,0.4,4.0,9.67,0.8,4.0,19.6,0.8,4.0,18.28,0.8,85.2,11.0,14.96
050US13261,8.0,10.8,1.0,8.0,14.02,1.0,8.0,9.85,1.0,8.0,10.8,1.0,73.1,9.4,11.22
050US18179,7.0,11.89,1.0,7.0,11.46,1.0,7.0,11.87,1.0,7.0,11.97,1.0,40.0,21.1,19.66
050US22111,5.0,13.61,0.83,6.0,10.83,1.0,5.0,16.58,0.83,4.0,25.59,0.67,35.9,14.3,14.38
050US23003,22.0,8.32,0.92,16.0,20.24,0.67,17.0,16.94,0.71,17.0,17.01,0.71,49.6,25.2,16.48
050US40133,6.0,21.16,0.67,7.0,17.33,0.78,8.0,15.01,0.89,7.0,16.78,0.78,26.2,38.4,27.36
050US35019,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,108.2,43.3,35.88
050US37105,12.0,24.62,0.92,13.0,10.97,1.0,0.0,35.29,0.0,13.0,9.41,1.0,56.1,38.9,19.98
050US37125,1.0,36.21,0.06,15.0,17.78,0.83,15.0,16.34,0.83,16.0,13.25,0.89,124.5,22.7,16.66
050US19035,0.0,41.93,0.0,4.0,14.08,1.0,4.0,14.08,1.0,4.0,14.08,1.0,21.5,6.5,10.5
050US20033,0.0,100.01,0.0,1.0,0.0,1.0,0.0,53.17,0.0,0.0,53.17,0.0,9.5,15.4,17.02
050US20149,2.0,36.91,0.5,4.0,3.27,1.0,2.0,35.09,0.5,2.0,32.92,0.5,10.3,10.3,12.7
050US21027,0.0,45.8,0.0,6.0,17.6,1.0,5.0,19.44,0.83,6.0,17.36,1.0,23.3,26.0,18.52
050US21147,3.0,7.7,0.75,2.0,29.72,0.5,3.0,14.97,0.75,3.0,14.97,0.75,26.6,27.7,27.82
050US21175,5.0,17.41,1.0,5.0,17.41,1.0,5.0,17.41,1.0,5.0,17.41,1.0,50.0,38.9,33.0
050US22005,13.0,22.28,0.93,14.0,12.1,1.0,14.0,10.91,1.0,12.0,13.22,0.86,33.5,37.4,21.12
050US22015,20.0,13.83,0.91,20.0,11.53,0.91,20.0,14.51,0.91,20.0,13.95,0.91,57.4,16.7,13.58
050US22025,3.0,3.79,1.0,2.0,32.86,0.67,0.0,39.56,0.0,0.0,39.56,0.0,12.7,22.8,17.74
050US22037,5.0,10.56,1.0,5.0,8.7,1.0,0.0,45.43,0.0,3.0,23.64,0.6,23.7,26.4,16.0
050US22091,2.0,0.0,1.0,1.0,17.54,0.5,0.0,54.32,0.0,0.0,48.32,0.0,29.0,40.5,23.3
050US22109,19.0,12.78,0.86,19.0,10.92,0.9,19.0,11.85,0.86,19.0,14.76,0.86,66.1,40.0,28.48
050US24029,6.0,16.72,1.0,5.0,14.18,1.0,6.0,14.66,1.0,6.0,14.47,1.0,69.8,30.9,27.28
050US24047,16.0,16.1,0.94,13.0,19.76,0.81,16.0,12.21,0.94,16.0,12.21,0.94,26.7,35.4,28.34
050US26055,15.0,17.46,0.88,14.0,15.91,0.88,14.0,15.32,0.82,15.0,13.51,0.88,81.3,18.2,17.1
050US27015,0.0,54.38,0.0,8.0,8.66,1.0,7.0,9.98,0.88,7.0,14.85,0.88,29.3,7.4,9.76
050US27167,0.0,72.4,0.0,2.0,14.1,1.0,0.0,47.24,0.0,2.0,0.0,1.0,6.1,10.4,10.4
050US28051,5.0,5.03,1.0,4.0,23.21,0.8,4.0,23.21,0.8,0.0,46.59,0.0,22.7,8.5,11.98
050US29013,4.0,16.85,1.0,4.0,16.85,1.0,4.0,16.85,1.0,4.0,16.85,1.0,28.8,25.2,23.36
050US29095,199.0,7.85,1.0,199.0,7.58,1.0,199.0,7.86,1.0,199.0,6.54,1.0,58.4,25.2,18.76
050US30053,4.0,28.01,0.8,3.0,35.65,0.6,4.0,28.01,0.8,4.0,25.15,0.8,56.1,18.1,18.96
050US35033,1.0,0.0,1.0,0.0,51.58,0.0,1.0,0.0,1.0,0.0,51.58,0.0,2.0,42.3,33.86
050US36059,284.0,6.84,1.0,279.0,6.31,1.0,284.0,6.37,1.0,284.0,5.22,1.0,41.3,19.5,15.0
050US38003,4.0,9.12,1.0,4.0,9.12,1.0,0.0,39.84,0.0,0.0,38.68,0.0,34.7,10.8,9.22
050US38055,1.0,16.89,0.5,1.0,20.58,0.5,0.0,60.12,0.0,0.0,56.67,0.0,22.6,11.5,11.02
050US40055,0.0,69.83,0.0,2.0,10.44,1.0,0.0,35.41,0.0,0.0,44.48,0.0,16.0,28.6,22.82
050US40117,2.0,31.5,0.4,4.0,18.3,0.8,1.0,34.26,0.2,1.0,36.0,0.2,26.1,41.2,28.08
050US42043,64.0,10.52,0.98,58.0,11.59,0.89,58.0,10.07,0.89,65.0,7.44,1.0,53.9,34.5,27.7
050US42097,17.0,19.64,0.71,23.0,10.47,0.96,23.0,9.79,0.96,24.0,8.26,1.0,35.5,37.2,26.16
050US45015,43.0,18.21,0.96,37.0,19.12,0.82,40.0,14.65,0.89,42.0,14.09,0.93,18.2,24.7,18.48
050US45067,8.0,16.33,1.0,7.0,15.29,0.88,7.0,16.81,0.88,8.0,14.92,1.0,41.5,21.0,16.76
050US47009,25.0,17.79,0.89,26.0,15.55,0.93,27.0,12.84,0.96,26.0,13.77,0.93,41.2,45.1,32.1
050US47129,3.0,20.94,0.6,1.0,37.05,0.2,4.0,19.69,0.8,4.0,19.69,0.8,33.8,36.6,32.4
050US48065,0.0,51.01,0.0,0.0,38.78,0.0,1.0,31.75,0.5,1.0,36.28,0.5,2.7,17.6,16.76
050US48157,74.0,11.18,0.97,75.0,10.36,0.99,74.0,11.87,0.97,75.0,11.28,0.99,20.7,9.2,6.66
050US12057,321.0,8.95,1.0,320.0,10.22,1.0,303.0,12.6,0.94,321.0,8.85,1.0,47.6,32.9,17.46
050US12089,5.0,34.25,0.38,10.0,20.52,0.83,13.0,10.96,1.0,10.0,22.63,0.77,31.5,42.7,24.16
050US13025,3.0,12.65,1.0,1.0,32.81,0.33,3.0,12.88,1.0,1.0,33.03,0.33,6.5,30.9,22.76
050US39167,13.0,21.0,0.81,14.0,13.9,0.88,16.0,9.99,1.0,14.0,13.01,0.88,61.7,27.0,21.14
050US40023,5.0,5.69,1.0,5.0,11.12,1.0,5.0,11.12,1.0,5.0,11.12,1.0,19.8,29.7,24.02
050US18007,0.0,41.71,0.0,1.0,37.79,0.33,2.0,18.61,0.67,2.0,18.61,0.67,7.8,21.4,19.58
050US18051,7.0,9.73,1.0,7.0,12.87,1.0,7.0,12.87,1.0,7.0,12.87,1.0,35.9,14.7,15.76
050US18123,1.0,38.98,0.2,4.0,12.29,0.8,5.0,10.07,1.0,5.0,10.07,1.0,21.6,16.9,19.12
050US20083,0.0,45.18,0.0,1.0,0.0,1.0,0.0,45.18,0.0,0.0,46.42,0.0,23.5,8.6,12.46
050US20203,0.0,87.87,0.0,1.0,0.0,1.0,0.0,31.74,0.0,1.0,0.0,1.0,12.2,10.5,14.62
050US21079,4.0,5.24,1.0,4.0,17.52,1.0,3.0,21.0,0.75,4.0,18.12,1.0,26.9,54.8,28.3
050US21123,4.0,9.95,1.0,2.0,29.49,0.5,4.0,14.75,1.0,3.0,16.14,0.75,25.4,18.9,23.08
050US21209,12.0,23.12,0.86,14.0,12.54,1.0,14.0,11.27,1.0,14.0,7.91,1.0,37.0,42.5,25.44
050US22065,5.0,9.73,1.0,4.0,19.45,0.8,5.0,5.02,1.0,5.0,9.73,1.0,4.5,10.6,13.5
050US22105,20.0,6.14,1.0,20.0,9.14,1.0,17.0,17.28,0.85,16.0,17.06,0.8,38.8,53.2,28.68
050US23025,14.0,20.62,0.82,10.0,29.33,0.59,11.0,28.65,0.65,11.0,28.97,0.65,30.0,33.5,21.98
050US26007,9.0,5.63,0.9,7.0,18.0,0.78,8.0,14.51,0.8,8.0,14.74,0.8,52.4,18.1,17.32
050US28017,3.0,14.41,0.75,4.0,15.56,1.0,3.0,13.82,0.75,0.0,36.64,0.0,24.4,12.9,13.44
050US48419,5.0,14.27,0.83,3.0,33.12,0.5,3.0,33.2,0.5,4.0,19.38,0.67,18.9,16.0,16.56
050US54083,7.0,1.84,1.0,5.0,16.45,0.71,5.0,16.25,0.71,5.0,16.25,0.71,42.3,27.4,20.92
050US06063,0.0,67.29,0.0,6.0,17.24,0.86,2.0,42.19,0.29,0.0,68.05,0.0,41.7,39.4,30.44
050US48129,0.0,76.91,0.0,0.0,60.52,0.0,2.0,10.05,1.0,0.0,72.09,0.0,0.4,14.9,16.64
050US48313,4.0,9.47,1.0,4.0,9.47,1.0,0.0,41.65,0.0,0.0,48.16,0.0,23.2,13.9,12.34
050US53027,13.0,17.07,0.76,11.0,23.47,0.69,14.0,17.36,0.82,10.0,19.15,0.59,49.1,31.5,25.18
050US54059,5.0,14.83,0.71,4.0,24.8,0.57,4.0,20.28,0.57,4.0,19.52,0.57,68.0,91.5,62.08
050US05119,94.0,9.04,0.99,94.0,8.9,0.99,94.0,7.24,0.99,94.0,8.14,0.99,141.7,27.0,16.96
050US06093,10.0,13.45,0.71,6.0,37.7,0.43,6.0,36.92,0.43,7.0,25.85,0.5,53.5,28.5,23.7
050US02170,24.0,12.09,1.0,16.0,29.97,0.67,19.0,22.0,0.79,19.0,20.76,0.79,38.0,24.1,20.16
050US13075,4.0,14.76,1.0,4.0,11.98,1.0,4.0,15.47,1.0,4.0,15.24,1.0,43.9,15.9,13.44
050US25005,126.0,8.12,1.0,126.0,6.9,1.0,126.0,6.01,1.0,126.0,5.58,1.0,41.8,44.1,42.12
050US13303,5.0,10.27,1.0,5.0,14.1,1.0,5.0,14.1,1.0,0.0,57.55,0.0,22.4,9.7,14.52
050US17017,4.0,10.07,0.8,3.0,28.73,0.6,4.0,16.91,0.8,4.0,7.19,0.8,9.2,11.9,16.74
050US22043,5.0,3.8,1.0,2.0,37.24,0.4,2.0,38.8,0.4,2.0,39.67,0.4,5.3,19.7,15.94
050US22127,4.0,10.48,1.0,4.0,9.1,1.0,0.0,48.32,0.0,0.0,53.41,0.0,37.1,25.8,17.52
050US10001,33.0,11.59,1.0,33.0,12.5,1.0,33.0,9.89,1.0,33.0,8.76,1.0,29.7,35.0,26.72
050US12075,8.0,22.09,0.8,5.0,31.29,0.56,6.0,29.81,0.6,5.0,31.58,0.5,55.0,35.2,22.48
050US27021,,,,2.0,48.23,0.2,4.0,39.02,0.4,3.0,44.97,0.3,8.4,26.0,20.14
050US28089,20.0,9.33,0.95,20.0,16.17,0.95,20.0,14.21,0.95,17.0,18.54,0.81,49.2,9.9,9.1
050US29227,1.0,0.0,1.0,0.0,42.27,0.0,0.0,55.66,0.0,0.0,56.13,0.0,-9.0,12.4,15.08
050US30043,1.0,29.44,0.33,1.0,29.77,0.33,1.0,29.44,0.33,2.0,14.98,0.67,15.3,20.2,18.36
050US30081,8.0,25.62,0.8,8.0,28.12,0.8,9.0,20.6,0.9,8.0,27.6,0.8,31.0,19.8,15.88
050US34027,100.0,12.59,1.0,100.0,9.0,1.0,100.0,7.99,1.0,100.0,7.23,1.0,32.3,19.4,16.2
050US36075,28.0,9.9,0.93,19.0,22.68,0.66,22.0,18.25,0.73,22.0,19.63,0.73,22.5,28.6,18.62
050US37021,55.0,12.18,0.98,54.0,13.74,0.96,55.0,9.36,0.98,56.0,7.17,1.0,73.5,39.2,30.16
050US37107,15.0,3.36,1.0,15.0,11.72,1.0,15.0,10.34,1.0,15.0,8.97,1.0,42.8,25.7,17.28
050US37145,7.0,14.46,1.0,7.0,14.46,1.0,7.0,12.74,1.0,7.0,11.6,1.0,19.5,25.5,17.94
050US37193,13.0,15.51,0.93,14.0,15.39,1.0,12.0,18.44,0.86,12.0,15.44,0.86,36.4,35.1,34.6
050US40141,1.0,42.02,0.2,0.0,47.7,0.0,0.0,47.61,0.0,0.0,49.99,0.0,65.0,26.3,22.52
050US41031,3.0,19.66,0.5,3.0,19.95,0.5,0.0,44.66,0.0,4.0,18.08,0.67,23.7,11.7,13.3
050US41047,56.0,10.84,0.97,57.0,11.55,0.98,55.0,13.21,0.95,57.0,6.35,0.98,37.9,17.4,11.92
050US27087,0.0,124.0,0.0,1.0,19.99,0.5,0.0,69.22,0.0,2.0,0.0,1.0,5.0,39.6,18.36
050US27173,0.0,81.89,0.0,3.0,18.03,0.75,1.0,37.4,0.25,2.0,29.82,0.5,38.1,9.2,10.62
050US28109,7.0,16.95,0.78,9.0,12.45,1.0,2.0,32.4,0.22,2.0,32.99,0.22,32.9,53.1,30.66
050US29027,8.0,13.22,1.0,8.0,12.82,1.0,8.0,11.06,1.0,8.0,16.25,1.0,18.9,22.8,19.28
050US30009,3.0,22.21,0.6,2.0,33.17,0.4,2.0,31.61,0.4,2.0,31.61,0.4,13.0,18.3,17.9
050US30033,0.0,132.39,0.0,1.0,0.0,1.0,0.0,139.55,0.0,1.0,0.0,1.0,9.6,11.5,15.9
050US31033,0.0,64.02,0.0,3.0,5.06,1.0,3.0,5.06,1.0,3.0,5.06,1.0,30.8,12.8,15.64
050US34031,97.0,7.71,0.97,100.0,5.73,1.0,99.0,4.34,0.99,100.0,4.19,1.0,28.5,29.8,20.1
050US35017,7.0,9.61,0.88,5.0,20.9,0.62,5.0,19.16,0.62,0.0,78.0,0.0,40.1,40.6,30.76
050US36009,12.0,22.23,0.57,14.0,23.12,0.67,19.0,13.51,0.9,16.0,17.89,0.76,36.9,18.3,15.76
050US36061,288.0,1.39,1.0,288.0,2.89,1.0,288.0,1.49,1.0,288.0,1.49,1.0,56.3,24.5,15.9
050US36071,78.0,8.73,0.99,79.0,11.88,1.0,78.0,11.91,0.99,79.0,9.06,1.0,29.0,30.9,22.26
050US37015,4.0,5.76,1.0,4.0,19.2,1.0,3.0,26.83,0.75,4.0,19.2,1.0,59.5,19.2,17.58
050US37101,25.0,13.13,1.0,25.0,15.28,1.0,25.0,15.05,1.0,25.0,12.3,1.0,35.3,21.1,15.44
050US37131,5.0,8.57,1.0,3.0,26.2,0.6,3.0,20.99,0.6,4.0,19.43,0.8,8.8,20.3,17.36
050US37159,30.0,10.56,1.0,29.0,16.56,0.97,30.0,11.24,1.0,30.0,10.49,1.0,53.8,47.9,32.4
050US37183,181.0,12.82,0.97,187.0,12.44,1.0,186.0,10.14,0.99,187.0,7.43,1.0,37.2,17.1,11.72
050US13201,2.0,29.3,0.67,3.0,12.6,1.0,1.0,30.84,0.33,1.0,35.58,0.33,74.6,17.4,12.76
050US13265,1.0,0.0,1.0,0.0,39.49,0.0,0.0,34.2,0.0,0.0,43.11,0.0,-9.0,15.4,15.46
050US44009,28.0,13.7,0.93,28.0,15.25,0.97,27.0,22.52,0.9,28.0,12.06,0.93,30.0,23.8,20.48
050US45003,31.0,14.12,0.94,29.0,18.6,0.88,30.0,16.6,0.91,29.0,20.31,0.88,40.0,41.9,21.72
050US45007,39.0,14.6,1.0,39.0,13.53,1.0,37.0,16.19,0.95,37.0,15.51,0.95,67.1,35.0,20.68
050US45017,3.0,6.77,1.0,3.0,25.36,1.0,3.0,15.84,1.0,3.0,25.36,1.0,6.3,13.2,14.18
050US45035,24.0,18.28,0.96,22.0,14.12,0.88,23.0,15.0,0.92,22.0,13.0,0.88,22.8,27.8,16.68
050US45041,32.0,8.67,0.97,31.0,12.39,0.94,31.0,13.2,0.94,29.0,14.47,0.88,125.0,27.6,15.94
050US45045,107.0,13.75,0.96,108.0,11.2,0.97,109.0,11.26,0.98,107.0,10.93,0.96,67.6,33.4,23.3
050US45051,70.0,11.58,0.97,70.0,13.34,0.97,56.0,19.38,0.78,66.0,14.48,0.92,54.3,49.2,29.36
050US30007,0.0,38.67,0.0,2.0,8.4,1.0,0.0,45.68,0.0,0.0,45.68,0.0,13.1,14.4,15.06
050US30093,8.0,4.43,1.0,8.0,5.06,1.0,8.0,7.11,1.0,8.0,6.84,1.0,51.4,26.5,21.42
050US37051,68.0,10.88,1.0,68.0,10.03,1.0,68.0,8.42,1.0,68.0,7.88,1.0,64.3,43.6,22.54
050US37139,10.0,12.72,1.0,10.0,12.72,1.0,0.0,55.4,0.0,10.0,5.62,1.0,55.4,35.1,20.12
050US45061,7.0,13.63,1.0,6.0,18.93,0.86,5.0,21.11,0.71,7.0,17.53,1.0,13.2,12.0,13.86
050US46055,0.0,103.12,0.0,1.0,0.0,1.0,0.0,123.24,0.0,0.0,120.85,0.0,119.1,10.5,12.08
050US47045,4.0,29.78,0.5,8.0,11.62,1.0,8.0,9.47,1.0,8.0,9.47,1.0,80.2,20.0,16.16
050US47127,0.0,36.98,0.0,2.0,22.88,1.0,2.0,22.88,1.0,2.0,22.88,1.0,15.9,26.8,21.32
050US51081,3.0,11.89,1.0,3.0,13.44,1.0,3.0,9.69,1.0,3.0,11.63,1.0,1.4,19.4,19.5
050US51105,6.0,9.99,1.0,3.0,31.08,0.5,6.0,13.97,1.0,5.0,19.78,0.83,57.0,37.4,31.78
050US51195,6.0,26.42,0.55,10.0,16.78,0.91,10.0,16.97,0.91,10.0,22.5,0.91,64.1,41.2,43.64
050US54007,3.0,0.0,1.0,1.0,26.62,0.33,2.0,26.21,0.67,2.0,21.22,0.67,22.5,35.2,27.94
050US54099,11.0,6.56,1.0,8.0,19.09,0.73,10.0,10.71,0.91,10.0,13.94,0.91,10.9,110.4,63.32
050US42031,6.0,25.36,0.6,4.0,29.24,0.4,8.0,15.98,0.8,8.0,19.9,0.8,33.9,21.1,19.66
050US01009,5.0,24.74,0.56,4.0,31.33,0.44,5.0,26.16,0.56,7.0,20.09,0.78,22.8,24.2,21.96
050US01047,14.0,13.92,0.93,14.0,14.4,0.93,14.0,14.4,0.93,14.0,13.9,0.93,62.7,7.8,9.9
050US05073,1.0,20.96,0.5,0.0,36.12,0.0,1.0,19.43,0.5,0.0,49.04,0.0,91.5,10.9,13.94
050US06027,0.0,221.27,0.0,5.0,9.01,0.83,4.0,26.31,0.67,4.0,26.31,0.67,26.6,34.2,22.84
050US06053,91.0,7.26,0.97,89.0,11.85,0.96,90.0,9.78,0.96,91.0,8.33,0.97,25.8,22.4,12.86
050US06099,93.0,5.07,0.99,91.0,8.02,0.97,90.0,10.19,0.96,91.0,9.75,0.97,54.4,24.1,16.08
050US08111,0.0,62.74,0.0,0.0,64.14,0.0,0.0,64.14,0.0,0.0,62.74,0.0,-9.0,22.7,22.04
050US12045,3.0,14.5,0.75,2.0,20.26,0.67,2.0,24.02,0.5,0.0,41.87,0.0,49.0,33.5,22.92
050US12105,150.0,12.26,0.97,150.0,14.73,0.97,146.0,14.1,0.95,144.0,14.34,0.94,33.7,27.9,19.72
050US12121,6.0,15.73,0.86,6.0,18.94,0.86,4.0,25.14,0.57,4.0,25.21,0.57,16.0,22.9,16.94
050US16041,2.0,8.48,1.0,2.0,8.43,1.0,2.0,8.48,1.0,0.0,40.4,0.0,51.3,16.6,19.26
050US16079,3.0,4.8,1.0,2.0,17.09,0.67,2.0,12.3,0.67,2.0,17.09,0.67,31.5,28.9,20.76
050US18021,5.0,25.38,0.83,5.0,11.1,0.83,5.0,11.1,0.83,5.0,11.36,0.83,20.6,17.6,18.4
