HEROP_ID,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OpRxRt,OdMortRt,OdMortRtAv
050US48395,4.0,11.18,0.8,3.0,35.55,0.6,1.0,38.5,0.2,2.0,42.13,0.4,5.7,17.0,13.68
050US48423,41.0,9.69,1.0,40.0,9.7,0.98,39.0,10.72,0.95,39.0,12.49,0.95,99.5,11.5,11.06
050US48427,14.0,11.76,0.93,14.0,16.43,0.93,14.0,16.43,0.93,0.0,53.06,0.0,25.6,6.1,8.06
050US48457,0.0,44.38,0.0,4.0,15.41,0.8,0.0,47.46,0.0,4.0,15.03,0.8,9.8,26.5,19.8
050US48471,10.0,12.7,1.0,9.0,19.64,0.9,6.0,27.03,0.6,0.0,43.92,0.0,25.6,13.1,10.6
050US48475,0.0,47.86,0.0,3.0,10.35,1.0,3.0,17.71,1.0,0.0,47.86,0.0,32.5,19.5,18.0
050US48477,2.0,32.37,0.33,6.0,11.73,1.0,0.0,58.0,0.0,2.0,33.46,0.33,29.2,10.7,10.5
050US48499,1.0,37.4,0.1,10.0,15.0,1.0,8.0,21.33,0.8,1.0,40.31,0.1,29.2,18.5,13.7
050US49001,0.0,74.84,0.0,2.0,0.0,1.0,1.0,28.48,0.5,1.0,28.48,0.5,73.3,30.6,26.68
050US49003,10.0,12.74,0.91,10.0,13.6,0.91,10.0,11.52,0.91,10.0,12.74,0.91,31.1,25.8,21.16
050US49011,54.0,11.81,1.0,54.0,7.41,1.0,54.0,4.23,1.0,54.0,4.76,1.0,45.5,18.8,17.3
050US40073,0.0,53.02,0.0,3.0,19.1,0.75,3.0,19.1,0.75,3.0,19.1,0.75,110.9,15.9,17.74
050US40079,11.0,20.05,0.92,11.0,18.53,0.92,11.0,16.12,0.92,12.0,13.16,1.0,38.2,33.7,25.38
050US40145,21.0,14.14,0.95,22.0,13.03,1.0,22.0,15.03,1.0,22.0,14.02,1.0,13.1,23.1,22.58
050US41005,78.0,10.82,0.98,73.0,14.73,0.91,76.0,12.83,0.95,76.0,11.0,0.95,31.0,15.2,10.8
050US41021,0.0,76.2,0.0,0.0,81.69,0.0,1.0,0.0,1.0,1.0,0.0,1.0,22.5,12.5,14.06
050US41033,14.0,14.03,0.88,13.0,18.85,0.81,13.0,17.24,0.81,13.0,16.5,0.81,47.1,28.1,19.3
050US41035,16.0,14.17,0.8,14.0,27.3,0.7,14.0,21.69,0.7,15.0,21.95,0.75,39.7,20.6,18.14
050US41039,73.0,15.87,0.84,80.0,11.75,0.93,75.0,14.72,0.86,82.0,9.84,0.94,61.2,25.7,19.18
050US41043,18.0,17.35,0.86,18.0,13.97,0.86,16.0,20.63,0.76,19.0,10.54,0.9,30.4,20.4,14.52
050US41051,171.0,4.51,1.0,171.0,7.78,1.0,171.0,5.62,1.0,171.0,4.5,1.0,47.6,30.8,19.8
050US41055,0.0,57.64,0.0,0.0,56.7,0.0,0.0,56.7,0.0,0.0,56.7,0.0,5.1,17.4,14.62
050US41061,0.0,99.0,0.0,5.0,29.26,0.62,6.0,17.58,0.75,6.0,16.42,0.75,50.2,25.1,16.18
050US42005,11.0,25.18,0.58,14.0,22.88,0.74,16.0,16.33,0.84,18.0,15.19,0.95,26.8,42.1,37.5
050US42029,116.0,15.34,1.0,116.0,10.89,1.0,116.0,9.69,1.0,116.0,9.65,1.0,28.8,23.9,23.84
050US42035,1.0,41.17,0.11,9.0,8.08,1.0,8.0,14.85,0.89,8.0,14.85,0.89,43.6,19.8,15.16
050US42059,9.0,2.26,1.0,7.0,16.84,0.78,8.0,9.74,0.89,7.0,13.81,0.78,17.0,38.0,30.1
050US42067,3.0,33.6,0.6,1.0,42.38,0.2,0.0,52.19,0.0,3.0,24.03,0.6,25.9,15.4,15.46
050US42091,206.0,12.86,0.98,211.0,7.79,1.0,211.0,6.37,1.0,211.0,6.54,1.0,47.9,27.3,25.22
050US42111,9.0,31.57,0.43,17.0,15.94,0.81,16.0,18.7,0.76,17.0,16.87,0.81,24.6,30.9,27.28
050US45005,3.0,11.44,1.0,3.0,11.44,1.0,3.0,12.03,1.0,3.0,12.03,1.0,44.5,10.1,12.86
050US45019,83.0,10.02,0.97,79.0,11.94,0.92,78.0,13.45,0.91,78.0,11.16,0.91,103.6,37.7,19.78
050US45025,10.0,8.23,1.0,9.0,19.98,0.9,8.0,20.51,0.8,10.0,16.38,1.0,26.7,18.5,16.12
050US45043,14.0,11.21,0.93,13.0,17.29,0.87,13.0,20.18,0.87,12.0,21.46,0.8,49.8,40.3,23.1
050US45063,71.0,17.32,0.96,59.0,19.17,0.8,68.0,16.17,0.92,66.0,16.23,0.89,57.7,31.6,18.46
050US45077,26.0,13.74,0.93,28.0,13.59,1.0,27.0,17.61,0.96,28.0,13.15,1.0,74.9,39.5,29.16
050US45091,46.0,10.3,1.0,43.0,17.52,0.93,44.0,14.86,0.96,45.0,14.01,0.98,29.1,30.0,20.28
050US46073,1.0,0.0,1.0,1.0,0.0,1.0,0.0,54.37,0.0,0.0,54.37,0.0,108.1,9.1,10.78
050US46093,3.0,20.67,0.6,4.0,23.77,0.8,4.0,29.11,0.8,3.0,28.57,0.6,6.9,13.4,12.72
050US46095,1.0,0.0,1.0,0.0,54.76,0.0,0.0,49.93,0.0,0.0,96.52,0.0,2.3,10.2,12.08
050US46123,0.0,83.5,0.0,2.0,7.48,1.0,2.0,7.48,1.0,2.0,7.48,1.0,42.2,8.8,11.38
050US47001,16.0,18.5,0.89,17.0,17.78,0.94,17.0,15.42,0.94,17.0,13.09,0.94,51.9,71.2,40.08
050US47003,9.0,15.07,1.0,7.0,22.81,0.78,9.0,12.93,1.0,9.0,12.93,1.0,31.2,30.2,20.82
050US47005,0.0,62.76,0.0,5.0,14.86,1.0,5.0,14.86,1.0,5.0,14.86,1.0,36.5,52.0,33.02
050US47019,16.0,15.16,0.94,15.0,15.9,0.88,16.0,11.22,0.94,16.0,19.78,0.94,32.9,31.2,27.92
050US47029,8.0,12.92,0.89,8.0,18.27,0.89,7.0,16.97,0.78,8.0,14.78,0.89,68.4,37.0,28.24
050US47049,4.0,11.35,1.0,4.0,11.35,1.0,1.0,38.25,0.25,4.0,14.18,1.0,37.4,40.6,32.06
050US47063,12.0,8.92,1.0,12.0,11.24,1.0,12.0,7.46,1.0,12.0,7.11,1.0,124.7,34.5,29.84
050US47073,13.0,9.67,1.0,12.0,15.86,0.92,12.0,14.85,0.92,11.0,19.41,0.85,31.5,42.3,30.04
050US47081,3.0,30.06,0.5,4.0,27.79,0.67,3.0,29.63,0.5,3.0,29.54,0.5,14.1,64.6,27.82
050US47097,8.0,12.17,0.89,8.0,12.1,0.89,8.0,11.94,0.89,8.0,11.94,0.89,62.8,22.4,20.54
050US47121,3.0,15.29,1.0,1.0,27.32,0.33,1.0,27.87,0.33,1.0,27.87,0.33,19.7,44.7,33.36
050US47149,48.0,10.68,0.98,47.0,13.57,0.96,48.0,12.12,0.98,49.0,8.76,1.0,50.8,36.0,21.86
050US47173,3.0,15.76,0.75,1.0,36.9,0.25,3.0,15.76,0.75,3.0,15.76,0.75,13.5,61.5,36.56
050US48007,0.0,41.76,0.0,5.0,20.67,1.0,3.0,28.93,0.5,1.0,36.4,0.17,17.0,26.8,18.54
050US25001,56.0,8.95,0.98,46.0,18.68,0.81,46.0,19.53,0.81,49.0,14.7,0.86,32.1,38.3,34.08
050US25013,103.0,6.33,1.0,102.0,7.34,0.99,102.0,6.26,0.99,102.0,4.66,0.99,44.1,50.3,33.58
050US25025,204.0,2.75,1.0,204.0,4.27,1.0,204.0,3.3,1.0,204.0,2.74,1.0,62.9,38.6,29.66
050US26033,2.0,43.61,0.12,9.0,31.99,0.64,7.0,38.02,0.44,9.0,38.98,0.56,33.2,22.8,15.76
050US26053,5.0,26.16,0.62,5.0,23.94,0.71,6.0,16.9,0.75,6.0,18.54,0.75,47.1,19.3,19.56
050US26063,7.0,26.82,0.54,11.0,15.97,0.92,9.0,20.35,0.69,5.0,36.85,0.38,33.4,17.9,17.74
050US26097,0.0,60.56,0.0,2.0,31.43,0.4,0.0,50.31,0.0,2.0,39.37,0.33,42.6,16.2,16.48
050US26115,39.0,8.79,1.0,39.0,13.52,1.0,39.0,11.88,1.0,39.0,11.74,1.0,37.2,34.6,30.16
050US13283,2.0,7.19,1.0,0.0,31.7,0.0,0.0,31.63,0.0,1.0,31.26,0.5,0.3,11.5,14.34
050US13289,1.0,15.77,0.5,1.0,30.99,0.5,1.0,30.99,0.5,1.0,35.03,0.5,0.2,17.1,14.98
050US13313,18.0,21.64,1.0,18.0,13.0,1.0,17.0,15.72,0.94,17.0,15.41,0.94,75.7,19.6,17.1
050US13317,0.0,44.44,0.0,4.0,15.09,1.0,1.0,36.78,0.25,0.0,48.26,0.0,43.6,20.1,16.8
050US15001,47.0,12.72,0.94,25.0,20.69,0.74,35.0,21.66,0.7,47.0,9.45,0.94,36.9,14.4,12.9
050US15009,38.0,15.56,1.0,36.0,7.77,1.0,29.0,18.76,0.76,38.0,12.73,1.0,28.8,17.8,14.58
050US16059,0.0,149.94,0.0,1.0,39.1,0.33,1.0,39.1,0.33,1.0,39.1,0.33,32.7,17.0,18.26
050US16073,3.0,0.0,1.0,2.0,42.01,0.67,2.0,42.01,0.67,2.0,54.2,0.67,6.6,17.3,18.2
050US16083,13.0,6.99,0.93,12.0,15.02,0.86,13.0,11.3,0.93,13.0,11.84,0.93,84.4,29.5,18.52
050US16087,2.0,12.38,0.67,2.0,16.46,0.67,2.0,16.46,0.67,2.0,32.28,0.67,48.1,12.4,17.7
050US17027,3.0,37.3,0.38,7.0,18.24,0.88,6.0,22.61,0.75,6.0,23.51,0.75,12.6,13.2,14.82
050US17031,1319.0,4.28,1.0,1318.0,5.25,1.0,1319.0,4.64,1.0,1319.0,3.2,1.0,36.1,37.0,21.56
050US17047,3.0,11.75,1.0,1.0,34.28,0.33,0.0,36.15,0.0,1.0,32.52,0.33,36.9,24.7,19.86
050US49029,0.0,34.51,0.0,0.0,32.61,0.0,0.0,31.14,0.0,0.0,31.14,0.0,22.8,21.4,24.08
050US49035,212.0,8.0,1.0,212.0,6.68,1.0,212.0,4.65,1.0,212.0,3.48,1.0,53.6,23.5,23.86
050US49043,1.0,41.38,0.08,10.0,22.16,0.77,11.0,20.48,0.85,11.0,24.25,0.85,41.9,21.8,20.4
050US49049,120.0,14.75,0.94,126.0,8.3,0.98,128.0,5.08,1.0,128.0,4.26,1.0,40.1,14.9,17.52
050US51015,3.0,37.53,0.23,11.0,19.47,0.85,11.0,19.55,0.85,11.0,20.47,0.85,43.2,19.8,15.56
050US51037,1.0,21.65,0.33,0.0,50.26,0.0,0.0,42.29,0.0,0.0,57.64,0.0,25.5,25.9,15.58
050US51051,2.0,21.9,0.5,3.0,18.81,0.75,3.0,18.81,0.75,0.0,41.76,0.0,79.9,65.7,49.16
050US51053,6.0,17.45,0.86,5.0,17.25,0.71,6.0,17.56,0.86,6.0,17.56,0.86,1.9,20.4,16.84
050US51069,14.0,16.62,1.0,14.0,15.4,1.0,14.0,11.48,1.0,14.0,12.53,1.0,3.6,29.2,22.16
050US51073,2.0,32.12,0.25,8.0,13.55,1.0,8.0,15.26,1.0,8.0,10.08,1.0,37.1,22.7,16.98
050US51085,22.0,17.54,0.96,22.0,16.63,0.96,23.0,12.85,1.0,23.0,11.94,1.0,47.2,24.2,15.84
050US51099,0.0,32.87,0.0,0.0,35.6,0.0,5.0,12.54,1.0,5.0,12.54,1.0,4.9,27.9,22.84
050US51125,3.0,0.0,1.0,0.0,42.19,0.0,1.0,20.51,0.33,1.0,20.51,0.33,20.5,15.5,15.56
050US51131,4.0,11.48,1.0,3.0,21.38,0.75,0.0,56.84,0.0,1.0,36.18,0.25,65.9,21.3,16.74
050US51137,1.0,33.84,0.2,2.0,32.55,0.4,4.0,28.35,0.8,4.0,28.72,0.8,18.1,30.0,22.72
050US51145,0.0,45.32,0.0,3.0,28.91,0.6,5.0,16.3,1.0,5.0,16.3,1.0,14.8,27.3,16.0
050US51149,7.0,13.94,1.0,7.0,14.97,1.0,7.0,14.53,1.0,7.0,9.52,1.0,9.1,17.7,15.26
050US51161,18.0,12.77,1.0,18.0,11.44,1.0,18.0,8.9,1.0,18.0,8.96,1.0,74.5,30.5,18.14
050US51177,25.0,18.96,0.83,25.0,18.92,0.83,29.0,16.06,0.97,28.0,16.3,0.93,26.6,33.0,18.3
050US51185,10.0,18.12,0.91,10.0,14.16,0.91,11.0,12.17,1.0,10.0,12.03,0.91,70.6,61.5,39.02
050US51199,14.0,18.62,0.93,14.0,11.45,1.0,15.0,10.89,1.0,15.0,9.33,1.0,19.9,18.2,12.8
050US53005,36.0,9.08,0.97,36.0,10.43,0.97,36.0,9.54,0.97,36.0,8.67,0.97,72.9,22.9,15.64
050US53007,12.0,12.47,0.86,13.0,12.18,0.93,12.0,14.12,0.86,10.0,23.71,0.71,58.1,18.4,16.28
050US53009,14.0,30.7,0.64,13.0,26.87,0.59,15.0,21.61,0.68,20.0,7.57,0.91,43.1,31.5,25.1
050US53015,24.0,7.58,1.0,22.0,13.15,0.92,23.0,10.48,0.96,23.0,10.31,0.96,38.2,28.7,22.0
050US53025,12.0,18.53,0.75,12.0,18.12,0.75,12.0,16.83,0.75,7.0,33.18,0.44,31.7,20.4,15.62
050US53031,0.0,73.71,0.0,4.0,34.65,0.57,4.0,40.23,0.5,4.0,38.03,0.5,45.5,32.5,21.8
050US53037,6.0,14.62,0.75,6.0,16.97,0.75,7.0,10.69,0.88,6.0,15.1,0.75,18.4,14.0,13.74
050US53043,0.0,72.34,0.0,3.0,17.8,0.75,0.0,58.22,0.0,2.0,27.37,0.5,64.4,19.0,18.84
050US12077,2.0,13.1,1.0,1.0,28.36,0.5,1.0,28.36,0.5,0.0,43.56,0.0,2.0,16.4,16.62
050US05061,0.0,44.54,0.0,2.0,16.14,0.67,2.0,14.35,0.67,0.0,44.54,0.0,58.5,11.5,18.8
050US05093,6.0,23.86,0.5,11.0,14.79,0.92,11.0,10.94,0.92,11.0,10.94,0.92,59.5,22.4,16.54
050US05095,3.0,7.62,1.0,0.0,38.68,0.0,2.0,19.37,0.67,2.0,19.37,0.67,5.9,11.3,14.72
050US05099,1.0,30.46,0.33,1.0,30.25,0.33,1.0,30.46,0.33,1.0,30.46,0.33,21.7,11.5,14.72
050US05103,5.0,21.38,0.83,6.0,11.68,1.0,6.0,11.68,1.0,6.0,11.68,1.0,70.7,16.7,13.86
050US05109,0.0,65.77,0.0,0.0,61.56,0.0,1.0,30.01,0.33,0.0,69.11,0.0,30.4,21.2,19.56
050US05117,3.0,6.75,1.0,0.0,42.61,0.0,1.0,34.71,0.33,0.0,37.64,0.0,13.9,13.3,14.74
050US05133,3.0,15.56,0.75,3.0,15.16,0.75,3.0,15.56,0.75,3.0,15.56,0.75,11.7,17.2,21.34
050US05147,2.0,0.0,1.0,0.0,44.88,0.0,0.0,44.04,0.0,0.0,44.39,0.0,14.8,19.4,16.5
050US06045,19.0,12.21,0.9,15.0,21.68,0.75,16.0,23.44,0.76,17.0,16.74,0.81,56.8,45.8,30.66
050US06051,0.0,201.47,0.0,1.0,40.31,0.33,1.0,40.31,0.33,1.0,40.31,0.33,31.8,15.7,19.06
050US24011,9.0,2.36,1.0,2.0,31.39,0.22,9.0,15.89,1.0,5.0,27.79,0.56,40.2,52.0,29.82
050US24033,218.0,9.3,1.0,218.0,10.1,1.0,218.0,6.53,1.0,218.0,6.9,1.0,24.8,23.7,14.24
050US24043,32.0,10.08,1.0,31.0,11.19,0.97,32.0,9.05,1.0,31.0,8.36,0.97,86.0,64.2,39.5
050US25007,0.0,66.49,0.0,4.0,10.74,1.0,5.0,12.88,1.0,5.0,10.26,1.0,21.4,28.7,22.96
050US25017,318.0,8.89,1.0,318.0,6.53,1.0,318.0,5.5,1.0,318.0,5.83,1.0,22.6,21.2,22.52
050US26041,0.0,79.54,0.0,9.0,20.02,0.82,9.0,22.85,0.69,9.0,26.21,0.69,58.3,11.4,15.3
050US26099,215.0,11.59,0.99,214.0,10.12,0.99,217.0,6.47,1.0,217.0,5.71,1.0,54.0,37.7,35.42
050US26103,22.0,16.24,0.88,21.0,12.4,0.88,21.0,13.71,0.84,21.0,12.67,0.84,57.4,20.0,17.94
050US26135,5.0,15.54,1.0,0.0,60.22,0.0,4.0,22.61,0.8,0.0,65.08,0.0,8.2,30.0,23.34
050US26147,45.0,16.31,0.9,38.0,17.9,0.78,46.0,14.24,0.92,45.0,14.63,0.9,56.3,37.2,34.02
050US26163,610.0,6.85,1.0,611.0,8.26,1.0,611.0,5.93,1.0,611.0,5.36,1.0,55.7,46.0,39.62
050US27023,0.0,51.63,0.0,4.0,17.06,1.0,3.0,24.23,0.75,2.0,30.13,0.5,21.6,8.5,9.94
050US27053,293.0,9.85,0.98,298.0,9.02,1.0,299.0,5.67,1.0,299.0,4.73,1.0,38.0,26.4,15.58
050US27077,0.0,180.82,0.0,2.0,13.22,1.0,0.0,124.22,0.0,0.0,124.22,0.0,4.7,15.7,16.52
050US27091,0.0,70.47,0.0,5.0,18.26,0.83,0.0,40.09,0.0,5.0,18.26,0.83,51.1,6.8,10.62
050US27129,0.0,54.32,0.0,4.0,21.13,0.67,4.0,23.53,0.67,4.0,21.58,0.67,61.0,11.0,10.94
050US27139,21.0,20.0,1.0,21.0,12.02,1.0,21.0,11.04,1.0,20.0,12.11,0.95,8.8,11.2,8.48
050US27163,47.0,17.91,0.94,50.0,11.67,1.0,50.0,7.07,1.0,50.0,6.59,1.0,25.4,14.2,10.66
050US28007,1.0,35.47,0.17,6.0,13.36,1.0,6.0,13.04,1.0,6.0,13.04,1.0,34.7,9.1,12.28
050US28033,32.0,13.86,0.97,31.0,11.22,0.94,33.0,10.68,1.0,31.0,11.48,0.94,62.0,27.3,17.26
050US28055,1.0,0.0,1.0,0.0,35.96,0.0,0.0,35.96,0.0,0.0,35.96,0.0,-9.0,10.7,12.16
050US28075,18.0,9.39,0.95,18.0,8.8,0.95,18.0,9.02,0.95,18.0,10.65,0.95,157.7,14.0,10.9
050US28143,3.0,7.95,1.0,0.0,45.77,0.0,3.0,7.95,1.0,0.0,44.44,0.0,9.8,13.3,15.28
050US28157,1.0,21.34,0.5,0.0,47.46,0.0,0.0,63.14,0.0,0.0,60.8,0.0,39.1,16.0,16.66
050US28163,5.0,6.4,0.83,5.0,16.94,0.83,0.0,45.66,0.0,0.0,60.09,0.0,10.5,12.7,11.32
050US29023,9.0,12.41,0.9,9.0,12.41,0.9,9.0,11.97,0.9,9.0,9.93,0.9,125.4,41.0,25.9
050US29029,10.0,12.84,0.91,6.0,30.17,0.55,9.0,18.65,0.82,9.0,19.15,0.82,49.7,22.0,21.08
050US29031,14.0,20.8,0.88,16.0,11.08,1.0,15.0,12.93,0.94,15.0,9.29,0.94,102.8,25.0,18.6
050US29033,1.0,20.2,0.33,1.0,20.2,0.33,1.0,20.2,0.33,0.0,55.7,0.0,49.8,19.4,18.64
050US17075,7.0,22.58,0.78,4.0,26.55,0.44,6.0,23.62,0.67,8.0,17.45,0.89,36.9,24.9,21.14
050US17129,1.0,39.17,0.33,1.0,37.69,0.33,1.0,37.69,0.33,1.0,36.68,0.33,1.0,23.8,17.22
050US17161,39.0,6.61,0.98,40.0,7.7,1.0,39.0,8.27,0.98,40.0,6.2,1.0,46.1,14.6,12.92
050US17175,2.0,11.48,1.0,1.0,29.51,0.5,1.0,29.51,0.5,1.0,29.51,0.5,0.6,17.0,16.7
050US17185,3.0,25.6,0.75,4.0,5.8,1.0,3.0,23.44,0.75,4.0,6.17,1.0,35.7,19.1,18.06
050US18009,2.0,29.47,0.5,3.0,12.6,0.75,4.0,8.02,1.0,4.0,8.02,1.0,25.4,47.9,30.28
050US18035,30.0,5.82,1.0,30.0,10.31,1.0,30.0,6.77,1.0,30.0,6.4,1.0,83.1,50.1,33.14
050US18067,20.0,9.15,1.0,20.0,6.6,1.0,20.0,5.58,1.0,20.0,5.56,1.0,70.3,50.1,32.96
050US18083,9.0,13.3,0.9,9.0,15.06,0.9,9.0,14.07,0.9,9.0,11.97,0.9,98.5,17.8,16.88
050US18159,4.0,9.77,1.0,4.0,9.61,1.0,4.0,20.11,1.0,4.0,9.77,1.0,25.9,25.9,24.72
050US18175,5.0,20.37,0.83,6.0,17.53,1.0,5.0,20.37,0.83,5.0,20.37,0.83,32.9,39.6,24.42
050US49025,0.0,99.21,0.0,1.0,36.1,0.5,1.0,36.1,0.5,1.0,36.1,0.5,46.7,30.2,25.3
050US05003,7.0,13.98,1.0,5.0,19.11,0.71,5.0,12.97,0.71,4.0,24.87,0.57,26.0,19.9,17.44
050US05007,46.0,12.49,0.94,45.0,13.87,0.92,45.0,14.1,0.92,45.0,14.76,0.92,37.1,16.5,14.3
050US05013,2.0,13.88,1.0,0.0,35.22,0.0,0.0,35.22,0.0,0.0,35.22,0.0,15.3,19.4,15.22
050US05045,24.0,13.59,0.96,22.0,15.66,0.88,23.0,14.3,0.92,23.0,12.31,0.92,64.0,16.8,14.52
050US13051,72.0,7.75,1.0,71.0,8.78,1.0,72.0,8.52,1.0,71.0,8.76,0.99,76.4,22.7,12.9
050US13077,14.0,24.6,0.7,20.0,13.59,1.0,20.0,14.26,1.0,20.0,12.68,1.0,55.6,15.9,14.16
050US13123,5.0,12.92,1.0,3.0,34.95,0.6,0.0,60.18,0.0,5.0,12.92,1.0,50.5,34.2,21.66
050US13133,7.0,11.43,1.0,7.0,18.52,1.0,7.0,14.92,1.0,5.0,21.56,0.71,49.1,14.7,14.52
050US13137,8.0,11.91,1.0,8.0,11.91,1.0,8.0,11.91,1.0,8.0,11.91,1.0,27.2,24.4,17.3
050US13139,35.0,17.16,0.97,35.0,17.38,0.97,34.0,18.75,0.94,35.0,11.85,0.97,77.6,18.2,16.1
050US13143,1.0,34.14,0.2,5.0,15.41,1.0,5.0,16.81,1.0,3.0,27.89,0.6,43.4,46.9,27.46
050US13157,11.0,13.81,1.0,11.0,16.26,1.0,11.0,16.01,1.0,11.0,13.01,1.0,46.9,23.2,20.84
050US13171,3.0,9.05,1.0,3.0,22.59,1.0,3.0,9.32,1.0,3.0,24.48,1.0,16.4,20.8,17.44
050US13181,0.0,35.98,0.0,0.0,37.17,0.0,0.0,35.98,0.0,0.0,35.98,0.0,65.1,18.9,16.86
050US13185,25.0,11.31,1.0,25.0,11.15,1.0,25.0,11.15,1.0,25.0,9.65,1.0,70.3,8.4,9.96
050US13195,6.0,14.75,1.0,5.0,24.67,0.83,5.0,18.3,0.83,5.0,22.42,0.83,5.5,29.2,20.92
050US13213,8.0,13.88,1.0,8.0,13.88,1.0,3.0,30.84,0.38,8.0,13.88,1.0,30.9,29.6,24.7
050US13217,12.0,22.17,0.92,13.0,13.06,1.0,13.0,11.86,1.0,13.0,10.68,1.0,37.0,19.5,14.04
050US13237,3.0,27.06,0.6,4.0,17.36,0.8,4.0,28.0,0.8,1.0,36.82,0.2,14.3,17.1,14.4
050US13245,47.0,9.13,1.0,47.0,7.72,1.0,47.0,7.93,1.0,47.0,7.83,1.0,90.4,33.2,22.52
050US13251,4.0,16.97,0.8,4.0,16.97,0.8,4.0,18.91,0.8,4.0,18.91,0.8,21.0,12.2,12.96
050US13269,3.0,11.53,1.0,3.0,13.97,1.0,3.0,13.97,1.0,1.0,37.61,0.33,3.5,16.6,14.76
050US13279,6.0,12.93,1.0,6.0,14.07,1.0,6.0,12.93,1.0,6.0,11.11,1.0,55.4,18.3,15.16
050US23023,4.0,34.22,0.44,7.0,20.47,0.78,8.0,16.18,0.89,8.0,13.49,0.89,31.4,24.1,16.92
050US23031,38.0,15.39,0.93,35.0,20.45,0.85,39.0,13.84,0.95,41.0,8.71,1.0,29.1,34.7,28.12
050US24001,22.0,10.77,0.96,22.0,13.33,0.96,22.0,12.76,0.96,22.0,9.51,0.96,91.0,63.2,36.08
050US24005,207.0,12.27,0.97,212.0,10.85,0.99,213.0,7.93,1.0,214.0,6.27,1.0,41.8,52.7,43.84
050US24017,29.0,17.45,0.94,29.0,19.46,0.94,29.0,14.46,0.94,29.0,13.4,0.94,36.9,33.1,21.08
050US24021,61.0,14.96,1.0,61.0,15.17,1.0,61.0,13.43,1.0,61.0,11.42,1.0,56.6,29.2,26.2
050US24031,215.0,7.18,1.0,215.0,8.48,1.0,215.0,6.23,1.0,215.0,6.15,1.0,25.0,13.8,11.0
050US24045,19.0,8.87,1.0,19.0,10.09,1.0,19.0,7.63,1.0,19.0,8.5,1.0,65.3,40.6,25.56
050US28149,12.0,11.26,1.0,12.0,10.18,1.0,12.0,10.42,1.0,12.0,10.42,1.0,78.9,11.9,10.84
050US28151,19.0,7.72,1.0,16.0,11.96,0.84,16.0,11.77,0.84,0.0,58.06,0.0,69.0,8.9,10.3
050US29041,3.0,15.28,1.0,0.0,38.93,0.0,0.0,39.87,0.0,0.0,43.6,0.0,6.5,14.5,17.36
050US29069,10.0,11.37,1.0,10.0,17.83,1.0,7.0,21.7,0.7,9.0,19.14,0.9,74.1,26.5,22.06
050US29087,3.0,9.81,1.0,0.0,41.46,0.0,0.0,41.34,0.0,0.0,41.14,0.0,1.8,10.4,13.62
050US29113,6.0,17.13,0.86,6.0,17.13,0.86,3.0,33.1,0.43,7.0,16.63,1.0,27.4,34.9,26.34
050US29159,11.0,9.39,1.0,11.0,11.63,1.0,11.0,10.49,1.0,11.0,9.82,1.0,35.0,15.1,15.12
050US29183,79.0,11.11,1.0,79.0,9.3,1.0,79.0,8.39,1.0,79.0,9.99,1.0,33.3,27.3,22.66
050US29195,8.0,12.11,1.0,6.0,17.2,0.75,7.0,12.55,0.88,0.0,44.23,0.0,42.0,18.7,17.32
050US29197,1.0,35.7,0.5,0.0,32.49,0.0,1.0,35.7,0.5,1.0,35.7,0.5,2.7,11.7,14.54
050US29201,10.0,11.76,1.0,10.0,14.74,1.0,10.0,15.37,1.0,10.0,14.26,1.0,70.6,20.2,21.14
050US30001,3.0,4.85,1.0,2.0,27.03,0.67,2.0,22.5,0.67,2.0,22.5,0.67,34.1,17.5,18.32
050US30013,20.0,6.74,0.91,19.0,13.33,0.86,19.0,10.92,0.86,19.0,10.68,0.86,56.8,20.6,15.56
050US30027,2.0,12.05,1.0,2.0,12.05,1.0,2.0,12.05,1.0,2.0,12.05,1.0,32.6,18.9,16.7
050US30031,20.0,11.21,0.91,18.0,17.69,0.82,17.0,21.85,0.77,19.0,15.48,0.86,29.2,9.5,10.72
050US30045,0.0,52.52,0.0,0.0,52.52,0.0,0.0,52.52,0.0,0.0,52.52,0.0,1.2,13.8,15.78
050US30049,12.0,14.34,0.86,11.0,27.04,0.79,12.0,25.44,0.86,12.0,22.9,0.86,44.7,16.1,15.66
050US30055,0.0,96.59,0.0,1.0,0.0,1.0,0.0,96.16,0.0,1.0,0.0,1.0,23.3,13.1,16.14
050US30059,0.0,81.8,0.0,1.0,0.0,1.0,0.0,88.81,0.0,0.0,88.81,0.0,34.4,14.7,15.6
050US30069,0.0,63.88,0.0,0.0,63.88,0.0,0.0,63.88,0.0,0.0,63.88,0.0,-9.0,12.9,16.16
050US30073,2.0,0.0,1.0,1.0,24.74,0.5,1.0,24.74,0.5,1.0,24.74,0.5,43.1,17.1,17.48
050US30083,3.0,30.22,0.75,3.0,20.49,0.75,3.0,20.49,0.75,3.0,18.59,0.75,17.8,19.8,17.22
050US30099,0.0,47.12,0.0,2.0,22.18,0.67,2.0,22.18,0.67,2.0,22.18,0.67,14.6,18.1,17.66
050US31103,0.0,94.2,0.0,0.0,36.11,0.0,0.0,36.11,0.0,0.0,59.39,0.0,-9.0,8.9,11.24
