HEROP_ID,RxMinDis,RxTmDr,RxCntDr,NoIntP
140US42049011900,1.03,0.0,6,24.15
140US42049012001,3.86,0.0,6,20.34
140US42049012100,1.69,0.0,44,20.92
140US42049012300,1.77,0.0,45,5.86
140US42025020103,6.5,19.51,6,6.11
140US42045400500,0.87,1.98,710,12.1
140US42045400801,0.03,0.0,665,15.34
140US42045401103,0.61,2.51,644,6.9
140US42045401301,0.52,3.66,565,16.52
140US42045401401,0.71,3.24,597,8.8
140US42045401402,0.71,2.47,621,10.09
140US42045401700,0.37,1.09,657,14.0
140US42045401800,0.53,0.0,606,8.34
140US42045401900,0.65,2.19,616,15.03
140US42045407404,0.59,4.02,440,3.23
140US42045407806,0.52,0.0,477,4.99
140US42069110403,0.77,0.0,75,16.41
140US42069110800,0.67,0.0,45,21.42
140US42069110900,0.7,3.32,53,19.88
140US42069111100,1.68,0.0,84,17.03
140US42069111400,2.38,0.0,93,22.28
140US42069111700,2.35,4.43,95,19.2
140US42003453003,1.95,4.85,168,11.73
140US42003456004,0.97,0.0,162,19.38
140US42003459202,1.85,5.61,232,9.82
140US42003461000,2.81,5.5,207,15.04
140US42003465800,0.74,1.78,258,12.14
140US42003472100,0.65,3.48,269,11.83
140US42049012400,2.08,0.0,47,15.97
140US42017105004,2.34,6.53,365,6.11
140US42041011002,0.95,4.23,99,11.71
140US42041011304,1.04,0.0,106,9.97
140US42041011500,0.51,0.0,99,14.27
140US42041012000,1.03,3.47,43,8.57
140US42129804900,3.33,6.76,76,11.22
140US42129805500,1.22,4.18,35,17.49
140US42019911700,3.41,0.0,40,10.01
140US42019911900,0.37,0.0,51,15.18
140US42039110201,6.73,16.52,15,15.81
140US42039110502,2.5,0.0,15,11.77
140US42071013204,0.61,0.0,92,18.11
140US42071013501,1.28,0.0,80,7.51
140US42071013701,1.01,0.0,86,12.63
140US42011001500,0.53,1.29,80,24.61
140US42011001800,0.87,1.8,88,14.41
140US42011002600,0.95,1.59,89,26.38
140US42011010202,4.42,0.0,25,16.54
140US42011010500,3.07,0.0,65,18.39
140US42011010902,0.94,4.66,88,13.85
140US42019912402,2.57,9.36,59,11.97
140US42021000300,0.77,3.67,35,13.11
140US42071013800,5.94,16.57,55,10.62
140US42125763700,2.64,13.01,28,22.75
140US42133020600,2.86,5.15,48,17.97
140US42101037700,0.15,0.0,875,21.33
140US42101038500,0.35,2.63,774,5.33
140US42101038700,0.35,0.0,767,2.64
140US42101039000,0.32,0.0,907,22.83
140US42101980100,1.04,3.46,784,0.0
140US42031160101,10.17,19.9,8,26.41
140US42083420500,5.46,0.0,7,20.9
140US42129806200,8.06,14.31,43,24.3
140US42129806700,0.41,0.0,62,21.24
140US42129807000,6.71,11.92,41,23.0
140US42129807600,0.71,0.0,42,27.13
140US42025020500,1.46,0.0,17,12.02
140US42027010500,6.2,17.29,27,18.11
140US42045403701,1.14,3.09,617,8.9
140US42045404300,0.84,0.0,510,6.82
140US42045404800,0.54,2.41,486,21.79
140US42045405000,0.21,0.0,495,26.09
140US42045406100,0.35,2.96,435,10.61
140US42045406700,0.69,0.0,378,4.82
140US42071014102,1.31,0.0,62,27.47
140US42003472300,0.4,2.55,262,9.73
140US42003473401,0.54,0.0,233,7.24
140US42071012601,4.92,12.02,67,18.45
140US42071012700,0.36,0.0,52,23.79
140US42077001402,1.0,0.0,158,11.29
140US42077001502,0.76,3.73,153,12.54
140US42083420600,1.87,0.0,9,16.03
140US42051260100,3.04,3.98,45,29.85
140US42003050100,0.72,1.94,278,29.87
140US42003080200,0.24,1.83,263,11.02
140US42007602601,1.86,0.0,50,10.91
140US42017105100,0.82,0.0,284,2.55
140US42017105400,2.59,0.0,227,1.88
140US42017105600,0.19,0.0,302,5.18
140US42017105704,0.56,0.0,283,12.77
140US42017106000,1.3,3.81,495,9.0
140US42017106300,3.78,4.7,135,3.81
140US42077005601,0.74,0.0,142,14.86
140US42059970300,6.74,10.5,18,14.99
140US42059970501,1.25,0.0,24,12.63
140US42059970700,4.13,0.0,5,22.24
140US42003526101,0.46,0.0,149,4.37
140US42003489001,0.58,0.0,201,14.86
140US42029307200,3.43,9.52,38,18.51
140US42029307900,1.01,0.0,39,21.59
140US42029311100,3.9,8.45,182,1.22
140US42029311401,0.91,0.0,99,8.67
140US42077005705,0.83,0.0,145,15.24
140US42085031400,1.09,0.0,99,15.8
140US42011012104,2.11,4.91,78,9.75
140US42011012300,2.07,3.92,81,11.55
140US42011012800,1.05,3.52,75,15.57
140US42011013401,4.65,14.43,61,13.53
140US42011013702,2.08,0.0,73,17.31
140US42003101600,0.91,3.35,262,21.05
140US42085031900,0.54,0.0,22,16.64
140US42085032400,3.67,0.0,29,21.3
140US42017106402,2.73,5.21,107,10.41
140US42039110700,5.36,9.09,19,17.0
140US42039111800,0.48,0.0,17,13.72
140US42039112001,4.63,22.81,15,19.73
140US42007602701,3.48,8.39,51,13.8
140US42071011901,1.75,7.01,94,4.44
140US42071012103,0.31,0.0,103,14.54
140US42071012402,0.3,0.0,105,14.29
140US42101017800,0.24,0.0,893,28.77
140US42119090400,4.48,12.07,24,16.6
140US42119090600,2.22,0.0,26,7.63
140US42121200000,5.51,12.48,5,14.94
140US42007603202,2.22,6.72,56,8.37
140US42007603803,4.35,10.5,84,19.11
140US42007604500,0.78,2.12,66,40.7
140US42007605002,10.79,27.48,1,9.91
140US42099030602,10.18,19.15,1,28.67
140US42101001300,0.33,0.0,820,5.8
140US42101001500,0.11,0.0,855,9.81
140US42101002300,0.25,1.97,813,12.97
140US42101002801,0.13,0.0,819,17.67
140US42101010500,0.55,1.5,837,30.69
140US42101010700,0.26,0.0,853,32.39
140US42045402100,0.76,4.09,673,16.94
140US42003090100,0.58,2.02,271,23.88
140US42083421100,8.1,0.0,2,21.6
140US42003480400,1.7,7.39,214,11.85
140US42003483800,0.28,0.0,244,24.5
140US42003486700,1.09,8.62,181,31.81
140US42003488400,0.33,0.0,201,11.35
140US42077006102,0.48,0.0,139,11.17
140US42077006303,0.45,0.0,128,7.16
140US42077006307,1.6,4.14,122,5.57
140US42077006401,0.73,3.65,144,11.02
140US42077006902,0.76,0.0,170,13.21
140US42077006905,2.29,0.0,145,7.63
140US42003474101,1.61,0.0,198,6.37
140US42003475101,0.47,0.0,201,20.13
140US42003475301,1.11,0.0,168,14.74
140US42003476100,0.4,0.0,229,10.95
140US42003479000,1.32,4.12,230,8.86
140US42069110201,7.13,14.88,66,14.77
140US42017100900,1.39,0.0,486,4.85
140US42017101405,0.76,0.0,505,9.47
140US42017101503,0.68,0.0,487,7.06
140US42017101506,1.02,4.55,491,6.92
140US42017101605,0.61,0.0,480,21.55
140US42017101610,1.24,5.28,309,7.47
140US42017101611,0.64,0.0,444,6.29
140US42017101808,0.35,0.0,465,11.71
140US42017102003,1.87,9.27,176,6.52
140US42049011202,2.02,0.0,51,8.79
140US42049011503,1.62,5.76,44,16.42
140US42049011505,3.15,9.52,41,16.4
140US42049011507,3.13,0.0,42,8.7
140US42081010200,24.02,39.77,0,20.11
140US42081010400,10.18,17.62,13,17.59
140US42051261300,5.31,9.15,31,12.2
140US42051261900,0.25,0.0,45,34.11
140US42003241200,1.45,3.83,268,31.87
140US42079201400,0.61,1.91,105,28.31
140US42079210100,2.85,0.0,126,18.8
140US42079211101,1.12,0.0,108,16.85
140US42079211201,0.85,0.0,67,8.44
140US42079211205,2.44,0.0,52,21.63
140US42091206702,2.22,6.44,148,
140US42009960800,2.43,0.0,10,23.46
140US42009961000,14.55,0.0,4,23.42
140US42091207003,0.66,0.0,167,15.52
140US42021000700,0.39,0.0,29,21.44
140US42021010700,2.78,5.22,37,11.25
140US42091203801,0.59,1.38,396,10.96
140US42091203902,0.55,0.0,526,33.52
140US42091204002,0.89,0.0,638,9.01
140US42091204007,0.3,0.0,756,4.13
140US42091210700,1.1,0.0,208,4.37
140US42095010400,0.56,0.0,158,8.95
140US42095010600,0.58,0.0,164,16.84
140US42003489002,0.94,0.0,199,10.9
140US42043022300,0.95,4.87,97,28.16
140US42043022403,0.78,0.0,97,16.63
140US42003496200,3.32,7.26,105,15.01
140US42003497000,1.97,8.75,114,17.04
140US42003498000,1.29,6.14,150,10.87
140US42029302000,1.4,0.0,213,3.23
140US42029302400,0.45,2.23,204,14.07
140US42029302704,1.32,0.0,181,7.68
140US42029302804,1.54,7.08,251,13.68
140US42029303401,0.79,2.8,147,19.08
140US42029303802,1.81,0.0,102,2.28
140US42029304102,0.76,0.0,138,15.12
140US42065951100,0.62,0.0,6,21.27
140US42067070100,5.48,0.0,13,26.28
140US42069101000,1.17,0.0,95,14.72
140US42003271500,1.12,3.74,260,16.43
140US42051260500,9.27,19.23,12,20.59
140US42051261000,5.87,17.57,34,19.48
140US42009960600,2.01,0.0,9,32.21
140US42095011100,0.56,2.3,155,13.46
140US42021011100,2.82,0.0,29,10.02
140US42021011300,0.27,0.0,27,14.98
140US42065950600,2.24,5.39,12,16.39
140US42051262800,0.33,0.0,50,16.64
140US42021011800,1.64,4.83,11,23.95
140US42021012900,2.28,0.0,19,24.12
140US42021013100,3.26,11.45,27,20.97
140US42069101900,0.9,3.43,88,17.16
140US42069102500,0.61,0.0,125,12.07
140US42069103000,0.38,0.0,119,18.14
140US42079215600,3.51,10.68,44,24.73
140US42049000600,0.26,0.0,44,19.33
140US42001030700,5.11,14.71,25,18.85
140US42001030900,1.52,0.0,32,17.28
140US42001031102,1.91,4.2,27,13.77
140US42091207400,2.72,7.65,110,5.29
140US42091207600,3.93,10.74,96,10.96
140US42049000900,0.9,1.29,43,14.37
140US42049001400,0.61,2.44,45,27.24
140US42049002100,0.78,0.0,48,16.27
140US42029304501,0.52,0.0,146,3.13
140US42029304900,0.97,0.0,73,22.74
140US42029306700,6.52,10.12,85,5.68
140US42049002400,0.5,0.0,45,9.86
140US42049002600,0.77,0.0,45,16.09
140US42091208301,4.16,8.87,63,7.06
140US42031160800,8.32,0.0,8,19.28
140US42033330800,8.81,14.19,10,23.52
140US42051263100,3.72,14.64,38,24.5
140US42051263300,3.92,8.31,38,20.92
140US42053530300,8.4,24.45,3,25.0
140US42055010500,2.72,0.0,31,14.03
140US42049010202,1.74,0.0,24,14.09
140US42049010304,3.82,9.08,42,6.32
140US42049011101,1.35,3.69,45,9.41
140US42049011201,4.93,10.7,45,13.46
140US42111021200,9.7,20.05,10,20.6
140US42003490002,1.11,0.0,126,10.24
140US42003491200,1.35,0.0,189,9.13
140US42003492700,0.87,3.77,191,15.13
140US42003492900,0.64,2.17,135,14.52
140US42003495000,2.7,10.15,67,15.0
140US42003260200,1.24,4.05,267,17.67
140US42003261200,1.58,6.34,268,13.51
140US42003261400,0.88,3.61,256,22.27
140US42003261500,1.32,4.36,255,21.2
140US42003270400,1.2,4.09,263,10.38
140US42003270800,0.27,0.0,241,24.26
140US42033330900,5.52,0.0,5,24.81
140US42033331100,0.19,0.0,11,26.93
140US42099030302,3.62,10.62,12,17.65
140US42099030501,1.6,0.0,34,12.63
140US42101029200,0.32,0.0,870,22.39
140US42101030501,0.24,0.0,879,17.26
140US42101030900,0.11,0.0,871,13.29
140US42101031402,0.23,1.67,863,17.58
140US42101031800,0.28,0.0,866,17.65
140US42101032500,0.66,1.55,842,12.92
140US42101033000,0.46,0.0,802,20.03
140US42101033600,0.18,0.0,823,12.3
140US42101033800,0.51,0.0,838,26.05
140US42083420900,13.98,28.09,3,17.65
140US42025020106,7.0,43.42,0,31.34
140US42003526302,0.34,0.0,128,8.27
140US42061951200,5.23,0.0,2,23.91
140US42103950900,10.97,24.18,2,11.49
140US42129807900,4.95,0.0,30,18.02
140US42129808402,3.33,5.29,29,14.9
140US42011014000,0.37,0.0,107,10.33
140US42009960500,10.27,34.58,0,25.09
140US42087960400,5.37,10.25,4,28.88
140US42087960700,0.66,3.91,15,22.53
140US42087960900,0.85,0.0,15,28.27
140US42087961200,10.17,23.98,9,24.29
140US42089300309,5.84,23.39,7,12.14
140US42063960900,1.03,0.0,20,21.51
140US42063961600,3.91,10.3,21,17.87
140US42063961800,8.06,24.47,15,22.33
140US42065950100,11.01,17.77,17,23.68
140US42035030800,5.04,14.43,7,22.03
140US42133000400,1.06,3.83,67,13.12
140US42133000500,0.63,3.02,67,22.13
140US42133000900,0.45,2.23,68,11.43
140US42133001100,0.35,0.0,67,29.06
140US42133001300,0.77,2.66,70,26.77
140US42033331700,3.42,0.0,5,25.53
140US42035030100,5.28,0.0,1,21.3
140US42013011100,1.37,0.0,40,15.44
140US42033331600,10.43,23.57,2,24.31
140US42097080900,1.91,4.76,18,25.5
140US42037050200,1.77,0.0,16,20.88
140US42037050900,2.26,0.0,19,8.68
140US42037051400,5.17,10.74,18,18.04
140US42101002900,0.07,0.0,828,15.52
140US42001031700,3.21,0.0,7,21.31
140US42101037200,0.42,2.42,867,16.17
140US42101037500,0.61,2.26,751,8.66
140US42003408001,1.6,0.0,55,14.38
140US42003413201,0.9,0.0,153,6.48
140US42127960100,11.09,34.84,0,17.47
140US42131400500,1.97,0.0,47,12.57
140US42133001400,0.48,0.0,73,20.71
140US42133010130,1.35,4.25,73,7.94
140US42003426800,0.98,9.17,144,9.7
140US42003427200,1.39,3.19,254,14.34
140US42003428200,1.24,6.45,238,12.12
140US42007601800,5.76,16.29,41,16.7
140US42003445500,0.03,0.0,156,14.41
140US42003451105,0.82,0.0,158,6.69
140US42035030500,6.2,4.44,7,15.51
140US42071011801,1.78,5.03,98,7.11
140US42077002100,0.1,0.0,161,25.22
140US42077002202,0.59,0.0,151,36.34
140US42077002302,0.94,0.0,161,13.8
140US42125721000,11.41,21.6,17,19.94
140US42125722700,7.49,12.48,57,8.67
140US42097081200,0.66,0.0,21,33.87
140US42097081500,0.07,0.0,22,23.69
140US42101020600,0.9,2.48,864,17.11
140US42101020800,0.79,2.89,833,5.54
140US42101021800,0.49,3.63,717,12.85
140US42101023100,0.33,0.0,800,7.14
140US42101023600,0.28,2.26,792,6.0
140US42101024600,0.3,0.0,838,25.02
140US42101025600,0.6,2.91,837,8.16
140US42101025800,0.51,2.97,789,12.41
140US42101026700,0.5,1.41,872,28.68
140US42101027402,0.36,1.2,878,21.77
140US42125755100,1.22,0.0,35,25.19
140US42101028300,0.35,0.0,883,30.26
140US42101034502,0.07,0.0,790,14.74
140US42123970700,0.96,3.13,10,13.26
140US42123970800,0.58,0.0,10,15.49
140US42129801400,0.66,0.0,39,17.62
140US42129801703,6.6,11.1,50,15.8
140US42129802001,3.54,8.46,62,8.57
140US42027012400,0.64,2.68,25,6.63
140US42027012600,0.53,1.95,25,5.75
140US42029300109,1.49,4.62,381,0.59
140US42029300303,0.53,0.0,278,10.14
140US42029300502,0.93,2.9,193,7.9
140US42041012200,0.24,0.0,57,22.49
140US42061951000,5.22,6.73,5,18.2
140US42007605800,4.08,9.44,39,8.26
140US42009960300,1.84,0.0,9,17.96
140US42055011700,2.2,5.96,55,13.47
140US42003040500,0.16,0.0,281,6.53
140US42003512800,1.38,4.97,242,30.91
140US42003513800,1.47,5.42,245,42.08
140US42003515401,0.44,1.9,267,13.43
140US42003517000,0.61,0.0,226,22.82
140US42129802101,1.35,6.55,88,4.35
140US42101018300,0.17,0.0,917,13.97
140US42101019000,0.28,0.0,924,19.55
140US42101019200,0.31,0.0,858,19.7
140US42101020300,0.17,0.0,896,43.77
140US42011011300,0.62,3.41,89,16.41
140US42011011500,1.81,1.96,82,12.04
140US42129800800,0.55,3.0,96,14.16
140US42129801001,0.57,5.22,61,12.89
140US42089301401,1.3,0.0,18,9.23
140US42091200106,0.86,0.0,647,20.78
140US42091200310,1.66,5.45,569,13.49
140US42091200505,1.62,6.9,399,5.06
140US42091200605,1.47,6.92,322,11.14
140US42091200707,1.67,4.65,209,14.03
140US42055012400,0.79,0.0,58,15.75
140US42057960300,8.36,17.28,10,24.62
140US42003430200,0.26,0.0,211,21.54
140US42003519000,1.79,4.32,248,9.95
140US42003521402,1.88,6.35,172,3.52
140US42003523300,0.78,0.0,217,13.28
140US42003407001,3.65,0.0,72,10.11
140US42003551300,1.06,0.0,182,20.06
140US42003561000,0.07,0.0,268,14.26
140US42091201100,0.23,0.0,368,9.08
140US42091201203,0.67,0.0,580,16.8
140US42013011300,3.73,0.0,21,23.01
140US42013101200,0.19,0.0,41,18.22
140US42013101800,0.09,0.0,39,16.89
140US42017100808,1.24,0.0,373,3.92
140US42011011603,1.39,0.0,77,10.2
140US42011011904,2.06,0.0,102,16.07
140US42017102500,0.51,0.0,129,12.26
140US42017102801,4.24,6.76,121,7.45
140US42097080200,3.44,0.0,26,21.8
140US42097080300,0.54,0.0,36,23.02
140US42097080400,3.17,5.75,39,17.03
140US42101013500,0.21,2.31,882,1.66
140US42101013602,0.18,0.0,864,3.37
140US42097080500,4.36,11.84,23,19.72
140US42101010000,0.08,0.0,742,18.72
140US42101027200,0.35,3.4,862,16.85
140US42101036201,0.44,3.14,671,13.33
140US42101036302,0.32,3.4,688,15.14
140US42007605500,1.16,0.0,65,19.93
140US42007605700,0.26,0.0,70,26.93
140US42077000102,0.09,0.0,164,13.86
140US42077000800,0.12,0.0,166,26.12
140US42015950200,10.56,27.01,4,19.22
140US42015950400,2.37,3.51,17,22.7
140US42017100809,1.48,5.81,375,0.68
140US42097080800,4.27,0.0,30,22.32
140US42121200300,1.33,0.0,12,19.92
140US42121201300,1.83,0.0,13,20.36
140US42125774700,1.32,0.0,41,14.75
140US42133010300,1.25,2.66,75,8.25
140US42133010510,1.51,0.0,63,4.74
140US42133020220,1.3,0.0,96,7.86
140US42101035100,1.59,4.35,769,11.36
140US42101035601,0.48,0.0,726,18.19
140US42101035900,0.41,0.0,685,16.64
140US42101036100,1.04,3.3,742,3.23
140US42129802700,0.52,4.69,85,9.28
140US42129803000,0.75,0.0,121,17.38
140US42091203000,1.5,0.0,681,3.8
140US42091203205,1.42,4.44,495,6.26
140US42091203302,0.67,0.0,334,4.5
140US42091203304,0.63,0.0,457,10.29
140US42091203401,1.1,4.37,325,15.51
140US42091203500,0.76,0.0,497,15.91
140US42091203700,1.23,3.93,321,18.0
140US42003561400,1.08,3.4,244,21.87
140US42003561600,0.9,4.11,269,27.48
140US42017103400,4.35,13.06,101,11.44
140US42017104203,1.4,0.0,141,6.65
140US42081011800,4.35,0.0,8,19.49
140US42081011900,4.17,16.13,21,14.93
140US42133020510,3.55,9.1,63,11.88
140US42085032701,5.42,11.75,69,25.9
140US42085032800,3.0,0.0,11,13.33
140US42027011000,1.73,0.0,25,16.02
140US42003562900,0.69,1.13,254,17.27
140US42003563100,0.59,0.0,265,11.87
140US42003563800,2.66,6.81,187,15.87
140US42003564400,0.65,0.0,207,16.21
140US42003431500,0.26,0.0,232,17.34
140US42003432400,0.79,2.62,243,17.78
140US42091201411,0.9,0.0,678,3.69
140US42091201603,0.61,0.0,678,6.18
140US42091201704,0.56,0.0,735,8.56
140US42091201902,1.17,0.0,815,6.84
140US42091202301,0.33,0.0,828,3.26
140US42015951200,7.91,27.54,5,18.16
140US42017100104,0.55,2.07,717,17.83
140US42017100210,1.18,0.0,507,12.09
140US42017100304,0.54,0.0,424,19.86
140US42017100403,0.79,6.89,377,12.87
140US42017100500,1.12,3.19,419,6.24
140US42035030200,13.32,0.0,7,18.52
140US42045407902,0.36,2.18,405,6.36
140US42007605300,4.13,12.51,56,18.82
140US42007605400,1.65,0.0,64,30.96
140US42077005100,0.27,0.0,78,21.9
140US42033331401,5.33,12.77,15,27.98
140US42033331500,13.62,22.3,6,27.45
140US42061950600,8.43,19.77,6,15.5
140US42069112200,0.51,2.05,109,13.92
140US42081011302,2.46,0.0,20,18.56
140US42091200903,0.65,0.0,303,7.59
140US42133000300,0.84,3.34,67,27.08
140US42073000900,0.24,0.0,46,40.87
140US42073010300,0.39,0.0,55,10.41
140US42073010500,5.07,14.33,65,15.92
140US42073011300,5.93,14.31,33,10.78
140US42077005200,2.49,5.09,75,16.28
140US42077005504,2.41,6.42,115,11.85
140US42081011602,0.2,0.0,22,13.91
140US42075003200,4.12,5.58,37,20.3
140US42075003500,1.7,0.0,30,14.02
140US42083420100,7.29,5.21,9,14.75
140US42021013200,3.1,10.39,38,20.98
140US42021013300,4.94,0.0,34,15.86
140US42021013700,1.5,0.0,36,29.97
140US42001031401,1.92,0.0,14,11.89
140US42083420700,2.28,0.0,4,16.36
140US42025020200,5.82,9.39,36,21.22
140US42019902500,0.76,2.03,26,21.78
140US42019903000,2.4,6.0,21,14.31
140US42019910100,3.67,0.0,2,14.97
140US42019911000,9.03,19.49,43,13.86
140US42019911300,4.97,0.0,4,17.78
140US42101003901,0.22,0.0,848,23.46
140US42125781700,3.34,9.64,39,17.03
140US42125792200,1.14,0.0,48,19.97
140US42013010103,0.76,2.55,39,22.65
140US42013010900,4.65,6.01,40,11.12
140US42089300502,2.34,9.65,26,12.29
140US42089301001,2.32,0.0,22,11.92
140US42089301301,5.57,18.23,10,15.53
140US42079200100,0.25,0.0,96,44.92
140US42079200900,0.52,0.0,95,30.67
140US42017104303,1.18,0.0,98,3.86
140US42017104701,0.41,0.0,183,15.91
140US42017104703,0.71,0.0,189,6.44
140US42077001700,0.6,1.36,166,15.74
140US42101004002,0.27,1.91,859,22.29
140US42071010501,5.62,8.54,76,17.09
140US42071010701,1.96,3.58,81,8.49
140US42097081900,3.42,0.0,22,17.54
140US42097082400,2.48,7.57,12,23.54
140US42123970500,0.47,0.0,8,21.13
140US42101028500,0.33,0.0,880,30.05
140US42101028800,0.07,0.0,892,33.88
140US42077002000,0.32,1.88,156,17.66
140US42123970600,3.68,0.0,10,25.27
140US42027011300,2.29,0.0,25,0.74
140US42027012100,0.76,3.77,25,0.0
140US42101013900,0.46,1.21,867,33.04
140US42101014900,0.48,0.0,887,35.83
140US42101015102,0.18,0.0,892,41.17
140US42101015800,0.36,0.0,846,11.15
140US42101016000,0.18,0.0,877,6.93
140US42101016200,0.39,0.0,878,25.67
140US42101016500,0.35,0.0,900,30.2
140US42101980900,1.34,5.67,733,
140US42103950102,10.71,32.26,0,8.98
140US42101016600,0.2,0.0,884,27.79
140US42101016800,0.36,1.88,900,33.72
140US42101017000,0.37,0.0,839,35.98
140US42101017201,0.16,0.0,871,31.14
140US42101017400,0.21,0.0,907,28.56
140US42101017500,0.28,0.0,885,41.23
140US42127960900,4.04,0.0,28,20.35
140US42127961400,4.53,19.6,14,12.78
140US42125795900,3.63,0.0,41,11.94
140US42103950201,5.87,0.0,3,7.23
140US42103950603,0.78,17.38,12,18.04
140US42055011301,3.26,9.75,23,8.1
140US42003414101,0.92,0.0,116,5.02
140US42003414200,2.77,7.07,170,3.62
140US42003422000,2.18,10.9,139,5.34
140US42133020800,5.1,17.58,56,18.05
140US42035030300,11.85,6.96,7,13.86
140US42101004102,0.07,0.0,859,18.55
140US42101005000,1.73,5.1,809,
140US42101006600,0.18,0.0,766,43.32
140US42101007102,0.27,0.0,758,28.12
140US42101008000,0.3,1.92,777,23.51
140US42101008200,1.08,2.14,710,22.22
140US42101008701,0.06,0.0,817,8.95
140US42101009100,0.14,0.0,866,24.49
140US42101036303,0.93,2.44,668,11.06
140US42101036400,1.69,4.88,667,6.32
140US42101036700,0.06,0.0,911,4.32
140US42075002400,3.56,9.31,24,21.14
140US42075002800,0.3,3.94,24,17.45
140US42075003300,0.73,0.0,24,13.06
140US42075003600,0.36,3.67,27,9.72
140US42075004000,5.88,9.3,42,5.4
140US42075004200,4.29,11.34,58,10.42
140US42071014501,9.81,22.48,19,15.08
140US42071014502,10.28,15.96,12,29.69
140US42073000200,1.06,4.45,42,20.7
140US42073000700,0.28,0.0,52,26.91
140US42073000800,0.67,0.0,44,22.75
140US42073010201,1.02,0.0,52,15.53
140US42071011100,4.29,11.65,51,12.29
140US42071011400,0.32,0.0,122,27.06
140US42071011701,1.03,0.0,91,10.06
140US42071011704,1.15,0.0,94,6.08
140US42071010900,0.42,0.0,83,12.05
140US42071011705,1.23,0.0,97,11.45
140US42071011805,1.03,0.0,97,13.84
140US42071010502,3.23,0.0,80,13.34
140US42071010600,3.11,0.0,79,11.78
140US42115032500,10.35,17.56,4,13.73
140US42013010101,0.87,1.04,42,19.79
140US42013010401,0.9,0.98,36,16.78
140US42013010500,3.17,6.57,40,18.06
140US42103950103,0.76,3.88,16,17.17
140US42103950104,3.88,0.0,10,22.05
140US42103950202,6.54,21.85,5,12.48
140US42011010302,5.66,16.6,52,15.17
140US42011010600,1.72,0.0,64,11.32
140US42011010700,3.53,0.0,65,7.82
140US42011010903,0.57,0.0,85,13.6
140US42103950302,9.02,25.87,4,15.38
140US42103950601,2.91,0.0,11,13.49
140US42011011601,1.06,0.0,91,22.49
140US42011011701,4.46,13.26,55,7.64
140US42011011903,3.76,6.26,72,5.3
140US42011012001,1.4,0.0,79,19.96
140US42007601300,0.28,1.88,47,21.34
140US42075000500,0.53,0.0,28,12.22
140US42105950200,8.96,0.0,1,19.71
140US42075002200,8.55,12.69,23,17.14
140US42105950400,12.63,27.83,2,15.47
140US42107000200,0.36,6.44,36,24.71
140US42107000400,1.36,4.92,45,17.18
140US42107000800,0.53,0.0,44,22.42
140US42107001000,0.32,0.0,28,21.42
140US42071011902,0.51,0.0,95,14.82
140US42079215300,8.88,18.42,46,13.19
140US42007602400,0.63,0.0,76,12.89
140US42007602602,1.94,3.32,60,12.35
140US42007602702,4.99,9.47,39,11.81
140US42007603000,4.89,9.72,57,18.06
140US42007603600,1.01,6.66,71,19.39
140US42091207800,0.78,0.0,72,9.54
140US42091208203,1.28,0.0,74,9.3
140US42091200103,0.82,0.0,584,1.59
140US42091200200,1.9,2.88,659,4.8
140US42003456001,2.89,10.51,133,5.24
140US42003456003,4.0,11.33,113,6.02
140US42003457100,0.38,0.0,227,17.33
140US42111021800,8.72,15.25,11,21.03
140US42113960100,5.87,0.0,1,23.74
140US42125796000,7.53,20.65,1,17.76
140US42107003400,4.53,14.27,20,11.04
140US42115032700,13.29,27.19,4,10.23
140US42111021300,9.99,29.08,2,29.73
140US42011012103,2.96,5.18,82,11.15
140US42011012105,1.14,0.0,80,5.12
140US42011012900,1.22,0.0,71,10.65
140US42127960500,7.74,22.38,2,14.27
140US42127960700,0.36,0.0,8,20.81
140US42115032800,10.36,20.89,2,15.84
140US42117950500,4.94,11.12,4,18.9
140US42089301402,3.34,11.68,15,9.28
140US42111021500,3.06,5.75,11,27.74
140US42125731000,2.66,0.0,21,16.9
140US42007604800,0.48,0.0,75,14.16
140US42011000100,0.14,0.0,89,38.48
140US42129800100,0.93,3.58,75,28.37
140US42127961300,5.43,19.3,5,10.96
140US42011013302,4.07,8.23,67,12.75
140US42125742200,4.15,14.25,29,9.1
140US42125744100,0.29,0.0,88,18.91
140US42125744200,0.47,0.0,80,11.86
140US42015950300,0.54,0.0,17,14.7
140US42015950600,10.31,20.75,9,14.45
140US42015950800,12.05,23.69,9,16.46
140US42015951100,4.84,0.0,8,16.65
140US42015951300,14.28,21.67,8,19.34
140US42017100105,0.47,0.0,694,11.44
140US42017100206,0.73,0.0,536,8.72
140US42011000300,0.69,0.0,82,17.41
140US42011000700,0.22,0.0,80,12.71
140US42011001100,0.83,2.12,86,15.1
140US42011001600,0.41,1.66,83,13.72
140US42011001700,0.27,0.0,85,21.32
140US42011002100,0.46,1.85,86,22.32
140US42133020710,0.11,0.0,53,13.77
140US42133020720,0.18,0.0,55,16.6
140US42003451101,1.48,0.0,92,3.45
140US42003451104,1.65,12.74,72,2.48
140US42003409000,1.91,0.0,67,2.16
140US42129806900,1.74,3.75,61,17.12
140US42017103900,3.62,17.02,22,10.09
140US42017104000,3.08,0.0,66,3.26
140US42017104201,4.22,7.17,102,2.85
140US42017104502,2.35,0.0,147,5.54
140US42017104506,1.8,0.0,119,2.0
140US42017100807,0.55,0.0,462,15.19
