HEROP_ID,FIPS,RxCtTmDr,RxAvTmDr,RxTmDrP,NoIntP,OdMortRt,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp
050US27055,27055,5.0,7.53,1.0,13.87,10.3,78.84,78.84,9,9
050US01105,1105,2.0,14.0,0.67,43.52,7.4,474.97,,26,
050US02122,2122,9.0,26.69,0.69,16.31,21.9,361.45,,1782,
050US25023,25023,101.0,3.56,1.0,9.58,34.3,174.41,57.65,596,197
050US46061,46061,1.0,17.64,1.0,11.58,5.0,,,,
050US47095,47095,2.0,7.96,1.0,28.93,14.2,967.04,335.5,49,17
050US47099,47099,11.0,10.58,1.0,24.47,28.7,755.18,475.21,205,129
050US56007,56007,3.0,19.82,0.6,17.52,22.6,994.49,421.58,92,39
050US55093,55093,8.0,13.05,1.0,13.6,8.0,148.92,,43,
050US55097,55097,14.0,9.94,1.0,12.19,11.1,404.33,,192,
050US38039,38039,1.0,0.0,1.0,19.47,5.3,,,,
050US46115,46115,2.0,20.71,0.67,15.89,7.9,342.74,210.91,13,8
050US18049,18049,6.0,13.31,1.0,19.0,20.0,729.52,264.55,91,33
050US18057,18057,39.0,2.49,1.0,4.41,11.0,152.69,65.88,343,148
050US18077,18077,7.0,4.76,1.0,19.31,18.4,1043.05,533.01,227,116
050US18127,18127,33.0,5.6,1.0,13.49,23.3,222.63,70.68,252,80
050US38029,38029,1.0,0.0,1.0,32.49,8.3,213.79,,4,
050US38057,38057,3.0,10.93,1.0,13.32,6.6,273.92,195.66,14,10
050US12101,12101,134.0,3.84,1.0,13.38,35.6,587.08,244.29,1973,821
050US47179,47179,23.0,3.57,1.0,14.27,23.4,396.08,207.14,348,182
050US20163,20163,2.0,0.0,1.0,20.04,8.3,469.33,268.19,14,8
050US39023,39023,44.0,4.18,1.0,14.66,43.0,1100.03,414.88,928,350
050US39139,39139,30.0,4.25,1.0,19.4,41.3,983.68,572.11,772,449
050US30017,30017,6.0,5.21,1.0,18.91,13.0,,,,
050US40129,40129,1.0,0.0,1.0,26.72,11.2,986.19,443.79,20,9
050US40149,40149,1.0,24.83,0.25,22.68,21.6,,,,
050US27085,27085,7.0,6.4,1.0,13.97,6.6,212.83,138.99,49,32
050US31179,31179,2.0,6.28,1.0,11.08,4.3,,,,
050US31183,31183,0.0,32.2,0.0,20.23,6.0,,,,
050US32017,32017,1.0,38.29,0.5,19.67,20.5,767.82,511.88,21,14
050US32021,32021,0.0,80.24,0.0,29.64,29.8,944.11,490.94,25,13
050US32027,32027,1.0,0.0,1.0,23.77,20.4,533.85,234.89,25,11
050US37003,37003,7.0,9.65,1.0,23.14,18.2,390.06,231.46,91,54
050US35005,35005,14.0,8.54,0.88,25.65,26.4,615.75,,253,
050US30021,30021,2.0,15.79,0.67,20.31,9.1,,,,
050US49031,49031,0.0,44.68,0.0,14.66,20.8,,,,
050US18019,18019,26.0,4.63,1.0,20.38,33.7,324.01,109.27,255,86
050US38043,38043,1.0,0.0,1.0,20.97,5.6,,,,
050US29083,29083,6.0,11.0,1.0,17.48,13.1,1103.62,889.03,144,116
050US39041,39041,35.0,4.75,1.0,4.97,13.0,216.19,61.87,297,85
050US46037,46037,3.0,15.08,1.0,23.89,5.9,586.51,456.17,18,14
050US47061,47061,4.0,6.67,1.0,32.61,33.6,1008.3,450.77,85,38
050US47069,47069,6.0,7.58,1.0,32.65,14.4,626.33,283.62,106,48
050US47071,47071,6.0,7.96,1.0,24.52,34.6,909.37,463.97,147,75
050US29097,29097,22.0,4.23,1.0,16.24,13.7,596.35,330.17,466,258
050US32029,32029,1.0,29.76,1.0,18.87,26.2,421.76,168.71,10,4
050US39027,39027,9.0,5.66,1.0,15.55,42.9,541.68,345.05,146,93
050US21091,21091,3.0,11.73,1.0,19.48,15.0,677.97,410.35,38,23
050US12081,12081,78.0,3.39,0.99,11.25,31.0,713.19,200.68,1617,455
050US41037,41037,1.0,72.56,0.5,28.11,19.2,603.29,166.42,29,8
050US48121,48121,137.0,2.47,1.0,5.93,7.9,239.83,123.66,1474,760
050US48133,48133,4.0,16.99,0.8,30.27,8.7,3094.6,1686.28,334,182
050US48269,48269,0.0,48.13,0.0,9.09,9.8,,,,
050US48327,48327,1.0,0.0,1.0,28.5,10.9,2067.67,751.88,22,8
050US28101,28101,5.0,2.67,1.0,30.27,9.4,665.42,261.68,89,35
050US29117,29117,5.0,6.18,1.0,27.68,19.5,1362.77,1584.62,129,150
050US29121,29121,4.0,11.31,0.8,28.59,9.2,567.23,389.28,51,35
050US46027,46027,3.0,8.99,1.0,8.31,5.4,441.34,386.17,48,42
050US17055,17055,12.0,4.66,1.0,23.52,26.6,946.72,513.69,223,121
050US16081,16081,1.0,0.0,1.0,7.96,10.6,,,,
050US05079,5079,4.0,8.78,1.0,36.44,14.8,,,,
050US20201,20201,2.0,12.64,1.0,26.89,7.1,282.22,,9,
050US20205,20205,4.0,6.56,1.0,30.9,19.7,215.18,156.49,11,8
050US48447,48447,0.0,47.39,0.0,21.86,14.0,,,,
050US29139,29139,4.0,17.9,1.0,26.69,24.4,1475.18,865.25,104,61
050US47103,47103,8.0,17.4,0.89,27.65,19.9,1136.42,504.57,250,111
050US31121,31121,3.0,11.75,1.0,22.15,9.0,381.92,190.96,18,9
050US31125,31125,1.0,0.0,1.0,21.22,6.2,438.6,243.66,9,5
050US46135,46135,5.0,7.39,1.0,17.05,7.1,,,,
050US05127,5127,3.0,5.24,1.0,37.6,19.4,,,,
050US13199,13199,4.0,12.24,1.0,35.26,15.7,1678.96,564.88,214,72
050US21211,21211,9.0,7.63,1.0,13.71,22.7,401.52,334.6,126,105
050US40091,40091,6.0,9.95,1.0,30.4,26.3,1417.8,493.54,158,55
050US19037,19037,4.0,12.62,1.0,20.32,5.7,292.52,167.15,21,12
050US55141,55141,16.0,9.18,0.94,15.76,14.1,431.26,,197,
050US30079,30079,0.0,46.52,0.0,19.31,10.4,,,,
050US38019,38019,0.0,47.22,0.0,19.17,7.3,,,,
050US38021,38021,3.0,6.19,1.0,17.7,4.9,,,,
050US47027,47027,2.0,11.32,1.0,34.45,43.6,879.17,518.49,39,23
050US47047,47047,11.0,13.23,1.0,21.71,15.0,371.62,197.19,98,52
050US55027,55027,20.0,8.47,1.0,15.4,21.4,551.09,,327,
050US21015,21015,22.0,5.29,1.0,7.41,28.1,470.5,424.82,412,372
050US21087,21087,4.0,14.0,1.0,26.92,16.2,507.17,434.72,35,30
050US20167,20167,2.0,14.55,1.0,23.38,10.2,360.92,412.48,14,16
050US27035,27035,15.0,10.35,0.94,13.91,11.9,352.29,347.19,138,136
050US18033,18033,9.0,8.31,1.0,17.84,19.8,717.21,336.87,198,93
050US18039,18039,36.0,2.86,1.0,16.05,12.0,1225.09,302.19,1577,389
050US36015,36015,22.0,4.79,1.0,15.53,31.8,553.96,249.93,297,134
050US48305,48305,3.0,8.67,1.0,25.95,12.2,1090.48,501.03,37,17
050US13091,13091,6.0,11.42,1.0,35.97,16.5,1150.21,408.63,152,54
050US46033,46033,2.0,14.91,1.0,15.94,10.6,,,,
050US36109,36109,23.0,5.25,1.0,8.93,16.6,175.63,101.28,137,79
050US40085,40085,3.0,9.01,1.0,24.17,31.0,975.93,487.96,60,30
050US37071,37071,65.0,3.94,1.0,17.21,18.8,598.64,439.86,886,651
050US21019,21019,13.0,2.08,1.0,15.93,59.6,1048.42,976.34,320,298
050US12011,12011,361.0,1.68,1.0,11.34,25.9,466.75,111.99,5956,1429
050US13119,13119,5.0,6.33,1.0,27.01,33.1,1219.35,413.22,180,61
050US19149,19149,6.0,8.21,1.0,12.84,5.5,197.93,134.08,31,21
050US47023,47023,3.0,7.25,1.0,21.77,16.5,611.59,257.05,69,29
050US08007,8007,3.0,22.51,0.75,14.02,17.9,,,,
050US38083,38083,1.0,0.0,1.0,23.8,6.0,,,,
050US20127,20127,1.0,16.58,0.5,17.54,8.7,189.16,157.63,6,5
050US20129,20129,1.0,0.0,1.0,20.71,12.9,367.87,,6,
050US20133,20133,4.0,7.43,0.8,24.16,15.0,343.89,479.37,33,46
050US17013,17013,1.0,21.68,0.5,28.19,15.6,627.54,442.97,17,12
050US12015,12015,38.0,5.38,0.97,12.71,11.0,735.09,248.28,678,229
050US27017,27017,6.0,10.07,0.86,18.8,16.2,269.66,154.09,63,36
050US31163,31163,1.0,0.0,1.0,22.51,5.6,303.4,,5,
050US29141,29141,4.0,11.71,0.8,27.39,10.7,1130.6,1014.22,136,122
050US29145,29145,12.0,6.03,1.0,20.64,13.7,309.89,222.13,113,81
050US46031,46031,0.0,108.12,0.0,37.82,12.1,,,,
050US36039,36039,15.0,8.25,1.0,22.2,18.7,339.56,205.69,104,63
050US47083,47083,3.0,11.46,1.0,27.83,34.4,855.2,349.85,44,18
050US55133,55133,86.0,2.99,1.0,7.95,15.7,295.23,,765,
050US21009,21009,10.0,8.92,1.0,17.85,14.5,806.36,544.74,225,152
050US29205,29205,2.0,11.56,0.67,23.07,12.6,698.91,391.39,25,14
050US29211,29211,3.0,10.68,1.0,26.79,12.3,,,,
050US48331,48331,7.0,9.29,1.0,27.73,10.4,1420.53,917.98,212,137
050US48363,48363,7.0,14.07,0.78,20.59,17.2,2943.73,1231.85,509,213
050US36041,36041,1.0,53.12,0.25,16.94,9.7,270.73,135.36,8,4
050US36093,36093,43.0,2.24,1.0,12.26,17.3,812.61,319.38,832,327
050US28077,28077,3.0,15.85,1.0,42.48,13.7,888.89,242.42,66,18
050US22089,22089,13.0,7.84,1.0,12.77,23.2,,,,
050US22093,22093,6.0,11.02,0.86,25.68,10.5,,,,
050US20187,20187,1.0,0.0,1.0,26.19,9.5,,,,
050US23009,23009,16.0,16.05,0.89,13.77,17.6,158.39,99.73,54,34
050US27049,27049,10.0,8.97,1.0,13.25,12.8,162.62,138.9,48,41
050US13129,13129,9.0,5.63,1.0,21.48,14.5,1193.73,562.07,446,210
050US29007,29007,7.0,4.83,1.0,22.35,12.1,1109.92,624.33,176,99
050US42015,42015,14.0,10.88,1.0,18.07,20.0,757.72,449.12,275,163
050US46029,46029,7.0,6.28,1.0,15.39,5.7,715.54,442.96,126,78
050US28097,28097,3.0,15.82,1.0,28.77,13.0,1093.08,461.14,64,27
050US38009,38009,2.0,15.49,0.67,16.84,7.1,486.62,405.52,18,15
050US38011,38011,0.0,76.0,0.0,14.22,7.2,209.23,142.97,60,41
050US29215,29215,3.0,8.62,0.75,24.13,18.1,861.62,532.75,131,81
050US29219,29219,4.0,12.63,0.8,16.18,26.9,1261.11,848.3,278,187
050US18045,18045,4.0,13.14,0.8,18.78,21.5,459.16,302.85,47,31
050US27065,27065,4.0,15.29,1.0,19.15,11.9,242.57,171.82,24,17
050US21035,21035,9.0,6.75,1.0,14.16,17.8,703.56,541.5,178,137
050US21053,21053,3.0,5.01,1.0,39.7,47.2,1277.47,1056.04,75,62
050US28111,28111,3.0,8.54,1.0,26.8,16.4,830.27,340.27,61,25
050US29045,29045,3.0,9.79,1.0,26.61,10.4,901.58,1051.84,36,42
050US29073,29073,5.0,5.74,1.0,18.56,27.2,408.52,331.24,37,30
050US54077,54077,7.0,9.59,0.88,21.47,19.1,477.83,,403,
050US35041,35041,5.0,7.19,1.0,17.99,19.8,255.24,,32,
050US44005,44005,23.0,3.67,1.0,10.45,20.0,226.22,,1656,
050US37073,37073,3.0,14.44,1.0,22.34,16.7,,,,
050US38013,38013,0.0,79.59,0.0,16.8,7.3,,,,
050US19051,19051,2.0,12.84,1.0,32.71,6.9,479.02,268.25,25,14
050US05035,5035,20.0,5.28,1.0,20.94,14.5,,,,
050US51760,51760,66.0,2.66,1.0,19.26,41.2,,,,
050US53023,53023,0.0,38.81,0.0,20.02,15.5,848.77,540.12,11,7
050US20003,20003,2.0,13.19,1.0,23.48,11.2,641.17,265.31,29,12
050US20047,20047,0.0,39.24,0.0,21.48,8.4,626.42,227.79,11,4
050US20119,20119,2.0,3.72,1.0,18.12,8.5,538.53,331.4,13,8
050US20157,20157,3.0,9.86,1.0,25.7,7.7,342.21,,9,
050US50015,50015,6.0,15.5,0.86,11.41,15.7,271.05,,1137,
050US40059,40059,2.0,0.0,1.0,29.41,10.4,942.93,446.65,19,9
050US31063,31063,1.0,0.0,1.0,23.35,5.9,,,,
050US41029,41029,38.0,5.35,0.93,11.16,16.5,552.07,209.43,746,283
050US16011,16011,7.0,14.21,0.88,11.52,11.9,,,,
050US38069,38069,2.0,14.48,1.0,18.61,6.7,409.29,420.35,37,38
050US39005,39005,11.0,7.2,1.0,17.81,14.0,602.7,302.88,197,99
050US17095,17095,16.0,7.55,1.0,21.79,16.5,518.95,269.08,162,84
050US21157,21157,6.0,9.98,1.0,17.96,21.5,709.22,503.65,138,98
050US40139,40139,4.0,15.04,0.8,20.57,13.6,967.77,589.39,133,81
050US48137,48137,0.0,76.38,0.0,40.05,6.9,1417.53,,11,
050US48217,48217,11.0,7.74,1.0,18.7,16.2,2067.71,1280.68,444,275
050US48299,48299,5.0,9.76,0.83,16.7,15.7,1053.9,379.03,114,41
050US18011,18011,10.0,8.06,1.0,10.17,24.6,344.93,159.2,156,72
050US20121,20121,8.0,11.64,1.0,17.43,15.2,189.21,87.68,41,19
050US31143,31143,2.0,0.0,1.0,13.11,5.7,229.43,,7,
050US32005,32005,16.0,10.26,0.94,9.36,21.2,468.37,286.61,134,82
050US31087,31087,1.0,29.78,1.0,25.1,9.3,414.36,,6,
050US31117,31117,0.0,48.36,0.0,28.8,6.9,,,,
050US42109,42109,8.0,6.46,1.0,22.41,13.3,603.1,437.54,153,111
050US23005,23005,66.0,22.44,0.99,9.0,28.6,166.46,86.0,331,171
050US17035,17035,3.0,6.23,1.0,21.35,9.5,446.84,400.62,29,26
050US17039,17039,5.0,8.15,1.0,17.43,19.1,712.85,421.69,71,42
050US20041,20041,6.0,12.21,1.0,19.69,9.2,476.11,167.52,54,19
050US20137,20137,1.0,0.0,1.0,18.09,8.8,254.6,141.44,9,5
050US42025,42025,11.0,9.58,0.92,17.57,41.4,430.69,296.1,176,121
050US20179,20179,2.0,2.86,1.0,15.87,6.9,,,,
050US26151,26151,11.0,13.1,0.85,23.56,15.9,803.36,,201,
050US17079,17079,3.0,8.24,1.0,22.15,13.2,224.84,121.07,13,7
050US51021,51021,1.0,18.5,0.5,28.39,32.8,,,,
050US40109,40109,241.0,2.34,1.0,14.56,19.1,1248.01,372.16,6405,1910
050US40083,40083,8.0,7.84,1.0,17.12,12.9,573.14,218.04,184,70
050US40137,40137,11.0,6.08,1.0,19.63,20.7,1573.27,537.12,413,141
050US29123,29123,2.0,11.48,0.67,28.51,25.5,525.91,436.12,41,34
050US29187,29187,11.0,6.93,1.0,17.8,39.0,1105.51,594.24,493,265
050US41041,41041,17.0,10.91,0.94,13.5,24.3,1008.4,416.67,288,119
050US17155,17155,2.0,8.64,1.0,17.9,20.6,173.16,,6,
050US18023,18023,8.0,5.99,1.0,19.56,23.8,897.23,451.04,185,93
050US18063,18063,21.0,3.94,1.0,8.16,16.3,244.82,86.62,277,98
050US18145,18145,10.0,5.82,1.0,18.46,25.9,1086.13,453.13,314,131
050US26161,26161,100.0,3.79,1.0,7.45,18.1,324.94,,858,
050US38041,38041,2.0,0.0,1.0,21.25,6.4,209.23,142.97,60,41
050US40063,40063,5.0,9.41,1.0,41.8,18.9,723.88,221.83,62,19
050US35023,35023,0.0,73.28,0.0,23.23,24.8,476.19,,12,
050US37157,37157,21.0,7.34,1.0,25.48,31.2,837.92,422.45,480,242
050US37195,37195,19.0,5.71,1.0,21.81,20.7,599.15,376.5,296,186
050US31181,31181,2.0,0.0,1.0,19.51,7.7,197.34,,4,
050US37151,37151,28.0,6.57,1.0,20.15,36.2,422.03,300.21,388,276
050US17101,17101,5.0,5.49,1.0,22.11,17.8,760.68,614.39,78,63
050US12003,12003,3.0,11.38,0.75,17.43,21.2,1996.39,1061.91,376,200
050US53003,53003,6.0,6.04,1.0,16.15,18.4,690.85,360.44,92,48
050US19011,19011,7.0,8.77,1.0,16.66,6.0,162.05,130.89,26,21
050US31007,31007,1.0,25.2,1.0,15.9,10.9,,,,
050US40025,40025,2.0,4.7,1.0,27.12,14.8,996.68,747.51,12,9
050US40147,40147,13.0,5.5,1.0,18.2,19.0,896.49,239.91,284,76
050US41053,41053,11.0,6.85,0.92,10.02,10.3,439.09,142.71,240,78
050US51840,51840,5.0,0.65,1.0,18.66,32.4,,,,
050US13175,13175,12.0,9.0,0.92,35.51,12.8,1076.78,438.57,329,134
050US08123,8123,76.0,5.8,0.99,10.75,,495.62,267.52,1056,570
050US27009,27009,9.0,7.14,1.0,12.27,10.9,235.13,205.27,63,55
050US27057,27057,5.0,18.24,0.71,15.19,12.4,404.59,322.02,49,39
050US26069,26069,10.0,12.99,1.0,17.11,25.3,630.65,,90,
050US18135,18135,8.0,14.68,1.0,19.13,30.1,361.68,177.55,55,27
050US31027,31027,2.0,0.0,1.0,16.2,5.4,206.36,,10,
050US31043,31043,4.0,3.74,1.0,20.45,5.6,209.83,284.77,28,38
050US55045,55045,8.0,7.28,1.0,16.8,12.9,212.76,,50,
050US46025,46025,0.0,58.52,0.0,20.83,5.9,441.18,196.08,9,4
050US17117,17117,11.0,8.43,0.85,17.66,17.4,285.13,179.53,81,51
050US56009,56009,3.0,17.51,0.75,12.87,11.4,809.53,312.25,70,27
050US42077,42077,76.0,2.55,1.0,13.38,22.5,540.07,208.64,1302,503
050US49053,49053,21.0,2.75,1.0,9.85,18.7,219.57,121.21,221,122
050US18153,18153,5.0,13.5,1.0,26.94,22.9,390.94,246.14,54,34
050US19123,19123,7.0,7.65,1.0,16.55,9.6,523.45,305.34,72,42
050US21117,21117,41.0,3.55,1.0,11.79,51.9,824.83,585.8,911,647
050US29186,29186,3.0,12.3,0.75,19.27,27.4,705.86,671.43,82,78
050US31099,31099,2.0,0.0,1.0,16.58,6.8,152.79,,6,
050US21105,21105,1.0,0.0,1.0,26.64,12.5,,,,
050US13247,13247,15.0,2.53,1.0,13.96,13.1,860.12,366.29,526,224
050US17077,17077,14.0,7.1,1.0,16.67,14.7,565.99,242.18,208,89
050US18183,18183,7.0,6.57,1.0,14.54,11.1,586.46,209.45,126,45
050US27007,27007,8.0,15.17,0.8,16.33,19.2,505.79,446.89,146,129
050US19015,19015,7.0,4.88,1.0,13.71,8.6,437.65,268.43,75,46
050US31045,31045,2.0,12.68,1.0,12.94,11.2,254.59,145.48,14,8
050US29229,29229,4.0,5.29,1.0,26.84,13.6,992.19,1047.31,108,114
050US30041,30041,4.0,26.12,0.67,17.32,16.1,,,,
050US31005,31005,0.0,38.33,0.0,21.32,7.6,,,,
050US12043,12043,2.0,27.8,0.5,34.87,23.7,1148.04,413.83,86,31
050US39015,39015,9.0,8.3,1.0,21.81,38.2,1122.78,519.87,311,144
050US35025,35025,17.0,8.32,0.94,18.58,24.5,305.25,,144,
050US38031,38031,1.0,0.0,1.0,17.43,4.5,,,,
050US13147,13147,5.0,5.83,1.0,25.03,15.3,1233.39,457.75,194,72
050US05097,5097,2.0,19.87,0.67,33.7,14.8,,,,
050US06105,6105,2.0,54.71,0.4,29.69,29.4,803.7,253.22,73,23
050US08107,8107,6.0,18.54,0.75,6.59,16.5,201.88,126.9,35,22
050US12103,12103,246.0,1.73,1.0,13.33,40.7,884.46,256.34,5248,1521
050US13017,13017,5.0,8.24,1.0,35.54,11.3,2446.57,618.67,261,66
050US51183,51183,5.0,13.6,1.0,29.15,12.5,,,,
050US13071,13071,10.0,6.73,1.0,24.97,10.5,809.1,231.67,234,67
050US41063,41063,2.0,22.14,0.67,18.95,9.7,,,,
050US39029,39029,24.0,5.64,1.0,17.3,39.7,510.52,275.49,328,177
050US48027,48027,64.0,5.1,0.98,11.8,8.5,788.64,359.08,1891,861
050US19065,19065,7.0,5.25,1.0,19.37,6.5,531.52,290.67,64,35
050US19093,19093,3.0,10.68,1.0,18.6,7.2,370.46,493.95,15,20
050US13033,13033,5.0,18.34,0.83,26.21,16.4,1511.99,586.55,232,90
050US48375,48375,34.0,3.3,1.0,21.21,21.1,2293.79,1046.45,1747,797
050US48461,48461,1.0,24.16,0.5,42.19,14.7,1113.8,581.11,23,12
050US48495,48495,3.0,2.7,1.0,18.29,18.4,972.42,714.43,49,36
050US19119,19119,3.0,19.41,1.0,12.38,4.9,328.99,171.65,23,12
050US17087,17087,4.0,11.34,1.0,27.75,14.2,305.67,147.18,27,13
050US51590,51590,16.0,3.11,1.0,25.09,22.2,,,,
050US27079,27079,6.0,9.77,1.0,14.68,5.8,159.4,82.45,29,15
050US42087,42087,12.0,8.2,1.0,25.94,17.0,523.48,314.09,145,87
050US20007,20007,2.0,0.0,1.0,16.17,16.6,442.12,200.96,11,5
050US20117,20117,4.0,13.46,1.0,18.41,7.1,425.75,187.33,25,11
050US19121,19121,3.0,3.6,1.0,16.81,9.9,357.45,231.86,37,24
050US19151,19151,3.0,18.96,1.0,17.7,5.8,387.78,315.08,16,13
050US19179,19179,11.0,6.73,1.0,21.38,14.9,1016.52,626.93,227,140
050US27039,27039,5.0,13.64,1.0,9.95,9.1,148.8,119.04,20,16
050US27063,27063,4.0,15.17,1.0,15.84,5.1,165.95,149.35,10,9
050US48415,48415,4.0,9.9,1.0,23.04,10.4,1461.2,545.64,158,59
050US27111,27111,15.0,11.67,0.88,19.32,7.8,245.04,170.09,85,59
050US27165,27165,3.0,17.06,1.0,24.52,5.6,297.4,312.27,20,21
050US19107,19107,3.0,20.51,0.75,21.62,6.9,311.27,163.83,19,10
050US20207,20207,2.0,1.93,1.0,29.85,18.4,,,,
050US21061,21061,4.0,19.34,1.0,19.57,18.0,,,,
050US38079,38079,4.0,0.0,1.0,27.47,10.0,217.66,244.86,16,18
050US48193,48193,3.0,3.98,1.0,23.95,13.4,1680.31,710.9,78,33
050US48433,48433,1.0,0.0,1.0,19.83,9.0,981.77,,7,
050US48505,48505,3.0,3.75,1.0,38.42,8.9,362.89,133.06,30,11
050US13297,13297,15.0,7.44,1.0,15.15,19.8,1175.99,615.69,722,378
050US15005,15005,2.0,0.0,1.0,28.21,20.0,328.65,,3037,
050US19033,19033,11.0,4.77,1.0,17.59,12.6,587.76,469.45,154,123
050US17201,17201,77.0,2.83,1.0,13.51,42.3,627.29,393.23,1131,709
050US19059,19059,5.0,10.92,1.0,13.91,6.2,227.95,128.84,23,13
050US19183,19183,5.0,2.32,1.0,15.65,7.7,375.3,213.41,51,29
050US20075,20075,1.0,0.0,1.0,24.61,14.3,752.35,376.18,12,6
050US01011,1011,3.0,15.99,1.0,30.67,8.3,507.61,101.52,35,7
050US39113,39113,153.0,2.62,1.0,14.13,51.2,656.49,253.37,2249,868
050US18167,18167,28.0,4.24,1.0,15.76,19.8,679.47,217.54,481,154
050US37067,37067,93.0,3.83,1.0,16.05,25.1,610.26,259.01,1515,643
050US19063,19063,3.0,11.79,0.75,19.05,4.6,388.71,270.41,23,16
050US27115,27115,7.0,13.73,0.88,21.13,12.4,358.17,293.05,66,54
050US13231,13231,4.0,14.17,1.0,19.45,13.0,363.67,105.06,45,13
050US26021,26021,49.0,6.78,1.0,18.23,16.8,1036.66,,996,
050US39141,39141,17.0,9.62,1.0,16.39,47.8,791.44,467.76,401,237
050US51820,51820,5.0,0.78,1.0,23.58,26.4,,,,
050US48059,48059,3.0,6.1,1.0,25.51,12.4,671.06,359.5,56,30
050US55033,55033,7.0,10.67,0.88,13.49,8.8,337.98,,105,
050US28045,28045,7.0,10.68,0.88,20.13,44.1,881.34,456.1,257,133
050US27143,27143,4.0,0.0,1.0,19.78,6.8,170.45,138.49,16,13
050US20039,20039,2.0,11.56,1.0,17.48,8.0,510.86,,8,
050US27105,27105,6.0,5.95,1.0,17.73,5.8,342.59,327.7,46,44
050US19177,19177,2.0,11.12,1.0,28.85,8.9,237.7,142.62,10,6
050US20011,20011,3.0,15.19,0.6,24.11,15.5,708.15,487.58,61,42
050US55087,55087,39.0,4.94,0.98,11.16,10.7,480.27,,599,
050US39063,39063,13.0,3.42,1.0,11.84,21.0,539.05,271.58,262,132
050US39149,39149,10.0,7.98,1.0,15.62,27.7,849.87,529.53,260,162
050US28079,28079,5.0,12.54,1.0,33.0,8.8,1201.99,461.74,164,63
050US29155,29155,6.0,7.08,1.0,25.47,24.2,1442.26,947.77,140,92
050US54053,54053,5.0,9.28,0.83,25.83,37.3,621.32,,936,
050US27149,27149,3.0,8.64,1.0,14.16,6.2,191.39,175.44,12,11
050US36023,36023,11.0,8.21,0.92,17.05,18.6,419.71,275.63,134,88
050US01003,1003,30.0,7.37,0.94,13.82,14.5,511.2,347.22,717,487
050US01109,1109,8.0,11.37,1.0,29.96,7.5,974.61,467.64,223,107
050US04015,4015,38.0,10.26,0.88,17.1,24.4,,,,
050US05091,5091,11.0,8.46,0.92,22.25,9.4,,,,
050US55017,55017,11.0,6.98,1.0,13.98,12.8,432.18,,182,
050US55019,55019,7.0,13.6,0.88,25.24,6.5,401.0,,82,
050US38047,38047,1.0,0.0,1.0,22.61,5.1,,,,
050US38049,38049,1.0,30.44,0.5,18.77,5.8,409.29,420.35,37,38
050US47171,47171,4.0,4.13,1.0,28.53,37.0,569.34,311.36,64,35
050US26059,26059,10.0,15.05,0.83,22.13,15.3,560.87,,160,
050US28139,28139,4.0,5.66,1.0,26.58,8.4,658.51,350.73,92,49
050US26029,26029,12.0,28.06,0.86,15.18,14.4,418.38,,66,
050US26111,26111,18.0,6.9,0.95,13.16,16.0,377.86,,201,
050US35059,35059,1.0,0.0,1.0,35.84,15.7,322.19,,8,
050US39085,39085,59.0,4.57,1.0,11.73,33.1,491.54,233.65,730,347
050US35031,35031,6.0,39.82,0.35,50.59,18.6,138.51,,65,
050US41071,41071,17.0,6.49,1.0,11.85,11.2,483.9,145.89,335,101
050US27025,27025,9.0,7.75,0.9,10.94,9.1,161.36,112.95,60,42
050US12085,12085,36.0,4.38,1.0,11.17,24.5,1061.06,284.62,932,250
050US40029,40029,2.0,10.46,1.0,33.18,29.9,507.78,,16,
050US28009,28009,1.0,15.2,0.5,34.96,9.1,595.12,348.86,29,17
050US33011,33011,86.0,5.1,1.0,7.89,34.0,265.71,,759,
050US36001,36001,75.0,3.53,1.0,12.68,17.4,706.28,265.27,1507,566
050US23029,23029,9.0,25.43,0.64,20.25,32.5,264.02,140.09,49,26
050US50023,50023,18.0,9.23,0.95,12.36,18.3,271.05,,1137,
050US01127,1127,18.0,7.39,1.0,24.79,30.3,1001.44,580.3,409,237
050US02164,2164,1.0,0.0,1.0,32.07,16.8,361.45,,1782,
050US29059,29059,3.0,15.98,1.0,27.94,19.1,809.24,779.63,82,79
050US29063,29063,1.0,17.7,0.5,24.53,9.5,1017.81,1145.04,72,81
050US36007,36007,55.0,4.57,1.0,14.76,22.3,569.57,296.83,733,382
050US28131,28131,3.0,12.34,1.0,27.39,22.4,844.62,426.49,101,51
050US29049,29049,4.0,4.13,1.0,16.6,14.5,593.18,488.06,79,65
050US48099,48099,19.0,8.91,1.0,12.46,7.5,775.03,439.42,448,254
050US22027,22027,4.0,20.64,0.8,49.64,14.4,,,,
050US24037,24037,18.0,9.41,1.0,12.48,25.6,316.24,113.79,239,86
050US26047,26047,7.0,20.08,0.78,14.26,13.6,676.51,,143,
050US29217,29217,6.0,10.8,1.0,16.96,19.1,946.19,748.72,115,91
050US04019,4019,,,,11.59,28.8,,,,
050US56043,56043,3.0,9.01,1.0,16.02,16.8,537.98,172.15,25,8
050US20005,20005,4.0,6.84,1.0,22.24,12.1,914.06,631.36,97,67
050US46013,46013,7.0,6.4,0.88,15.46,5.4,800.3,700.78,193,169
050US46017,46017,1.0,0.0,1.0,40.78,9.4,,,,
050US31049,31049,1.0,0.0,1.0,23.01,9.3,,,,
