HEROP_ID,TotTracts,AreaSqMi,CenFlags,TotPop,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age55_59,Age60_64,AgeOv65,Age15_24P,Und45P,Ovr65P,ChildrenP,Age45_49,Age50_54,AgeOv18,TotPopHh,NonRelFhhP,NonRelNfhhP,NoHsP,DisbP,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,TotVetPop,VetP,AlcTot,AlcDens,AlcPerCap,TotUnits,VacantP,MobileP,LngTermP,RentalP,UnitDens,Ndvi,RcaUrbanP,RcaSubrbP,RcaRuralP,CenRuralP,PovP,UnempP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,TotWrkE,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,OdMortRt,SviTh1,SviTh2,SviTh3,SviTh4,SviSmryRnk
050US39107,9,462.44,,40806,23401,2826,5872,2776,2358,14060,3104,2817,6923,12.58,55.77,16.97,0.26,2433,2771,30324,40302,1.82,12.77,8.34,11.6,97.16,0.62,1.91,0.0,0.44,0.44,1.35,0.57,0.92,0.02,0.21,0.95,0.02,0.74,0.94,0.02,2265,7.47,5.0,0.01,0.0,17935,10.21,6.34,30.54,23.44,38.78,0.15,0.0,0.22,0.78,0.61,6.9,2.6,30170.0,28513.0,10.6,67.11,0.41,20927.0,6.26,45.09,11.37,9.04,12824.0,61.28,14.8,0.11,0.27,0.13,0.08,0.05
050US39121,3,398.01,,14443,8048,697,1516,675,513,4420,1571,1278,3737,8.23,45.93,25.87,0.18,639,585,11785,11955,1.36,18.42,14.89,20.3,92.47,5.65,0.71,0.08,0.09,0.0,1.72,0.43,0.88,0.09,0.49,0.87,0.01,0.5,0.87,0.0,1616,13.71,,,,6144,19.16,16.68,43.84,16.01,15.44,0.26,0.0,0.0,1.0,0.63,15.4,4.8,23767.0,24616.0,15.07,53.67,0.45,4171.0,8.87,26.35,16.61,11.12,2577.0,61.78,23.4,0.57,0.41,0.18,0.51,0.43
050US21227,24,541.72,,126427,81967,8082,15990,11548,14218,58010,7584,6362,15710,20.38,64.92,12.43,0.23,7073,7616,97677,119173,3.16,28.41,12.3,15.0,81.58,9.03,5.27,0.31,3.81,0.28,4.99,0.37,0.68,0.15,0.44,0.68,0.1,0.45,0.71,0.08,6660,6.83,23.0,0.04,0.0,51706,8.83,6.79,18.66,41.76,95.45,0.17,0.79,0.21,0.0,0.31,17.4,5.1,24675.0,27322.0,6.51,44.63,0.48,62113.0,11.36,24.76,13.22,12.75,30589.0,49.25,16.7,0.52,0.4,0.76,0.88,0.71
050US53029,22,208.51,,81636,47428,4617,8154,3747,5716,28683,5719,6318,19138,11.59,50.78,23.44,0.18,4141,4866,66566,79524,2.14,18.46,4.7,15.4,84.75,3.18,7.49,1.05,4.62,0.37,6.04,0.68,0.6,0.1,0.39,0.69,0.12,0.42,0.69,0.08,12382,20.18,11.0,0.05,0.0,41556,17.31,7.9,19.76,30.71,199.3,0.19,0.0,0.73,0.27,0.47,8.6,6.1,31912.0,35364.0,3.29,24.67,0.42,32257.0,8.67,20.54,13.65,11.47,15795.0,48.97,14.3,0.15,0.23,0.53,0.24,0.19
050US53035,55,395.13,,262475,163864,15160,30005,14876,21003,102886,19450,17600,44246,13.67,56.41,16.86,0.21,15664,17464,208110,255483,3.26,25.27,5.6,15.3,81.21,2.49,7.54,1.03,4.84,0.82,9.62,0.45,0.7,0.05,0.24,0.73,0.09,0.31,0.73,0.07,32777,16.8,13.0,0.03,0.0,111801,9.07,7.53,22.24,33.41,282.95,0.17,0.87,0.11,0.02,0.17,9.7,5.2,34483.0,35826.0,5.48,49.84,0.43,113310.0,8.04,18.09,14.04,11.58,51392.0,45.36,16.8,0.12,0.21,0.52,0.65,0.28
050US53041,20,2402.76,,76947,44609,4458,9103,4716,4260,26804,5717,5684,15686,11.67,52.46,20.39,0.22,4529,4966,60295,75817,3.9,20.51,12.19,20.5,90.64,0.59,10.0,0.71,1.19,0.19,6.67,0.56,0.83,0.03,0.28,0.81,0.14,0.36,0.82,0.02,7726,12.83,6.0,0.0,0.0,34952,13.42,19.16,23.89,30.29,14.55,0.23,0.0,0.45,0.55,0.61,14.4,8.2,25381.0,25813.0,7.4,40.6,0.43,30414.0,7.54,25.09,13.53,13.72,16589.0,54.54,19.6,0.62,0.76,0.67,0.83,0.79
050US51830,3,8.94,1.0,14788,10976,495,822,2847,3341,8801,597,777,2195,41.84,68.42,14.84,0.11,552,549,13171,10538,3.55,38.48,4.35,10.8,74.53,14.05,7.06,0.52,6.52,0.0,4.38,0.25,0.64,0.16,0.24,0.65,0.08,0.27,0.66,0.08,1049,8.02,2.0,0.22,0.0,5194,10.09,0.0,13.7,50.73,580.97,0.2,1.0,0.0,0.0,0.0,22.4,7.5,16061.0,29203.0,6.63,30.0,0.52,6027.0,26.41,6.85,10.25,12.05,1695.0,28.12,15.4,0.5,0.02,0.48,0.83,0.38
050US55015,11,318.28,,49807,30608,2778,7151,3415,2765,18141,3839,3188,6933,12.41,56.36,13.92,0.25,3741,4036,37541,49574,1.41,15.39,6.04,9.0,94.65,0.84,4.15,0.57,2.41,0.0,1.53,0.47,0.84,0.03,0.25,0.89,0.06,0.59,0.8,0.09,2502,6.66,,,,20485,4.48,2.09,26.75,19.18,64.36,0.14,0.55,0.0,0.45,0.28,5.7,2.2,36392.0,34015.0,6.73,63.86,0.39,27476.0,7.65,35.63,12.11,10.15,12742.0,46.38,12.1,0.01,0.11,0.38,0.04,0.02
050US55021,12,765.54,,56954,34816,3049,7072,3505,3071,20346,4332,4173,9671,11.55,53.49,16.98,0.22,3932,4379,44487,55519,3.04,15.64,7.05,11.3,94.95,1.24,3.23,0.4,0.77,0.03,2.63,0.64,0.88,0.04,0.24,0.91,0.04,0.38,0.92,0.02,3902,8.79,4.0,0.01,0.0,26621,10.63,3.35,30.33,26.48,34.77,0.19,0.0,0.67,0.33,0.61,8.2,3.4,34688.0,33012.0,8.5,62.25,0.41,30458.0,7.34,30.59,13.06,10.33,15615.0,51.27,22.9,0.06,0.14,0.36,0.33,0.12
050US39017,80,466.62,,378294,235278,23283,50913,29670,32832,152624,25321,23204,52872,16.52,59.96,13.98,0.24,24293,25784,288150,366670,2.77,24.41,9.66,12.3,84.72,8.02,4.62,0.25,3.08,0.08,3.85,0.4,0.68,0.16,0.47,0.68,0.11,0.48,0.76,0.08,21834,7.58,29.0,0.06,0.0,151198,8.58,2.58,23.28,31.66,324.03,0.16,0.64,0.36,0.0,0.09,13.0,5.1,30782.0,30777.0,11.25,87.27,0.44,183136.0,9.23,21.65,13.68,12.54,82015.0,44.78,45.5,0.31,0.28,0.61,0.45,0.36
050US35047,7,4721.49,,28034,16847,1337,3006,2349,1871,10364,2171,2109,5536,15.05,52.46,19.75,0.2,1639,1872,22383,26408,4.91,17.29,18.79,28.5,55.3,1.34,77.61,1.32,1.34,0.21,40.49,0.37,0.23,0.03,0.16,0.17,0.78,0.5,0.21,0.03,2099,9.38,2.0,0.0,0.0,15904,29.0,35.43,40.67,28.79,3.37,0.07,0.0,0.86,0.14,0.47,27.7,6.4,19925.0,20285.0,8.47,30.57,0.5,9714.0,15.02,15.17,22.15,9.5,4960.0,51.06,38.6,0.89,0.95,0.98,0.91,0.99
050US35057,4,3345.2,,15595,9301,741,1872,987,1126,5422,1355,1216,3001,13.55,51.52,19.24,0.21,935,1053,12302,15122,3.16,23.88,14.17,17.0,91.55,1.75,42.83,1.06,0.37,0.0,5.26,0.41,0.51,0.03,0.1,0.51,0.43,0.7,0.45,0.01,1551,12.61,1.0,0.0,0.0,8036,29.52,40.98,28.38,16.68,2.4,0.05,0.0,0.75,0.25,0.99,25.8,5.2,21486.0,20072.0,8.52,20.0,0.45,5712.0,10.45,19.5,14.27,13.24,2966.0,51.93,37.1,0.78,0.27,0.87,0.55,0.75
050US33013,36,932.87,,149452,94459,7183,16495,9911,9948,55125,12491,10431,25707,13.29,52.73,17.2,0.2,10319,11701,120166,142697,3.0,22.8,6.32,13.6,94.18,1.31,2.08,0.17,2.08,0.01,2.25,0.5,0.84,0.04,0.31,0.9,0.03,0.48,0.84,0.07,10961,9.14,14.0,0.02,0.0,64675,10.56,5.91,28.19,28.43,69.33,0.27,0.14,0.39,0.47,0.55,7.2,3.9,34545.0,36148.0,7.42,52.45,0.43,78874.0,10.93,18.5,16.6,11.92,34483.0,43.72,29.6,0.04,0.07,0.43,0.54,0.15
050US39155,55,618.04,1.0,201794,118660,10616,23438,12031,11825,68727,15974,14780,41230,11.82,50.93,20.43,0.21,12928,14101,159890,197899,2.57,14.13,10.94,14.8,88.59,8.31,1.75,0.15,0.49,0.0,2.46,0.61,0.65,0.28,0.37,0.82,0.03,0.61,0.81,0.02,15828,9.91,13.0,0.02,0.0,95707,9.97,4.45,35.65,29.27,154.86,0.2,0.78,0.2,0.02,0.27,17.5,5.2,26227.0,26116.0,18.54,106.88,0.45,87675.0,7.15,27.87,15.95,12.1,48844.0,55.71,40.6,0.53,0.61,0.34,0.39,0.46
050US28133,7,697.76,,26532,17144,1564,3515,1754,2079,11433,1679,1460,3303,14.45,62.23,12.45,0.23,1802,1776,20447,22394,2.12,13.16,27.09,14.7,25.02,73.96,1.72,0.43,0.08,0.0,0.52,0.28,0.22,0.76,0.41,0.31,0.04,0.51,0.32,0.0,964,4.72,7.0,0.01,0.0,9679,13.33,5.27,32.23,45.11,13.87,0.14,0.0,0.43,0.57,0.46,31.5,16.0,17597.0,15464.0,17.73,76.43,0.5,8173.0,11.29,20.87,16.02,12.85,4712.0,57.65,14.0,1.0,0.54,0.67,0.93,0.95
050US22003,5,761.81,,25661,16258,1614,3212,1481,1412,10416,1693,1425,3617,11.27,59.4,14.1,0.23,1846,1838,19875,21287,4.75,8.69,20.1,19.3,73.66,19.01,5.86,2.1,0.65,0.0,4.57,0.27,0.64,0.25,0.54,0.64,0.15,0.44,0.61,0.01,1406,7.07,1.0,0.0,0.0,9881,19.85,20.45,28.51,25.91,12.97,0.22,0.0,0.4,0.6,0.69,18.7,9.6,21799.0,20203.0,11.6,40.4,0.47,8618.0,6.86,27.21,9.16,9.53,4852.0,56.3,20.5,0.91,0.59,0.76,0.93,0.93
050US22021,3,529.43,,9996,5877,615,1334,571,685,3654,730,534,1801,12.57,56.05,18.02,0.23,595,733,7678,9484,3.38,15.94,23.56,13.8,82.14,16.72,3.17,0.5,0.12,0.0,0.52,0.27,0.74,0.21,0.28,0.76,0.04,0.56,0.79,0.0,493,6.42,,,,5122,28.41,35.3,31.96,25.72,9.67,0.24,0.0,1.0,0.0,1.0,27.1,8.2,18400.0,20574.0,11.57,35.0,0.53,3385.0,13.71,19.7,16.01,8.15,2028.0,59.91,18.1,0.95,0.48,0.69,0.96,0.93
050US18059,10,305.95,,73830,44852,4164,9955,5109,4172,27435,5379,4439,11521,12.57,56.28,15.6,0.24,5221,5716,56373,73169,1.99,21.13,6.21,13.0,94.88,2.1,2.27,0.11,0.82,0.02,2.07,0.58,0.87,0.06,0.36,0.92,0.04,0.59,0.9,0.03,6110,10.84,6.0,0.02,0.0,29713,5.04,1.61,24.83,22.42,97.12,0.15,0.8,0.2,0.0,0.3,7.1,2.8,36183.0,32730.0,10.81,124.0,0.38,38632.0,8.49,24.51,13.97,10.94,17183.0,44.48,24.8,0.03,0.19,0.25,0.03,0.02
050US20021,6,587.56,,20331,11738,1102,2818,1417,1053,6917,1472,1492,3749,12.15,53.3,18.44,0.24,1244,1537,15487,20088,1.55,12.18,11.01,22.5,90.4,0.61,2.52,2.45,0.43,0.35,5.75,0.67,0.88,0.02,0.26,0.87,0.03,0.35,0.89,0.01,1323,8.55,4.0,0.01,0.0,9895,18.78,11.41,28.83,25.91,16.84,0.18,0.0,0.33,0.67,0.49,13.8,4.7,23976.0,21635.0,10.68,39.67,0.41,8699.0,11.98,30.38,14.38,9.89,4564.0,52.47,18.7,0.52,0.83,0.17,0.22,0.38
050US27141,11,432.91,,93231,58316,6216,14397,6568,5456,37949,6447,4461,9830,12.9,62.81,10.54,0.27,6977,6954,68146,91097,3.44,29.44,5.52,8.8,92.69,2.2,2.54,0.63,1.32,0.0,3.15,0.65,0.79,0.11,0.35,0.9,0.04,0.27,0.88,0.02,5410,7.94,10.0,0.02,0.0,33542,5.38,1.38,24.46,17.35,77.48,0.16,0.36,0.64,0.0,0.44,7.1,3.1,37592.0,34013.0,11.4,240.44,0.37,50434.0,7.0,28.0,14.25,11.73,24224.0,48.03,11.5,0.03,0.22,0.31,0.24,0.09
050US27147,8,429.64,,36676,21355,2361,5415,2368,2113,12977,2457,2500,6049,12.22,56.58,16.49,0.25,2316,2601,27404,36133,2.61,16.28,8.39,11.3,90.79,3.03,7.65,0.32,1.45,0.08,4.33,0.44,0.8,0.06,0.36,0.8,0.12,0.61,0.72,0.05,2213,8.08,8.0,0.02,0.0,15545,6.74,3.36,27.4,24.46,36.18,0.13,0.0,0.62,0.38,0.31,10.1,4.1,33946.0,30822.0,8.28,57.62,0.41,18903.0,6.5,34.09,13.28,11.62,9424.0,49.85,11.4,0.17,0.32,0.48,0.57,0.3
050US27151,4,742.04,,9411,5267,554,1228,519,456,3046,710,682,2025,10.36,51.3,21.52,0.23,537,629,7292,9258,1.72,8.86,10.28,13.9,94.94,2.44,4.81,0.02,0.32,0.41,1.86,0.5,0.9,0.05,0.15,0.92,0.05,0.6,0.9,0.01,645,8.85,3.0,0.0,0.0,4846,12.77,3.07,36.67,30.28,6.53,0.14,0.0,0.0,1.0,0.67,13.2,2.8,29328.0,30208.0,11.35,37.0,0.46,4799.0,6.27,33.05,16.32,10.44,2605.0,54.28,12.0,0.24,0.7,0.46,0.3,0.32
050US35061,18,1066.74,,75956,45176,4328,10588,5241,4754,28002,5223,5232,12596,13.16,56.5,16.58,0.24,4756,5231,57772,74468,2.9,18.39,17.01,19.3,80.82,1.1,60.35,4.29,0.85,0.0,12.94,0.5,0.37,0.03,0.18,0.32,0.63,0.56,0.38,0.01,6075,10.54,2.0,0.0,0.0,31050,11.47,29.01,30.98,19.32,29.11,0.06,0.0,1.0,0.0,0.17,19.5,8.4,23422.0,21934.0,8.79,43.42,0.44,29040.0,9.24,18.72,13.99,12.4,15651.0,53.89,35.4,0.86,0.87,0.94,0.55,0.9
050US21213,4,234.2,,18063,10702,1204,2433,1157,1077,6725,1202,1185,2917,12.37,57.37,16.15,0.25,1161,1236,13619,17691,2.9,12.81,14.11,12.4,85.64,9.86,2.36,0.6,0.79,0.0,3.11,0.21,0.83,0.12,0.36,0.82,0.03,0.66,0.87,0.03,853,6.26,2.0,0.01,0.0,7709,10.31,8.03,26.31,35.0,32.92,0.19,0.0,0.0,1.0,0.45,15.5,3.2,26264.0,23991.0,11.88,69.0,0.43,8242.0,5.39,36.8,10.83,12.44,4487.0,54.44,19.3,0.5,0.33,0.53,0.08,0.29
050US13235,3,249.26,,11295,7167,431,1013,701,841,4658,740,715,2139,13.65,54.02,18.94,0.18,807,792,9306,9748,3.53,28.19,19.58,20.4,63.15,34.79,4.1,0.15,0.09,0.0,1.82,0.04,0.59,0.35,0.22,0.59,0.05,0.87,0.65,0.01,727,7.82,4.0,0.02,0.0,4729,19.29,21.08,28.44,37.1,18.97,0.21,0.0,1.0,0.0,0.67,25.9,4.8,21401.0,19389.0,16.43,41.0,0.46,3704.0,7.99,26.27,14.23,12.74,2019.0,54.51,16.2,0.83,0.82,0.39,0.87,0.85
050US13249,2,166.91,,5211,3113,272,727,371,436,2074,294,247,864,15.49,58.97,16.58,0.24,474,259,3977,5210,0.96,0.0,15.68,16.6,66.28,29.9,5.14,0.0,0.0,0.0,3.82,0.18,0.63,0.32,0.16,0.67,0.06,0.0,0.0,0.0,320,8.05,,,,2191,14.33,35.46,31.94,30.26,13.13,0.23,0.0,0.0,1.0,1.0,21.3,12.7,26844.0,20585.0,16.15,29.5,0.47,2173.0,10.35,32.9,15.78,12.01,1211.0,55.73,14.3,0.9,0.86,0.54,0.46,0.82
050US20147,3,885.87,,5408,2972,309,713,295,338,1706,395,439,1199,11.7,50.44,22.17,0.23,279,368,4171,5308,2.96,12.98,7.41,16.0,96.63,0.74,3.38,0.26,0.46,0.09,1.81,0.32,0.93,0.01,0.14,0.94,0.04,0.37,0.93,0.01,373,8.94,2.0,0.0,0.0,3086,23.43,6.25,33.2,22.77,3.48,0.13,0.0,0.0,1.0,0.54,9.7,2.5,26546.0,27140.0,10.1,20.33,0.4,2690.0,10.71,30.19,17.96,6.43,1384.0,51.45,13.9,0.15,0.74,0.23,0.35,0.24
050US20151,3,735.04,,9582,5440,710,1322,713,627,3349,650,774,1752,13.98,56.16,18.28,0.25,496,529,7192,9176,2.21,20.59,7.81,11.2,93.67,2.35,7.18,1.48,0.11,0.0,2.39,0.57,0.81,0.05,0.34,0.84,0.1,0.61,0.81,0.0,518,7.31,3.0,0.0,0.0,4493,18.01,5.76,22.14,31.54,6.11,0.1,0.0,0.0,1.0,0.32,11.6,3.8,27922.0,27050.0,8.73,34.33,0.42,4515.0,11.89,28.75,12.05,14.37,2461.0,54.51,18.8,0.24,0.22,0.62,0.71,0.39
050US20153,1,1069.41,,2509,1334,132,297,116,108,725,227,174,662,8.93,45.99,26.39,0.2,119,173,1996,2471,1.89,10.76,5.17,19.1,93.26,0.4,6.78,0.88,0.2,0.0,5.26,0.0,0.91,0.0,0.0,0.91,0.07,0.0,0.91,0.0,186,9.32,2.0,0.0,0.0,1453,19.61,4.13,33.99,24.14,1.36,0.09,0.0,0.0,1.0,1.0,9.2,1.5,27277.0,27840.0,13.9,33.0,0.41,1226.0,6.44,34.99,14.44,10.93,530.0,43.23,16.0,0.08,0.49,0.57,0.06,0.14
050US17019,43,996.1,,209448,144864,11603,21287,21476,33845,108656,10965,11235,25028,26.41,67.58,11.95,0.19,10132,10542,169892,193881,2.35,33.61,4.89,8.9,72.28,13.34,5.84,0.15,10.66,0.06,3.51,0.46,0.55,0.26,0.32,0.62,0.08,0.5,0.56,0.24,9257,5.45,15.0,0.02,0.0,91667,10.0,3.9,18.65,46.37,92.03,0.11,0.77,0.23,0.0,0.13,20.9,4.8,27218.0,29683.0,6.19,37.98,0.51,103515.0,25.15,13.0,12.7,10.24,40666.0,39.29,15.7,0.35,0.01,0.79,0.99,0.5
050US47131,10,544.85,,30520,17849,1736,3710,2071,1631,10587,2355,2020,5979,12.13,52.53,19.59,0.22,1999,2134,23828,30036,1.85,14.69,16.57,21.5,85.12,10.07,4.21,0.24,0.37,0.04,4.17,0.48,0.66,0.23,0.33,0.73,0.07,0.41,0.9,0.01,1850,7.77,,,,14619,13.02,10.92,30.42,32.02,26.83,0.18,0.0,0.3,0.7,0.62,22.7,6.3,22787.0,23141.0,10.24,39.7,0.47,12747.0,6.58,30.58,14.12,13.32,7272.0,57.05,18.1,0.8,0.9,0.52,0.43,0.77
050US13065,2,814.99,,6743,3910,565,975,387,318,2451,429,420,1023,10.46,59.19,15.17,0.27,431,449,4933,6269,1.72,16.3,29.17,15.3,65.83,27.61,5.12,0.06,0.43,0.0,6.07,0.22,0.62,0.32,0.12,0.69,0.06,0.15,0.7,0.01,285,5.78,,,,2997,16.52,37.97,29.89,27.9,3.68,0.22,0.0,0.0,1.0,0.6,39.2,6.6,20334.0,16538.0,20.45,74.0,0.54,2257.0,10.46,36.11,13.38,9.35,1319.0,58.44,19.1,0.96,0.88,0.7,0.96,0.98
050US13161,3,330.92,,14991,8648,1027,2396,1226,637,5702,770,964,2297,12.43,60.87,15.32,0.27,828,1007,10945,14862,2.23,13.51,22.31,16.6,75.99,16.44,11.7,0.0,0.26,0.0,7.3,0.41,0.64,0.24,0.12,0.7,0.12,0.46,0.81,0.01,546,4.99,,,,6500,18.92,34.02,31.62,31.84,19.64,0.21,0.0,0.0,1.0,0.7,20.6,5.9,21394.0,18042.0,16.67,66.33,0.44,5530.0,6.15,34.48,10.89,10.85,3354.0,60.65,20.3,0.87,0.91,0.79,0.83,0.94
050US21111,191,380.68,,767154,477359,48870,94799,46037,49088,303774,55020,47966,117584,12.4,58.33,15.33,0.22,47587,51554,594943,750957,2.9,20.31,10.0,14.2,71.89,21.47,5.23,0.19,2.78,0.05,3.62,0.52,0.43,0.47,0.41,0.62,0.11,0.45,0.68,0.07,46965,7.9,162.0,0.43,0.0,343432,9.64,1.35,23.85,38.34,902.15,0.15,0.99,0.01,0.01,0.01,14.8,5.9,30037.0,31980.0,10.29,67.82,0.48,380718.0,8.52,17.65,14.77,11.1,175755.0,46.16,35.8,0.38,0.38,0.8,0.71,0.57
050US19171,6,721.01,,17136,9702,1079,2310,1213,907,5627,1306,1211,3284,12.37,52.61,19.16,0.24,1169,1150,12986,16756,3.31,16.7,9.06,11.4,88.2,0.83,9.23,8.09,0.34,0.04,2.5,0.33,0.78,0.01,0.55,0.64,0.2,0.46,0.71,0.01,1110,8.55,1.0,0.0,0.0,7792,13.31,3.95,35.08,23.72,10.81,0.2,0.0,0.33,0.67,0.72,12.1,3.8,30224.0,27255.0,10.93,37.83,0.4,8512.0,7.87,35.44,12.81,12.29,4796.0,56.34,11.9,0.28,0.51,0.72,0.2,0.33
050US12099,338,1965.61,,1446277,829358,74181,155839,81182,80323,499972,97722,89902,336908,11.17,50.47,23.29,0.19,92886,98867,1166266,1425793,2.96,23.96,11.8,12.3,74.02,18.56,21.85,0.17,2.69,0.04,4.52,0.6,0.32,0.42,0.43,0.43,0.35,0.38,0.57,0.05,83423,7.15,150.0,0.08,0.0,682671,19.7,2.78,19.45,31.39,347.31,0.09,0.95,0.03,0.02,0.01,12.8,6.5,29493.0,37998.0,18.36,189.51,0.52,669887.0,7.17,13.81,13.17,13.08,288248.0,43.03,27.7,0.37,0.24,0.94,0.65,0.56
050US12067,2,543.37,,8744,5601,543,1013,574,468,3684,664,480,1177,11.92,59.93,13.46,0.22,650,533,6778,7188,3.99,28.86,23.87,17.2,79.09,16.09,14.44,0.15,0.0,2.14,2.53,0.14,0.66,0.16,0.02,0.66,0.14,0.0,0.0,0.0,502,7.41,,,,3181,34.14,45.99,33.86,21.1,5.85,0.22,0.0,0.0,1.0,1.0,20.1,13.5,21574.0,19870.0,15.5,22.5,0.48,2456.0,13.88,23.37,7.29,12.83,1206.0,49.1,24.0,0.95,0.4,0.86,1.0,0.98
050US22121,5,192.39,,25860,16219,1785,3503,1559,1656,10403,1719,1665,3337,12.43,60.68,12.9,0.24,1618,1830,19556,24968,3.51,19.47,15.01,14.6,58.04,39.91,3.04,0.13,0.16,0.0,1.77,0.3,0.5,0.46,0.45,0.49,0.05,0.67,0.71,0.01,1200,6.15,1.0,0.01,0.0,10669,10.03,20.0,27.1,28.03,55.45,0.15,0.8,0.2,0.0,0.3,15.7,6.0,30744.0,28482.0,10.18,59.5,0.44,12329.0,7.89,29.15,12.34,12.09,6446.0,52.28,19.0,0.56,0.68,0.55,0.94,0.76
050US01053,9,945.22,,37328,22524,2122,4781,2212,2248,14244,2453,2355,6476,11.95,56.65,17.35,0.22,2389,2508,29000,34498,2.4,11.11,18.46,18.8,61.87,31.93,2.24,3.85,0.36,0.19,1.79,0.36,0.5,0.44,0.3,0.72,0.04,0.65,0.66,0.02,2184,7.53,2.0,0.0,0.0,16595,19.08,17.52,33.45,31.21,17.56,0.23,0.0,0.0,1.0,0.64,24.0,13.5,21402.0,18161.0,13.93,54.33,0.48,12182.0,6.58,29.9,13.22,11.48,7031.0,57.72,26.8,0.96,0.68,0.6,0.58,0.86
050US01067,6,561.75,,17124,9841,933,2007,1013,1004,5812,1307,1150,3696,11.78,51.11,21.58,0.21,1084,1135,13537,16813,1.98,12.18,19.82,18.7,71.12,27.73,2.62,0.02,0.0,0.0,1.12,0.25,0.64,0.33,0.34,0.7,0.04,0.0,0.0,0.0,1230,9.09,2.0,0.0,0.0,9096,26.68,25.92,31.55,17.2,16.19,0.22,0.0,0.83,0.17,0.88,13.5,6.7,22656.0,24069.0,12.62,43.0,0.44,6868.0,8.42,22.74,15.42,11.88,3894.0,56.7,16.3,0.7,0.64,0.47,0.27,0.55
050US21129,3,208.86,,6751,4178,356,775,473,274,2334,515,504,1167,11.07,51.33,17.29,0.21,533,567,5345,6222,1.6,8.36,29.61,31.5,96.76,0.84,0.59,0.3,0.62,0.0,1.48,0.43,0.94,0.01,0.43,0.94,0.01,0.43,0.94,0.01,294,5.5,,,,3476,17.61,25.37,38.51,29.99,16.64,0.29,0.0,0.0,1.0,1.0,33.5,8.6,16729.0,17179.0,15.87,28.0,0.52,1838.0,12.84,23.78,16.87,12.24,1017.0,55.33,48.7,0.98,0.76,0.03,0.8,0.82
050US19077,3,590.62,,10674,5918,563,1396,690,502,3299,846,797,2333,11.17,49.26,21.86,0.23,680,760,8251,10515,2.17,17.43,7.16,13.6,97.17,0.03,2.68,0.34,0.25,0.0,2.21,0.58,0.97,0.0,0.18,0.95,0.03,0.43,0.96,0.0,746,9.05,,,,5786,24.01,3.35,28.98,20.56,9.8,0.2,0.0,0.33,0.67,1.0,11.1,3.4,30675.0,28953.0,9.87,51.67,0.41,5275.0,7.32,27.22,14.82,13.27,2520.0,47.77,13.1,0.16,0.66,0.25,0.06,0.12
050US19081,4,571.0,,10888,6127,572,1382,677,520,3516,949,763,2341,10.99,50.24,21.5,0.22,598,767,8468,10682,1.99,14.72,6.6,12.6,96.79,0.64,4.16,0.24,0.37,0.07,1.88,0.27,0.93,0.01,0.2,0.93,0.05,0.59,0.92,0.0,707,8.35,,,,5311,10.26,2.99,30.93,22.05,9.3,0.16,0.0,0.0,1.0,0.7,8.1,1.9,31390.0,29537.0,10.07,37.75,0.39,5653.0,9.48,36.99,13.69,10.47,2809.0,49.69,11.7,0.06,0.22,0.32,0.12,0.07
050US19089,3,473.24,,9264,5061,589,1377,501,481,2892,671,623,1882,10.6,52.44,20.32,0.25,490,740,6943,9016,3.12,10.53,9.71,10.8,98.21,0.31,1.58,0.0,0.04,0.0,1.44,0.28,0.95,0.0,0.26,0.96,0.02,0.69,0.99,0.0,602,8.67,3.0,0.01,0.0,4372,11.53,2.81,29.67,20.94,9.24,0.15,0.0,0.0,1.0,0.63,11.9,2.5,31482.0,28828.0,8.9,29.33,0.41,4783.0,9.3,37.84,17.9,9.91,2724.0,56.95,11.7,0.21,0.59,0.06,0.21,0.16
050US13011,4,232.05,,18510,11167,970,2438,1247,1034,6807,1432,1072,3086,12.32,55.19,16.67,0.23,1332,1373,14253,18510,2.68,3.0,22.91,16.3,92.98,2.71,6.68,0.36,1.24,0.0,2.7,0.33,0.88,0.05,0.28,0.87,0.09,0.41,0.9,0.02,1292,9.07,,,,7682,14.05,29.95,29.83,24.19,33.1,0.27,0.0,0.25,0.75,0.94,13.4,5.3,21716.0,20810.0,11.72,63.0,0.4,7795.0,8.35,32.44,11.84,14.59,4570.0,58.63,20.7,0.71,0.47,0.61,0.25,0.56
050US27131,13,495.84,,65765,41560,3723,8356,5558,6531,27245,4220,4026,9708,18.38,59.79,14.76,0.22,4215,4272,51268,57463,2.51,18.27,9.55,9.6,86.98,5.36,7.94,0.38,2.11,0.11,5.06,0.53,0.74,0.12,0.36,0.76,0.14,0.38,0.79,0.03,3576,6.98,10.0,0.02,0.0,24864,7.32,5.02,27.59,25.48,50.15,0.12,0.0,0.85,0.15,0.26,10.7,3.7,30181.0,29767.0,10.76,106.56,0.43,34128.0,19.83,25.7,13.67,9.93,16664.0,48.83,9.6,0.2,0.08,0.71,0.87,0.39
