HEROP_ID,TotTracts,AreaSqMi,CenFlags,TotPop,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age55_59,Age60_64,AgeOv65,Age15_24P,Und45P,Ovr65P,ChildrenP,Age45_49,Age50_54,AgeOv18,TotPopHh,NonRelFhhP,NonRelNfhhP,NoHsP,DisbP,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,TotVetPop,VetP,AlcTot,AlcDens,AlcPerCap,TotUnits,VacantP,MobileP,LngTermP,RentalP,UnitDens,Ndvi,RcaUrbanP,RcaSubrbP,RcaRuralP,CenRuralP,PovP,UnempP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,TotWrkE,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,OdMortRt,SviTh1,SviTh2,SviTh3,SviTh4,SviSmryRnk
050US48383,1,1175.31,,3752,2290,264,711,272,222,1605,240,207,350,13.17,68.76,9.33,0.3,172,203,2640,3716,2.38,15.65,20.24,9.4,40.99,0.72,70.68,0.0,0.0,0.0,58.29,0.0,0.28,0.01,0.0,0.28,0.71,0.0,0.0,0.0,124,4.7,1.0,0.0,0.0,1320,13.11,24.02,21.93,30.17,1.12,0.03,0.0,0.0,1.0,0.13,14.8,4.4,36406.0,25397.0,12.8,35.0,0.37,1685.0,6.11,49.91,3.98,5.93,971.0,57.63,15.4,0.58,0.33,0.99,0.07,0.48
050US48405,3,530.65,,8327,4525,394,949,602,258,2389,714,593,2134,10.33,44.82,25.63,0.2,502,652,6659,8080,1.25,0.38,19.19,26.2,73.48,21.14,7.0,1.98,0.16,0.0,3.24,0.49,0.51,0.37,0.33,0.6,0.09,0.0,0.0,0.0,738,11.08,,,,5434,38.24,24.27,33.79,19.87,10.24,0.23,0.0,0.0,1.0,1.0,24.0,9.4,21378.0,23261.0,11.97,16.0,0.53,2591.0,7.02,28.83,18.53,11.04,1528.0,58.97,18.9,0.89,0.77,0.66,0.78,0.89
050US48407,4,569.24,,27819,15583,1542,3573,1527,1398,8908,2133,2116,6114,10.51,50.41,21.98,0.22,1568,1865,21697,27678,2.32,22.97,16.07,21.8,86.19,10.49,12.81,0.48,0.0,0.05,2.79,0.12,0.74,0.11,0.17,0.72,0.15,0.0,0.0,0.0,2331,10.74,5.0,0.01,0.0,13643,30.46,27.86,22.57,17.83,23.97,0.21,0.0,0.75,0.25,1.0,14.9,7.1,21589.0,21808.0,10.62,48.5,0.43,10060.0,6.29,33.68,7.48,14.55,5489.0,54.56,18.2,0.75,0.69,0.78,0.27,0.69
050US46041,2,2302.48,,5779,3124,706,1098,459,413,2177,329,267,552,15.09,68.89,9.55,0.36,288,362,3676,5713,3.49,15.0,14.37,9.8,20.25,0.1,1.0,78.37,0.09,0.0,1.19,0.39,0.19,0.0,0.09,0.28,0.01,0.11,0.33,0.0,259,7.05,,,,2019,17.43,20.6,30.33,42.17,0.88,0.1,0.0,0.0,1.0,0.64,30.2,22.1,25442.0,16967.0,8.09,2.38,0.46,2036.0,16.11,24.41,14.78,8.64,869.0,42.68,13.9,0.94,0.51,0.5,0.9,0.88
050US46071,2,1863.87,,3287,1790,373,528,242,275,1174,223,169,467,15.73,63.13,14.21,0.31,159,194,2257,3139,2.77,17.42,17.34,12.3,39.31,0.09,0.58,55.73,0.55,0.0,4.32,0.68,0.19,0.0,0.68,0.19,0.01,0.29,0.41,0.01,240,10.63,,,,1269,30.34,24.35,43.96,39.48,0.68,0.11,0.0,0.0,1.0,1.0,47.7,8.4,16732.0,13595.0,6.7,1.33,0.48,1023.0,17.11,25.42,13.59,13.78,392.0,38.32,14.0,0.95,0.75,0.48,1.0,0.97
050US46075,1,969.67,,735,454,12,70,22,27,163,114,101,180,6.67,33.33,24.49,0.14,34,61,634,735,1.66,5.18,5.96,9.4,98.64,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,6.15,,,,554,27.26,17.87,40.95,19.6,0.57,0.11,0.0,0.0,1.0,1.0,10.6,4.9,30203.0,28850.0,6.3,4.0,0.41,410.0,9.02,47.07,1.71,13.41,203.0,49.51,13.6,0.21,0.04,0.0,0.01,0.01
050US46079,3,562.89,,12574,7448,770,1416,908,889,4285,1032,1157,2533,14.29,51.46,20.14,0.21,593,788,9981,11860,2.91,18.11,7.73,11.6,94.64,0.45,1.54,0.6,1.84,0.0,2.48,0.31,0.91,0.0,0.35,0.9,0.02,0.41,0.9,0.03,824,8.27,1.0,0.0,0.0,5754,18.75,6.85,24.86,26.35,10.22,0.16,0.0,0.0,1.0,0.45,12.4,4.2,27323.0,31574.0,3.33,16.0,0.47,6737.0,12.85,29.79,12.53,9.4,3355.0,49.8,11.7,0.2,0.06,0.37,0.59,0.2
050US46127,3,460.74,,15177,8953,870,2121,1005,754,5471,1135,961,2559,11.59,55.76,16.86,0.24,977,1083,11512,15066,2.84,14.65,8.15,10.1,94.11,0.84,3.0,0.84,1.16,0.0,3.05,0.29,0.92,0.01,0.19,0.92,0.04,0.44,0.9,0.02,1004,8.74,2.0,0.0,0.0,6976,7.35,4.13,20.54,29.29,15.14,0.14,0.33,0.0,0.67,0.61,7.1,1.8,36380.0,40699.0,4.3,25.67,0.45,8074.0,6.92,30.52,14.44,10.21,3699.0,45.81,11.2,0.02,0.21,0.22,0.07,0.03
050US47013,11,480.16,,39687,23441,2187,4553,2199,2208,13725,3060,2462,8030,11.1,51.57,20.23,0.21,2865,2805,31471,39111,2.94,15.59,24.45,25.1,97.46,0.32,1.23,0.41,0.39,0.0,1.42,0.45,0.96,0.01,0.48,0.95,0.03,0.64,0.96,0.01,2621,8.33,1.0,0.0,0.0,20782,22.18,16.74,31.71,29.76,43.28,0.26,0.0,0.82,0.18,0.55,19.7,8.6,21310.0,23064.0,12.19,51.45,0.49,15286.0,7.34,29.8,16.23,10.89,8917.0,58.33,36.2,0.89,0.89,0.03,0.61,0.73
050US47021,9,302.47,,39929,25201,2109,5259,2548,2219,14894,3274,2420,5654,11.94,55.75,14.16,0.23,2927,3392,30855,39588,3.82,23.42,15.03,14.1,95.02,1.38,2.86,0.24,0.43,0.03,2.91,0.17,0.92,0.02,0.32,0.9,0.05,0.58,0.89,0.01,2605,8.45,3.0,0.01,0.0,16132,7.31,11.95,28.84,22.82,53.33,0.26,0.0,1.0,0.0,0.83,11.5,4.5,30317.0,26719.0,8.44,96.8,0.38,19619.0,7.02,26.82,12.34,10.3,10015.0,51.05,39.5,0.43,0.25,0.25,0.22,0.24
050US47031,12,428.96,,54531,32071,3444,7502,3329,3161,19736,3812,3316,9327,11.9,56.27,17.1,0.24,3481,3913,41398,53841,1.86,11.83,13.74,17.9,90.79,2.6,4.19,0.16,0.95,0.01,5.48,0.47,0.84,0.06,0.28,0.86,0.06,0.33,0.88,0.02,4381,10.61,8.0,0.02,0.0,23911,9.56,12.63,24.46,32.6,55.74,0.23,0.0,0.58,0.42,0.47,14.1,5.5,24879.0,25637.0,9.24,51.7,0.44,23796.0,7.01,36.94,9.68,12.36,12996.0,54.61,28.5,0.54,0.76,0.36,0.34,0.49
050US47035,14,681.02,,58634,30544,2812,6016,2700,2669,16765,4413,4183,17521,9.16,43.65,29.88,0.18,3254,3670,48065,57892,3.75,13.88,13.99,22.5,96.86,0.56,2.95,0.64,0.27,0.0,1.67,0.66,0.9,0.03,0.47,0.91,0.07,0.44,0.95,0.01,6649,13.84,4.0,0.01,0.0,29314,13.53,17.61,22.8,21.95,43.04,0.25,0.0,0.43,0.57,0.61,15.2,6.8,23559.0,24985.0,8.9,57.5,0.43,21382.0,5.33,26.8,14.97,12.47,12743.0,59.6,24.4,0.65,0.83,0.29,0.32,0.54
050US47037,161,503.49,,684017,458636,46442,78317,38640,50675,317901,42316,36360,79891,13.06,64.71,11.68,0.21,40999,41791,538527,662556,3.01,26.38,11.43,11.6,63.76,27.37,10.18,0.24,3.52,0.07,5.05,0.49,0.39,0.46,0.48,0.47,0.2,0.41,0.58,0.07,31061,5.77,88.0,0.17,0.0,305849,9.14,1.49,17.51,45.88,607.46,0.16,0.96,0.02,0.01,0.03,16.4,4.6,31170.0,34343.0,8.25,52.51,0.48,373294.0,9.05,14.05,14.97,10.68,155521.0,41.66,34.0,0.35,0.09,0.92,0.81,0.54
050US47041,4,304.38,,19601,11815,1078,2355,1179,1031,7094,1374,1441,3527,11.27,53.71,17.99,0.22,1336,1396,15342,19284,2.29,21.1,20.05,16.2,94.11,1.49,8.03,0.0,0.95,0.08,3.37,0.25,0.9,0.02,0.3,0.85,0.11,0.62,0.85,0.02,1140,7.43,2.0,0.01,0.0,9545,21.56,15.38,27.89,31.04,31.36,0.25,0.0,0.0,1.0,0.78,17.5,5.1,26130.0,25643.0,10.17,67.67,0.5,7931.0,10.04,38.51,12.47,8.02,4432.0,55.88,32.8,0.67,0.37,0.21,0.35,0.43
050US47065,82,542.34,,357546,222368,20718,41962,21156,23240,139521,24056,24188,60258,12.42,56.55,16.85,0.21,22917,23926,282626,345972,2.1,18.89,10.8,14.1,75.36,19.43,5.46,0.17,2.03,0.04,2.97,0.57,0.43,0.48,0.45,0.63,0.12,0.42,0.74,0.04,22867,8.1,40.0,0.07,0.0,157532,10.56,3.62,24.13,36.16,290.47,0.19,0.93,0.07,0.0,0.1,13.7,5.5,27827.0,31184.0,9.83,65.96,0.48,169798.0,8.09,21.1,14.49,11.84,75586.0,44.52,19.4,0.36,0.14,0.71,0.59,0.41
050US47089,9,274.92,,53247,32065,2557,6196,3679,3329,18991,3850,3792,10312,13.16,52.1,19.37,0.2,3599,3950,42377,51343,3.43,19.95,15.54,20.1,95.47,1.8,3.58,0.12,0.57,0.02,2.01,0.43,0.89,0.04,0.27,0.9,0.05,0.52,0.9,0.02,4067,9.61,1.0,0.0,0.0,24067,17.27,23.54,27.0,25.82,87.54,0.22,0.22,0.44,0.33,0.59,14.0,5.9,22092.0,24855.0,10.18,69.0,0.46,22913.0,8.64,26.5,11.41,13.58,12749.0,55.64,28.8,0.6,0.46,0.4,0.63,0.56
050US56003,3,3136.94,,11901,6381,746,1754,831,540,3887,732,886,2457,11.52,53.67,20.65,0.26,713,726,8838,11650,2.48,14.53,10.06,15.1,94.52,0.45,8.95,1.3,0.4,0.15,3.18,0.24,0.87,0.01,0.18,0.86,0.1,0.39,0.88,0.01,926,10.49,,,,5461,17.71,14.23,25.82,27.26,1.74,0.07,0.0,0.0,1.0,1.0,12.5,5.1,25762.0,23978.0,5.6,22.33,0.4,5178.0,9.66,38.28,11.82,11.66,2916.0,56.32,20.9,0.45,0.7,0.46,0.23,0.4
050US56013,10,9183.55,,40076,22975,2852,5785,2553,2308,14187,2759,2981,6892,12.13,56.95,17.2,0.25,2137,2483,29867,39210,3.43,21.87,8.79,14.7,72.81,0.59,6.87,21.28,0.14,0.02,5.17,0.57,0.71,0.02,0.3,0.68,0.09,0.74,0.6,0.0,2900,9.72,6.0,0.0,0.0,17983,16.57,17.24,25.56,30.09,1.96,0.1,0.0,0.3,0.7,0.51,13.7,6.0,27213.0,27598.0,3.61,14.0,0.43,18248.0,12.92,21.65,13.77,11.66,9636.0,52.81,22.5,0.4,0.8,0.42,0.71,0.56
050US56031,2,2081.44,,8673,4856,474,982,495,424,2642,553,804,2033,10.6,47.25,23.44,0.21,495,690,6889,8568,1.59,9.98,6.59,15.7,94.81,0.01,8.05,0.08,0.68,0.0,4.42,0.75,0.87,0.0,0.1,0.88,0.08,0.06,0.89,0.01,771,11.2,1.0,0.0,0.0,4822,18.37,15.35,27.47,26.22,2.32,0.09,0.0,0.0,1.0,0.59,11.7,2.7,26358.0,31553.0,4.45,23.5,0.46,4307.0,7.2,34.22,11.52,13.61,2252.0,52.29,20.2,0.11,0.44,0.45,0.04,0.1
050US56035,2,4886.46,,9951,5859,632,1395,652,336,3507,731,675,1664,9.93,55.61,16.72,0.24,469,878,7523,9853,1.95,34.85,3.68,12.9,96.25,0.0,7.35,0.43,0.12,0.0,3.2,0.0,0.0,0.0,0.13,0.9,0.08,0.08,0.89,0.0,711,9.45,3.0,0.0,0.0,5989,45.32,14.83,18.91,18.96,1.23,0.1,0.0,0.0,1.0,1.0,8.4,3.4,32363.0,33231.0,3.5,35.0,0.36,5525.0,8.29,42.77,5.48,7.15,2622.0,47.46,21.4,0.04,0.27,0.35,0.02,0.03
050US01041,6,608.86,,13865,8207,787,1793,862,748,4919,1070,928,2542,11.61,54.09,18.33,0.22,815,1011,10749,13703,1.76,16.22,21.61,21.1,71.68,23.07,1.98,0.79,1.36,0.0,3.12,0.12,0.7,0.24,0.46,0.71,0.05,0.73,0.68,0.05,761,7.11,1.0,0.0,0.0,6790,25.99,27.3,31.95,26.19,11.15,0.27,0.0,0.67,0.33,1.0,15.7,5.8,20180.0,23353.0,12.17,22.83,0.5,5612.0,8.0,31.43,12.19,11.67,3165.0,56.4,13.1,0.73,0.86,0.7,0.24,0.69
050US02100,1,2339.58,,2518,1346,159,326,123,38,779,202,95,614,6.39,50.2,24.38,0.22,161,182,1960,2468,2.46,30.88,3.04,11.3,81.02,0.04,3.85,8.62,2.94,0.16,7.23,0.0,0.78,0.0,0.0,0.78,0.04,0.0,0.78,0.03,135,6.89,2.0,0.0,0.0,1673,38.67,4.3,26.3,32.55,0.72,,0.0,0.0,1.0,1.0,9.0,3.7,34303.0,33521.0,6.1,14.0,0.38,1329.0,9.71,17.01,18.51,14.22,551.0,41.46,21.0,0.05,0.2,0.57,0.48,0.21
050US04001,16,11197.42,,71522,41271,4908,11361,5845,4982,27395,4424,4338,10420,15.14,61.05,14.57,0.28,3999,4677,51691,70174,2.14,15.11,20.45,14.7,22.88,0.72,6.21,73.69,0.4,0.03,2.29,0.48,0.32,0.02,0.34,0.51,0.25,0.68,0.36,0.02,2902,5.61,2.0,0.0,0.0,32809,37.84,22.94,45.34,21.61,2.93,0.05,0.0,0.12,0.88,0.74,35.3,12.0,19007.0,14499.0,13.87,23.0,0.5,18365.0,17.97,16.59,21.57,9.64,10215.0,55.62,18.0,0.98,0.8,0.98,0.91,0.99
050US05001,8,988.76,,18124,10606,1207,2191,1238,1010,6457,1218,1425,3342,12.4,54.38,18.44,0.23,1094,1190,13948,17862,2.9,14.96,17.0,24.4,72.53,25.81,3.06,0.1,0.0,0.0,1.56,0.45,0.52,0.45,0.37,0.71,0.07,0.0,0.0,0.0,1113,7.98,6.0,0.01,0.0,9449,18.7,15.5,28.14,36.29,9.56,0.16,0.0,0.0,1.0,0.35,20.0,6.3,22463.0,24714.0,11.46,31.88,0.5,7796.0,8.65,36.08,10.57,12.11,4049.0,51.94,16.3,0.75,0.97,0.37,0.54,0.78
050US05029,6,552.25,,20906,12191,1238,2725,1230,1121,7255,1512,1384,3931,11.25,53.66,18.8,0.23,1270,1591,16122,20698,2.89,10.34,14.11,23.3,85.17,10.92,3.88,0.31,0.09,0.0,3.52,0.4,0.75,0.17,0.41,0.75,0.06,0.79,0.77,0.0,1715,10.64,11.0,0.02,0.0,9805,13.56,18.76,28.37,31.73,17.75,0.2,0.0,0.17,0.83,0.71,18.2,5.9,22317.0,23750.0,9.37,30.83,0.47,8870.0,8.04,31.25,14.13,9.92,5353.0,60.35,18.6,0.68,0.92,0.56,0.54,0.76
050US05057,5,727.52,,22018,12430,1609,3198,1425,1396,7630,1348,1565,3873,12.81,56.49,17.59,0.26,1280,1515,16303,21667,2.27,13.87,19.0,17.9,59.35,30.49,12.65,0.23,0.08,0.23,9.63,0.42,0.45,0.38,0.49,0.42,0.19,0.44,0.66,0.0,1149,7.05,1.0,0.0,0.0,10510,24.16,18.63,24.21,31.34,14.45,0.23,0.0,0.0,1.0,0.56,24.3,5.5,21099.0,20168.0,11.82,44.2,0.43,8834.0,9.27,32.96,12.59,10.6,5368.0,60.77,18.7,0.84,0.98,0.91,0.69,0.95
050US39115,4,416.42,,14702,8634,727,1818,939,778,4920,1089,1236,2921,11.68,50.78,19.87,0.21,940,1051,11555,14527,2.91,14.36,13.53,22.1,92.49,4.67,0.33,0.06,0.2,0.0,2.58,0.34,0.9,0.07,0.4,0.91,0.01,0.59,0.89,0.01,1020,8.84,,,,7949,22.67,21.02,33.3,22.11,19.09,0.28,0.0,0.0,1.0,0.81,19.1,5.0,21715.0,22454.0,17.32,53.75,0.44,5752.0,9.56,33.28,15.35,10.57,3552.0,61.75,23.0,0.67,0.89,0.18,0.38,0.57
050US40113,11,2246.54,,47311,27839,2450,6219,3093,2545,16501,3787,3304,8817,11.92,53.2,18.64,0.23,2859,3374,36656,45881,2.64,11.78,12.33,18.2,64.96,11.3,3.53,13.08,0.41,0.03,10.23,0.75,0.24,0.58,0.26,0.58,0.04,0.74,0.71,0.02,3376,9.23,4.0,0.0,0.0,21733,16.42,16.27,27.76,22.85,9.67,0.19,0.09,0.55,0.36,0.59,16.5,6.5,27269.0,24363.0,10.63,57.9,0.44,18960.0,7.56,27.91,12.64,9.63,9819.0,51.79,21.2,0.65,0.7,0.41,0.56,0.62
050US41015,6,1628.37,,22507,11760,908,1846,753,849,5689,1754,2345,7439,7.12,37.51,33.05,0.15,1095,1431,19199,22229,3.49,22.09,10.95,21.6,90.73,0.45,6.94,1.91,0.56,0.09,6.26,0.53,0.86,0.01,0.26,0.84,0.1,0.52,0.87,0.01,2990,15.61,2.0,0.0,0.0,12906,19.11,18.45,18.57,30.14,7.93,0.23,0.0,0.5,0.5,0.39,14.5,8.0,22859.0,28365.0,6.16,29.2,0.45,7503.0,8.32,21.02,14.89,9.76,3977.0,53.01,20.6,0.54,0.48,0.39,0.48,0.49
050US42049,72,799.08,,275972,169801,15661,33459,19777,19111,105807,20656,18472,46335,14.09,56.14,16.79,0.22,17095,18487,216136,263029,2.74,19.58,8.73,15.3,86.77,7.27,4.12,0.24,1.66,0.02,4.04,0.65,0.59,0.24,0.48,0.68,0.1,0.5,0.71,0.04,19933,9.23,34.0,0.04,0.0,121124,9.14,5.43,30.68,34.2,151.58,0.17,0.72,0.24,0.04,0.2,16.3,5.9,25792.0,27349.0,8.39,39.49,0.46,126884.0,9.19,23.04,18.21,10.49,64759.0,51.04,26.0,0.45,0.56,0.6,0.78,0.62
050US42101,384,134.23,,1575522,1021692,107792,185494,98497,119986,705847,94982,86975,207563,13.87,63.42,13.17,0.22,91793,95076,1229255,1526565,3.35,23.8,16.07,16.3,41.19,42.27,14.45,0.37,7.15,0.05,8.97,0.72,0.14,0.69,0.6,0.25,0.37,0.44,0.42,0.17,59623,4.85,89.0,0.66,0.0,682893,12.9,0.23,27.99,47.02,5087.4,0.07,0.99,0.0,0.01,0.0,24.9,10.2,25340.0,26557.0,10.57,55.7,0.52,688298.0,9.99,11.7,20.42,9.83,327032.0,47.51,59.2,0.82,0.55,0.97,0.89,0.92
050US45009,4,393.36,,14600,8671,700,1700,1102,1358,5406,1066,1026,2962,16.85,53.47,20.29,0.2,736,1004,11633,13490,4.57,12.57,17.72,20.8,36.2,61.12,1.99,0.53,0.29,0.0,1.86,0.3,0.31,0.66,0.08,0.45,0.03,0.58,0.49,0.02,832,7.15,1.0,0.0,0.0,7688,29.47,31.13,42.45,28.37,19.54,0.23,0.0,0.0,1.0,0.55,25.9,5.8,19771.0,18873.0,19.15,62.5,0.46,5433.0,18.53,31.81,12.99,9.46,3013.0,55.46,17.9,0.86,0.94,0.52,0.99,0.95
050US45057,14,549.07,,89546,51933,5353,11205,4670,4651,31991,5638,5717,18004,10.41,54.22,20.11,0.22,5835,5803,69937,87542,2.14,16.57,13.58,13.8,73.84,21.43,5.24,0.21,1.13,0.0,3.39,0.42,0.54,0.38,0.39,0.68,0.09,0.33,0.77,0.02,6044,8.65,15.0,0.03,0.0,36460,10.5,11.91,24.4,21.81,66.4,0.22,0.14,0.43,0.43,0.5,14.5,6.7,27157.0,29271.0,12.2,78.69,0.47,38181.0,7.76,24.66,9.93,12.71,17800.0,46.62,18.4,0.53,0.48,0.69,0.32,0.51
050US45087,9,514.17,,27644,16346,1545,3282,1617,1609,9416,2110,2073,5353,11.67,51.52,19.36,0.22,1824,2041,21699,27160,2.81,8.08,18.58,20.3,65.32,31.4,1.45,0.06,0.01,0.0,3.21,0.27,0.58,0.37,0.53,0.62,0.04,0.97,0.32,0.0,1796,8.3,4.0,0.01,0.0,14100,18.13,23.1,40.18,30.67,27.42,0.25,0.0,0.56,0.44,0.65,21.7,7.5,21035.0,22372.0,15.83,59.67,0.47,11637.0,7.26,32.04,12.21,15.63,7285.0,62.6,18.3,0.86,0.94,0.45,0.72,0.87
050US47025,9,434.6,,31613,19596,1559,3327,1933,2203,11733,2296,2296,6051,13.08,52.57,19.14,0.19,2129,2222,25647,30368,1.52,11.24,19.59,21.4,96.5,1.1,1.25,0.19,0.65,0.27,1.29,0.62,0.93,0.03,0.36,0.94,0.02,0.52,0.93,0.02,2006,7.83,1.0,0.0,0.0,15349,13.75,22.84,31.08,29.66,35.32,0.27,0.0,0.22,0.78,0.72,23.6,8.5,19620.0,20753.0,12.49,45.11,0.48,11877.0,12.3,30.84,15.54,10.18,7159.0,60.28,42.3,0.92,0.49,0.21,0.61,0.71
050US47053,14,602.74,,49175,28539,3161,6556,3372,2851,17833,3474,2943,8718,12.65,56.02,17.73,0.24,3012,3478,37257,48021,2.05,12.27,15.13,19.5,78.09,17.73,2.68,0.38,0.39,0.08,3.33,0.46,0.61,0.32,0.27,0.7,0.04,0.66,0.65,0.02,3329,8.97,5.0,0.01,0.0,22525,14.66,10.82,27.47,30.58,37.37,0.19,0.0,0.07,0.93,0.48,17.1,6.6,22780.0,22565.0,12.9,53.93,0.45,19867.0,7.05,28.16,15.53,12.22,10560.0,53.15,19.5,0.74,0.96,0.41,0.39,0.74
050US47135,2,414.74,,7912,4549,532,877,506,426,2726,708,457,1613,11.78,52.26,20.39,0.22,456,543,6162,7762,2.66,7.48,25.83,19.2,94.27,3.46,2.43,0.11,0.44,0.0,1.71,0.39,0.91,0.06,0.1,0.93,0.03,0.39,0.91,0.01,525,8.52,2.0,0.0,0.0,4647,28.62,32.62,25.21,20.26,11.2,0.3,0.0,0.5,0.5,1.0,30.3,8.3,19387.0,28270.0,21.2,56.5,0.63,2790.0,5.95,38.03,21.33,6.09,1793.0,64.27,31.3,0.84,0.72,0.1,0.64,0.68
050US47163,39,413.4,,156734,92872,7786,17264,9130,8713,53475,11104,11597,33114,11.38,50.1,21.13,0.2,10972,11422,125986,154111,2.35,12.7,13.44,20.8,94.55,1.95,1.83,0.12,0.57,0.08,2.73,0.49,0.88,0.06,0.39,0.91,0.05,0.45,0.93,0.01,12526,9.94,17.0,0.04,0.0,74908,11.57,12.12,31.99,27.99,181.2,0.21,0.85,0.15,0.0,0.26,16.6,6.2,23377.0,26933.0,7.12,40.89,0.48,66020.0,7.69,24.02,16.46,13.32,32618.0,49.41,33.8,0.59,0.72,0.2,0.6,0.54
050US48089,5,960.28,,21022,11665,1363,2781,1397,1145,6829,1280,1866,4463,12.09,52.2,21.23,0.23,1090,1350,16128,20690,2.56,12.04,18.49,13.8,73.63,12.68,29.49,0.17,0.03,0.0,13.49,0.26,0.5,0.15,0.28,0.5,0.34,0.52,0.61,0.0,1234,7.65,4.0,0.0,0.0,10638,29.39,18.54,31.0,18.24,11.08,0.18,0.0,0.0,1.0,0.63,10.8,3.5,27765.0,27861.0,7.98,20.4,0.47,9489.0,9.21,31.75,11.73,12.09,5229.0,55.11,11.3,0.38,0.64,0.92,0.74,0.68
050US48135,28,897.81,,158342,95777,14526,26041,11485,12562,69986,8353,7355,14971,15.19,69.82,9.45,0.3,8517,8593,110748,156669,2.71,19.96,23.94,11.7,80.75,4.58,59.65,0.44,1.16,0.05,13.02,0.44,0.29,0.1,0.3,0.3,0.64,0.59,0.4,0.04,6269,5.66,17.0,0.02,0.0,57669,9.91,14.75,23.06,34.37,64.23,0.04,0.93,0.07,0.0,0.09,11.8,6.7,31032.0,28700.0,11.6,45.1,0.46,73658.0,6.96,31.33,8.8,12.68,41212.0,55.95,15.2,0.59,0.52,0.98,0.72,0.79
050US48203,14,899.95,,66645,38917,4354,9697,4844,3991,24801,4591,4269,10680,13.26,58.3,16.03,0.26,3986,4267,49597,65188,2.42,17.71,15.06,11.6,73.68,21.13,12.94,0.37,0.73,0.02,4.06,0.43,0.46,0.36,0.38,0.52,0.2,0.71,0.63,0.04,4557,9.2,9.0,0.01,0.0,28472,18.46,21.98,26.29,26.37,31.64,0.22,0.07,0.79,0.14,0.56,16.1,5.6,26566.0,25418.0,8.54,50.33,0.46,28251.0,11.41,28.86,14.18,10.2,15374.0,54.42,11.7,0.61,0.43,0.84,0.72,0.73
050US48323,9,1279.47,,57970,32967,5540,9700,5194,4930,24525,2718,2582,6596,17.46,68.6,11.38,0.32,3329,2980,39563,57665,1.25,14.37,40.31,15.4,92.71,0.54,95.23,1.22,0.46,0.06,5.01,0.44,0.03,0.01,0.34,0.02,0.95,0.59,0.05,0.03,779,1.97,1.0,0.0,0.0,18352,11.14,7.87,29.07,33.98,14.34,0.06,0.0,1.0,0.0,0.09,26.8,11.6,17902.0,16891.0,14.49,43.0,0.48,21520.0,10.19,22.46,14.96,12.88,12562.0,58.37,10.3,0.99,0.84,1.0,0.62,0.97
050US48351,4,933.67,,14057,8420,679,1538,1416,716,5075,845,1157,2758,15.17,51.87,19.62,0.2,779,1226,11178,13889,2.84,15.29,16.3,21.9,76.99,19.75,3.54,0.15,1.18,0.0,1.93,0.38,0.64,0.29,0.21,0.71,0.04,0.63,0.68,0.04,1141,10.24,2.0,0.0,0.0,7268,31.51,31.11,35.54,13.56,7.78,0.25,0.0,0.75,0.25,1.0,20.6,8.0,21028.0,21144.0,12.57,24.5,0.44,4965.0,11.32,36.23,12.43,12.29,3175.0,63.95,21.6,0.86,0.81,0.44,0.33,0.72
050US48379,2,229.45,,11473,6349,566,1349,578,507,3454,1088,766,2821,9.46,46.8,24.59,0.2,670,759,9170,11409,2.82,14.09,15.21,18.4,90.4,2.81,8.88,0.6,0.07,0.0,6.12,0.1,0.85,0.03,0.06,0.85,0.09,0.58,0.83,0.0,1161,12.66,1.0,0.0,0.0,5369,19.33,23.26,24.08,21.33,23.4,0.15,0.0,0.0,1.0,0.93,11.1,5.1,24473.0,26165.0,9.15,37.0,0.44,4690.0,7.83,32.49,9.91,12.15,2587.0,55.16,15.2,0.47,0.54,0.44,0.3,0.4
050US48409,16,693.43,,67046,39225,4947,10146,4824,4393,26468,4417,3367,9623,13.75,61.99,14.35,0.27,3952,4126,48848,66280,2.34,16.01,20.45,15.0,92.35,1.68,57.4,0.26,1.03,0.06,4.61,0.38,0.42,0.03,0.34,0.33,0.64,0.4,0.42,0.02,4471,9.18,9.0,0.01,0.0,27834,16.93,9.51,26.75,32.52,40.14,0.09,0.31,0.5,0.19,0.2,16.4,4.8,26247.0,25281.0,8.23,36.93,0.44,29024.0,9.21,30.54,13.36,10.1,16111.0,55.51,15.9,0.65,0.83,0.95,0.62,0.83
050US48465,10,3144.74,,49027,28033,4192,7574,3771,4126,20620,1863,2498,6894,16.11,66.06,14.06,0.29,2757,2629,34927,47297,1.22,13.32,31.78,14.8,92.47,1.55,81.76,0.35,0.62,0.06,4.95,0.36,0.22,0.03,0.38,0.14,0.84,0.38,0.2,0.01,3058,9.15,6.0,0.0,0.0,19066,19.08,12.34,29.66,37.05,6.06,0.07,0.0,1.0,0.0,0.1,19.9,5.7,21643.0,20881.0,10.21,32.22,0.46,18916.0,10.49,19.61,11.52,11.83,10967.0,57.98,10.7,0.85,0.78,1.0,0.94,0.97
