"HEROP_ID","FIPS","GEOID","OpRxRt","SviTh1","SviTh2","SviTh3","SviTh4","SviSmryRnk"
"050US18051","18051",18051,35.6,0.0986,0.3548,0.2536,0.616,0.2342
"050US18053","18053",18053,31.6,0.6965,0.6666,0.4537,0.8683,0.7649
"050US18055","18055",18055,31.5,0.6491,0.5514,0.0299,0.5332,0.5275
"050US18057","18057",18057,38.3,0.0064,0.2682,0.5081,0.034,0.0302
"050US18059","18059",18059,28.1,0.0598,0.1085,0.2781,0.0178,0.0185
"050US18061","18061",18061,39.4,0.1117,0.09,0.0544,0.3815,0.1009
"050US18063","18063",18063,35.9,0.0334,0.2819,0.5148,0.168,0.0904
"050US18065","18065",18065,54.1,0.3414,0.3121,0.1696,0.4521,0.3045
"050US18067","18067",18067,70.3,0.4193,0.7238,0.4604,0.28,0.4505
"050US18069","18069",18069,13.1,0.1766,0.2052,0.1152,0.2428,0.1362
"050US18071","18071",18071,51.3,0.3134,0.5956,0.4057,0.5972,0.4556
"050US18073","18073",18073,62.5,0.0939,0.4489,0.342,0.0659,0.1005
"050US18075","18075",18075,15.3,0.5762,0.5749,0.0881,0.3964,0.4626
"050US18077","18077",18077,50,0.4633,0.531,0.2062,0.8848,0.5832
"050US18079","18079",18079,19.4,0.4645,0.497,0.0932,0.308,0.3573
"050US18081","18081",18081,67.2,0.1451,0.1645,0.3977,0.1387,0.1117
"050US18083","18083",18083,98.4,0.2953,0.7938,0.265,0.6561,0.497
"050US18085","18085",18085,15.9,0.314,0.5797,0.3917,0.4311,0.3926
"050US18087","18087",18087,11.3,0.4251,0.4782,0.1152,0.4862,0.3961
"050US18089","18089",18089,54.3,0.6258,0.7824,0.8549,0.4731,0.7031
"050US18091","18091",18091,60.1,0.4295,0.4155,0.5667,0.615,0.5046
"050US18093","18093",18093,26.6,0.2529,0.3866,0.0757,0.574,0.2981
"050US18095","18095",18095,52.9,0.5619,0.6643,0.4636,0.5689,0.5985
"050US18097","18097",18097,62,0.8132,0.7814,0.8565,0.6287,0.826
"050US18099","18099",18099,20.3,0.4648,0.4617,0.3939,0.4473,0.4493
"050US18101","18101",18101,53.9,0.1909,0.1228,0.0675,0.4365,0.1613
"050US18103","18103",18103,24.5,0.5021,0.2479,0.3748,0.4038,0.3904
"050US18105","18105",18105,58.6,0.5619,0.0076,0.4779,0.8877,0.4302
"050US18107","18107",18107,17.2,0.3948,0.6475,0.2816,0.4846,0.455
"050US18109","18109",18109,29.9,0.1521,0.1712,0.0675,0.0566,0.0538
"050US18111","18111",18111,2.1,0.566,0.7331,0.3388,0.0226,0.3229
"050US18113","18113",18113,16,0.3828,0.5883,0.4085,0.7502,0.5418
"050US18115","18115",18115,63.7,0.0869,0.4031,0.0579,0.4785,0.1734
"050US18117","18117",18117,23.2,0.4601,0.8384,0.1339,0.692,0.5791
"050US18119","18119",18119,25.2,0.574,0.188,0.0299,0.1241,0.238
"050US18121","18121",18121,27.5,0.7038,0.2307,0.0757,0.9472,0.6424
"050US18123","18123",18123,26.2,0.2084,0.0426,0.1457,0.9682,0.3182
"050US18125","18125",18125,37.8,0.1056,0.0436,0.0264,0.1944,0.0465
"050US18127","18127",18127,49.2,0.1473,0.1152,0.5148,0.2218,0.1374
"050US18129","18129",18129,45.1,0.0331,0.0439,0.0525,0.0547,0.0092
"050US18131","18131",18131,30.6,0.4257,0.5711,0.1753,0.3573,0.3866
"050US18133","18133",18133,26.8,0.1129,0.0554,0.2364,0.6134,0.1502
"050US18135","18135",18135,50,0.4321,0.881,0.2164,0.4101,0.5113
"050US18137","18137",18137,34.2,0.2017,0.1654,0.0544,0.5447,0.2062
"050US18139","18139",18139,16.8,0.5791,0.1604,0.0525,0.0843,0.2125
"050US18141","18141",18141,57.1,0.5167,0.5358,0.6567,0.6882,0.6134
"050US18143","18143",18143,114.6,0.6723,0.5052,0.0983,0.6662,0.5807
"050US18145","18145",18145,21.3,0.2641,0.3427,0.2364,0.4528,0.2832
"050US18147","18147",18147,17.5,0.0665,0.1063,0.1037,0.097,0.0369
"050US18149","18149",18149,46.7,0.4658,0.4413,0.2109,0.1355,0.2829
"050US18151","18151",18151,18.8,0.2297,0.0538,0.1753,0.4582,0.1651
"050US18153","18153",18153,60.8,0.4992,0.5476,0.2536,0.7887,0.574
"050US18155","18155",18155,6.4,0.6379,0.7432,0.0757,0.5514,0.5886
"050US18157","18157",18157,55.6,0.5107,0.0477,0.6211,0.8594,0.5087
"050US18159","18159",18159,18.6,0.1849,0.0617,0.0821,0.0325,0.0382
"050US18161","18161",18161,35.3,0.3169,0.1903,0.0757,0.0267,0.0897
"050US18163","18163",18163,130.4,0.5415,0.4518,0.4948,0.636,0.5612
"050US18165","18165",18165,19.1,0.3777,0.7626,0.0264,0.3598,0.391
"050US18167","18167",18167,77.3,0.776,0.3185,0.434,0.8711,0.7286
"050US18169","18169",18169,19.5,0.1775,0.1947,0.1276,0.2905,0.147
"050US18171","18171",18171,6,0.0646,0.1849,0.0544,0.0477,0.0315
"050US18173","18173",18173,64.7,0.0099,0.2084,0.2587,0.0465,0.0194
"050US18175","18175",18175,27.3,0.4594,0.4696,0.0229,0.3268,0.3382
"050US18177","18177",18177,76.3,0.7035,0.9084,0.377,0.63,0.7515
"050US18179","18179",18179,21.5,0.064,0.293,0.1457,0.0878,0.0531
"050US18181","18181",18181,14.8,0.2851,0.6058,0.3484,0.0773,0.2221
"050US18183","18183",18183,18.4,0.1588,0.2014,0.1339,0.0732,0.0735
"050US19001","19001",19001,10.7,0.1133,0.1861,0.0881,0.0872,0.0554
"050US19003","19003",19003,26,0.1257,0.3484,0.0821,0.1098,0.091
"050US19005","19005",19005,31.5,0.1505,0.5982,0.3166,0.2269,0.2164
"050US19007","19007",19007,51.8,0.6634,0.3783,0.1094,0.3738,0.4547
"050US19009","19009",19009,23.5,0.0846,0.3843,0.0579,0.0706,0.0611
"050US19011","19011",19011,16.5,0.0092,0.125,0.0474,0.0283,0.007
"050US19013","19013",19013,54.6,0.4308,0.441,0.5383,0.7992,0.5667
"050US19015","19015",19015,26.8,0.0204,0.0321,0.1152,0.252,0.0255
"050US19017","19017",19017,26.2,0.0045,0.0894,0.1225,0.1766,0.021
"050US19019","19019",19019,12.3,0.077,0.2549,0.0407,0.1537,0.0655
"050US19021","19021",19021,13.5,0.4123,0.6055,0.8263,0.7366,0.6258
"050US19023","19023",19023,8.8,0.0827,0.1747,0.0407,0.0375,0.0325
"050US19025","19025",19025,49,0.036,0.3398,0.1696,0.2593,0.092
"050US19027","19027",19027,37.2,0.0344,0.2736,0.1409,0.2819,0.0815
"050US19029","19029",19029,38.8,0.2609,0.3738,0.0881,0.2704,0.2144
"050US19031","19031",19031,14,0.0146,0.0694,0.0675,0.0496,0.0089
"050US19033","19033",19033,65.1,0.0738,0.14,0.314,0.4531,0.1343
"050US19035","19035",19035,19.6,0.1002,0.2103,0.265,0.4318,0.1546
"050US19037","19037",19037,7.7,0.0582,0.3961,0.0544,0.0436,0.0433
"050US19039","19039",19039,18.2,0.6262,0.9141,0.552,0.8371,0.8107
"050US19041","19041",19041,49.3,0.14,0.7407,0.1985,0.1199,0.1826
"050US19043","19043",19043,9.5,0.2883,0.6048,0.0407,0.2981,0.2752
"050US19045","19045",19045,33.3,0.2949,0.6281,0.2914,0.3446,0.3446
"050US19047","19047",19047,24.2,0.5231,0.979,0.7448,0.5186,0.7563
"050US19049","19049",19049,8.8,0.0121,0.2186,0.4814,0.1394,0.0515
"050US19051","19051",19051,32.9,0.4508,0.5329,0.0337,0.6437,0.4585
"050US19053","19053",19053,23.4,0.5234,0.1705,0.2364,0.8705,0.524
"050US19055","19055",19055,22.4,0.0309,0.0805,0.0379,0.1406,0.0248
"050US19057","19057",19057,42.9,0.2192,0.7967,0.4273,0.4655,0.4174
"050US19059","19059",19059,25.8,0.0296,0.3395,0.1152,0.1505,0.055
"050US19061","19061",19061,31.4,0.1422,0.2148,0.3058,0.5762,0.2281
"050US19063","19063",19063,23.5,0.1887,0.6338,0.4699,0.1791,0.2494
"050US19065","19065",19065,18.8,0.3583,0.2851,0.2294,0.1629,0.2179
"050US19067","19067",19067,38.4,0.0802,0.2542,0.3086,0.2501,0.1196
"050US19069","19069",19069,3.5,0.2797,0.6487,0.4613,0.0414,0.2132
"050US19071","19071",19071,22,0.0337,0.1896,0.1508,0.0124,0.0146
"050US19073","19073",19073,35.6,0.104,0.6214,0.1572,0.2125,0.1664
"050US19075","19075",19075,24.4,0.0029,0.0948,0.0379,0.0216,0.0029
"050US19077","19077",19077,25.5,0.0484,0.1203,0.1094,0.0353,0.0178
"050US19079","19079",19079,35.5,0.0862,0.4146,0.3675,0.1712,0.1289
"050US19081","19081",19081,19.9,0.0401,0.3392,0.2294,0.1467,0.0713
"050US19083","19083",19083,35.6,0.119,0.2825,0.2399,0.3061,0.1514
"050US19085","19085",19085,74.1,0.049,0.0643,0.0474,0.2024,0.0388
"050US19087","19087",19087,32.2,0.1174,0.4967,0.3847,0.273,0.2001
"050US19089","19089",19089,2.1,0.1282,0.2024,0.0474,0.1645,0.0846
"050US19091","19091",19091,22.8,0.0815,0.8285,0.2265,0.1868,0.1941
"050US19093","19093",19093,34,0.0496,0.1995,0.1457,0.0999,0.0445
"050US19095","19095",19095,14.3,0.0261,0.3245,0.1457,0.1228,0.0484
"050US19097","19097",19097,16.7,0.1225,0.0999,0.0627,0.2265,0.078
"050US19099","19099",19099,25,0.1693,0.4423,0.1985,0.3134,0.2078
"050US19101","19101",19101,43.3,0.5339,0.5463,0.4683,0.9001,0.6774
"050US19103","19103",19103,61.8,0.3408,0.0213,0.5829,0.8855,0.3863
"050US19105","19105",19105,11.5,0.0471,0.342,0.1985,0.2873,0.1082
"050US19107","19107",19107,4.6,0.1623,0.5542,0.0264,0.0095,0.0633
"050US19109","19109",19109,14.6,0.085,0.7168,0.1696,0.3099,0.203
"050US19111","19111",19111,32,0.2504,0.4114,0.2781,0.336,0.2631
"050US19113","19113",19113,34.4,0.1009,0.2984,0.4588,0.3999,0.1944
"050US19115","19115",19115,7.8,0.2106,0.5393,0.5679,0.2113,0.2676
"050US19117","19117",19117,36.5,0.3239,0.7302,0.0544,0.3328,0.3458
"050US19119","19119",19119,22.7,0.0105,0.2965,0.0675,0.0881,0.0286
"050US19121","19121",19121,23,0.006,0.0869,0.0821,0.0194,0.0035
"050US19123","19123",19123,42.4,0.099,0.5161,0.182,0.2488,0.1575
"050US19125","19125",19125,29.1,0.0248,0.2784,0.1094,0.4375,0.099
"050US19127","19127",19127,27,0.4149,0.6841,0.7003,0.8645,0.6799
"050US19129","19129",19129,30.8,0.07,0.3054,0.1276,0.1709,0.0811
"050US19131","19131",19131,21.9,0.1028,0.3433,0.0169,0.1362,0.085
"050US19133","19133",19133,40,0.0999,0.4066,0.0983,0.1234,0.0951
"050US19135","19135",19135,107.8,0.0932,0.1018,0.0675,0.5002,0.1203
"050US19137","19137",19137,31.6,0.1744,0.5406,0.2062,0.0869,0.1432
"050US19139","19139",19139,30.9,0.2173,0.8212,0.6077,0.5329,0.4792
"050US19141","19141",19141,37.7,0.1234,0.6026,0.2733,0.784,0.3681
"050US19143","19143",19143,13.9,0.2593,0.776,0.3939,0.0665,0.251
"050US19145","19145",19145,46.7,0.3904,0.4327,0.265,0.4623,0.3878
"050US19147","19147",19147,18.1,0.0745,0.371,0.2536,0.3188,0.1422
"050US19149","19149",19149,17.3,0.015,0.4664,0.3016,0.1158,0.0624
"050US19151","19151",19151,31.3,0.2631,0.4836,0.2323,0.0417,0.1476
"050US19153","19153",19153,55.9,0.2431,0.5947,0.5994,0.595,0.4477
"050US19155","19155",19155,41.5,0.2864,0.7448,0.4085,0.6312,0.4944
"050US19157","19157",19157,33.7,0.2132,0.0665,0.2364,0.6946,0.2348
"050US19159","19159",19159,68.4,0.1018,0.7556,0.0821,0.3261,0.2176
"050US19161","19161",19161,24.9,0.0605,0.1941,0.1152,0.1814,0.0614
"050US19163","19163",19163,47.6,0.1896,0.482,0.5581,0.4534,0.3252
"050US19165","19165",19165,33.4,0.0783,0.1193,0.1654,0.036,0.029
"050US19167","19167",19167,15.5,0.0509,0.2625,0.4057,0.3458,0.1311
"050US19169","19169",19169,27.8,0.4521,0.001,0.4839,0.6974,0.2364
"050US19171","19171",19171,19.2,0.35,0.7292,0.5476,0.293,0.4384
"050US19173","19173",19173,9,0.1187,0.567,0.3503,0.0741,0.1292
"050US19175","19175",19175,49.5,0.3233,0.5991,0.1339,0.4887,0.3767
"050US19177","19177",19177,37.6,0.5724,0.4292,0.0229,0.2424,0.3608
"050US19179","19179",19179,30,0.6478,0.922,0.5383,0.728,0.7852
"050US19181","19181",19181,17.2,0.0137,0.2389,0.1654,0.3761,0.0741
"050US19183","19183",19183,20.5,0.0948,0.6548,0.3016,0.1034,0.1397
"050US19185","19185",19185,55.2,0.3105,0.8626,0.0881,0.405,0.4168
"050US19187","19187",19187,52.9,0.2039,0.2844,0.4273,0.6977,0.3439
"050US19189","19189",19189,26.6,0.0286,0.6258,0.2914,0.2832,0.1403
"050US19191","19191",19191,23.5,0.0337,0.0821,0.0735,0.3423,0.0522
"050US19193","19193",19193,35.9,0.4804,0.8766,0.6752,0.7276,0.7197
"050US19195","19195",19195,5.6,0.0585,0.0802,0.1037,0.0675,0.0232
"050US19197","19197",19197,25.2,0.1464,0.9742,0.4814,0.2351,0.3971
"050US20001","20001",20001,71.8,0.5702,0.6433,0.3217,0.6115,0.5854
"050US20003","20003",20003,13.4,0.5854,0.7595,0.1928,0.105,0.4085
"050US20005","20005",20005,63,0.3859,0.3535,0.3824,0.7181,0.4728
"050US20007","20007",20007,17.1,0.42,0.7531,0.3847,0.476,0.5107
"050US20009","20009",20009,62,0.5562,0.9847,0.5269,0.3716,0.7006
"050US20011","20011",20011,47.5,0.4057,0.707,0.328,0.5647,0.5126
"050US20013","20013",20013,60.7,0.3188,0.3258,0.5183,0.0544,0.1893
"050US20015","20015",20015,57.2,0.0818,0.2173,0.3917,0.2927,0.1295
"050US20017","20017",20017,16.1,0.2246,0.482,0.3503,0.216,0.2358
"050US20019","20019",20019,49.5,0.6557,0.5186,0.4613,0.4881,0.5781
"050US20021","20021",20021,27.6,0.4598,0.5816,0.4018,0.4346,0.4718
"050US20023","20023",20023,130.4,0.4858,0.8056,0.3058,0.0213,0.2953
"050US20025","20025",20025,72.1,0.0528,0.9424,0.4445,0.1604,0.2354
"050US20027","20027",20027,75.4,0.1814,0.8743,0.1985,0.7086,0.4636
"050US20029","20029",20029,15,0.4454,0.3611,0.2692,0.3137,0.3427
"050US20031","20031",20031,33.8,0.2599,0.7477,0.1985,0.1798,0.2743
"050US20033","20033",20033,11,0.125,0.8594,0.0264,0.3344,0.2577
"050US20035","20035",20035,61.4,0.5441,0.9411,0.5616,0.8164,0.7871
"050US20037","20037",20037,50.3,0.6023,0.4108,0.42,0.965,0.7213
"050US20039","20039",20039,36.5,0.1747,0.3913,0.1985,0.0115,0.0681
"050US20041","20041",20041,54.3,0.168,0.4569,0.3166,0.1969,0.1884
"050US20043","20043",20043,3.3,0.238,0.0185,0.3166,0.5921,0.1861
"050US20045","20045",20045,41.7,0.4738,0.007,0.574,0.7964,0.3602
"050US20047","20047",20047,40.3,0.3726,0.9615,0.6179,0.0923,0.4639
"050US20049","20049",20049,13.6,0.4922,0.7041,0.3446,0.0624,0.336
"050US20051","20051",20051,42.3,0.3557,0.0331,0.3446,0.4951,0.2393
"050US20053","20053",20053,51.2,0.1721,0.0563,0.4356,0.4572,0.1731
"050US20055","20055",20055,24.3,0.8346,0.7366,0.9224,0.895,0.8966
"050US20057","20057",20057,53.6,0.5492,0.7283,0.9294,0.7187,0.7359
"050US20059","20059",20059,33.9,0.2472,0.3347,0.3058,0.2558,0.224
"050US20061","20061",20061,39.4,0.5832,0.8556,0.8279,0.5797,0.7353
"050US20063","20063",20063,28.8,0.1441,0.3516,0.0821,0.0045,0.0372
"050US20065","20065",20065,20.2,0.49,0.6147,0.3697,0.0344,0.2765
"050US20067","20067",20067,30.5,0.3646,0.2208,0.8804,0.2332,0.3363
"050US20069","20069",20069,23,0.2685,0.35,0.5371,0.2825,0.2816
"050US20071","20071",20071,105.3,0.1241,0.8969,0.5727,0.1254,0.2689
"050US20073","20073",20073,26.6,0.3229,0.7919,0.2536,0.1209,0.2978
"050US20075","20075",20075,5.6,0.3334,0.433,0.7251,0.2062,0.3398
"050US20077","20077",20077,32.6,0.5431,0.9905,0.363,0.2307,0.6316
"050US20079","20079",20079,74.4,0.2739,0.6223,0.5119,0.4795,0.4193
"050US20081","20081",20081,26.5,0.5132,0.2574,0.72,0.2625,0.4143
"050US20083","20083",20083,10.7,0.0786,0.7404,0.2587,0.007,0.0646
"050US20085","20085",20085,21.6,0.1371,0.8005,0.4741,0.1511,0.2472
"050US20087","20087",20087,12,0.1072,0.0522,0.1928,0.0261,0.0197
"050US20089","20089",20089,1.2,0.1572,0.1677,0.1696,0.021,0.0455
"050US20091","20091",20091,51.6,0.0439,0.1976,0.5542,0.0808,0.0605
"050US20093","20093",20093,73.6,0.5641,0.9198,0.7591,0.0792,0.5358
"050US20095","20095",20095,18.7,0.2631,0.0897,0.2485,0.1018,0.1079
"050US20097","20097",20097,80.4,0.2749,0.5425,0.3446,0.2498,0.2879
"050US20099","20099",20099,66.7,0.3341,0.8317,0.4445,0.4502,0.4941
"050US20101","20101",20101,51,0.1384,0.4502,0.4613,0.0073,0.0716
"050US20103","20103",20103,24.6,0.2068,0.146,0.5581,0.4416,0.2475
"050US20105","20105",20105,18.5,0.1581,0.3481,0.1508,0.0805,0.1021
"050US20107","20107",20107,19.6,0.461,0.3315,0.2265,0.1731,0.2733
"050US20109","20109",20109,56.5,0.16,0.9787,0.3058,0.062,0.28
"050US20111","20111",20111,47.1,0.6153,0.3325,0.6656,0.9376,0.7222
"050US20113","20113",20113,30.9,0.1311,0.2469,0.2781,0.3462,0.1635
"050US20115","20115",20115,13.4,0.1619,0.3233,0.2234,0.1569,0.1355
"050US20117","20117",20117,39.5,0.1397,0.4391,0.1339,0.308,0.181
"050US20119","20119",20119,54.3,0.2119,0.6697,0.6204,0.1174,0.2628
"050US20121","20121",20121,35.9,0.0729,0.2927,0.2294,0.1215,0.0757
"050US20123","20123",20123,46,0.1101,0.3815,0.1572,0.2059,0.1285
"050US20125","20125",20125,35.8,0.6993,0.8785,0.5616,0.825,0.8209
"050US20127","20127",20127,12.4,0.1534,0.5364,0.3016,0.1164,0.1569
"050US20129","20129",20129,72,0.3411,0.8549,0.6567,0.0245,0.3077
"050US20131","20131",20131,16.2,0.0426,0.181,0.0881,0.2106,0.057
"050US20133","20133",20133,102.1,0.5367,0.8759,0.3503,0.7311,0.6911
"050US20135","20135",20135,59,0.1126,0.4858,0.4973,0.027,0.0999
"050US20137","20137",20137,63,0.3045,0.3277,0.3917,0.1546,0.223
"050US20139","20139",20139,14,0.2784,0.4302,0.182,0.1269,0.1909
"050US20141","20141",20141,53.6,0.0716,0.517,0.1572,0.0515,0.0687
"050US20143","20143",20143,12.5,0.1336,0.1817,0.1409,0.0232,0.042
"050US20145","20145",20145,23,0.2475,0.1734,0.4658,0.5727,0.3019
"050US20147","20147",20147,108,0.3423,0.6484,0.1753,0.2374,0.3137
"050US20149","20149",20149,12.2,0.0191,0.0993,0.3322,0.2889,0.0544
"050US20151","20151",20151,87.7,0.252,0.7754,0.3917,0.2234,0.3341
"050US20153","20153",20153,33.1,0.1928,0.8772,0.335,0.4123,0.3958
"050US20155","20155",20155,64.9,0.4314,0.6153,0.4725,0.5072,0.5011
"050US20157","20157",20157,9.1,0.0445,0.2918,0.0881,0.0655,0.041
"050US20159","20159",20159,10.1,0.1387,0.5927,0.5148,0.1031,0.1823
"050US20161","20161",20161,42,0.5733,0.0503,0.5978,0.9287,0.567
"050US20163","20163",20163,44.6,0.0277,0.224,0.1037,0.3185,0.071
"050US20165","20165",20165,38.2,0.2844,0.1164,0.3446,0.0296,0.0916
"050US20167","20167",20167,77.8,0.5857,0.3703,0.2914,0.1133,0.3226
"050US20169","20169",20169,77.5,0.3691,0.7248,0.5406,0.4642,0.5008
"050US20171","20171",20171,77.2,0.2841,0.9176,0.5953,0.1893,0.4349
"050US20173","20173",20173,83.7,0.6596,0.8123,0.7098,0.5562,0.7292
"050US20175","20175",20175,34.4,0.7871,0.7429,0.966,0.7954,0.8578
"050US20177","20177",20177,51.3,0.3869,0.7095,0.6398,0.7486,0.6137
"050US20179","20179",20179,11.2,0.0404,0.5355,0.2234,0.0757,0.0706
"050US20181","20181",20181,34.4,0.4082,0.8956,0.4741,0.2494,0.4992
"050US20183","20183",20183,83.7,0.0792,0.3128,0.1152,0.029,0.0404
"050US20185","20185",20185,22.6,0.1782,0.8031,0.4814,0.0671,0.2272
"050US20187","20187",20187,85.8,0.5603,0.3999,0.8225,0.063,0.3786
"050US20189","20189",20189,7.3,0.63,0.7257,0.797,0.4992,0.6879
"050US20191","20191",20191,35.8,0.3783,0.3929,0.3535,0.3124,0.3322
"050US20193","20193",20193,50.5,0.1021,0.3948,0.2628,0.1572,0.1247
"050US20195","20195",20195,67.6,0.0506,0.0417,0.0089,0.0563,0.0105
"050US20197","20197",20197,7.9,0.0458,0.3761,0.2733,0.0859,0.0636
"050US20199","20199",20199,9.1,0.0891,0.7865,0.3166,0.1219,0.1756
"050US20201","20201",20201,42.2,0.029,0.6013,0.1928,0.1126,0.0802
"050US20203","20203",20203,5.3,0.3455,0.9583,0.6437,0.1473,0.4858
"050US20205","20205",20205,119.3,0.3898,0.8533,0.2485,0.3207,0.4566
"050US20207","20207",20207,5.9,0.4174,0.5877,0.1861,0.0681,0.2491
"050US20209","20209",20209,80.6,0.9612,0.8941,0.9227,0.678,0.9386
"050US21001","21001",21001,48.3,0.7461,0.2109,0.2265,0.7735,0.6026
"050US21003","21003",21003,33.1,0.7563,0.7617,0.0932,0.5288,0.6484
"050US21005","21005",21005,17.2,0.2908,0.3968,0.1696,0.0051,0.0843
"050US21007","21007",21007,3.5,0.2574,0.2039,0.2164,0.4757,0.2507
"050US21009","21009",21009,78.9,0.7916,0.9068,0.3118,0.6599,0.7919
"050US21011","21011",21011,6.1,0.5075,0.5772,0.0544,0.7108,0.5269
"050US21013","21013",21013,109.6,0.9319,0.4187,0.1339,0.818,0.7782
"050US21015","21015",21015,39.3,0.0369,0.4731,0.4146,0.1877,0.1177
"050US21017","21017",21017,17.1,0.6691,0.6583,0.4416,0.2122,0.5237
"050US21019","21019",21019,90.7,0.637,0.7585,0.1985,0.7315,0.6704
"050US21021","21021",21021,84,0.6402,0.5339,0.4407,0.357,0.5304
"050US21023","21023",21023,7.8,0.4432,0.2908,0.0337,0.2364,0.2568
"050US21025","21025",21025,59.3,0.7111,0.4445,0.0169,0.9497,0.6962
"050US21027","21027",21027,21.6,0.7197,0.8279,0.1508,0.4976,0.6481
"050US21029","21029",21029,13.8,0.1922,0.4648,0.1928,0.1728,0.1779
"050US21031","21031",21031,24.5,0.7658,0.7996,0.1152,0.8043,0.7623
"050US21033","21033",21033,39.4,0.6592,0.819,0.3058,0.7216,0.7184
"050US21035","21035",21035,58,0.6363,0.1301,0.3322,0.7996,0.5482
"050US21037","21037",21037,40.1,0.2001,0.1024,0.2444,0.5542,0.2103
"050US21039","21039",21039,60.1,0.5918,0.5059,0.1928,0.2453,0.4225
"050US21041","21041",21041,39.8,0.8743,0.9609,0.3723,0.7894,0.8886
"050US21043","21043",21043,18.3,0.7639,0.3808,0.0455,0.5708,0.5581
"050US21045","21045",21045,27.3,0.9376,0.6122,0.0881,0.8886,0.8361
"050US21047","21047",21047,36.1,0.929,0.9335,0.7276,0.854,0.9469
"050US21049","21049",21049,192,0.4938,0.7175,0.3166,0.4235,0.51
"050US21051","21051",21051,129.4,0.8377,0.5498,0.2323,0.952,0.8174
"050US21053","21053",21053,80.7,0.6888,0.7862,0.119,0.5994,0.6472
"050US21055","21055",21055,18.8,0.5587,0.6927,0.0757,0.4922,0.518
"050US21057","21057",21057,50.2,0.8797,0.496,0.1508,0.8018,0.7544
"050US21059","21059",21059,66.8,0.3443,0.8199,0.3888,0.8247,0.6109
"050US21061","21061",21061,8,0.6446,0.1763,0.0455,0.3554,0.3697
"050US21063","21063",21063,18.3,0.8848,0.2113,0.0337,0.9742,0.7617
"050US21065","21065",21065,33.3,0.8686,0.958,0.0191,0.4289,0.7604
"050US21067","21067",21067,99.4,0.5329,0.1639,0.672,0.7611,0.5542
"050US21069","21069",21069,34,0.7878,0.685,0.0735,0.6376,0.6771
"050US21071","21071",21071,110.4,0.8626,0.4811,0.0115,0.7544,0.7073
"050US21073","21073",21073,66.3,0.426,0.8295,0.5094,0.6933,0.6255
"050US21075","21075",21075,7.2,0.881,0.7897,0.6685,0.943,0.91
"050US21077","21077",21077,39.9,0.7066,0.1126,0.3563,0.7401,0.5514
"050US21079","21079",21079,23.7,0.6316,0.42,0.1753,0.099,0.3312
"050US21081","21081",21081,19.3,0.2819,0.4228,0.1753,0.4082,0.2876
"050US21083","21083",21083,26.4,0.5393,0.518,0.4308,0.5803,0.5507
"050US21085","21085",21085,30.4,0.643,0.7025,0.0474,0.461,0.5428
"050US21087","21087",21087,27.5,0.8046,0.8918,0.1037,0.23,0.629
"050US21089","21089",21089,31,0.4079,0.4464,0.0407,0.1349,0.2351
"050US21091","21091",21091,2.6,0.3083,0.4181,0.0735,0.1289,0.1874
"050US21093","21093",21093,57.6,0.3697,0.714,0.6029,0.6742,0.5721
"050US21095","21095",21095,63.4,0.8495,0.8167,0.0757,0.9055,0.8336
"050US21097","21097",21097,57.4,0.2895,0.1753,0.1276,0.567,0.2714
"050US21099","21099",21099,10.5,0.8291,0.7951,0.265,0.7757,0.8037
"050US21101","21101",21101,57.5,0.4785,0.8463,0.4314,0.6608,0.6386
"050US21103","21103",21103,20.1,0.7025,0.7362,0.2781,0.3586,0.5845
"050US21105","21105",21105,33.7,0.1966,0.3586,0.4018,0.3058,0.2326
"050US21107","21107",21107,84.8,0.5552,0.7961,0.3592,0.6239,0.6344
"050US21109","21109",21109,11,0.7464,0.7789,0.0041,0.6325,0.664
"050US21111","21111",21111,72.4,0.468,0.6723,0.7226,0.6516,0.622
"050US21113","21113",21113,30,0.3987,0.5574,0.3697,0.2148,0.3474
"050US21115","21115",21115,73.6,0.7687,0.6841,0.0099,0.9007,0.7509
"050US21117","21117",21117,58.9,0.2313,0.3856,0.3723,0.4935,0.308
"050US21119","21119",21119,37.9,0.7248,0.4836,0.0115,0.973,0.7334
"050US21121","21121",21121,60.2,0.9154,0.7757,0.0474,0.9316,0.8584
"050US21123","21123",21123,24.7,0.4553,0.5437,0.2587,0.0522,0.2501
"050US21125","21125",21125,82.5,0.5826,0.4706,0.0407,0.6942,0.5285
"050US21127","21127",21127,63,0.7445,0.5765,0.0115,0.2214,0.4744
"050US21129","21129",21129,49.8,0.854,0.4407,0.2062,0.9968,0.8492
"050US21131","21131",21131,30.7,0.7041,0.1324,0.0057,0.9182,0.5746
"050US21133","21133",21133,33.9,0.7833,0.7512,0.0073,0.6962,0.7012
"050US21135","21135",21135,16.5,0.8002,0.503,0.0048,0.4038,0.5495
"050US21137","21137",21137,11.2,0.7031,0.8155,0.1457,0.3455,0.5835
"050US21139","21139",21139,37.5,0.497,0.496,0.0735,0.0582,0.2374
"050US21141","21141",21141,20.7,0.6274,0.4852,0.3503,0.2599,0.4671
"050US21143","21143",21143,37.2,0.1718,0.1616,0.3563,0.3576,0.1845
"050US21145","21145",21145,215.1,0.3436,0.4763,0.4913,0.8626,0.5517
"050US21147","21147",21147,22.6,0.7311,0.3077,0.314,0.9087,0.6965
"050US21149","21149",21149,25.6,0.195,0.21,0.0627,0.4165,0.1839
