"HEROP_ID","ZCTA5","OtpMinDis","OtpTmDr","OtpCntDr"
"860US38237","38237",38.72,47.05,0
"860US11946","11946",10.36,16.27,1
"860US41051","41051",2.52,0,9
"860US01475","01475",5.05,11.46,2
"860US03801","03801",2.7,0,2
"860US40171","40171",46.08,71.63,0
"860US70802","70802",10.17,12.04,1
"860US11560","11560",13.91,26.21,3
"860US65351","65351",26.15,38.96,0
"860US65067","65067",45.92,66.46,0
"860US26148","26148",28,55.98,0
"860US93427","93427",32.71,39.17,0
"860US49768","49768",163.08,NA,0
"860US15870","15870",35.51,40.6,0
"860US11764","11764",20.51,23.13,3
"860US70654","70654",42.03,73.84,0
"860US04257","04257",48.62,69.53,0
"860US60518","60518",25.89,35.54,0
"860US56091","56091",85.85,95.07,0
"860US97125","97125",37.36,49.04,0
"860US35216","35216",5.08,19.2,4
"860US71859","71859",28.36,44.09,0
"860US80640","80640",10.03,12.3,11
"860US45144","45144",23.94,48.82,0
"860US14435","14435",36.56,41.86,0
"860US21640","21640",21.36,39.99,0
"860US38720","38720",83.21,NA,0
"860US15475","15475",9.66,19.08,4
"860US29075","29075",22.79,34.32,0
"860US76109","76109",3.29,7.68,9
"860US32040","32040",28.95,44.92,0
"860US42123","42123",33.57,61.66,0
"860US57640","57640",168.47,NA,0
"860US02170","02170",0.22,0,25
"860US02576","02576",8.39,14.6,5
"860US35989","35989",25.49,37.69,0
"860US24563","24563",28.78,47.23,0
"860US29657","29657",9.58,18.6,1
"860US37336","37336",10.55,24.29,1
"860US15759","15759",31.19,41.6,0
"860US95717","95717",46.53,54.73,0
"860US80478","80478",43,108.28,0
"860US14428","14428",15.85,23.27,2
"860US30135","30135",6.97,0,2
"860US32536","32536",25.51,38.55,0
"860US12819","12819",34.91,58.42,0
"860US15401","15401",7.22,0,3
"860US50857","50857",74.56,101.38,0
"860US63128","63128",16.88,28.84,3
"860US43314","43314",12.65,15.42,2
"860US63902","63902",0.74,0.08,1
"860US18337","18337",14.12,32.95,0
"860US19067","19067",3.85,12.71,7
"860US25411","25411",19.78,52.96,0
"860US16116","16116",4.09,13.9,6
"860US05858","05858",18.16,36.23,0
"860US16235","16235",57.2,81.47,0
"860US50115","50115",58.62,71.32,0
"860US67138","67138",83.58,128.32,0
"860US70501","70501",7.5,18.29,1
"860US57246","57246",146.02,NA,0
"860US12450","12450",23.29,50.63,0
"860US95412","95412",48.62,119.84,0
"860US99032","99032",54.54,48.86,0
"860US25302","25302",2.5,14.42,1
"860US83114","83114",71.99,134.34,0
"860US35613","35613",10.62,23.8,1
"860US19063","19063",6.65,14.06,14
"860US18055","18055",8.13,12.88,4
"860US98059","98059",10.13,9.64,9
"860US84302","84302",24.89,31.41,0
"860US22637","22637",16.18,20.76,2
"860US28624","28624",16.97,35.23,0
"860US82061","82061",80.98,105.98,0
"860US54636","54636",12.53,14.02,2
"860US25183","25183",39.29,70.22,0
"860US24977","24977",31.85,31.37,0
"860US26547","26547",13.58,24.74,1
"860US53570","53570",32.62,42.36,0
"860US79094","79094",38.12,80.54,0
"860US10914","10914",11.43,27.01,2
"860US73119","73119",1.34,0,7
"860US97451","97451",25.15,52.15,0
"860US18825","18825",33.8,46.92,0
"860US19144","19144",0.24,0,32
"860US97022","97022",19.31,32.75,0
"860US15627","15627",12.27,17.43,2
"860US94503","94503",5.31,7.24,4
"860US16859","16859",25.89,39.09,0
"860US78737","78737",11.43,25.6,2
"860US75094","75094",5.91,9.9,6
"860US63363","63363",60.32,59.72,0
"860US37166","37166",61.74,83.12,0
"860US22644","22644",29.01,36.79,0
"860US39664","39664",67.84,83.78,0
"860US62418","62418",73.78,88.21,0
"860US30628","30628",11.95,23.24,2
"860US48722","48722",12.19,19.18,1
"860US03844","03844",13.93,17.87,5
"860US03273","03273",25.37,45.49,0
"860US03883","03883",40.93,61.86,0
"860US08501","08501",12.49,17.06,3
"860US07014","07014",2.7,3.97,72
"860US48906","48906",7.35,10.48,3
"860US48877","48877",21.3,38.54,0
"860US48472","48472",61.46,95.73,0
"860US62701","62701",0.58,9,3
"860US46765","46765",13.11,23.62,2
"860US52358","52358",31.78,45.76,0
"860US61061","61061",32.89,43.49,0
"860US19020","19020",1.53,0,25
"860US54173","54173",12.27,15.39,1
"860US35172","35172",12.17,46.02,0
"860US67492","67492",90.1,NA,0
"860US54646","54646",77.5,88.82,0
"860US66967","66967",172.71,NA,0
"860US98392","98392",13.8,39.06,0
"860US37042","37042",9.8,11.18,1
"860US37711","37711",29,48.88,0
"860US10950","10950",16.2,25.7,1
"860US11222","11222",2.17,6.88,86
"860US11378","11378",2.43,4.5,85
"860US13731","13731",55.67,97.28,0
"860US15312","15312",13.72,26.02,1
"860US40873","40873",42.26,70.37,0
"860US68769","68769",136.88,NA,0
"860US49636","49636",89.58,149.92,0
"860US33606","33606",4.74,9.11,2
"860US56157","56157",98.91,NA,0
"860US32803","32803",2.59,7.86,5
"860US36512","36512",27.71,37.48,0
"860US16929","16929",16.66,28,1
"860US21244","21244",3.82,7.7,41
"860US20814","20814",4.86,9.83,9
"860US68532","68532",12.83,18.76,2
"860US38225","38225",27.84,34.48,0
"860US37340","37340",8.18,19.3,2
"860US78256","78256",11.53,20.31,7
"860US12019","12019",6.19,18.15,2
"860US12203","12203",5.82,8.3,5
"860US13031","13031",9.21,19.06,3
"860US49679","49679",36.55,55.62,0
"860US49325","49325",25.44,43.77,0
"860US48187","48187",12.02,17.1,5
"860US52342","52342",63.42,70.44,0
"860US50538","50538",78.62,104.79,0
"860US56065","56065",94.97,114.52,0
"860US39567","39567",24.01,24.41,1
"860US45337","45337",18.17,32.62,0
"860US15067","15067",9.29,17.94,1
"860US51503","51503",6.95,11.06,3
"860US42350","42350",30.23,40.62,0
"860US59253","59253",320.08,NA,0
"860US61425","61425",72.02,105.54,0
"860US75074","75074",1.69,0,9
"860US78749","78749",4.53,11.17,4
"860US59420","59420",211.01,NA,0
"860US33138","33138",2.33,4.14,7
"860US58380","58380",152.95,NA,0
"860US60195","60195",4.62,12.88,8
"860US60525","60525",7.73,13.18,37
"860US15207","15207",4.74,10.9,9
"860US17830","17830",33.93,58.11,0
"860US18356","18356",20.55,31.35,0
"860US15689","15689",7.16,15.26,2
"860US44907","44907",1.39,0,1
"860US31749","31749",13.21,14.4,1
"860US73099","73099",13.04,14.29,7
"860US73644","73644",99.71,NA,0
"860US53104","53104",17.96,28.75,3
"860US08318","08318",4.13,15.9,3
"860US07608","07608",4.96,9.98,71
"860US07646","07646",3.61,8.17,60
"860US87110","87110",2.18,6.6,13
"860US67356","67356",30.78,57.8,0
"860US66968","66968",88.39,119.88,0
"860US67877","67877",130.34,NA,0
"860US17744","17744",10.37,18.41,1
"860US19121","19121",0.12,0,32
"860US61769","61769",43.39,64.7,0
"860US44667","44667",18.22,29.09,1
"860US16260","16260",56.4,84.31,0
"860US17260","17260",25.8,67.57,0
"860US74343","74343",15.38,17.28,2
"860US88255","88255",58.53,82.36,0
"860US27519","27519",5.62,9.36,5
"860US87062","87062",20.3,26.07,1
"860US12207","12207",0.12,0,4
"860US10507","10507",16.13,28.25,2
"860US12173","12173",25.41,45.43,0
"860US62957","62957",9.07,11.67,1
"860US62601","62601",22.31,23.1,1
"860US62621","62621",56.19,64.9,0
"860US51640","51640",60.36,63.32,0
"860US63344","63344",51.34,69.95,0
"860US61078","61078",49.83,62.88,0
"860US27243","27243",6.35,12.97,3
"860US78254","78254",12.17,20.9,8
"860US66720","66720",76.45,121.17,0
"860US81615","81615",109.54,NA,0
"860US76017","76017",9.39,13.67,12
"860US45830","45830",18.66,25.88,1
"860US43548","43548",44.69,60.77,0
"860US44843","44843",9.33,15.59,1
"860US14536","14536",43.21,63.1,0
"860US18230","18230",4.23,9.21,1
"860US18460","18460",11.24,19.28,1
"860US15419","15419",6.27,16.57,4
"860US17228","17228",37.94,67.28,0
"860US15209","15209",3.55,12.29,8
"860US75052","75052",6,11.86,14
"860US75093","75093",6.95,15.59,8
"860US49611","49611",18.47,34.92,0
"860US43115","43115",17.79,26.35,2
"860US44681","44681",29.89,46.29,0
"860US98661","98661",1.73,0,8
"860US67738","67738",159.19,NA,0
"860US74549","74549",63.45,145.79,0
"860US73521","73521",62.91,74.1,0
"860US42170","42170",18.05,27.52,1
"860US74039","74039",28.86,33.73,0
"860US13159","13159",23.95,27.39,2
"860US14060","14060",47.17,65.8,0
"860US22530","22530",34.12,104.75,0
"860US56050","56050",71.07,80.14,0
"860US31309","31309",24.48,32,0
"860US92352","92352",16.57,40.64,0
"860US95951","95951",11.17,17.3,1
"860US94947","94947",13.87,18.15,1
"860US92155","92155",6.6,18.39,6
"860US90002","90002",2.41,6.1,30
"860US28774","28774",27.92,65.09,0
"860US45227","45227",7.61,15.79,18
"860US73446","73446",19.58,33.28,0
"860US67566","67566",56.54,65.01,0
"860US41739","41739",8.19,14.45,1
"860US73673","73673",89.06,NA,0
"860US97909","97909",88.61,110.07,0
"860US17113","17113",7.38,15.16,4
"860US48159","48159",16.79,25.6,1
"860US56273","56273",58.83,63.72,0
"860US45159","45159",14.49,25.91,1
"860US56131","56131",87.01,92.71,0
"860US55757","55757",65.87,68.14,0
"860US98576","98576",24.22,36.81,0
"860US83705","83705",5.04,12.73,3
"860US74008","74008",13.72,17.88,3
"860US29505","29505",6.28,0,2
"860US29074","29074",41.29,64,0
"860US57107","57107",6.08,7.86,1
"860US74423","74423",52.47,67.13,0
"860US77386","77386",5.66,0,4
"860US94501","94501",2.29,8.36,19
"860US77388","77388",5.97,16.72,3
"860US39643","39643",64.79,99.92,0
"860US39202","39202",3.04,4.71,2
"860US13355","13355",29.26,46.98,0
"860US12801","12801",45.86,58.56,0
"860US12407","12407",41.81,77.98,0
"860US68949","68949",192.08,NA,0
"860US68333","68333",26.43,38.33,0
"860US68310","68310",45.17,53.93,0
"860US37150","37150",57.94,94.36,0
"860US43440","43440",9.51,25.8,1
"860US16133","16133",25.78,35.75,0
"860US23146","23146",11.59,23.83,3
"860US44440","44440",6.01,11.54,7
"860US62667","62667",29.96,56.34,0
"860US07442","07442",11.22,17.18,7
"860US01038","01038",6.92,13.51,6
"860US61732","61732",17.24,22.39,1
"860US46702","46702",25.1,37.64,0
"860US38946","38946",83.14,NA,0
"860US65264","65264",44.67,65.37,0
"860US10533","10533",7.2,16.01,34
"860US67838","67838",102.57,NA,0
"860US67871","67871",125.1,NA,0
"860US41735","41735",24.66,58.15,0
"860US16685","16685",18.99,62.08,0
"860US18626","18626",24.13,58.61,0
"860US02917","02917",9.16,11.61,17
"860US89145","89145",4.78,13.56,9
"860US64644","64644",57.28,58.48,0
"860US65275","65275",49.34,73.81,0
"860US63060","63060",52.15,78.84,0
"860US43065","43065",6.54,13.73,6
"860US45831","45831",38.98,58.66,0
"860US04411","04411",12.3,32.7,0
"860US29673","29673",12.26,20.42,3
"860US64750","64750",78.17,104.36,0
"860US28901","28901",14.77,28.34,1
"860US58338","58338",187.33,NA,0
"860US58455","58455",139.85,NA,0
"860US30624","30624",28.13,45.6,0
"860US31550","31550",18.3,26.02,1
"860US39561","39561",27.98,41.23,0
"860US63130","63130",5.74,9.1,6
"860US65672","65672",51.58,56.34,0
"860US63882","63882",38.46,55.48,0
"860US59542","59542",309.24,NA,0
"860US24258","24258",22.09,44.42,0
"860US98106","98106",3.83,9.17,9
"860US98203","98203",3.84,7.58,3
"860US31806","31806",44.56,67.58,0
"860US30665","30665",42.11,64.02,0
"860US96762","96762",23.17,50.89,0
"860US05903","05903",42.73,84.62,0
"860US71439","71439",63.65,73.11,0
"860US94505","94505",18.23,28.71,2
"860US32038","32038",17.88,36.46,0
"860US31773","31773",37.22,59.69,0
"860US45669","45669",9.67,21.33,1
"860US27922","27922",10.42,24.59,1
"860US49525","49525",9.87,19.95,3
"860US25875","25875",25.92,55.19,0
"860US54169","54169",13.11,23.22,1
"860US48045","48045",8.36,13.53,9
"860US41559","41559",13.11,23.09,1
"860US46311","46311",7.96,11.43,12
"860US52158","52158",71.64,89.26,0
"860US94507","94507",5.94,14.44,4
"860US56283","56283",120.56,NA,0
"860US55110","55110",10.44,14.88,8
"860US69135","69135",271.8,NA,0
"860US68852","68852",173.64,NA,0
"860US89029","89029",4.72,22.48,1
"860US03443","03443",6.61,22.1,1
"860US58251","58251",125.95,NA,0
"860US55332","55332",105.38,NA,0
"860US55012","55012",45.69,54.79,0
"860US38732","38732",108.86,NA,0
"860US30012","30012",10.13,16.98,3
"860US04854","04854",4.13,8.2,1
"860US61362","61362",27.37,32.11,0
"860US67058","67058",60.02,91.54,0
"860US45036","45036",3.26,0,6
"860US66860","66860",83.87,96.01,0
"860US98266","98266",38.14,41.24,0
"860US68316","68316",68.9,76.28,0
"860US52325","52325",37.34,60.51,0
"860US52729","52729",25.57,39.42,0
"860US67952","67952",121.33,NA,0
"860US67801","67801",179.57,NA,0
"860US25535","25535",9.61,14.45,1
"860US25160","25160",20.75,57.53,0
"860US20693","20693",16.07,29.21,1
"860US53586","53586",20.57,33.73,0
"860US41562","41562",7.62,17.32,1
"860US41834","41834",18.82,35.31,0
"860US40995","40995",24.93,40.06,0
"860US78588","78588",41.21,76.2,0
"860US70372","70372",44.44,70.05,0
"860US71045","71045",40.79,77.49,0
"860US04963","04963",9.99,15.32,1
"860US56572","56572",57.83,64.65,0
"860US55904","55904",9.29,9.85,1
"860US51573","51573",59.55,80.1,0
"860US12861","12861",33.92,69.46,0
"860US46615","46615",6.58,13.63,1
"860US67109","67109",148.8,NA,0
"860US95652","95652",4.55,8.76,8
"860US06278","06278",16.15,24.69,1
"860US15208","15208",0.82,5.45,9
"860US78338","78338",57.81,109.49,0
"860US80209","80209",2.6,7.59,12
"860US73078","73078",17.21,31.74,0
"860US97146","97146",15.27,18.14,1
"860US90265","90265",17.28,39.48,0
"860US80210","80210",3.69,9.39,12
"860US94509","94509",1.22,0,3
"860US84118","84118",5.26,0,8
"860US84101","84101",0.95,3.23,9
"860US05649","05649",15.12,8.87,1
"860US05477","05477",16.36,37.59,0
"860US58856","58856",170.52,NA,0
"860US45115","45115",14.09,23.52,1
"860US51440","51440",81.25,102.96,0
"860US50007","50007",8.66,12.42,3
"860US52002","52002",24.8,33.53,0
"860US03856","03856",6.36,17.41,2
"860US62048","62048",5.76,7.62,6
"860US67745","67745",178.76,NA,0
"860US48738","48738",103.81,NA,0
"860US49128","49128",21.89,30.73,0
"860US04558","04558",32.7,52.97,0
"860US46060","46060",24.18,30.47,0
"860US46563","46563",29.18,41.71,0
"860US47165","47165",24.41,47.28,0
"860US46226","46226",4.67,12.77,3
"860US47327","47327",22.89,19.99,1
"860US50239","50239",48.22,67.11,0
"860US04263","04263",17.07,28,1
"860US04030","04030",25.47,40.54,0
"860US21773","21773",12.98,24,4
"860US01604","01604",3,5.5,11
"860US49268","49268",27.82,37.19,0
"860US68719","68719",137.72,NA,0
"860US79836","79836",21.57,29.82,1
"860US78573","78573",9.49,24,1
"860US78409","78409",4.71,9.84,3
"860US78239","78239",1.89,0,10
"860US75157","75157",27.76,49.45,0
"860US65329","65329",21.7,38.86,0
"860US65486","65486",77.07,97.26,0
"860US64060","64060",28.63,35.08,0
"860US63037","63037",62.68,92.16,0
"860US68933","68933",98.42,NA,0
"860US68307","68307",32.21,39.28,0
"860US28429","28429",6.58,17.69,4
"860US27845","27845",17.22,29.77,1
"860US49614","49614",112.42,NA,0
"860US40207","40207",3.32,0,3
"860US04915","04915",34.12,38.55,0
"860US08750","08750",6.61,11.15,8
"860US55076","55076",11.48,16.37,8
"860US63118","63118",4.4,11.06,4
"860US62864","62864",52.87,55.19,0
"860US60051","60051",5.41,15.7,1
"860US60137","60137",1.73,8.34,10
"860US61421","61421",41.23,56.99,0
"860US62463","62463",56.24,83.79,0
"860US47923","47923",19.42,23.05,1
"860US51024","51024",94.54,NA,0
"860US50638","50638",80.87,100.61,0
"860US50835","50835",89.13,NA,0
"860US67732","67732",148.2,NA,0
"860US18464","18464",27.79,41.71,0
"860US11385","11385",2.85,6.03,75
"860US72930","72930",37.14,82.9,0
"860US33185","33185",11.64,24.38,1
"860US92309","92309",96.32,97.72,0
"860US92310","92310",81.18,NA,0
"860US81623","81623",91.27,120.01,0
"860US13081","13081",23.43,33.88,0
"860US27536","27536",0.88,0,1
"860US28080","28080",15.79,41.3,0
"860US01264","01264",10.85,27.17,1
"860US10578","10578",8.81,19.97,5
"860US71964","71964",54.03,63.53,0
"860US03282","03282",35.17,60.66,0
"860US08053","08053",3.25,0,25
"860US08515","08515",12.63,16.13,6
"860US33825","33825",44.4,69.88,0
"860US34452","34452",30.38,61.69,0
"860US33328","33328",5.4,12.56,14
"860US45732","45732",14.37,26.1,2
"860US35078","35078",25.28,41.95,0
"860US36529","36529",49.57,75.04,0
"860US36580","36580",29.3,52.86,0
"860US85715","85715",2.55,4.89,11
"860US07830","07830",20.21,32.79,0
"860US48747","48747",14.54,31.04,0
"860US46902","46902",30.28,43.18,0
"860US52310","52310",41.78,56.53,0
"860US41063","41063",6.26,16.7,3
"860US12071","12071",41.5,58.16,0
"860US14708","14708",41.54,72.21,0
"860US71111","71111",7.36,10.96,1
"860US71452","71452",38.32,52.32,0
"860US04479","04479",47.68,73.6,0
"860US04967","04967",27.76,30.73,0
"860US04040","04040",36.06,60.86,0
"860US20841","20841",4.06,7.27,4
"860US21017","21017",0.76,0,10
"860US01224","01224",4.65,14.13,3
"860US01864","01864",7.36,13.72,9
"860US51466","51466",106.37,NA,0
"860US50044","50044",18.64,27.34,1
"860US28056","28056",3.94,8.16,3
"860US84007","84007",77.23,141.66,0
"860US75013","75013",6.54,12.85,4
"860US34138","34138",37.13,55.35,0
"860US66024","66024",6.54,15.51,1
"860US56098","56098",118,NA,0
"860US55924","55924",38.84,43.77,0
"860US39665","39665",56.96,99.29,0
"860US29058","29058",34.89,43.81,0
"860US38629","38629",61.03,92.54,0
"860US38745","38745",76.14,131.58,0
"860US64497","64497",42.11,63.64,0
"860US65766","65766",30.43,50.71,0
"860US05261","05261",12.49,26.36,1
"860US45233","45233",3.73,10,11
"860US72842","72842",68.26,106.8,0
"860US34691","34691",7.34,19.59,1
"860US71762","71762",84.94,NA,0
"860US25214","25214",17.52,29.99,1
"860US76250","76250",37.25,40.56,0
"860US85139","85139",32.51,55.72,0
"860US84102","84102",1.64,4.31,8
"860US85140","85140",3.2,0,2
"860US84103","84103",4.84,5.58,8
"860US10962","10962",4.88,10.02,21
"860US38554","38554",82.28,NA,0
"860US64489","64489",44.16,66.01,0
"860US62203","62203",6.18,9.89,3
"860US95380","95380",12.55,13.31,3
"860US48848","48848",21.56,44.41,0
"860US49506","49506",2.61,7.11,3
"860US49096","49096",31.67,54.86,0
"860US25811","25811",23.82,45.43,0
"860US25204","25204",36.41,87.14,0
"860US82421","82421",83.75,100.09,0
"860US98350","98350",84.28,107.48,0
"860US63855","63855",47.02,77.14,0
"860US82411","82411",131.89,NA,0
"860US98032","98032",2.5,0,9
"860US48413","48413",73.94,101.58,0
"860US62681","62681",61.18,85.48,0
"860US45001","45001",6.01,16.66,11
"860US06259","06259",6.14,13.53,2
"860US06053","06053",2.7,4.81,14
"860US62294","62294",19.77,23.64,2
"860US23314","23314",7.63,12.85,6
"860US68328","68328",28.79,42.38,0
"860US68338","68338",60.67,84.05,0
"860US66942","66942",129.38,NA,0
"860US53544","53544",39.64,53.01,0
"860US72348","72348",19.25,57.19,0
"860US93611","93611",6.97,10.25,8
"860US90040","90040",2.23,5.81,38
"860US80438","80438",43.4,47.88,0
"860US06755","06755",22.57,31.15,0
"860US19701","19701",6.08,20.43,6
"860US33325","33325",5.76,12.49,11
"860US33563","33563",11.64,20.41,3
"860US60070","60070",6.26,9.22,11
"860US62649","62649",41.76,63.64,0
"860US44882","44882",31.93,49.47,0
"860US45896","45896",14.1,28.53,1
"860US95465","95465",20.97,42.67,0
"860US34997","34997",8.79,11.5,1
"860US96712","96712",25.99,46.72,0
"860US60013","60013",14.38,28.28,1
"860US60156","60156",12.02,22.98,1
"860US62546","62546",34.63,58.12,0
"860US28617","28617",29.1,48.18,0
"860US77384","77384",7.47,13.19,2
"860US77385","77385",4.96,19.08,2
"860US97202","97202",3.02,8.21,10
"860US84104","84104",6.62,6.86,8
"860US89319","89319",216.46,NA,0
"860US75449","75449",26.96,42.76,0
"860US54754","54754",58.07,61.92,0
"860US25174","25174",21.36,61.05,0
"860US98282","98282",22.3,38.5,0
"860US25405","25405",5.92,18.21,1
"860US79903","79903",2.53,5.18,2
"860US79904","79904",6.51,9.48,2
"860US79907","79907",7.67,15.3,2
"860US79908","79908",7.77,12.46,2
"860US92324","92324",2.32,0,5
"860US82515","82515",250.77,NA,0
"860US64119","64119",10.83,17.17,5
"860US53585","53585",20.49,29.49,1
"860US49038","49038",10.92,20.59,1
"860US31561","31561",14.23,57.09,0
"860US85719","85719",1.66,7.58,12
"860US06820","06820",4.77,8.41,5
"860US80805","80805",111.82,NA,0
"860US26184","26184",10.87,26.88,1
"860US24430","24430",24.53,49.24,0
"860US86331","86331",17.5,48.26,0
"860US53525","53525",10.9,19.26,1
"860US45880","45880",28.61,39.05,0
"860US21205","21205",1.42,0,50
"860US75451","75451",41.55,65.53,0
"860US91752","91752",10.23,15.78,5
"860US62972","62972",19.69,44.28,0
"860US24440","24440",17.9,23.94,2
"860US73092","73092",42.39,56.87,0
"860US85147","85147",13.8,29.04,1
"860US85172","85172",18.16,32.94,0
"860US53095","53095",33.74,42.33,0
"860US27880","27880",10.61,15.7,2
"860US88052","88052",13.94,17.89,1
"860US49896","49896",122.68,NA,0
"860US77951","77951",14.92,21.24,1
"860US07648","07648",6.38,13.82,40
"860US13461","13461",16.62,25.05,1
"860US19015","19015",2.05,5.43,15
"860US03836","03836",52.82,77.75,0
"860US97206","97206",4.4,11.7,9
"860US71456","71456",42.97,57.94,0
"860US81638","81638",129.7,NA,0
"860US70301","70301",29.6,56.66,0
"860US72412","72412",24.82,44.82,0
"860US70755","70755",35.18,44.95,0
"860US73764","73764",52.01,76.8,0
"860US97531","97531",33.04,46.68,0
"860US28659","28659",5.25,0,2
"860US99329","99329",66.71,77.04,0
"860US85141","85141",23.4,36.44,0
"860US76022","76022",2.78,8.43,14
"860US86315","86315",10.6,18.63,1
"860US74428","74428",46.45,58.8,0
"860US47848","47848",38.24,48.79,0
"860US77369","77369",50.15,83.02,0
"860US94128","94128",9.03,14.54,10
"860US94129","94129",2.51,6.44,13
"860US28399","28399",23.86,39.26,0
"860US57247","57247",122.07,NA,0
"860US38355","38355",11.12,17.11,1
"860US38006","38006",18.56,22.94,1
"860US75838","75838",63.9,80.91,0
"860US01030","01030",7.11,12.79,10
"860US76034","76034",4.18,5.78,12
"860US60639","60639",2.8,5.46,41
"860US63432","63432",65.68,95.85,0
"860US52246","52246",26.42,33.17,0
"860US43046","43046",14.52,27.67,2
"860US80215","80215",1.48,0,10
"860US85142","85142",5.15,15.6,3
"860US84107","84107",1.08,0,8
"860US71450","71450",54.06,81.34,0
"860US73082","73082",38.14,47.82,0
"860US01950","01950",11.87,18.74,7
"860US01748","01748",7.47,12.15,11
"860US01450","01450",14.58,26.38,1
"860US49078","49078",20.32,29.04,1
"860US84601","84601",2.68,0,3
"860US05040","05040",28.45,49.81,0
"860US05866","05866",20.66,23.05,1
"860US04772","04772",216.65,NA,0
"860US40348","40348",30.96,38.77,0
"860US76035","76035",17.04,35.61,0
"860US37848","37848",28.36,48.99,0
"860US76475","76475",47.47,59.68,0
"860US74436","74436",26.78,40.87,0
"860US62016","62016",39.67,54.84,0
"860US49775","49775",75.18,195.49,0
"860US94922","94922",18.77,31.57,0
"860US90290","90290",8.43,23.98,5
"860US78016","78016",29.69,43.5,0
"860US63386","63386",5.45,16.12,4
"860US28594","28594",19.81,34.97,0
"860US44103","44103",1.41,0,6
"860US07206","07206",2.07,5.11,45
"860US97144","97144",45.69,60.95,0
"860US87122","87122",9.99,15.83,13
"860US76040","76040",3.53,12.49,14
"860US76041","76041",36.03,40.52,0
"860US05655","05655",39.84,64.04,0
"860US92259","92259",26.48,34.11,0
"860US94525","94525",6.46,8.77,6
"860US94925","94925",4.97,10.73,12
"860US94928","94928",10.27,18.17,2
"860US94931","94931",11.99,16.97,2
"860US94938","94938",14.78,27.71,1
"860US43213","43213",2.37,0,8
"860US61872","61872",17.29,26.5,1
"860US33196","33196",10.11,19.94,1
"860US46793","46793",33.12,35.07,0
"860US88048","88048",13,27.62,1
"860US77406","77406",20.86,32.88,0
"860US77412","77412",64.47,82.16,0
"860US94514","94514",18.73,23.8,2
"860US77415","77415",24.62,43.15,0
"860US95125","95125",3.44,7.25,2
"860US33703","33703",5.92,22.58,3
"860US15334","15334",4.75,19.01,1
"860US15325","15325",8.3,11.86,1
"860US74429","74429",18.99,23.46,3
"860US62010","62010",5.1,12.26,2
"860US20685","20685",10.96,15.35,1
"860US92392","92392",4.29,16.82,1
"860US92410","92410",4.03,7.4,3
"860US72354","72354",32,57.09,0
"860US57363","57363",104.19,NA,0
"860US57020","57020",13.28,19.56,1
"860US51366","51366",133.53,NA,0
"860US46818","46818",6.62,10.69,2
"860US70127","70127",9.49,14.88,2
"860US74430","74430",19.19,23.57,1
"860US76537","76537",26.29,31.21,0
"860US78209","78209",1.59,0,10
"860US76251","76251",52.85,70.02,0
"860US84763","84763",34.71,55.99,0
"860US19952","19952",3.61,0,5
"860US73724","73724",88.2,102.11,0
"860US70669","70669",6.7,11.88,1
"860US72368","72368",61.84,92.87,0
"860US85395","85395",8.67,13.41,15
"860US75454","75454",7.61,17.2,1
"860US72353","72353",81.5,NA,0
"860US73458","73458",15.25,20.78,1
"860US57337","57337",83.93,105.44,0
"860US94116","94116",3.45,10.71,10
"860US92308","92308",13.5,16.2,1
"860US05151","05151",24.87,43.62,0
"860US05653","05653",31.5,47.16,0
"860US98115","98115",8.05,10.76,11
"860US98037","98037",6.94,10.39,8
"860US63390","63390",34.9,44.46,0
"860US70658","70658",27.9,45.61,0
"860US78666","78666",18.23,23.59,1
"860US15936","15936",10.25,18.49,1
"860US85387","85387",15.79,26.84,1
"860US43156","43156",24.07,38.22,0
"860US69201","69201",277.82,NA,0
"860US22903","22903",10.31,21.79,1
"860US73738","73738",42.08,62.83,0
"860US80810","80810",68.43,93.22,0
"860US70710","70710",14.33,21.61,1
"860US06371","06371",7.72,14.11,3
"860US63447","63447",37.41,54.86,0
"860US29332","29332",15.38,28.39,1
"860US71965","71965",81.91,NA,0
"860US71968","71968",55.66,66.32,0
"860US60545","60545",18.24,31.52,0
"860US36421","36421",60.28,88.22,0
"860US53034","53034",37.74,51.97,0
"860US79764","79764",7.53,9.12,1
"860US79838","79838",27.79,36.5,0
"860US79848","79848",128.95,NA,0
"860US71425","71425",50.62,72.54,0
"860US94401","94401",14.18,20.62,12
"860US98087","98087",4.82,6.88,5
"860US98112","98112",3.32,8.38,10
"860US25103","25103",21.28,35.86,0
"860US72364","72364",14.49,21.46,1
"860US94515","94515",16.02,37.5,0
"860US79785","79785",113.93,NA,0
"860US79928","79928",21.04,25.92,1
"860US88027","88027",21.63,36.33,0
"860US70659","70659",57.95,62.84,0
"860US91746","91746",2.39,8.17,25
"860US74435","74435",43.04,72.73,0
"860US25165","25165",21.21,34.96,0
"860US53075","53075",23.14,34.43,0
"860US98524","98524",29.68,36.88,0
"860US79915","79915",3.31,7.68,2
"860US79925","79925",4.34,9.34,2
"860US77419","77419",50.95,82.08,0
"860US94528","94528",8.78,23,2
"860US94535","94535",8.62,9.29,1
"860US94301","94301",2.09,6.96,4
"860US94519","94519",6.6,14.57,4
"860US97211","97211",3.79,7.31,11
"860US54812","54812",67.39,69.19,0
"860US03570","03570",59.49,93.75,0
"860US77377","77377",3.2,0,3
"860US94305","94305",4.37,9.48,2
